,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,BRO,BRO_6m,BRO_12m,BRO_6m_ret,BRO_12m_ret
47,47,47,47,2019-04-12,29.3696403503418,28.820953369140625,28.19524002075196,0.019037780401416793,0.04165243242212058
48,48,48,48,2019-04-15,29.53328323364257,28.81132125854492,28.310754776000977,0.025058273746592974,0.04318247490448157
49,49,49,49,2019-04-16,29.5814208984375,28.78244400024414,28.407020568847656,0.027759174939646636,0.041341904433221055
50,50,50,50,2019-04-17,29.273380279541016,28.589916229248047,28.68617820739746,0.023905773098900296,0.02046986070776513
51,51,51,51,2019-04-18,29.42740058898925,28.84982109069824,28.55140686035156,0.020020210748455503,0.03068128071314602
52,52,52,52,2019-04-22,29.3696403503418,29.13861083984375,28.63804817199707,0.00792863845733316,0.02554616061649395
53,53,53,53,2019-04-23,30.390024185180664,29.3696403503418,28.820953369140625,0.034742810012891034,0.054442016401861526
54,54,54,54,2019-04-24,30.284130096435547,29.53328323364257,28.81132125854492,0.025423751800736305,0.051119100879617685
55,55,55,55,2019-04-25,30.32263565063477,29.5814208984375,28.78244400024414,0.025056766365013194,0.053511496465608044
56,56,56,56,2019-04-26,30.49591064453125,29.273380279541016,28.589916229248047,0.04176252804820946,0.06666666666666665
57,57,57,57,2019-04-29,30.37076759338379,29.42740058898925,28.84982109069824,0.032057435774585974,0.05271944314330379
58,58,58,58,2019-04-30,30.563295364379883,29.3696403503418,29.13861083984375,0.04064247977841484,0.048893357763920564
59,59,59,59,2019-05-01,30.158992767333984,30.390024185180664,29.3696403503418,-0.007602212372023742,0.026876475420748447
60,60,60,60,2019-05-02,30.62105178833008,30.284130096435547,29.53328323364257,0.011125354792151931,0.036831954851819226
61,61,61,61,2019-05-03,31.13124656677246,30.32263565063477,29.5814208984375,0.02666690737092181,0.052391860203605756
62,62,62,62,2019-05-06,31.24675750732422,30.49591064453125,29.273380279541016,0.024621231074062555,0.06741200397558411
63,63,63,63,2019-05-07,30.91865348815918,30.37076759338379,29.42740058898925,0.01803990936649047,0.05067565837697208
64,64,64,64,2019-05-08,30.8318099975586,30.563295364379883,29.3696403503418,0.00878552623260842,0.04978507158327483
65,65,65,65,2019-05-09,30.56160545349121,30.158992767333984,30.390024185180664,0.013349672824395808,0.005645973404464044
66,66,66,66,2019-05-10,31.063405990600582,30.62105178833008,30.284130096435547,0.014446081255742094,0.025732153827220383
67,67,67,67,2019-05-13,30.30105781555176,31.13124656677246,30.32263565063477,-0.026667379009062575,-0.0007116081640006211
68,68,68,68,2019-05-14,30.2624568939209,31.24675750732422,30.49591064453125,-0.03150088815367802,-0.007655247725885328
69,69,69,69,2019-05-15,30.60985374450684,30.91865348815918,30.37076759338379,-0.009987490036414415,0.007872245915020448
70,70,70,70,2019-05-16,30.880056381225582,30.8318099975586,30.563295364379883,0.0015648248893205263,0.010364098932043486
71,71,71,71,2019-05-17,30.580904006958008,30.56160545349121,30.158992767333984,0.000631463994787973,0.013989566656914532
72,72,72,72,2019-05-20,30.38790702819824,31.063405990600582,30.62105178833008,-0.021745811216153932,-0.007613871716212417
73,73,73,73,2019-05-21,30.79320526123047,30.30105781555176,31.13124656677246,0.016241922928054153,-0.010858585595566739
74,74,74,74,2019-05-22,30.90900611877441,30.2624568939209,31.24675750732422,0.02136473013806728,-0.010809165990123604
75,75,75,75,2019-05-23,30.69670867919922,30.60985374450684,30.91865348815918,0.0028374828386092954,-0.007178346529384205
76,76,76,76,2019-05-24,30.735307693481445,30.880056381225582,30.8318099975586,-0.004687448946244177,-0.0031299590937021726
77,77,77,77,2019-05-28,30.484405517578125,30.580904006958008,30.56160545349121,-0.0031555146099646603,-0.0025260432090378204
78,78,78,78,2019-05-29,30.54231071472168,30.38790702819824,31.063405990600582,0.005081089868419042,-0.016775213768785657
79,79,79,79,2019-05-30,30.55195999145508,30.79320526123047,30.30105781555176,-0.007834366956242844,0.008280310787518008
80,80,80,80,2019-05-31,30.46510887145996,30.90900611877441,30.2624568939209,-0.014361420927243018,0.006696481328314352
81,81,81,81,2019-06-03,30.822160720825195,30.69670867919922,30.60985374450684,0.004086823865614875,0.006935902996807242
82,82,82,82,2019-06-04,30.937963485717773,30.735307693481445,30.880056381225582,0.006593582672325349,0.0018752266439319154
83,83,83,83,2019-06-05,31.439760208129883,30.484405517578125,30.580904006958008,0.03133912813227968,0.028084722445630206
84,84,84,84,2019-06-06,31.381855010986328,30.54231071472168,30.38790702819824,0.027487910266723148,0.03270866867750266
85,85,85,85,2019-06-07,31.719600677490234,30.55195999145508,30.79320526123047,0.038218192428954634,0.030084410128819128
86,86,86,86,2019-06-10,31.5459041595459,30.46510887145996,30.90900611877441,0.03547649518162199,0.02060558137405244
87,87,87,87,2019-06-11,31.44940757751465,30.822160720825195,30.69670867919922,0.02035051540905264,0.02452050824671881
88,88,88,88,2019-06-12,31.700307846069336,30.937963485717773,30.735307693481445,0.024641064713373684,0.031397120283020774
89,89,89,89,2019-06-13,31.5459041595459,31.439760208129883,30.484405517578125,0.0033761056290935176,0.03482103796827141
90,90,90,90,2019-06-14,31.67135429382324,31.381855010986328,30.54231071472168,0.009225053226954216,0.03696654092898566
91,91,91,91,2019-06-17,31.53625869750977,31.719600677490234,30.55195999145508,-0.0057800847445905745,0.03221720329333966
92,92,92,92,2019-06-18,31.59416389465332,31.5459041595459,30.46510887145996,0.0015298257061628906,0.03706059374207826
93,93,93,93,2019-06-19,31.999462127685547,31.44940757751465,30.822160720825195,0.017490140277369504,0.03819658905564327
94,94,94,94,2019-06-20,32.231056213378906,31.700307846069336,30.937963485717773,0.016742688111635484,0.04179631048624377
95,95,95,95,2019-06-21,31.74856758117676,31.5459041595459,31.439760208129883,0.00642439730387423,0.009822192376868877
96,96,96,96,2019-06-24,32.05736541748047,31.67135429382324,31.381855010986328,0.012188020760846019,0.021525509128050402
97,97,97,97,2019-06-25,32.00910949707031,31.53625869750977,31.719600677490234,0.01499387749498271,0.009127126867821023
98,98,98,98,2019-06-26,31.401159286499023,31.59416389465332,31.5459041595459,-0.006108868992319105,-0.004588388790976339
99,99,99,99,2019-06-27,31.98980712890625,31.999462127685547,31.44940757751465,-0.00030172378338022554,0.017183139302692885
100,100,100,100,2019-06-28,32.32755661010742,32.231056213378906,31.700307846069336,0.002994019063156106,0.01978683510216639
101,101,101,101,2019-07-01,32.82936477661133,31.74856758117676,31.5459041595459,0.03404239239049489,0.04068549154826018
102,102,102,102,2019-07-02,33.128517150878906,32.05736541748047,31.67135429382324,0.033413592147979676,0.046008858463619795
103,103,103,103,2019-07-03,33.514522552490234,32.00910949707031,31.53625869750977,0.04703076964879971,0.0627298207423912
104,104,104,104,2019-07-05,33.54345703125,31.401159286499023,31.59416389465332,0.06822352401721865,0.06169788645448393
105,105,105,105,2019-07-08,33.32151412963867,31.98980712890625,31.999462127685547,0.041629103775654874,0.041314819501584665
106,106,106,106,2019-07-09,33.54345703125,32.32755661010742,32.231056213378906,0.03761188746205524,0.04071851723327402
107,107,107,107,2019-07-10,33.5627555847168,32.82936477661133,31.74856758117676,0.022339476048222506,0.05714235764814912
108,108,108,108,2019-07-11,33.63996124267578,33.128517150878906,32.05736541748047,0.015438182441658288,0.04936761972124959
109,109,109,109,2019-07-12,33.76541519165039,33.514522552490234,32.00910949707031,0.007486087225835103,0.054868933318523716
110,110,110,110,2019-07-15,33.69786071777344,33.54345703125,31.401159286499023,0.004603094021572884,0.07314065733432606
111,111,111,111,2019-07-16,33.79436111450195,33.32151412963867,31.98980712890625,0.014190441137327925,0.056410280259711065
112,112,112,112,2019-07-17,33.69786071777344,33.54345703125,32.32755661010742,0.004603094021572884,0.04238811253794483
113,113,113,113,2019-07-18,33.900516510009766,33.5627555847168,32.82936477661133,0.01006356359627314,0.032627854382414334
114,114,114,114,2019-07-19,33.485565185546875,33.63996124267578,33.128517150878906,-0.004589662158499763,0.010777664241410134
115,115,115,115,2019-07-22,33.43730926513672,33.76541519165039,33.514522552490234,-0.009717218777004932,-0.0023038754985270637
116,116,116,116,2019-07-23,34.32510757446289,33.69786071777344,33.54345703125,0.018613847981115983,0.023302623295049285
117,117,117,117,2019-07-24,34.88481521606445,33.79436111450195,33.32151412963867,0.032267338857741024,0.046915667767787994
118,118,118,118,2019-07-25,34.74006652832031,33.69786071777344,33.54345703125,0.030927951755619354,0.03567341004701796
119,119,119,119,2019-07-26,35.11641311645508,33.900516510009766,33.5627555847168,0.035866610058471915,0.046291119566051364
120,120,120,120,2019-07-29,35.04887771606445,33.485565185546875,33.63996124267578,0.04668616228679756,0.04188222641592443
121,121,121,121,2019-07-30,35.135711669921875,33.43730926513672,33.76541519165039,0.05079363268491188,0.040582841066628905
122,122,122,122,2019-07-31,34.67251968383789,34.32510757446289,33.69786071777344,0.010121224197807477,0.028923467107524248
123,123,123,123,2019-08-01,34.6339111328125,34.88481521606445,33.79436111450195,-0.007192358099016416,0.024842902502757447
124,124,124,124,2019-08-02,34.59531021118164,34.74006652832031,33.69786071777344,-0.00416684052751215,0.026632239385298906
125,125,125,125,2019-08-05,34.04526901245117,35.11641311645508,33.900516510009766,-0.030502662685158555,0.004269920265039806
126,126,126,126,2019-08-06,34.80936050415039,35.04887771606445,33.485565185546875,-0.0068338054603180876,0.03953331267572269
127,127,127,127,2019-08-07,34.954429626464844,35.135711669921875,33.43730926513672,-0.005159481189966009,0.04537208270253812
128,128,128,128,2019-08-08,35.602447509765625,34.67251968383789,34.32510757446289,0.026820312870460494,0.03721299146788537
129,129,129,129,2019-08-09,35.534751892089844,34.6339111328125,34.88481521606445,0.02601036757941788,0.018630933602483246
130,130,130,130,2019-08-12,35.012454986572266,34.59531021118164,34.74006652832031,0.01205784173762936,0.007840758106490764
131,131,131,131,2019-08-13,35.3026123046875,34.04526901245117,35.11641311645508,0.03693151291524499,0.005302340749180123
132,132,132,132,2019-08-14,34.25803756713867,34.80936050415039,35.04887771606445,-0.01583835293228053,-0.022563922169847483
133,133,133,133,2019-08-15,34.490169525146484,34.954429626464844,35.135711669921875,-0.013281867456560015,-0.018372821101216297
134,134,134,134,2019-08-16,34.89640045166016,35.602447509765625,34.67251968383789,-0.019831419115548088,0.00645700888956835
135,135,135,135,2019-08-19,35.19621658325195,35.534751892089844,34.6339111328125,-0.009526879767331353,0.016235690167453187
136,136,136,136,2019-08-20,34.654598236083984,35.012454986572266,34.59531021118164,-0.010220841429871896,0.0017137590193707641
137,137,137,137,2019-08-21,34.85771179199219,35.3026123046875,34.04526901245117,-0.012602481336380866,0.023863602876625478
138,138,138,138,2019-08-22,35.03179931640625,34.25803756713867,34.80936050415039,0.022586283518171824,0.006390201056102107
139,139,139,139,2019-08-23,34.25803756713867,34.490169525146484,34.954429626464844,-0.006730380314267981,-0.019922855751561608
140,140,140,140,2019-08-26,34.52886199951172,34.89640045166016,35.602447509765625,-0.010532274028021149,-0.030154823203079717
141,141,141,141,2019-08-27,34.2967414855957,35.19621658325195,35.534751892089844,-0.025556016668117243,-0.034839427337319484
142,142,142,142,2019-08-28,34.470821380615234,34.654598236083984,35.012454986572266,-0.005303101603336247,-0.015469740872633864
143,143,143,143,2019-08-29,35.03179931640625,34.85771179199219,35.3026123046875,0.004994232709619739,-0.007671188351273672
144,144,144,144,2019-08-30,35.679832458496094,35.03179931640625,34.25803756713867,0.018498425851233735,0.041502520060321624
145,145,145,145,2019-09-03,35.331626892089844,34.25803756713867,34.490169525146484,0.031338319448309226,0.0243970203257442
146,146,146,146,2019-09-04,35.496063232421875,34.52886199951172,34.89640045166016,0.028011384589617716,0.01718408698319429
147,147,147,147,2019-09-05,35.6314582824707,34.2967414855957,35.19621658325195,0.03891672325301121,0.01236615015677156
148,148,148,148,2019-09-06,35.602447509765625,34.470821380615234,34.654598236083984,0.03282852232197642,0.027351327729279395
149,149,149,149,2019-09-09,35.3026123046875,35.03179931640625,34.85771179199219,0.007730490399173506,0.012763330976806042
150,150,150,150,2019-09-10,33.7260856628418,35.679832458496094,35.03179931640625,-0.0547577345809277,-0.03727224062262069
151,151,151,151,2019-09-11,34.41279602050781,35.331626892089844,34.25803756713867,-0.02600590327720631,0.004517434866659897
152,152,152,152,2019-09-12,34.78032302856445,35.496063232421875,34.52886199951172,-0.02016393195974675,0.007282632976907566
153,153,153,153,2019-09-13,34.7996711730957,35.6314582824707,34.2967414855957,-0.02334417813553835,0.014664066197403125
154,154,154,154,2019-09-16,34.654598236083984,35.602447509765625,34.470821380615234,-0.0266231492489849,0.005331374423589885
155,155,155,155,2019-09-17,35.205902099609375,35.3026123046875,35.03179931640625,-0.0027394631378393486,0.004969849867848097
156,156,156,156,2019-09-18,35.16720962524414,33.7260856628418,35.679832458496094,0.04273024675348336,-0.014367299337749162
157,157,157,157,2019-09-19,35.312294006347656,34.41279602050781,35.331626892089844,0.026138474342619622,-0.0005471835701547079
158,158,158,158,2019-09-20,35.04147720336914,34.78032302856445,35.496063232421875,0.007508675942722087,-0.0128066604478414
159,159,159,159,2019-09-23,35.0898323059082,34.7996711730957,35.6314582824707,0.008338042373136734,-0.015200780508861755
160,160,160,160,2019-09-24,34.78032302856445,34.654598236083984,35.602447509765625,0.003627939692850246,-0.023091796736043668
161,161,161,161,2019-09-25,34.944759368896484,35.205902099609375,35.3026123046875,-0.007417583846425213,-0.010136726786745487
162,162,162,162,2019-09-26,34.90605163574219,35.16720962524414,33.7260856628418,-0.00742617888325392,0.0349867454141124
163,163,163,163,2019-09-27,34.615909576416016,35.312294006347656,34.41279602050781,-0.0197207360645123,0.005902268324467386
164,164,164,164,2019-09-30,34.87704849243164,35.04147720336914,34.78032302856445,-0.004692402377422855,0.00278103983645428
165,165,165,165,2019-10-01,34.25803756713867,35.0898323059082,34.7996711730957,-0.02370472253951117,-0.01556433114735234
166,166,166,166,2019-10-02,33.9678840637207,34.78032302856445,34.654598236083984,-0.023359155237762108,-0.019815961151390393
167,167,167,167,2019-10-03,34.45149230957031,34.944759368896484,35.205902099609375,-0.014115623293294632,-0.021428503320397363
168,168,168,168,2019-10-04,35.2155647277832,34.90605163574219,35.16720962524414,0.00886703243526088,0.0013750053829790776
169,169,169,169,2019-10-07,34.99311065673828,34.615909576416016,35.312294006347656,0.010896754843017442,-0.009038873247713686
170,170,170,170,2019-10-08,34.15165710449219,34.87704849243164,35.04147720336914,-0.02079853139226684,-0.025393338691537815
171,171,171,171,2019-10-09,34.422462463378906,34.25803756713867,35.0898323059082,0.004799600558496486,-0.01901889518055433
172,172,172,172,2019-10-10,34.76099395751953,33.9678840637207,34.78032302856445,0.023348816555986307,-0.0005557473123251055
173,173,173,173,2019-10-11,34.85771179199219,34.45149230957031,34.944759368896484,0.011791056212361317,-0.0024910051886571916
174,174,174,174,2019-10-14,34.915740966796875,35.2155647277832,34.90605163574219,-0.008513955783585159,0.0002775831295902531
175,175,175,175,2019-10-15,34.8480339050293,34.99311065673828,34.615909576416016,-0.004145866114393271,0.006705712241963591
176,176,176,176,2019-10-16,34.89640045166016,34.15165710449219,34.87704849243164,0.02180694614288603,0.0005548622966968786
177,177,177,177,2019-10-17,35.109169006347656,34.422462463378906,34.25803756713867,0.019949372991526104,0.02484472257177428
178,178,178,178,2019-10-18,35.1285285949707,34.76099395751953,33.9678840637207,0.010573191258579362,0.03416887931767354
179,179,179,179,2019-10-21,35.41868591308594,34.85771179199219,34.45149230957031,0.01609325719488619,0.02807406990747241
180,180,180,180,2019-10-22,35.186553955078125,34.915740966796875,35.2155647277832,0.007756186200911008,-0.0008238054090380365
181,181,181,181,2019-10-23,35.1285285949707,34.8480339050293,34.99311065673828,0.008049082215250136,0.003869845683648787
182,182,182,182,2019-10-24,35.6314582824707,34.89640045166016,34.15165710449219,0.021064001481435612,0.043330289170181
183,183,183,183,2019-10-25,34.78032302856445,35.109169006347656,34.422462463378906,-0.009366384539712391,0.010396134953048808
184,184,184,184,2019-10-28,34.6836051940918,35.1285285949707,34.76099395751953,-0.012665586025786602,-0.0022263104306600168
185,185,185,185,2019-10-29,36.0860481262207,35.41868591308594,34.85771179199219,0.018842094107398788,0.03523858196884566
186,186,186,186,2019-10-30,36.45357894897461,35.186553955078125,34.915740966796875,0.036008783227651886,0.04404426025614461
187,187,187,187,2019-10-31,36.44390106201172,35.1285285949707,34.8480339050293,0.037444564849475004,0.04579504144571289
188,188,188,188,2019-11-01,36.39554214477539,35.6314582824707,34.89640045166016,0.0214440805719307,0.04295978019830149
189,189,189,189,2019-11-04,35.95063400268555,34.78032302856445,35.109169006347656,0.03364865165743103,0.02396710090705234
190,190,190,190,2019-11-05,35.873268127441406,34.6836051940918,35.1285285949707,0.03430044041535396,0.021200419210764432
191,191,191,191,2019-11-06,36.51161575317383,36.0860481262207,35.41868591308594,0.011793134716901799,0.03085743617845771
192,192,192,192,2019-11-07,36.48737335205078,36.45357894897461,35.186553955078125,0.0009270530919194275,0.03696921837339873
193,193,193,193,2019-11-08,36.5940055847168,36.44390106201172,35.1285285949707,0.004118783070167664,0.041717573959414445
194,194,194,194,2019-11-11,36.72003173828125,36.39554214477539,35.6314582824707,0.008915641157785092,0.030550909457053743
195,195,195,195,2019-11-12,36.68125534057617,35.95063400268555,34.78032302856445,0.020322905510819167,0.054655395536450824
196,196,196,196,2019-11-13,36.89451217651367,35.873268127441406,34.6836051940918,0.02846810737857086,0.06374501641480146
197,197,197,197,2019-11-14,36.7297248840332,36.51161575317383,36.0860481262207,0.005973691559799432,0.017837274826023153
198,198,198,198,2019-11-15,36.71032333374024,36.48737335205078,36.45357894897461,0.006110332457705647,0.0070430501522225075
199,199,199,199,2019-11-18,36.65217590332031,36.5940055847168,36.44390106201172,0.0015896133171005022,0.005714943659686611
200,200,200,200,2019-11-19,36.80727767944336,36.72003173828125,36.39554214477539,0.002375976736184393,0.0113128012499486
201,201,201,201,2019-11-20,36.92360305786133,36.68125534057617,35.95063400268555,0.0066068545101583,0.02706403050091133
202,202,202,202,2019-11-21,36.57461929321289,36.89451217651367,35.873268127441406,-0.00867047331511861,0.019550802098094344
203,203,203,203,2019-11-22,36.6909408569336,36.7297248840332,36.51161575317383,-0.0010559302369417267,0.0049114535213135024
204,204,204,204,2019-11-25,36.79757690429688,36.71032333374024,36.48737335205078,0.002376812913452264,0.008501668488248848
205,205,205,205,2019-11-26,36.7297248840332,36.65217590332031,36.5940055847168,0.002115808374308914,0.003708785008577742
206,206,206,206,2019-11-27,36.79757690429688,36.80727767944336,36.72003173828125,-0.0002635558986719966,0.0021117946348283567
207,207,207,207,2019-11-29,36.584320068359375,36.92360305786133,36.68125534057617,-0.009188783363592079,-0.002642637808242365
208,208,208,208,2019-12-02,36.477684020996094,36.57461929321289,36.89451217651367,-0.0026503426170941813,-0.011297836207275314
209,209,209,209,2019-12-03,36.44860076904297,36.6909408569336,36.7297248840332,-0.006604902524456113,-0.00765385844511024
210,210,210,210,2019-12-04,36.48737335205078,36.79757690429688,36.71032333374024,-0.008429999427757906,-0.006073223045805931
211,211,211,211,2019-12-05,36.97206115722656,36.7297248840332,36.65217590332031,0.006597824349583004,0.008727592455903155
212,212,212,212,2019-12-06,37.19502258300781,36.79757690429688,36.80727767944336,0.010800865495698364,0.010534462965214209
213,213,213,213,2019-12-09,37.049617767333984,36.584320068359375,36.92360305786133,0.0127185006610806,0.003412849750204172
214,214,214,214,2019-12-10,36.79757690429688,36.477684020996094,36.57461929321289,0.008769550257540004,0.006095965327665542
215,215,215,215,2019-12-11,37.07868957519531,36.44860076904297,36.6909408569336,0.01728705060984126,0.010567968801171723
216,216,216,216,2019-12-12,37.44706726074219,36.48737335205078,36.79757690429688,0.026302082625453416,0.01765035665621406
217,217,217,217,2019-12-13,37.67001724243164,36.97206115722656,36.7297248840332,0.018877932778401663,0.02560031041253974
218,218,218,218,2019-12-16,37.78634262084961,37.19502258300781,36.79757690429688,0.015897827095605388,0.02687040288343745
219,219,219,219,2019-12-17,38.32919692993164,37.049617767333984,36.584320068359375,0.034536905903678194,0.0476946642253262
220,220,220,220,2019-12-18,38.174095153808594,36.79757690429688,36.477684020996094,0.037407850334595594,0.04650545061567146
221,221,221,221,2019-12-19,38.309814453125,37.07868957519531,36.44860076904297,0.03320303096022248,0.051064064046673074
222,222,222,222,2019-12-20,39.01745223999024,37.44706726074219,36.48737335205078,0.04193612728904883,0.06934121739945032
223,223,223,223,2019-12-23,38.125633239746094,37.67001724243164,36.97206115722656,0.012094924044824928,0.03120118398630467
224,224,224,224,2019-12-24,37.97052383422852,37.78634262084961,37.19502258300781,0.004874279980653373,0.020849597536606757
225,225,225,225,2019-12-26,38.164398193359375,38.32919692993164,37.049617767333984,-0.004299561425028742,0.030088850930286126
226,226,226,226,2019-12-27,38.09654235839844,38.174095153808594,36.79757690429688,-0.0020315555639940364,0.03530029864411732
227,227,227,227,2019-12-30,38.15470886230469,38.309814453125,37.07868957519531,-0.004048716837563804,0.029019884452151867
228,228,228,228,2019-12-31,38.271026611328125,39.01745223999024,37.44706726074219,-0.01913055788653162,0.0220033078918771
229,229,229,229,2020-01-02,38.39705657958984,38.125633239746094,37.67001724243164,0.0071191824706740015,0.01930021248674274
230,230,230,230,2020-01-03,38.435821533203125,37.97052383422852,37.78634262084961,0.01225418171753434,0.017188192010812564
231,231,231,231,2020-01-06,38.40673828125,38.164398193359375,38.32919692993164,0.006349899365969636,0.002023036158574021
232,232,232,232,2020-01-07,38.29042434692383,38.09654235839844,38.174095153808594,0.005089227959362175,0.0030473333459910545
233,233,233,233,2020-01-08,38.571537017822266,38.15470886230469,38.309814453125,0.010924684473988755,0.006831736682449963
234,234,234,234,2020-01-09,39.095001220703125,38.271026611328125,39.01745223999024,0.021529984490437082,0.0019875459893150538
235,235,235,235,2020-01-10,39.1628532409668,38.39705657958984,38.125633239746094,0.019944150140509098,0.02720531865525566
236,236,236,236,2020-01-13,39.14347076416016,38.435821533203125,37.97052383422852,0.018411190465793092,0.03089098625693154
237,237,237,237,2020-01-14,38.97867584228516,38.40673828125,38.164398193359375,0.014891594200134861,0.021336053690674373
238,238,238,238,2020-01-15,39.34704208374024,38.29042434692383,38.09654235839844,0.027594829643127206,0.032824493981043146
239,239,239,239,2020-01-16,39.86080551147461,38.571537017822266,38.15470886230469,0.0334253854871438,0.044715231751000895
240,240,240,240,2020-01-17,40.14194107055664,39.095001220703125,38.271026611328125,0.026779378876169435,0.04888592297847394
241,241,241,241,2020-01-21,39.9383659362793,39.1628532409668,38.39705657958984,0.019802252163314327,0.04014134139408876
242,242,242,242,2020-01-22,40.22917938232422,39.14347076416016,38.435821533203125,0.027736646673603982,0.04665850182418718
243,243,243,243,2020-01-23,40.51029968261719,38.97867584228516,38.40673828125,0.039293891011825455,0.05477063389145287
244,244,244,244,2020-01-24,40.549072265625,39.34704208374024,38.29042434692383,0.030549442047677733,0.058987278339803106
