,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,SYK,SYK_6m,SYK_12m,SYK_6m_ret,SYK_12m_ret
119,119,119,119,2019-07-26,203.8544006347656,200.05203247070312,198.730697631836,0.019006895941531265,0.025782141682115345
120,120,120,120,2019-07-29,204.6814422607422,197.74208068847656,200.42274475097656,0.03509299360108331,0.021248573933347892
121,121,121,121,2019-07-30,203.05587768554688,198.1888885498047,196.2021331787109,0.024557325949779996,0.03493205907498065
122,122,122,122,2019-07-31,199.41510009765625,199.025390625,195.3371124267578,0.001958089223854431,0.02087666608887484
123,123,123,123,2019-08-01,202.40000915527344,203.0178680419922,195.2515563964844,-0.0030433719587231733,0.03661150205775132
124,124,124,124,2019-08-02,201.16424560546875,202.15280151367188,197.67550659179688,-0.004890142015351984,0.01764881787239414
125,125,125,125,2019-08-05,195.49871826171875,203.8544006347656,200.05203247070312,-0.040988481715522274,-0.022760649580759407
126,126,126,126,2019-08-06,200.7745056152344,204.6814422607422,197.74208068847656,-0.01908788897691449,0.015335253458443887
127,127,127,127,2019-08-07,201.2782745361328,203.05587768554688,198.1888885498047,-0.008754256068208344,0.01558808876185691
128,128,128,128,2019-08-08,207.02935791015625,199.41510009765625,199.025390625,0.03818295509603442,0.04021580995279739
129,129,129,129,2019-08-09,207.93243408203125,202.40000915527344,203.0178680419922,0.027334114014360367,0.024207554179529245
130,130,130,130,2019-08-12,206.45904541015625,201.16424560546875,202.15280151367188,0.02632077976258196,0.0213019253962361
131,131,131,131,2019-08-13,208.2841644287109,195.49871826171875,203.8544006347656,0.06539913039161704,0.021730037615826925
132,132,132,132,2019-08-14,201.5824737548828,200.7745056152344,204.6814422607422,0.004024256651373959,-0.015140446889716719
133,133,133,133,2019-08-15,204.66241455078125,201.2782745361328,203.05587768554688,0.016813240387953288,0.007911796908052438
134,134,134,134,2019-08-16,206.2784118652344,207.02935791015625,199.41510009765625,-0.0036272442348380673,0.03441721195745506
135,135,135,135,2019-08-19,207.8373565673828,207.93243408203125,202.40000915527344,-0.0004572519677759068,0.026864363469163877
136,136,136,136,2019-08-20,207.17198181152344,206.45904541015625,201.16424560546875,0.003453161376150149,0.029864831038798556
137,137,137,137,2019-08-21,208.1986389160156,208.2841644287109,195.49871826171875,-0.0004106193715200934,0.06496165687027755
138,138,138,138,2019-08-22,207.4856719970703,201.5824737548828,200.7745056152344,0.029284283163255376,0.033426387285929726
139,139,139,139,2019-08-23,203.52169799804688,204.66241455078125,201.2782745361328,-0.005573649442366602,0.011145879837673789
140,140,140,140,2019-08-26,206.4114990234375,206.2784118652344,207.02935791015625,0.0006451821933264323,-0.00298440227490282
141,141,141,141,2019-08-27,207.7137756347656,207.8373565673828,207.93243408203125,-0.0005946040435572675,-0.0010515841274642002
142,142,142,142,2019-08-28,208.64537048339844,207.17198181152344,206.45904541015625,0.007111910881923311,0.01058963083404163
143,143,143,143,2019-08-29,210.8602752685547,208.1986389160156,208.2841644287109,0.012784119850143494,0.012368251071364966
144,144,144,144,2019-08-30,209.7575836181641,207.4856719970703,201.5824737548828,0.010949727753374106,0.040554665844719784
145,145,145,145,2019-09-03,207.34304809570312,203.52169799804688,204.66241455078125,0.018776131170509913,0.013097830155115009
146,146,146,146,2019-09-04,208.1795959472656,206.4114990234375,206.2784118652344,0.008565883839772637,0.00921659258882257
147,147,147,147,2019-09-05,209.3393096923828,207.7137756347656,207.8373565673828,0.007825836551522025,0.007226579233907238
148,148,148,148,2019-09-06,210.4610137939453,208.64537048339844,207.17198181152344,0.008702054142587956,0.015875853258063177
149,149,149,149,2019-09-09,206.44949340820312,210.8602752685547,208.1986389160156,-0.020918031406029103,-0.008401330176409316
150,150,150,150,2019-09-10,203.13198852539065,209.7575836181641,207.4856719970703,-0.03158691561223581,-0.020983055985384524
151,151,151,151,2019-09-11,207.1814880371093,207.34304809570312,203.52169799804688,-0.0007791920687847398,0.017982308889234577
152,152,152,152,2019-09-12,209.16818237304688,208.1795959472656,206.4114990234375,0.0047487191109338855,0.013355279926998476
153,153,153,153,2019-09-13,207.40008544921875,209.3393096923828,207.7137756347656,-0.009263545609344392,-0.0015102040516485893
154,154,154,154,2019-09-16,204.6529083251953,210.4610137939453,208.64537048339844,-0.02759706115659266,-0.019135158134365615
155,155,155,155,2019-09-17,207.6092224121093,206.44949340820312,210.8602752685547,0.0056174950335823315,-0.015418043309982421
156,156,156,156,2019-09-18,209.58645629882807,203.13198852539065,209.7575836181641,0.031774748134416164,-0.0008158337657413472
157,157,157,157,2019-09-19,210.1282958984375,207.1814880371093,207.34304809570312,0.014223316422944166,0.013433041658810652
158,158,158,158,2019-09-20,210.27088928222656,209.16818237304688,208.1795959472656,0.005271867339809111,0.010045621067929833
159,159,159,159,2019-09-23,209.310791015625,207.40008544921875,209.3393096923828,0.009212655637377054,-0.00013623182764732622
160,160,160,160,2019-09-24,207.2194976806641,204.6529083251953,210.4610137939453,0.0125411819283332,-0.015401978992911625
161,161,161,161,2019-09-25,207.1814880371093,207.6092224121093,206.44949340820312,-0.002060286002858458,0.003545635384335055
162,162,162,162,2019-09-26,205.6985321044922,209.58645629882807,203.13198852539065,-0.018550455325188064,0.01263485676349152
163,163,163,163,2019-09-27,203.5449981689453,210.1282958984375,207.1814880371093,-0.03132989634425121,-0.017552194950509414
164,164,164,164,2019-09-30,206.1082763671875,210.27088928222656,209.16818237304688,-0.01979642987789898,-0.0146289266902081
165,165,165,165,2019-10-01,202.6969757080078,209.310791015625,207.40008544921875,-0.03159806178900482,-0.022676508213698265
166,166,166,166,2019-10-02,199.24755859375,207.2194976806641,204.6529083251953,-0.03847098934290083,-0.026412279090879842
167,167,167,167,2019-10-03,203.08767700195312,207.1814880371093,207.6092224121093,-0.019759540651734797,-0.02177911634956553
168,168,168,168,2019-10-04,205.33644104003903,205.6985321044922,209.58645629882807,-0.001760299700482193,-0.02027810066471747
169,169,169,169,2019-10-07,202.9066162109375,203.5449981689453,210.1282958984375,-0.0031363185720630904,-0.03436795438054896
170,170,170,170,2019-10-08,198.0850524902344,206.1082763671875,210.27088928222656,-0.0389272280491032,-0.057953037786587114
171,171,171,171,2019-10-09,200.9341278076172,202.6969757080078,209.310791015625,-0.008696962025373622,-0.040020216670924036
172,172,172,172,2019-10-10,201.33436584472656,199.24755859375,207.2194976806641,0.010473439502620918,-0.0284004734197687
173,173,173,173,2019-10-11,203.735595703125,203.08767700195312,207.1814880371093,0.0031903398115369352,-0.01663224048939682
174,174,174,174,2019-10-14,202.63980102539065,205.33644104003903,205.6985321044922,-0.013132788320425637,-0.01486997037756077
175,175,175,175,2019-10-15,204.8218994140625,202.9066162109375,203.5449981689453,0.009439234850449285,0.006273311830818473
176,176,176,176,2019-10-16,205.58416748046875,198.0850524902344,206.1082763671875,0.037858055900528154,-0.002542881324110624
177,177,177,177,2019-10-17,205.4031524658203,200.9341278076172,202.6969757080078,0.02224124247565329,0.013350849209071702
178,178,178,178,2019-10-18,205.17449951171875,201.33436584472656,199.24755859375,0.01907341377553884,0.029746617523446428
179,179,179,179,2019-10-21,204.93624877929688,203.735595703125,203.08767700195312,0.005893192458726881,0.009102333556781916
180,180,180,180,2019-10-22,199.87646484375,202.63980102539065,205.33644104003903,-0.0136366901648034,-0.026590390719903323
181,181,181,181,2019-10-23,200.5434417724609,204.8218994140625,202.9066162109375,-0.02088867281204332,-0.011646611049981215
182,182,182,182,2019-10-24,201.44869995117188,205.58416748046875,198.0850524902344,-0.020115690716746237,0.01698082424014946
183,183,183,183,2019-10-25,201.6488037109375,205.4031524658203,200.9341278076172,-0.01827795099448415,0.003556767141142725
184,184,184,184,2019-10-28,203.6498870849609,205.17449951171875,201.33436584472656,-0.007430808557526203,0.01150087433170821
185,185,185,185,2019-10-29,210.13897705078125,204.93624877929688,203.735595703125,0.025387057206689656,0.03142986047949603
186,186,186,186,2019-10-30,206.861068725586,199.87646484375,202.63980102539065,0.03494460384466014,0.020831384944295372
187,187,187,187,2019-10-31,206.0797271728516,200.5434417724609,204.8218994140625,0.027606414607525442,0.006141080433231805
188,188,188,188,2019-11-01,202.7446136474609,201.44869995117188,205.58416748046875,0.006432971255724951,-0.013812123121191289
189,189,189,189,2019-11-04,195.5027008056641,201.6488037109375,205.4031524658203,-0.030479243080875462,-0.04820009596397834
190,190,190,190,2019-11-05,189.02313232421875,203.6498870849609,205.17449951171875,-0.07182304380380045,-0.07872014907280178
191,191,191,191,2019-11-06,191.5387420654297,210.13897705078125,204.93624877929688,-0.08851396940443235,-0.06537402140260429
192,192,192,192,2019-11-07,191.319564819336,206.861068725586,199.87646484375,-0.07513015378870913,-0.0428109434049837
193,193,193,193,2019-11-08,190.3666839599609,206.0797271728516,200.5434417724609,-0.07624739914232903,-0.05074590184827221
194,194,194,194,2019-11-11,189.0707855224609,202.7446136474609,201.44869995117188,-0.06744360739850042,-0.06144449893055248
195,195,195,195,2019-11-12,190.747802734375,195.5027008056641,201.6488037109375,-0.02432139326819638,-0.05405933869158497
196,196,196,196,2019-11-13,192.2248077392578,189.02313232421875,203.6498870849609,0.016938008463151633,-0.05610157466444676
197,197,197,197,2019-11-14,193.5874481201172,191.5387420654297,210.13897705078125,0.010696040041798138,-0.07876467832364242
198,198,198,198,2019-11-15,196.5318145751953,191.319564819336,206.861068725586,0.02724368394200183,-0.04993329201104091
199,199,199,199,2019-11-18,195.39791870117188,190.3666839599609,206.0797271728516,0.026429176768499874,-0.05183337836390012
200,200,200,200,2019-11-19,197.3608245849609,189.0707855224609,202.7446136474609,0.043846218968160766,-0.02655453560833687
201,201,201,201,2019-11-20,194.67372131347656,190.747802734375,195.5027008056641,0.020581723735861868,-0.004240245729451919
202,202,202,202,2019-11-21,191.79600524902344,192.2248077392578,189.02313232421875,-0.002230734395198497,0.014669489869888253
203,203,203,203,2019-11-22,192.0914001464844,193.5874481201172,191.5387420654297,-0.0077280215642107075,0.002885359249492847
204,204,204,204,2019-11-25,193.5302581787109,196.5318145751953,191.319564819336,-0.015272623432355137,0.01155497798389038
205,205,205,205,2019-11-26,192.92041015625,195.39791870117188,190.3666839599609,-0.01267929853802996,0.01341477480810771
206,206,206,206,2019-11-27,195.2835388183593,197.3608245849609,189.0707855224609,-0.010525319657384125,0.03285940384036934
207,207,207,207,2019-11-29,195.20733642578125,194.67372131347656,190.747802734375,0.0027410741866151778,0.023379213954125344
208,208,208,208,2019-12-02,192.7965545654297,191.79600524902344,192.2248077392578,0.0052167369967228705,0.002974365446875238
209,209,209,209,2019-12-03,193.50164794921875,192.0914001464844,193.5874481201172,0.007341545751964551,-0.0004432114361319073
210,210,210,210,2019-12-04,194.7404327392578,193.5302581787109,196.5318145751953,0.0062531542712529475,-0.009114971231551361
211,211,211,211,2019-12-05,193.6351013183593,192.92041015625,195.39791870117188,0.003704590724902701,-0.009021679424889406
212,212,212,212,2019-12-06,194.3783264160156,195.2835388183593,197.3608245849609,-0.004635374839175088,-0.015111905694645045
213,213,213,213,2019-12-09,190.9574737548828,195.20733642578125,194.67372131347656,-0.02177101920815494,-0.019089621000307533
214,214,214,214,2019-12-10,188.7944183349609,192.7965545654297,191.79600524902344,-0.0207583389624868,-0.01564989276062001
215,215,215,215,2019-12-11,188.65147399902344,193.50164794921875,192.0914001464844,-0.02506528498128424,-0.017907757165795846
216,216,216,216,2019-12-12,190.35714721679688,194.7404327392578,193.5302581787109,-0.022508348475993256,-0.01639594238015174
217,217,217,217,2019-12-13,193.3682403564453,193.6351013183593,192.92041015625,-0.0013781641866431604,0.0023213210039965126
218,218,218,218,2019-12-16,194.62600708007807,194.3783264160156,195.2835388183593,0.0012742195522992272,-0.0033670617721281992
219,219,219,219,2019-12-17,193.873275756836,190.9574737548828,195.20733642578125,0.015269378802612144,-0.00683407034475092
220,220,220,220,2019-12-18,198.6948699951172,188.7944183349609,192.7965545654297,0.05244038328819012,0.030593469074084334
221,221,221,221,2019-12-19,198.27560424804688,188.65147399902344,193.50164794921875,0.0510153991644573,0.024671398664682043
222,222,222,222,2019-12-20,200.10513305664065,190.35714721679688,194.7404327392578,0.05120893006839311,0.02754795314933789
223,223,223,223,2019-12-23,202.5254669189453,193.3682403564453,193.6351013183593,0.04735641460883144,0.04591298550756662
224,224,224,224,2019-12-24,201.61070251464844,194.62600708007807,194.3783264160156,0.03588778056622477,0.03720772903021019
225,225,225,225,2019-12-26,199.86691284179688,193.873275756836,190.9574737548828,0.030915230897931245,0.046656666071894115
226,226,226,226,2019-12-27,200.62921142578125,198.6948699951172,188.7944183349609,0.009735235895680594,0.06268613868564121
227,227,227,227,2019-12-30,199.4396209716797,198.27560424804688,188.65147399902344,0.005870700674686091,0.057185595977437664
228,228,228,228,2019-12-31,200.59580993652344,200.10513305664065,190.35714721679688,0.0024520954179816368,0.05378659466915514
229,229,229,229,2020-01-02,201.0830841064453,202.5254669189453,193.3682403564453,-0.00712198240766071,0.039897160649436714
230,230,230,230,2020-01-03,200.2613677978516,201.61070251464844,194.62600708007807,-0.006692773250461803,0.028954818537971105
231,231,231,231,2020-01-06,202.77430725097656,199.86691284179688,193.873275756836,0.014546651908717845,0.04591159590919913
232,232,232,232,2020-01-07,200.2900238037109,200.62921142578125,198.6948699951172,-0.0016906193253708457,0.008028157992367557
233,233,233,233,2020-01-08,201.3124237060547,199.4396209716797,198.27560424804688,0.009390324376122416,0.015316152834459196
234,234,234,234,2020-01-09,202.2105865478516,200.59580993652344,200.10513305664065,0.008049901998646636,0.010521736544434335
235,235,235,235,2020-01-10,200.31871032714844,201.0830841064453,202.5254669189453,-0.0038012833485896458,-0.01089619308311518
236,236,236,236,2020-01-13,197.68153381347656,200.2613677978516,201.61070251464844,-0.012882334784506067,-0.019488889489318595
237,237,237,237,2020-01-14,198.7039031982422,202.77430725097656,199.86691284179688,-0.020073569023201676,-0.005818920335629807
238,238,238,238,2020-01-15,197.5477600097656,200.2900238037109,200.62921142578125,-0.013691464716349522,-0.015358936986878291
239,239,239,239,2020-01-16,200.1371459960937,201.3124237060547,199.4396209716797,-0.005838078387437551,0.0034974245388936787
240,240,240,240,2020-01-17,202.72653198242188,202.2105865478516,200.59580993652344,0.00255152533494174,0.010621966862481846
241,241,241,241,2020-01-21,205.0961151123047,200.31871032714844,201.0830841064453,0.023849019282093487,0.019957079053626536
242,242,242,242,2020-01-22,207.408432006836,197.68153381347656,200.2613677978516,0.04920489033911135,0.0356886816842219
243,243,243,243,2020-01-23,206.5962829589844,198.7039031982422,202.77430725097656,0.039719299086280024,0.018848421971316753
