,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,LUV,LUV_6m,LUV_12m,LUV_6m_ret,LUV_12m_ret
147,147,147,147,2019-09-05,50.72816467285156,48.767425537109375,48.73844146728516,0.040205918482413505,0.04082451440105994
148,148,148,148,2019-09-06,50.36113357543945,49.41456604003906,48.31345748901367,0.01915563792735564,0.042383141113248035
149,149,149,149,2019-09-09,51.2690658569336,50.51567077636719,48.864013671875,0.014914086440655172,0.04921929256996127
150,150,150,150,2019-09-10,51.5588264465332,50.53499221801758,49.44353866577149,0.0202599067216358,0.04278188491039514
151,151,151,151,2019-09-11,52.843448638916016,49.62705993652344,48.83504104614258,0.06481118781782702,0.08208056155796051
152,152,152,152,2019-09-12,53.1042366027832,50.32249450683594,48.96060180664063,0.05527830293805058,0.08463202336660336
153,153,153,153,2019-09-13,53.88660430908203,50.72816467285156,48.767425537109375,0.0622620521873678,0.10497127366457426
154,154,154,154,2019-09-16,53.90592193603516,50.36113357543945,49.41456604003906,0.07038738227140429,0.09089133540820526
155,155,155,155,2019-09-17,53.828651428222656,51.2690658569336,50.51567077636719,0.0499245603271099,0.0655832259759952
156,156,156,156,2019-09-18,54.31158828735352,51.5588264465332,50.53499221801758,0.05339070010980462,0.07473229743546783
157,157,157,157,2019-09-19,53.200828552246094,52.843448638916016,49.62705993652344,0.006762993758641533,0.0720124992351705
158,158,158,158,2019-09-20,52.63096237182617,53.1042366027832,50.32249450683594,-0.00891217464431504,0.04587347840391032
159,159,159,159,2019-09-23,52.62129592895508,53.88660430908203,50.72816467285156,-0.023480944779326163,0.03731913559878253
160,160,160,160,2019-09-24,52.862770080566406,53.90592193603516,50.36113357543945,-0.019351340594945476,0.04967395146853826
161,161,161,161,2019-09-25,52.9496955871582,53.828651428222656,51.2690658569336,-0.016328773204294156,0.03278058029991038
162,162,162,162,2019-09-26,52.71788787841797,54.31158828735352,51.5588264465332,-0.029343653153790172,0.02248036877035431
163,163,163,163,2019-09-27,52.4860725402832,53.200828552246094,52.843448638916016,-0.013435054141327174,-0.006762921569990588
164,164,164,164,2019-09-30,52.167327880859375,52.63096237182617,53.1042366027832,-0.00880915852709141,-0.017642824412143487
165,165,165,165,2019-10-01,51.54916000366211,52.62129592895508,53.88660430908203,-0.020374563308750093,-0.04337709409212054
166,166,166,166,2019-10-02,50.26454544067383,52.862770080566406,53.90592193603516,-0.049150368698664626,-0.06755058376855505
167,167,167,167,2019-10-03,50.47703552246094,52.9496955871582,53.828651428222656,-0.046698286690376234,-0.06226453416227418
168,168,168,168,2019-10-04,50.98895263671875,52.71788787841797,54.31158828735352,-0.03279598844488274,-0.06117728748891049
169,169,169,169,2019-10-07,51.23042678833008,52.4860725402832,53.200828552246094,-0.02392340846210994,-0.03703705031550353
170,170,170,170,2019-10-08,51.22076416015625,52.167327880859375,52.63096237182617,-0.018144761465737735,-0.026794079912641156
171,171,171,171,2019-10-09,51.66507339477539,51.54916000366211,52.62129592895508,0.0022485990286755797,-0.018171778503340175
172,172,172,172,2019-10-10,51.83893203735352,50.26454544067383,52.862770080566406,0.03132201003464585,-0.01936784700560501
173,173,173,173,2019-10-11,52.08039855957031,50.47703552246094,52.9496955871582,0.03176420763449794,-0.016417413130486835
174,174,174,174,2019-10-14,52.186649322509766,50.98895263671875,52.71788787841797,0.023489336882917655,-0.010077007582955266
175,175,175,175,2019-10-15,52.31221771240234,51.23042678833008,52.4860725402832,0.021116180205601687,-0.003312399260726351
176,176,176,176,2019-10-16,51.83893203735352,51.22076416015625,52.167327880859375,0.012068696891448072,-0.00629504820058735
177,177,177,177,2019-10-17,52.0224494934082,51.66507339477539,51.54916000366211,0.0069171700561050375,0.009181323026650201
178,178,178,178,2019-10-18,51.655418395996094,51.83893203735352,50.26454544067383,-0.003540073727313575,0.027671054082522017
179,179,179,179,2019-10-21,51.413944244384766,52.08039855957031,50.47703552246094,-0.01279664391245483,0.01856108846778315
180,180,180,180,2019-10-22,51.11451721191406,52.186649322509766,50.98895263671875,-0.020544183704341745,0.002462583926559958
181,181,181,181,2019-10-23,51.42360305786133,52.31221771240234,51.23042678833008,-0.01698675172645825,0.0037707331685796763
182,182,182,182,2019-10-24,54.36954116821289,51.83893203735352,51.22076416015625,0.048816768235809604,0.06147461990631564
183,183,183,183,2019-10-25,54.80419921875,52.0224494934082,51.66507339477539,0.0534721019950104,0.06075914767387225
184,184,184,184,2019-10-28,55.67348861694336,51.655418395996094,51.83893203735352,0.07778603572899745,0.07397059370024772
185,185,185,185,2019-10-29,55.25815582275391,51.413944244384766,52.08039855957031,0.0747698243125745,0.06101637758299483
186,186,186,186,2019-10-30,55.09395599365234,51.11451721191406,52.186649322509766,0.07785339662389923,0.05570977843730929
187,187,187,187,2019-10-31,54.21500778198242,51.42360305786133,52.31221771240234,0.0542825581665336,0.03637372210142353
188,188,188,188,2019-11-01,54.34056091308594,54.36954116821289,51.83893203735352,-0.0005330237207132882,0.048257724019658
189,189,189,189,2019-11-04,55.03600311279297,54.80419921875,52.0224494934082,0.004229673954685875,0.05792794550680691
190,190,190,190,2019-11-05,55.90530014038086,55.67348861694336,51.655418395996094,0.0041637685942848,0.08227368737592466
191,191,191,191,2019-11-06,55.885986328125,55.25815582275391,51.413944244384766,0.011361770873876464,0.08698111279857024
192,192,192,192,2019-11-07,56.253021240234375,55.09395599365234,51.11451721191406,0.021037974595899067,0.10052924900017635
193,193,193,193,2019-11-08,56.1950569152832,54.21500778198242,51.42360305786133,0.036522158979728436,0.0927872333654467
194,194,194,194,2019-11-11,56.27233505249024,54.34056091308594,54.36954116821289,0.03554939637987986,0.034997423987639165
195,195,195,195,2019-11-12,55.87631607055664,55.03600311279297,54.80419921875,0.015268422673091031,0.01956267707748638
196,196,196,196,2019-11-13,55.62519454956055,55.90530014038086,55.67348861694336,-0.0050103584117597855,-0.0008674517904759815
197,197,197,197,2019-11-14,55.663822174072266,55.885986328125,55.25815582275391,-0.0039753106037770936,0.007341293701866647
198,198,198,198,2019-11-15,55.8183708190918,56.253021240234375,55.09395599365234,-0.007726703589596706,0.013148716812474426
199,199,199,199,2019-11-18,55.80870819091797,56.1950569152832,54.21500778198242,-0.006875137166382328,0.02939592696074822
200,200,200,200,2019-11-19,55.58655548095703,56.27233505249024,54.34056091308594,-0.012186797844687347,0.02292936522801048
201,201,201,201,2019-11-20,54.89112854003906,55.87631607055664,55.03600311279297,-0.01763157630638268,-0.002632359992730482
202,202,202,202,2019-11-21,54.65930938720703,55.62519454956055,55.90530014038086,-0.017364166906291723,-0.02228752461832928
203,203,203,203,2019-11-22,55.064979553222656,55.663822174072266,55.885986328125,-0.010758201601336448,-0.014690745012210127
204,204,204,204,2019-11-25,55.59621810913086,55.8183708190918,56.253021240234375,-0.003979921067222447,-0.011675872986422697
205,205,205,205,2019-11-26,55.62519454956055,55.80870819091797,56.1950569152832,-0.003288261766060452,-0.010140791681762185
206,206,206,206,2019-11-27,55.77973175048828,55.58655548095703,56.27233505249024,0.0034752336758379077,-0.00875391613911991
207,207,207,207,2019-11-29,55.67348861694336,54.89112854003906,55.87631607055664,0.014252942100354549,-0.0036299360422610283
208,208,208,208,2019-12-02,54.78487396240234,54.65930938720703,55.62519454956055,0.0022972221311068353,-0.015106834123690294
209,209,209,209,2019-12-03,54.02183151245117,55.064979553222656,55.663822174072266,-0.01894394675590927,-0.029498345558920613
210,210,210,210,2019-12-04,53.87693786621094,55.59621810913086,55.8183708190918,-0.03092440999395163,-0.034781254350347734
211,211,211,211,2019-12-05,53.63547134399414,55.62519454956055,55.80870819091797,-0.03577017971224561,-0.03894081976399322
212,212,212,212,2019-12-06,54.03148651123047,55.77973175048828,55.58655548095703,-0.03134194418642944,-0.027975631090494613
213,213,213,213,2019-12-09,53.5775260925293,55.67348861694336,54.89112854003906,-0.0376474077066582,-0.023931051928575142
214,214,214,214,2019-12-10,53.20928955078125,54.78487396240234,54.65930938720703,-0.02875947862365036,-0.0265283234033169
215,215,215,215,2019-12-11,52.32747650146485,54.02183151245117,55.064979553222656,-0.03136426447510943,-0.049714048274764
216,216,216,216,2019-12-12,52.80230712890625,53.87693786621094,55.59621810913086,-0.01994602477173535,-0.05025361571789633
217,217,217,217,2019-12-13,52.47283172607422,53.63547134399414,55.62519454956055,-0.021676692472100578,-0.05667149299905205
218,218,218,218,2019-12-16,52.6666374206543,54.03148651123047,55.77973175048828,-0.025260254320274678,-0.0558104930256631
219,219,219,219,2019-12-17,52.50189971923828,53.5775260925293,55.67348861694336,-0.020076073901459934,-0.05696766946880094
220,220,220,220,2019-12-18,51.93986129760742,53.20928955078125,54.78487396240234,-0.023857267478873734,-0.051930623528446684
221,221,221,221,2019-12-19,52.40499877929688,52.32747650146485,54.02183151245117,0.0014814832094924846,-0.029929246896814976
222,222,222,222,2019-12-20,52.93796157836914,52.80230712890625,53.87693786621094,0.0025691007995487514,-0.017428167320375443
223,223,223,223,2019-12-23,53.538761138916016,52.47283172607422,53.63547134399414,0.020313929661854413,-0.0018031016164259395
224,224,224,224,2019-12-24,53.23836135864258,52.6666374206543,54.03148651123047,0.010855523838020131,-0.01467894377518264
225,225,225,225,2019-12-26,53.19960021972656,52.50189971923828,53.5775260925293,0.013289052476564533,-0.007053813424495403
226,226,226,226,2019-12-27,52.6375617980957,51.93986129760742,53.20928955078125,0.013432852592550448,-0.010744886043627888
227,227,227,227,2019-12-30,52.40499877929688,52.40499877929688,52.32747650146485,0.0,0.0014814832094924846
228,228,228,228,2019-12-31,52.3080940246582,52.93796157836914,52.80230712890625,-0.011898220765045542,-0.009359687693977548
229,229,229,229,2020-01-02,53.14145660400391,53.538761138916016,52.47283172607422,-0.00742087651003398,0.012742305988366232
230,230,230,230,2020-01-03,52.6666374206543,53.23836135864258,52.6666374206543,-0.010738946943480099,0.0
231,231,231,231,2020-01-06,52.45345306396485,53.19960021972656,52.50189971923828,-0.014025427873140983,-0.0009227600435890437
232,232,232,232,2020-01-07,52.60849380493164,52.6375617980957,51.93986129760742,-0.0005522290959364407,0.012873205484571049
233,233,233,233,2020-01-08,52.686012268066406,52.40499877929688,52.40499877929688,0.005362341290246153,0.005362341290246153
234,234,234,234,2020-01-09,52.6181869506836,52.3080940246582,52.93796157836914,0.0059282015872959,-0.006040554228975092
235,235,235,235,2020-01-10,52.26933670043945,53.14145660400391,53.538761138916016,-0.01641129090727167,-0.02371038125411251
236,236,236,236,2020-01-13,52.31778335571289,52.6666374206543,53.23836135864258,-0.006623815037878122,-0.017291629183103008
237,237,237,237,2020-01-14,52.80230712890625,52.45345306396485,53.19960021972656,0.00665073592992993,-0.007467971360299752
238,238,238,238,2020-01-15,53.3255729675293,52.60849380493164,52.6375617980957,0.013630482660395682,0.01307072641534246
239,239,239,239,2020-01-16,53.58721160888672,52.686012268066406,52.40499877929688,0.017105096818393006,0.022559161475582012
240,240,240,240,2020-01-17,53.306190490722656,52.6181869506836,52.3080940246582,0.013075394267839213,0.01908110942818797
241,241,241,241,2020-01-21,51.8817253112793,52.26933670043945,53.14145660400391,-0.007415655403886112,-0.023705245833056443
242,242,242,242,2020-01-22,51.82358551025391,52.31778335571289,52.6666374206543,-0.00944607767685579,-0.016007323643368987
