,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,IT,IT_6m,IT_12m,IT_6m_ret,IT_12m_ret
84,84,84,84,2019-06-06,154.2100067138672,151.55999755859375,152.4499969482422,0.01748488518053004,0.011544833065641358
85,85,85,85,2019-06-07,157.47999572753906,152.6199951171875,154.05999755859375,0.03184380006446652,0.022199131657421933
86,86,86,86,2019-06-10,159.02000427246094,151.3000030517578,155.00999450683594,0.051024461764632045,0.025869362671631757
87,87,87,87,2019-06-11,157.11000061035156,149.85000610351562,152.72000122070312,0.04844840981735277,0.028745412222098032
88,88,88,88,2019-06-12,157.27999877929688,151.33999633789062,154.02000427246094,0.039249389356031505,0.02116604607456707
89,89,89,89,2019-06-13,158.60000610351562,154.47000122070312,152.44000244140625,0.026736614554120797,0.04040936475632173
90,90,90,90,2019-06-14,158.5800018310547,154.2100067138672,151.55999755859375,0.028337947778550587,0.04631831872224046
91,91,91,91,2019-06-17,159.02999877929688,157.47999572753906,152.6199951171875,0.009842539330770173,0.04199976324981214
92,92,92,92,2019-06-18,159.42999267578125,159.02000427246094,151.3000030517578,0.0025782190435477137,0.05373423304718816
93,93,93,93,2019-06-19,160.38999938964844,157.11000061035156,149.85000610351562,0.020877084632133558,0.07033695600153544
94,94,94,94,2019-06-20,160.4199981689453,157.27999877929688,151.33999633789062,0.019964390984352987,0.05999737049538534
95,95,95,95,2019-06-21,161.47000122070312,158.60000610351562,154.47000122070312,0.018095807104284045,0.0453162422779978
96,96,96,96,2019-06-24,161.83999633789062,158.5800018310547,154.2100067138672,0.020557412468118264,0.04947791512765254
97,97,97,97,2019-06-25,160.99000549316406,159.02999877929688,157.47999572753906,0.012324760918770439,0.02228860719362591
98,98,98,98,2019-06-26,158.13999938964844,159.42999267578125,159.02000427246094,-0.008091283606568078,-0.0055339256645013934
99,99,99,99,2019-06-27,158.97000122070312,160.38999938964844,157.11000061035156,-0.008853408406690022,0.011838842868854282
100,100,100,100,2019-06-28,160.94000244140625,160.4199981689453,157.27999877929688,0.0032415177558680064,0.023270623668081747
101,101,101,101,2019-07-01,163.64999389648438,161.47000122070312,158.60000610351562,0.013500914468945524,0.03184103151719109
102,102,102,102,2019-07-02,165.07000732421875,161.83999633789062,158.5800018310547,0.01995805152877339,0.04092574989422859
103,103,103,103,2019-07-03,167.83999633789062,160.99000549316406,159.02999877929688,0.04254916833962974,0.05539833758547874
104,104,104,104,2019-07-05,168.97000122070312,158.13999938964844,159.42999267578125,0.06848363395000501,0.05983822983873899
105,105,105,105,2019-07-08,167.13999938964844,158.97000122070312,160.38999938964844,0.05139333274334357,0.04208491817249582
106,106,106,106,2019-07-09,167.5800018310547,160.94000244140625,160.4199981689453,0.041257607113966976,0.0446328621358596
107,107,107,107,2019-07-10,168.36000061035156,163.64999389648438,161.47000122070312,0.02878097702127924,0.04267046099932159
108,108,108,108,2019-07-11,169.5,165.07000732421875,161.83999633789062,0.026837053851219483,0.047330720683635974
109,109,109,109,2019-07-12,170.24000549316406,167.83999633789062,160.99000549316406,0.014299387557431764,0.05745698294539636
110,110,110,110,2019-07-15,170.8699951171875,168.97000122070312,158.13999938964844,0.01124456342994673,0.08049826594581577
111,111,111,111,2019-07-16,169.02000427246094,167.13999938964844,158.97000122070312,0.011248084777299105,0.06321949408432781
112,112,112,112,2019-07-17,168.4199981689453,167.5800018310547,160.94000244140625,0.005012509420649458,0.04647692067894882
113,113,113,113,2019-07-18,168.5500030517578,168.36000061035156,163.64999389648438,0.0011285485906238346,0.029942006342957184
114,114,114,114,2019-07-19,165.7899932861328,169.5,165.07000732421875,-0.021887945214555726,0.004361700672248281
115,115,115,115,2019-07-22,167.72000122070312,170.24000549316406,167.83999633789062,-0.01480265619800003,-0.0007149375584227791
116,116,116,116,2019-07-23,169.35000610351562,170.8699951171875,168.97000122070312,-0.008895587622797185,0.0022489488078782927
117,117,117,117,2019-07-24,168.97999572753906,169.02000427246094,167.13999938964844,-0.0002367089333247252,0.011008713321824848
118,118,118,118,2019-07-25,168.13999938964844,168.4199981689453,167.5800018310547,-0.0016625031607945262,0.0033416729470996387
119,119,119,119,2019-07-26,171.0399932861328,168.5500030517578,168.36000061035156,0.014773006166071578,0.015918226811983516
120,120,120,120,2019-07-29,170.72999572753906,165.7899932861328,169.5,0.029796746736580282,0.007256611961882431
121,121,121,121,2019-07-30,138.25999450683594,167.72000122070312,170.24000549316406,-0.17564993143006657,-0.18785250208190507
122,122,122,122,2019-07-31,139.3300018310547,169.35000610351562,170.8699951171875,-0.17726603596406798,-0.18458473803140096
123,123,123,123,2019-08-01,137.41000366210938,168.97999572753906,169.02000427246094,-0.18682680118144102,-0.18701928654194155
124,124,124,124,2019-08-02,135.11000061035156,168.13999938964844,168.4199981689453,-0.19644343344353776,-0.197779348775315
125,125,125,125,2019-08-05,128.02000427246094,171.0399932861328,168.5500030517578,-0.2515200578949026,-0.24046275909500314
126,126,126,126,2019-08-06,128.44000244140625,170.72999572753906,165.7899932861328,-0.2477010153132181,-0.22528495299631957
127,127,127,127,2019-08-07,129.33999633789062,138.25999450683594,167.72000122070312,-0.0645161183519668,-0.22883379801737636
128,128,128,128,2019-08-08,132.47000122070312,139.3300018310547,169.35000610351562,-0.04923563138016529,-0.21777386214128336
129,129,129,129,2019-08-09,130.5800018310547,137.41000366210938,168.97999572753906,-0.04970527362658128,-0.2272457975345199
130,130,130,130,2019-08-12,128.50999450683594,135.11000061035156,168.13999938964844,-0.04884913088372789,-0.2356964733357334
131,131,131,131,2019-08-13,128.55999755859375,128.02000427246094,171.0399932861328,0.004218038338629881,-0.2483629408034077
132,132,132,132,2019-08-14,127.0,128.44000244140625,170.72999572753906,-0.011211479399209523,-0.25613539988208023
133,133,133,133,2019-08-15,126.48999786376952,129.33999633789062,138.25999450683594,-0.022034935478703055,-0.08512944532544797
134,134,134,134,2019-08-16,129.2899932861328,132.47000122070312,139.3300018310547,-0.02400549486877579,-0.0720592005524836
135,135,135,135,2019-08-19,131.2100067138672,130.5800018310547,137.41000366210938,0.004824665905791559,-0.045120419059793915
136,136,136,136,2019-08-20,132.07000732421875,128.50999450683594,135.11000061035156,0.02770222527084032,-0.022500135240913433
137,137,137,137,2019-08-21,132.66000366210938,128.55999755859375,128.02000427246094,0.03189177179041991,0.036244330845148776
138,138,138,138,2019-08-22,132.5800018310547,127.0,128.44000244140625,0.04393702229176921,0.03223294387227282
139,139,139,139,2019-08-23,129.42999267578125,126.48999786376952,129.33999633789062,0.02324290348378466,0.0006958121264788453
140,140,140,140,2019-08-26,129.22999572753906,129.2899932861328,132.47000122070312,-0.00046405415507266845,-0.02445840917421005
141,141,141,141,2019-08-27,130.52999877929688,131.2100067138672,130.5800018310547,-0.005182592026332422,-0.0003829303955938945
142,142,142,142,2019-08-28,130.72000122070312,132.07000732421875,128.50999450683594,-0.010221897695526727,0.017197158262656664
143,143,143,143,2019-08-29,131.97999572753906,132.66000366210938,128.55999755859375,-0.005125945392722264,0.026602350917022788
144,144,144,144,2019-08-30,133.6699981689453,132.5800018310547,127.0,0.008221423463846245,0.052519670621616665
145,145,145,145,2019-09-03,132.4600067138672,129.42999267578125,126.48999786376952,0.023410447419834446,0.04719747767351068
146,146,146,146,2019-09-04,134.97999572753906,129.22999572753906,129.2899932861328,0.04449431393716807,0.04400961201083553
147,147,147,147,2019-09-05,136.8000030517578,130.52999877929688,131.2100067138672,0.048034967678674434,0.042603430011865395
148,148,148,148,2019-09-06,137.19000244140625,130.72000122070312,132.07000732421875,0.04949511291527142,0.03876728123909623
149,149,149,149,2019-09-09,136.9199981689453,131.97999572753906,132.66000366210938,0.03742993333326394,0.03211212414622211
150,150,150,150,2019-09-10,134.63999938964844,133.6699981689453,132.5800018310547,0.007256686122469658,0.015537769875872964
151,151,151,151,2019-09-11,136.77000427246094,132.4600067138672,129.42999267578125,0.032538104636397724,0.05671028364396369
152,152,152,152,2019-09-12,137.3300018310547,134.97999572753906,129.22999572753906,0.01741003243368877,0.0626789938196175
153,153,153,153,2019-09-13,137.10000610351562,136.8000030517578,130.52999877929688,0.002193004715389524,0.05033331330468682
154,154,154,154,2019-09-16,138.6699981689453,137.19000244140625,130.72000122070312,0.010787926971363548,0.060816989550204203
155,155,155,155,2019-09-17,139.3300018310547,136.9199981689453,131.97999572753906,0.017601546116993605,0.05569030414797904
156,156,156,156,2019-09-18,139.1699981689453,134.63999938964844,133.6699981689453,0.03364526737843376,0.04114610664577523
157,157,157,157,2019-09-19,140.1300048828125,136.77000427246094,132.4600067138672,0.02456679465811873,0.057904256229683204
158,158,158,158,2019-09-20,143.63999938964844,137.3300018310547,134.97999572753906,0.04594769878730798,0.06415768214713702
159,159,159,159,2019-09-23,142.63999938964844,137.10000610351562,136.8000030517578,0.040408410207873446,0.04269003075739031
160,160,160,160,2019-09-24,143.27999877929688,138.6699981689453,137.19000244140625,0.0332443980040662,0.04439096311330459
161,161,161,161,2019-09-25,143.49000549316406,139.3300018310547,136.9199981689453,0.029857199507925092,0.0479842784989819
162,162,162,162,2019-09-26,143.88999938964844,139.1699981689453,134.63999938964844,0.03391536453836319,0.0687017234249272
163,163,163,163,2019-09-27,142.10000610351562,140.1300048828125,136.77000427246094,0.01405838258801606,0.038970546644399695
164,164,164,164,2019-09-30,142.99000549316406,143.63999938964844,137.3300018310547,-0.004525159421096547,0.041214618704166206
165,165,165,165,2019-10-01,140.86000061035156,142.63999938964844,137.10000610351562,-0.012478959526874833,0.0274251957654692
166,166,166,166,2019-10-02,138.77000427246094,143.27999877929688,138.6699981689453,-0.03147679051688834,0.0007211805353439793
167,167,167,167,2019-10-03,140.6300048828125,143.49000549316406,139.3300018310547,-0.01993170604825023,0.00933038853565904
168,168,168,168,2019-10-04,143.25,143.88999938964844,139.1699981689453,-0.004447837878679417,0.02931667661662085
169,169,169,169,2019-10-07,142.57000732421875,142.10000610351562,140.1300048828125,0.0033075383569001193,0.017412419584561967
170,170,170,170,2019-10-08,140.58999633789062,142.99000549316406,143.63999938964844,-0.016784453899389318,-0.021233660990795156
171,171,171,171,2019-10-09,141.8300018310547,140.86000061035156,142.63999938964844,0.006886278691609293,-0.005678614428349049
172,172,172,172,2019-10-10,143.11000061035156,138.77000427246094,143.27999877929688,0.03127474385148443,-0.001186475226086281
173,173,173,173,2019-10-11,145.14999389648438,140.6300048828125,143.49000549316406,0.03214100019009747,0.011568669173961377
174,174,174,174,2019-10-14,143.97000122070312,143.25,143.88999938964844,0.005026186531958965,0.0005559929904375149
175,175,175,175,2019-10-15,145.75,142.57000732421875,142.10000610351562,0.02230478019510529,0.025686092468042876
176,176,176,176,2019-10-16,145.67999267578125,140.58999633789062,142.99000549316406,0.036204541364788456,0.018812414009913292
177,177,177,177,2019-10-17,144.77000427246094,141.8300018310547,140.86000061035156,0.020729058756611574,0.027758083523833577
178,178,178,178,2019-10-18,144.50999450683594,143.11000061035156,138.77000427246094,0.00978264195733014,0.04136333543022097
179,179,179,179,2019-10-21,145.07000732421875,145.14999389648438,140.6300048828125,-0.0005510614924494339,0.03157222703011442
180,180,180,180,2019-10-22,142.97999572753906,143.97000122070312,143.25,-0.0068764706867397996,-0.001884846579133903
181,181,181,181,2019-10-23,142.83999633789062,145.75,142.57000732421875,-0.019965719808640703,0.0018937293946958977
182,182,182,182,2019-10-24,144.42999267578125,145.67999267578125,140.58999633789062,-0.008580450733423284,0.02731343934785846
183,183,183,183,2019-10-25,146.0399932861328,144.77000427246094,141.8300018310547,0.008772459599308391,0.029683363186393974
184,184,184,184,2019-10-28,146.10000610351562,144.50999450683594,143.11000061035156,0.011002779441697808,0.020893057650841707
185,185,185,185,2019-10-29,145.11000061035156,145.07000732421875,145.14999389648438,0.00027568266432509425,-0.00027553074622477247
186,186,186,186,2019-10-30,146.6699981689453,142.97999572753906,143.97000122070312,0.025807823133789043,0.018753885707781137
187,187,187,187,2019-10-31,154.0800018310547,142.83999633789062,145.75,0.07868948320731972,0.05715267122507495
188,188,188,188,2019-11-01,156.08999633789062,144.42999267578125,145.67999267578125,0.08073117948765618,0.07145801884598812
189,189,189,189,2019-11-04,157.9199981689453,146.0399932861328,144.77000427246094,0.08134761318111172,0.09083369143055164
190,190,190,190,2019-11-05,157.72999572753906,146.10000610351562,144.50999450683594,0.0796029372906617,0.09148157029427995
191,191,191,191,2019-11-06,158.4199981689453,145.11000061035156,145.07000732421875,0.09172350287788689,0.0920244721218666
192,192,192,192,2019-11-07,160.0,146.6699981689453,142.97999572753906,0.09088431170293054,0.1190376610787851
193,193,193,193,2019-11-08,160.36000061035156,154.0800018310547,142.83999633789062,0.04075803936050537,0.12265475162164696
194,194,194,194,2019-11-11,160.52999877929688,156.08999633789062,144.42999267578125,0.028445144119261245,0.11147273364236177
195,195,195,195,2019-11-12,160.6199951171875,157.9199981689453,146.0399932861328,0.01709724531122192,0.09983567859037379
196,196,196,196,2019-11-13,160.52000427246094,157.72999572753906,146.10000610351562,0.017688509608161596,0.09869950421992701
197,197,197,197,2019-11-14,158.55999755859375,158.4199981689453,145.11000061035156,0.0008837229596425633,0.09268828400296147
198,198,198,198,2019-11-15,159.94000244140625,160.0,146.6699981689453,-0.0003749847412108931,0.09047524673161567
199,199,199,199,2019-11-18,159.9499969482422,160.36000061035156,154.0800018310547,-0.002556770145602738,0.03809706027667259
200,200,200,200,2019-11-19,160.25,160.52999877929688,156.08999633789062,-0.0017442146728090524,0.026651315008709098
201,201,201,201,2019-11-20,157.9499969482422,160.6199951171875,157.9199981689453,-0.01662307464893953,0.00018996187718278712
202,202,202,202,2019-11-21,158.05999755859375,160.52000427246094,157.72999572753906,-0.015325234540186417,0.0020921945095637717
203,203,203,203,2019-11-22,157.0,158.55999755859375,158.4199981689453,-0.00983853167642279,-0.008963503253111793
204,204,204,204,2019-11-25,160.13999938964844,159.94000244140625,160.0,0.0012504498261181052,0.0008749961853027344
205,205,205,205,2019-11-26,162.1999969482422,159.9499969482422,160.36000061035156,0.01406689617335899,0.011474160207578965
206,206,206,206,2019-11-27,160.69000244140625,160.25,160.52999877929688,0.0027457250633775576,0.0009967212566253103
207,207,207,207,2019-11-29,160.4600067138672,157.9499969482422,160.6199951171875,0.015891166914346222,-0.0009960677884691682
208,208,208,208,2019-12-02,157.6199951171875,158.05999755859375,160.52000427246094,-0.002783768494258876,-0.018066341129365227
209,209,209,209,2019-12-03,157.64999389648438,157.0,158.55999755859375,0.004140088512639251,-0.0057391755557583135
210,210,210,210,2019-12-04,157.72999572753906,160.13999938964844,159.94000244140625,-0.015049354760177214,-0.013817723397102077
211,211,211,211,2019-12-05,158.47000122070312,162.1999969482422,159.9499969482422,-0.02299627495510559,-0.00925286499391409
212,212,212,212,2019-12-06,159.67999267578125,160.69000244140625,160.25,-0.006285454914927158,-0.003556987982644255
213,213,213,213,2019-12-09,157.55999755859375,160.4600067138672,157.9499969482422,-0.01807309631018994,-0.002469131985967876
214,214,214,214,2019-12-10,156.69000244140625,157.6199951171875,158.05999755859375,-0.005900220178853721,-0.00866756382606948
215,215,215,215,2019-12-11,156.97999572753906,157.64999389648438,157.0,-0.004249909260289897,-0.0001274157481588878
216,216,216,216,2019-12-12,157.41000366210938,157.72999572753906,160.13999938964844,-0.002028733114165737,-0.01704755674999414
217,217,217,217,2019-12-13,157.6699981689453,158.47000122070312,162.1999969482422,-0.005048293340034982,-0.02792847635343909
218,218,218,218,2019-12-16,157.94000244140625,159.67999267578125,160.69000244140625,-0.010896732929515651,-0.017113696920894372
219,219,219,219,2019-12-17,153.49000549316406,157.55999755859375,160.4600067138672,-0.025831379337995508,-0.043437622641584794
220,220,220,220,2019-12-18,152.0,156.69000244140625,157.6199951171875,-0.029931727412921938,-0.03565534380970603
221,221,221,221,2019-12-19,154.22999572753906,156.97999572753906,157.64999389648438,-0.01751815565578818,-0.021693614344133416
222,222,222,222,2019-12-20,153.0500030517578,157.41000366210938,157.72999572753906,-0.02769837055407598,-0.029670911066690286
223,223,223,223,2019-12-23,153.47000122070312,157.6699981689453,158.47000122070312,-0.026637895585828852,-0.03155171301498538
224,224,224,224,2019-12-24,153.60000610351562,157.94000244140625,159.67999267578125,-0.02747876580222741,-0.038076069959563474
225,225,225,225,2019-12-26,154.02999877929688,153.49000549316406,157.55999755859375,0.0035181006372226875,-0.022404156092882266
226,226,226,226,2019-12-27,153.82000732421875,152.0,156.69000244140625,0.01197373239617594,-0.01831638951094361
227,227,227,227,2019-12-30,152.77000427246094,154.22999572753906,156.97999572753906,-0.009466326236935996,-0.026818649316217025
228,228,228,228,2019-12-31,154.10000610351562,153.0500030517578,157.41000366210938,0.006860522906378064,-0.02102787295335351
229,229,229,229,2020-01-02,156.0399932861328,153.47000122070312,157.6699981689453,0.01674589199835741,-0.010338078910015147
230,230,230,230,2020-01-03,155.97999572753906,153.60000610351562,157.94000244140625,0.015494723499031027,-0.012409818181396637
231,231,231,231,2020-01-06,158.86000061035156,154.02999877929688,153.49000549316406,0.031357539890494834,0.03498595950878802
232,232,232,232,2020-01-07,156.5800018310547,153.82000732421875,152.0,0.017943013752550918,0.030131590993780932
233,233,233,233,2020-01-08,158.64999389648438,152.77000427246094,154.22999572753906,0.038489163183740294,0.02865848597152021
234,234,234,234,2020-01-09,161.16000366210938,154.10000610351562,153.0500030517578,0.04581438857212783,0.05298922214074664
235,235,235,235,2020-01-10,159.38999938964844,156.0399932861328,153.47000122070312,0.02146889417876774,0.03857430196036704
236,236,236,236,2020-01-13,160.92999267578125,155.97999572753906,153.60000610351562,0.03173481910391063,0.0477212648502483
237,237,237,237,2020-01-14,158.8699951171875,158.86000061035156,154.02999877929688,6.291392923030159e-05,0.031422426645770773
238,238,238,238,2020-01-15,158.85000610351562,156.5800018310547,153.82000732421875,0.014497408646796384,0.03270054960207314
239,239,239,239,2020-01-16,160.9199981689453,158.64999389648438,152.77000427246094,0.01430825313452,0.05334812900802888
240,240,240,240,2020-01-17,161.1699981689453,161.16000366210938,154.10000610351562,6.201604994315879e-05,0.045879245849480776
241,241,241,241,2020-01-21,161.22999572753906,159.38999938964844,156.0399932861328,0.011543988612438216,0.033260719461127186
242,242,242,242,2020-01-22,160.92999267578125,160.92999267578125,155.97999572753906,0.0,0.03173481910391063
243,243,243,243,2020-01-23,161.27000427246094,158.8699951171875,158.86000061035156,0.015106749096977845,0.015170613451151782
244,244,244,244,2020-01-24,160.57000732421875,158.85000610351562,156.5800018310547,0.010827832260719372,0.025482216416558456
245,245,245,245,2020-01-27,159.6300048828125,160.9199981689453,158.64999389648438,-0.008016364036858126,0.006177188931803856
246,246,246,246,2020-01-28,161.5500030517578,161.1699981689453,161.16000366210938,0.002357789210955863,0.002419951481672289
