,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,COO,COO_6m,COO_12m,COO_6m_ret,COO_12m_ret
84,84,84,84,2019-06-06,319.6955261230469,284.7422180175781,289.2588195800781,0.12275421730159786,0.10522308909078104
85,85,85,85,2019-06-07,321.7040405273437,286.2210998535156,292.2864990234375,0.12397038755000178,0.10064625496625257
86,86,86,86,2019-06-10,322.36346435546875,297.5624694824219,293.3157043457031,0.08334718728536417,0.0990324063096526
87,87,87,87,2019-06-11,323.8423156738281,301.5294189453125,291.7069396972656,0.0739990704938891,0.11016322069647266
88,88,88,88,2019-06-12,327.8692932128906,310.3726501464844,290.9974670410156,0.05637301823517138,0.12670840934391348
89,89,89,89,2019-06-13,324.3119812011719,312.0314025878906,286.3609924316406,0.039356867646749505,0.13252848597593414
90,90,90,90,2019-06-14,322.8531188964844,319.6955261230469,284.7422180175781,0.009876875074636526,0.13384352044540693
91,91,91,91,2019-06-17,324.2420349121094,321.7040405273437,286.2210998535156,0.007889221349552722,0.13283763872772614
92,92,92,92,2019-06-18,323.9422607421875,322.36346435546875,297.5624694824219,0.004897566136644604,0.08865295178404198
93,93,93,93,2019-06-19,331.2566833496094,323.8423156738281,301.5294189453125,0.02289499338699441,0.09858827211048493
94,94,94,94,2019-06-20,327.18975830078125,327.8692932128906,310.3726501464844,-0.0020725786957674908,0.05418360202279371
95,95,95,95,2019-06-21,328.61865234375,324.3119812011719,312.0314025878906,0.013279408076837917,0.05315891162969466
96,96,96,96,2019-06-24,328.6886291503906,322.8531188964844,319.6955261230469,0.018074814559178254,0.028130212319212866
97,97,97,97,2019-06-25,329.7278747558594,324.2420349121094,321.7040405273437,0.01691896562775086,0.024941664442146516
98,98,98,98,2019-06-26,328.1790771484375,323.9422607421875,322.36346435546875,0.013078924610030684,0.018040545644949058
99,99,99,99,2019-06-27,331.3166809082031,331.2566833496094,323.8423156738281,0.00018112105086331987,0.023080261203119345
100,100,100,100,2019-06-28,336.632568359375,327.18975830078125,327.8692932128906,0.02886034730314857,0.026727953266407978
101,101,101,101,2019-07-01,339.7401733398437,328.61865234375,324.3119812011719,0.033843243275369694,0.04757206959030502
102,102,102,102,2019-07-02,332.53570556640625,328.6886291503906,322.8531188964844,0.01170431853988907,0.029990686486217166
103,103,103,103,2019-07-03,335.0038452148437,329.7278747558594,324.2420349121094,0.016000984032335186,0.03319066975893947
104,104,104,104,2019-07-05,332.47576904296875,328.1790771484375,323.9422607421875,0.013092522326119571,0.026342683048608873
105,105,105,105,2019-07-08,330.2374572753906,331.3166809082031,331.2566833496094,-0.003257377895535263,-0.0030768468243795866
106,106,106,106,2019-07-09,332.6656494140625,336.632568359375,327.18975830078125,-0.011784121080874121,0.016736132395217984
107,107,107,107,2019-07-10,330.71710205078125,339.7401733398437,328.61865234375,-0.02655874105308298,0.006385668287739676
108,108,108,108,2019-07-11,333.79473876953125,332.53570556640625,328.6886291503906,0.003786159447090043,0.015534792403190556
109,109,109,109,2019-07-12,330.6871337890625,335.0038452148437,329.7278747558594,-0.012885557844904194,0.0029092445821070623
110,110,110,110,2019-07-15,331.6864013671875,332.47576904296875,328.1790771484375,-0.002374211143426952,0.010687226770290437
111,111,111,111,2019-07-16,327.939208984375,330.2374572753906,331.3166809082031,-0.006959381016245714,-0.01019408957789214
112,112,112,112,2019-07-17,331.1068115234375,332.6656494140625,336.632568359375,-0.004685899771649571,-0.016414801642241628
113,113,113,113,2019-07-18,331.6564025878906,330.71710205078125,339.7401733398437,0.002840193419949344,-0.02379397959471463
114,114,114,114,2019-07-19,331.26666259765625,333.79473876953125,332.53570556640625,-0.0075737448145355435,-0.003816260772924962
115,115,115,115,2019-07-22,332.7356872558594,330.6871337890625,335.0038452148437,0.0061948387387325,-0.006770543059079537
116,116,116,116,2019-07-23,334.7743225097656,331.6864013671875,332.47576904296875,0.009309761056980115,0.006913446575109061
117,117,117,117,2019-07-24,336.3931884765625,327.939208984375,330.2374572753906,0.025779105579870842,0.018640317945636697
118,118,118,118,2019-07-25,337.4725341796875,331.1068115234375,332.6656494140625,0.019225586531913974,0.014449597588724883
119,119,119,119,2019-07-26,337.7523193359375,331.6564025878906,330.71710205078125,0.018380217298628487,0.02127261409080683
120,120,120,120,2019-07-29,341.25994873046875,331.26666259765625,333.79473876953125,0.03016689350642565,0.022364672338625047
121,121,121,121,2019-07-30,340.8601989746094,332.7356872558594,330.6871337890625,0.02441731389185975,0.030763413952585195
122,122,122,122,2019-07-31,337.1727294921875,334.7743225097656,331.6864013671875,0.007164250126596494,0.016540708640407686
123,123,123,123,2019-08-01,337.7622985839844,336.3931884765625,327.939208984375,0.004069969768478954,0.029953995528718247
124,124,124,124,2019-08-02,334.6343994140625,337.4725341796875,331.1068115234375,-0.008409972599766724,0.010653927276199404
125,125,125,125,2019-08-05,325.4605407714844,337.7523193359375,331.6564025878906,-0.03639287685313386,-0.01868156853918812
126,126,126,126,2019-08-06,328.528564453125,341.25994873046875,331.26666259765625,-0.037306998154064464,-0.008265540887997025
127,127,127,127,2019-08-07,330.39727783203125,340.8601989746094,332.7356872558594,-0.030695637607597304,-0.0070278287343130685
128,128,128,128,2019-08-08,333.9149475097656,337.1727294921875,334.7743225097656,-0.009662056558750742,-0.002567027822078405
129,129,129,129,2019-08-09,336.6430358886719,337.7622985839844,336.3931884765625,-0.0033137585219097376,0.000742724349565016
130,130,130,130,2019-08-12,332.8255920410156,334.6343994140625,337.4725341796875,-0.005405324067740969,-0.01376983804020504
131,131,131,131,2019-08-13,339.9508361816406,325.4605407714844,337.7523193359375,0.044522433889552016,0.006509257582673733
132,132,132,132,2019-08-14,332.51580810546875,328.528564453125,341.25994873046875,0.012136672678617844,-0.0256231083006645
133,133,133,133,2019-08-15,335.733642578125,330.39727783203125,340.8601989746094,0.016151358089598666,-0.015040055752787551
134,134,134,134,2019-08-16,335.154052734375,333.9149475097656,337.1727294921875,0.003710840840909446,-0.00598707007192667
135,135,135,135,2019-08-19,335.154052734375,336.6430358886719,337.7622985839844,-0.004423032695051177,-0.007722134354674948
136,136,136,136,2019-08-20,332.1061096191406,332.8255920410156,334.6343994140625,-0.0021617400797302455,-0.007555379241790061
137,137,137,137,2019-08-21,332.38592529296875,339.9508361816406,325.4605407714844,-0.022252955673360497,0.021278722468377254
138,138,138,138,2019-08-22,329.59783935546875,332.51580810546875,328.528564453125,-0.008775428652927242,0.0032547395205153595
139,139,139,139,2019-08-23,321.45330810546875,335.733642578125,330.39727783203125,-0.04253471401613629,-0.027070349323850884
140,140,140,140,2019-08-26,324.0215759277344,335.154052734375,333.9149475097656,-0.03321599937645281,-0.02962841782260106
141,141,141,141,2019-08-27,326.1701354980469,335.154052734375,336.6430358886719,-0.02680533671913643,-0.031109808533477
142,142,142,142,2019-08-28,320.7537536621094,332.1061096191406,332.8255920410156,-0.03418291813435814,-0.036270763629915215
143,143,143,143,2019-08-29,328.3686218261719,332.38592529296875,339.9508361816406,-0.012086262266538417,-0.034070262881425006
144,144,144,144,2019-08-30,309.5413513183594,329.59783935546875,332.51580810546875,-0.06085139416062313,-0.06909282574566267
145,145,145,145,2019-09-03,299.33819580078125,321.45330810546875,335.733642578125,-0.06879727707587169,-0.10840571858649695
146,146,146,146,2019-09-04,301.0271301269531,324.0215759277344,335.154052734375,-0.07096578595096281,-0.10182458582551901
147,147,147,147,2019-09-05,307.522705078125,326.1701354980469,335.154052734375,-0.0571708700168031,-0.08244372231461305
148,148,148,148,2019-09-06,302.6360168457031,320.7537536621094,332.1061096191406,-0.056484878538606176,-0.08873697869404995
149,149,149,149,2019-09-09,297.4794921875,328.3686218261719,332.38592529296875,-0.09406845717135426,-0.10501778339351109
150,150,150,150,2019-09-10,296.69000244140625,309.5413513183594,329.59783935546875,-0.04151738959017359,-0.09984239271232498
151,151,151,151,2019-09-11,298.96844482421875,299.33819580078125,321.45330810546875,-0.0012352281858764025,-0.06994752492599243
152,152,152,152,2019-09-12,304.7945251464844,301.0271301269531,324.0215759277344,0.012515134492836033,-0.059338797813693
153,153,153,153,2019-09-13,301.3069152832031,307.522705078125,326.1701354980469,-0.020212458112134457,-0.07622776431348854
154,154,154,154,2019-09-16,302.88580322265625,302.6360168457031,320.7537536621094,0.0008253689681636533,-0.055706130436358636
155,155,155,155,2019-09-17,305.3441467285156,297.4794921875,328.3686218261719,0.026437636030582468,-0.07011776877342646
156,156,156,156,2019-09-18,302.89581298828125,296.69000244140625,309.5413513183594,0.020916817202496052,-0.021468984036460026
157,157,157,157,2019-09-19,301.0470886230469,298.96844482421875,299.33819580078125,0.006952719709433897,0.00570890332820384
158,158,158,158,2019-09-20,302.1163330078125,304.7945251464844,301.0271301269531,-0.008786877445993269,0.003618288093834021
159,159,159,159,2019-09-23,301.98638916015625,301.3069152832031,307.522705078125,0.002255088889395296,-0.01800295011245523
160,160,160,160,2019-09-24,298.73858642578125,302.88580322265625,302.6360168457031,-0.013692344615525931,-0.012878276883709239
161,161,161,161,2019-09-25,297.07977294921875,305.3441467285156,297.4794921875,-0.02706576781589598,-0.0013436867037184275
162,162,162,162,2019-09-26,298.6786804199219,302.89581298828125,296.69000244140625,-0.013922716615836883,0.00670288166824351
163,163,163,163,2019-09-27,294.0517578125,301.0470886230469,298.96844482421875,-0.023236666537924888,-0.016445504857910853
164,164,164,164,2019-09-30,296.7998962402344,302.1163330078125,304.7945251464844,-0.01759731661856445,-0.0262295686000521
165,165,165,165,2019-10-01,292.6427001953125,301.98638916015625,301.3069152832031,-0.030940761902644498,-0.028755447181645355
166,166,166,166,2019-10-02,288.7353515625,298.73858642578125,302.88580322265625,-0.033484910613535535,-0.04671876829352095
167,167,167,167,2019-10-03,293.5521240234375,297.07977294921875,305.3441467285156,-0.011874416392475995,-0.03861879401134394
168,168,168,168,2019-10-04,296.6700134277344,298.6786804199219,302.89581298828125,-0.0067251770007937806,-0.02055426088305734
169,169,169,169,2019-10-07,293.74200439453125,294.0517578125,301.0470886230469,-0.00105339760684664,-0.02426558669584944
170,170,170,170,2019-10-08,285.8772888183594,296.7998962402344,302.1163330078125,-0.036801250809852304,-0.053750964165956594
171,171,171,171,2019-10-09,288.7853698730469,292.6427001953125,301.98638916015625,-0.013181023547456316,-0.043713954538885935
172,172,172,172,2019-10-10,290.6140441894531,288.7353515625,298.73858642578125,0.006506624896419844,-0.02719615947016807
173,173,173,173,2019-10-11,293.6920166015625,293.5521240234375,297.07977294921875,0.0004765510676865148,-0.011403524090599526
174,174,174,174,2019-10-14,292.3129577636719,296.6700134277344,298.6786804199219,-0.014686538803571514,-0.021312946231382246
175,175,175,175,2019-10-15,294.951171875,293.74200439453125,294.0517578125,0.004116426872490031,0.00305869303142714
176,176,176,176,2019-10-16,291.33355712890625,285.8772888183594,296.7998962402344,0.01908605028786914,-0.018417591045596593
177,177,177,177,2019-10-17,292.0531311035156,288.7853698730469,292.6427001953125,0.011315535935581877,-0.0020146379574935702
178,178,178,178,2019-10-18,287.6161193847656,290.6140441894531,288.7353515625,-0.010315829068237137,-0.0038763254020597326
179,179,179,179,2019-10-21,287.1463623046875,293.6920166015625,293.5521240234375,-0.02228747778920792,-0.021821547842857947
180,180,180,180,2019-10-22,280.99053955078125,292.3129577636719,296.6700134277344,-0.03873389089389778,-0.05285156290584281
181,181,181,181,2019-10-23,282.0098876953125,294.951171875,293.74200439453125,-0.04387602224944542,-0.03994020781400087
182,182,182,182,2019-10-24,282.5295715332031,291.33355712890625,285.8772888183594,-0.030219606977192948,-0.011710329627770188
183,183,183,183,2019-10-25,281.5601806640625,292.0531311035156,288.7853698730469,-0.03592822442891053,-0.025019235607955603
184,184,184,184,2019-10-28,283.8286437988281,287.6161193847656,290.6140441894531,-0.01316850944946768,-0.02334849442514053
185,185,185,185,2019-10-29,290.5041809082031,287.1463623046875,293.6920166015625,0.011693752888127129,-0.01085434915884742
186,186,186,186,2019-10-30,291.9031982421875,280.99053955078125,292.3129577636719,0.038836391818928506,-0.001401783638396381
187,187,187,187,2019-10-31,290.8039855957031,282.0098876953125,294.951171875,0.031183650943090058,-0.014060585868953424
188,188,188,188,2019-11-01,291.6334228515625,282.5295715332031,291.33355712890625,0.03222264936358887,0.0010292865868644085
189,189,189,189,2019-11-04,289.9445495605469,281.5601806640625,292.0531311035156,0.029778248034611154,-0.007219855972786626
190,190,190,190,2019-11-05,290.7439880371094,283.8286437988281,287.6161193847656,0.024364504391539477,0.010875150735760286
191,191,191,191,2019-11-06,291.29364013671875,290.5041809082031,287.1463623046875,0.0027175485944730404,0.014443079824325356
192,192,192,192,2019-11-07,294.5514221191406,291.9031982421875,280.99053955078125,0.009072267425983993,0.0482609933773539
193,193,193,193,2019-11-08,291.2037048339844,290.8039855957031,282.0098876953125,0.0013745314991555624,0.032601045352725455
194,194,194,194,2019-11-11,292.732666015625,291.6334228515625,282.5295715332031,0.003769263321447225,0.03611336833540202
195,195,195,195,2019-11-12,294.3315734863281,289.9445495605469,281.5601806640625,0.015130561800283715,0.04535937145708657
196,196,196,196,2019-11-13,296.570068359375,290.7439880371094,283.8286437988281,0.020038523794074115,0.04489125688659423
197,197,197,197,2019-11-14,299.398193359375,291.29364013671875,290.5041809082031,0.02782262331183194,0.03061578123718056
198,198,198,198,2019-11-15,301.77655029296875,294.5514221191406,291.9031982421875,0.02452925917602844,0.033824062601018445
199,199,199,199,2019-11-18,305.4840393066406,291.2037048339844,290.8039855957031,0.04903898623404368,0.0504809233644643
200,200,200,200,2019-11-19,308.8617858886719,292.732666015625,291.6334228515625,0.05509846267784124,0.05907540661372823
201,201,201,201,2019-11-20,304.2648620605469,294.3315734863281,289.9445495605469,0.033748634088283325,0.04938983168231492
202,202,202,202,2019-11-21,306.28350830078125,296.570068359375,290.7439880371094,0.03275259703428923,0.05344743452335288
203,203,203,203,2019-11-22,307.6026306152344,299.398193359375,291.29364013671875,0.027403095402153577,0.05598814471493774
204,204,204,204,2019-11-25,312.2095031738281,301.77655029296875,294.5514221191406,0.03457178124254834,0.05994906060085192
205,205,205,205,2019-11-26,312.9689636230469,305.4840393066406,291.2037048339844,0.0245018506806276,0.07474238283290702
206,206,206,206,2019-11-27,316.75640869140625,308.8617858886719,292.732666015625,0.025560374133108077,0.08206717413115405
207,207,207,207,2019-11-29,312.8791198730469,304.2648620605469,294.3315734863281,0.028311707616063275,0.06301582316509546
208,208,208,208,2019-12-02,311.5699768066406,306.28350830078125,296.570068359375,0.0172600494724251,0.050577957951876584
209,209,209,209,2019-12-03,311.2102355957031,307.6026306152344,299.398193359375,0.011728134357151587,0.0394526169439835
210,210,210,210,2019-12-04,311.8797302246094,312.2095031738281,301.77655029296875,-0.0010562553217194903,0.033479009292910034
211,211,211,211,2019-12-05,312.649169921875,312.9689636230469,305.4840393066406,-0.0010218064355961287,0.02345500809632184
212,212,212,212,2019-12-06,306.9830017089844,316.75640869140625,308.8617858886719,-0.030854646391522356,-0.0060829285639263375
213,213,213,213,2019-12-09,302.0563659667969,312.8791198730469,304.2648620605469,-0.03459084745137808,-0.00725846579455014
214,214,214,214,2019-12-10,304.3348083496094,311.5699768066406,306.28350830078125,-0.02322164841165475,-0.006362405739646193
215,215,215,215,2019-12-11,306.473388671875,311.2102355957031,307.6026306152344,-0.015220729854084292,-0.0036711062616753276
216,216,216,216,2019-12-12,314.3381042480469,311.8797302246094,312.2095031738281,0.007882442445576787,0.006817861252075952
217,217,217,217,2019-12-13,316.7065734863281,312.649169921875,312.9689636230469,0.012977496679319467,0.011942429754098427
218,218,218,218,2019-12-16,318.755126953125,306.9830017089844,316.75640869140625,0.03834780811512295,0.006309953664318746
219,219,219,219,2019-12-17,318.0555419921875,302.0563659667969,312.8791198730469,0.05296751807955369,0.0165444792904077
220,220,220,220,2019-12-18,319.62451171875,304.3348083496094,311.5699768066406,0.05023974566713485,0.025851447545306883
221,221,221,221,2019-12-19,319.4546813964844,306.473388671875,311.2102355957031,0.042356998044315475,0.026491563765568715
222,222,222,222,2019-12-20,318.875,314.3381042480469,311.8797302246094,0.014433171450232596,0.022429382539072895
223,223,223,223,2019-12-23,320.4540100097656,316.7065734863281,312.649169921875,0.011832518921806479,0.02496357207614186
224,224,224,224,2019-12-24,321.8329772949219,318.755126953125,306.9830017089844,0.009655845762284843,0.04837393439788906
225,225,225,225,2019-12-26,319.79443359375,318.0555419921875,302.0563659667969,0.005467257670376258,0.058724362819431386
226,226,226,226,2019-12-27,320.8937072753906,319.62451171875,304.3348083496094,0.003970895566850041,0.0544101380173343
227,227,227,227,2019-12-30,319.2348022460937,319.4546813964844,306.473388671875,-0.0006882952831666067,0.041639548639186064
228,228,228,228,2019-12-31,321.07354736328125,318.875,314.3381042480469,0.006894699688847483,0.02142738352178708
229,229,229,229,2020-01-02,323.1021728515625,320.4540100097656,316.7065734863281,0.008263784378033545,0.020194084684858726
230,230,230,230,2020-01-03,322.0828552246094,321.8329772949219,318.755126953125,0.0007764211479748262,0.010439763913111078
231,231,231,231,2020-01-06,322.9523620605469,319.79443359375,318.0555419921875,0.009874870026063576,0.015396116155333761
232,232,232,232,2020-01-07,323.8316650390625,320.8937072753906,319.62451171875,0.009155548074211817,0.01316279936632192
233,233,233,233,2020-01-08,327.42926025390625,319.2348022460937,319.4546813964844,0.02566906223932186,0.024963099061692473
234,234,234,234,2020-01-09,333.0254821777344,321.07354736328125,318.875,0.037224912835718715,0.044376267119512036
235,235,235,235,2020-01-10,333.4252014160156,323.1021728515625,320.4540100097656,0.031949734269338004,0.04047754436230866
236,236,236,236,2020-01-13,333.3252868652344,322.0828552246094,321.8329772949219,0.03490540231576422,0.03570892475627563
237,237,237,237,2020-01-14,335.8436584472656,322.9523620605469,319.79443359375,0.03991702152127896,0.0501860669466927
238,238,238,238,2020-01-15,343.61834716796875,323.8316650390625,320.8937072753906,0.06110175212951918,0.07081672023277119
239,239,239,239,2020-01-16,348.8248291015625,327.42926025390625,319.2348022460937,0.06534409548818254,0.09269047938156283
240,240,240,240,2020-01-17,355.07061767578125,333.0254821777344,321.07354736328125,0.06619654254049379,0.10588561590230827
241,241,241,241,2020-01-21,358.31842041015625,333.4252014160156,323.1021728515625,0.07465908062264703,0.10899415267867152
242,242,242,242,2020-01-22,359.7676086425781,333.3252868652344,322.0828552246094,0.07932888028394491,0.1170032890812791
243,243,243,243,2020-01-23,356.78936767578125,335.8436584472656,322.9523620605469,0.06236744003253092,0.10477398399981563
244,244,244,244,2020-01-24,352.1520690917969,343.61834716796875,323.8316650390625,0.02483488438309922,0.0874540914623596
245,245,245,245,2020-01-27,354.0009765625,348.8248291015625,327.42926025390625,0.014838816016248702,0.08115254051512877
