,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ECL,ECL_6m,ECL_12m,ECL_6m_ret,ECL_12m_ret
54,54,54,54,2019-04-24,175.3191375732422,174.58767700195312,172.6305694580078,0.004189646049766127,0.015574113690729474
55,55,55,55,2019-04-25,174.22665405273438,176.09820556640625,172.1840057373047,-0.010627885205599763,0.01186317106912993
56,56,56,56,2019-04-26,175.6516571044922,173.818115234375,172.4310302734375,0.010548623586470462,0.018677768299287356
57,57,57,57,2019-04-29,175.19566345214844,174.04611206054688,173.45709228515625,0.006604866825187461,0.010023061865547911
58,58,58,58,2019-04-30,174.88214111328125,173.73255920410156,173.83709716796875,0.006616962959885786,0.0060116279110593585
59,59,59,59,2019-05-01,173.26702880859375,175.1766357421875,175.84164428710938,-0.01090103669078435,-0.014641670856488709
60,60,60,60,2019-05-02,175.11013793945312,175.3191375732422,174.58767700195312,-0.0011921096389249097,0.00299254189340159
61,61,61,61,2019-05-03,175.75619506835938,174.22665405273438,176.09820556640625,0.008779029959227858,-0.0019421577689949787
62,62,62,62,2019-05-06,174.46414184570312,175.6516571044922,173.818115234375,-0.006760626562621219,0.0037166817190315005
63,63,63,63,2019-05-07,170.635498046875,175.19566345214844,174.04611206054688,-0.026028985623373968,-0.019596036781823645
64,64,64,64,2019-05-08,172.25054931640625,174.88214111328125,173.73255920410156,-0.015047801794526139,-0.008530409581742449
65,65,65,65,2019-05-09,171.71856689453125,173.26702880859375,175.1766357421875,-0.008936852699038766,-0.019740468430650693
66,66,66,66,2019-05-10,172.0225372314453,175.11013793945312,175.3191375732422,-0.017632335536594712,-0.018803425498369664
67,67,67,67,2019-05-13,169.324462890625,175.75619506835938,174.22665405273438,-0.03659462572703509,-0.028136861083411513
68,68,68,68,2019-05-14,170.29344177246094,174.46414184570312,175.6516571044922,-0.023905772436210837,-0.0305047809986998
69,69,69,69,2019-05-15,170.87298583984375,170.635498046875,175.19566345214844,0.0013917842165731553,-0.024673428138164755
70,70,70,70,2019-05-16,173.07705688476562,172.25054931640625,174.88214111328125,0.004798286981605893,-0.010321718484372688
71,71,71,71,2019-05-17,172.45956420898438,171.71856689453125,173.26702880859375,0.004315184594501309,-0.0046602322736276625
72,72,72,72,2019-05-20,171.92755126953125,172.0225372314453,175.11013793945312,-0.0005521716133407573,-0.018174771074775276
73,73,73,73,2019-05-21,173.9986114501953,169.324462890625,175.75619506835938,0.027604685582788946,-0.010000123281460827
74,74,74,74,2019-05-22,174.55914306640625,170.29344177246094,174.46414184570312,0.02504912255895886,0.0005445314991268102
75,75,75,75,2019-05-23,173.36212158203125,170.87298583984375,170.635498046875,0.014567169467738506,0.015979228040857052
76,76,76,76,2019-05-24,173.36212158203125,173.07705688476562,172.25054931640625,0.0016470391997445155,0.006453229148100759
77,77,77,77,2019-05-28,172.90603637695312,172.45956420898438,171.71856689453125,0.002588851305618034,0.006915207271390722
78,78,78,78,2019-05-29,173.46658325195312,171.92755126953125,172.0225372314453,0.00895163091114548,0.008394516461322388
79,79,79,79,2019-05-30,174.21710205078125,173.9986114501953,169.324462890625,0.0012557031275417518,0.028895052000351917
80,80,80,80,2019-05-31,174.8916473388672,174.55914306640625,170.29344177246094,0.0019048230108145159,0.027001659714824378
81,81,81,81,2019-06-03,176.36419677734375,173.36212158203125,170.87298583984375,0.017316788511335668,0.03213621457195592
82,82,82,82,2019-06-04,180.8863525390625,173.36212158203125,173.07705688476562,0.04340181631586071,0.04512034000841769
83,83,83,83,2019-06-05,183.47042846679688,172.90603637695312,172.45956420898438,0.06109903570290798,0.06384606332687737
84,84,84,84,2019-06-06,186.9380645751953,173.46658325195312,171.92755126953125,0.07766038317406299,0.0873072011718008
85,85,85,85,2019-06-07,188.819091796875,174.21710205078125,173.9986114501953,0.08381490435903083,0.085175854124111
86,86,86,86,2019-06-10,189.71212768554688,174.8916473388672,174.55914306640625,0.08474092715224857,0.08680716663106036
87,87,87,87,2019-06-11,187.7645568847656,176.36419677734375,173.36212158203125,0.06464101170043368,0.08307717494054434
88,88,88,88,2019-06-12,189.170639038086,180.8863525390625,173.36212158203125,0.04579829480078934,0.09118784029517357
89,89,89,89,2019-06-13,188.82862854003903,183.47042846679688,172.90603637695312,0.02920470681852616,0.09208812194603211
90,90,90,90,2019-06-14,188.93313598632807,186.9380645751953,173.46658325195312,0.010672365821623453,0.08916156901476757
91,91,91,91,2019-06-17,181.34381103515625,188.819091796875,174.21710205078125,-0.03958964472597082,0.04090705734674471
92,92,92,92,2019-06-18,179.95355224609375,189.71212768554688,174.8916473388672,-0.0514388592785604,0.02894309124676897
93,93,93,93,2019-06-19,179.5631103515625,187.7645568847656,176.36419677734375,-0.04367941782663742,0.018138112114996385
94,94,94,94,2019-06-20,183.17208862304688,189.170639038086,180.8863525390625,-0.03170973278697564,0.01263631032358159
95,95,95,95,2019-06-21,180.5343780517578,188.82862854003903,183.47042846679688,-0.04392475098934756,-0.016002853645542214
96,96,96,96,2019-06-24,182.4864501953125,188.93313598632807,186.9380645751953,-0.03412152006772429,-0.023813311590653363
97,97,97,97,2019-06-25,182.4770050048828,181.34381103515625,188.819091796875,0.006248870381944771,-0.03358816490238592
98,98,98,98,2019-06-26,179.2584228515625,179.95355224609375,189.71212768554688,-0.0038628267453183485,-0.05510298662250879
99,99,99,99,2019-06-27,183.01971435546875,179.5631103515625,187.7645568847656,0.019250078688983763,-0.025270171367905436
100,100,100,100,2019-06-28,188.0094451904297,183.17208862304688,189.170639038086,0.026408808261927375,-0.006138340778256368
101,101,101,101,2019-07-01,186.4097137451172,180.5343780517578,188.82862854003903,0.03254413789087285,-0.012810106251494258
102,102,102,102,2019-07-02,188.51412963867188,182.4864501953125,188.93313598632807,0.03303083290243225,-0.0022177493930261027
103,103,103,103,2019-07-03,190.2376251220703,182.4770050048828,181.34381103515625,0.042529304538836854,0.049043935032278885
104,104,104,104,2019-07-05,187.65711975097656,179.2584228515625,179.95355224609375,0.04685245337882238,0.04280864372350868
105,105,105,105,2019-07-08,188.1141815185547,183.01971435546875,179.5631103515625,0.027835619681884305,0.047621536240100903
106,106,106,106,2019-07-09,186.5049285888672,188.0094451904297,183.17208862304688,-0.008002345839798752,0.018195130005199678
107,107,107,107,2019-07-10,188.6664886474609,186.4097137451172,180.5343780517578,0.012106530593300802,0.04504466508518212
108,108,108,108,2019-07-11,190.02818298339844,188.51412963867188,182.4864501953125,0.008031511206234576,0.04132763161327402
109,109,109,109,2019-07-12,190.2567443847656,190.2376251220703,182.4770050048828,0.00010050200470601567,0.04263408082390763
110,110,110,110,2019-07-15,189.4283142089844,187.65711975097656,179.2584228515625,0.0094384612763867,0.05673312972212874
111,111,111,111,2019-07-16,188.4760589599609,188.1141815185547,183.01971435546875,0.0019237116440926627,0.029812879031679618
112,112,112,112,2019-07-17,186.5906219482422,186.5049285888672,188.0094451904297,0.00045946967741472555,-0.007546552997645506
113,113,113,113,2019-07-18,188.2475433349609,188.6664886474609,186.4097137451172,-0.002220560288705209,0.009859087023526225
114,114,114,114,2019-07-19,187.8571014404297,190.02818298339844,188.51412963867188,-0.011425050268245807,-0.003485299481272408
115,115,115,115,2019-07-22,187.8190155029297,190.2567443847656,190.2376251220703,-0.012812838197766907,-0.012713623908985783
116,116,116,116,2019-07-23,190.4091339111328,189.4283142089844,187.65711975097656,0.005177788263830196,0.01466511989424224
117,117,117,117,2019-07-24,188.4950714111328,188.4760589599609,188.1141815185547,0.00010087462183161477,0.002024780319608954
118,118,118,118,2019-07-25,188.85693359375,186.5906219482422,186.5049285888672,0.012145903271261194,0.012610953622933962
119,119,119,119,2019-07-26,190.0853271484375,188.2475433349609,188.6664886474609,0.009762591218555716,0.007520352507475847
120,120,120,120,2019-07-29,191.0375823974609,187.8571014404297,190.02818298339844,0.01693032061414912,0.005311840581829097
121,121,121,121,2019-07-30,195.8558654785156,187.8190155029297,190.2567443847656,0.04279039560539366,0.02942929099231617
122,122,122,122,2019-07-31,192.0945587158203,190.4091339111328,189.4283142089844,0.008851596402271955,0.014075216358069964
123,123,123,123,2019-08-01,191.3327789306641,188.4950714111328,188.4760589599609,0.015054544918799762,0.015156938162157019
124,124,124,124,2019-08-02,190.4376678466797,188.85693359375,186.5906219482422,0.008370009100804321,0.02061757369298345
125,125,125,125,2019-08-05,185.06707763671875,190.0853271484375,188.2475433349609,-0.026399983560014606,-0.016895124589131782
126,126,126,126,2019-08-06,187.3333740234375,191.0375823974609,187.8571014404297,-0.019389945829175415,-0.002787903214605203
127,127,127,127,2019-08-07,190.62808227539065,195.8558654785156,187.8190155029297,-0.026691992044008517,0.01495624266232598
128,128,128,128,2019-08-08,195.2464141845703,192.0945587158203,190.4091339111328,0.01640783315165506,0.025404665070821286
129,129,129,129,2019-08-09,196.1320343017578,191.3327789306641,188.4950714111328,0.025083288905937584,0.040515451324282914
130,130,130,130,2019-08-12,195.08457946777344,190.4376678466797,188.85693359375,0.02440122100652342,0.032975468549223175
131,131,131,131,2019-08-13,197.55088806152344,185.06707763671875,190.0853271484375,0.06745559817673263,0.03927478793382133
132,132,132,132,2019-08-14,192.00885009765625,187.3333740234375,191.0375823974609,0.024958051914624635,0.005084170810822908
133,133,133,133,2019-08-15,193.94186401367188,190.62808227539065,195.8558654785156,0.01738349197414668,-0.009772500099332837
134,134,134,134,2019-08-16,196.931884765625,195.2464141845703,192.0945587158203,0.008632530272547623,0.025182004540591496
135,135,135,135,2019-08-19,198.6078491210937,196.1320343017578,191.3327789306641,0.012623204710795699,0.03802312510741279
136,136,136,136,2019-08-20,196.73194885253903,195.08457946777344,190.4376678466797,0.008444385451991776,0.033051659774193665
137,137,137,137,2019-08-21,197.2080535888672,197.55088806152344,185.06707763671875,-0.0017354235965240106,0.06560311054341517
138,138,138,138,2019-08-22,196.99856567382807,192.00885009765625,187.3333740234375,0.02598690411214921,0.051593538528705185
139,139,139,139,2019-08-23,192.18028259277344,193.94186401367188,190.62808227539065,-0.009083038517017972,0.008142558529967259
140,140,140,140,2019-08-26,193.2086334228516,196.931884765625,195.2464141845703,-0.018906290097231215,-0.010436968946289427
141,141,141,141,2019-08-27,194.9417419433593,198.6078491210937,196.1320343017578,-0.018459024625452347,-0.006068831961265508
142,142,142,142,2019-08-28,194.9988708496093,196.73194885253903,195.08457946777344,-0.00880933683134899,-0.00043934081513763434
143,143,143,143,2019-08-29,197.11282348632807,197.2080535888672,197.55088806152344,-0.00048289154933622846,-0.002217477124471068
144,144,144,144,2019-08-30,196.45578002929688,196.99856567382807,192.00885009765625,-0.0027552771395802367,0.023160025849740196
145,145,145,145,2019-09-03,194.7227325439453,192.18028259277344,193.94186401367188,0.01322950469668771,0.004026302078948829
146,146,146,146,2019-09-04,196.95098876953125,193.2086334228516,196.931884765625,0.01936950373480073,9.700818091995522e-05
147,147,147,147,2019-09-05,195.52261352539065,194.9417419433593,198.6078491210937,0.0029797188444131706,-0.015534308484565162
148,148,148,148,2019-09-06,196.817626953125,194.9988708496093,196.73194885253903,0.009327008385183966,0.0004355067953409897
149,149,149,149,2019-09-09,191.18994140625,197.11282348632807,197.2080535888672,-0.030048182433391468,-0.030516563969357757
150,150,150,150,2019-09-10,187.8380584716797,196.45578002929688,196.99856567382807,-0.043865960860668296,-0.046500375121083404
151,151,151,151,2019-09-11,187.7713928222656,194.7227325439453,192.18028259277344,-0.03569865536942851,-0.0229414262016161
152,152,152,152,2019-09-12,188.32369995117188,196.95098876953125,193.2086334228516,-0.04380424222421586,-0.025283204922777247
153,153,153,153,2019-09-13,189.3902130126953,195.52261352539065,194.9417419433593,-0.03136414966087275,-0.028477887164243043
154,154,154,154,2019-09-16,183.35812377929688,196.817626953125,194.9988708496093,-0.0683856592633022,-0.05969648449549336
155,155,155,155,2019-09-17,185.9446716308593,191.18994140625,197.11282348632807,-0.027434862612595756,-0.05665867728916896
156,156,156,156,2019-09-18,187.128158569336,187.8380584716797,196.45578002929688,-0.0037793187819321616,-0.047479496192832205
157,157,157,157,2019-09-19,187.54815673828125,187.7713928222656,194.7227325439453,-0.0011888716413561706,-0.03684508589178148
158,158,158,158,2019-09-20,187.128158569336,188.32369995117188,196.95098876953125,-0.006348332058821349,-0.04987449040781289
159,159,159,159,2019-09-23,186.9086761474609,189.3902130126953,195.52261352539065,-0.01310277244932434,-0.0440559647941241
160,160,160,160,2019-09-24,185.9828338623047,183.35812377929688,196.817626953125,0.014314664814999434,-0.05504991223880973
161,161,161,161,2019-09-25,188.3116607666016,185.9446716308593,191.18994140625,0.012729534624370986,-0.015054561021766832
162,162,162,162,2019-09-26,189.39019775390625,187.128158569336,187.8380584716797,0.01208818171388204,0.00826317783975905
163,163,163,163,2019-09-27,188.77931213378903,187.54815673828125,187.7713928222656,0.006564476115997309,0.005367800155146485
164,164,164,164,2019-09-30,189.01795959472656,187.128158569336,188.32369995117188,0.01009896661111176,0.0036865229587921267
165,165,165,165,2019-10-01,186.93728637695312,186.9086761474609,189.3902130126953,0.00015307063364811135,-0.012951707465357565
166,166,166,166,2019-10-02,183.0908660888672,185.9828338623047,183.35812377929688,-0.015549648929312543,-0.0014575721267271469
167,167,167,167,2019-10-03,184.04530334472656,188.3116607666016,185.9446716308593,-0.02265583238184521,-0.010214695960222953
168,168,168,168,2019-10-04,185.75376892089844,189.39019775390625,187.128158569336,-0.01920072356507585,-0.007344643686686525
169,169,169,169,2019-10-07,182.4036560058593,188.77931213378903,187.54815673828125,-0.03377306578705652,-0.02743029215478232
170,170,170,170,2019-10-08,181.0101623535156,189.01795959472656,187.128158569336,-0.04236527184178951,-0.03269415069647852
171,171,171,171,2019-10-09,182.5945739746093,186.93728637695312,186.9086761474609,-0.023230851835448707,-0.023081337163011195
172,172,172,172,2019-10-10,184.388916015625,183.0908660888672,185.9828338623047,0.007089648732819809,-0.008570241745320284
173,173,173,173,2019-10-11,185.8683319091797,184.04530334472656,188.3116607666016,0.00990532510921227,-0.012974920657994882
174,174,174,174,2019-10-14,185.1715850830078,185.75376892089844,189.39019775390625,-0.003134169719800073,-0.022274714958480102
175,175,175,175,2019-10-15,185.7823638916016,182.4036560058593,188.77931213378903,0.01852324651669135,-0.015875406093563305
176,176,176,176,2019-10-16,186.33599853515625,181.0101623535156,189.01795959472656,0.02942285732686778,-0.01418892186393661
177,177,177,177,2019-10-17,185.2001800537109,182.5945739746093,186.93728637695312,0.014269898729104336,-0.009292455009426992
178,178,178,178,2019-10-18,184.9901885986328,184.388916015625,183.0908660888672,0.003260893311813007,0.0103736606327689
179,179,179,179,2019-10-21,182.8809051513672,185.8683319091797,184.04530334472656,-0.016072812012281057,-0.006326693331469513
180,180,180,180,2019-10-22,179.81712341308594,185.1715850830078,185.75376892089844,-0.02891621664048294,-0.03195975802967732
181,181,181,181,2019-10-23,179.7694091796875,185.7823638916016,182.4036560058593,-0.032365584041241235,-0.014441853216402456
182,182,182,182,2019-10-24,182.1364288330078,186.33599853515625,181.0101623535156,-0.02253761879165872,0.006222117393014592
183,183,183,183,2019-10-25,183.1958465576172,185.2001800537109,182.5945739746093,-0.010822524554308877,0.0032929378454120695
184,184,184,184,2019-10-28,182.86178588867188,184.9901885986328,184.388916015625,-0.01150548970236942,-0.008282114564975851
185,185,185,185,2019-10-29,185.65830993652344,182.8809051513672,185.8683319091797,0.015186958872810852,-0.0011299502744710477
186,186,186,186,2019-10-30,184.88522338867188,179.81712341308594,185.1715850830078,0.028184746143131267,-0.0015464667227834683
187,187,187,187,2019-10-31,183.3199615478516,179.7694091796875,185.7823638916016,0.01975059263066914,-0.013254230876224238
188,188,188,188,2019-11-01,182.27957153320312,182.1364288330078,186.33599853515625,0.0007859092281123914,-0.021769422086134305
189,189,189,189,2019-11-04,181.1915435791016,183.1958465576172,185.2001800537109,-0.010940766486674747,-0.021644884327038705
190,190,190,190,2019-11-05,184.17892456054688,182.86178588867188,184.9901885986328,0.007202919218326498,-0.004385443596936378
191,191,191,191,2019-11-06,184.16940307617188,185.65830993652344,182.8809051513672,-0.008019607960778163,0.007045557455756413
192,192,192,192,2019-11-07,182.10780334472656,184.88522338867188,179.81712341308594,-0.015022401428515075,0.012738942143893262
193,193,193,193,2019-11-08,181.7164764404297,183.3199615478516,179.7694091796875,-0.008746920378353562,0.010830915391149887
194,194,194,194,2019-11-11,180.23709106445312,182.27957153320312,182.1364288330078,-0.011205207756251223,-0.010428104804317329
195,195,195,195,2019-11-12,179.74078369140625,181.1915435791016,183.1958465576172,-0.008006774814311335,-0.018859941047431383
196,196,196,196,2019-11-13,181.7260131835937,184.17892456054688,182.86178588867188,-0.013318089367748587,-0.006211099271280496
197,197,197,197,2019-11-14,183.02403259277344,184.16940307617188,185.65830993652344,-0.006219113839038282,-0.014188846944963918
198,198,198,198,2019-11-15,183.00498962402344,182.10780334472656,184.88522338867188,0.004926676742119218,-0.010169735202124497
199,199,199,199,2019-11-18,182.54684448242188,181.7164764404297,183.3199615478516,0.0045695803608893915,-0.004217309773043465
200,200,200,200,2019-11-19,180.8002014160156,180.23709106445312,182.27957153320312,0.003124275631818163,-0.008115940281975376
201,201,201,201,2019-11-20,177.73648071289062,179.74078369140625,181.1915435791016,-0.011151075105785502,-0.01906856577278737
202,202,202,202,2019-11-21,174.68223571777344,181.7260131835937,184.17892456054688,-0.03876042478686903,-0.0515622993533742
203,203,203,203,2019-11-22,174.1954345703125,183.02403259277344,184.16940307617188,-0.048237370237079635,-0.05415649037931769
204,204,204,204,2019-11-25,173.7659149169922,183.00498962402344,182.10780334472656,-0.05048537051373603,-0.045807418872344186
205,205,205,205,2019-11-26,177.74600219726562,182.54684448242188,181.7164764404297,-0.026299234581502406,-0.02184983068646318
206,206,206,206,2019-11-27,178.43319702148438,180.8002014160156,180.23709106445312,-0.013091823880687081,-0.010008450715195294
207,207,207,207,2019-11-29,178.1659393310547,177.73648071289062,179.74078369140625,0.0024162660160791383,-0.008761753053527221
208,208,208,208,2019-12-02,176.72474670410156,174.68223571777344,181.7260131835937,0.011692722948818401,-0.027520916746461954
209,209,209,209,2019-12-03,176.8965301513672,174.1954345703125,183.02403259277344,0.015506121545133977,-0.033479223217859455
210,210,210,210,2019-12-04,175.5030975341797,173.7659149169922,183.00498962402344,0.00999725762107806,-0.04099282814777938
211,211,211,211,2019-12-05,176.6197509765625,177.74600219726562,182.54684448242188,-0.006336295650988477,-0.032468890506787806
212,212,212,212,2019-12-06,177.9177703857422,178.43319702148438,180.8002014160156,-0.0028886252353598207,-0.015942631743208202
213,213,213,213,2019-12-09,176.76290893554688,178.1659393310547,177.73648071289062,-0.007874851954170703,-0.005477613675250015
214,214,214,214,2019-12-10,176.71519470214844,176.72474670410156,174.68223571777344,-5.405016632509252e-05,0.011638040788873205
215,215,215,215,2019-12-11,176.67703247070312,176.8965301513672,174.1954345703125,-0.0012408252466922232,0.014246055911350197
216,216,216,216,2019-12-12,176.74380493164062,175.5030975341797,173.7659149169922,0.007069433046441365,0.017137365610919497
217,217,217,217,2019-12-13,177.0492706298828,176.6197509765625,177.74600219726562,0.002431889134399956,-0.003919815685134664
218,218,218,218,2019-12-16,177.95828247070312,177.9177703857422,178.43319702148438,0.00022770117269965695,-0.002661581806013724
219,219,219,219,2019-12-17,178.83859252929688,176.76290893554688,178.1659393310547,0.011742755345279132,0.003775430931230339
220,220,220,220,2019-12-18,177.68075561523438,176.71519470214844,176.72474670410156,0.005463938257903589,0.005409592764806792
221,221,221,221,2019-12-19,183.50811767578125,176.67703247070312,176.8965301513672,0.03866425142844121,0.03737545060243219
222,222,222,222,2019-12-20,182.97222900390625,176.74380493164062,175.5030975341797,0.03523984376524303,0.042558402527749895
223,223,223,223,2019-12-23,183.9099884033203,177.0492706298828,176.6197509765625,0.03875033062282229,0.04127645626521814
224,224,224,224,2019-12-24,183.1923370361328,177.95828247070312,177.9177703857422,0.029411694093481433,0.029646092343417196
225,225,225,225,2019-12-26,183.37413024902344,178.83859252929688,176.76290893554688,0.02536106807586047,0.037401632238849514
226,226,226,226,2019-12-27,183.4123992919922,177.68075561523438,176.71519470214844,0.03225810052929767,0.03789829505681053
227,227,227,227,2019-12-30,183.35498046875,183.50811767578125,176.67703247070312,-0.0008344982716340654,0.03779748790581605
228,228,228,228,2019-12-31,184.6659240722656,182.97222900390625,176.74380493164062,0.00925656903006411,0.04482261284172884
229,229,229,229,2020-01-02,182.0249786376953,183.9099884033203,177.0492706298828,-0.010249632344552784,0.028103521636155815
230,230,230,230,2020-01-03,181.1542205810547,183.1923370361328,177.95828247070312,-0.011125555184527847,0.017958917483246184
231,231,231,231,2020-01-06,179.6136474609375,183.37413024902344,178.83859252929688,-0.020507160868216134,0.004333823704822937
232,232,232,232,2020-01-07,179.38401794433594,183.4123992919922,177.68075561523438,-0.021963516987982268,0.00958608220234014
233,233,233,233,2020-01-08,179.4510040283203,183.35498046875,183.50811767578125,-0.021291902900314463,-0.022108633115778376
234,234,234,234,2020-01-09,181.8431854248047,184.6659240722656,182.97222900390625,-0.015285649811365709,-0.006170573453950001
235,235,235,235,2020-01-10,180.781005859375,182.0249786376953,183.9099884033203,-0.006834077320763354,-0.0170136628853641
236,236,236,236,2020-01-13,183.154052734375,181.1542205810547,183.1923370361328,0.011039390343243527,-0.0002089841877516152
237,237,237,237,2020-01-14,181.7666015625,179.6136474609375,183.37413024902344,0.011986584159929814,-0.008766387517914365
238,238,238,238,2020-01-15,183.1923370361328,179.38401794433594,183.4123992919922,0.021229979880251326,-0.0011998221314853952
239,239,239,239,2020-01-16,184.6754608154297,179.4510040283203,183.35498046875,0.029113555621482545,0.007201769721792539
240,240,240,240,2020-01-17,187.1442108154297,181.8431854248047,184.6659240722656,0.029151630720949173,0.013420379290952855
241,241,241,241,2020-01-21,187.1058807373047,180.781005859375,182.0249786376953,0.03498639056610653,0.027913213547039906
242,242,242,242,2020-01-22,187.9288482666016,183.154052734375,181.1542205810547,0.026069832804362703,0.037397018208116695
243,243,243,243,2020-01-23,189.74688720703125,181.7666015625,179.6136474609375,0.043904026239866,0.05641686970527959
