,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,PPL,PPL_6m,PPL_12m,PPL_6m_ret,PPL_12m_ret
34,34,34,34,2019-03-26,26.00661849975586,26.223005294799805,25.62994766235352,-0.0082517923712907,0.014696512156972208
35,35,35,35,2019-03-27,25.9184627532959,25.726119995117188,25.950517654418945,0.0074765552759303855,-0.0012352316647367134
36,36,36,36,2019-03-28,25.31738471984864,25.73413276672364,26.02264976501465,-0.016194369192572555,-0.02710196892071226
37,37,37,37,2019-03-29,25.437599182128903,25.886404037475582,26.046693801879883,-0.017337473937938497,-0.023384719165663204
38,38,38,38,2019-04-01,25.357458114624023,25.798248291015625,26.11881828308105,-0.017086050627131533,-0.02914987041929895
39,39,39,39,2019-04-02,25.421571731567383,25.926477432250977,26.23904037475586,-0.019474519899703835,-0.03115466996936933
40,40,40,40,2019-04-03,25.557811737060547,26.00661849975586,26.223005294799805,-0.017257405560031747,-0.025366793403774013
41,41,41,41,2019-04-04,25.38149642944336,25.9184627532959,25.726119995117188,-0.020717522059993887,-0.013395862482925458
42,42,42,42,2019-04-05,25.766191482543945,25.31738471984864,25.73413276672364,0.01772721660083021,0.001245766317867103
43,43,43,43,2019-04-08,25.58987617492676,25.437599182128903,25.886404037475582,0.005986295786311491,-0.011454965398806971
44,44,44,44,2019-04-09,25.645971298217773,25.357458114624023,25.798248291015625,0.011377843247914576,-0.005902609784978363
45,45,45,45,2019-04-10,25.437599182128903,25.421571731567383,25.926477432250977,0.0006304665474958782,-0.01885633138553322
46,46,46,46,2019-04-11,25.62192916870117,25.557811737060547,26.00661849975586,0.002508721493853283,-0.014791978090435087
47,47,47,47,2019-04-12,25.53377151489257,25.38149642944336,25.9184627532959,0.005999452627724722,-0.014842363224431887
48,48,48,48,2019-04-15,25.54980087280273,25.766191482543945,25.31738471984864,-0.00839823805112272,0.009180101164709908
49,49,49,49,2019-04-16,25.10099601745605,25.58987617492676,25.437599182128903,-0.01910443622817215,-0.013232505247953275
50,50,50,50,2019-04-17,24.916662216186523,25.645971298217773,25.357458114624023,-0.028437569142952812,-0.017383284099098506
51,51,51,51,2019-04-18,24.82049560546875,25.437599182128903,25.421571731567383,-0.024259505476196708,-0.023644333735362344
52,52,52,52,2019-04-22,24.71630859375,25.62192916870117,25.557811737060547,-0.03534552644292854,-0.03292547703097404
53,53,53,53,2019-04-23,24.73233985900879,25.53377151489257,25.38149642944336,-0.03138712412368638,-0.025575977060262156
54,54,54,54,2019-04-24,24.804462432861328,25.54980087280273,25.766191482543945,-0.02917198625742723,-0.03732523102353591
55,55,55,55,2019-04-25,24.684249877929688,25.10099601745605,25.58987617492676,-0.016602773022893036,-0.03539002263263846
56,56,56,56,2019-04-26,24.668222427368164,24.916662216186523,25.645971298217773,-0.009970829425819616,-0.03812485241756303
57,57,57,57,2019-04-29,24.499923706054688,24.82049560546875,25.437599182128903,-0.012915612343511351,-0.03686179145133228
58,58,58,58,2019-04-30,25.012836456298828,24.71630859375,25.62192916870117,0.011997255230249415,-0.02377232051466238
59,59,59,59,2019-05-01,24.916662216186523,24.73233985900879,25.53377151489257,0.007452685764003597,-0.02416835673281237
60,60,60,60,2019-05-02,24.63616180419922,24.804462432861328,25.54980087280273,-0.006785094783555601,-0.03575914634920163
61,61,61,61,2019-05-03,25.020856857299805,24.684249877929688,25.10099601745605,0.013636508341745346,-0.0031926685339703775
62,62,62,62,2019-05-06,24.8525505065918,24.668222427368164,24.916662216186523,0.007472288680968608,-0.002573045660709483
63,63,63,63,2019-05-07,24.812480926513672,24.499923706054688,24.82049560546875,0.012757477297030917,-0.0003229056777299677
64,64,64,64,2019-05-08,24.33963394165039,25.012836456298828,24.71630859375,-0.026914281226146586,-0.01523992349710579
65,65,65,65,2019-05-09,24.251474380493164,24.916662216186523,24.73233985900879,-0.026696506535343056,-0.01944278144554401
66,66,66,66,2019-05-10,24.87659454345703,24.63616180419922,24.804462432861328,0.009759342432019258,0.0029080295850372195
67,67,67,67,2019-05-13,25.125043869018555,25.020856857299805,24.684249877929688,0.0041640065451376,0.01785729739687092
68,68,68,68,2019-05-14,24.916662216186523,24.8525505065918,24.668222427368164,0.0025796833036400013,0.010071248122958787
69,69,69,69,2019-05-15,24.56403350830078,24.812480926513672,24.499923706054688,-0.010013001881944428,0.002616734770902518
70,70,70,70,2019-05-16,23.98699951171875,24.33963394165039,25.012836456298828,-0.014488074503380521,-0.041012419617917795
71,71,71,71,2019-05-17,23.874799728393555,24.251474380493164,24.916662216186523,-0.015532031009322433,-0.041813886577317994
72,72,72,72,2019-05-20,23.794654846191406,24.87659454345703,24.63616180419922,-0.043492275253977364,-0.03415738882930941
73,73,73,73,2019-05-21,24.21941947937012,25.125043869018555,25.020856857299805,-0.036044688891674004,-0.03203077266699861
74,74,74,74,2019-05-22,24.083175659179688,24.916662216186523,24.8525505065918,-0.033450971473433566,-0.030957581082394214
75,75,75,75,2019-05-23,24.33161735534668,24.56403350830078,24.812480926513672,-0.009461644516791656,-0.019379906934383184
76,76,76,76,2019-05-24,24.684249877929688,23.98699951171875,24.33963394165039,0.029067844265819875,0.014158632669063476
77,77,77,77,2019-05-28,24.507930755615234,23.874799728393555,24.251474380493164,0.02651879950509972,0.010574877679534023
78,78,78,78,2019-05-29,23.92288398742676,23.794654846191406,24.87659454345703,0.005388989336648331,-0.03833766532489924
79,79,79,79,2019-05-30,23.95494270324707,24.21941947937012,25.125043869018555,-0.010920029538624143,-0.04657110936289044
80,80,80,80,2019-05-31,23.85075759887696,24.083175659179688,24.916662216186523,-0.009650640081352302,-0.042778788268724166
81,81,81,81,2019-06-03,24.187360763549805,24.33161735534668,24.56403350830078,-0.005928771182371673,-0.015334319773814387
82,82,82,82,2019-06-04,24.49190330505371,24.684249877929688,23.98699951171875,-0.007792279442445427,0.021049060058065727
83,83,83,83,2019-06-05,24.964752197265625,24.507930755615234,23.874799728393555,0.01863973936460228,0.04565284238073941
84,84,84,84,2019-06-06,25.261287689208984,23.92288398742676,23.794654846191406,0.05594658664422125,0.0616370715397172
85,85,85,85,2019-06-07,25.19063186645508,23.95494270324707,24.21941947937012,0.0515838914129616,0.04010056425639075
86,86,86,86,2019-06-10,24.92264747619629,23.85075759887696,24.083175659179688,0.04494154422037311,0.034857189471049876
87,87,87,87,2019-06-11,24.85767936706543,24.187360763549805,24.33161735534668,0.027713590170854507,0.021620511453717794
88,88,88,88,2019-06-12,25.3043212890625,24.49190330505371,24.684249877929688,0.03317087993896961,0.02512012373068795
89,89,89,89,2019-06-13,25.263721466064453,24.964752197265625,24.507930755615234,0.011975655373481997,0.030838617832966264
90,90,90,90,2019-06-14,25.539825439453125,25.261287689208984,23.92288398742676,0.011026268877145418,0.06758973762846421
91,91,91,91,2019-06-17,25.12566375732422,25.19063186645508,23.95494270324707,-0.0025790583370549625,0.048871795210700286
92,92,92,92,2019-06-18,25.23935508728028,24.92264747619629,23.85075759887696,0.012707623112130362,0.058220267538533266
93,93,93,93,2019-06-19,25.48298072814941,24.85767936706543,24.187360763549805,0.02515525893830861,0.05356599164602094
94,94,94,94,2019-06-20,25.612913131713867,25.3043212890625,24.49190330505371,0.012195223065901928,0.045770629285019515
95,95,95,95,2019-06-21,25.783447265625,25.263721466064453,24.964752197265625,0.020572020644649358,0.032794039447707535
96,96,96,96,2019-06-24,25.645395278930664,25.539825439453125,25.261287689208984,0.0041335380199762906,0.01520538439874386
97,97,97,97,2019-06-25,25.515464782714844,25.12566375732422,25.19063186645508,0.015514058818724585,0.012894988818931585
98,98,98,98,2019-06-26,25.223119735717773,25.23935508728028,24.92264747619629,-0.0006432554043620531,0.012056193460524778
99,99,99,99,2019-06-27,25.328689575195312,25.48298072814941,24.85767936706543,-0.0060546744747038694,0.018948277559406312
100,100,100,100,2019-06-28,25.182512283325195,25.612913131713867,25.3043212890625,-0.016804056851141613,-0.004813763006951466
101,101,101,101,2019-07-01,24.83331680297852,25.783447265625,25.263721466064453,-0.036850404558323446,-0.017036471197011682
102,102,102,102,2019-07-02,25.00385475158692,25.645395278930664,25.539825439453125,-0.025015817473899915,-0.020985683286552703
103,103,103,103,2019-07-03,25.24747467041016,25.515464782714844,25.12566375732422,-0.010503046469536814,0.004848067468483652
104,104,104,104,2019-07-05,25.182512283325195,25.223119735717773,25.23935508728028,-0.0016099298111437177,-0.00225214961945408
105,105,105,105,2019-07-08,25.198755264282227,25.328689575195312,25.48298072814941,-0.005129926304609622,-0.011153540745459933
106,106,106,106,2019-07-09,24.92264747619629,25.182512283325195,25.612913131713867,-0.010319256641482033,-0.026949908117358645
107,107,107,107,2019-07-10,24.64653968811035,24.83331680297852,25.783447265625,-0.007521231108595483,-0.04409447525779053
108,108,108,108,2019-07-11,24.735870361328125,25.00385475158692,25.645395278930664,-0.010717723043955352,-0.03546542791445184
109,109,109,109,2019-07-12,24.57345390319824,25.24747467041016,25.515464782714844,-0.02669656177541857,-0.03691921301605128
110,110,110,110,2019-07-15,24.776477813720703,25.182512283325195,25.223119735717773,-0.016123668085068377,-0.017707639922296847
111,111,111,111,2019-07-16,24.654661178588867,25.198755264282227,25.328689575195312,-0.021592101672759267,-0.026611262087026022
112,112,112,112,2019-07-17,24.679027557373047,24.92264747619629,25.182512283325195,-0.009775041718819155,-0.019993427196123514
113,113,113,113,2019-07-18,24.93077087402344,24.64653968811035,24.83331680297852,0.011532295791210068,0.0039243276207563405
114,114,114,114,2019-07-19,24.5003662109375,24.735870361328125,25.00385475158692,-0.009520754554034672,-0.020136436787510426
115,115,115,115,2019-07-22,24.492244720458984,24.57345390319824,25.24747467041016,-0.0033047524804270534,-0.029913088727099413
116,116,116,116,2019-07-23,24.43539810180664,24.776477813720703,25.182512283325195,-0.013766271157604981,-0.029667976455759026
117,117,117,117,2019-07-24,24.62217712402344,24.654661178588867,25.198755264282227,-0.0013175624004777564,-0.022881215131925647
118,118,118,118,2019-07-25,24.50848960876465,24.679027557373047,24.92264747619629,-0.006910237780315187,-0.016617731636544786
119,119,119,119,2019-07-26,24.62217712402344,24.93077087402344,24.64653968811035,-0.012378026799064523,-0.000988478074212762
120,120,120,120,2019-07-29,24.41103744506836,24.5003662109375,24.735870361328125,-0.003646017577862204,-0.013132059293438414
121,121,121,121,2019-07-30,24.134933471679688,24.492244720458984,24.57345390319824,-0.014588750555837193,-0.017845290826678517
122,122,122,122,2019-07-31,24.06184768676757,24.43539810180664,24.776477813720703,-0.015287265363253977,-0.028843087880610074
123,123,123,123,2019-08-01,24.134933471679688,24.62217712402344,24.654661178588867,-0.019788812739404693,-0.021080302144266816
124,124,124,124,2019-08-02,24.086206436157227,24.50848960876465,24.679027557373047,-0.017230077387404785,-0.02402125123599974
125,125,125,125,2019-08-05,23.53399085998535,24.62217712402344,24.93077087402344,-0.044195371455449606,-0.05602634676224394
126,126,126,126,2019-08-06,24.02936553955078,24.41103744506836,24.5003662109375,-0.01563521855129857,-0.01922422984748917
127,127,127,127,2019-08-07,24.19989776611328,24.134933471679688,24.492244720458984,0.0026917121818390566,-0.011936307091587217
128,128,128,128,2019-08-08,24.2080192565918,24.06184768676757,24.43539810180664,0.006074827325277088,-0.009305305535334374
129,129,129,129,2019-08-09,23.85882377624512,24.134933471679688,24.62217712402344,-0.011440250944074859,-0.031002674699855404
130,130,130,130,2019-08-12,23.80198097229004,24.086206436157227,24.50848960876465,-0.01180034160300647,-0.02882709819139362
131,131,131,131,2019-08-13,24.06996726989746,23.53399085998535,24.62217712402344,0.022774565227839272,-0.022427336597590997
132,132,132,132,2019-08-14,23.696409225463867,24.02936553955078,24.41103744506836,-0.013856225772540198,-0.029274799205589064
133,133,133,133,2019-08-15,23.72889518737793,24.19989776611328,24.134933471679688,-0.019462998698899003,-0.016823675307752972
134,134,134,134,2019-08-16,23.883188247680664,24.2080192565918,24.06184768676757,-0.013418322476866251,-0.0074250091436310894
135,135,135,135,2019-08-19,23.915674209594727,23.85882377624512,24.134933471679688,0.0023827844106132368,-0.009084726185064618
136,136,136,136,2019-08-20,23.988758087158203,23.80198097229004,24.086206436157227,0.007847124787033755,-0.004045815569061029
137,137,137,137,2019-08-21,24.16741943359375,24.06996726989746,23.53399085998535,0.004048703623214633,0.026915476315808817
138,138,138,138,2019-08-22,24.216136932373047,23.696409225463867,24.02936553955078,0.021932762131348094,0.007772631054900447
139,139,139,139,2019-08-23,23.915674209594727,23.72889518737793,24.19989776611328,0.007871374572725465,-0.011744824679240984
140,140,140,140,2019-08-26,23.94003677368164,23.883188247680664,24.2080192565918,0.002380273747852657,-0.011069988009745568
141,141,141,141,2019-08-27,23.696409225463867,23.915674209594727,23.85882377624512,-0.009168254351068716,-0.006807315913995748
142,142,142,142,2019-08-28,23.68828773498535,23.988758087158203,23.80198097229004,-0.012525465098324529,-0.004776629198932958
143,143,143,143,2019-08-29,23.80198097229004,24.16741943359375,24.06996726989746,-0.015121120494798745,-0.011133637806918562
144,144,144,144,2019-08-30,23.99687957763672,24.216136932373047,23.696409225463867,-0.009054183801018079,0.012679995070728589
145,145,145,145,2019-09-03,24.102447509765625,23.915674209594727,23.72889518737793,0.007809660665805795,0.015742508002917877
146,146,146,146,2019-09-04,24.110570907592773,23.94003677368164,23.883188247680664,0.007123386464410464,0.009520615822060208
147,147,147,147,2019-09-05,24.451642990112305,23.696409225463867,23.915674209594727,0.031871232365318525,0.022410774449442616
148,148,148,148,2019-09-06,24.19178009033203,23.68828773498535,23.988758087158203,0.02125490710766198,0.00846321441219211
149,149,149,149,2019-09-09,24.16954231262207,23.80198097229004,24.16741943359375,0.01544246845503916,8.784053399457648e-05
150,150,150,150,2019-09-10,24.704814910888672,23.99687957763672,24.216136932373047,0.029501141219698157,0.020179848663737232
151,151,151,151,2019-09-11,25.322433471679688,24.102447509765625,23.915674209594727,0.050616683696531606,0.0588216434860358
152,152,152,152,2019-09-12,25.42948341369629,24.110570907592773,23.94003677368164,0.054702665945092654,0.06221572063966341
153,153,153,153,2019-09-13,25.42948341369629,24.451642990112305,23.696409225463867,0.03999078605799222,0.07313657405823681
154,154,154,154,2019-09-16,25.635366439819336,24.19178009033203,23.68828773498535,0.059672597225047364,0.08219583984360068
155,155,155,155,2019-09-17,25.62712478637696,24.16954231262207,23.80198097229004,0.06030658151907553,0.07668033245685435
156,156,156,156,2019-09-18,25.7094783782959,24.704814910888672,23.99687957763672,0.04066670691648944,0.07136756239987108
157,157,157,157,2019-09-19,25.972993850708008,25.322433471679688,24.102447509765625,0.025691068741710676,0.0776081491385674
158,158,158,158,2019-09-20,26.08828353881836,25.42948341369629,24.110570907592773,0.02590694094742174,0.08202678562882038
159,159,159,159,2019-09-23,26.0141716003418,25.42948341369629,24.451642990112305,0.022992531037048014,0.0639028064846745
160,160,160,160,2019-09-24,26.005935668945312,25.635366439819336,24.19178009033203,0.014455390368455001,0.07499057828068989
161,161,161,161,2019-09-25,25.651830673217773,25.62712478637696,24.16954231262207,0.0009640522316396449,0.06132877244521118
162,162,162,162,2019-09-26,26.11299133300781,25.7094783782959,24.704814910888672,0.01569510469152724,0.05700007983053057
163,163,163,163,2019-09-27,26.022401809692383,25.972993850708008,25.322433471679688,0.0019022820113987482,0.027642222411030648
164,164,164,164,2019-09-30,25.931819915771484,26.08828353881836,25.42948341369629,-0.005997467131713119,0.019754097788893255
165,165,165,165,2019-10-01,25.783588409423828,26.0141716003418,25.42948341369629,-0.008863752975126205,0.013924977946536687
166,166,166,166,2019-10-02,25.18244171142578,26.005935668945312,25.635366439819336,-0.03166561541959423,-0.017667963883286952
167,167,167,167,2019-10-03,25.174205780029297,25.651830673217773,25.62712478637696,-0.018619524636389717,-0.017673422599027933
168,168,168,168,2019-10-04,25.47066307067871,26.11299133300781,25.7094783782959,-0.02459803452380316,-0.00928899855933274
169,169,169,169,2019-10-07,25.37184333801269,26.022401809692383,25.972993850708008,-0.024999939530461868,-0.02314521445431783
170,170,170,170,2019-10-08,24.87774658203125,25.931819915771484,26.08828353881836,-0.040647873429784154,-0.04640155627662801
171,171,171,171,2019-10-09,24.96009826660156,25.783588409423828,26.0141716003418,-0.03193853895531806,-0.04051919661075776
172,172,172,172,2019-10-10,25.16596984863281,25.18244171142578,26.005935668945312,-0.0006541010987627383,-0.03229900400451802
173,173,173,173,2019-10-11,25.882413864135746,25.174205780029297,25.651830673217773,0.028132291055961378,0.008988956533177106
174,174,174,174,2019-10-14,26.47532844543457,25.47066307067871,26.11299133300781,0.03944402122426127,0.01387574130462621
175,175,175,175,2019-10-15,26.28592109680176,25.37184333801269,26.022401809692383,0.0360272506262711,0.010126632008703673
176,176,176,176,2019-10-16,26.689434051513672,24.87774658203125,25.931819915771484,0.07282361621896127,0.02921561765440983
177,177,177,177,2019-10-17,26.42591667175293,24.96009826660156,25.783588409423828,0.05872646772039136,0.02491229118807725
178,178,178,178,2019-10-18,26.37650489807129,25.16596984863281,25.18244171142578,0.048102062297600945,0.04741649758703659
179,179,179,179,2019-10-21,26.88706970214844,25.882413864135746,25.174205780029297,0.03881615691976892,0.06804043539987115
180,180,180,180,2019-10-22,26.96118927001953,26.47532844543457,25.47066307067871,0.018351455982361653,0.05851933242588725
181,181,181,181,2019-10-23,27.323522567749023,26.28592109680176,25.37184333801269,0.03947365843206119,0.07692303644379983
182,182,182,182,2019-10-24,27.2823486328125,26.689434051513672,24.87774658203125,0.022215329862537825,0.09665674673758629
183,183,183,183,2019-10-25,27.3564682006836,26.42591667175293,24.96009826660156,0.0352135950661403,0.09600803284050219
184,184,184,184,2019-10-28,27.12588691711425,26.37650489807129,25.16596984863281,0.028410967333953208,0.07787965575218703
185,185,185,185,2019-10-29,27.15058708190918,26.88706970214844,25.882413864135746,0.009800896218143285,0.04899748626346989
186,186,186,186,2019-10-30,27.414112091064453,26.96118927001953,26.47532844543457,0.01679906685528021,0.03545881017358132
187,187,187,187,2019-10-31,27.57880401611328,27.323522567749023,26.28592109680176,0.00934291864203396,0.049185376253329194
188,188,188,188,2019-11-01,27.6611557006836,27.2823486328125,26.689434051513672,0.013884694201712122,0.03640847712598161
189,189,189,189,2019-11-04,27.56234169006348,27.3564682006836,26.42591667175293,0.007525587289617164,0.04300418533920869
190,190,190,190,2019-11-05,27.644689559936523,27.12588691711425,26.37650489807129,0.019125739350293935,0.0480800874401659
191,191,191,191,2019-11-06,27.430578231811523,27.15058708190918,26.88706970214844,0.01031252654160486,0.02021449476212922
192,192,192,192,2019-11-07,27.381166458129883,27.414112091064453,26.96118927001953,-0.0012017763998750652,0.01557710173331861
193,193,193,193,2019-11-08,27.768217086791992,27.57880401611328,27.323522567749023,0.006868066888181312,0.016275153320379543
194,194,194,194,2019-11-11,27.69409370422364,27.6611557006836,27.2823486328125,0.0011907674392370726,0.015091995082708198
195,195,195,195,2019-11-12,27.77644157409668,27.56234169006348,27.3564682006836,0.0077678408620260875,0.015351885716102132
196,196,196,196,2019-11-13,27.842321395874023,27.644689559936523,27.12588691711425,0.007148998201228274,0.02641146742773448
197,197,197,197,2019-11-14,27.68585777282715,27.430578231811523,27.15058708190918,0.009306385700596609,0.019714884591745196
198,198,198,198,2019-11-15,27.924673080444336,27.381166458129883,27.414112091064453,0.019849651881908015,0.018624020638855487
199,199,199,199,2019-11-18,27.710569381713867,27.768217086791992,27.57880401611328,-0.002076031921600996,0.004777776640480846
200,200,200,200,2019-11-19,27.644689559936523,27.69409370422364,27.6611557006836,-0.0017839234897794043,-0.0005952802885481612
201,201,201,201,2019-11-20,27.81761932373047,27.77644157409668,27.56234169006348,0.0014824702985780647,0.00926182675396614
202,202,202,202,2019-11-21,27.72702980041504,27.842321395874023,27.644689559936523,-0.0041408758206515905,0.002978519266783275
203,203,203,203,2019-11-22,27.850561141967773,27.68585777282715,27.430578231811523,0.005949007269056894,0.01531075672583504
204,204,204,204,2019-11-25,27.88350486755371,27.924673080444336,27.381166458129883,-0.0014742594397445519,0.018346128905500914
205,205,205,205,2019-11-26,28.08113670349121,27.710569381713867,27.768217086791992,0.013372779053103079,0.011268984815307359
206,206,206,206,2019-11-27,28.245838165283203,27.644689559936523,27.69409370422364,0.021745536481548422,0.01992282061844164
207,207,207,207,2019-11-29,28.023496627807617,27.81761932373047,27.77644157409668,0.007400967770865963,0.008894409784345081
208,208,208,208,2019-12-02,28.155250549316406,27.72702980041504,27.842321395874023,0.015444162320442878,0.011239334141468493
209,209,209,209,2019-12-03,28.155250549316406,27.850561141967773,27.68585777282715,0.01094015326281883,0.01695424358316089
210,210,210,210,2019-12-04,28.459949493408203,27.88350486755371,27.924673080444336,0.020673320251259453,0.019168582973983828
211,211,211,211,2019-12-05,28.26231002807617,28.08113670349121,27.710569381713867,0.006451780299991716,0.019910837585545682
212,212,212,212,2019-12-06,28.30348396301269,28.245838165283203,27.644689559936523,0.0020408598743704154,0.02383077594877081
213,213,213,213,2019-12-09,28.09760856628418,28.023496627807617,27.81761932373047,0.0026446356591711684,0.01006517629331638
214,214,214,214,2019-12-10,28.17261505126953,28.155250549316406,27.72702980041504,0.0006167411624595776,0.01607042853352514
215,215,215,215,2019-12-11,28.139280319213867,28.155250549316406,27.850561141967773,-0.0005672203156056321,0.010366727470026538
216,216,216,216,2019-12-12,28.00592041015625,28.459949493408203,27.88350486755371,-0.015953263843883958,0.004390249474878205
217,217,217,217,2019-12-13,29.70627784729004,28.26231002807617,28.08113670349121,0.051091641758207684,0.05787305410598931
218,218,218,218,2019-12-16,30.2147216796875,28.30348396301269,28.245838165283203,0.0675265885702423,0.06970526074967887
219,219,219,219,2019-12-17,29.981334686279297,28.09760856628418,28.023496627807617,0.06704222231409052,0.06986416022506359
220,220,220,220,2019-12-18,29.981334686279297,28.17261505126953,28.155250549316406,0.06420133990821197,0.06485767667967801
221,221,221,221,2019-12-19,29.772964477539062,28.139280319213867,28.155250549316406,0.058057069683111084,0.057456918218116604
222,222,222,222,2019-12-20,29.864648818969727,28.00592041015625,28.459949493408203,0.06636912415631291,0.049357056163675805
223,223,223,223,2019-12-23,29.72295188903809,29.70627784729004,28.26231002807617,0.0005612969027546377,0.051681616241237904
224,224,224,224,2019-12-24,29.689603805541992,30.2147216796875,28.30348396301269,-0.017379537025440484,0.04897347069854363
225,225,225,225,2019-12-26,29.614595413208008,29.981334686279297,28.09760856628418,-0.012232253063741205,0.05398989182104774
226,226,226,226,2019-12-27,29.606260299682617,29.981334686279297,28.17261505126953,-0.012510263152771817,0.050887901098428
227,227,227,227,2019-12-30,29.73128128051757,29.772964477539062,28.139280319213867,-0.0014000351578338233,0.05657575258656
228,228,228,228,2019-12-31,29.90632057189941,29.864648818969727,28.00592041015625,0.001395353857408077,0.06785708642712507
229,229,229,229,2020-01-02,29.52289772033692,29.72295188903809,29.70627784729004,-0.006730629227137741,-0.006173110205721977
230,230,230,230,2020-01-03,29.48956871032715,29.689603805541992,30.2147216796875,-0.006737546803420313,-0.023999988384730053
231,231,231,231,2020-01-06,29.52289772033692,29.614595413208008,29.981334686279297,-0.0030963682465231512,-0.015290745750294321
232,232,232,232,2020-01-07,29.32286834716797,29.606260299682617,29.981334686279297,-0.009572027998338117,-0.021962542561945075
233,233,233,233,2020-01-08,29.48956871032715,29.73128128051757,29.772964477539062,-0.00812990761850596,-0.009518560619843908
234,234,234,234,2020-01-09,29.59792137145996,29.90632057189941,29.864648818969727,-0.010312174635392246,-0.008931209910640003
235,235,235,235,2020-01-10,29.53957939147949,29.52289772033692,29.72295188903809,0.0005650417957134835,-0.006169390518248941
236,236,236,236,2020-01-13,29.531248092651367,29.48956871032715,29.689603805541992,0.0014133601862282852,-0.005333709197596792
237,237,237,237,2020-01-14,29.65627098083496,29.52289772033692,29.614595413208008,0.0045176209246615695,0.0014072644601574869
238,238,238,238,2020-01-15,29.88131523132324,29.32286834716797,29.606260299682617,0.019044756384114292,0.009290431444445968
239,239,239,239,2020-01-16,29.972999572753903,29.48956871032715,29.73128128051757,0.016393283576828344,0.008130100077278657
240,240,240,240,2020-01-17,30.081357955932617,29.59792137145996,29.90632057189941,0.01633346404314784,0.005852855874141749
241,241,241,241,2020-01-21,30.031349182128903,29.53957939147949,29.52289772033692,0.01664782643422691,0.01722227494768358
242,242,242,242,2020-01-22,30.148042678833008,29.531248092651367,29.48956871032715,0.020886167230267594,0.022329047093702092
