,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,KO,KO_6m,KO_12m,KO_6m_ret,KO_12m_ret
88,88,88,88,2019-06-12,44.562286376953125,43.14707946777344,42.8105354309082,0.03279959910697339,0.04091868808490062
89,89,89,89,2019-06-13,44.466644287109375,43.8201789855957,42.37042999267578,0.014752685098026852,0.0494735194992344
90,90,90,90,2019-06-14,44.62317657470703,44.355201721191406,41.94758605957031,0.006041565433521523,0.06378413554804041
91,91,91,91,2019-06-17,44.240516662597656,44.43285751342773,42.49987411499024,-0.004328797686980801,0.040956416550736785
92,92,92,92,2019-06-18,44.04049301147461,44.337928771972656,42.39632797241211,-0.006708381937003405,0.038780835928347024
93,93,93,93,2019-06-19,44.45794296264648,44.2947883605957,43.12981796264648,0.00368338145613345,0.030793661154569385
94,94,94,94,2019-06-20,44.92756652832031,44.562286376953125,43.14707946777344,0.008197069339693996,0.04126552903486136
95,95,95,95,2019-06-21,44.8318977355957,44.466644287109375,43.8201789855957,0.008214099677231745,0.02308796480116082
96,96,96,96,2019-06-24,45.15368270874024,44.62317657470703,44.355201721191406,0.01188857841944646,0.018001969477400515
97,97,97,97,2019-06-25,45.0145378112793,44.240516662597656,44.43285751342773,0.01749575292225325,0.01309121966049065
98,98,98,98,2019-06-26,44.45794296264648,44.04049301147461,44.337928771972656,0.00947877561368582,0.002706806429570552
99,99,99,99,2019-06-27,44.42314910888672,44.45794296264648,44.2947883605957,-0.0007826240136434848,0.002897874739711037
100,100,100,100,2019-06-28,44.28400039672852,44.92756652832031,44.562286376953125,-0.01432452681776375,-0.006244876617653272
101,101,101,101,2019-07-01,44.87538909912109,44.8318977355957,44.466644287109375,0.0009700986512299892,0.009192166815479741
102,102,102,102,2019-07-02,45.205867767333984,45.15368270874024,44.62317657470703,0.0011557209836097204,0.013058039282600742
103,103,103,103,2019-07-03,45.31022644042969,45.0145378112793,44.240516662597656,0.006568736313367296,0.024179414223170603
104,104,104,104,2019-07-05,45.31892395019531,44.45794296264648,44.04049301147461,0.019366190385196935,0.029028533772035958
105,105,105,105,2019-07-08,45.22325897216797,44.42314910888672,44.45794296264648,0.018011101854127354,0.01721438191966085
106,106,106,106,2019-07-09,44.866695404052734,44.28400039672852,44.92756652832031,0.013158138427061816,-0.001354872497472348
107,107,107,107,2019-07-10,45.06671524047852,44.87538909912109,44.8318977355957,0.004263498215800077,0.005237732880898793
108,108,108,108,2019-07-11,45.2580451965332,45.205867767333984,45.15368270874024,0.0011542180645169875,0.002311273002163272
109,109,109,109,2019-07-12,45.32762908935547,45.31022644042969,45.0145378112793,0.0003840777301933329,0.006955336948893942
110,110,110,110,2019-07-15,45.3363151550293,45.31892395019531,44.45794296264648,0.00038375149535974096,0.019757373685076463
111,111,111,111,2019-07-16,45.34500503540039,45.22325897216797,44.42314910888672,0.0026921116699560876,0.020751701421573898
112,112,112,112,2019-07-17,45.37979507446289,44.866695404052734,44.28400039672852,0.011436092312780533,0.024744708425558537
113,113,113,113,2019-07-18,45.24934005737305,45.06671524047852,44.87538909912109,0.004052321450987328,0.008333096732063394
114,114,114,114,2019-07-19,44.692752838134766,45.2580451965332,45.205867767333984,-0.012490428076238236,-0.011350626689440535
115,115,115,115,2019-07-22,44.5449104309082,45.32762908935547,45.31022644042969,-0.017268025576724355,-0.016890580110599518
116,116,116,116,2019-07-23,47.24960708618164,45.3363151550293,45.31892395019531,0.04220219320008178,0.04260213985018968
117,117,117,117,2019-07-24,46.77128982543945,45.34500503540039,45.22325897216797,0.031454066195947705,0.0342308557245774
118,118,118,118,2019-07-25,46.15381622314453,45.37979507446289,44.866695404052734,0.01705651485229409,0.02868766704345993
119,119,119,119,2019-07-26,47.1104621887207,45.24934005737305,45.06671524047852,0.041130370718951426,0.04534936565349024
120,120,120,120,2019-07-29,46.95391845703125,44.692752838134766,45.2580451965332,0.05059356328051279,0.03747119994099868
121,121,121,121,2019-07-30,46.7191047668457,44.5449104309082,45.32762908935547,0.04880904046961332,0.030698179133684222
122,122,122,122,2019-07-31,45.77115249633789,47.24960708618164,45.3363151550293,-0.03129030442829084,0.009591369299018826
123,123,123,123,2019-08-01,45.24934005737305,46.77128982543945,45.34500503540039,-0.03254025650664438,-0.002109713692889814
124,124,124,124,2019-08-02,45.510250091552734,46.15381622314453,45.37979507446289,-0.013943941893781453,0.002874737906501945
125,125,125,125,2019-08-05,44.91886901855469,47.1104621887207,45.24934005737305,-0.04652030713234501,-0.007303333891706343
126,126,126,126,2019-08-06,45.45807647705078,46.95391845703125,44.692752838134766,-0.031857660215288575,0.017124110517152902
127,127,127,127,2019-08-07,46.24947738647461,46.7191047668457,44.5449104309082,-0.01005214853141545,0.03826625621372148
128,128,128,128,2019-08-08,46.69300842285156,45.77115249633789,47.24960708618164,0.020140544343676403,-0.011779963848479458
129,129,129,129,2019-08-09,46.45819854736328,45.24934005737305,46.77128982543945,0.026715494379751847,-0.00669409116671138
130,130,130,130,2019-08-12,46.26687240600586,45.510250091552734,46.15381622314453,0.016625316559039538,0.0024495522171932294
131,131,131,131,2019-08-13,46.52776718139648,44.91886901855469,47.1104621887207,0.03581786892669103,-0.012368696468949891
132,132,132,132,2019-08-14,46.0842399597168,45.45807647705078,46.95391845703125,0.013774526579058533,-0.0185219578236121
133,133,133,133,2019-08-15,46.849552154541016,46.24947738647461,46.7191047668457,0.012974736191114111,0.0027921636843495357
134,134,134,134,2019-08-16,47.31917953491211,46.69300842285156,45.77115249633789,0.013410382693484824,0.03382101944446503
135,135,135,135,2019-08-19,47.56268310546875,46.45819854736328,45.24934005737305,0.023773727622681484,0.05112434888912287
136,136,136,136,2019-08-20,46.85825347900391,46.26687240600586,45.510250091552734,0.012781954825225927,0.029619775429478246
137,137,137,137,2019-08-21,47.04957962036133,46.52776718139648,44.91886901855469,0.011215075869221769,0.047434644913399326
138,138,138,138,2019-08-22,47.388763427734375,46.0842399597168,45.45807647705078,0.028307366448006688,0.04247181359858665
139,139,139,139,2019-08-23,46.73649597167969,46.849552154541016,46.24947738647461,-0.00241317531677554,0.010530250561220589
140,140,140,140,2019-08-26,47.43223571777344,47.31917953491211,46.69300842285156,0.0023892253410251474,0.015831648460673975
141,141,141,141,2019-08-27,47.588775634765625,47.56268310546875,46.45819854736328,0.0005485924593240377,0.024335362169709107
142,142,142,142,2019-08-28,47.927955627441406,46.85825347900391,46.26687240600586,0.02282846817832862,0.0359022154525388
143,143,143,143,2019-08-29,47.87577819824219,47.04957962036133,46.52776718139648,0.017560169177862628,0.02897218367669052
144,144,144,144,2019-08-30,47.8670768737793,47.388763427734375,46.0842399597168,0.010093393696046338,0.03868647753811105
145,145,145,145,2019-09-03,48.09319305419922,46.73649597167969,46.849552154541016,0.029028643553886235,0.02654541703100688
146,146,146,146,2019-09-04,48.50194549560547,47.43223571777344,47.31917953491211,0.022552379445002657,0.024995487502498026
147,147,147,147,2019-09-05,47.9366569519043,47.588775634765625,47.56268310546875,0.0073101548106342396,0.007862757565763712
148,148,148,148,2019-09-06,48.03232192993164,47.927955627441406,46.85825347900391,0.0021775663310470428,0.025055745013070174
149,149,149,149,2019-09-09,47.41484451293945,47.87577819824219,47.04957962036133,-0.009627701160159097,0.007763403956537296
150,150,150,150,2019-09-10,47.31048583984375,47.8670768737793,47.388763427734375,-0.01162784674324735,-0.0016518174822179876
151,151,151,151,2019-09-11,47.63227081298828,48.09319305419922,46.73649597167969,-0.009583939263327679,0.01916649553384131
152,152,152,152,2019-09-12,47.927955627441406,48.50194549560547,47.43223571777344,-0.011834367926871536,0.010451118362152512
153,153,153,153,2019-09-13,47.53374481201172,47.9366569519043,47.588775634765625,-0.008405094671011915,-0.0011563824036209258
154,154,154,154,2019-09-16,47.27092742919922,48.03232192993164,47.927955627441406,-0.015851711308962457,-0.013708663130751253
155,155,155,155,2019-09-17,47.5162239074707,47.41484451293945,47.87577819824219,0.002138136180191097,-0.007510150316150543
156,156,156,156,2019-09-18,47.50746536254883,47.31048583984375,47.8670768737793,0.004163548930186334,-0.007512710921929289
157,157,157,157,2019-09-19,47.76151657104492,47.63227081298828,48.09319305419922,0.0027134074410199993,-0.0068965369544190525
158,158,158,158,2019-09-20,47.22711944580078,47.927955627441406,48.50194549560547,-0.014622701353849465,-0.026284018852814728
159,159,159,159,2019-09-23,47.42861557006836,47.53374481201172,47.9366569519043,-0.002211675986378281,-0.010598181311343047
160,160,160,160,2019-09-24,47.56878280639648,47.27092742919922,48.03232192993164,0.006301026728180448,-0.00965056663742725
161,161,161,161,2019-09-25,47.454891204833984,47.5162239074707,47.41484451293945,-0.0012907739208434243,0.000844602408927031
162,162,162,162,2019-09-26,47.64762878417969,47.50746536254883,47.31048583984375,0.0029503451838823747,0.007126178020602891
163,163,163,163,2019-09-27,47.57754135131836,47.76151657104492,47.63227081298828,-0.003851955149977271,-0.0011489996327237462
164,164,164,164,2019-09-30,47.69142150878906,47.22711944580078,47.927955627441406,0.009831259421213101,-0.004935201503085129
165,165,165,165,2019-10-01,47.875396728515625,47.42861557006836,47.53374481201172,0.009420075898846747,0.007187565756813008
166,166,166,166,2019-10-02,46.5000228881836,47.56878280639648,47.27092742919922,-0.02246767428468155,-0.016308216972689027
167,167,167,167,2019-10-03,47.165809631347656,47.454891204833984,47.5162239074707,-0.006091712911921676,-0.007374623808605207
168,168,168,168,2019-10-04,47.77902603149414,47.64762878417969,47.50746536254883,0.00275768701753476,0.005716168330028193
169,169,169,169,2019-10-07,47.192081451416016,47.57754135131836,47.76151657104492,-0.008101719612959024,-0.011922467302349471
170,170,170,170,2019-10-08,46.93803405761719,47.69142150878906,47.22711944580078,-0.015797127184246973,-0.006121173418492276
171,171,171,171,2019-10-09,47.15704727172852,47.875396728515625,47.42861557006836,-0.015004564053236136,-0.005725832286599952
172,172,172,172,2019-10-10,47.00811004638672,46.5000228881836,47.56878280639648,0.010926600174474999,-0.011786569403965608
173,173,173,173,2019-10-11,46.692752838134766,47.165809631347656,47.454891204833984,-0.010029654890064355,-0.01606027002379018
174,174,174,174,2019-10-14,46.692752838134766,47.77902603149414,47.64762878417969,-0.022735356569289267,-0.020040366549404554
175,175,175,175,2019-10-15,46.876712799072266,47.192081451416016,47.57754135131836,-0.006682660366833404,-0.014730238939231644
176,176,176,176,2019-10-16,46.85919189453125,46.93803405761719,47.69142150878906,-0.001679707398677066,-0.01745030003151493
177,177,177,177,2019-10-17,47.12200164794922,47.15704727172852,47.875396728515625,-0.0007431683238640074,-0.01573658146038226
178,178,178,178,2019-10-18,47.98927688598633,47.00811004638672,46.5000228881836,0.02087228860363477,0.03202695193040794
179,179,179,179,2019-10-21,47.50746536254883,46.692752838134766,47.165809631347656,0.017448372068323836,0.0072437160280207635
180,180,180,180,2019-10-22,47.174564361572266,46.692752838134766,47.77902603149414,0.010318764565193872,-0.012651192795839705
181,181,181,181,2019-10-23,47.86663436889648,46.876712799072266,47.192081451416016,0.021117555193499005,0.014293773377529684
182,182,182,182,2019-10-24,47.84035873413086,46.85919189453125,46.93803405761719,0.020938620576470557,0.019223742421893064
183,183,183,183,2019-10-25,47.08696365356445,47.12200164794922,47.15704727172852,-0.0007435591265102515,-0.001486174860784506
184,184,184,184,2019-10-28,46.92927551269531,47.98927688598633,47.00811004638672,-0.022088296429416565,-0.0016770411236192162
185,185,185,185,2019-10-29,46.78911590576172,47.50746536254883,46.692752838134766,-0.015120769994885874,0.002063769252607761
186,186,186,186,2019-10-30,47.253414154052734,47.174564361572266,46.692752838134766,0.0016714471781047457,0.012007459013212651
187,187,187,187,2019-10-31,47.68267440795898,47.86663436889648,46.876712799072266,-0.0038431772645589612,0.017193219420937433
188,188,188,188,2019-11-01,47.218360900878906,47.84035873413086,46.85919189453125,-0.013001529455676897,0.007664857028607308
189,189,189,189,2019-11-04,46.55257797241211,47.08696365356445,47.12200164794922,-0.011348909330489154,-0.012084029871890833
190,190,190,190,2019-11-05,45.92182540893555,46.92927551269531,47.98927688598633,-0.021467412244351225,-0.0430815301085421
191,191,191,191,2019-11-06,46.25471878051758,46.78911590576172,47.50746536254883,-0.011421398222622448,-0.026369467881964037
192,192,192,192,2019-11-07,45.80794525146485,47.253414154052734,47.174564361572266,-0.03058972411761518,-0.028969406047565815
193,193,193,193,2019-11-08,45.73786544799805,47.68267440795898,47.86663436889648,-0.040786490776958395,-0.04447291832746225
194,194,194,194,2019-11-11,45.41372680664063,47.218360900878906,47.84035873413086,-0.038218905946917014,-0.05072353117116135
195,195,195,195,2019-11-12,45.299842834472656,46.55257797241211,47.08696365356445,-0.026910113091520915,-0.037953621988461195
196,196,196,196,2019-11-13,45.9130744934082,45.92182540893555,46.92927551269531,-0.00019056114275550762,-0.021653882532497337
197,197,197,197,2019-11-14,46.10580825805664,46.25471878051758,46.78911590576172,-0.003219358508426584,-0.014603987155502818
198,198,198,198,2019-11-15,46.14083480834961,45.80794525146485,47.253414154052734,0.0072670702660280195,-0.023544951526168312
199,199,199,199,2019-11-18,46.45622253417969,45.73786544799805,47.68267440795898,0.015705960021207943,-0.02572112174929886
200,200,200,200,2019-11-19,46.5000228881836,45.41372680664063,47.218360900878906,0.023919994194004923,-0.015213107761263611
201,201,201,201,2019-11-20,46.622657775878906,45.299842834472656,46.55257797241211,0.029201314146714896,0.0015053903890849263
202,202,202,202,2019-11-21,46.39489364624024,45.9130744934082,45.92182540893555,0.010494160065477987,0.010301599143588192
203,203,203,203,2019-11-22,46.45622253417969,46.10580825805664,46.25471878051758,0.007600219784929418,0.0043563934442723
204,204,204,204,2019-11-25,46.622657775878906,46.14083480834961,45.80794525146485,0.010442441484437737,0.01778539770648191
205,205,205,205,2019-11-26,47.218360900878906,46.45622253417969,45.73786544799805,0.01640551739088303,0.03236914181235928
206,206,206,206,2019-11-27,47.262168884277344,46.5000228881836,45.41372680664063,0.016390228407552332,0.040702276769904344
207,207,207,207,2019-11-29,47.12978363037109,46.622657775878906,45.299842834472656,0.010877240352319628,0.04039618421161206
208,208,208,208,2019-12-02,47.43868637084961,46.39489364624024,45.9130744934082,0.02249800878019581,0.03322826655096778
209,209,209,209,2019-12-03,47.482818603515625,46.45622253417969,46.10580825805664,0.02209813913691816,0.029866309636126243
210,210,210,210,2019-12-04,47.91527938842773,46.622657775878906,46.14083480834961,0.027725180721412723,0.0384571407831793
211,211,211,211,2019-12-05,47.82701873779297,47.218360900878906,46.45622253417969,0.012890278808952438,0.02950726789300906
212,212,212,212,2019-12-06,48.03001022338867,47.262168884277344,46.5000228881836,0.016246426205945186,0.0329029372498193
213,213,213,213,2019-12-09,47.72110748291016,47.12978363037109,46.622657775878906,0.012546712651530623,0.023560426612992513
214,214,214,214,2019-12-10,47.456336975097656,47.43868637084961,46.39489364624024,0.0003720719437732001,0.022878451601827
215,215,215,215,2019-12-11,47.61520004272461,47.482818603515625,46.45622253417969,0.002787986120082131,0.02494773456219379
216,216,216,216,2019-12-12,47.78289031982422,47.91527938842773,46.622657775878906,-0.0027629822948602722,0.024885594243097442
217,217,217,217,2019-12-13,48.03001022338867,47.82701873779297,47.218360900878906,0.0042442847359687175,0.017189273558512186
218,218,218,218,2019-12-16,48.03001022338867,48.03001022338867,47.262168884277344,0.0,0.016246426205945186
219,219,219,219,2019-12-17,48.03001022338867,47.72110748291016,47.12978363037109,0.006473084066398238,0.01910101264367925
220,220,220,220,2019-12-18,47.579891204833984,47.456336975097656,47.43868637084961,0.0026035349041195754,0.0029765755501851565
221,221,221,221,2019-12-19,47.94175720214844,47.61520004272461,47.482818603515625,0.006858254488709692,0.009665361327114486
222,222,222,222,2019-12-20,48.51543045043945,47.78289031982422,47.91527938842773,0.015330594815678555,0.01252525435877283
223,223,223,223,2019-12-23,48.46248245239258,48.03001022338867,47.82701873779297,0.009004208556118831,0.013286709717021727
224,224,224,224,2019-12-24,48.28596115112305,48.03001022338867,48.03001022338867,0.005328979247431809,0.005328979247431809
225,225,225,225,2019-12-26,48.55956268310547,48.03001022338867,47.72110748291016,0.011025449656451025,0.017569902385345282
226,226,226,226,2019-12-27,48.8508186340332,47.579891204833984,47.456336975097656,0.026711440421917088,0.029384519493514505
227,227,227,227,2019-12-30,48.78020477294922,47.94175720214844,47.61520004272461,0.017488878583766354,0.024467076252525644
228,228,228,228,2019-12-31,48.8508186340332,48.51543045043945,47.78289031982422,0.006913020877684639,0.02234959641539147
229,229,229,229,2020-01-02,48.53308868408203,48.46248245239258,48.03001022338867,0.001456925607531856,0.010474252625671587
230,230,230,230,2020-01-03,48.268310546875,48.28596115112305,48.03001022338867,-0.0003655431895164263,0.004961488085844401
231,231,231,231,2020-01-06,48.25065231323242,48.55956268310547,48.03001022338867,-0.006361473473082135,0.0045938380778505206
232,232,232,232,2020-01-07,47.87997055053711,48.8508186340332,47.579891204833984,-0.019873732122469012,0.006306852287897513
233,233,233,233,2020-01-08,47.96823501586914,48.78020477294922,47.94175720214844,-0.016645476599769227,0.0005522912647748512
234,234,234,234,2020-01-09,48.84198760986328,48.8508186340332,48.51543045043945,-0.00018077535682825552,0.006730995817040508
235,235,235,235,2020-01-10,49.00967788696289,48.53308868408203,48.46248245239258,0.009819881977492395,0.011291114422540272
236,236,236,236,2020-01-13,49.53922653198242,48.268310546875,48.28596115112305,0.026330235525297452,0.025955067497506423
237,237,237,237,2020-01-14,49.42448425292969,48.25065231323242,48.55956268310547,0.024327794204252573,0.017811560113681457
238,238,238,238,2020-01-15,50.04230499267578,47.87997055053711,48.8508186340332,0.04516156583380382,0.02439030484972249
239,239,239,239,2020-01-16,50.14820098876953,47.96823501586914,48.78020477294922,0.04544603261260716,0.02804408514043244
240,240,240,240,2020-01-17,50.25410842895508,48.84198760986328,48.8508186340332,0.028912026070098573,0.028726024131440875
241,241,241,241,2020-01-21,50.45711135864258,49.00967788696289,48.53308868408203,0.029533625481442227,0.039643524175529965
242,242,242,242,2020-01-22,50.84543991088867,49.53922653198242,48.268310546875,0.02636725420133401,0.053391745739908014
243,243,243,243,2020-01-23,51.03961563110352,49.42448425292969,48.25065231323242,0.032678770503874244,0.05780156711179307
244,244,244,244,2020-01-24,50.90723037719727,50.04230499267578,47.87997055053711,0.01728388379887935,0.0632260168887302
