,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,WEC,WEC_6m,WEC_12m,WEC_6m_ret,WEC_12m_ret
45,45,45,45,2019-04-10,66.69934844970703,67.83499145507812,68.95329284667969,-0.016741256702643592,-0.032687987823647346
46,46,46,46,2019-04-11,67.0894546508789,67.54025268554688,69.26538848876953,-0.006674509151850416,-0.03141444645536673
47,47,47,47,2019-04-12,67.46222686767578,67.15879821777344,68.84061431884766,0.004518077421791,-0.02002288132972818
48,48,48,48,2019-04-15,67.34085845947266,67.8089828491211,68.01703643798828,-0.006903574865442796,-0.009941303148838343
49,49,49,49,2019-04-16,66.28324127197266,66.88141632080078,68.55451965332031,-0.00894381551310075,-0.03313097944283605
50,50,50,50,2019-04-17,66.24856567382812,67.15879821777344,67.71363067626953,-0.013553437049211858,-0.02163619034763764
51,51,51,51,2019-04-18,66.13587188720703,66.69934844970703,67.83499145507812,-0.008448006998522217,-0.02504783344737782
52,52,52,52,2019-04-22,66.21387481689453,67.0894546508789,67.54025268554688,-0.01305093085851916,-0.01963833145291416
53,53,53,53,2019-04-23,66.5346450805664,67.46222686767578,67.15879821777344,-0.01374964673088519,-0.009293691277546534
54,54,54,54,2019-04-24,66.79471588134766,67.34085845947266,67.8089828491211,-0.00811012200644401,-0.014957708037447448
55,55,55,55,2019-04-25,67.44490051269531,66.28324127197266,66.88141632080078,0.01752568550406508,0.008425123493075448
56,56,56,56,2019-04-26,67.30618286132812,66.24856567382812,67.15879821777344,0.01596437865096023,0.0021945694006728633
57,57,57,57,2019-04-29,66.69934844970703,66.13587188720703,66.69934844970703,0.008519983881984494,0.0
58,58,58,58,2019-04-30,67.99104309082031,66.21387481689453,67.0894546508789,0.02683981686376602,0.013438601411102535
59,59,59,59,2019-05-01,67.31484985351562,66.5346450805664,67.46222686767578,0.011726293452147818,-0.002184585671167194
60,60,60,60,2019-05-02,67.2801742553711,66.79471588134766,67.34085845947266,0.007267915846603579,-0.0009011498440888444
61,61,61,61,2019-05-03,67.88700103759766,67.44490051269531,66.28324127197266,0.006554988168736786,0.024195554333929836
62,62,62,62,2019-05-06,67.7049560546875,67.30618286132812,66.24856567382812,0.00592476317043511,0.021983726984065477
63,63,63,63,2019-05-07,67.93035888671875,66.69934844970703,66.13587188720703,0.018456108876984567,0.027133338509125027
64,64,64,64,2019-05-08,67.0981216430664,67.99104309082031,66.21387481689453,-0.013132927620498003,0.013354403871048692
65,65,65,65,2019-05-09,67.15879821777344,67.31484985351562,66.5346450805664,-0.0023182349226326115,0.00938087422652134
66,66,66,66,2019-05-10,68.66722106933594,67.2801742553711,66.79471588134766,0.020615981294877628,0.028033732358627717
67,67,67,67,2019-05-13,69.75022888183594,67.88700103759766,67.44490051269531,0.027446017879127815,0.03418091437034132
68,68,68,68,2019-05-14,69.45328521728516,67.7049560546875,67.30618286132812,0.025822764897527994,0.03190052183438685
69,69,69,69,2019-05-15,69.5580825805664,67.93035888671875,66.69934844970703,0.02396165308889442,0.042860000844160195
70,70,70,70,2019-05-16,70.09085845947266,67.0981216430664,67.99104309082031,0.044602393377363825,0.03088370575293986
71,71,71,71,2019-05-17,70.65858459472656,67.15879821777344,67.31484985351562,0.05211210548474221,0.049673062459282935
72,72,72,72,2019-05-20,70.98176574707031,68.66722106933594,67.2801742553711,0.03370668918430941,0.05501756695292315
73,73,73,73,2019-05-21,70.6236343383789,69.75022888183594,67.88700103759766,0.012521900939172603,0.04031159513535787
74,74,74,74,2019-05-22,71.40971374511719,69.45328521728516,67.7049560546875,0.028168984688216492,0.05471915065475019
75,75,75,75,2019-05-23,71.82022094726562,69.5580825805664,67.93035888671875,0.03252157452843929,0.057262498304088805
76,76,76,76,2019-05-24,71.9774169921875,70.09085845947266,67.0981216430664,0.02691589993587651,0.07271880687028576
77,77,77,77,2019-05-28,71.0516128540039,70.65858459472656,67.15879821777344,0.005562356811017688,0.057964328420639255
78,78,78,78,2019-05-29,70.13452911376953,70.98176574707031,68.66722106933594,-0.011935975731003134,0.021368391229229955
79,79,79,79,2019-05-30,69.89871978759766,70.6236343383789,69.75022888183594,-0.010264475307344978,0.0021288948888364967
80,80,80,80,2019-05-31,70.35289764404297,71.40971374511719,69.45328521728516,-0.014799332550839206,0.01295276996535688
81,81,81,81,2019-06-03,71.23501586914062,71.82022094726562,69.5580825805664,-0.008148193787299696,0.02410838864961362
82,82,82,82,2019-06-04,70.99921417236328,71.9774169921875,70.09085845947266,-0.01359041294758323,0.012959688793308777
83,83,83,83,2019-06-05,72.5189208984375,71.0516128540039,70.65858459472656,0.020651298197109202,0.02632852489730997
84,84,84,84,2019-06-06,72.99931335449219,70.13452911376953,70.98176574707031,0.040846987595446915,0.028423463211819877
85,85,85,85,2019-06-07,72.45779418945312,69.89871978759766,70.6236343383789,0.036611176994825856,0.025970907165244528
86,86,86,86,2019-06-10,72.26567077636719,70.35289764404297,71.40971374511719,0.027188263687475622,0.01198656298084555
87,87,87,87,2019-06-11,71.63680267333984,71.23501586914062,71.82022094726562,0.005640299216572053,-0.002553852821762459
88,88,88,88,2019-06-12,72.80717468261719,70.99921417236328,71.9774169921875,0.02546451437990238,0.01152802816638654
89,89,89,89,2019-06-13,73.02552795410156,72.5189208984375,71.0516128540039,0.00698586037116522,0.0277814256539628
90,90,90,90,2019-06-14,73.63688659667969,72.99931335449219,70.13452911376953,0.008733962182512212,0.04993770582288737
91,91,91,91,2019-06-17,73.47969055175781,72.45779418945312,69.89871978759766,0.014103332481151254,0.0512308490776614
92,92,92,92,2019-06-18,73.58450317382812,72.26567077636719,70.35289764404297,0.018249777291103886,0.045934220735807774
93,93,93,93,2019-06-19,74.1871566772461,71.63680267333984,71.23501586914062,0.03560117019091069,0.04144227065981965
94,94,94,94,2019-06-20,74.58018493652344,72.80717468261719,70.99921417236328,0.02435213647054968,0.05043676617978776
95,95,95,95,2019-06-21,74.60638427734375,73.02552795410156,72.5189208984375,0.021647995810941678,0.02878508605815755
96,96,96,96,2019-06-24,74.46662902832031,73.63688659667969,72.99931335449219,0.011268027071612119,0.0201004037764394
97,97,97,97,2019-06-25,74.1871566772461,73.47969055175781,72.45779418945312,0.009628049875767486,0.023867169945461786
98,98,98,98,2019-06-26,72.78095245361328,73.58450317382812,72.26567077636719,-0.010920107978668048,0.007130379773830464
99,99,99,99,2019-06-27,72.5626220703125,74.1871566772461,71.63680267333984,-0.02189778769930739,0.012923795624915746
100,100,100,100,2019-06-28,72.81590270996094,74.58018493652344,72.80717468261719,-0.02365617929298669,0.00011987867104856775
101,101,101,101,2019-07-01,72.60628509521484,74.60638427734375,73.02552795410156,-0.02680868670291925,-0.005741045229419317
102,102,102,102,2019-07-02,73.58450317382812,74.46662902832031,73.63688659667969,-0.01184592166991616,-0.0007113747643687773
103,103,103,103,2019-07-03,74.35309600830078,74.1871566772461,73.47969055175781,0.0022367662879521077,0.01188635186110032
104,104,104,104,2019-07-05,74.25702667236328,72.78095245361328,73.58450317382812,0.020281051140279782,0.009139471893238937
105,105,105,105,2019-07-08,74.49285888671875,72.5626220703125,74.1871566772461,0.026600979420725368,0.004120689121469123
106,106,106,106,2019-07-09,74.8509292602539,72.81590270996094,74.58018493652344,0.027947556434188003,0.0036302447353933065
107,107,107,107,2019-07-10,75.22650146484375,72.60628509521484,74.60638427734375,0.03608801037255649,0.008311851505827805
108,108,108,108,2019-07-11,75.2177734375,73.58450317382812,74.46662902832031,0.022195845500425637,0.010086993583313886
109,109,109,109,2019-07-12,74.65006256103516,74.35309600830078,74.1871566772461,0.003994003863688755,0.006239703804837182
110,110,110,110,2019-07-15,75.41864776611328,74.25702667236328,72.78095245361328,0.01564324813159157,0.0362415607872284
111,111,111,111,2019-07-16,75.23522186279297,74.49285888671875,72.5626220703125,0.009965558943081154,0.036831631992167324
112,112,112,112,2019-07-17,75.89904022216797,74.8509292602539,72.81590270996094,0.01400264462007983,0.04234154075501517
113,113,113,113,2019-07-18,76.72875213623047,75.22650146484375,72.60628509521484,0.019969700067585583,0.05677837718331791
114,114,114,114,2019-07-19,75.38372039794922,75.2177734375,73.58450317382812,0.0022062200576451474,0.024451034477610323
115,115,115,115,2019-07-22,75.35751342773438,74.65006256103516,74.35309600830078,0.009476895831410648,0.013508750453665952
116,116,116,116,2019-07-23,74.90333557128906,75.41864776611328,74.25702667236328,-0.006832689395629199,0.008703673280340496
117,117,117,117,2019-07-24,74.93828582763672,75.23522186279297,74.49285888671875,-0.003946768917592491,0.005979458267205473
118,118,118,118,2019-07-25,74.99067687988281,75.89904022216797,74.8509292602539,-0.011968047812281113,0.0018670124874871075
119,119,119,119,2019-07-26,75.68940734863281,76.72875213623047,75.22650146484375,-0.013545701691490053,0.00615349477611149
120,120,120,120,2019-07-29,76.42306518554688,75.38372039794922,75.2177734375,0.01378739046190569,0.016024028536930635
121,121,121,121,2019-07-30,75.68940734863281,75.35751342773438,74.65006256103516,0.00440425786098575,0.013922892385359598
122,122,122,122,2019-07-31,74.64131927490234,74.90333557128906,75.41864776611328,-0.0034980591236467573,-0.010306847367796523
123,123,123,123,2019-08-01,76.14358520507812,74.93828582763672,75.23522186279297,0.01608389308788949,0.012073644760983715
124,124,124,124,2019-08-02,75.6020736694336,74.99067687988281,75.89904022216797,0.008152970675675997,-0.003912652279463691
125,125,125,125,2019-08-05,76.0125503540039,75.68940734863281,76.72875213623047,0.004269329311599179,-0.00933420344116842
126,126,126,126,2019-08-06,76.7636947631836,76.42306518554688,75.38372039794922,0.004457156707987409,0.01830599972977609
127,127,127,127,2019-08-07,77.07810974121094,75.68940734863281,75.35751342773438,0.01834738097738864,0.02283244543527263
128,128,128,128,2019-08-08,77.9952163696289,74.64131927490234,74.90333557128906,0.04493351842260762,0.04127827919488514
129,129,129,129,2019-08-09,78.4930419921875,76.14358520507812,74.93828582763672,0.030855610236654396,0.0474357816607518
130,130,130,130,2019-08-12,78.59783935546875,75.6020736694336,74.99067687988281,0.039625443332864,0.048101479086043675
131,131,131,131,2019-08-13,78.83523559570312,76.0125503540039,75.68940734863281,0.03713446304003054,0.04156233160315703
132,132,132,132,2019-08-14,78.14945220947266,76.7636947631836,76.42306518554688,0.01805225048851722,0.022589868905863675
133,133,133,133,2019-08-15,79.73197937011719,77.07810974121094,75.68940734863281,0.03443091219824401,0.05341001023913283
134,134,134,134,2019-08-16,79.51219177246094,77.9952163696289,74.64131927490234,0.01944959541676128,0.06525705259334003
135,135,135,135,2019-08-19,80.3210220336914,78.4930419921875,76.14358520507812,0.02328843417338633,0.0548626232579168
136,136,136,136,2019-08-20,80.71662902832031,78.59783935546875,75.6020736694336,0.026957352647686283,0.06765099303029531
137,137,137,137,2019-08-21,81.5342788696289,78.83523559570312,76.0125503540039,0.0342365092655712,0.07264232669354387
138,138,138,138,2019-08-22,81.88595581054688,78.14945220947266,76.7636947631836,0.04781228140996885,0.06672765117892632
139,139,139,139,2019-08-23,81.40240478515625,79.73197937011719,77.07810974121094,0.02095050728999115,0.05610276456524543
140,140,140,140,2019-08-26,82.87062072753906,79.51219177246094,77.9952163696289,0.042237911950520735,0.06250901766596839
141,141,141,141,2019-08-27,83.79374694824219,80.3210220336914,78.4930419921875,0.04323556681206209,0.0675308896371003
142,142,142,142,2019-08-28,83.61791229248047,80.71662902832031,78.59783935546875,0.03594405885238605,0.06387036817014513
143,143,143,143,2019-08-29,84.33882904052734,81.5342788696289,78.83523559570312,0.034397191092875534,0.06981134011000778
144,144,144,144,2019-08-30,84.19816589355469,81.88595581054688,78.14945220947266,0.028236955410979148,0.0773993100792183
145,145,145,145,2019-09-03,85.92135620117188,81.40240478515625,79.73197937011719,0.055513733629152684,0.07762728180023593
146,146,146,146,2019-09-04,85.85100555419922,82.87062072753906,79.51219177246094,0.035964311603976284,0.07972128098138698
147,147,147,147,2019-09-05,83.81131744384766,83.79374694824219,80.3210220336914,0.00020968743188354289,0.043454320198916374
148,148,148,148,2019-09-06,81.87715148925781,83.61791229248047,80.71662902832031,-0.020818037134600842,0.014377736965828003
149,149,149,149,2019-09-09,79.53856658935547,84.33882904052734,81.5342788696289,-0.05691639907479873,-0.02447697223721723
150,150,150,150,2019-09-10,79.38911437988281,84.19816589355469,81.88595581054688,-0.057115870193082285,-0.0304916930620045
151,151,151,151,2019-09-11,80.24188995361328,85.92135620117188,81.40240478515625,-0.0661007518813016,-0.014256517784774214
152,152,152,152,2019-09-12,80.48806762695312,85.85100555419922,82.87062072753906,-0.06246796869327731,-0.02875027458065338
153,153,153,153,2019-09-13,80.14517974853516,83.81131744384766,83.79374694824219,-0.04374275225739954,-0.04354223713090055
154,154,154,154,2019-09-16,80.27703857421875,81.87715148925781,83.61791229248047,-0.01954285030603431,-0.039954043657248195
155,155,155,155,2019-09-17,81.58702087402344,79.53856658935547,84.33882904052734,0.02575422681733497,-0.03262801010886196
156,156,156,156,2019-09-18,81.89474487304688,79.38911437988281,84.19816589355469,0.031561386126244484,-0.02735714009993817
157,157,157,157,2019-09-19,82.18487548828125,80.24188995361328,85.92135620117188,0.02421410482468911,-0.04348721759165697
158,158,158,158,2019-09-20,82.37828826904297,80.48806762695312,85.85100555419922,0.02348448282856852,-0.04045051380282161
159,159,159,159,2019-09-23,82.60684204101562,80.14517974853516,83.81131744384766,0.030715038636187852,-0.014371273946851004
160,160,160,160,2019-09-24,83.52120208740234,80.27703857421875,81.87715148925781,0.04041209754124475,0.020079479662409083
161,161,161,161,2019-09-25,83.82890319824219,81.58702087402344,79.53856658935547,0.02747841875094803,0.05394033099737672
162,162,162,162,2019-09-26,84.31245422363281,81.89474487304688,79.38911437988281,0.02952215498483901,0.062015301243838694
163,163,163,163,2019-09-27,83.40692138671875,82.18487548828125,80.24188995361328,0.014869474354946899,0.039443630190354906
164,164,164,164,2019-09-30,83.60911560058594,82.37828826904297,80.48806762695312,0.014941161772179079,0.03877653005782511
165,165,165,165,2019-10-01,83.68826293945312,82.60684204101562,80.14517974853516,0.013091178305794093,0.044208312989437504
166,166,166,166,2019-10-02,82.91458129882812,83.52120208740234,80.27703857421875,-0.007263075403768804,0.03285550602580933
167,167,167,167,2019-10-03,83.35416412353516,83.82890319824219,81.58702087402344,-0.005663190815992758,0.02165961240624692
168,168,168,168,2019-10-04,84.470703125,84.31245422363281,81.89474487304688,0.0018769338744124564,0.03145449999198813
169,169,169,169,2019-10-07,83.71463012695312,83.40692138671875,82.18487548828125,0.0036892470686895606,0.018613578588313473
170,170,170,170,2019-10-08,82.79150390625,83.60911560058594,82.37828826904297,-0.009778977907645814,0.005016074573648499
171,171,171,171,2019-10-09,83.42448425292969,83.68826293945312,82.60684204101562,-0.0031519197227725115,0.009897996239925044
172,172,172,172,2019-10-10,83.65308380126953,82.91458129882812,83.52120208740234,0.008906786850672255,0.0015790207824017966
173,173,173,173,2019-10-11,82.4749755859375,83.35416412353516,83.82890319824219,-0.010547625866593191,-0.016151083464647775
174,174,174,174,2019-10-14,81.5167007446289,84.470703125,84.31245422363281,-0.03497073270480244,-0.03315943658321663
175,175,175,175,2019-10-15,81.03314971923828,83.71463012695312,83.40692138671875,-0.03203120414733218,-0.028460128104649818
176,176,176,176,2019-10-16,81.5518798828125,82.79150390625,83.60911560058594,-0.01497284099152496,-0.024605399817899998
177,177,177,177,2019-10-17,81.67493438720703,83.42448425292969,83.68826293945312,-0.020971659356242456,-0.024057478092270768
178,178,178,178,2019-10-18,81.72769927978516,83.65308380126953,82.91458129882812,-0.023016300583232674,-0.014314515015946272
179,179,179,179,2019-10-21,82.00023651123047,82.4749755859375,83.35416412353516,-0.005756159020773088,-0.016243071075586535
180,180,180,180,2019-10-22,82.01781463623047,81.5167007446289,84.470703125,0.006147377004025456,-0.029038333978820274
181,181,181,181,2019-10-23,81.89474487304688,81.03314971923828,83.71463012695312,0.01063262574383228,-0.02173915420932271
182,182,182,182,2019-10-24,82.65082550048828,81.5518798828125,82.79150390625,0.01347541735708524,-0.00169918891582177
183,183,183,183,2019-10-25,82.45738983154297,81.67493438720703,83.42448425292969,0.009580117207397487,-0.011592453103511424
184,184,184,184,2019-10-28,81.34965515136719,81.72769927978516,83.65308380126953,-0.004625654848349314,-0.02753548996919808
185,185,185,185,2019-10-29,81.27052307128906,82.00023651123047,82.4749755859375,-0.008898918722526683,-0.014603854152019924
186,186,186,186,2019-10-30,82.45738983154297,82.01781463623047,81.5167007446289,0.00535950875138691,0.011539832676263462
187,187,187,187,2019-10-31,82.99370574951172,81.89474487304688,81.03314971923828,0.013419186764284552,0.024194493698768138
188,188,188,188,2019-11-01,82.22883605957031,82.65082550048828,81.5518798828125,-0.005105689366834865,0.008300926695136601
189,189,189,189,2019-11-04,80.56719207763672,82.45738983154297,81.67493438720703,-0.02292332752428672,-0.013562818481355543
190,190,190,190,2019-11-05,80.00453186035156,81.34965515136719,81.72769927978516,-0.016535082890182573,-0.021084252152193006
191,191,191,191,2019-11-06,80.18913269042969,81.27052307128906,82.00023651123047,-0.013306059072743959,-0.02208656825706523
192,192,192,192,2019-11-07,78.13188934326172,82.45738983154297,82.01781463623047,-0.052457402509563655,-0.047379039666001876
193,193,193,193,2019-11-08,77.2175521850586,82.99370574951172,81.89474487304688,-0.06959748949982403,-0.057112244445463034
194,194,194,194,2019-11-11,76.61092376708984,82.22883605957031,82.65082550048828,-0.06832046471399156,-0.07307733101059899
195,195,195,195,2019-11-12,76.6460952758789,80.56719207763672,82.45738983154297,-0.04866865408415055,-0.07047633411070009
196,196,196,196,2019-11-13,77.7348403930664,80.00453186035156,81.34965515136719,-0.02836953625635752,-0.04443552651298521
197,197,197,197,2019-11-14,78.0003890991211,80.18913269042969,81.27052307128906,-0.027294765735380144,-0.040237639042872475
198,198,198,198,2019-11-15,77.95612335205078,78.13188934326172,82.45738983154297,-0.00224960630913118,-0.05458900031504865
199,199,199,199,2019-11-18,77.84990692138672,77.2175521850586,82.99370574951172,0.008189261617781218,-0.06197817993149757
200,200,200,200,2019-11-19,78.00923919677734,76.61092376708984,82.22883605957031,0.0182521677187788,-0.05131529357579745
201,201,201,201,2019-11-20,78.07119750976562,76.6460952758789,80.56719207763672,0.01859327900210994,-0.03098028494608429
202,202,202,202,2019-11-21,78.186279296875,77.7348403930664,80.00453186035156,0.005807420476145575,-0.022726869605966038
203,203,203,203,2019-11-22,78.3633041381836,78.0003890991211,80.18913269042969,0.004652733701127065,-0.022769027310654555
204,204,204,204,2019-11-25,77.98267364501953,77.95612335205078,78.13188934326172,0.00034057995481440173,-0.0019097925251317927
205,205,205,205,2019-11-26,78.80587005615234,77.84990692138672,77.2175521850586,0.012279566830194932,0.020569389033301855
206,206,206,206,2019-11-27,78.876708984375,78.00923919677734,76.61092376708984,0.011120090344804767,0.029575223817605023
207,207,207,207,2019-11-29,78.46952819824219,78.07119750976562,76.6460952758789,0.00510214651730867,0.023790291153124477
208,208,208,208,2019-12-02,77.5135498046875,78.186279296875,77.7348403930664,-0.008604188589575013,-0.0028467362544253305
209,209,209,209,2019-12-03,78.13316345214844,78.3633041381836,78.0003890991211,-0.0029368425510661877,0.001702226803748541
210,210,210,210,2019-12-04,78.85900115966797,77.98267364501953,77.95612335205078,0.011237464345445813,0.011581871555359058
211,211,211,211,2019-12-05,79.17765808105469,78.80587005615234,77.84990692138672,0.004717770702073798,0.017055269712894283
212,212,212,212,2019-12-06,78.84129333496094,78.876708984375,78.00923919677734,-0.0004490000897613422,0.010666097333480451
213,213,213,213,2019-12-09,78.57575225830078,78.46952819824219,78.07119750976562,0.0013536982125117447,0.006462751496440822
214,214,214,214,2019-12-10,78.947509765625,77.5135498046875,78.186279296875,0.018499474795705684,0.0097361132361804
215,215,215,215,2019-12-11,79.24845123291016,78.13316345214844,78.3633041381836,0.014274192052197598,0.011295428446530531
216,216,216,216,2019-12-12,78.5845947265625,78.85900115966797,77.98267364501953,-0.0034797097233056906,0.007718651508191954
217,217,217,217,2019-12-13,78.93864440917969,79.17765808105469,78.80587005615234,-0.0030187009526136954,0.0016848282105474954
218,218,218,218,2019-12-16,80.2221450805664,78.84129333496094,78.876708984375,0.017514321330813987,0.01705745730920305
219,219,219,219,2019-12-17,80.62931823730469,78.57575225830078,78.46952819824219,0.026134856109977234,0.027523933030489278
220,220,220,220,2019-12-18,81.13386535644531,78.947509765625,77.5135498046875,0.027693787901746925,0.046705583228738634
221,221,221,221,2019-12-19,81.5941390991211,79.24845123291016,78.13316345214844,0.029599163513202242,0.04429585970997163
222,222,222,222,2019-12-20,82.18719482421875,78.5845947265625,78.85900115966797,0.04584359199397303,0.042204359877854536
223,223,223,223,2019-12-23,80.97454833984375,78.93864440917969,79.17765808105469,0.025790966463914877,0.022694410296267842
224,224,224,224,2019-12-24,81.09844207763672,80.2221450805664,78.84129333496094,0.010923380273492489,0.02862901719643518
225,225,225,225,2019-12-26,81.2135238647461,80.62931823730469,78.57575225830078,0.007245573201078104,0.03356979132409976
226,226,226,226,2019-12-27,81.70921325683594,81.13386535644531,78.947509765625,0.0070913409322106435,0.03498151492567314
227,227,227,227,2019-12-30,81.58528900146484,81.5941390991211,79.24845123291016,-0.00010846486958460133,0.02948748817420732
228,228,228,228,2019-12-31,81.63839721679688,82.18719482421875,78.5845947265625,-0.006677410131780692,0.03886006539653453
229,229,229,229,2020-01-02,80.2575454711914,80.97454833984375,78.93864440917969,-0.00885466956410974,0.016707926414028185
230,230,230,230,2020-01-03,80.7620849609375,81.09844207763672,80.2221450805664,-0.00414751637740729,0.006730558997504188
231,231,231,231,2020-01-06,80.82404327392578,81.2135238647461,80.62931823730469,-0.004795760266097515,0.002415064902917763
232,232,232,232,2020-01-07,80.51424407958984,81.70921325683594,81.13386535644531,-0.01462465650586986,-0.007637023998958825
233,233,233,233,2020-01-08,80.62046813964844,81.58528900146484,81.5941390991211,-0.011825917069425151,-0.011933099242457001
234,234,234,234,2020-01-09,81.42596435546875,81.63839721679688,82.18719482421875,-0.0026021194507774847,-0.009262154163773517
235,235,235,235,2020-01-10,81.91279602050781,80.2575454711914,80.97454833984375,0.020624235884594277,0.011586945526714354
236,236,236,236,2020-01-13,82.89533233642578,80.7620849609375,81.09844207763672,0.026413971067241304,0.0221569023122401
237,237,237,237,2020-01-14,83.16087341308594,80.82404327392578,81.2135238647461,0.028912561714343532,0.02397814373358531
238,238,238,238,2020-01-15,84.23192596435547,80.51424407958984,81.70921325683594,0.0461742133614349,0.030874274845725358
239,239,239,239,2020-01-16,85.12593078613281,80.62046813964844,81.58528900146484,0.05588484848140718,0.04339804182840368
240,240,240,240,2020-01-17,85.34723663330078,81.42596435546875,81.63839721679688,0.048157517185962284,0.04543008612301391
241,241,241,241,2020-01-21,86.45368194580078,81.91279602050781,80.2575454711914,0.05543561135620512,0.07720316436581642
242,242,242,242,2020-01-22,86.94937133789062,82.89533233642578,80.7620849609375,0.04890551599469761,0.07661127594645123
243,243,243,243,2020-01-23,87.36540222167969,83.16087341308594,80.82404327392578,0.050558978471865634,0.08093332977149115
244,244,244,244,2020-01-24,87.59552764892578,84.23192596435547,80.51424407958984,0.039932622293282094,0.08795069307656855
