,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,HPQ,HPQ_6m,HPQ_12m,HPQ_6m_ret,HPQ_12m_ret
108,108,108,108,2019-07-11,17.999914169311523,18.18120384216309,17.83588409423828,-0.009971268922861265,0.009196632710022579
109,109,109,109,2019-07-12,18.327970504760746,18.267534255981445,17.78408432006836,0.0033083966304598977,0.030582748872745702
110,110,110,110,2019-07-15,18.43156623840332,18.267534255981445,17.948116302490234,0.008979426567554682,0.026935970759561556
111,111,111,111,2019-07-16,18.39703369140625,17.904951095581055,17.904951095581055,0.02748304606912,0.02748304606912
112,112,112,112,2019-07-17,18.28480529785156,17.80998420715332,17.948116302490234,0.02666038808206972,0.018759015692059622
113,113,113,113,2019-07-18,18.457460403442383,17.775455474853516,18.120773315429688,0.03836778919975825,0.01858017216770813
114,114,114,114,2019-07-19,18.466100692749023,17.999914169311523,18.18120384216309,0.0258993747999261,0.015669856246000924
115,115,115,115,2019-07-22,18.50926399230957,18.327970504760746,18.267534255981445,0.009891629163290672,0.013232751226344375
116,116,116,116,2019-07-23,18.67329216003418,18.43156623840332,18.267534255981445,0.013114779205643856,0.02221196897002531
117,117,117,117,2019-07-24,18.621496200561523,18.39703369140625,17.904951095581055,0.012201016366031103,0.040019383530028874
118,118,118,118,2019-07-25,18.41429901123047,18.28480529785156,17.80998420715332,0.007082039500531323,0.033931237504097655
119,119,119,119,2019-07-26,18.57832908630371,18.457460403442383,17.775455474853516,0.006548500184715866,0.04516754085913588
120,120,120,120,2019-07-29,18.56106185913086,18.466100692749023,17.999914169311523,0.00514245903679722,0.03117502031071062
121,121,121,121,2019-07-30,18.595592498779297,18.50926399230957,18.327970504760746,0.004664070192396341,0.014601834608421793
122,122,122,122,2019-07-31,18.1639404296875,18.67329216003418,18.43156623840332,-0.027277018213040516,-0.014519971078648997
123,123,123,123,2019-08-01,18.120773315429688,18.621496200561523,18.39703369140625,-0.02688950875583973,-0.01501657172621318
124,124,124,124,2019-08-02,17.386964797973633,18.41429901123047,18.28480529785156,-0.05579002560077295,-0.04910309326528195
125,125,125,125,2019-08-05,16.540924072265625,18.57832908630371,18.457460403442383,-0.10966567577598241,-0.10383532128934259
126,126,126,126,2019-08-06,16.618621826171875,18.56106185913086,18.466100692749023,-0.1046513420245635,-0.1000470482272734
127,127,127,127,2019-08-07,16.48049545288086,18.595592498779297,18.50926399230957,-0.11374184748548788,-0.10960827725357669
128,128,128,128,2019-08-08,16.8603515625,18.1639404296875,18.67329216003418,-0.07176795542980796,-0.09708735781547695
129,129,129,129,2019-08-09,16.64452362060547,18.120773315429688,18.621496200561523,-0.08146725689500267,-0.10616615113325001
130,130,130,130,2019-08-12,16.31647300720215,17.386964797973633,18.41429901123047,-0.06156864083006852,-0.11392375038272717
131,131,131,131,2019-08-13,16.868986129760742,16.540924072265625,18.57832908630371,0.019833357317997846,-0.09200735699116924
132,132,132,132,2019-08-14,16.64452362060547,16.618621826171875,18.56106185913086,0.0015586006291328225,-0.10325585104294965
133,133,133,133,2019-08-15,16.0833740234375,16.48049545288086,18.595592498779297,-0.024096449683734478,-0.13509752246435336
134,134,134,134,2019-08-16,16.471860885620117,16.8603515625,18.1639404296875,-0.023041671191717294,-0.0931559729904099
135,135,135,135,2019-08-19,16.584091186523438,16.64452362060547,18.120773315429688,-0.003630769823127711,-0.084802237860223
136,136,136,136,2019-08-20,16.325103759765625,16.31647300720215,17.386964797973633,0.0005289594485073934,-0.06107224869585992
137,137,137,137,2019-08-21,16.368267059326172,16.868986129760742,16.540924072265625,-0.029682819499814994,-0.010438172147162472
138,138,138,138,2019-08-22,16.342369079589844,16.64452362060547,16.618621826171875,-0.018153390742980835,-0.016623084000080834
139,139,139,139,2019-08-23,15.375466346740724,16.0833740234375,16.48049545288086,-0.04401487372395718,-0.06705072121766653
140,140,140,140,2019-08-26,15.401366233825684,16.471860885620117,16.8603515625,-0.06498929654808905,-0.0865335057377643
141,141,141,141,2019-08-27,15.306404113769531,16.584091186523438,16.64452362060547,-0.07704293581020472,-0.0803939804669076
142,142,142,142,2019-08-28,15.358203887939451,16.325103759765625,16.31647300720215,-0.05922779334543449,-0.05873016299783129
143,143,143,143,2019-08-29,15.61719036102295,16.368267059326172,16.868986129760742,-0.04588614638195809,-0.07420693568117531
144,144,144,144,2019-08-30,15.7898530960083,16.342369079589844,16.64452362060547,-0.033808805864725344,-0.05134845214429018
145,145,145,145,2019-09-03,15.668992042541504,15.375466346740724,16.0833740234375,0.01909052312179149,-0.02576461756669579
146,146,146,146,2019-09-04,15.850282669067385,15.401366233825684,16.471860885620117,0.02914783197972115,-0.037735761664631884
147,147,147,147,2019-09-05,16.325103759765625,15.306404113769531,16.584091186523438,0.06655381880840827,-0.015616618592176557
148,148,148,148,2019-09-06,16.48912811279297,15.358203887939451,16.325103759765625,0.07363648985944349,0.010047369709930587
149,149,149,149,2019-09-09,16.41143035888672,15.61719036102295,16.368267059326172,0.05085677894059715,0.0026370109556559385
150,150,150,150,2019-09-10,16.533321380615234,15.7898530960083,16.342369079589844,0.04708519326217697,0.011684493239347615
151,151,151,151,2019-09-11,16.594263076782227,15.668992042541504,15.375466346740724,0.059051088399853624,0.07926892769010951
152,152,152,152,2019-09-12,16.32436752319336,15.850282669067385,15.401366233825684,0.029910182930123597,0.0599298318963748
153,153,153,153,2019-09-13,16.611679077148438,16.325103759765625,15.306404113769531,0.017554272340314148,0.08527639500937334
154,154,154,154,2019-09-16,16.42884635925293,16.48912811279297,15.358203887939451,-0.003655848455278221,0.06971143755646048
155,155,155,155,2019-09-17,16.42884635925293,16.41143035888672,15.61719036102295,0.0010612116058963394,0.051971960350543966
156,156,156,156,2019-09-18,16.28954315185547,16.533321380615234,15.7898530960083,-0.014744661592654196,0.03164627642884721
157,157,157,157,2019-09-19,16.32436752319336,16.594263076782227,15.668992042541504,-0.016264389225363662,0.04182626928857336
158,158,158,158,2019-09-20,16.080591201782227,16.32436752319336,15.850282669067385,-0.014933278184577792,0.014530247663298912
159,159,159,159,2019-09-23,16.124122619628906,16.611679077148438,16.325103759765625,-0.029350221326526205,-0.0123111707646264
160,160,160,160,2019-09-24,15.801990509033203,16.42884635925293,16.48912811279297,-0.03815580452285827,-0.04167216113911176
161,161,161,161,2019-09-25,16.02835464477539,16.42884635925293,16.41143035888672,-0.024377348580655323,-0.02334200649999374
162,162,162,162,2019-09-26,16.03706169128418,16.28954315185547,16.533321380615234,-0.015499603532007633,-0.03001572871576197
163,163,163,163,2019-09-27,16.132829666137695,16.32436752319336,16.594263076782227,-0.011733248273388286,-0.027806803381955736
164,164,164,164,2019-09-30,16.472373962402344,16.080591201782227,16.32436752319336,0.02436370377829733,0.009066595627591711
165,165,165,165,2019-10-01,16.185068130493164,16.124122619628906,16.611679077148438,0.003779772227114231,-0.025681386250841598
166,166,166,166,2019-10-02,16.185068130493164,15.801990509033203,16.42884635925293,0.024242364988193987,-0.014838426474325539
167,167,167,167,2019-10-03,16.019649505615234,16.02835464477539,16.42884635925293,-0.000543108719084473,-0.02490721774917759
168,168,168,168,2019-10-04,14.487332344055176,16.03706169128418,16.28954315185547,-0.09663424491727501,-0.1106360559654499
169,169,169,169,2019-10-07,14.62663459777832,16.132829666137695,16.32436752319336,-0.09336211312766984,-0.10399992054840301
170,170,170,170,2019-10-08,14.191317558288574,16.472373962402344,16.080591201782227,-0.13847769661617726,-0.11748782241813738
171,171,171,171,2019-10-09,14.278380393981934,16.185068130493164,16.124122619628906,-0.11780535745283471,-0.11447086264402595
172,172,172,172,2019-10-10,13.956249237060549,16.185068130493164,15.801990509033203,-0.1377083417544256,-0.11680435264896138
173,173,173,173,2019-10-11,14.139080047607422,16.019649505615234,16.02835464477539,-0.11739142341089503,-0.11787077582437933
174,174,174,174,2019-10-14,14.400272369384766,14.487332344055176,16.03706169128418,-0.00600938617288882,-0.10206291859493044
175,175,175,175,2019-10-15,14.635340690612791,14.62663459777832,16.132829666137695,0.0005952218725553404,-0.09282246242691616
176,176,176,176,2019-10-16,14.835589408874512,14.191317558288574,16.472373962402344,0.045399015837655154,-0.09936543192036185
177,177,177,177,2019-10-17,14.765936851501465,14.278380393981934,16.185068130493164,0.03414648188845204,-0.08768151406900859
178,178,178,178,2019-10-18,14.670166015625,13.956249237060549,16.185068130493164,0.0511539143818569,-0.09359874809634205
179,179,179,179,2019-10-21,14.800761222839355,14.139080047607422,16.019649505615234,0.04679803586966047,-0.07608707558480798
180,180,180,180,2019-10-22,14.905237197875977,14.400272369384766,14.487332344055176,0.03506633871486864,0.028846225370972922
181,181,181,181,2019-10-23,14.905237197875977,14.635340690612791,14.62663459777832,0.01844142292063622,0.019047621531474768
182,182,182,182,2019-10-24,14.905237197875977,14.835589408874512,14.191317558288574,0.004694642530333359,0.05030679051857523
183,183,183,183,2019-10-25,15.0880708694458,14.765936851501465,14.278380393981934,0.021816022998336182,0.05670744532097882
184,184,184,184,2019-10-28,15.349260330200195,14.670166015625,13.956249237060549,0.046290840461648664,0.09981271253314494
185,185,185,185,2019-10-29,15.323140144348145,14.800761222839355,14.139080047607422,0.035294057761211306,0.08374378621196699
186,186,186,186,2019-10-30,15.340554237365724,14.905237197875977,14.400272369384766,0.029205643205180376,0.0652961168970676
187,187,187,187,2019-10-31,15.12289810180664,14.905237197875977,14.635340690612791,0.014602981558836214,0.033313704238301156
188,188,188,188,2019-11-01,15.479857444763184,14.905237197875977,14.835589408874512,0.038551566758635136,0.04342719511388449
189,189,189,189,2019-11-04,15.671396255493164,15.0880708694458,14.765936851501465,0.038661363079135036,0.06132082326355248
190,190,190,190,2019-11-05,16.019649505615234,15.349260330200195,14.670166015625,0.04367566651378141,0.09198829028607558
191,191,191,191,2019-11-06,17.038286209106445,15.323140144348145,14.800761222839355,0.11193176128399007,0.1511763450932726
192,192,192,192,2019-11-07,16.881576538085938,15.340554237365724,14.905237197875977,0.10045414767131877,0.13259361887186816
193,193,193,193,2019-11-08,16.994754791259766,15.12289810180664,14.905237197875977,0.12377632097048297,0.14018680586187182
194,194,194,194,2019-11-11,17.09923553466797,15.479857444763184,14.905237197875977,0.10461195109084276,0.14719647246570755
195,195,195,195,2019-11-12,17.003461837768555,15.671396255493164,15.0880708694458,0.0849998022230134,0.1269473735175468
196,196,196,196,2019-11-13,17.003461837768555,16.019649505615234,15.349260330200195,0.06141285000077401,0.10777076367085003
197,197,197,197,2019-11-14,17.525842666625977,17.038286209106445,15.323140144348145,0.02861534614079586,0.14375007351807634
198,198,198,198,2019-11-15,17.56937599182129,16.881576538085938,15.340554237365724,0.04074260790653228,0.1452895195290087
199,199,199,199,2019-11-18,17.421363830566406,16.994754791259766,15.12289810180664,0.025102394506217873,0.1519857975162302
200,200,200,200,2019-11-19,17.5084285736084,17.09923553466797,15.479857444763184,0.023930487308090997,0.13104585336678776
201,201,201,201,2019-11-20,17.151472091674805,17.003461837768555,15.671396255493164,0.008704712917782853,0.09444441401721582
202,202,202,202,2019-11-21,17.107938766479492,17.003461837768555,16.019649505615234,0.006144450448253513,0.06793464866274324
203,203,203,203,2019-11-22,17.360424041748047,17.525842666625977,17.038286209106445,-0.00943855471171906,0.018906703918932122
204,204,204,204,2019-11-25,17.543254852294922,17.56937599182129,16.881576538085938,-0.0014867425877007623,0.03919529154852297
205,205,205,205,2019-11-26,17.464895248413086,17.421363830566406,16.994754791259766,0.0024987376573986086,0.027663856462060155
206,206,206,206,2019-11-27,17.229829788208008,17.5084285736084,17.09923553466797,-0.015912266725086943,0.007637432286096368
207,207,207,207,2019-11-29,17.482315063476562,17.151472091674805,17.003461837768555,0.019289479645443697,0.02816210194587354
208,208,208,208,2019-12-02,17.2646541595459,17.107938766479492,17.003461837768555,0.009160390109267169,0.015361126120633672
209,209,209,209,2019-12-03,17.090524673461914,17.360424041748047,17.525842666625977,-0.015546818881674973,-0.024838634092786194
210,210,210,210,2019-12-04,17.44748878479004,17.543254852294922,17.56937599182129,-0.005458854033141725,-0.006937480710071275
211,211,211,211,2019-12-05,17.691267013549805,17.464895248413086,17.421363830566406,0.012961530081738504,0.015492655202449912
212,212,212,212,2019-12-06,17.84797477722168,17.229829788208008,17.5084285736084,0.03587644199693285,0.01939329975764359
213,213,213,213,2019-12-09,17.821857452392578,17.482315063476562,17.151472091674805,0.019422049521654827,0.03908617039601947
214,214,214,214,2019-12-10,17.739309310913086,17.2646541595459,17.107938766479492,0.027492884999653633,0.036905120660746915
215,215,215,215,2019-12-11,17.625146865844727,17.090524673461914,17.360424041748047,0.03128178933049197,0.01524863813580124
216,216,216,216,2019-12-12,17.941287994384766,17.44748878479004,17.543254852294922,0.028302021894703877,0.022688671255196136
217,217,217,217,2019-12-13,17.87103843688965,17.691267013549805,17.464895248413086,0.010161591207806353,0.023254831059663195
218,218,218,218,2019-12-16,18.02033042907715,17.84797477722168,17.229829788208008,0.009656874463731091,0.04587977075723382
219,219,219,219,2019-12-17,17.88860321044922,17.821857452392578,17.482315063476562,0.0037451628280014138,0.02323995108756849
220,220,220,220,2019-12-18,17.853471755981445,17.739309310913086,17.2646541595459,0.006435563136504285,0.034105380333377955
221,221,221,221,2019-12-19,17.82712745666504,17.625146865844727,17.090524673461914,0.011459796185399496,0.043100068445933504
222,222,222,222,2019-12-20,18.05545425415039,17.941287994384766,17.44748878479004,0.006363325743466985,0.03484544262268563
223,223,223,223,2019-12-23,18.05545425415039,17.87103843688965,17.691267013549805,0.010319255812245798,0.020585707079185056
224,224,224,224,2019-12-24,18.08180046081543,18.02033042907715,17.84797477722168,0.003411148978661016,0.013100964479856092
225,225,225,225,2019-12-26,18.169618606567383,17.88860321044922,17.821857452392578,0.01570918605618221,0.019513182343859237
226,226,226,226,2019-12-27,18.02910614013672,17.853471755981445,17.739309310913086,0.009837547932179058,0.0163364212295094
227,227,227,227,2019-12-30,17.993982315063477,17.82712745666504,17.625146865844727,0.009359604277471734,0.020926659620267074
228,228,228,228,2019-12-31,18.04667282104492,18.05545425415039,17.941287994384766,-0.00048635902380878004,0.005873871858761426
229,229,229,229,2020-01-02,18.257436752319336,18.05545425415039,17.87103843688965,0.011186785739412564,0.02162148085542026
230,230,230,230,2020-01-03,18.02910614013672,18.08180046081543,18.02033042907715,-0.0029142186804297365,0.00048698946415592914
231,231,231,231,2020-01-06,18.09936714172364,18.169618606567383,17.88860321044922,-0.0038664248471539375,0.011782022821732019
232,232,232,232,2020-01-07,18.14327621459961,18.02910614013672,17.853471755981445,0.006332542144655839,0.016232386763715523
233,233,233,233,2020-01-08,18.380386352539062,17.993982315063477,17.82712745666504,0.021474070092428077,0.0310346631681917
234,234,234,234,2020-01-09,18.652618408203125,18.04667282104492,18.05545425415039,0.03357658185344792,0.033073892556066076
235,235,235,235,2020-01-10,18.77556610107422,18.257436752319336,18.05545425415039,0.02837908496049213,0.03988334144283834
236,236,236,236,2020-01-13,18.8458194732666,18.02910614013672,18.08180046081543,0.04529971296312363,0.04225348101295867
237,237,237,237,2020-01-14,18.79313087463379,18.09936714172364,18.169618606567383,0.03833082822607903,0.03431620011225989
238,238,238,238,2020-01-15,18.810697555541992,18.14327621459961,18.02910614013672,0.036786153341220595,0.04335164535224956
239,239,239,239,2020-01-16,19.03024101257324,18.380386352539062,17.993982315063477,0.035355875963097194,0.057589180614136204
240,240,240,240,2020-01-17,19.29369163513184,18.652618408203125,18.04667282104492,0.034369074244652964,0.06909965213270364
241,241,241,241,2020-01-21,19.28491401672364,18.77556610107422,18.257436752319336,0.027128232134650654,0.056277191499720214
242,242,242,242,2020-01-22,19.258569717407227,18.8458194732666,18.02910614013672,0.021901421942735144,0.06819326303334883
243,243,243,243,2020-01-23,19.407859802246094,18.79313087463379,18.09936714172364,0.03271029887000054,0.07229493994328928
