,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,AXON,AXON_6m,AXON_12m,AXON_6m_ret,AXON_12m_ret
0,0,0,0,2019-02-05,52.5,,,,
1,1,1,1,2019-02-06,52.119998931884766,,,,
2,2,2,2,2019-02-07,51.97999954223633,,,,
3,3,3,3,2019-02-08,51.43000030517578,,,,
4,4,4,4,2019-02-11,53.130001068115234,,,,
5,5,5,5,2019-02-12,53.29999923706055,,,,
6,6,6,6,2019-02-13,53.70000076293945,52.5,,0.022857157389322813,
7,7,7,7,2019-02-14,54.59000015258789,52.119998931884766,,0.04739066138376469,
8,8,8,8,2019-02-15,55.43000030517578,51.97999954223633,,0.0663716966779917,
9,9,9,9,2019-02-19,55.810001373291016,51.43000030517578,,0.0851643212546207,
10,10,10,10,2019-02-20,56.0,53.130001068115234,,0.054018424133010834,
11,11,11,11,2019-02-21,55.4900016784668,53.29999923706055,,0.041088226505705094,
12,12,12,12,2019-02-22,55.7400016784668,53.70000076293945,52.5,0.037988843324844535,0.06171431768508184
13,13,13,13,2019-02-25,58.04999923706055,54.59000015258789,52.119998931884766,0.0633815547682981,0.11377590995206388
14,14,14,14,2019-02-26,60.220001220703125,55.43000030517578,51.97999954223633,0.08641531461583041,0.15852254234383722
15,15,15,15,2019-02-27,55.4900016784668,55.810001373291016,51.43000030517578,-0.005733733864005219,0.07894227783783281
16,16,16,16,2019-02-28,53.83000183105469,56.0,53.130001068115234,-0.038749967302594834,0.013175244661524088
17,17,17,17,2019-03-01,54.45000076293945,55.4900016784668,53.29999923706055,-0.01874213162856908,0.021576013927581572
18,18,18,18,2019-03-04,51.20000076293945,55.7400016784668,53.70000076293945,-0.08144960134224777,-0.046554934161664896
19,19,19,19,2019-03-05,51.400001525878906,58.04999923706055,54.59000015258789,-0.11455637895919413,-0.05843558559795603
20,20,20,20,2019-03-06,49.97999954223633,60.220001220703125,55.43000030517578,-0.17004319945025792,-0.0983222214132039
21,21,21,21,2019-03-07,48.470001220703125,55.4900016784668,55.810001373291016,-0.12650928537433836,-0.13151764866468174
