,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MDT,MDT_6m,MDT_12m,MDT_6m_ret,MDT_12m_ret
214,214,214,214,2019-12-10,99.16362762451172,99.04753875732422,98.6724624633789,0.0011720520130431566,0.004977732883833852
215,215,215,215,2019-12-11,99.7708969116211,99.11898803710938,98.96717834472656,0.006577033194362869,0.008121061753372238
216,216,216,216,2019-12-12,100.3603057861328,99.96737670898438,99.82449340820312,0.003930573053770203,0.005367544173138228
217,217,217,217,2019-12-13,101.37837982177734,100.19956970214844,99.42262268066406,0.01176462257405908,0.01967114815905613
218,218,218,218,2019-12-16,102.28931427001952,100.99437713623048,100.4406967163086,0.012821873558785502,0.018405065019931888
219,219,219,219,2019-12-17,102.11961364746094,99.2440185546875,99.47618865966795,0.028974996525245267,0.026573444594231166
220,220,220,220,2019-12-18,101.62841796875,99.16362762451172,99.04753875732422,0.024855790407056766,0.026056974699282254
221,221,221,221,2019-12-19,101.35157012939452,99.7708969116211,99.11898803710938,0.015843029046572754,0.02252426236887417
222,222,222,222,2019-12-20,101.57486724853516,100.3603057861328,99.96737670898438,0.012102010380384609,0.016080151270052356
223,223,223,223,2019-12-23,101.70881652832033,101.37837982177734,100.19956970214844,0.00325943960757602,0.0150624082584212
224,224,224,224,2019-12-24,101.60164642333984,102.28931427001952,100.99437713623048,-0.006722773063708276,0.006012901948889926
225,225,225,225,2019-12-26,101.01839447021484,102.11961364746094,99.2440185546875,-0.01078362067690286,0.017878920476699367
226,226,226,226,2019-12-27,101.70933532714844,101.62841796875,99.16362762451172,0.0007962079900065699,0.025671788775983195
227,227,227,227,2019-12-30,101.33245086669922,101.35157012939452,99.7708969116211,-0.00018864298472032193,0.01565139738556609
228,228,228,228,2019-12-31,101.79904174804688,101.57486724853516,100.3603057861328,0.0022069878660357922,0.014335707236484696
229,229,229,229,2020-01-02,102.79505920410156,101.70881652832033,101.37837982177734,0.010679926410104068,0.013974176592827181
230,230,230,230,2020-01-03,102.18488311767578,101.60164642333984,102.28931427001952,0.005740425621704848,-0.0010209390207471802
231,231,231,231,2020-01-06,103.09117126464844,101.01839447021484,102.11961364746094,0.020518805563126907,0.009513917870288102
232,232,232,232,2020-01-07,102.73225402832033,101.70933532714844,101.62841796875,0.010057274466317878,0.010861490138612151
233,233,233,233,2020-01-08,104.53582763671876,101.33245086669922,101.35157012939452,0.03161254605628283,0.03141793958651995
234,234,234,234,2020-01-09,106.23175048828124,101.79904174804688,101.57486724853516,0.04354371774152188,0.045846806064255397
235,235,235,235,2020-01-10,106.4560546875,102.79505920410156,101.70881652832033,0.035614508243333676,0.04667479498060856
236,236,236,236,2020-01-13,105.89077758789062,102.18488311767578,101.60164642333984,0.03626656269643269,0.042215173823851426
237,237,237,237,2020-01-14,105.0203628540039,103.09117126464844,101.01839447021484,0.01871345107141109,0.039616234298487374
238,238,238,238,2020-01-15,105.28059387207033,102.73225402832033,101.70933532714844,0.024805645197344628,0.03511239684572631
239,239,239,239,2020-01-16,106.65348052978516,104.53582763671876,101.33245086669922,0.02025767567867387,0.05251061844034188
240,240,240,240,2020-01-17,106.80599975585938,106.23175048828124,101.79904174804688,0.005405627460139506,0.04918472631800164
241,241,241,241,2020-01-21,107.96353912353516,106.4560546875,102.79505920410156,0.014160626565209,0.05027945856008009
242,242,242,242,2020-01-22,108.65446472167967,105.89077758789062,102.18488311767578,0.026099412968189295,0.06331251166137308
243,243,243,243,2020-01-23,108.5467758178711,105.0203628540039,103.09117126464844,0.03357837345096115,0.05292019177100449
