,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,TJX,TJX_6m,TJX_12m,TJX_6m_ret,TJX_12m_ret
59,59,59,59,2019-05-01,50.57686233520508,51.748931884765625,50.60499954223633,-0.022649154424491447,-0.0005560163479058078
60,60,60,60,2019-05-02,51.05507659912109,51.96459197998047,50.85816192626953,-0.017502598330989994,0.0038718401411561576
61,61,61,61,2019-05-03,50.66126251220703,51.64579391479492,51.09257888793945,-0.019063147798873414,-0.008441859563957821
62,62,62,62,2019-05-06,50.81128692626953,51.62703704833984,51.62703704833984,-0.01580083167094204,-0.01580083167094204
63,63,63,63,2019-05-07,50.08929061889648,51.36448669433594,51.68329620361328,-0.024826415243434652,-0.030841794192789207
64,64,64,64,2019-05-08,50.64251327514648,51.4582633972168,51.0175666809082,-0.015852655496229606,-0.007351456177977167
65,65,65,65,2019-05-09,50.48310470581055,50.57686233520508,51.748931884765625,-0.0018537652409740257,-0.024460933450255906
66,66,66,66,2019-05-10,50.85816192626953,51.05507659912109,51.96459197998047,-0.0038569068145311025,-0.02129199925474623
67,67,67,67,2019-05-13,49.20790481567383,50.66126251220703,51.64579391479492,-0.028687751241552872,-0.04720402019849124
68,68,68,68,2019-05-14,49.301666259765625,50.81128692626953,51.62703704833984,-0.02971034110382731,-0.04504172467610146
69,69,69,69,2019-05-15,49.2922477722168,50.08929061889648,51.36448669433594,-0.01591244030074146,-0.04034380669373361
70,70,70,70,2019-05-16,49.62186813354492,50.64251327514648,51.4582633972168,-0.020153919614065652,-0.03568708196575476
71,71,71,71,2019-05-17,49.95148849487305,50.48310470581055,50.57686233520508,-0.010530576794661961,-0.012364820818406619
72,72,72,72,2019-05-20,49.88556289672852,50.85816192626953,51.05507659912109,-0.019123755021878575,-0.02290690329534628
73,73,73,73,2019-05-21,50.158668518066406,49.20790481567383,50.66126251220703,0.019321361190930864,-0.009920676454115651
74,74,74,74,2019-05-22,48.70835494995117,49.301666259765625,50.81128692626953,-0.012034305426683822,-0.04138710321133665
75,75,75,75,2019-05-23,49.12273406982422,49.2922477722168,50.08929061889648,-0.003438952574772225,-0.01929667074797059
76,76,76,76,2019-05-24,48.61417007446289,49.62186813354492,50.64251327514648,-0.020307539739738534,-0.040052182830330074
77,77,77,77,2019-05-28,47.15442657470703,49.95148849487305,50.48310470581055,-0.055995566988020884,-0.06593647816435488
78,78,78,78,2019-05-29,46.834232330322266,49.88556289672852,50.85816192626953,-0.06116660591207568,-0.07912062574697187
79,79,79,79,2019-05-30,47.61590194702149,50.158668518066406,49.20790481567383,-0.05069445912682169,-0.032352583891059106
80,80,80,80,2019-05-31,47.36161804199219,48.70835494995117,49.301666259765625,-0.027648991827845193,-0.03935056084213284
81,81,81,81,2019-06-03,46.98490524291992,49.12273406982422,49.2922477722168,-0.04352015146114496,-0.046809440298995475
82,82,82,82,2019-06-04,47.74774169921875,48.61417007446289,49.62186813354492,-0.017822547909735365,-0.03776815554953361
83,83,83,83,2019-06-05,48.18095397949219,47.15442657470703,49.95148849487305,0.021769481241783906,-0.0354450801914058
84,84,84,84,2019-06-06,47.93609237670898,46.834232330322266,49.88556289672852,0.02352680916418759,-0.03907885181240267
85,85,85,85,2019-06-07,48.89670944213867,47.61590194702149,50.158668518066406,0.02689873430397749,-0.025159341609580332
86,86,86,86,2019-06-10,48.62358474731445,47.36161804199219,48.70835494995117,0.026645346115569124,-0.0017403626692755747
87,87,87,87,2019-06-11,49.02854919433594,46.98490524291992,49.12273406982422,0.04349575551658624,-0.0019173378125575402
88,88,88,88,2019-06-12,49.0944709777832,47.74774169921875,48.61417007446289,0.028205088463618022,0.009879854013441491
89,89,89,89,2019-06-13,49.74430084228516,48.18095397949219,47.15442657470703,0.03244740366615417,0.05492324805339277
90,90,90,90,2019-06-14,50.23402404785156,47.93609237670898,46.834232330322266,0.04793740076024844,0.07259202400394948
91,91,91,91,2019-06-17,50.44120788574219,48.89670944213867,47.61590194702149,0.031586960783755336,0.059335344353325326
92,92,92,92,2019-06-18,50.69548034667969,48.62358474731445,47.36161804199219,0.04261091834615649,0.07039164712936108
93,93,93,93,2019-06-19,50.9874267578125,49.02854919433594,46.98490524291992,0.03995381457672953,0.08518739144410037
94,94,94,94,2019-06-20,50.69548034667969,49.0944709777832,47.74774169921875,0.032610787671405905,0.06173566628616434
95,95,95,95,2019-06-21,49.8478889465332,49.74430084228516,48.18095397949219,0.002082411502303927,0.034597384015072175
96,96,96,96,2019-06-24,49.70662689208984,50.23402404785156,47.93609237670898,-0.010498803664610645,0.03693531173686404
97,97,97,97,2019-06-25,49.96090316772461,50.44120788574219,48.89670944213867,-0.009522070111912195,0.021764117416638085
98,98,98,98,2019-06-26,49.77254486083984,50.69548034667969,48.62358474731445,-0.01820547866453537,0.02362968751679384
99,99,99,99,2019-06-27,49.80080032348633,50.9874267578125,49.02854919433594,-0.023272922557213582,0.015751049987006382
100,100,100,100,2019-06-28,49.80080032348633,50.69548034667969,49.0944709777832,-0.017648122023405488,0.014387146487895963
101,101,101,101,2019-07-01,49.87614440917969,49.8478889465332,49.74430084228516,0.0005668336863129397,0.0026504255696051526
102,102,102,102,2019-07-02,49.70662689208984,49.70662689208984,50.23402404785156,0.0,-0.010498803664610645
103,103,103,103,2019-07-03,50.78024291992188,49.96090316772461,50.44120788574219,0.01639961850662819,0.006721390077487177
104,104,104,104,2019-07-05,51.26055145263672,49.77254486083984,50.69548034667969,0.02989613241511435,0.011146380349743357
105,105,105,105,2019-07-08,51.75026321411133,49.80080032348633,50.9874267578125,0.039145212084184644,0.014961266037649912
106,106,106,106,2019-07-09,51.59958267211914,49.80080032348633,50.69548034667969,0.03611954701427744,0.01783398281773385
107,107,107,107,2019-07-10,51.948036193847656,49.87614440917969,49.8478889465332,0.04154073674320813,0.042131117118461514
108,108,108,108,2019-07-11,52.60728073120117,49.70662689208984,49.70662689208984,0.05835547532542251,0.05835547532542251
109,109,109,109,2019-07-12,53.388946533203125,50.78024291992188,49.96090316772461,0.05137241303463336,0.06861451951679443
110,110,110,110,2019-07-15,53.1817626953125,51.26055145263672,49.77254486083984,0.03747933231757994,0.06849595181449075
111,111,111,111,2019-07-16,52.94631576538086,51.75026321411133,49.80080032348633,0.023112009040823445,0.06316194562060251
112,112,112,112,2019-07-17,53.02165603637695,51.59958267211914,49.80080032348633,0.02755978421946037,0.06467477815555611
113,113,113,113,2019-07-18,52.004539489746094,51.948036193847656,49.87614440917969,0.0010876887759065923,0.04267360891221328
114,114,114,114,2019-07-19,51.45831680297852,52.60728073120117,49.70662689208984,-0.02184039760757306,0.03524057093416344
115,115,115,115,2019-07-22,51.0439338684082,53.388946533203125,50.78024291992188,-0.04392318667191786,0.005192786275208361
116,116,116,116,2019-07-23,51.46773910522461,53.1817626953125,51.26055145263672,-0.03222953702959841,0.004041853759207514
117,117,117,117,2019-07-24,51.79734802246094,52.94631576538086,51.75026321411133,-0.021700617433161984,0.0009098467413546363
118,118,118,118,2019-07-25,51.84443664550781,53.02165603637695,51.59958267211914,-0.022202614532851994,0.004745270420975167
119,119,119,119,2019-07-26,52.51310348510742,52.004539489746094,51.948036193847656,0.00977922312842705,0.01087754865556767
120,120,120,120,2019-07-29,52.21172332763672,51.45831680297852,52.60728073120117,0.01464110315816991,-0.0075190619637910405
121,121,121,121,2019-07-30,51.77852249145508,51.0439338684082,53.388946533203125,0.01439130112778253,-0.03016399735002273
122,122,122,122,2019-07-31,51.38297653198242,51.46773910522461,53.1817626953125,-0.0016469068724563884,-0.03382336485602466
123,123,123,123,2019-08-01,49.5276985168457,51.79734802246094,52.94631576538086,-0.043817870842172146,-0.06456761342345241
124,124,124,124,2019-08-02,49.31108474731445,51.84443664550781,53.02165603637695,-0.04886448888461148,-0.06998218400641354
125,125,125,125,2019-08-05,47.74774169921875,52.51310348510742,52.004539489746094,-0.090746146573495,-0.08185435026045507
126,126,126,126,2019-08-06,49.30166244506836,52.21172332763672,51.45831680297852,-0.05573577536039698,-0.0419107054388792
127,127,127,127,2019-08-07,49.13214111328125,51.77852249145508,51.0439338684082,-0.051109634860874165,-0.03745386787890559
128,128,128,128,2019-08-08,50.41295623779297,51.38297653198242,51.46773910522461,-0.018878242555405156,-0.020494058720457176
129,129,129,129,2019-08-09,49.87614440917969,49.5276985168457,51.79734802246094,0.007035374200064393,-0.037090771760132535
130,130,130,130,2019-08-12,48.70835494995117,49.31108474731445,51.84443664550781,-0.01222300828407763,-0.06049022611625532
131,131,131,131,2019-08-13,50.42236328125,47.74774169921875,52.51310348510742,0.05601566664408364,-0.03981368582510747
132,132,132,132,2019-08-14,48.64419937133789,49.30166244506836,52.21172332763672,-0.013335515297542178,-0.0683280253730002
133,133,133,133,2019-08-15,47.48083114624024,49.13214111328125,51.77852249145508,-0.03360956656119818,-0.08300142874729721
134,134,134,134,2019-08-16,48.60636520385742,50.41295623779297,51.38297653198242,-0.035835847939843735,-0.05403757266566189
135,135,135,135,2019-08-19,48.7577018737793,49.87614440917969,49.5276985168457,-0.02242439845038502,-0.015546788284630408
136,136,136,136,2019-08-20,48.71986389160156,48.70835494995117,49.31108474731445,0.00023628270062125978,-0.01198961366886353
137,137,137,137,2019-08-21,50.6020736694336,50.42236328125,47.74774169921875,0.003564100857018415,0.05977941298659473
138,138,138,138,2019-08-22,51.90733337402344,48.64419937133789,49.30166244506836,0.06708166739009469,0.052851583490887366
139,139,139,139,2019-08-23,50.21428298950195,47.48083114624024,49.13214111328125,0.05756958707910398,0.02202513164907005
140,140,140,140,2019-08-26,50.55479049682617,48.60636520385742,50.41295623779297,0.04008580532193595,0.002813448558029119
141,141,141,141,2019-08-27,50.51695251464844,48.7577018737793,49.87614440917969,0.036081492220928935,0.012847988012297362
142,142,142,142,2019-08-28,51.651954650878906,48.71986389160156,48.70835494995117,0.060182654980339256,0.060433157801209836
143,143,143,143,2019-08-29,52.39916229248047,50.6020736694336,50.42236328125,0.035514130009506095,0.039204806807727755
144,144,144,144,2019-08-30,51.992454528808594,51.90733337402344,48.64419937133789,0.0016398676112256982,0.0688315400549806
145,145,145,145,2019-09-03,51.33037567138672,50.21428298950195,47.48083114624024,0.02222659800037574,0.08107576114853465
146,146,146,146,2019-09-04,51.45333099365234,50.55479049682617,48.60636520385742,0.01777359747702989,0.0585718717673005
147,147,147,147,2019-09-05,52.749114990234375,50.51695251464844,48.7577018737793,0.044186404057898754,0.08186220767311347
148,148,148,148,2019-09-06,53.09907531738281,51.651954650878906,48.71986389160156,0.028016764830782304,0.08988554310259778
149,149,149,149,2019-09-09,53.7138671875,52.39916229248047,50.6020736694336,0.025090189184344913,0.061495375434506894
150,150,150,150,2019-09-10,53.83681869506836,51.992454528808594,51.90733337402344,0.03547368907612958,0.037171728841121965
151,151,151,151,2019-09-11,53.62874984741211,51.33037567138672,50.21428298950195,0.04477610276494781,0.06799792120150361
152,152,152,152,2019-09-12,53.6760368347168,51.45333099365234,50.55479049682617,0.04319848293862005,0.06173987286301941
153,153,153,153,2019-09-13,53.51525115966797,52.749114990234375,50.51695251464844,0.014524152103318366,0.059352326214652695
154,154,154,154,2019-09-16,52.42753982543945,53.09907531738281,51.651954650878906,-0.012646839665841014,0.01501560163217075
155,155,155,155,2019-09-17,52.86261749267578,53.7138671875,52.39916229248047,-0.01584785716233661,0.008844706287638893
156,156,156,156,2019-09-18,53.2220344543457,53.83681869506836,51.992454528808594,-0.011419401361822512,0.02364919942096222
157,157,157,157,2019-09-19,53.40174102783203,53.62874984741211,51.33037567138672,-0.004232968701041506,0.04035359822234774
158,158,158,158,2019-09-20,51.84112548828125,53.6760368347168,51.45333099365234,-0.03418492598635292,0.007536820010287659
159,159,159,159,2019-09-23,52.20053482055664,53.51525115966797,52.749114990234375,-0.024567133865984192,-0.010399798551677941
160,160,160,160,2019-09-24,52.3045768737793,52.42753982543945,53.09907531738281,-0.002345388550932692,-0.014962566463816107
161,161,161,161,2019-09-25,52.512657165527344,52.86261749267578,53.7138671875,-0.006620185373850007,-0.022363126783993548
162,162,162,162,2019-09-26,52.22890472412109,53.2220344543457,53.83681869506836,-0.018660123394503625,-0.029866437317823236
163,163,163,163,2019-09-27,51.86003494262695,53.40174102783203,53.62874984741211,-0.02886995920978619,-0.03298072227709237
164,164,164,164,2019-09-30,52.72074890136719,51.84112548828125,53.6760368347168,0.016967675851959907,-0.01779728887755261
165,165,165,165,2019-10-01,52.38970565795898,52.20053482055664,53.51525115966797,0.003623925273038342,-0.021032238050248786
166,166,166,166,2019-10-02,51.25470352172852,52.3045768737793,52.42753982543945,-0.02007230370268198,-0.02237061490231962
167,167,167,167,2019-10-03,51.05607986450195,52.512657165527344,52.86261749267578,-0.027737642306578603,-0.03417419934652555
168,168,168,168,2019-10-04,52.29512405395508,52.22890472412109,53.2220344543457,0.0012678674803496826,-0.017415914477785233
169,169,169,169,2019-10-07,52.71128845214844,51.86003494262695,53.40174102783203,0.01641444149552207,-0.012929401970691257
170,170,170,170,2019-10-08,52.4180793762207,52.72074890136719,51.84112548828125,-0.005740994417828493,0.011129270101781996
171,171,171,171,2019-10-09,53.07070159912109,52.38970565795898,52.20053482055664,0.012998659423822279,0.016669690867262332
172,172,172,172,2019-10-10,54.31919860839844,51.25470352172852,52.3045768737793,0.05978953883463167,0.038517121350217565
173,173,173,173,2019-10-11,55.397457122802734,51.05607986450195,52.512657165527344,0.08503154315455452,0.054935326319178523
174,174,174,174,2019-10-14,54.971824645996094,52.29512405395508,52.22890472412109,0.05118451558274062,0.052517278245894916
175,175,175,175,2019-10-15,55.31232833862305,52.71128845214844,51.86003494262695,0.04934502575925159,0.06656943829319406
176,176,176,176,2019-10-16,56.07844924926758,52.4180793762207,52.72074890136719,0.06983029360490822,0.06368840386129859
177,177,177,177,2019-10-17,57.21345520019531,53.07070159912109,52.38970565795898,0.07806102946155202,0.09207437762161796
178,178,178,178,2019-10-18,57.09049606323242,54.31919860839844,51.25470352172852,0.05101874706976073,0.11385867326361421
179,179,179,179,2019-10-21,56.66487121582031,55.397457122802734,51.05607986450195,0.02287856083733275,0.10985550332504102
180,180,180,180,2019-10-22,57.09049606323242,54.971824645996094,52.29512405395508,0.038541042268107395,0.09169826242939516
181,181,181,181,2019-10-23,56.44733428955078,55.31232833862305,52.71128845214844,0.020519945281985086,0.07087752826975469
182,182,182,182,2019-10-24,55.908203125,56.07844924926758,52.4180793762207,-0.0030358564929432452,0.06658244236172028
183,183,183,183,2019-10-25,55.89874649047852,57.21345520019531,53.07070159912109,-0.02297901263114588,0.05328825144840876
184,184,184,184,2019-10-28,55.17991256713867,57.09049606323242,54.31919860839844,-0.033465876596651456,0.015845483379556935
185,185,185,185,2019-10-29,54.394866943359375,56.66487121582031,55.397457122802734,-0.04006016820924452,-0.01809812636744068
186,186,186,186,2019-10-30,55.387996673583984,57.09049606323242,54.971824645996094,-0.029821064924059892,0.007570642420329454
187,187,187,187,2019-10-31,54.527286529541016,56.44733428955078,55.31232833862305,-0.03401485267950366,-0.014192890313276862
188,188,188,188,2019-11-01,54.86778259277344,55.908203125,56.07844924926758,-0.018609443231441092,-0.02158880412532005
189,189,189,189,2019-11-04,55.473121643066406,55.89874649047852,57.21345520019531,-0.0076142109462976615,-0.030418256527932397
190,190,190,190,2019-11-05,56.01224899291992,55.17991256713867,57.09049606323242,0.015084047564746017,-0.0188866299062852
191,191,191,191,2019-11-06,55.64336395263672,54.394866943359375,56.66487121582031,0.0229524784126669,-0.018027169942608112
192,192,192,192,2019-11-07,56.08791732788086,55.387996673583984,57.09049606323242,0.012636684775253482,-0.017561219545913942
193,193,193,193,2019-11-08,56.02170181274414,54.527286529541016,56.44733428955078,0.027406742171068865,-0.00754034680580884
194,194,194,194,2019-11-11,55.3785285949707,54.86778259277344,55.908203125,0.009308668549410815,-0.009474003820960752
195,195,195,195,2019-11-12,55.236663818359375,55.473121643066406,55.89874649047852,-0.004262565684125086,-0.011844320556131271
196,196,196,196,2019-11-13,55.49304962158203,56.01224899291992,55.17991256713867,-0.009269389832990305,0.0056748378146187495
197,197,197,197,2019-11-14,56.19572448730469,55.64336395263672,54.394866943359375,0.009926799809194309,0.03310712288018869
198,198,198,198,2019-11-15,56.80345153808594,56.08791732788086,55.387996673583984,0.012757368151542936,0.025555263766689373
199,199,199,199,2019-11-18,56.54706573486328,56.02170181274414,54.527286529541016,0.009377864383256274,0.03704162326559235
200,200,200,200,2019-11-19,57.58210754394531,55.3785285949707,54.86778259277344,0.03979121520348117,0.04947028698639944
201,201,201,201,2019-11-20,56.32867813110352,55.236663818359375,55.473121643066406,0.019769736932975013,0.0154229014466154
202,202,202,202,2019-11-21,56.13875961303711,55.49304962158203,56.01224899291992,0.011635871444411583,0.0022586241829565257
203,203,203,203,2019-11-22,56.19572448730469,56.19572448730469,55.64336395263672,0.0,0.009926799809194309
204,204,204,204,2019-11-25,56.35715866088867,56.80345153808594,56.08791732788086,-0.007856791534895269,0.004800344634547038
205,205,205,205,2019-11-26,57.30672454833984,56.54706573486328,56.02170181274414,0.013434097836984682,0.02293794536786753
206,206,206,206,2019-11-27,57.89546585083008,57.58210754394531,55.3785285949707,0.00544193882875188,0.045449695391291955
207,207,207,207,2019-11-29,58.047393798828125,56.32867813110352,55.236663818359375,0.030512267014758176,0.05088522343984381
208,208,208,208,2019-12-02,57.35420989990234,56.13875961303711,55.49304962158203,0.0216508219141871,0.0335386195390579
209,209,209,209,2019-12-03,56.49959564208984,56.19572448730469,56.19572448730469,0.005407371424738905,0.005407371424738905
210,210,210,210,2019-12-04,56.86043167114258,56.35715866088867,56.80345153808594,0.008930063583975079,0.0010031104011072323
211,211,211,211,2019-12-05,56.56605529785156,57.30672454833984,56.54706573486328,-0.012924648133806671,0.0003358187156397019
212,212,212,212,2019-12-06,56.82244491577149,57.89546585083008,57.58210754394531,-0.018533764592606694,-0.013192685377034219
213,213,213,213,2019-12-09,57.31623077392578,58.047393798828125,56.32867813110352,-0.01259596645176353,0.017531969071309605
214,214,214,214,2019-12-10,57.20227813720703,57.35420989990234,56.13875961303711,-0.0026490080320252796,0.018944460681011188
215,215,215,215,2019-12-11,57.34471130371094,56.49959564208984,56.19572448730469,0.014957906371130258,0.020446160751354414
216,216,216,216,2019-12-12,57.791015625,56.86043167114258,56.35715866088867,0.016366107792489926,0.02544232175967398
217,217,217,217,2019-12-13,57.32571792602539,56.56605529785156,57.30672454833984,0.013429655367937166,0.000331433663941727
218,218,218,218,2019-12-16,57.54412460327149,56.82244491577149,57.89546585083008,0.012700609566690613,-0.006068545133807723
219,219,219,219,2019-12-17,57.686561584472656,57.31623077392578,58.047393798828125,0.006461185698124261,-0.006216165631931503
220,220,220,220,2019-12-18,57.44916534423828,57.20227813720703,57.35420989990234,0.004316038015812262,0.0016555967644165115
221,221,221,221,2019-12-19,57.21176910400391,57.34471130371094,56.49959564208984,-0.0023182992238452993,0.012604930244554557
222,222,222,222,2019-12-20,56.95539093017578,57.791015625,56.86043167114258,-0.014459422209266992,0.0016700411207288823
223,223,223,223,2019-12-23,57.01235580444336,57.32571792602539,56.56605529785156,-0.005466344477122798,0.007889899768364295
224,224,224,224,2019-12-24,57.33522415161133,57.54412460327149,56.82244491577149,-0.003630265524072085,0.00902423745757397
225,225,225,225,2019-12-26,57.75303268432617,57.686561584472656,57.31623077392578,0.0011522804970127698,0.007620911293404475
226,226,226,226,2019-12-27,57.78152084350586,57.44916534423828,57.20227813720703,0.005785210233709925,0.010126217436820184
227,227,227,227,2019-12-30,58.08538055419922,57.21176910400391,57.34471130371094,0.015269785638112099,0.012916086482073652
228,228,228,228,2019-12-31,57.98093795776367,56.95539093017578,57.791015625,0.018006144999428653,0.0032863643372536
229,229,229,229,2020-01-02,58.588661193847656,57.01235580444336,57.32571792602539,0.027648487194795957,0.022031006562394984
230,230,230,230,2020-01-03,58.15185546875,57.33522415161133,57.54412460327149,0.014243099756255484,0.010561127998182318
231,231,231,231,2020-01-06,58.52219009399414,57.75303268432617,57.686561584472656,0.013318043640619281,0.014485670259577477
232,232,232,232,2020-01-07,58.48419952392578,57.78152084350586,57.44916534423828,0.012160958558412593,0.0180165224940263
233,233,233,233,2020-01-08,58.79756546020508,58.08538055419922,57.21176910400391,0.01226100094741267,0.027718009441700442
234,234,234,234,2020-01-09,59.48124694824219,57.98093795776367,56.95539093017578,0.0258759006549949,0.04434797087360831
235,235,235,235,2020-01-10,59.196380615234375,58.588661193847656,57.01235580444336,0.01037264564513607,0.03830792080022771
236,236,236,236,2020-01-13,59.3673095703125,58.15185546875,57.33522415161133,0.020901381250262308,0.03544218146470901
237,237,237,237,2020-01-14,59.557228088378906,58.52219009399414,57.75303268432617,0.01768624845929989,0.03123983832873911
238,238,238,238,2020-01-15,58.68360900878906,58.48419952392578,57.78152084350586,0.003409630062247926,0.015612052990546799
239,239,239,239,2020-01-16,59.64268112182617,58.79756546020508,58.08538055419922,0.01437331044247192,0.026810542562837103
240,240,240,240,2020-01-17,59.51923751831055,59.48124694824219,57.98093795776367,0.0006386982791637408,0.02653112582737882
241,241,241,241,2020-01-21,59.15839767456055,59.196380615234375,58.588661193847656,-0.0006416429565299087,0.009724347153587498
242,242,242,242,2020-01-22,59.28184127807617,59.3673095703125,58.15185546875,-0.0014396524426477653,0.019431638083043046
243,243,243,243,2020-01-23,59.30083847045898,59.557228088378906,58.52219009399414,-0.004304928656845175,0.013305181764630358
244,244,244,244,2020-01-24,58.10437774658203,58.68360900878906,58.48419952392578,-0.009870409676410286,-0.006494434059721832
