,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,HRL,HRL_6m,HRL_12m,HRL_6m_ret,HRL_12m_ret
103,103,103,103,2019-07-03,37.42331314086914,36.28548049926758,36.69761657714844,0.03135779452126952,0.019775032588154273
104,104,104,104,2019-07-05,37.18141555786133,35.953975677490234,36.61697769165039,0.034139197605886906,0.015414649209010145
105,105,105,105,2019-07-08,37.06494140625,36.07941055297852,36.89472198486328,0.027315602948233764,0.004613652366226129
106,106,106,106,2019-07-09,36.89472198486328,36.32131576538086,37.23517227172852,0.015787044257602467,-0.009143244574800424
107,107,107,107,2019-07-10,37.002227783203125,36.65281677246094,37.10078811645508,0.009532992045640398,-0.002656556322808701
108,108,108,108,2019-07-11,36.93054962158203,36.91263198852539,37.75481796264648,0.0004854065421888709,-0.021832136546915737
109,109,109,109,2019-07-12,36.93054962158203,37.42331314086914,36.28548049926758,-0.013167287392012672,0.01777761003681544
110,110,110,110,2019-07-15,37.13768005371094,37.18141555786133,35.953975677490234,-0.0011762732401172649,0.03292276734118693
111,111,111,111,2019-07-16,37.128665924072266,37.06494140625,36.07941055297852,0.0017192666548102586,0.02908183240834905
112,112,112,112,2019-07-17,37.101654052734375,36.89472198486328,36.32131576538086,0.005608717364938842,0.021484306691810007
113,113,113,113,2019-07-18,37.63297271728516,37.002227783203125,36.65281677246094,0.017046134026783122,0.026741626732509793
114,114,114,114,2019-07-19,37.15568542480469,36.93054962158203,36.91263198852539,0.006096194222116047,0.006584559896862796
115,115,115,115,2019-07-22,37.24573516845703,36.93054962158203,37.42331314086914,0.008534547958387373,-0.004745116279354256
116,116,116,116,2019-07-23,37.0566291809082,37.13768005371094,37.18141555786133,-0.0021824430789837423,-0.003356149169709055
117,117,117,117,2019-07-24,36.390235900878906,37.128665924072266,37.06494140625,-0.01988840710580453,-0.01820333392614837
118,118,118,118,2019-07-25,36.76846694946289,37.101654052734375,36.89472198486328,-0.008980384076621162,-0.0034220351477967093
119,119,119,119,2019-07-26,37.26375198364258,37.63297271728516,37.002227783203125,-0.00981109667887059,0.007067796078974675
120,120,120,120,2019-07-29,37.317779541015625,37.15568542480469,36.93054962158203,0.004362565630473547,0.010485354899979482
121,121,121,121,2019-07-30,37.48888397216797,37.24573516845703,36.93054962158203,0.00652823209452591,0.015118495562807643
122,122,122,122,2019-07-31,36.91254425048828,37.0566291809082,37.13768005371094,-0.003888236291447522,-0.0060621935160476426
123,123,123,123,2019-08-01,37.128665924072266,36.390235900878906,37.128665924072266,0.020291982310989276,0.0
124,124,124,124,2019-08-02,37.24573516845703,36.76846694946289,37.101654052734375,0.012980367651719948,0.0038834148881305985
125,125,125,125,2019-08-05,36.678409576416016,37.26375198364258,37.63297271728516,-0.015708091001773172,-0.025365074081184935
126,126,126,126,2019-08-06,36.489295959472656,37.317779541015625,37.15568542480469,-0.022200773779490035,-0.017935060481676812
127,127,127,127,2019-08-07,36.82249450683594,37.48888397216797,37.24573516845703,-0.01777565493352018,-0.011363466440032388
128,128,128,128,2019-08-08,37.62395477294922,36.91254425048828,37.0566291809082,0.019272866092169272,0.015309692343342007
129,129,129,129,2019-08-09,37.5609245300293,37.128665924072266,36.390235900878906,0.01164217984133864,0.03217040505972957
130,130,130,130,2019-08-12,37.66899108886719,37.24573516845703,36.76846694946289,0.011363876118858585,0.024491751060549793
131,131,131,131,2019-08-13,37.63297271728516,36.678409576416016,37.26375198364258,0.026025205342679936,0.009908308047044123
132,132,132,132,2019-08-14,36.642391204833984,36.489295959472656,37.317779541015625,0.004195620697405866,-0.01809829910805194
133,133,133,133,2019-08-15,37.27275085449219,36.82249450683594,37.48888397216797,0.012227752456386742,-0.005765258785410676
134,134,134,134,2019-08-16,37.326786041259766,37.62395477294922,36.91254425048828,-0.007898391689092454,0.011222249757709468
135,135,135,135,2019-08-19,37.110652923583984,37.5609245300293,37.128665924072266,-0.011987766863547966,-0.00048515075993083023
136,136,136,136,2019-08-20,36.83150100708008,37.66899108886719,37.24573516845703,-0.022232877960849495,-0.011121653512903729
137,137,137,137,2019-08-21,36.8945426940918,37.63297271728516,36.678409576416016,-0.019621889260270975,0.005892652385199204
138,138,138,138,2019-08-22,38.67757415771485,36.642391204833984,36.489295959472656,0.05554176149433121,0.059970414355832835
139,139,139,139,2019-08-23,37.82208633422852,37.27275085449219,36.82249450683594,0.014738259643911622,0.027146227890862074
140,140,140,140,2019-08-26,38.389404296875,37.326786041259766,37.62395477294922,0.02846798153049268,0.020344738572674492
141,141,141,141,2019-08-27,38.19129180908203,37.110652923583984,37.5609245300293,0.029119371403225625,0.016782528304082778
142,142,142,142,2019-08-28,38.09223175048828,36.83150100708008,37.66899108886719,0.034229686788107117,0.011235784378259561
143,143,143,143,2019-08-29,38.22731399536133,36.8945426940918,37.63297271728516,0.03612380596014164,0.015793099379661335
144,144,144,144,2019-08-30,38.371395111083984,38.67757415771485,36.642391204833984,-0.007916190539312695,0.047185891788140255
145,145,145,145,2019-09-03,38.57851409912109,37.82208633422852,37.27275085449219,0.019999630856111894,0.03503265025236324
146,146,146,146,2019-09-04,38.299354553222656,38.389404296875,37.326786041259766,-0.0023456926540450507,0.026055511741296167
147,147,147,147,2019-09-05,38.317359924316406,38.19129180908203,37.110652923583984,0.003300964938933948,0.032516458366205425
148,148,148,148,2019-09-06,38.36238479614258,38.09223175048828,36.83150100708008,0.007092077130682606,0.04156452349765005
149,149,149,149,2019-09-09,38.64155197143555,38.22731399536133,36.8945426940918,0.01083617792567071,0.047351427874548824
150,150,150,150,2019-09-10,39.32596206665039,38.371395111083984,38.67757415771485,0.024877045851550816,0.01676392387722192
151,151,151,151,2019-09-11,40.10940933227539,38.57851409912109,37.82208633422852,0.039682586768918116,0.06047585471182404
152,152,152,152,2019-09-12,39.62312698364258,38.299354553222656,38.389404296875,0.03456383131941143,0.03213706254014492
153,153,153,153,2019-09-13,38.70458221435547,38.317359924316406,38.19129180908203,0.010105662049888053,0.01343998542493341
154,154,154,154,2019-09-16,38.56951904296875,38.36238479614258,38.09223175048828,0.005399410071268651,0.01252978023463669
155,155,155,155,2019-09-17,38.87568664550781,38.64155197143555,38.22731399536133,0.006059142610145285,0.016960978483216538
156,156,156,156,2019-09-18,38.68658065795898,39.32596206665039,38.371395111083984,-0.016258506469791545,0.00821407577083244
157,157,157,157,2019-09-19,38.68658065795898,40.10940933227539,38.57851409912109,-0.03547368804485207,0.0028012110202126905
158,158,158,158,2019-09-20,38.6685676574707,39.62312698364258,38.299354553222656,-0.024090964011142857,0.009640191291865552
159,159,159,159,2019-09-23,38.36238479614258,38.70458221435547,38.317359924316406,-0.008841263711818814,0.0011750515149036023
160,160,160,160,2019-09-24,38.68658065795898,38.56951904296875,38.36238479614258,0.003035081014617136,0.008450878732883194
161,161,161,161,2019-09-25,38.99276351928711,38.87568664550781,38.64155197143555,0.0030115705697206785,0.009088960715428307
162,162,162,162,2019-09-26,39.20888900756836,38.68658065795898,39.32596206665039,0.013501021303156335,-0.0029769916088413506
163,163,163,163,2019-09-27,39.20888900756836,38.68658065795898,40.10940933227539,0.013501021303156335,-0.022451597759690745
164,164,164,164,2019-09-30,39.379981994628906,38.6685676574707,39.62312698364258,0.01839774215222989,-0.006136441202988507
165,165,165,165,2019-10-01,39.28092193603516,38.36238479614258,38.70458221435547,0.023943692363592284,0.014890736153352124
166,166,166,166,2019-10-02,38.488468170166016,38.68658065795898,38.56951904296875,-0.0051209614399509995,-0.002101422958176835
167,167,167,167,2019-10-03,38.76762771606445,38.99276351928711,38.87568664550781,-0.005773784233356394,-0.0027796018223088526
168,168,168,168,2019-10-04,39.38898468017578,39.20888900756836,38.68658065795898,0.004593235798460382,0.018156270475982117
169,169,169,169,2019-10-07,39.35297393798828,39.20888900756836,38.68658065795898,0.003674802680384781,0.01722543757281403
170,170,170,170,2019-10-08,38.79465103149414,39.379981994628906,38.6685676574707,-0.014863667617080134,0.0032606166108941625
171,171,171,171,2019-10-09,38.57851409912109,39.28092193603516,38.36238479614258,-0.017881653543108667,0.005633886009094979
172,172,172,172,2019-10-10,37.524898529052734,38.488468170166016,38.68658065795898,-0.025035281655095387,-0.030028038383052347
173,173,173,173,2019-10-11,37.06562805175781,38.76762771606445,38.99276351928711,-0.04390260030281323,-0.049422900394737956
174,174,174,174,2019-10-14,36.8945426940918,39.38898468017578,39.20888900756836,-0.06332841545264356,-0.0590260619991001
175,175,175,175,2019-10-15,36.93054962158203,39.35297393798828,39.20888900756836,-0.06155632151774515,-0.05810772617266835
176,176,176,176,2019-10-16,36.52532196044922,38.79465103149414,39.379981994628906,-0.05849592690504268,-0.0724901305076533
177,177,177,177,2019-10-17,36.79547882080078,38.57851409912109,39.28092193603516,-0.046218350290503474,-0.06327354330638324
178,178,178,178,2019-10-18,36.94030380249024,37.524898529052734,38.488468170166016,-0.01557884896370565,-0.04022410974713253
179,179,179,179,2019-10-21,36.78642272949219,37.06562805175781,38.76762771606445,-0.007532728755486051,-0.05110462267855764
180,180,180,180,2019-10-22,36.68685531616211,36.8945426940918,39.38898468017578,-0.005629216755760114,-0.06860114283102192
181,181,181,181,2019-10-23,36.91315078735352,36.93054962158203,39.35297393798828,-0.0004711230785025,-0.06199844399255283
182,182,182,182,2019-10-24,36.9946174621582,36.52532196044922,38.79465103149414,0.012848497330623099,-0.04639901433511129
183,183,183,183,2019-10-25,36.72306823730469,36.79547882080078,38.57851409912109,-0.0019679206744052102,-0.048095316917835085
184,184,184,184,2019-10-28,36.65065002441406,36.94030380249024,37.524898529052734,-0.007841131454275008,-0.023297824615349905
185,185,185,185,2019-10-29,36.96746826171875,36.78642272949219,37.06562805175781,0.004921531336653073,-0.0026482699794535547
186,186,186,186,2019-10-30,37.012725830078125,36.68685531616211,36.8945426940918,0.008882486959095104,0.003203268758911859
187,187,187,187,2019-10-31,37.012725830078125,36.91315078735352,36.93054962158203,0.002697549263627641,0.0022251553074117414
188,188,188,188,2019-11-01,37.34763717651367,36.9946174621582,36.52532196044922,0.00954246154096805,0.022513565163228
189,189,189,189,2019-11-04,37.72780990600586,36.72306823730469,36.79547882080078,0.02735995974542549,0.025338196840586358
190,190,190,190,2019-11-05,37.67349624633789,36.65065002441406,36.94030380249024,0.027907996754286124,0.019848035028835476
191,191,191,191,2019-11-06,37.655391693115234,36.96746826171875,36.78642272949219,0.01860888677921335,0.023622002335290437
192,192,192,192,2019-11-07,37.68254852294922,37.012725830078125,36.68685531616211,0.01809709168533513,0.027140325825322664
193,193,193,193,2019-11-08,37.99031448364258,37.012725830078125,36.91315078735352,0.026412230702825612,0.029181028259936292
194,194,194,194,2019-11-11,37.67349624633789,37.34763717651367,36.9946174621582,0.008725025047344515,0.01835074480427079
195,195,195,195,2019-11-12,37.81832504272461,37.72780990600586,36.72306823730469,0.00239916223454939,0.0298247629621351
196,196,196,196,2019-11-13,38.15324401855469,37.67349624633789,36.65065002441406,0.012734357572757204,0.040997744736851915
197,197,197,197,2019-11-14,38.22565841674805,37.655391693115234,36.96746826171875,0.015144357766356142,0.03403506418458746
198,198,198,198,2019-11-15,38.3614387512207,37.68254852294922,37.012725830078125,0.018016038056927863,0.03643916763478572
199,199,199,199,2019-11-18,38.6601448059082,37.99031448364258,37.012725830078125,0.017631607723437748,0.044509528517116426
200,200,200,200,2019-11-19,38.68730545043945,37.67349624633789,37.34763717651367,0.026910409309306216,0.035870228351908784
201,201,201,201,2019-11-20,38.78685760498047,37.81832504272461,37.72780990600586,0.0256101390307919,0.028070744143725568
202,202,202,202,2019-11-21,38.66920471191406,38.15324401855469,37.67349624633789,0.013523376756861216,0.026429945844831382
203,203,203,203,2019-11-22,38.298072814941406,38.22565841674805,37.655391693115234,0.0018943924367207376,0.01706743955988843
204,204,204,204,2019-11-25,38.70539855957031,38.3614387512207,37.68254852294922,0.00896629061751919,0.027143865707441872
205,205,205,205,2019-11-26,40.08127212524414,38.6601448059082,37.99031448364258,0.036759492921473846,0.0550392296042157
206,206,206,206,2019-11-27,40.6243782043457,38.68730545043945,37.67349624633789,0.050069983715659516,0.07832779678086443
207,207,207,207,2019-11-29,40.30756759643555,38.78685760498047,37.81832504272461,0.039206836680159673,0.06582106824928813
208,208,208,208,2019-12-02,41.12222671508789,38.66920471191406,38.15324401855469,0.06343606033402716,0.0778173068347563
209,209,209,209,2019-12-03,41.221797943115234,38.298072814941406,38.22565841674805,0.07634131206291883,0.07838032490382085
210,210,210,210,2019-12-04,40.95928955078125,38.70539855957031,38.3614387512207,0.058231954070749214,0.06772036931169279
211,211,211,211,2019-12-05,41.42094039916992,40.08127212524414,38.6601448059082,0.03342379627422121,0.07141193099824616
212,212,212,212,2019-12-06,41.0407600402832,40.6243782043457,38.68730545043945,0.010249555915491149,0.060832734728932136
213,213,213,213,2019-12-09,41.058868408203125,40.30756759643555,38.78685760498047,0.018639199946017593,0.058576820694309584
214,214,214,214,2019-12-10,41.27610778808594,41.12222671508789,38.66920471191406,0.0037420413554984933,0.06741548205072556
215,215,215,215,2019-12-11,41.23989868164063,41.221797943115234,38.298072814941406,0.00043910599315388765,0.07681393998372466
216,216,216,216,2019-12-12,41.0498161315918,40.95928955078125,38.70539855957031,0.002210159936937295,0.06057081593962299
217,217,217,217,2019-12-13,40.642486572265625,41.42094039916992,40.08127212524414,-0.018793726540305644,0.014001912046798903
218,218,218,218,2019-12-16,40.615325927734375,41.0407600402832,40.6243782043457,-0.01036613630281813,-0.00022282868099032793
219,219,219,219,2019-12-17,40.28041076660156,41.058868408203125,40.30756759643555,-0.01895954934418098,-0.0006737402292761319
220,220,220,220,2019-12-18,40.2079963684082,41.27610778808594,41.12222671508789,-0.02587723205786463,-0.022232024374892467
221,221,221,221,2019-12-19,40.46144485473633,41.23989868164063,41.221797943115234,-0.01887623034464092,-0.01844541301735958
222,222,222,222,2019-12-20,40.6968002319336,41.0498161315918,40.95928955078125,-0.008599695027294296,-0.006408541791776301
223,223,223,223,2019-12-23,41.09506988525391,40.642486572265625,41.42094039916992,0.011135719075247907,-0.007867289124187549
224,224,224,224,2019-12-24,41.0498161315918,40.615325927734375,41.0407600402832,0.010697690931509296,0.00022066090636974067
225,225,225,225,2019-12-26,41.00455474853516,40.28041076660156,41.058868408203125,0.017977571930175573,-0.0013228240761040677
226,226,226,226,2019-12-27,40.96833801269531,40.2079963684082,41.27610778808594,0.01891020973341795,-0.007456366209981136
227,227,227,227,2019-12-30,40.73300552368164,40.46144485473633,41.23989868164063,0.00671159099533547,-0.012291328886912423
228,228,228,228,2019-12-31,40.83256912231445,40.6968002319336,41.0498161315918,0.0033361072518502954,-0.005292277280388391
229,229,229,229,2020-01-02,40.108428955078125,41.09506988525391,40.642486572265625,-0.024008741995833027,-0.01314037752680075
230,230,230,230,2020-01-03,40.05411911010742,41.0498161315918,40.615325927734375,-0.02425582171409757,-0.013817612066575391
231,231,231,231,2020-01-06,40.072227478027344,41.00455474853516,40.28041076660156,-0.022737163620612844,-0.005168350684914946
232,232,232,232,2020-01-07,40.31661987304688,40.96833801269531,40.2079963684082,-0.015907849116224226,0.002701539853998458
233,233,233,233,2020-01-08,40.36187362670898,40.73300552368164,40.46144485473633,-0.00911133102507966,-0.002460891557007683
234,234,234,234,2020-01-09,40.27136993408203,40.83256912231445,40.6968002319336,-0.013743910811767512,-0.010453654720445238
235,235,235,235,2020-01-10,40.85646057128906,40.108428955078125,41.09506988525391,0.018650234768575524,-0.00580627590197802
236,236,236,236,2020-01-13,41.76639938354492,40.05411911010742,41.0498161315918,0.04274916816246788,0.017456430246995502
237,237,237,237,2020-01-14,41.35691833496094,40.072227478027344,41.00455474853516,0.03205938221522686,0.008593279175610702
238,238,238,238,2020-01-15,41.22042846679688,40.31661987304688,40.96833801269531,0.022417767079581763,0.006153299507132948
239,239,239,239,2020-01-16,41.875587463378906,40.36187362670898,40.73300552368164,0.037503557210194716,0.028050518860754936
240,240,240,240,2020-01-17,42.13037109375,40.27136993408203,40.83256912231445,0.04616185549959839,0.031783500262938746
241,241,241,241,2020-01-21,42.72184371948242,40.85646057128906,40.108428955078125,0.04565699333985407,0.06515874175304526
242,242,242,242,2020-01-22,42.37605285644531,41.76639938354492,40.05411911010742,0.014596744797220396,0.05796991165764931
