,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,TRMB,TRMB_6m,TRMB_12m,TRMB_6m_ret,TRMB_12m_ret
101,101,101,101,2019-07-01,45.77999877929688,43.400001525878906,43.060001373291016,0.054838644464074715,0.06316761075843824
102,102,102,102,2019-07-02,45.84999847412109,43.65999984741211,42.720001220703125,0.05016029854243764,0.07326772387593206
103,103,103,103,2019-07-03,45.93999862670898,43.650001525878906,42.79999923706055,0.05246270379789997,0.07336447302852989
104,104,104,104,2019-07-05,45.41999816894531,43.7599983215332,43.93000030517578,0.03793418443974805,0.033917547312058316
105,105,105,105,2019-07-08,44.84999847412109,44.40999984741211,43.63999938964844,0.009907647561827604,0.027726835504027658
106,106,106,106,2019-07-09,45.150001525878906,45.11000061035156,43.709999084472656,0.0008867416312596799,0.03294446285902097
107,107,107,107,2019-07-10,43.95000076293945,45.77999877929688,43.400001525878906,-0.03997374541619714,0.012672793035101382
108,108,108,108,2019-07-11,43.90999984741211,45.84999847412109,43.65999984741211,-0.0423118580430043,0.005726065068111019
109,109,109,109,2019-07-12,44.27999877929688,45.93999862670898,43.650001525878906,-0.03613408569949306,0.014432926263346468
110,110,110,110,2019-07-15,44.5,45.41999816894531,43.7599983215332,-0.020255354602245146,0.016910459480128814
111,111,111,111,2019-07-16,44.43000030517578,44.84999847412109,44.40999984741211,-0.009364507987389303,0.0004503593297093822
112,112,112,112,2019-07-17,44.150001525878906,45.150001525878906,45.11000061035156,-0.022148393492895546,-0.021281291764211674
113,113,113,113,2019-07-18,44.119998931884766,43.95000076293945,45.77999877929688,0.003867990125011822,-0.0362603733437149
114,114,114,114,2019-07-19,43.97999954223633,43.90999984741211,45.84999847412109,0.0015941629484734765,-0.040785147090904084
115,115,115,115,2019-07-22,44.470001220703125,44.27999877929688,45.93999862670898,0.004290931496029771,-0.03199820308987156
116,116,116,116,2019-07-23,44.84000015258789,44.5,45.41999816894531,0.0076404528671436545,-0.012769661817247258
117,117,117,117,2019-07-24,45.22999954223633,44.43000030517578,44.84999847412109,0.018005834606473092,0.00847271083709189
118,118,118,118,2019-07-25,44.47999954223633,44.150001525878906,45.150001525878906,0.0074744734983529515,-0.01483946757473642
119,119,119,119,2019-07-26,44.83000183105469,44.119998931884766,43.95000076293945,0.016092541168599483,0.02002277708393785
120,120,120,120,2019-07-29,44.31999969482422,43.97999954223633,43.90999984741211,0.007730790271186061,0.009337277359072305
121,121,121,121,2019-07-30,44.43999862670898,44.470001220703125,44.27999877929688,-0.0006746704108516743,0.0036133661206627643
122,122,122,122,2019-07-31,42.2599983215332,44.84000015258789,44.5,-0.057537953217553395,-0.05033711637004035
123,123,123,123,2019-08-01,38.130001068115234,45.22999954223633,44.43000030517578,-0.1569754266190303,-0.14179606558154
124,124,124,124,2019-08-02,38.40999984741211,44.47999954223633,44.150001525878906,-0.13646582188159428,-0.13001135855232637
125,125,125,125,2019-08-05,37.15999984741211,44.83000183105469,44.119998931884766,-0.17109082467914172,-0.15775156965026094
126,126,126,126,2019-08-06,37.88999938964844,44.31999969482422,43.97999954223633,-0.14508123532154915,-0.1384720376529186
127,127,127,127,2019-08-07,37.560001373291016,44.43999862670898,44.470001220703125,-0.15481542452800612,-0.15538564555278533
128,128,128,128,2019-08-08,39.34000015258789,42.2599983215332,44.84000015258789,-0.06909603135164943,-0.12265834034977308
129,129,129,129,2019-08-09,38.2599983215332,38.130001068115234,45.22999954223633,0.003409316805046636,-0.15410128877393536
130,130,130,130,2019-08-12,37.209999084472656,38.40999984741211,44.47999954223633,-0.031241884085045246,-0.16344425657784434
131,131,131,131,2019-08-13,37.619998931884766,37.15999984741211,44.83000183105469,0.01237887745859867,-0.1608298595735368
132,132,132,132,2019-08-14,36.52999877929688,37.88999938964844,44.31999969482422,-0.03589339224753607,-0.17576716988193186
133,133,133,133,2019-08-15,36.38999938964844,37.560001373291016,44.43999862670898,-0.031150211418111584,-0.18114310274128576
134,134,134,134,2019-08-16,37.33000183105469,39.34000015258789,42.2599983215332,-0.05109299221497288,-0.11665870057468697
135,135,135,135,2019-08-19,37.97999954223633,38.2599983215332,38.130001068115234,-0.0073183165598648126,-0.003933950214450421
136,136,136,136,2019-08-20,37.29999923706055,37.209999084472656,38.40999984741211,0.0024187088095213305,-0.02889874029578654
137,137,137,137,2019-08-21,37.79999923706055,37.619998931884766,37.15999984741211,0.004784697243125802,0.017222803882573468
138,138,138,138,2019-08-22,37.720001220703125,36.52999877929688,37.88999938964844,0.03257603288179323,-0.004486623691837721
139,139,139,139,2019-08-23,36.70000076293945,36.38999938964844,37.560001373291016,0.008518861733732175,-0.022896714028426857
140,140,140,140,2019-08-26,36.43000030517578,37.33000183105469,39.34000015258789,-0.0241093351656414,-0.07397050930668803
141,141,141,141,2019-08-27,36.16999816894531,37.97999954223633,38.2599983215332,-0.04765669813339968,-0.05462624789012638
142,142,142,142,2019-08-28,36.459999084472656,37.29999923706055,37.209999084472656,-0.022520111790063635,-0.02015587257332041
143,143,143,143,2019-08-29,37.52000045776367,37.79999923706055,37.619998931884766,-0.007407375263181359,-0.0026581200680561023
144,144,144,144,2019-08-30,37.52000045776367,37.720001220703125,36.52999877929688,-0.005302246990110948,0.027101059719385034
145,145,145,145,2019-09-03,36.90999984741211,36.70000076293945,36.38999938964844,0.00572204577948443,0.01428965283004624
146,146,146,146,2019-09-04,37.290000915527344,36.43000030517578,37.33000183105469,0.02360693393212454,-0.0010715487159196346
147,147,147,147,2019-09-05,37.88999938964844,36.16999816894531,37.97999954223633,0.04755325705766489,-0.0023696722925918845
148,148,148,148,2019-09-06,37.93999862670898,36.459999084472656,37.29999923706055,0.04059241852440465,0.01715816093134226
149,149,149,149,2019-09-09,38.2400016784668,37.52000045776367,37.79999923706055,0.01918979775902807,0.011640276462621113
150,150,150,150,2019-09-10,38.36000061035156,37.52000045776367,37.720001220703125,0.02238806349518785,0.016967109462795227
151,151,151,151,2019-09-11,38.5,36.90999984741211,36.70000076293945,0.043077761017638494,0.04904629971774366
152,152,152,152,2019-09-12,38.880001068115234,37.290000915527344,36.43000030517578,0.04263878019712841,0.06725228499631308
153,153,153,153,2019-09-13,40.02999877929688,37.88999938964844,36.16999816894531,0.05647926693377281,0.10671829709036795
154,154,154,154,2019-09-16,39.650001525878906,37.93999862670898,36.459999084472656,0.045071243043380615,0.08749321232881724
155,155,155,155,2019-09-17,39.52000045776367,38.2400016784668,37.52000045776367,0.03347276995590853,0.05330490340082483
156,156,156,156,2019-09-18,39.130001068115234,38.36000061035156,37.52000045776367,0.020073004314705045,0.042910463505029695
157,157,157,157,2019-09-19,38.630001068115234,38.5,36.90999984741211,0.003376651119876284,0.046599870707496605
158,158,158,158,2019-09-20,38.560001373291016,38.880001068115234,37.290000915527344,-0.008230444599618192,0.03405739947930253
159,159,159,159,2019-09-23,38.15999984741211,40.02999877929688,37.88999938964844,-0.046714938518857,0.007125902932514583
160,160,160,160,2019-09-24,38.0,39.650001525878906,37.93999862670898,-0.04161416046357469,0.0015814806395060277
161,161,161,161,2019-09-25,38.33000183105469,39.52000045776367,38.2400016784668,-0.030111300934340224,0.0023535603723199294
162,162,162,162,2019-09-26,38.77999877929688,39.130001068115234,38.36000061035156,-0.00894460207678216,0.010948857201842133
163,163,163,163,2019-09-27,38.220001220703125,38.630001068115234,38.5,-0.010613508570428642,-0.0072726955661526205
164,164,164,164,2019-09-30,38.810001373291016,38.560001373291016,38.880001068115234,0.006483402258724125,-0.0018004036240015786
165,165,165,165,2019-10-01,37.77000045776367,38.15999984741211,40.02999877929688,-0.010220109832492219,-0.05645761654886827
166,166,166,166,2019-10-02,37.22999954223633,38.0,39.650001525878906,-0.020263169941149295,-0.06103409559929229
167,167,167,167,2019-10-03,37.810001373291016,38.33000183105469,39.52000045776367,-0.013566408372628125,-0.043269207101861995
168,168,168,168,2019-10-04,38.09999847412109,38.77999877929688,39.130001068115234,-0.017534820180005295,-0.02632258026778944
169,169,169,169,2019-10-07,38.060001373291016,38.220001220703125,38.630001068115234,-0.004186285774513299,-0.014755363164995927
170,170,170,170,2019-10-08,37.18999862670898,38.810001373291016,38.560001373291016,-0.04174188841170523,-0.03552911560659289
171,171,171,171,2019-10-09,37.81999969482422,37.77000045776367,38.15999984741211,0.0013237817435680643,-0.00890985728373761
172,172,172,172,2019-10-10,37.45000076293945,37.22999954223633,38.0,0.0059092458610841,-0.014473664133172304
173,173,173,173,2019-10-11,37.900001525878906,37.810001373291016,38.33000183105469,0.0023803266151549707,-0.011218374240394624
174,174,174,174,2019-10-14,37.79999923706055,38.09999847412109,38.77999877929688,-0.007873996038721853,-0.025270747114090164
175,175,175,175,2019-10-15,38.7400016784668,38.060001373291016,38.220001220703125,0.01786653391066295,0.013605453719399474
176,176,176,176,2019-10-16,39.34999847412109,37.18999862670898,38.810001373291016,0.0580801271087128,0.013913864512298035
177,177,177,177,2019-10-17,39.79999923706055,37.81999969482422,37.77000045776367,0.05235324056618906,0.05374632657383538
178,178,178,178,2019-10-18,39.72999954223633,37.45000076293945,37.22999954223633,0.060881141064038635,0.06715014855597357
179,179,179,179,2019-10-21,39.66999816894531,37.900001525878906,37.810001373291016,0.04670175651201003,0.049193248561165026
180,180,180,180,2019-10-22,38.9900016784668,37.79999923706055,38.09999847412109,0.031481546704358765,0.02335966509159393
181,181,181,181,2019-10-23,38.810001373291016,38.7400016784668,38.060001373291016,0.0018069099584765436,0.019705727087186098
182,182,182,182,2019-10-24,38.869998931884766,39.34999847412109,37.18999862670898,-0.012198209932638204,0.04517344359268827
183,183,183,183,2019-10-25,38.9900016784668,39.79999923706055,37.81999969482422,-0.020351697842232785,0.030936065390891443
184,184,184,184,2019-10-28,39.5,39.72999954223633,37.45000076293945,-0.005789064809623712,0.05473963138311144
185,185,185,185,2019-10-29,39.560001373291016,39.66999816894531,37.900001525878906,-0.002772795581836074,0.043799466506053486
186,186,186,186,2019-10-30,39.29999923706055,38.9900016784668,37.79999923706055,0.007950693645775164,0.039682540483475526
187,187,187,187,2019-10-31,39.84000015258789,38.810001373291016,38.7400016784668,0.026539519269528355,0.028394383749666074
188,188,188,188,2019-11-01,40.81999969482422,38.869998931884766,39.34999847412109,0.05016724508679826,0.037357084566849386
189,189,189,189,2019-11-04,41.150001525878906,38.9900016784668,39.79999923706055,0.05539881391195278,0.03391965614816583
190,190,190,190,2019-11-05,40.97999954223633,39.5,39.72999954223633,0.03746834284142597,0.03146237136678409
191,191,191,191,2019-11-06,40.130001068115234,39.560001373291016,39.66999816894531,0.014408485213275313,0.011595737847299059
192,192,192,192,2019-11-07,40.83000183105469,39.29999923706055,38.9900016784668,0.0389313644706466,0.04719158946853996
193,193,193,193,2019-11-08,40.790000915527344,39.84000015258789,38.810001373291016,0.02384540058486273,0.051017765322702635
194,194,194,194,2019-11-11,40.13999938964844,40.81999969482422,38.869998931884766,-0.01665850833560889,0.03267302528073657
195,195,195,195,2019-11-12,39.18999862670898,41.150001525878906,38.9900016784668,-0.04763068837159823,0.005129441898758191
196,196,196,196,2019-11-13,38.91999816894531,40.97999954223633,39.5,-0.050268457694048085,-0.014683590659612333
197,197,197,197,2019-11-14,39.15999984741211,40.130001068115234,39.560001373291016,-0.024171472586224985,-0.010111261678291239
198,198,198,198,2019-11-15,39.65999984741211,40.83000183105469,39.29999923706055,-0.02865544773874318,0.009160321051916887
199,199,199,199,2019-11-18,38.90999984741211,40.790000915527344,39.84000015258789,-0.04608975302571228,-0.023343381064604984
200,200,200,200,2019-11-19,39.369998931884766,40.13999938964844,40.81999969482422,-0.019182871685898495,-0.03552182199362697
201,201,201,201,2019-11-20,39.38999938964844,39.18999862670898,41.150001525878906,0.005103362336000616,-0.042770402696671095
202,202,202,202,2019-11-21,39.34000015258789,38.91999816894531,40.97999954223633,0.01079141838135289,-0.040019507271056964
203,203,203,203,2019-11-22,39.369998931884766,39.15999984741211,40.130001068115234,0.005362591554926466,-0.018938502766059462
204,204,204,204,2019-11-25,39.9900016784668,39.65999984741211,40.83000183105469,0.008320772373281216,-0.02057311082335045
205,205,205,205,2019-11-26,40.7400016784668,38.90999984741211,40.790000915527344,0.04703165865410308,-0.0012257719033664793
206,206,206,206,2019-11-27,41.08000183105469,39.369998931884766,40.13999938964844,0.04343416168561376,0.023418098049315494
207,207,207,207,2019-11-29,40.52999877929688,39.38999938964844,39.18999862670898,0.028941340627388623,0.034192401111100335
208,208,208,208,2019-12-02,40.400001525878906,39.34000015258789,38.91999816894531,0.026944620467198588,0.03802680952113979
209,209,209,209,2019-12-03,39.63999938964844,39.369998931884766,39.15999984741211,0.0068580255293073655,0.012257393874020917
210,210,210,210,2019-12-04,40.04999923706055,39.9900016784668,39.65999984741211,0.0015003139803830834,0.009833570124783586
211,211,211,211,2019-12-05,40.0,40.7400016784668,38.90999984741211,-0.0181640070687068,0.028013368205150213
212,212,212,212,2019-12-06,40.38999938964844,41.08000183105469,39.369998931884766,-0.016796553326456687,0.025908064146214604
213,213,213,213,2019-12-09,40.630001068115234,40.52999877929688,39.38999938964844,0.002467364713305553,0.03148011418331387
214,214,214,214,2019-12-10,39.95000076293945,40.400001525878906,39.34000015258789,-0.011138632325327968,0.015505861921341069
215,215,215,215,2019-12-11,39.619998931884766,39.63999938964844,39.369998931884766,-0.000504552423603033,0.006350012872302413
216,216,216,216,2019-12-12,40.459999084472656,40.04999923706055,39.9900016784668,0.010237199880710923,0.01175287287519522
217,217,217,217,2019-12-13,40.34999847412109,40.0,40.7400016784668,0.008749961853027122,-0.009572979584628882
218,218,218,218,2019-12-16,40.40999984741211,40.38999938964844,41.08000183105469,0.000495183413367295,-0.016309687287698327
219,219,219,219,2019-12-17,40.150001525878906,40.630001068115234,40.52999877929688,-0.011813919015941421,-0.009375703549541758
220,220,220,220,2019-12-18,39.91999816894531,39.95000076293945,40.400001525878906,-0.0007510035900167855,-0.011881270762480578
221,221,221,221,2019-12-19,40.93999862670898,39.619998931884766,39.63999938964844,0.033316500010350136,0.03279513766592079
222,222,222,222,2019-12-20,41.9900016784668,40.459999084472656,40.04999923706055,0.03781519101865993,0.0484395125683561
223,223,223,223,2019-12-23,42.310001373291016,40.34999847412109,40.0,0.04857504270853941,0.057750034332275435
224,224,224,224,2019-12-24,42.29999923706055,40.40999984741211,40.38999938964844,0.046770586408934944,0.047288929840925586
225,225,225,225,2019-12-26,42.2599983215332,40.150001525878906,40.630001068115234,0.0525528447189294,0.040118070651421256
226,226,226,226,2019-12-27,41.970001220703125,39.91999816894531,39.95000076293945,0.0513527842131154,0.050563214497797215
227,227,227,227,2019-12-30,41.68000030517578,40.93999862670898,39.619998931884766,0.018075273651426915,0.051993978516571726
228,228,228,228,2019-12-31,41.68999862670898,41.9900016784668,40.459999084472656,-0.0071446306207619825,0.03040038482621621
229,229,229,229,2020-01-02,41.93999862670898,42.310001373291016,40.34999847412109,-0.008745042178505136,0.03940520973272532
230,230,230,230,2020-01-03,41.5099983215332,42.29999923706055,40.40999984741211,-0.018676144911964787,0.027220947247579286
231,231,231,231,2020-01-06,41.310001373291016,42.2599983215332,40.150001525878906,-0.022479815096398736,0.028891651390459572
232,232,232,232,2020-01-07,41.150001525878906,41.970001220703125,39.91999816894531,-0.019537757230746133,0.030811708751290467
233,233,233,233,2020-01-08,41.31999969482422,41.68000030517578,40.93999862670898,-0.00863725066496357,0.009281902317098023
234,234,234,234,2020-01-09,42.34999847412109,41.68999862670898,41.9900016784668,0.015831131426069955,0.008573393218960002
235,235,235,235,2020-01-10,42.09999847412109,41.93999862670898,42.310001373291016,0.0038149702587308987,-0.004963433995596511
236,236,236,236,2020-01-13,42.77000045776367,41.5099983215332,42.29999923706055,0.03035418422498104,0.011111140169745903
237,237,237,237,2020-01-14,42.720001220703125,41.310001373291016,42.2599983215332,0.03413216655867135,0.010885066669194199
238,238,238,238,2020-01-15,42.650001525878906,41.150001525878906,41.970001220703125,0.03645200350859423,0.016202055882722943
239,239,239,239,2020-01-16,43.93000030517578,41.31999969482422,41.68000030517578,0.06316555250794198,0.05398272513257618
240,240,240,240,2020-01-17,44.13999938964844,42.34999847412109,41.68999862670898,0.04226684722600815,0.05876711066547857
241,241,241,241,2020-01-21,44.18000030517578,42.09999847412109,41.93999862670898,0.04940622105564385,0.05340967457829837
242,242,242,242,2020-01-22,44.2400016784668,42.77000045776367,41.5099983215332,0.03436991360696351,0.06576736852136689
243,243,243,243,2020-01-23,44.38999938964844,42.720001220703125,41.310001373291016,0.03909171632083175,0.07455816785202996
244,244,244,244,2020-01-24,44.08000183105469,42.650001525878906,41.150001525878906,0.033528728112895756,0.0712029209363001
