,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,LLY,LLY_6m,LLY_12m,LLY_6m_ret,LLY_12m_ret
73,73,73,73,2019-05-21,108.7406997680664,106.08416748046876,108.44017028808594,0.025041741389795424,0.002771385171953078
74,74,74,74,2019-05-22,110.04655456542967,106.61288452148438,108.19900512695312,0.03220689562389012,0.017075475290265096
75,75,75,75,2019-05-23,108.95521545410156,107.24362182617188,106.61288452148438,0.01595986408127814,0.02197043015138722
76,76,76,76,2019-05-24,108.93655395507812,108.8805923461914,107.82796478271484,0.0005139723037947963,0.010281091501608275
77,77,77,77,2019-05-28,107.975830078125,108.20901489257812,107.41056060791016,-0.0021549481314898644,0.005262699189126252
78,78,78,78,2019-05-29,107.72398376464844,108.41422271728516,107.80012512207033,-0.006366682667058088,-0.0007063197499601603
79,79,79,79,2019-05-30,108.10641479492188,108.7406997680664,106.08416748046876,-0.005833004335059511,0.0190626684686519
80,80,80,80,2019-05-31,108.14372253417967,110.04655456542967,106.61288452148438,-0.017291154991305513,0.014358846208563092
81,81,81,81,2019-06-03,108.91790771484376,108.95521545410156,107.24362182617188,-0.0003424135237795056,0.015611985684199414
82,82,82,82,2019-06-04,109.65476989746094,108.93655395507812,108.8805923461914,0.006592974683952146,0.0071103355941342095
83,83,83,83,2019-06-05,109.15111541748048,107.975830078125,108.20901489257812,0.010884707610074651,0.008706303498258405
84,84,84,84,2019-06-06,109.59882354736328,107.72398376464844,108.41422271728516,0.017404107397391844,0.010926618301431157
85,85,85,85,2019-06-07,110.39166259765624,108.10641479492188,108.7406997680664,0.021138873276571823,0.015182565802051906
86,86,86,86,2019-06-10,106.2688980102539,108.14372253417967,110.04655456542967,-0.017336415651247994,-0.03432780399253399
87,87,87,87,2019-06-11,104.66456604003906,108.91790771484376,108.95521545410156,-0.039050894054449725,-0.03937993602398937
88,88,88,88,2019-06-12,107.49080657958984,109.65476989746094,108.93655395507812,-0.019734329112127358,-0.01327146236041632
89,89,89,89,2019-06-13,104.30077362060548,109.15111541748048,107.975830078125,-0.04443694210841043,-0.034035917620271694
90,90,90,90,2019-06-14,104.22615051269533,109.59882354736328,107.72398376464844,-0.0490212655644624,-0.03247032953771045
91,91,91,91,2019-06-17,105.77450561523438,110.39166259765624,108.10641479492188,-0.041825232755574815,-0.02157049777398623
92,92,92,92,2019-06-18,106.9404754638672,106.2688980102539,108.14372253417967,0.006319604947333746,-0.011126370002032981
93,93,93,93,2019-06-19,107.48146057128906,104.66456604003906,108.91790771484376,0.026913545221908253,-0.013188346835631859
94,94,94,94,2019-06-20,107.7892608642578,107.49080657958984,109.65476989746094,0.002776556378772499,-0.017012566210731994
95,95,95,95,2019-06-21,107.72398376464844,104.30077362060548,109.15111541748048,0.03282056331139871,-0.013074824268845653
96,96,96,96,2019-06-24,107.85456085205078,104.22615051269533,109.59882354736328,0.034812859551149655,-0.01591497644642792
97,97,97,97,2019-06-25,107.60271453857422,105.77450561523438,110.39166259765624,0.01728402238995219,-0.02526411862503486
98,98,98,98,2019-06-26,103.85306549072266,106.9404754638672,106.2688980102539,-0.0288703595131079,-0.022733203832584592
99,99,99,99,2019-06-27,103.9743194580078,107.48146057128906,104.66456604003906,-0.03263019589276128,-0.006594844923612619
100,100,100,100,2019-06-28,103.34001922607422,107.7892608642578,107.49080657958984,-0.04127722560215563,-0.0386152777674269
101,101,101,101,2019-07-01,105.1589126586914,107.72398376464844,104.30077362060548,-0.023811513613914537,0.008227542407378552
102,102,102,102,2019-07-02,106.5207290649414,107.85456085205078,104.22615051269533,-0.012366948384677556,0.02201538232928013
103,103,103,103,2019-07-03,106.72594451904295,107.60271453857422,105.77450561523438,-0.008148214692269229,0.00899497377250369
104,104,104,104,2019-07-05,105.23352813720705,103.85306549072266,106.9404754638672,0.0132924593025876,-0.01596165828939944
105,105,105,105,2019-07-08,104.02093505859376,103.9743194580078,107.48146057128906,0.0004483376359563085,-0.03219648760169236
106,106,106,106,2019-07-09,105.4760513305664,103.34001922607422,107.7892608642578,0.020669941040162287,-0.021460482381491452
107,107,107,107,2019-07-10,106.82853698730467,105.1589126586914,107.72398376464844,0.015877154740390642,-0.008312417959774887
108,108,108,108,2019-07-11,102.4352569580078,106.5207290649414,107.85456085205078,-0.038353775296100956,-0.050246404521334
109,109,109,109,2019-07-12,101.00813293457033,106.72594451904295,107.60271453857422,-0.05357471053772134,-0.061286386986452945
110,110,110,110,2019-07-15,101.17604064941406,105.23352813720705,103.85306549072266,-0.038556984257932414,-0.025777042099423997
111,111,111,111,2019-07-16,101.50250244140624,104.02093505859376,103.9743194580078,-0.024210824636107353,-0.023773341624032995
112,112,112,112,2019-07-17,99.88882446289062,105.4760513305664,103.34001922607422,-0.05297152099641256,-0.03339649817205381
113,113,113,113,2019-07-18,101.05477142333984,106.82853698730467,105.1589126586914,-0.05404703393673704,-0.03902799231741916
114,114,114,114,2019-07-19,99.6090087890625,102.4352569580078,106.5207290649414,-0.027590580166200862,-0.06488615255031827
115,115,115,115,2019-07-22,100.0567398071289,101.00813293457033,106.72594451904295,-0.009418975480496194,-0.062489067133288057
116,116,116,116,2019-07-23,100.9428482055664,101.17604064941406,105.23352813720705,-0.0023048188321155294,-0.040772936226620704
117,117,117,117,2019-07-24,101.22269439697266,101.50250244140624,104.02093505859376,-0.0027566615374344794,-0.026900745124478043
118,118,118,118,2019-07-25,100.56974029541016,99.88882446289062,105.4760513305664,0.006816736869022844,-0.046515877047574206
119,119,119,119,2019-07-26,100.98949432373048,101.05477142333984,106.82853698730467,-0.0006459576197139771,-0.054658079463056675
120,120,120,120,2019-07-29,101.40924072265624,99.6090087890625,102.4352569580078,0.01807298311145744,-0.010016241144122584
121,121,121,121,2019-07-30,101.38125610351562,100.0567398071289,101.00813293457033,0.013237651945684714,0.0036939913460929397
122,122,122,122,2019-07-31,101.6237564086914,100.9428482055664,101.17604064941406,0.00674548237175121,0.004425116424833453
123,123,123,123,2019-08-01,103.078857421875,101.22269439697266,101.50250244140624,0.018337419646456743,0.015530208049587158
124,124,124,124,2019-08-02,104.86041259765624,100.56974029541016,99.88882446289062,0.0426636510111571,0.04977121476299473
125,125,125,125,2019-08-05,101.39989471435548,100.98949432373048,101.05477142333984,0.004063792906115804,0.003415210248409295
126,126,126,126,2019-08-06,103.90901947021484,101.40924072265624,99.6090087890625,0.02465040394489537,0.04316889339053942
127,127,127,127,2019-08-07,103.6478500366211,101.38125610351562,100.0567398071289,0.02235713010688234,0.035890737959426655
128,128,128,128,2019-08-08,106.30620574951172,101.6237564086914,100.9428482055664,0.04607632611010071,0.0531326155273828
129,129,129,129,2019-08-09,106.11965942382812,103.078857421875,101.22269439697266,0.02949976433584145,0.04837813354039633
130,130,130,130,2019-08-12,105.9610824584961,104.86041259765624,100.56974029541016,0.010496524222759485,0.05360799528018667
131,131,131,131,2019-08-13,107.91986083984376,101.39989471435548,100.98949432373048,0.06429953545666978,0.06862462835884098
132,132,132,132,2019-08-14,103.45037841796876,103.90901947021484,101.40924072265624,-0.004413871428914251,0.020127728802297407
133,133,133,133,2019-08-15,103.39409637451172,103.6478500366211,101.38125610351562,-0.002448228902188654,0.019854165832596138
134,134,134,134,2019-08-16,103.66610717773438,106.30620574951172,101.6237564086914,-0.02483484903974642,0.020097178467104015
135,135,135,135,2019-08-19,105.55142974853516,106.11965942382812,103.078857421875,-0.005354612692673011,0.02398719183062492
136,136,136,136,2019-08-20,104.12570190429688,105.9610824584961,104.86041259765624,-0.017321270334493932,-0.007006559245369415
137,137,137,137,2019-08-21,104.54779052734376,107.91986083984376,101.39989471435548,-0.03124605875376596,0.031044369640184977
138,138,138,138,2019-08-22,104.68850708007812,103.45037841796876,103.90901947021484,0.011968333814178722,0.007501635698590414
139,139,139,139,2019-08-23,102.7187271118164,103.39409637451172,103.6478500366211,-0.006531990571773116,-0.00896422766585514
140,140,140,140,2019-08-26,104.84797668457033,103.66610717773438,106.30620574951172,0.011400732013691295,-0.013717252484557685
141,141,141,141,2019-08-27,103.86307525634766,105.55142974853516,106.11965942382812,-0.015995562506446626,-0.021264525157096204
142,142,142,142,2019-08-28,104.08819580078124,104.12570190429688,105.9610824584961,-0.00036020024671823414,-0.017675231455364315
143,143,143,143,2019-08-29,105.28881072998048,104.54779052734376,107.91986083984376,0.007087860957165848,-0.024379665516506166
144,144,144,144,2019-08-30,105.96416473388672,104.68850708007812,103.45037841796876,0.012185269323143677,0.024299440508197545
145,145,145,145,2019-09-03,106.89279174804688,102.7187271118164,103.39409637451172,0.04063586800181729,0.03383844432338057
146,146,146,146,2019-09-04,106.22679901123048,104.84797668457033,103.66610717773438,0.013150681303162104,0.024701340710188147
147,147,147,147,2019-09-05,107.49308776855467,103.86307525634766,105.55142974853516,0.034949981051954015,0.01839537393899171
148,148,148,148,2019-09-06,106.9771957397461,104.08819580078124,104.12570190429688,0.027755308051397476,0.02738511033587132
149,149,149,149,2019-09-09,104.18199157714844,105.28881072998048,104.54779052734376,-0.010512220103526038,-0.003498868300805036
150,150,150,150,2019-09-10,104.21014404296876,105.96416473388672,104.68850708007812,-0.016552961044169145,-0.0045693940094441166
151,151,151,151,2019-09-11,104.76354217529295,106.89279174804688,102.7187271118164,-0.019919486973197342,0.019906935385313185
152,152,152,152,2019-09-12,104.55719757080078,106.22679901123048,104.84797668457033,-0.01571732798098513,-0.002773340249038303
153,153,153,153,2019-09-13,104.01317596435548,107.49308776855467,103.86307525634766,-0.03237335419828902,0.001445178737846442
154,154,154,154,2019-09-16,103.30028533935548,106.9771957397461,104.08819580078124,-0.034370973878730116,-0.007569642795363318
155,155,155,155,2019-09-17,104.22889709472656,104.18199157714844,105.28881072998048,0.000450226731780079,-0.010066726254246872
156,156,156,156,2019-09-18,105.72966766357422,104.21014404296876,105.96416473388672,0.014581340756797179,-0.0022129846528909924
157,157,157,157,2019-09-19,107.25858306884766,104.76354217529295,106.89279174804688,0.023815927198986175,0.003422039174193925
158,158,158,158,2019-09-20,108.95635223388672,104.55719757080078,106.22679901123048,0.042074144729319585,0.025695523616104277
159,159,159,159,2019-09-23,107.09913635253906,104.01317596435548,107.49308776855467,0.029668937224271552,-0.003664899987465553
160,160,160,160,2019-09-24,106.22679901123048,103.30028533935548,106.9771957397461,0.028330160582432207,-0.00701454850565697
161,161,161,161,2019-09-25,104.48216247558594,104.22889709472656,104.18199157714844,0.0024298960069508713,0.0028812167428688973
162,162,162,162,2019-09-26,104.88549041748048,105.72966766357422,104.21014404296876,-0.007984298681235402,0.0064806202957867765
163,163,163,163,2019-09-27,105.40138244628906,107.25858306884766,104.76354217529295,-0.01731517021221962,0.006088380153554285
164,164,164,164,2019-09-30,104.89486694335938,108.95635223388672,104.55719757080078,-0.03727625977977789,0.0032295182005996903
165,165,165,165,2019-10-01,104.07882690429688,107.09913635253906,104.01317596435548,-0.028201062595875737,0.000631179072581034
166,166,166,166,2019-10-02,100.36438751220705,106.22679901123048,103.30028533935548,-0.055187688545558555,-0.028421004041795372
167,167,167,167,2019-10-03,100.63639831542967,104.48216247558594,104.22889709472656,-0.036807853790879363,-0.03446739704087931
168,168,168,168,2019-10-04,101.48995971679688,104.88549041748048,105.72966766357422,-0.03237369332181428,-0.0400995107661537
169,169,169,169,2019-10-07,101.14291381835938,105.40138244628906,107.25858306884766,-0.04040239823324654,-0.057017994043075615
170,170,170,170,2019-10-08,100.54261779785156,104.89486694335938,108.95635223388672,-0.04149153597628297,-0.0772211464823469
171,171,171,171,2019-10-09,100.6457977294922,104.07882690429688,107.09913635253906,-0.03298489497735624,-0.060255748485257166
172,172,172,172,2019-10-10,100.28934478759766,100.36438751220705,106.22679901123048,-0.0007477027107873901,-0.05589412727201837
173,173,173,173,2019-10-11,101.64006805419922,100.63639831542967,104.48216247558594,0.009973227933135043,-0.027201718973330236
174,174,174,174,2019-10-14,101.20858764648438,101.48995971679688,104.88549041748048,-0.0027724128682053983,-0.03505635294606302
175,175,175,175,2019-10-15,102.8969497680664,101.14291381835938,105.40138244628906,0.01734215362686764,-0.023760909203433656
176,176,176,176,2019-10-16,101.2554702758789,100.54261779785156,104.89486694335938,0.007090052891407517,-0.034695660269493
177,177,177,177,2019-10-17,101.7338638305664,100.6457977294922,104.07882690429688,0.010810844820353216,-0.0225306447380188
178,178,178,178,2019-10-18,101.90269470214844,100.28934478759766,100.36438751220705,0.016086952387291964,0.015327221418596215
179,179,179,179,2019-10-21,101.2179718017578,101.64006805419922,100.63639831542967,-0.004152852910491389,0.005778957673994611
180,180,180,180,2019-10-22,103.02826690673828,101.20858764648438,101.48995971679688,0.017979494651283234,0.015157235200742747
181,181,181,181,2019-10-23,100.73959350585938,102.8969497680664,101.14291381835938,-0.020966182837001468,-0.003987627973861985
182,182,182,182,2019-10-24,101.1522979736328,101.2554702758789,100.54261779785156,-0.0010189306510058893,0.006063897968193288
183,183,183,183,2019-10-25,103.36593627929688,101.7338638305664,100.6457977294922,0.016042568199794438,0.02702684673547573
184,184,184,184,2019-10-28,105.98291015625,101.90269470214844,100.28934478759766,0.04004030968982342,0.05677138863266795
185,185,185,185,2019-10-29,104.74478149414062,101.2179718017578,101.64006805419922,0.03484371035699385,0.03054615664253424
186,186,186,186,2019-10-30,105.72966766357422,103.02826690673828,101.20858764648438,0.026219996103411747,0.04467091303439297
187,187,187,187,2019-10-31,106.88338470458984,100.73959350585938,102.8969497680664,0.06098685715237795,0.03874201271766564
188,188,188,188,2019-11-01,105.53269958496094,101.1522979736328,101.2554702758789,0.0433050133222872,0.04224195786586504
189,189,189,189,2019-11-04,106.0955047607422,103.36593627929688,101.7338638305664,0.026406847165491465,0.04287304901188005
190,190,190,190,2019-11-05,104.35082244873048,105.98291015625,101.90269470214844,-0.015399536633909583,0.024024170840012404
191,191,191,191,2019-11-06,106.76145935058594,104.74478149414062,101.2179718017578,0.019253253743797494,0.054767818897669907
192,192,192,192,2019-11-07,105.77655792236328,105.72966766357422,103.02826690673828,0.00044349197179238686,0.026675116432976376
193,193,193,193,2019-11-08,106.48944091796876,106.88338470458984,100.73959350585938,-0.003685734576144628,0.057076341208136316
194,194,194,194,2019-11-11,105.80469512939452,105.53269958496094,101.1522979736328,0.0025773579705938854,0.04599398381413389
195,195,195,195,2019-11-12,106.1517562866211,106.0955047607422,103.36593627929688,0.0005301970710798187,0.026951045069595114
196,196,196,196,2019-11-13,105.79531860351562,104.35082244873048,105.98291015625,0.01384269065531174,-0.0017700170004560922
197,197,197,197,2019-11-14,105.08308410644533,106.76145935058594,104.74478149414062,-0.01572079713362784,0.0032297801139011817
198,198,198,198,2019-11-15,106.78117370605467,105.77655792236328,105.72966766357422,0.009497527650963455,0.009945231700020818
199,199,199,199,2019-11-18,107.61133575439452,106.48944091796876,106.88338470458984,0.010535268349187499,0.006810703570219401
200,200,200,200,2019-11-19,108.58301544189452,105.80469512939452,105.53269958496094,0.02625895107114329,0.02890398775857972
201,201,201,201,2019-11-20,108.12077331542967,106.1517562866211,106.0955047607422,0.01854907631949132,0.01908910805650721
202,202,202,202,2019-11-21,108.25282287597656,105.79531860351562,104.35082244873048,0.02322885648344064,0.03739309701332938
203,203,203,203,2019-11-22,109.62073516845705,105.08308410644533,106.76145935058594,0.043181555819348016,0.0267819102067699
204,204,204,204,2019-11-25,110.8188247680664,106.78117370605467,105.77655792236328,0.03781238697681388,0.04766903881863871
205,205,205,205,2019-11-26,110.46033477783205,107.61133575439452,106.48944091796876,0.0264748969378088,0.037289085430753266
206,206,206,206,2019-11-27,110.79053497314452,108.58301544189452,105.80469512939452,0.020330247067335216,0.047123049101484016
207,207,207,207,2019-11-29,110.7056121826172,108.12077331542967,106.1517562866211,0.023906958745536944,0.04289948706736624
208,208,208,208,2019-12-02,110.1301498413086,108.25282287597656,105.79531860351562,0.017342060146393168,0.04097375285610161
209,209,209,209,2019-12-03,110.95088958740234,109.62073516845705,105.08308410644533,0.01213414977468652,0.0558396770598506
210,210,210,210,2019-12-04,111.9508819580078,110.8188247680664,106.78117370605467,0.010215387072644688,0.04841404221856749
211,211,211,211,2019-12-05,112.98859405517578,110.46033477783205,107.61133575439452,0.022888390501701883,0.04996925521911555
212,212,212,212,2019-12-06,112.86595153808594,110.79053497314452,108.58301544189452,0.018732796672969343,0.03944388612492822
213,213,213,213,2019-12-09,113.43199157714844,110.7056121826172,108.12077331542967,0.024627291614031988,0.04912301400419983
214,214,214,214,2019-12-10,113.81877899169922,110.1301498413086,108.25282287597656,0.03349336358577304,0.05141626765797569
215,215,215,215,2019-12-11,113.94140625,110.95088958740234,109.62073516845705,0.0269535167651076,0.039414724549176494
216,216,216,216,2019-12-12,114.80931091308594,111.9508819580078,110.8188247680664,0.025532884646235487,0.036009100018622675
217,217,217,217,2019-12-13,114.6489486694336,112.98859405517578,110.46033477783205,0.014694886932100415,0.037919619744282596
218,218,218,218,2019-12-16,115.89421081542967,112.86595153808594,110.79053497314452,0.02683058297100227,0.04606599149938462
219,219,219,219,2019-12-17,118.23377990722656,113.43199157714844,110.7056121826172,0.042331870077519484,0.06800168100051773
220,220,220,220,2019-12-18,122.14881134033205,113.81877899169922,110.1301498413086,0.07318680118014909,0.10913143690752869
221,221,221,221,2019-12-19,123.4412612915039,113.94140625,110.95088958740234,0.08337491482824233,0.11257567875796237
222,222,222,222,2019-12-20,124.93179321289062,114.80931091308594,111.9508819580078,0.08816778203178743,0.11595184448615514
223,223,223,223,2019-12-23,123.7242431640625,114.6489486694336,112.98859405517578,0.07915724130009805,0.09501533494296055
224,224,224,224,2019-12-24,123.68653869628906,115.89421081542967,112.86595153808594,0.06723655846165832,0.09587113749315068
225,225,225,225,2019-12-26,123.7148208618164,118.23377990722656,113.43199157714844,0.04635765649115342,0.09065193286035456
226,226,226,226,2019-12-27,124.07332611083984,122.14881134033205,113.81877899169922,0.015755493233132745,0.09009538856403032
227,227,227,227,2019-12-30,123.86578369140624,123.4412612915039,113.94140625,0.0034390640168511233,0.08710071051458734
228,228,228,228,2019-12-31,123.9883804321289,124.93179321289062,114.80931091308594,-0.0075514227123442135,0.07995056712771142
229,229,229,229,2020-01-02,124.7242431640625,123.7242431640625,114.6489486694336,0.008082490338404913,0.08787951927652582
230,230,230,230,2020-01-03,124.30917358398438,123.68653869628906,115.89421081542967,0.005033974547741016,0.07260900013337301
231,231,231,231,2020-01-06,124.77142333984376,123.7148208618164,118.23377990722656,0.008540629737544103,0.0552942098082887
232,232,232,232,2020-01-07,125.00725555419922,124.07332611083984,122.14881134033205,0.00752723790547094,0.02340132648448745
233,233,233,233,2020-01-08,126.13928985595705,123.86578369140624,123.4412612915039,0.018354593954815757,0.021856780595280956
234,234,234,234,2020-01-09,128.2241973876953,123.9883804321289,124.93179321289062,0.03416301544389544,0.026353613360805994
235,235,235,235,2020-01-10,130.1864013671875,124.7242431640625,123.7242431640625,0.04379387731333084,0.05223033124200205
236,236,236,236,2020-01-13,131.0731658935547,124.30917358398438,123.68653869628906,0.05441265607803669,0.05972054255154968
237,237,237,237,2020-01-14,132.68634033203125,124.77142333984376,123.7148208618164,0.06343533463291018,0.07251774207583095
238,238,238,238,2020-01-15,133.1203155517578,125.00725555419922,124.07332611083984,0.06490071285535115,0.07291647386671918
239,239,239,239,2020-01-16,133.42218017578125,126.13928985595705,123.86578369140624,0.057736890132652485,0.07715122126206708
240,240,240,240,2020-01-17,131.67697143554688,128.2241973876953,123.9883804321289,0.02692763236732798,0.062010576931656125
241,241,241,241,2020-01-21,132.93162536621094,130.1864013671875,124.7242431640625,0.021086872132524803,0.0658042253369493
242,242,242,242,2020-01-22,133.54481506347656,131.0731658935547,124.30917358398438,0.018857018925819702,0.07429573548932411
243,243,243,243,2020-01-23,133.21469116210938,132.68634033203125,124.77142333984376,0.003981953445667319,0.06766988462789603
