,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ORLY,ORLY_6m,ORLY_12m,ORLY_6m_ret,ORLY_12m_ret
36,36,36,36,2019-03-28,388.4700012207031,375.4800109863281,365.510009765625,0.03459569046099764,0.0628163137578659
37,37,37,37,2019-03-29,388.2999877929688,384.6099853515625,367.3299865722656,0.009594141031032732,0.05708763778417447
38,38,38,38,2019-04-01,391.5400085449219,376.2999877929688,368.1600036621094,0.04049965784303389,0.06350501045808943
39,39,39,39,2019-04-02,394.3299865722656,385.8900146484375,370.0199890136719,0.02187144420287046,0.06569914674986799
40,40,40,40,2019-04-03,396.3999938964844,384.6799926757813,375.7999877929688,0.030466885317274706,0.05481640971969459
41,41,41,41,2019-04-04,398.0799865722656,386.8900146484375,374.2099914550781,0.02892287601166532,0.06378770118983579
42,42,42,42,2019-04-05,401.1300048828125,388.4700012207031,375.4800109863281,0.03258939846661879,0.06831254166927758
43,43,43,43,2019-04-08,401.989990234375,388.2999877929688,384.6099853515625,0.035256252567036794,0.045188647057423204
44,44,44,44,2019-04-09,399.9100036621094,391.5400085449219,376.2999877929688,0.02137711328222336,0.062742536898859
45,45,45,45,2019-04-10,405.010009765625,394.3299865722656,385.8900146484375,0.027083974227260832,0.049547784061234834
46,46,46,46,2019-04-11,407.8500061035156,396.3999938964844,384.6799926757813,0.028884995921622858,0.06023191709703135
47,47,47,47,2019-04-12,406.3200073242188,398.0799865722656,386.8900146484375,0.020699409741507635,0.05022097221464117
48,48,48,48,2019-04-15,408.6700134277344,401.1300048828125,388.4700012207031,0.018796919834318082,0.05199889861136264
49,49,49,49,2019-04-16,408.489990234375,401.989990234375,388.2999877929688,0.01616955684943866,0.05199588739665617
50,50,50,50,2019-04-17,404.2699890136719,399.9100036621094,391.5400085449219,0.01090241632276423,0.03251259179376942
51,51,51,51,2019-04-18,399.4599914550781,405.010009765625,394.3299865722656,-0.01370341022869681,0.01300942118910453
52,52,52,52,2019-04-22,393.30999755859375,407.8500061035156,396.3999938964844,-0.03565038207019544,-0.007795147289274551
53,53,53,53,2019-04-23,395.6600036621094,406.3200073242188,398.0799865722656,-0.026235487965039828,-0.0060791373386889225
54,54,54,54,2019-04-24,396.7099914550781,408.6700134277344,401.1300048828125,-0.02926571947949186,-0.011018905028123416
55,55,55,55,2019-04-25,380.0,408.489990234375,401.989990234375,-0.0697446471528681,-0.05470283034051182
56,56,56,56,2019-04-26,379.9599914550781,404.2699890136719,399.9100036621094,-0.06013307497275444,-0.049886254468111124
57,57,57,57,2019-04-29,375.0,399.4599914550781,405.010009765625,-0.061232644015186244,-0.07409695820355522
58,58,58,58,2019-04-30,378.5700073242188,393.30999755859375,407.8500061035156,-0.03747677487445267,-0.07179109560161512
59,59,59,59,2019-05-01,373.5499877929688,395.6600036621094,406.3200073242188,-0.05588135182858245,-0.08065076526025339
60,60,60,60,2019-05-02,381.0299987792969,396.7099914550781,408.6700134277344,-0.039525076286254235,-0.06763406597074717
61,61,61,61,2019-05-03,375.7900085449219,380.0,408.489990234375,-0.011078924881784524,-0.08005087632793939
62,62,62,62,2019-05-06,375.760009765625,379.9599914550781,404.2699890136719,-0.011053747194195496,-0.07052212635819155
63,63,63,63,2019-05-07,368.8699951171875,375.0,399.4599914550781,-0.016346679687500032,-0.0765783732845513
64,64,64,64,2019-05-08,367.7699890136719,378.5700073242188,393.30999755859375,-0.028528457356891135,-0.06493607765746412
65,65,65,65,2019-05-09,367.3900146484375,373.5499877929688,395.6600036621094,-0.01649035830766865,-0.07145020662188095
66,66,66,66,2019-05-10,364.7900085449219,381.0299987792969,396.7099914550781,-0.04262129041388585,-0.0804617569451127
67,67,67,67,2019-05-13,354.8500061035156,375.7900085449219,380.0,-0.05572261626243602,-0.06618419446443258
68,68,68,68,2019-05-14,353.8099975585937,375.760009765625,379.9599914550781,-0.058414976678125785,-0.06882301948776648
69,69,69,69,2019-05-15,353.3999938964844,368.8699951171875,375.0,-0.041938898325922125,-0.05760001627604172
70,70,70,70,2019-05-16,352.57000732421875,367.7699890136719,378.5700073242188,-0.04133013063468882,-0.06867950312221349
71,71,71,71,2019-05-17,353.0199890136719,367.3900146484375,373.5499877929688,-0.0391138165486522,-0.05495917400665318
72,72,72,72,2019-05-20,353.989990234375,364.7900085449219,381.0299987792969,-0.029606124229186292,-0.0709655634242704
73,73,73,73,2019-05-21,362.6400146484375,354.8500061035156,375.7900085449219,0.021952961563848516,-0.03499293115163393
74,74,74,74,2019-05-22,368.6199951171875,353.8099975585937,375.760009765625,0.04185861807407276,-0.01900152880262851
75,75,75,75,2019-05-23,366.1400146484375,353.3999938964844,368.8699951171875,0.03604986126764009,-0.007400928524649242
76,76,76,76,2019-05-24,366.8500061035156,352.57000732421875,367.7699890136719,0.04050259092562336,-0.002501517083064786
77,77,77,77,2019-05-28,369.2999877929688,353.0199890136719,367.3900146484375,0.04611636532192631,0.005198761720181633
78,78,78,78,2019-05-29,367.1300048828125,353.989990234375,364.7900085449219,0.03711973505165367,0.006414639335173833
79,79,79,79,2019-05-30,372.30999755859375,362.6400146484375,354.8500061035156,0.026665515441065768,0.04920386404047217
80,80,80,80,2019-05-31,371.3699951171875,368.6199951171875,353.8099975585937,0.0074602572742310524,0.049631151408280116
81,81,81,81,2019-06-03,374.2200012207031,366.1400146484375,353.3999938964844,0.022068023840617235,0.05891343430616236
82,82,82,82,2019-06-04,374.8999938964844,366.8500061035156,352.57000732421875,0.021943540027357322,0.06333490117816876
83,83,83,83,2019-06-05,379.8900146484375,369.2999877929688,353.0199890136719,0.02867594694155673,0.07611474270859198
84,84,84,84,2019-06-06,381.0499877929688,367.1300048828125,353.989990234375,0.03791567762106385,0.07644283258031548
85,85,85,85,2019-06-07,382.260009765625,372.30999755859375,362.6400146484375,0.02672507392301582,0.054103227235439366
86,86,86,86,2019-06-10,385.0299987792969,371.3699951171875,368.6199951171875,0.03678273377416752,0.0445173997056032
87,87,87,87,2019-06-11,381.0,374.2200012207031,366.1400146484375,0.018117681463258428,0.040585526730343435
88,88,88,88,2019-06-12,384.7099914550781,374.8999938964844,366.8500061035156,0.02616697177461802,0.04868470779450629
89,89,89,89,2019-06-13,387.5700073242188,379.8900146484375,369.2999877929688,0.020216358365956477,0.049472028527366874
90,90,90,90,2019-06-14,387.9599914550781,381.0499877929688,367.1300048828125,0.01813411332757653,0.05673735814351244
91,91,91,91,2019-06-17,383.8500061035156,382.260009765625,372.30999755859375,0.004159462923849944,0.030995698800985627
92,92,92,92,2019-06-18,385.3299865722656,385.0299987792969,371.3699951171875,0.00077912836381544,0.0375905206091649
93,93,93,93,2019-06-19,378.989990234375,381.0,374.2200012207031,-0.005275616182742748,0.012746483346994353
94,94,94,94,2019-06-20,375.8699951171875,384.7099914550781,374.8999938964844,-0.0229783383177945,0.0025873599266341696
95,95,95,95,2019-06-21,376.2699890136719,387.5700073242188,379.8900146484375,-0.02915607012153032,-0.009529141317693557
96,96,96,96,2019-06-24,375.489990234375,387.9599914550781,381.0499877929688,-0.032142492770796505,-0.014591255049756446
97,97,97,97,2019-06-25,374.4599914550781,383.8500061035156,382.260009765625,-0.024462718507565206,-0.020405007354364124
98,98,98,98,2019-06-26,368.1900024414063,385.3299865722656,385.0299987792969,-0.04448131401173694,-0.043736842301327905
99,99,99,99,2019-06-27,367.5700073242188,378.989990234375,381.0,-0.030132676863296126,-0.03524932460834962
100,100,100,100,2019-06-28,369.3200073242188,375.8699951171875,384.7099914550781,-0.017426205544623374,-0.040004118615818096
101,101,101,101,2019-07-01,374.3399963378906,376.2699890136719,387.5700073242188,-0.005129276137170513,-0.03413579672397282
102,102,102,102,2019-07-02,383.0899963378906,375.489990234375,387.9599914550781,0.020240236227793584,-0.012552828189634102
103,103,103,103,2019-07-03,386.2200012207031,374.4599914550781,383.8500061035156,0.031405250317738664,0.006174274011990999
104,104,104,104,2019-07-05,386.0400085449219,368.1900024414063,385.3299865722656,0.048480420394783064,0.0018426335800447724
105,105,105,105,2019-07-08,386.2699890136719,367.5700073242188,378.989990234375,0.05087461250057479,0.019208947378253294
106,106,106,106,2019-07-09,385.2099914550781,369.3200073242188,375.8699951171875,0.04302497513195869,0.024849007527133482
107,107,107,107,2019-07-10,389.2000122070313,374.3399963378906,376.2699890136719,0.03969657534464366,0.03436368451083038
108,108,108,108,2019-07-11,393.4700012207031,383.0899963378906,375.489990234375,0.02709547360160558,0.047884128615799604
109,109,109,109,2019-07-12,401.8299865722656,386.2200012207031,374.4599914550781,0.04041734064063207,0.07309190765836715
110,110,110,110,2019-07-15,403.2300109863281,386.0400085449219,368.1900024414063,0.04452906968425241,0.09516827809711659
111,111,111,111,2019-07-16,405.5499877929688,386.2699890136719,367.5700073242188,0.04991327135853285,0.10332720219810909
112,112,112,112,2019-07-17,399.6400146484375,385.2099914550781,369.3200073242188,0.03746014774656259,0.08209684480375667
113,113,113,113,2019-07-18,403.1900024414063,389.2000122070313,374.3399963378906,0.03594550307190936,0.077068991787548
114,114,114,114,2019-07-19,396.8200073242188,393.4700012207031,383.0899963378906,0.008514006387075446,0.035840171023985956
115,115,115,115,2019-07-22,394.7799987792969,401.8299865722656,386.2200012207031,-0.017544703054909738,0.022163527345913314
116,116,116,116,2019-07-23,392.3900146484375,403.2300109863281,386.0400085449219,-0.026882910603244214,0.016449088081440966
117,117,117,117,2019-07-24,396.5,405.5499877929688,386.2699890136719,-0.022315344754957223,0.026484094745362174
118,118,118,118,2019-07-25,376.0,399.6400146484375,385.2099914550781,-0.05915327239999624,-0.02390901497723008
119,119,119,119,2019-07-26,383.7900085449219,403.1900024414063,389.2000122070313,-0.04811625729560032,-0.013900317298118803
120,120,120,120,2019-07-29,389.8200073242188,396.8200073242188,393.4700012207031,-0.017640239581671824,-0.00927642230706427
121,121,121,121,2019-07-30,383.3500061035156,394.7799987792969,401.8299865722656,-0.02895281602696198,-0.04598955052207521
122,122,122,122,2019-07-31,380.760009765625,392.3900146484375,403.2300109863281,-0.029638891023341718,-0.055725021968826116
123,123,123,123,2019-08-01,374.7999877929688,396.5,405.5499877929688,-0.05472890846666123,-0.07582295876112244
124,124,124,124,2019-08-02,369.9299926757813,376.0,399.6400146484375,-0.016143636500581593,-0.07434195997313242
125,125,125,125,2019-08-05,363.6199951171875,383.7900085449219,403.1900024414063,-0.05255481638046222,-0.0981423326089772
126,126,126,126,2019-08-06,373.55999755859375,389.8200073242188,396.8200073242188,-0.04171158344907977,-0.05861602070537897
127,127,127,127,2019-08-07,375.8399963378906,383.3500061035156,394.7799987792969,-0.019590477751543545,-0.04797609428028471
128,128,128,128,2019-08-08,381.5899963378906,380.760009765625,392.3900146484375,0.0021798155031473865,-0.027523682834343144
129,129,129,129,2019-08-09,378.30999755859375,374.7999877929688,396.5,0.00936502102439718,-0.04587642482069676
130,130,130,130,2019-08-12,370.8399963378906,369.9299926757813,376.0,0.0024599347988172315,-0.01372341399497179
131,131,131,131,2019-08-13,373.5400085449219,363.6199951171875,383.7900085449219,0.02728126494951777,-0.026707313300992963
132,132,132,132,2019-08-14,369.4299926757813,373.55999755859375,389.8200073242188,-0.01105580070083556,-0.052306229196386056
133,133,133,133,2019-08-15,375.4299926757813,375.8399963378906,383.3500061035156,-0.0010908994947432804,-0.02066000600400586
134,134,134,134,2019-08-16,381.6400146484375,381.5899963378906,380.760009765625,0.00013107867351580538,0.002311179903987881
135,135,135,135,2019-08-19,385.7699890136719,378.30999755859375,374.7999877929688,0.01971925538109187,0.02926894764671828
136,136,136,136,2019-08-20,383.239990234375,370.8399963378906,369.9299926757813,0.033437584993356806,0.035979774071087656
137,137,137,137,2019-08-21,384.0,373.5400085449219,363.6199951171875,0.02800233232264393,0.056047536319460134
138,138,138,138,2019-08-22,382.1799926757813,369.4299926757813,373.55999755859375,0.034512628245616295,0.023075262805235086
139,139,139,139,2019-08-23,377.3399963378906,375.4299926757813,375.8399963378906,0.005087509520739886,0.00399106006443084
140,140,140,140,2019-08-26,378.6499938964844,381.6400146484375,381.5899963378906,-0.007834662606612364,-0.007704610890278518
141,141,141,141,2019-08-27,376.9200134277344,385.7699890136719,378.30999755859375,-0.022941068092323436,-0.0036741934916592056
142,142,142,142,2019-08-28,383.7200012207031,383.239990234375,370.8399963378906,0.0012525075633014193,0.03473197338476108
143,143,143,143,2019-08-29,385.4400024414063,384.0,373.5400085449219,0.00375000635782885,0.03185734760471681
144,144,144,144,2019-08-30,383.760009765625,382.1799926757813,369.4299926757813,0.00413422240861272,0.038789533535302345
145,145,145,145,2019-09-03,383.8599853515625,377.3399963378906,375.4299926757813,0.017278817715982386,0.022454233386359324
146,146,146,146,2019-09-04,388.6099853515625,378.6499938964844,381.6400146484375,0.02630395250396078,0.018263207304259454
147,147,147,147,2019-09-05,396.5799865722656,376.9200134277344,385.7699890136719,0.052159536358237446,0.0280218727906556
148,148,148,148,2019-09-06,399.7300109863281,383.7200012207031,383.239990234375,0.041723156767156766,0.043027922899874005
149,149,149,149,2019-09-09,402.6199951171875,385.4400024414063,384.0,0.04457241741117124,0.04848957061767578
150,150,150,150,2019-09-10,407.6799926757813,383.760009765625,382.1799926757813,0.062330577187458935,0.0667224880650219
151,151,151,151,2019-09-11,404.7699890136719,383.8599853515625,377.3399963378906,0.054472996561386156,0.07269304325539605
152,152,152,152,2019-09-12,393.8999938964844,388.6099853515625,378.6499938964844,0.013612641837126738,0.04027466062542451
153,153,153,153,2019-09-13,390.8500061035156,396.5799865722656,376.9200134277344,-0.014448486214031053,0.036957423802204126
154,154,154,154,2019-09-16,380.4400024414063,399.7300109863281,383.7200012207031,-0.0482575939127613,-0.00854789630163233
155,155,155,155,2019-09-17,391.5700073242188,402.6199951171875,385.4400024414063,-0.027445203732995083,0.01590391460145435
156,156,156,156,2019-09-18,390.489990234375,407.6799926757813,383.760009765625,-0.04216543060791589,0.017536950952393937
157,157,157,157,2019-09-19,389.9299926757813,404.7699890136719,383.8599853515625,-0.036662788103564936,0.01581307652752484
158,158,158,158,2019-09-20,398.8599853515625,393.8999938964844,388.6099853515625,0.01259200693560203,0.026376059253153672
159,159,159,159,2019-09-23,397.8800048828125,390.8500061035156,396.5799865722656,0.01798643640659181,0.0032780734141004686
160,160,160,160,2019-09-24,394.6700134277344,380.4400024414063,399.7300109863281,0.03740408709654486,-0.012658538061999125
161,161,161,161,2019-09-25,394.7799987792969,391.5700073242188,402.6199951171875,0.008197745984207083,-0.01947244655747582
162,162,162,162,2019-09-26,396.1600036621094,390.489990234375,407.6799926757813,0.01452025293742154,-0.028257430388136662
163,163,163,163,2019-09-27,394.4800109863281,389.9299926757813,404.7699890136719,0.011668808237405903,-0.025421790909988085
164,164,164,164,2019-09-30,398.510009765625,398.8599853515625,393.8999938964844,-0.0008774397001218848,0.011703518508690669
165,165,165,165,2019-10-01,400.6700134277344,397.8800048828125,390.8500061035156,0.007012185861774212,0.025124746503439876
166,166,166,166,2019-10-02,390.4400024414063,394.6700134277344,380.4400024414063,-0.010717842355415175,0.02628535363218054
167,167,167,167,2019-10-03,387.3500061035156,394.7799987792969,391.5700073242188,-0.018820590452291452,-0.010777130887885011
168,168,168,168,2019-10-04,390.6199951171875,396.1600036621094,390.489990234375,-0.013984270228468154,0.0003329275680907795
169,169,169,169,2019-10-07,388.9500122070313,394.4800109863281,389.9299926757813,-0.014018451189630743,-0.002513221570941915
170,170,170,170,2019-10-08,387.6300048828125,398.510009765625,398.8599853515625,-0.02730171041176943,-0.028155194507294756
171,171,171,171,2019-10-09,395.3299865722656,400.6700134277344,397.8800048828125,-0.013327742722208713,-0.006409013469520608
172,172,172,172,2019-10-10,398.7999877929688,390.4400024414063,394.6700134277344,0.021411702948693323,0.010464373336513066
173,173,173,173,2019-10-11,401.3500061035156,387.3500061035156,394.7799987792969,0.036143022536208935,0.016642199059055507
174,174,174,174,2019-10-14,401.3900146484375,390.6199951171875,396.1600036621094,0.02757160326116681,0.013201764282062323
175,175,175,175,2019-10-15,403.75,388.9500122070313,394.4800109863281,0.03805113080981459,0.0234992617002161
176,176,176,176,2019-10-16,407.75,387.6300048828125,398.510009765625,0.05190515404830465,0.023186344151830296
177,177,177,177,2019-10-17,407.1700134277344,395.3299865722656,400.6700134277344,0.029949731256483814,0.016222826221489406
178,178,178,178,2019-10-18,403.2000122070313,398.7999877929688,390.4400024414063,0.011033160854424962,0.032681102565918385
179,179,179,179,2019-10-21,402.4700012207031,401.3500061035156,387.3500061035156,0.0027905695780621187,0.03903445173341957
180,180,180,180,2019-10-22,400.3999938964844,401.3900146484375,390.6199951171875,-0.0024664807688856705,0.025037117663070152
181,181,181,181,2019-10-23,400.5299987792969,403.75,388.9500122070313,-0.007975235221555743,0.029772428869604406
182,182,182,182,2019-10-24,437.2999877929688,407.75,387.6300048828125,0.07247084682518401,0.128137611341961
183,183,183,183,2019-10-25,438.5400085449219,407.1700134277344,395.3299865722656,0.07704397200840307,0.10930114952147085
184,184,184,184,2019-10-28,442.1900024414063,403.2000122070313,398.7999877929688,0.0967013617409187,0.10880144427427307
185,185,185,185,2019-10-29,434.3500061035156,402.4700012207031,401.3500061035156,0.07921088475195548,0.0822224978152577
186,186,186,186,2019-10-30,436.6900024414063,400.3999938964844,401.3900146484375,0.09063438835691895,0.08794435961215119
187,187,187,187,2019-10-31,435.510009765625,400.5299987792969,403.75,0.08733430977189571,0.0786625628869968
188,188,188,188,2019-11-01,437.010009765625,437.2999877929688,407.75,-0.000663110074178852,0.07175968060239124
189,189,189,189,2019-11-04,436.489990234375,438.5400085449219,407.1700134277344,-0.004674643751088614,0.07200917513500649
190,190,190,190,2019-11-05,433.7200012207031,442.1900024414063,403.2000122070313,-0.019154664677941247,0.0756944149049299
191,191,191,191,2019-11-06,440.8299865722656,434.3500061035156,402.4700012207031,0.014918799073772027,0.09531141509979757
192,192,192,192,2019-11-07,440.260009765625,436.6900024414063,400.3999938964844,0.00817515240619171,0.09955049070117039
193,193,193,193,2019-11-08,439.2300109863281,435.510009765625,400.5299987792969,0.008541712331032514,0.09662200665362897
194,194,194,194,2019-11-11,439.9500122070313,437.010009765625,437.2999877929688,0.006727540275297317,0.006059969101387397
195,195,195,195,2019-11-12,439.9100036621094,436.489990234375,438.5400085449219,0.007835261985957631,0.0031239911763880635
196,196,196,196,2019-11-13,441.6400146484375,433.7200012207031,442.1900024414063,0.018260659885279695,-0.0012437816095620668
197,197,197,197,2019-11-14,443.1900024414063,440.8299865722656,434.3500061035156,0.005353573806290424,0.02035224177200523
198,198,198,198,2019-11-15,445.2300109863281,440.260009765625,436.6900024414063,0.011288786422707142,0.0195562263783855
199,199,199,199,2019-11-18,449.8900146484375,439.2300109863281,435.510009765625,0.024269752511153486,0.033018770086481464
200,200,200,200,2019-11-19,444.5700073242188,439.9500122070313,437.010009765625,0.010501181927490055,0.01729936932714282
201,201,201,201,2019-11-20,438.7000122070313,439.9100036621094,436.489990234375,-0.002750543167932662,0.005063167591700335
202,202,202,202,2019-11-21,434.9400024414063,441.6400146484375,433.7200012207031,-0.015170754426237054,0.0028128774722619987
203,203,203,203,2019-11-22,438.260009765625,443.1900024414063,440.8299865722656,-0.011123880612431192,-0.005829859322011743
204,204,204,204,2019-11-25,438.0,445.2300109863281,440.260009765625,-0.016238822199589165,-0.005133352372449496
205,205,205,205,2019-11-26,442.2799987792969,449.8900146484375,439.2300109863281,-0.016915280671626842,0.00694394216396943
206,206,206,206,2019-11-27,445.6600036621094,444.5700073242188,439.9500122070313,0.002451799086607309,0.01297872780235565
207,207,207,207,2019-11-29,442.2799987792969,438.7000122070313,439.9100036621094,0.008160443293026676,0.005387454473547049
208,208,208,208,2019-12-02,446.3599853515625,434.9400024414063,441.6400146484375,0.026256455708956405,0.010687371041055327
209,209,209,209,2019-12-03,438.6400146484375,438.260009765625,443.1900024414063,0.0008670763344702515,-0.010266449531587396
210,210,210,210,2019-12-04,442.0899963378906,438.0,445.2300109863281,0.009337891182398694,-0.007052567371820584
211,211,211,211,2019-12-05,441.0400085449219,442.2799987792969,449.8900146484375,-0.002803631721527977,-0.019671488175685314
212,212,212,212,2019-12-06,445.5700073242188,445.6600036621094,444.5700073242188,-0.00020193945418267578,0.002249364517455499
213,213,213,213,2019-12-09,439.7300109863281,442.2799987792969,438.7000122070313,-0.005765550782325213,0.0023478430604892964
214,214,214,214,2019-12-10,441.8999938964844,446.3599853515625,434.9400024414063,-0.009991915945523955,0.01600218746496118
215,215,215,215,2019-12-11,444.6499938964844,438.6400146484375,438.260009765625,0.013701393049751154,0.01458034953788423
216,216,216,216,2019-12-12,441.2000122070313,442.0899963378906,438.0,-0.002013128861163116,0.007305963942993765
217,217,217,217,2019-12-13,441.3500061035156,441.0400085449219,442.2799987792969,0.0007028785429614715,-0.002102723791145955
218,218,218,218,2019-12-16,440.5199890136719,445.5700073242188,445.6600036621094,-0.011333838067049906,-0.01153348877215954
219,219,219,219,2019-12-17,443.7000122070313,439.7300109863281,442.2799987792969,0.009028269896335539,0.0032106661654465185
220,220,220,220,2019-12-18,440.5400085449219,441.8999938964844,446.3599853515625,-0.003077586264644938,-0.01303875122689746
221,221,221,221,2019-12-19,442.6499938964844,444.6499938964844,438.6400146484375,-0.004497919773874148,0.009141845509148983
222,222,222,222,2019-12-20,441.1600036621094,441.2000122070313,442.0899963378906,-9.068119631683302e-05,-0.0021036275045465125
223,223,223,223,2019-12-23,437.4100036621094,441.3500061035156,441.0400085449219,-0.008927160727130845,-0.00823055689389407
224,224,224,224,2019-12-24,439.8299865722656,440.5199890136719,445.5700073242188,-0.001566336281246139,-0.012882421746525763
225,225,225,225,2019-12-26,439.0899963378906,443.7000122070313,439.7300109863281,-0.010389938567298529,-0.001455471840554945
226,226,226,226,2019-12-27,437.2099914550781,440.5400085449219,441.8999938964844,-0.007558943626579162,-0.010613266590143722
227,227,227,227,2019-12-30,437.510009765625,442.6499938964844,444.6499938964844,-0.011611847287320565,-0.016057537903669927
228,228,228,228,2019-12-31,438.260009765625,441.1600036621094,441.2000122070313,-0.00657356485722016,-0.006663649954811723
229,229,229,229,2020-01-02,437.5199890136719,437.4100036621094,441.3500061035156,0.0002514468133825165,-0.008677958619865644
230,230,230,230,2020-01-03,438.75,439.8299865722656,440.5199890136719,-0.0024554637137915725,-0.004017953913135419
231,231,231,231,2020-01-06,434.6600036621094,439.0899963378906,443.7000122070313,-0.01008903120710647,-0.020374145359959628
232,232,232,232,2020-01-07,428.7699890136719,437.2099914550781,440.5400085449219,-0.019304230475879813,-0.02671725451253726
233,233,233,233,2020-01-08,431.8999938964844,437.510009765625,442.6499938964844,-0.01282260004095892,-0.024285553254777437
234,234,234,234,2020-01-09,437.3699951171875,438.260009765625,441.1600036621094,-0.002030791376364638,-0.008591006694760761
235,235,235,235,2020-01-10,436.8500061035156,437.5199890136719,437.4100036621094,-0.001531319544203269,-0.0012802577762404121
236,236,236,236,2020-01-13,435.5,438.75,439.8299865722656,-0.007407407407407418,-0.009844682501096824
237,237,237,237,2020-01-14,438.510009765625,434.6600036621094,439.0899963378906,0.00885751178180283,-0.0013208831380875363
238,238,238,238,2020-01-15,438.1499938964844,428.7699890136719,437.2099914550781,0.021876542489342565,0.0021500021952329806
239,239,239,239,2020-01-16,441.0700073242188,431.8999938964844,437.510009765625,0.021231798002600222,0.008136951107703627
240,240,240,240,2020-01-17,440.6799926757813,437.3699951171875,438.260009765625,0.007567957554351468,0.005521797235048753
241,241,241,241,2020-01-21,440.6000061035156,436.8500061035156,437.5199890136719,0.008584182093639203,0.007039717423624969
242,242,242,242,2020-01-22,435.7099914550781,435.5,438.75,0.0004821847418556846,-0.006928794404380323
243,243,243,243,2020-01-23,436.0499877929688,438.510009765625,434.6600036621094,-0.005609956256120596,0.0031978652720483502
244,244,244,244,2020-01-24,430.7699890136719,438.1499938964844,428.7699890136719,-0.016843558109363,0.00466450556532827
245,245,245,245,2020-01-27,426.80999755859375,441.0700073242188,431.8999938964844,-0.03233049069043337,-0.011785127135497397
246,246,246,246,2020-01-28,428.05999755859375,440.6799926757813,437.3699951171875,-0.02863754953012443,-0.021286319735077552
