,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,QRVO,QRVO_6m,QRVO_12m,QRVO_6m_ret,QRVO_12m_ret
489,489,489,489,2021-01-13,180.07000732421875,169.25,167.11000061035156,0.06392914224058344,0.0775537470320875
490,490,490,490,2021-01-14,183.94000244140625,172.0,166.44000244140625,0.06941861884538514,0.10514299293020457
491,491,491,491,2021-01-15,177.2899932861328,178.57000732421875,163.77000427246094,-0.0071681356643610306,0.08255473322928508
492,492,492,492,2021-01-19,185.6699981689453,179.39999389648438,167.3699951171875,0.034949857780256055,0.1093386125687863
493,493,493,493,2021-01-20,186.02999877929688,182.759994506836,166.27000427246094,0.017892341709052628,0.11884280988202733
494,494,494,494,2021-01-21,184.1199951171875,182.32000732421875,164.58999633789062,0.009872683856181785,0.11865847994311451
495,495,495,495,2021-01-22,180.6600036621093,180.07000732421875,169.25,0.0032764831115281723,0.06741508810699726
496,496,496,496,2021-01-25,180.9199981689453,183.94000244140625,172.0,-0.016418420313019988,0.05186045447061227
497,497,497,497,2021-01-26,174.94000244140625,177.2899932861328,178.57000732421875,-0.013255067593881953,-0.020328189135489727
498,498,498,498,2021-01-27,165.63999938964844,185.6699981689453,179.39999389648438,-0.10787956577169311,-0.07670008347255353
499,499,499,499,2021-01-28,169.8000030517578,186.02999877929688,182.759994506836,-0.08724397051033728,-0.07091262773371021
500,500,500,500,2021-01-29,170.8800048828125,184.1199951171875,182.32000732421875,-0.0719095730257221,-0.06274682965025635
501,501,501,501,2021-02-01,183.3000030517578,180.6600036621093,180.07000732421875,0.014613081679031525,0.017937444305888173
502,502,502,502,2021-02-02,179.3300018310547,180.9199981689453,183.94000244140625,-0.008788394616309203,-0.02506252337264192
503,503,503,503,2021-02-03,175.9499969482422,174.94000244140625,177.2899932861328,0.005773376544762732,-0.00755821754546504
504,504,504,504,2021-02-04,167.69000244140625,165.63999938964844,185.6699981689453,0.012376256093405535,-0.09683845481152353
505,505,505,505,2021-02-05,167.13999938964844,169.8000030517578,186.02999877929688,-0.01566551009600725,-0.10154275930549916
506,506,506,506,2021-02-08,170.75999450683594,170.8800048828125,184.1199951171875,-0.0007023078917797188,-0.07256137825687148
507,507,507,507,2021-02-09,168.85000610351562,183.3000030517578,180.6600036621093,-0.07883249704126838,-0.06537140108046302
508,508,508,508,2021-02-10,168.1699981689453,179.3300018310547,180.9199981689453,-0.06223165977895395,-0.07047313801149768
509,509,509,509,2021-02-11,174.64999389648438,175.9499969482422,174.94000244140625,-0.00738848010403903,-0.0016577600370104584
510,510,510,510,2021-02-12,176.0,167.69000244140625,165.63999938964844,0.049555712550588105,0.06254528283341076
511,511,511,511,2021-02-16,177.02999877929688,167.13999938964844,169.8000030517578,0.059171948221635295,0.042579479373361595
512,512,512,512,2021-02-17,174.61000061035156,170.75999450683594,170.8800048828125,0.022546300230535055,0.021828157894172806
513,513,513,513,2021-02-18,171.1300048828125,168.85000610351562,183.3000030517578,0.013503101550965235,-0.06639387870336755
514,514,514,514,2021-02-19,179.38999938964844,168.1699981689453,179.3300018310547,0.06671820980476784,0.00033456509218288133
515,515,515,515,2021-02-22,172.27999877929688,174.64999389648438,175.9499969482422,-0.013569969653661751,-0.020858188306902226
516,516,516,516,2021-02-23,172.22000122070312,176.0,167.69000244140625,-0.021477265791459477,0.027014125549194468
517,517,517,517,2021-02-24,179.14999389648438,177.02999877929688,167.13999938964844,0.011975343906715397,0.07185589655793523
518,518,518,518,2021-02-25,168.9499969482422,174.61000061035156,170.75999450683594,-0.03241511736054492,-0.010599658098028875
519,519,519,519,2021-02-26,174.72999572753906,171.1300048828125,168.85000610351562,0.02103658471342751,0.034823745404063855
520,520,520,520,2021-03-01,182.3099975585937,179.38999938964844,168.1699981689453,0.01627737431785592,0.08408158139743338
521,521,521,521,2021-03-02,177.4499969482422,172.27999877929688,174.64999389648438,0.03000927679114085,0.01603208216209495
522,522,522,522,2021-03-03,171.66000366210938,172.22000122070312,176.0,-0.0032516406609247595,-0.024659070101651248
523,523,523,523,2021-03-04,165.33999633789062,179.14999389648438,177.02999877929688,-0.07708622957907207,-0.06603401978203793
524,524,524,524,2021-03-05,171.4199981689453,168.9499969482422,174.61000061035156,0.014619717462675208,-0.01826929975520042
525,525,525,525,2021-03-08,162.89999389648438,174.72999572753906,171.1300048828125,-0.0677044704419355,-0.048092156556437504
526,526,526,526,2021-03-09,170.89999389648438,182.3099975585937,179.38999938964844,-0.06258572659155559,-0.047327083572385464
527,527,527,527,2021-03-10,165.3699951171875,177.4499969482422,172.27999877929688,-0.06807552571882058,-0.04010914622167827
528,528,528,528,2021-03-11,174.9499969482422,171.66000366210938,172.22000122070312,0.019165753326026547,0.01585179252228963
529,529,529,529,2021-03-12,172.58999633789062,165.33999633789062,179.14999389648438,0.0438490393164388,-0.03661734737420208
530,530,530,530,2021-03-15,178.2899932861328,171.4199981689453,168.9499969482422,0.04007697579378511,0.05528260731932377
531,531,531,531,2021-03-16,180.5399932861328,162.89999389648438,174.72999572753906,0.10828729312818686,0.03325128884941675
532,532,532,532,2021-03-17,184.5399932861328,170.89999389648438,182.3099975585937,0.07981275527669296,0.012231889404871632
533,533,533,533,2021-03-18,176.0800018310547,165.3699951171875,177.4499969482422,0.06476390536431764,-0.007720457259782876
534,534,534,534,2021-03-19,179.85000610351562,174.9499969482422,171.66000366210938,0.02800805510572868,0.047710603907053395
535,535,535,535,2021-03-22,183.27999877929688,172.58999633789062,165.33999633789062,0.061938714109928794,0.10850370653658326
536,536,536,536,2021-03-23,176.3699951171875,178.2899932861328,171.4199981689453,-0.010768962035148877,0.028876426327829385
537,537,537,537,2021-03-24,171.7899932861328,180.5399932861328,162.89999389648438,-0.048465715771531914,0.0545733561862356
538,538,538,538,2021-03-25,172.25999450683594,184.5399932861328,170.89999389648438,-0.06654383454028034,0.007957873955076522
539,539,539,539,2021-03-26,182.5,176.0800018310547,165.3699951171875,0.036460688903815264,0.1035859308738174
540,540,540,540,2021-03-29,178.88999938964844,179.85000610351562,174.9499969482422,-0.005337818633793345,0.02252073455349568
541,541,541,541,2021-03-30,177.6300048828125,183.27999877929688,172.58999633789062,-0.030827116620008366,0.029202205526760228
542,542,542,542,2021-03-31,182.6999969482422,176.3699951171875,178.2899932861328,0.0358904689363333,0.02473500380378546
543,543,543,543,2021-04-01,192.8999938964844,171.7899932861328,180.5399932861328,0.12288259756312381,0.06846128874482993
544,544,544,544,2021-04-05,198.32000732421875,172.25999450683594,184.5399932861328,0.15128302361781776,0.07467223658515998
545,545,545,545,2021-04-06,194.97999572753903,182.5,176.0800018310547,0.06838353823309062,0.10733753805056478
546,546,546,546,2021-04-07,193.69000244140625,178.88999938964844,179.85000610351562,0.08273242273046932,0.07695299342900652
547,547,547,547,2021-04-08,193.5200042724609,177.6300048828125,183.27999877929688,0.08945560408069286,0.05587082912137564
548,548,548,548,2021-04-09,191.8600006103516,182.6999969482422,176.3699951171875,0.05013685722558803,0.0878267614787418
549,549,549,549,2021-04-12,192.5599975585937,192.8999938964844,171.7899932861328,-0.00176255235172873,0.12090345820007364
550,550,550,550,2021-04-13,192.4199981689453,198.32000732421875,172.25999450683594,-0.029749944218325663,0.1170324178856823
551,551,551,551,2021-04-14,189.8500061035156,194.97999572753903,182.5,-0.026310338170239644,0.04027400604666087
552,552,552,552,2021-04-15,192.83999633789065,193.69000244140625,178.88999938964844,-0.004388487236313243,0.07798086531297432
553,553,553,553,2021-04-16,192.2700042724609,193.5200042724609,177.6300048828125,-0.006459280551896374,0.08241850468510004
554,554,554,554,2021-04-19,188.44000244140625,191.8600006103516,182.6999969482422,-0.01782548815837348,0.03141765511244188
555,555,555,555,2021-04-20,183.9499969482422,192.5599975585937,192.8999938964844,-0.044713339839608124,-0.046397082589048955
556,556,556,556,2021-04-21,189.2100067138672,192.4199981689453,198.32000732421875,-0.016682213312671057,-0.04593586261550653
557,557,557,557,2021-04-22,187.0500030517578,189.8500061035156,194.97999572753903,-0.014748501246984902,-0.040670801361912146
558,558,558,558,2021-04-23,193.9199981689453,192.83999633789065,193.69000244140625,0.0056005074235860874,0.0011874424319275878
559,559,559,559,2021-04-26,198.97000122070312,192.2700042724609,193.5200042724609,0.034846813332088056,0.028162447436540283
560,560,560,560,2021-04-27,198.3800048828125,188.44000244140625,191.8600006103516,0.05274889785939685,0.03398313484686355
561,561,561,561,2021-04-28,197.0500030517578,183.9499969482422,192.5599975585937,0.07121503843895982,0.023317436383939905
562,562,562,562,2021-04-29,199.5399932861328,189.2100067138672,192.4199981689453,0.054595350170285384,0.03700236558019365
563,563,563,563,2021-04-30,188.1699981689453,187.0500030517578,189.8500061035156,0.00598767762050012,-0.00884913289733713
564,564,564,564,2021-05-03,184.5399932861328,193.9199981689453,192.83999633789065,-0.04837048768245411,-0.0430408795342162
565,565,565,565,2021-05-04,182.4100036621093,198.97000122070312,192.2700042724609,-0.08322861465043174,-0.05128205331695557
566,566,566,566,2021-05-05,182.5599975585937,198.3800048828125,188.44000244140625,-0.07974597708858833,-0.03120359162933517
567,567,567,567,2021-05-06,184.69000244140625,197.0500030517578,183.9499969482422,-0.0627251987766021,0.004022862220390611
568,568,568,568,2021-05-07,184.17999267578125,199.5399932861328,189.2100067138672,-0.07697705285739842,-0.0265842918429392
569,569,569,569,2021-05-10,171.47000122070312,188.1699981689453,187.0500030517578,-0.08874951964047095,-0.08329324553255213
570,570,570,570,2021-05-11,172.00999450683594,184.5399932861328,193.9199981689453,-0.06789855443350357,-0.11298475592507551
571,571,571,571,2021-05-12,165.35000610351562,182.4100036621093,198.97000122070312,-0.09352555899398518,-0.16897017093494038
572,572,572,572,2021-05-13,166.85000610351562,182.5599975585937,198.3800048828125,-0.0860538544323537,-0.15893738281699488
573,573,573,573,2021-05-14,171.00999450683594,184.69000244140625,197.0500030517578,-0.07407010533182679,-0.1321492420280862
574,574,574,574,2021-05-17,171.0800018310547,184.17999267578125,199.5399932861328,-0.07112602544070545,-0.14262800647821794
575,575,575,575,2021-05-18,170.07000732421875,171.47000122070312,188.1699981689453,-0.008164657879032755,-0.0961895680547108
576,576,576,576,2021-05-19,174.14999389648438,172.00999450683594,184.5399932861328,0.012441133992149522,-0.056302155454934555
577,577,577,577,2021-05-20,177.72000122070312,165.35000610351562,182.4100036621093,0.07481097466330544,-0.025711322554950344
578,578,578,578,2021-05-21,176.55999755859375,166.85000610351562,182.5599975585937,0.05819593107508747,-0.032865907538557115
579,579,579,579,2021-05-24,178.6300048828125,171.00999450683594,184.69000244140625,0.044558859837118714,-0.03281172493630946
580,580,580,580,2021-05-25,180.6199951171875,171.0800018310547,184.17999267578125,0.05576334570976771,-0.01932890487654948
581,581,581,581,2021-05-26,179.47000122070312,170.07000732421875,171.47000122070312,0.05527132058367212,0.046655391281551495
582,582,582,582,2021-05-27,185.13999938964844,174.14999389648438,172.00999450683594,0.06310655112452412,0.07633280217499627
583,583,583,583,2021-05-28,182.72000122070312,177.72000122070312,165.35000610351562,0.02813414340342435,0.10504986075605705
584,584,584,584,2021-06-01,182.97999572753903,176.55999755859375,166.85000610351562,0.036361566933159395,0.09667359325127123
585,585,585,585,2021-06-02,185.3099975585937,178.6300048828125,171.00999450683594,0.037395692174802875,0.0836208614180507
586,586,586,586,2021-06-03,180.97000122070312,180.6199951171875,171.0800018310547,0.0019378037480763943,0.05780920787816579
587,587,587,587,2021-06-04,184.759994506836,179.47000122070312,170.07000732421875,0.029475640776463363,0.08637611895090047
588,588,588,588,2021-06-07,183.8600006103516,185.13999938964844,174.14999389648438,-0.006913680368999753,0.05575657223185937
589,589,589,589,2021-06-08,184.2700042724609,182.72000122070312,177.72000122070312,0.008482941338674665,0.03685574503020406
590,590,590,590,2021-06-09,181.5500030517578,182.97999572753903,176.55999755859375,-0.007815021910430597,0.028262378580448555
591,591,591,591,2021-06-10,182.9100036621093,185.3099975585937,178.6300048828125,-0.01295123807729559,0.023960133585086307
592,592,592,592,2021-06-11,183.3099975585937,180.97000122070312,180.6199951171875,0.012930299619309915,0.014893159750452245
593,593,593,593,2021-06-14,184.94000244140625,184.759994506836,179.47000122070312,0.0009742798220508941,0.030478638120564838
594,594,594,594,2021-06-15,181.9100036621093,183.8600006103516,185.13999938964844,-0.010605879156798559,-0.017446233867276062
595,595,595,595,2021-06-16,181.7100067138672,184.2700042724609,182.72000122070312,-0.013892643942247429,-0.005527553087174009
596,596,596,596,2021-06-17,181.3300018310547,181.5500030517578,182.97999572753903,-0.001211794089810092,-0.00901734580287794
597,597,597,597,2021-06-18,174.19000244140625,182.9100036621093,185.3099975585937,-0.0476737250348076,-0.06000752934914577
598,598,598,598,2021-06-21,176.24000549316406,183.3099975585937,180.97000122070312,-0.038568502316245756,-0.026136904987753007
599,599,599,599,2021-06-22,176.25999450683594,184.94000244140625,184.759994506836,-0.0469341830863248,-0.046005630291819255
600,600,600,600,2021-06-23,177.8800048828125,181.9100036621093,183.8600006103516,-0.022153805168309226,-0.03252472374462945
601,601,601,601,2021-06-24,182.88999938964844,181.7100067138672,184.2700042724609,0.006493823301868762,-0.007489037015335431
602,602,602,602,2021-06-25,183.3500061035156,181.3300018310547,181.5500030517578,0.011139934109430705,0.009914640713305944
603,603,603,603,2021-06-28,187.3300018310547,174.19000244140625,182.9100036621093,0.07543486540835453,0.024164879342031487
604,604,604,604,2021-06-29,195.6600036621093,176.24000549316406,183.3099975585937,0.11019063529079665,0.06737224520210905
605,605,605,605,2021-06-30,195.6499938964844,176.25999450683594,184.94000244140625,0.11000794277737524,0.057910626763787
606,606,606,606,2021-07-01,193.17999267578125,177.8800048828125,181.9100036621093,0.08601297151441156,0.06195365173322487
607,607,607,607,2021-07-02,195.6699981689453,182.88999938964844,181.7100067138672,0.0698780623431956,0.07682566143459812
608,608,608,608,2021-07-06,194.3000030517578,183.3500061035156,181.3300018310547,0.05972182483626476,0.07152705613926646
609,609,609,609,2021-07-07,192.0,187.3300018310547,174.19000244140625,0.024929259185920483,0.10224465990569498
610,610,610,610,2021-07-08,189.44000244140625,195.6600036621093,176.24000549316406,-0.0317898451614288,0.07489784689523393
611,611,611,611,2021-07-09,192.94000244140625,195.6499938964844,176.25999450683594,-0.013851221771629452,0.09463297659369552
612,612,612,612,2021-07-12,193.6199951171875,193.17999267578125,177.8800048828125,0.002277681220046013,0.0884865628643563
613,613,613,613,2021-07-13,192.7899932861328,195.6699981689453,182.88999938964844,-0.014718684058686593,0.0541308651622463
614,614,614,614,2021-07-14,192.4199981689453,194.3000030517578,183.3500061035156,-0.009675784113661101,0.04946818523861407
615,615,615,615,2021-07-15,190.9499969482422,192.0,187.3300018310547,-0.005468765894571903,0.019324161008935636
616,616,616,616,2021-07-16,187.67999267578125,189.44000244140625,195.6600036621093,-0.0092905919707712,-0.040785090651991096
617,617,617,617,2021-07-19,187.1300048828125,192.94000244140625,195.6499938964844,-0.030112975459084423,-0.04354709572942639
618,618,618,618,2021-07-20,189.6999969482422,193.6199951171875,193.17999267578125,-0.02024583342527586,-0.018014265759806802
619,619,619,619,2021-07-21,194.07000732421875,192.7899932861328,195.6699981689453,0.006639421560569181,-0.008176986046399937
620,620,620,620,2021-07-22,191.4100036621093,192.4199981689453,194.3000030517578,-0.0052489061243480295,-0.014873902955517049
621,621,621,621,2021-07-23,193.08999633789065,190.9499969482422,192.0,0.01120711926603768,0.005677064259847153
622,622,622,622,2021-07-26,192.0,187.67999267578125,189.44000244140625,0.023017942736611285,0.01351350045186761
623,623,623,623,2021-07-27,187.1499938964844,187.1300048828125,192.94000244140625,0.00010681885935093227,-0.030009373233423786
624,624,624,624,2021-07-28,190.33999633789065,189.6999969482422,193.6199951171875,0.0033737448600121844,-0.016940392841718888
625,625,625,625,2021-07-29,194.0399932861328,194.07000732421875,192.7899932861328,-0.0001546557270737381,0.0064837390089265146
626,626,626,626,2021-07-30,189.58999633789065,191.4100036621093,192.4199981689453,-0.0095084232244802,-0.014707420527932391
627,627,627,627,2021-08-02,192.3600006103516,193.08999633789065,190.9499969482422,-0.0037805983809831023,0.0073841512681018795
628,628,628,628,2021-08-03,195.17999267578125,192.0,187.67999267578125,0.016562461853027344,0.03996163838814892
629,629,629,629,2021-08-04,193.8800048828125,187.1499938964844,187.1300048828125,0.035960519400554114,0.03607117952156891
630,630,630,630,2021-08-05,194.759994506836,190.33999633789065,189.6999969482422,0.023221594273328483,0.026673682867661697
631,631,631,631,2021-08-06,195.0200042724609,194.0399932861328,194.07000732421875,0.005050561844139878,0.004895125018751889
632,632,632,632,2021-08-09,193.6199951171875,189.58999633789065,191.4100036621093,0.021256389351443028,0.0115458513807849
633,633,633,633,2021-08-10,190.8099975585937,192.3600006103516,193.08999633789065,-0.008057824115407564,-0.011807959099585652
634,634,634,634,2021-08-11,189.72999572753903,195.17999267578125,192.0,-0.02792292833669352,-0.011822938919067494
635,635,635,635,2021-08-12,188.1300048828125,193.8800048828125,187.1499938964844,-0.029657519368619267,0.005236500231307284
636,636,636,636,2021-08-13,188.3600006103516,194.759994506836,190.33999633789065,-0.03286092666355955,-0.010402415496657769
637,637,637,637,2021-08-16,187.57000732421875,195.0200042724609,194.0399932861328,-0.0382011936469544,-0.03334356929384852
638,638,638,638,2021-08-17,183.4600067138672,193.6199951171875,189.58999633789065,-0.052473859412975554,-0.03233287484798775
639,639,639,639,2021-08-18,179.82000732421875,190.8099975585937,192.3600006103516,-0.057596511582157284,-0.06519023313757477
640,640,640,640,2021-08-19,180.1300048828125,189.72999572753903,195.17999267578125,-0.05059817140623646,-0.07710825062878601
641,641,641,641,2021-08-20,181.5599975585937,188.1300048828125,193.8800048828125,-0.03492269788815083,-0.06354449666774775
642,642,642,642,2021-08-23,184.22999572753903,188.3600006103516,194.759994506836,-0.021926124811158965,-0.054066538695282995
643,643,643,643,2021-08-24,184.8000030517578,187.57000732421875,195.0200042724609,-0.014767842215162474,-0.05240488666190779
644,644,644,644,2021-08-25,185.6199951171875,183.4600067138672,193.6199951171875,0.011773619994951412,-0.041318046698420985
645,645,645,645,2021-08-26,185.8699951171875,179.82000732421875,190.8099975585937,0.03364468661187692,-0.025889641552399367
646,646,646,646,2021-08-27,190.72999572753903,180.1300048828125,189.72999572753903,0.05884633629817859,0.00527064788129783
647,647,647,647,2021-08-30,190.8300018310547,181.5599975585937,188.1300048828125,0.05105752587085899,0.014351761431803611
648,648,648,648,2021-08-31,188.02999877929688,184.22999572753903,188.3600006103516,0.02062640796766746,-0.0017519740389966287
649,649,649,649,2021-09-01,186.0599975585937,184.8000030517578,187.57000732421875,0.0068181519806738144,-0.008050379627138171
650,650,650,650,2021-09-02,185.8999938964844,185.6199951171875,183.4600067138672,0.0015084516036116824,0.013299831534524742
651,651,651,651,2021-09-03,185.3600006103516,185.8699951171875,179.82000732421875,-0.002743823749036922,0.03080854777268538
652,652,652,652,2021-09-07,182.67999267578125,190.72999572753903,180.1300048828125,-0.04220627710419156,0.014156374417619633
653,653,653,653,2021-09-08,178.75999450683594,190.8300018310547,181.5599975585937,-0.06325005087462376,-0.015421916112628997
654,654,654,654,2021-09-09,178.9600067138672,188.02999877929688,184.22999572753903,-0.04823694157481606,-0.028605488443183447
655,655,655,655,2021-09-10,179.3000030517578,186.0599975585937,184.8000030517578,-0.03633233685659398,-0.029761904270421358
656,656,656,656,2021-09-13,182.3699951171875,185.8999938964844,185.6199951171875,-0.01898869766107969,-0.017508889588905396
657,657,657,657,2021-09-14,182.1300048828125,185.3600006103516,185.8699951171875,-0.017425527173626443,-0.020121538347364853
658,658,658,658,2021-09-15,179.91000366210938,182.67999267578125,190.72999572753903,-0.015163067247260242,-0.056729367733464375
659,659,659,659,2021-09-16,180.3099975585937,178.75999450683594,190.8300018310547,0.008670860927434632,-0.0551276223419761
660,660,660,660,2021-09-17,175.3000030517578,178.9600067138672,188.02999877929688,-0.020451517237374817,-0.06770194017009534
661,661,661,661,2021-09-20,170.0800018310547,179.3000030517578,186.0599975585937,-0.05142220336740111,-0.08588625140934236
662,662,662,662,2021-09-21,171.1699981689453,182.3699951171875,185.8999938964844,-0.061413594604996735,-0.07923612808584202
663,663,663,663,2021-09-22,173.3300018310547,182.1300048828125,185.3600006103516,-0.048317151572142,-0.06490072690809578
664,664,664,664,2021-09-23,174.1199951171875,179.91000366210938,182.67999267578125,-0.03218280488613712,-0.04685788209870334
665,665,665,665,2021-09-24,174.0500030517578,180.3099975585937,178.75999450683594,-0.034717955696281444,-0.026348129334374137
666,666,666,666,2021-09-27,175.67999267578125,175.3000030517578,178.9600067138672,0.002167653265306768,-0.01832819577018807
667,667,667,667,2021-09-28,171.4199981689453,170.0800018310547,179.3000030517578,0.007878623726860434,-0.04394871583207849
668,668,668,668,2021-09-29,169.91000366210938,171.1699981689453,182.3699951171875,-0.0073610709839017074,-0.06832259575963451
669,669,669,669,2021-09-30,167.19000244140625,173.3300018310547,182.1300048828125,-0.03542375425365263,-0.08202933092226661
670,670,670,670,2021-10-01,169.25999450683594,174.1199951171875,179.91000366210938,-0.027911789263953546,-0.059196314482185874
671,671,671,671,2021-10-04,163.99000549316406,174.0500030517578,180.3099975585937,-0.05779946786672663,-0.09051074419834249
672,672,672,672,2021-10-05,166.05999755859375,175.67999267578125,175.3000030517578,-0.05475862658385511,-0.05270967103426649
673,673,673,673,2021-10-06,164.83999633789062,171.4199981689453,170.0800018310547,-0.038385263687668925,-0.030809063010059923
674,674,674,674,2021-10-07,165.3300018310547,169.91000366210938,171.1699981689453,-0.02695545719699166,-0.03411810714706287
675,675,675,675,2021-10-08,165.8300018310547,167.19000244140625,173.3300018310547,-0.008134461334362353,-0.04327006242872067
676,676,676,676,2021-10-11,163.67999267578125,169.25999450683594,174.1199951171875,-0.032967044854945504,-0.05995866491025248
677,677,677,677,2021-10-12,160.25999450683594,163.99000549316406,174.0500030517578,-0.022745355578902116,-0.07923015399672872
678,678,678,678,2021-10-13,160.0500030517578,166.05999755859375,175.67999267578125,-0.036191705378746164,-0.08896852388233356
679,679,679,679,2021-10-14,164.61000061035156,164.83999633789062,171.4199981689453,-0.0013952665169174594,-0.03972697253141999
680,680,680,680,2021-10-15,165.8699951171875,165.3300018310547,169.91000366210938,0.003266154237901775,-0.023777343639848403
681,681,681,681,2021-10-18,165.3000030517578,165.8300018310547,167.19000244140625,-0.0031960367451291383,-0.011304500042164989
682,682,682,682,2021-10-19,168.75999450683594,163.67999267578125,169.25999450683594,0.031036180708519545,-0.0029540353079700044
683,683,683,683,2021-10-20,169.50999450683594,160.25999450683594,163.99000549316406,0.05771870907936072,0.03366052093889338
684,684,684,684,2021-10-21,170.25999450683594,160.0500030517578,166.05999755859375,0.06379251021804966,0.025292045104120975
685,685,685,685,2021-10-22,168.00999450683594,164.61000061035156,164.83999633789062,0.02065484407920337,0.01923075854993006
686,686,686,686,2021-10-25,167.32000732421875,165.8699951171875,165.3300018310547,0.008741859587123146,0.012036566086762512
687,687,687,687,2021-10-26,165.27999877929688,165.3000030517578,165.8300018310547,-0.00012101797998564923,-0.0033166679472038663
688,688,688,688,2021-10-27,165.27000427246094,168.75999450683594,163.67999267578125,-0.020680198791033,0.009714147530719863
689,689,689,689,2021-10-28,168.92999267578125,169.50999450683594,160.25999450683594,-0.003421637955579593,0.05409957859804804
690,690,690,690,2021-10-29,168.22999572753906,170.25999450683594,160.0500030517578,-0.011922934598799007,0.0511089816920276
691,691,691,691,2021-11-01,172.07000732421875,168.00999450683594,164.61000061035156,0.02416530533972261,0.045319280032844356
692,692,692,692,2021-11-02,172.08999633789062,167.32000732421875,165.8699951171875,0.02850818076064865,0.037499254861065534
693,693,693,693,2021-11-03,178.1199951171875,165.27999877929688,165.3000030517578,0.07768632885238724,0.0775559094298115
694,694,694,694,2021-11-04,154.4600067138672,165.27000427246094,168.75999450683594,-0.06540810358286553,-0.08473564978926029
695,695,695,695,2021-11-05,156.07000732421875,168.92999267578125,169.50999450683594,-0.07612612270838148,-0.07928728463309098
696,696,696,696,2021-11-08,159.3000030517578,168.22999572753906,170.25999450683594,-0.05308204780700365,-0.0643720886214294
697,697,697,697,2021-11-09,157.63999938964844,172.07000732421875,168.00999450683594,-0.08386126181409936,-0.061722489472288866
698,698,698,698,2021-11-10,154.27999877929688,172.08999633789062,167.32000732421875,-0.10349234666508245,-0.07793454443050574
699,699,699,699,2021-11-11,157.67999267578125,178.1199951171875,165.27999877929688,-0.1147541152129411,-0.04598261229215117
700,700,700,700,2021-11-12,160.5,154.4600067138672,165.27000427246094,0.03910392997277112,-0.028861887512250606
701,701,701,701,2021-11-15,158.91000366210938,156.07000732421875,168.92999267578125,0.01819693858276583,-0.059314446505084106
702,702,702,702,2021-11-16,159.30999755859375,159.3000030517578,168.22999572753906,6.27401547048656e-05,-0.053022638028190294
703,703,703,703,2021-11-17,157.94000244140625,157.63999938964844,172.07000732421875,0.001903089653129797,-0.0821177676606265
704,704,704,704,2021-11-18,156.33999633789062,154.27999877929688,172.08999633789062,0.013352330664331058,-0.09152188003465123
705,705,705,705,2021-11-19,155.19000244140625,157.67999267578125,178.1199951171875,-0.015791415208236792,-0.12873340054099658
706,706,706,706,2021-11-22,151.25,160.5,154.4600067138672,-0.05763239875389403,-0.02078212206615815
707,707,707,707,2021-11-23,152.58999633789062,158.91000366210938,156.07000732421875,-0.039770984699345924,-0.022297756282530168
708,708,708,708,2021-11-24,152.6199951171875,159.30999755859375,159.3000030517578,-0.04199361335716356,-0.04193350788825734
709,709,709,709,2021-11-26,148.11000061035156,157.94000244140625,157.63999938964844,-0.062238835501484124,-0.060454191932220125
710,710,710,710,2021-11-29,150.83999633789062,156.33999633789062,154.27999877929688,-0.03517973729584267,-0.02229713811657008
711,711,711,711,2021-11-30,146.22999572753906,155.19000244140625,157.67999267578125,-0.05773572119924508,-0.07261540766167751
712,712,712,712,2021-12-01,146.10000610351562,151.25,160.5,-0.03404954642303715,-0.08971958814008951
713,713,713,713,2021-12-02,149.17999267578125,152.58999633789062,158.91000366210938,-0.02234749160461591,-0.061229694557285774
714,714,714,714,2021-12-03,149.91000366210938,152.6199951171875,159.30999755859375,-0.017756464039966002,-0.059004419311644796
715,715,715,715,2021-12-06,152.72999572753906,148.11000061035156,157.94000244140625,0.031192999109775243,-0.0329872523321002
716,716,716,716,2021-12-07,161.50999450683594,150.83999633789062,156.33999633789062,0.0707371945637274,0.033068941346088065
717,717,717,717,2021-12-08,161.3699951171875,146.22999572753906,155.19000244140625,0.10353552507693298,0.03982210566762889
718,718,718,718,2021-12-09,159.55999755859375,146.10000610351562,151.25,0.09212861665140082,0.05494213261880154
719,719,719,719,2021-12-10,159.22999572753906,149.17999267578125,152.58999633789062,0.06736830369471791,0.04351529948886701
720,720,720,720,2021-12-13,154.99000549316406,149.91000366210938,152.6199951171875,0.03388701025252994,0.015528832733592957
721,721,721,721,2021-12-14,152.47000122070312,152.72999572753906,148.11000061035156,-0.0017023146343809747,0.029437584176519316
722,722,722,722,2021-12-15,152.8800048828125,161.50999450683594,150.83999633789062,-0.053433161522757455,0.013524321098179692
723,723,723,723,2021-12-16,147.6999969482422,161.3699951171875,146.22999572753906,-0.0847121434131426,0.01005266541511829
724,724,724,724,2021-12-17,147.67999267578125,159.55999755859375,146.10000610351562,-0.07445478230500668,0.010814418249552649
725,725,725,725,2021-12-20,146.16000366210938,159.22999572753906,149.17999267578125,-0.08208247450935036,-0.02024392788539231
726,726,726,726,2021-12-21,150.49000549316406,154.99000549316406,149.91000366210938,-0.029034130205243924,0.003869000179347548
727,727,727,727,2021-12-22,151.41000366210938,152.47000122070312,152.72999572753906,-0.006952171247505801,-0.008642651099031506
728,728,728,728,2021-12-23,152.07000732421875,152.8800048828125,161.50999450683594,-0.005298257016767116,-0.058448315916558524
