,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MOH,MOH_6m,MOH_12m,MOH_6m_ret,MOH_12m_ret
39,39,39,39,2019-04-02,142.69000244140625,144.22999572753906,139.39999389648438,-0.010677344045977644,0.02360121010740479
40,40,40,40,2019-04-03,145.07000732421875,130.2100067138672,143.02000427246094,0.11412333802428876,0.014333680537810922
41,41,41,41,2019-04-04,145.27999877929688,133.0800018310547,145.6300048828125,0.0916741567506898,-0.0024033927884385964
42,42,42,42,2019-04-05,147.36000061035156,138.1999969482422,142.5800018310547,0.06628078049480646,0.0335250295827656
43,43,43,43,2019-04-08,147.49000549316406,141.9600067138672,148.2899932861328,0.038954624667235205,-0.005394752371625899
44,44,44,44,2019-04-09,145.60000610351562,144.6999969482422,146.47999572753906,0.006219828432998176,-0.006007575434807233
45,45,45,45,2019-04-10,145.24000549316406,142.69000244140625,144.22999572753906,0.01787093004504592,0.007002771930555873
46,46,46,46,2019-04-11,141.52999877929688,145.07000732421875,130.2100067138672,-0.024402070491457706,0.0869364217936417
47,47,47,47,2019-04-12,129.38999938964844,145.27999877929688,133.0800018310547,-0.10937499671780593,-0.027727700560830404
48,48,48,48,2019-04-15,131.97999572753906,147.36000061035156,138.1999969482422,-0.1043702824315278,-0.0450072457167463
49,49,49,49,2019-04-16,122.08999633789062,147.49000549316406,141.9600067138672,-0.1722151210879892,-0.13996907182475915
50,50,50,50,2019-04-17,116.66999816894533,145.60000610351562,144.6999969482422,-0.19869510111148103,-0.19371112211787345
51,51,51,51,2019-04-18,120.68000030517578,145.24000549316406,142.69000244140625,-0.1690994509714766,-0.15425048538539754
52,52,52,52,2019-04-22,121.22000122070312,141.52999877929688,145.07000732421875,-0.14350312819733246,-0.16440342523877416
53,53,53,53,2019-04-23,123.9499969482422,129.38999938964844,145.27999877929688,-0.04204345364454376,-0.14681994775797247
54,54,54,54,2019-04-24,123.72000122070312,131.97999572753906,147.36000061035156,-0.06258520059273198,-0.16042344796236252
55,55,55,55,2019-04-25,124.2699966430664,122.08999633789062,147.49000549316406,0.017855683271072564,-0.15743445647355314
56,56,56,56,2019-04-26,128.49000549316406,116.66999816894533,145.60000610351562,0.10131145547034848,-0.1175137355295649
57,57,57,57,2019-04-29,128.72999572753906,120.68000030517578,145.24000549316406,0.06670529832620509,-0.11367398196912126
58,58,58,58,2019-04-30,129.6300048828125,121.22000122070312,141.52999877929688,0.06937801994241388,-0.08408107114479191
59,59,59,59,2019-05-01,126.8000030517578,123.9499969482422,129.38999938964844,0.02299319220399565,-0.02001697465111707
60,60,60,60,2019-05-02,126.75,123.72000122070312,131.97999572753906,0.024490775536703202,-0.03962718515566499
61,61,61,61,2019-05-03,128.25999450683594,124.2699966430664,122.08999633789062,0.03210749152291181,0.050536475993246066
62,62,62,62,2019-05-06,130.0,128.49000549316406,116.66999816894533,0.011751844052308558,0.11425389594805702
63,63,63,63,2019-05-07,127.04000091552734,128.72999572753906,120.68000030517578,-0.013128213066895822,0.05270136389019209
64,64,64,64,2019-05-08,129.4600067138672,129.6300048828125,121.22000122070312,-0.0013114106498645084,0.06797562621833042
65,65,65,65,2019-05-09,128.3800048828125,126.8000030517578,123.9499969482422,0.012460581963943396,0.03574028272400964
66,66,66,66,2019-05-10,129.1300048828125,126.75,123.72000122070312,0.018777158838757302,0.04372780155779754
67,67,67,67,2019-05-13,126.54000091552734,128.25999450683594,124.2699966430664,-0.013410211016474993,0.01826671226990495
68,68,68,68,2019-05-14,128.38999938964844,130.0,128.49000549316406,-0.012384620079627373,-0.0007783181511417103
69,69,69,69,2019-05-15,129.60000610351562,127.04000091552734,128.72999572753906,0.020151174193477006,0.006758412218221155
70,70,70,70,2019-05-16,129.75,129.4600067138672,129.6300048828125,0.0022400221774572238,0.0009256739386531709
71,71,71,71,2019-05-17,129.69000244140625,128.3800048828125,126.8000030517578,0.010204062227521682,0.022791792745216144
72,72,72,72,2019-05-20,129.75999450683594,129.1300048828125,126.75,0.004878723768307447,0.023747491178192748
73,73,73,73,2019-05-21,134.39999389648438,126.54000091552734,128.25999450683594,0.06211469040690165,0.0478715082848471
74,74,74,74,2019-05-22,133.8800048828125,128.38999938964844,130.0,0.04276038257857251,0.02984619140625
75,75,75,75,2019-05-23,127.4499969482422,129.60000610351562,127.04000091552734,-0.016589576034094833,0.0032272987229233774
76,76,76,76,2019-05-24,132.13999938964844,129.75,129.4600067138672,0.01842003383158719,0.020701317293336574
77,77,77,77,2019-05-28,132.0,129.69000244140625,128.3800048828125,0.01781168567436331,0.028197499450883345
78,78,78,78,2019-05-29,131.1199951171875,129.75999450683594,129.1300048828125,0.010480892940234465,0.015410750090042669
79,79,79,79,2019-05-30,134.77000427246094,134.39999389648438,126.54000091552734,0.0027530535177073823,0.06503874899153494
80,80,80,80,2019-05-31,142.25999450683594,133.8800048828125,128.38999938964844,0.06259328740956183,0.10803018290461797
81,81,81,81,2019-06-03,145.1300048828125,127.4499969482422,129.60000610351562,0.1387211326631117,0.11983023185116659
82,82,82,82,2019-06-04,152.55999755859375,132.13999938964844,129.75,0.15453305784217353,0.1757995958273122
83,83,83,83,2019-06-05,153.33999633789062,132.0,129.69000244140625,0.16166663892341382,0.18235787995431196
84,84,84,84,2019-06-06,155.27999877929688,131.1199951171875,129.75999450683594,0.18425872911691732,0.19667081807032982
85,85,85,85,2019-06-07,153.72999572753906,134.77000427246094,134.39999389648438,0.1406840606515618,0.14382442491733127
86,86,86,86,2019-06-10,152.5500030517578,142.25999450683594,133.8800048828125,0.0723324120782769,0.13945322294608142
87,87,87,87,2019-06-11,152.05999755859375,145.1300048828125,127.4499969482422,0.04775024076776524,0.1930953409151177
88,88,88,88,2019-06-12,147.91000366210938,152.55999755859375,132.13999938964844,-0.030479771702267122,0.11934315381642358
89,89,89,89,2019-06-13,148.0800018310547,153.33999633789062,132.0,-0.03430282139335217,0.12181819568980834
90,90,90,90,2019-06-14,144.92999267578125,155.27999877929688,131.1199951171875,-0.06665382653838325,0.10532335320979214
91,91,91,91,2019-06-17,146.58999633789062,153.72999572753906,134.77000427246094,-0.046445063345366244,0.08770491719755036
92,92,92,92,2019-06-18,145.85000610351562,152.5500030517578,142.25999450683594,-0.04392000533732521,0.025235566816412147
93,93,93,93,2019-06-19,146.3699951171875,152.05999755859375,145.1300048828125,-0.03741945635119259,0.00854399636640446
94,94,94,94,2019-06-20,146.44000244140625,147.91000366210938,152.55999755859375,-0.009938484107276824,-0.040115333082887505
95,95,95,95,2019-06-21,150.8000030517578,148.0800018310547,153.33999633789062,0.0183684575031704,-0.01656445380718441
96,96,96,96,2019-06-24,147.3300018310547,144.92999267578125,155.27999877929688,0.016559782491967878,-0.05119781691614844
97,97,97,97,2019-06-25,145.35000610351562,146.58999633789062,153.72999572753906,-0.008458900780083378,-0.05451108994288645
98,98,98,98,2019-06-26,137.7899932861328,145.85000610351562,152.5500030517578,-0.055262341310169716,-0.09675522432219918
99,99,99,99,2019-06-27,141.33999633789062,146.3699951171875,152.05999755859375,-0.03436495830494313,-0.07049849659883334
100,100,100,100,2019-06-28,143.13999938964844,146.44000244140625,147.91000366210938,-0.02253484701407471,-0.03224936890244212
101,101,101,101,2019-07-01,140.30999755859375,150.8000030517578,148.0800018310547,-0.06956236923658199,-0.05247166515655355
102,102,102,102,2019-07-02,140.86000061035156,147.3300018310547,144.92999267578125,-0.04391502844154149,-0.028082469268694066
103,103,103,103,2019-07-03,142.52999877929688,145.35000610351562,146.58999633789062,-0.019401494363958882,-0.027696279828232195
104,104,104,104,2019-07-05,143.57000732421875,137.7899932861328,145.85000610351562,0.04194799564350982,-0.015632490119189102
105,105,105,105,2019-07-08,139.85000610351562,141.33999633789062,146.3699951171875,-0.010541886748128948,-0.04454457355451713
106,106,106,106,2019-07-09,136.77999877929688,143.13999938964844,146.44000244140625,-0.04443202904478638,-0.06596560708181187
107,107,107,107,2019-07-10,137.8699951171875,140.30999755859375,150.8000030517578,-0.01739008255906571,-0.08574275645161922
108,108,108,108,2019-07-11,143.3300018310547,140.86000061035156,147.3300018310547,0.01753514986511795,-0.027149935181476792
109,109,109,109,2019-07-12,144.8699951171875,142.52999877929688,145.35000610351562,0.016417570742521592,-0.003302449027668186
110,110,110,110,2019-07-15,142.02000427246094,143.57000732421875,137.7899932861328,-0.010796148030120967,0.030698970842854667
111,111,111,111,2019-07-16,141.27000427246094,139.85000610351562,141.33999633789062,0.010153722609738347,-0.0004952035322143278
112,112,112,112,2019-07-17,140.6699981689453,136.77999877929688,143.13999938964844,0.02843982617608587,-0.017255842051385084
113,113,113,113,2019-07-18,142.08999633789062,137.8699951171875,140.30999755859375,0.0306085542188943,0.012686186374948338
114,114,114,114,2019-07-19,140.3800048828125,143.3300018310547,140.86000061035156,-0.020581852442305815,-0.003407608444265353
115,115,115,115,2019-07-22,141.0,144.8699951171875,142.52999877929688,-0.02671357249689288,-0.010734573720624474
116,116,116,116,2019-07-23,141.2100067138672,142.02000427246094,143.57000732421875,-0.005703404691072889,-0.016437977919873337
117,117,117,117,2019-07-24,136.39999389648438,141.27000427246094,139.85000610351562,-0.03447306737942757,-0.024669374733366722
118,118,118,118,2019-07-25,135.47000122070312,140.6699981689453,136.77999877929688,-0.03696592746092853,-0.009577405836269315
119,119,119,119,2019-07-26,139.86000061035156,142.08999633789062,137.8699951171875,-0.015694248610128247,0.014433927349258191
120,120,120,120,2019-07-29,138.9199981689453,140.3800048828125,143.3300018310547,-0.010400389393674603,-0.030768182556137225
121,121,121,121,2019-07-30,137.5,141.0,144.8699951171875,-0.024822695035460973,-0.05087316466895575
122,122,122,122,2019-07-31,132.77999877929688,141.2100067138672,142.02000427246094,-0.05969837500009456,-0.06506129569914254
123,123,123,123,2019-08-01,130.24000549316406,136.39999389648438,141.27000427246094,-0.0451612073237716,-0.07807742936019046
124,124,124,124,2019-08-02,129.24000549316406,135.47000122070312,140.6699981689453,-0.04598800968038208,-0.08125394771139316
125,125,125,125,2019-08-05,123.9499969482422,139.86000061035156,142.08999633789062,-0.11375663944428582,-0.12766556307392274
126,126,126,126,2019-08-06,127.26000213623048,138.9199981689453,140.3800048828125,-0.08393317151166901,-0.09346062323857618
127,127,127,127,2019-08-07,131.5,137.5,141.0,-0.043636363636363584,-0.06737588652482274
128,128,128,128,2019-08-08,135.2100067138672,132.77999877929688,141.2100067138672,0.018301008863611967,-0.04248990662650243
129,129,129,129,2019-08-09,134.44000244140625,130.24000549316406,136.39999389648438,0.03224813245621849,-0.014369439463212785
130,130,130,130,2019-08-12,133.9499969482422,129.24000549316406,135.47000122070312,0.03644375777535269,-0.011220227790391779
131,131,131,131,2019-08-13,137.27999877929688,123.9499969482422,139.86000061035156,0.10754338168012123,-0.018447031458569407
132,132,132,132,2019-08-14,134.32000732421875,127.26000213623048,138.9199981689453,0.05547701610464073,-0.03311251731469478
133,133,133,133,2019-08-15,133.94000244140625,131.5,137.5,0.018555151645675005,-0.025890891335227262
134,134,134,134,2019-08-16,136.67999267578125,135.2100067138672,132.77999877929688,0.010871872560622498,0.029371847660330408
135,135,135,135,2019-08-19,138.9199981689453,134.44000244140625,130.24000549316406,0.03332338326527173,0.06664613259891827
136,136,136,136,2019-08-20,131.52999877929688,133.9499969482422,129.24000549316406,-0.018066429444417165,0.0177189197523977
137,137,137,137,2019-08-21,133.25999450683594,137.27999877929688,123.9499969482422,-0.029283248165844156,0.07511091397994396
138,138,138,138,2019-08-22,129.58999633789062,134.32000732421875,127.26000213623048,-0.03521449321329273,0.018308927884237436
139,139,139,139,2019-08-23,127.33000183105467,133.94000244140625,131.5,-0.04935045908516544,-0.03171101269159948
140,140,140,140,2019-08-26,127.62999725341795,136.67999267578125,135.2100067138672,-0.06621302244162974,-0.05606100942284642
141,141,141,141,2019-08-27,125.9000015258789,138.9199981689453,134.44000244140625,-0.09372298311746552,-0.06352276673938162
142,142,142,142,2019-08-28,126.91999816894533,131.52999877929688,133.9499969482422,-0.03504904320790714,-0.052482261586114354
143,143,143,143,2019-08-29,129.89999389648438,133.25999450683594,137.27999877929688,-0.02521387324670199,-0.05375877730504086
144,144,144,144,2019-08-30,130.27999877929688,129.58999633789062,134.32000732421875,0.0053245039038904984,-0.030077489015989944
145,145,145,145,2019-09-03,127.33999633789062,127.33000183105467,133.94000244140625,7.849294504214122e-05,-0.04927583980299599
146,146,146,146,2019-09-04,122.83999633789062,127.62999725341795,136.67999267578125,-0.03753036918128627,-0.10125839244607293
147,147,147,147,2019-09-05,122.9800033569336,125.9000015258789,138.9199981689453,-0.023192995500838864,-0.11474226189253578
148,148,148,148,2019-09-06,119.68000030517578,126.91999816894533,131.52999877929688,-0.05704379111424396,-0.09009350402264515
149,149,149,149,2019-09-09,118.58999633789062,129.89999389648438,133.25999450683594,-0.08706695989228863,-0.11008553784829078
150,150,150,150,2019-09-10,120.0,130.27999877929688,129.58999633789062,-0.07890696097343297,-0.07400259749128968
151,151,151,151,2019-09-11,118.75,127.33999633789062,127.33000183105467,-0.06745717437510734,-0.06738397634234605
152,152,152,152,2019-09-12,113.94000244140624,122.83999633789062,127.62999725341795,-0.07245192251555888,-0.10726314429694228
153,153,153,153,2019-09-13,114.95999908447266,122.9800033569336,125.9000015258789,-0.06521388887251789,-0.08689437894214413
154,154,154,154,2019-09-16,115.93000030517578,119.68000030517578,126.91999816894533,-0.031333556069834234,-0.08658996235676408
155,155,155,155,2019-09-17,115.25,118.58999633789062,129.89999389648438,-0.02816423341791996,-0.1127790191288136
156,156,156,156,2019-09-18,114.4800033569336,120.0,130.27999877929688,-0.04599997202555339,-0.12127721500158706
157,157,157,157,2019-09-19,115.26000213623048,118.75,127.33999633789062,-0.029389455694901145,-0.09486410043240812
158,158,158,158,2019-09-20,114.55999755859376,113.94000244140624,122.83999633789062,0.005441417446926611,-0.06740474622387183
159,159,159,159,2019-09-23,116.20999908447266,114.95999908447266,122.9800033569336,0.010873347337811756,-0.0550496347996664
160,160,160,160,2019-09-24,112.12999725341795,115.93000030517578,119.68000030517578,-0.032778426996934784,-0.06308491838657948
161,161,161,161,2019-09-25,111.88999938964844,115.25,118.58999633789062,-0.029154018311076446,-0.05649715115221299
162,162,162,162,2019-09-26,109.23999786376952,114.4800033569336,120.0,-0.04577223392304097,-0.08966668446858739
163,163,163,163,2019-09-27,107.47000122070312,115.26000213623048,118.75,-0.06758633325652763,-0.09498946340460523
164,164,164,164,2019-09-30,109.72000122070312,114.55999755859376,113.94000244140624,-0.04224857228558454,-0.0370370469570005
165,165,165,165,2019-10-01,109.4800033569336,116.20999908447266,114.95999908447266,-0.057912363656823174,-0.047668717564205654
166,166,166,166,2019-10-02,110.08999633789062,112.12999725341795,115.93000030517578,-0.018193177254047788,-0.05037526051851848
167,167,167,167,2019-10-03,112.2300033569336,111.88999938964844,115.25,0.0030387341955477876,-0.02620387542790803
168,168,168,168,2019-10-04,112.7699966430664,109.23999786376952,114.4800033569336,0.03231416009087673,-0.014937165126870378
169,169,169,169,2019-10-07,111.27999877929688,107.47000122070312,115.26000213623048,0.03545173085807862,-0.03453065489474383
170,170,170,170,2019-10-08,111.29000091552734,109.72000122070312,114.55999755859376,0.014309147624471441,-0.028543965718870745
171,171,171,171,2019-10-09,112.83000183105467,109.4800033569336,116.20999908447266,0.030599181324457936,-0.02908525324882827
172,172,172,172,2019-10-10,113.0500030517578,110.08999633789062,112.12999725341795,0.026887154258614432,0.00820481424128272
173,173,173,173,2019-10-11,113.38999938964844,112.2300033569336,111.88999938964844,0.010335881653906975,0.01340602384647771
174,174,174,174,2019-10-14,112.5199966430664,112.7699966430664,109.23999786376952,-0.002216901724235054,0.03002562104941897
175,175,175,175,2019-10-15,117.47000122070312,111.27999877929688,107.47000122070312,0.05562547186653877,0.09304922198208354
176,176,176,176,2019-10-16,118.0,111.29000091552734,109.72000122070312,0.06029291966279837,0.07546480757543517
177,177,177,177,2019-10-17,121.5,112.83000183105467,109.4800033569336,0.07684124814539395,0.10979170875505062
178,178,178,178,2019-10-18,122.93000030517578,113.0500030517578,110.08999633789062,0.08739493132870257,0.116631886587373
179,179,179,179,2019-10-21,121.4499969482422,113.38999938964844,112.2300033569336,0.07108208485738454,0.08215266252809039
180,180,180,180,2019-10-22,124.11000061035156,112.5199966430664,112.7699966430664,0.10300394874744545,0.10055869739162926
181,181,181,181,2019-10-23,121.8499984741211,117.47000122070312,111.27999877929688,0.03728609183538545,0.09498562015432666
182,182,182,182,2019-10-24,120.45999908447266,118.0,111.29000091552734,0.02084744986841236,0.0823973231513011
183,183,183,183,2019-10-25,121.88999938964844,121.5,112.83000183105467,0.0032098715197401706,0.08029777019909745
184,184,184,184,2019-10-28,124.2699966430664,122.93000030517578,113.0500030517578,0.010900482669519818,0.09924806093257454
185,185,185,185,2019-10-29,124.68000030517578,121.4499969482422,113.38999938964844,0.026595335019317323,0.0995678717373556
186,186,186,186,2019-10-30,123.87999725341795,124.11000061035156,112.5199966430664,-0.0018532217855329325,0.10095983780009798
187,187,187,187,2019-10-31,117.63999938964844,121.8499984741211,117.47000122070312,-0.03455066998106515,0.0014471624004321892
188,188,188,188,2019-11-01,118.83000183105467,120.45999908447266,118.0,-0.013531440028278108,0.007033913822497295
189,189,189,189,2019-11-04,119.12999725341795,121.88999938964844,121.5,-0.022643384609491446,-0.019506195445119667
190,190,190,190,2019-11-05,120.44000244140624,124.2699966430664,122.93000030517578,-0.030819942907545417,-0.02025541249156504
191,191,191,191,2019-11-06,119.87000274658205,124.68000030517578,121.4499969482422,-0.03857874195396571,-0.013009421501537721
192,192,192,192,2019-11-07,121.41999816894533,123.87999725341795,124.11000061035156,-0.019857920075993185,-0.021674340731425934
193,193,193,193,2019-11-08,126.18000030517578,117.63999938964844,121.8499984741211,0.07259436382043027,0.03553550993252008
194,194,194,194,2019-11-11,121.91000366210938,118.83000183105467,120.45999908447266,0.025919395637422182,0.012037228861506932
195,195,195,195,2019-11-12,122.5999984741211,119.12999725341795,121.88999938964844,0.029127854450643698,0.005824916629977084
196,196,196,196,2019-11-13,121.5999984741211,120.44000244140624,124.2699966430664,0.009631318575231695,-0.021485461020926855
197,197,197,197,2019-11-14,122.1999969482422,119.87000274658205,124.68000030517578,0.019437675383940922,-0.019890947632846823
198,198,198,198,2019-11-15,129.6999969482422,121.41999816894533,123.87999725341795,0.06819303989591541,0.046980947883930035
199,199,199,199,2019-11-18,134.47999572753906,126.18000030517578,117.63999938964844,0.06577900936986136,0.14314855852823505
200,200,200,200,2019-11-19,135.4600067138672,121.91000366210938,118.83000183105467,0.11114758957200555,0.1399478635576903
201,201,201,201,2019-11-20,135.52999877929688,122.5999984741211,119.12999725341795,0.10546493039235316,0.13766475198511263
202,202,202,202,2019-11-21,135.6999969482422,121.5999984741211,120.44000244140624,0.11595393627510497,0.12670204415065411
203,203,203,203,2019-11-22,134.52999877929688,122.1999969482422,119.87000274658205,0.10090018117002941,0.12229912152173394
204,204,204,204,2019-11-25,135.89999389648438,129.6999969482422,121.41999816894533,0.04780259902948458,0.1192554434681461
205,205,205,205,2019-11-26,133.6300048828125,134.47999572753906,126.18000030517578,-0.006320574596452744,0.0590426736378058
206,206,206,206,2019-11-27,137.9199981689453,135.4600067138672,121.91000366210938,0.01816027855568003,0.13132633931510562
207,207,207,207,2019-11-29,135.5,135.52999877929688,122.5999984741211,-0.00022134420104091834,0.10522024214055681
208,208,208,208,2019-12-02,135.11000061035156,135.6999969482422,121.5999984741211,-0.004347799197929714,0.11110199264604148
209,209,209,209,2019-12-03,133.19000244140625,134.52999877929688,122.1999969482422,-0.009960576451717329,0.08993458074977578
210,210,210,210,2019-12-04,133.36000061035156,135.89999389648438,129.6999969482422,-0.018690164828613187,0.028218995745774134
211,211,211,211,2019-12-05,132.49000549316406,133.6300048828125,134.47999572753906,-0.008531013604677784,-0.014797667293258931
212,212,212,212,2019-12-06,133.3000030517578,137.9199981689453,135.4600067138672,-0.03349764485588402,-0.015945692861745964
213,213,213,213,2019-12-09,129.6300048828125,135.5,135.52999877929688,-0.04332099717481552,-0.043532752524348406
214,214,214,214,2019-12-10,130.00999450683594,135.11000061035156,135.6999969482422,-0.03774706594979382,-0.04193074848466283
215,215,215,215,2019-12-11,127.83999633789062,133.19000244140625,134.52999877929688,-0.040168225883689956,-0.04972870365056292
216,216,216,216,2019-12-12,129.72000122070312,133.36000061035156,135.89999389648438,-0.02729453639014079,-0.045474561834701555
217,217,217,217,2019-12-13,129.5399932861328,132.49000549316406,133.6300048828125,-0.02226592259582527,-0.030606985311917412
218,218,218,218,2019-12-16,134.2100067138672,133.3000030517578,137.9199981689453,0.006826733993066991,-0.026899590373642313
219,219,219,219,2019-12-17,132.47999572753906,129.6300048828125,135.5,0.021985580015236428,-0.022287854409305807
220,220,220,220,2019-12-18,133.38999938964844,130.00999450683594,135.11000061035156,0.025998038809506907,-0.012730376825794698
221,221,221,221,2019-12-19,135.0399932861328,127.83999633789062,133.19000244140625,0.056320378242283864,0.013889862683502896
222,222,222,222,2019-12-20,133.5399932861328,129.72000122070312,133.36000061035156,0.02944798049246411,0.0013496751271555585
223,223,223,223,2019-12-23,136.64999389648438,129.5399932861328,132.49000549316406,0.05488652909412095,0.03139850728993254
224,224,224,224,2019-12-24,136.24000549316406,134.2100067138672,133.3000030517578,0.015125539659831766,0.022055531688657926
225,225,225,225,2019-12-26,136.3800048828125,132.47999572753906,129.6300048828125,0.0294384758533226,0.052071277834958796
226,226,226,226,2019-12-27,136.10000610351562,133.38999938964844,130.00999450683594,0.020316415970217827,0.0468426417505885
227,227,227,227,2019-12-30,135.83999633789062,135.0399932861328,127.83999633789062,0.005924193509567965,0.0625782245710913
228,228,228,228,2019-12-31,135.69000244140625,133.5399932861328,129.72000122070312,0.01610011429809388,0.04602221064233469
229,229,229,229,2020-01-02,133.3699951171875,136.64999389648438,129.5399932861328,-0.02400291932527676,0.029566172838953575
230,230,230,230,2020-01-03,132.5399932861328,136.24000549316406,134.2100067138672,-0.027158045051729696,-0.012443285479411426
231,231,231,231,2020-01-06,137.35000610351562,136.3800048828125,132.47999572753906,0.0071124885318534226,0.03676034520707816
232,232,232,232,2020-01-07,139.25999450683594,136.10000610351562,133.38999938964844,0.02321813564737729,0.04400626091946025
233,233,233,233,2020-01-08,143.77999877929688,135.83999633789062,135.0399932861328,0.05845113851193107,0.06472160787689818
234,234,234,234,2020-01-09,143.42999267578125,135.69000244140625,133.5399932861328,0.05704171342849884,0.0740602058325508
235,235,235,235,2020-01-10,143.35000610351562,133.3699951171875,136.64999389648438,0.07482950702336799,0.04903046107785891
236,236,236,236,2020-01-13,139.77000427246094,132.5399932861328,136.24000549316406,0.0545496555950451,0.02591014853910867
237,237,237,237,2020-01-14,131.85000610351562,137.35000610351562,136.3800048828125,-0.04004368223948129,-0.03321600393832935
238,238,238,238,2020-01-15,138.9499969482422,139.25999450683594,136.10000610351562,-0.0022260345456105446,0.020940416729731126
239,239,239,239,2020-01-16,140.86000061035156,143.77999877929688,135.83999633789062,-0.020308792556240962,0.03695527390897513
240,240,240,240,2020-01-17,136.82000732421875,143.42999267578125,135.69000244140625,-0.046085098578399486,0.008327841863666086
241,241,241,241,2020-01-21,138.3800048828125,143.35000610351562,133.3699951171875,-0.034670394203640265,0.03756474431316348
242,242,242,242,2020-01-22,137.75,139.77000427246094,132.5399932861328,-0.014452344642726378,0.039308940529517056
243,243,243,243,2020-01-23,137.97000122070312,131.85000610351562,137.35000610351562,0.04641634307079734,0.004513979538670165
244,244,244,244,2020-01-24,134.57000732421875,138.9499969482422,139.25999450683594,-0.03152205628082849,-0.03367792164020922
245,245,245,245,2020-01-27,128.4499969482422,140.86000061035156,143.77999877929688,-0.08810168684038322,-0.10662124051472788
