,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,FOX,FOX_6m,FOX_12m,FOX_6m_ret,FOX_12m_ret
42,42,42,42,2019-05-13,34.88922119140625,34.4426383972168,35.01946258544922,0.012965986781823924,-0.0037191145845020257
43,43,43,43,2019-05-14,34.870609283447266,34.71244812011719,35.27067947387695,0.004556324082438223,-0.011342854642933609
44,44,44,44,2019-05-15,34.63801193237305,34.14491653442383,36.03358459472656,0.014441253574367208,-0.038729776070009825
45,45,45,45,2019-05-16,33.79136657714844,34.25655746459961,35.819602966308594,-0.01357961575479072,-0.056623642396815166
46,46,46,46,2019-05-17,34.4842414855957,35.326499938964844,36.04289245605469,-0.023842114413382243,-0.04324433651820181
47,47,47,47,2019-05-20,34.34379196166992,35.40092086791992,34.275169372558594,-0.029861621684761364,0.0020021079506691297
48,48,48,48,2019-05-21,34.81195068359375,34.88922119140625,34.4426383972168,-0.0022147386835774663,0.010722531825750004
49,49,49,49,2019-05-22,34.33442687988281,34.870609283447266,34.71244812011719,-0.015376341698135287,-0.010890077211676008
50,50,50,50,2019-05-23,34.18461990356445,34.63801193237305,34.14491653442383,-0.013089435666625238,0.0011627900481347986
51,51,51,51,2019-05-24,34.12844467163086,33.79136657714844,34.25655746459961,0.00997527263991671,-0.0037398034843735273
52,52,52,52,2019-05-28,33.85691452026367,34.4842414855957,35.326499938964844,-0.018191699695470187,-0.04160008552333916
53,53,53,53,2019-05-29,33.05168914794922,34.34379196166992,35.40092086791992,-0.037622601929419464,-0.06636075170856814
54,54,54,54,2019-05-30,32.5928955078125,34.81195068359375,34.88922119140625,-0.06374406294982637,-0.06581762519134049
55,55,55,55,2019-05-31,32.499267578125,34.33442687988281,34.870609283447266,-0.05344953938442076,-0.06800402270137329
56,56,56,56,2019-06-03,31.628496170043945,34.18461990356445,34.63801193237305,-0.0747740867305644,-0.08688477179939924
57,57,57,57,2019-06-04,31.91875457763672,34.12844467163086,33.79136657714844,-0.06474628759836032,-0.05541687682965979
58,58,58,58,2019-06-05,31.853212356567383,33.85691452026367,34.4842414855957,-0.05918147569227117,-0.07629656375441285
59,59,59,59,2019-06-06,31.591047286987305,33.05168914794922,34.34379196166992,-0.04419265394950456,-0.08015261325117717
60,60,60,60,2019-06-07,31.53486633300781,32.5928955078125,34.81195068359375,-0.032461957071321934,-0.0941367629861194
61,61,61,61,2019-06-10,31.591047286987305,32.499267578125,34.33442687988281,-0.027945869517041366,-0.07990171504807919
62,62,62,62,2019-06-11,31.67531394958496,31.628496170043945,34.18461990356445,0.0014802404543456937,-0.0734045299043341
63,63,63,63,2019-06-12,32.489898681640625,31.91875457763672,34.12844467163086,0.01789368387211665,-0.048011153328421985
64,64,64,64,2019-06-13,32.71461486816406,31.853212356567383,33.85691452026367,0.027042877244344288,-0.033739035830212205
65,65,65,65,2019-06-14,32.73334884643555,31.591047286987305,33.05168914794922,0.036159027874924865,-0.009631589480606717
66,66,66,66,2019-06-17,33.51984405517578,31.53486633300781,32.5928955078125,0.06294549344863665,0.028440202471151865
67,67,67,67,2019-06-18,33.54792785644531,31.591047286987305,32.499267578125,0.06194414992579467,0.03226719727758298
68,68,68,68,2019-06-19,33.46366500854492,31.67531394958496,31.628496170043945,0.05645882663724611,0.05802263973078503
69,69,69,69,2019-06-20,33.09850311279297,32.489898681640625,31.91875457763672,0.018732112313303517,0.03696098268141146
70,70,70,70,2019-06-21,33.594749450683594,32.71461486816406,31.853212356567383,0.026903406507041705,0.05467382927101072
71,71,71,71,2019-06-24,33.276405334472656,32.73334884643555,31.591047286987305,0.01659031254592347,0.05334922999465008
72,72,72,72,2019-06-25,32.94868850708008,33.51984405517578,31.53486633300781,-0.01703932593348423,0.044833618736237035
73,73,73,73,2019-06-26,33.0610466003418,33.54792785644531,31.591047286987305,-0.0145130053393141,0.046532148807868046
74,74,74,74,2019-06-27,33.473026275634766,33.46366500854492,31.67531394958496,0.00027974422668441967,0.05675436489472774
75,75,75,75,2019-06-28,34.203346252441406,33.09850311279297,32.489898681640625,0.03338045638750953,0.052737855158933256
76,76,76,76,2019-07-01,33.66965103149414,33.594749450683594,32.71461486816406,0.0022295621201313676,0.029192951443223647
77,77,77,77,2019-07-02,34.203346252441406,33.276405334472656,32.73334884643555,0.027855800788929796,0.04490824977615859
78,78,78,78,2019-07-03,34.034812927246094,32.94868850708008,33.51984405517578,0.032964116915689345,0.01536310464996915
79,79,79,79,2019-07-05,34.23143005371094,33.0610466003418,33.54792785644531,0.03540067764693933,0.02037390208391998
80,80,80,80,2019-07-08,33.828826904296875,33.473026275634766,33.46366500854492,0.010629472989154287,0.010912190749540196
81,81,81,81,2019-07-09,33.716461181640625,34.203346252441406,33.09850311279297,-0.014235012773524347,0.018670272390922893
82,82,82,82,2019-07-10,33.83818435668945,33.66965103149414,33.594749450683594,0.005005496642589646,0.007246218828427908
83,83,83,83,2019-07-11,33.99736022949219,34.203346252441406,33.276405334472656,-0.006022393874240195,0.021665648310656316
84,84,84,84,2019-07-12,34.60595703125,34.034812927246094,32.94868850708008,0.016781173594954124,0.05029846707901009
85,85,85,85,2019-07-15,34.680870056152344,34.23143005371094,33.0610466003418,0.013129454473161495,0.048994923705585336
86,86,86,86,2019-07-16,34.353153228759766,33.828826904296875,33.473026275634766,0.01549939422807145,0.026293617609521425
87,87,87,87,2019-07-17,33.86627578735352,33.716461181640625,34.203346252441406,0.004443366844041119,-0.00985489731326572
88,88,88,88,2019-07-18,34.27825164794922,33.83818435668945,33.66965103149414,0.01300505034847621,0.018075643726922053
89,89,89,89,2019-07-19,34.12844467163086,33.99736022949219,34.203346252441406,0.0038557241283974086,-0.0021898904352143367
90,90,90,90,2019-07-22,34.006717681884766,34.60595703125,34.034812927246094,-0.01731607505679178,-0.0008254855233488234
91,91,91,91,2019-07-23,34.18461990356445,34.680870056152344,34.23143005371094,-0.014309045643445595,-0.0013674611336143006
92,92,92,92,2019-07-24,34.5404167175293,34.353153228759766,33.828826904296875,0.00545112955199567,0.021035012985981982
93,93,93,93,2019-07-25,35.046024322509766,33.86627578735352,33.716461181640625,0.03483549660328422,0.039433650337928006
94,94,94,94,2019-07-26,35.10220718383789,34.27825164794922,33.83818435668945,0.024037268421709834,0.03735492465625012
95,95,95,95,2019-07-29,35.289459228515625,34.12844467163086,33.99736022949219,0.034018970628622025,0.03800586252289562
96,96,96,96,2019-07-30,35.43927001953125,34.006717681884766,34.60595703125,0.04212556916098964,0.024080044586796134
97,97,97,97,2019-07-31,34.8306770324707,34.18461990356445,34.680870056152344,0.018899058428287097,0.004319585295172956
98,98,98,98,2019-08-01,34.49360275268555,34.5404167175293,34.353153228759766,-0.0013553387391528338,0.004088402685789028
99,99,99,99,2019-08-02,34.23143005371094,35.046024322509766,33.86627578735352,-0.023243557137966775,0.010782238609589712
100,100,100,100,2019-08-05,33.70709991455078,35.10220718383789,34.27825164794922,-0.03974414662817727,-0.016662218927160688
101,101,101,101,2019-08-06,34.08162307739258,35.289459228515625,34.12844467163086,-0.034226541792600096,-0.0013719228839397246
102,102,102,102,2019-08-07,34.44678497314453,35.43927001953125,34.006717681884766,-0.028005233906898797,0.012940598836276074
103,103,103,103,2019-08-08,32.77079391479492,34.8306770324707,34.18461990356445,-0.059139910365666015,-0.041358540558823376
104,104,104,104,2019-08-09,33.117225646972656,34.49360275268555,34.5404167175293,-0.03990238756969888,-0.04120364505719376
105,105,105,105,2019-08-12,32.5928955078125,34.23143005371094,35.046024322509766,-0.047866377283317996,-0.06999734954591241
106,106,106,106,2019-08-13,32.77079391479492,33.70709991455078,35.10220718383789,-0.027777708617159114,-0.06641785392106114
107,107,107,107,2019-08-14,31.516138076782227,34.08162307739258,35.289459228515625,-0.07527473074814095,-0.10692487882286306
108,108,108,108,2019-08-15,30.72028350830078,34.44678497314453,35.43927001953125,-0.1081814011887905,-0.13315698965102118
109,109,109,109,2019-08-16,30.90753936767578,32.77079391479492,34.8306770324707,-0.05685716836655408,-0.11263455089137653
110,110,110,110,2019-08-19,31.4599609375,33.117225646972656,34.49360275268555,-0.05004237755719587,-0.08794795478269835
111,111,111,111,2019-08-20,31.23525047302246,32.5928955078125,34.23143005371094,-0.041654630975164864,-0.08752715197662819
112,112,112,112,2019-08-21,31.038623809814453,32.77079391479492,33.70709991455078,-0.05285712971996237,-0.07916658838942092
113,113,113,113,2019-08-22,30.72964096069336,31.516138076782227,34.08162307739258,-0.02495537727918118,-0.09835159872191346
114,114,114,114,2019-08-23,29.43753433227539,30.72028350830078,34.44678497314453,-0.04175577271865949,-0.14541997590702482
115,115,115,115,2019-08-26,29.690336227416992,30.90753936767578,32.77079391479492,-0.03938207845596997,-0.09400009335712811
116,116,116,116,2019-08-27,29.6060733795166,31.4599609375,33.117225646972656,-0.0589284761562936,-0.10602193266080606
117,117,117,117,2019-08-28,29.54989242553711,31.23525047302246,32.5928955078125,-0.053956924371103665,-0.09336399957303532
118,118,118,118,2019-08-29,30.383209228515625,31.038623809814453,32.77079391479492,-0.0211160966837578,-0.07285709014212749
119,119,119,119,2019-08-30,30.710912704467773,30.72964096069336,31.516138076782227,-0.0006094524908227816,-0.025549620653161798
120,120,120,120,2019-09-03,30.57890510559082,29.43753433227539,30.72028350830078,0.03877263497792427,-0.00460211907457686
121,121,121,121,2019-09-04,31.314382553100582,29.690336227416992,30.90753936767578,0.05469949256364082,0.013163234400027646
122,122,122,122,2019-09-05,31.974428176879883,29.6060733795166,31.4599609375,0.07999557276656155,0.016353079407884552
123,123,123,123,2019-09-06,31.936708450317383,29.54989242553711,31.23525047302246,0.08077240994344814,0.022457254757753953
124,124,124,124,2019-09-09,32.04986572265625,30.383209228515625,31.038623809814453,0.054854524471246835,0.032580114345212685
125,125,125,125,2019-09-10,32.2667350769043,30.710912704467773,30.72964096069336,0.05066024534693114,0.05001991784339599
126,126,126,126,2019-09-11,32.031005859375,30.57890510559082,29.43753433227539,0.04748700938669925,0.08810084084576753
127,127,127,127,2019-09-12,31.77642059326172,31.314382553100582,29.690336227416992,0.014754818792216184,0.07026139245665974
128,128,128,128,2019-09-13,31.78584289550781,31.974428176879883,29.6060733795166,-0.0058980032521249726,0.07362575536610372
129,129,129,129,2019-09-16,31.57840347290039,31.936708450317383,29.54989242553711,-0.011219220602348257,0.06864698585536089
130,130,130,130,2019-09-17,30.946643829345703,32.04986572265625,30.383209228515625,-0.03442204416259609,0.01854427544478332
131,131,131,131,2019-09-18,30.64491271972656,32.2667350769043,30.710912704467773,-0.05026298301679111,-0.0021490727213592242
132,132,132,132,2019-09-19,30.145164489746094,32.031005859375,30.57890510559082,-0.05887549638335654,-0.014184308246060318
133,133,133,133,2019-09-20,30.24888801574707,31.77642059326172,31.314382553100582,-0.048071260041118835,-0.03402572397992287
134,134,134,134,2019-09-23,30.34317970275879,31.78584289550781,31.974428176879883,-0.04538697298327443,-0.051017283721140005
135,135,135,135,2019-09-24,29.73027992248535,31.57840347290039,31.936708450317383,-0.05852492042547497,-0.06908753703483506
136,136,136,136,2019-09-25,30.173450469970703,30.946643829345703,32.04986572265625,-0.0249847241477541,-0.05854674303234586
137,137,137,137,2019-09-26,29.673704147338867,30.64491271972656,32.2667350769043,-0.03169232626864393,-0.08036235842843165
138,138,138,138,2019-09-27,29.68313217163086,30.145164489746094,32.031005859375,-0.015326913152933552,-0.07330002991638651
139,139,139,139,2019-09-30,29.739707946777344,30.24888801574707,31.77642059326172,-0.016833017752740376,-0.06409509342019049
140,140,140,140,2019-10-01,29.40025520324707,30.34317970275879,31.78584289550781,-0.03107533583324451,-0.0750518933886094
141,141,141,141,2019-10-02,28.57991600036621,29.73027992248535,31.57840347290039,-0.03869334312083306,-0.09495373871916579
142,142,142,142,2019-10-03,28.65534782409668,30.173450469970703,30.946643829345703,-0.05031253046067352,-0.0740402099136922
143,143,143,143,2019-10-04,28.74492835998535,29.673704147338867,30.64491271972656,-0.03129962416359833,-0.06199999253116362
144,144,144,144,2019-10-07,28.74964141845703,29.68313217163086,30.145164489746094,-0.03144852597685077,-0.046293430303349314
145,145,145,145,2019-10-08,28.32061195373535,29.739707946777344,30.24888801574707,-0.047717213483791765,-0.06374700653484822
146,146,146,146,2019-10-09,28.53277015686035,29.40025520324707,30.34317970275879,-0.029506037971089083,-0.05966446376527357
147,147,147,147,2019-10-10,28.688350677490234,28.57991600036621,29.73027992248535,0.0037940866279184693,-0.03504606238863883
148,148,148,148,2019-10-11,29.38139915466309,28.65534782409668,30.173450469970703,0.025337376290922586,-0.026249941686181444
149,149,149,149,2019-10-14,29.239959716796875,28.74492835998535,29.673704147338867,0.01722151993603971,-0.014617131329082489
150,150,150,150,2019-10-15,29.645416259765625,28.74964141845703,29.68313217163086,0.03115777439691869,-0.0012706176574344141
151,151,151,151,2019-10-16,29.78213882446289,28.32061195373535,29.739707946777344,0.05160647210290148,0.0014267415726301191
152,152,152,152,2019-10-17,29.692562103271484,28.53277015686035,29.40025520324707,0.040647716293760405,0.009942325262269458
153,153,153,153,2019-10-18,29.725563049316406,28.688350677490234,28.57991600036621,0.0361544789899686,0.040085738843162355
154,154,154,154,2019-10-21,30.25831413269043,29.38139915466309,28.65534782409668,0.02984592304169298,0.05593951671547304
155,155,155,155,2019-10-22,30.89949989318848,29.239959716796875,28.74492835998535,0.05675589817718807,0.07495484094517413
156,156,156,156,2019-10-23,30.74863624572754,29.645416259765625,28.74964141845703,0.0372138470343959,0.0695311220816539
157,157,157,157,2019-10-24,29.796281814575195,29.78213882446289,28.32061195373535,0.0004748816126223243,0.05210586068021783
158,158,158,158,2019-10-25,29.890575408935547,29.692562103271484,28.53277015686035,0.006668784760822222,0.04758757192556451
159,159,159,159,2019-10-28,30.3714599609375,29.725563049316406,28.688350677490234,0.02172866870677992,0.05866873639298764
160,160,160,160,2019-10-29,30.22059631347656,30.25831413269043,29.38139915466309,-0.0012465274518754788,0.02856219182741948
161,161,161,161,2019-10-30,29.56998443603516,30.89949989318848,29.239959716796875,-0.04302708657904197,0.011286770653404998
162,162,162,162,2019-10-31,29.456830978393555,30.74863624572754,29.645416259765625,-0.04201179060464766,-0.006361363919454077
163,163,163,163,2019-11-01,30.04144287109375,29.796281814575195,29.78213882446289,0.008227907698155512,0.008706696592854168
164,164,164,164,2019-11-04,30.079158782958984,29.890575408935547,29.692562103271484,0.006309124914573028,0.013019983871479512
165,165,165,165,2019-11-05,30.314891815185547,30.3714599609375,29.725563049316406,-0.0018625428551906076,0.019825655274936516
166,166,166,166,2019-11-06,30.484619140625,30.22059631347656,30.25831413269043,0.008736519438919954,0.007479101675730071
167,167,167,167,2019-11-07,32.29502868652344,29.56998443603516,30.89949989318848,0.0921557553194865,0.045163475077555804
168,168,168,168,2019-11-08,32.464744567871094,29.456830978393555,30.74863624572754,0.10211259967794328,0.055810875917529756
169,169,169,169,2019-11-11,32.2667350769043,30.04144287109375,29.796281814575195,0.07407407877707994,0.08291146115823933
170,170,170,170,2019-11-12,31.88014411926269,30.079158782958984,29.890575408935547,0.05987485718264285,0.06656174005042326
171,171,171,171,2019-11-13,31.65383529663086,30.314891815185547,30.3714599609375,0.044167846271996325,0.042223038910302435
172,172,172,172,2019-11-14,31.54068183898925,30.484619140625,30.22059631347656,0.034642476374484144,0.04368165048166217
173,173,173,173,2019-11-15,31.67740821838379,32.29502868652344,29.56998443603516,-0.019124320158829256,0.07126901899144866
174,174,174,174,2019-11-18,32.493038177490234,32.464744567871094,29.456830978393555,0.0008715180111764642,0.10307311065890712
175,175,175,175,2019-11-19,33.40766906738281,32.2667350769043,30.04144287109375,0.03535944953089376,0.11205274695803924
176,176,176,176,2019-11-20,32.997493743896484,31.88014411926269,30.079158782958984,0.03504844960718567,0.09702182770453183
177,177,177,177,2019-11-21,32.794769287109375,31.65383529663086,30.314891815185547,0.0360440995470761,0.0818039360668803
178,178,178,178,2019-11-22,32.88434600830078,31.54068183898925,30.484619140625,0.042600986756429204,0.07871926680815289
179,179,179,179,2019-11-25,32.86077880859375,31.67740821838379,32.29502868652344,0.03735692585870076,0.017518179889600027
180,180,180,180,2019-11-26,33.18136978149414,32.493038177490234,32.464744567871094,0.02118397178632403,0.022073952010460474
181,181,181,181,2019-11-27,33.030494689941406,33.40766906738281,32.2667350769043,-0.01129005369038616,0.023670185756841322
182,182,182,182,2019-11-29,32.98335266113281,32.997493743896484,31.88014411926269,-0.00042855020667398325,0.03460487938018875
183,183,183,183,2019-12-02,32.82777786254883,32.794769287109375,31.65383529663086,0.0010065195199415733,0.03708689815679045
184,184,184,184,2019-12-03,32.389312744140625,32.88434600830078,31.54068183898925,-0.015053766434497406,0.026905915017421567
185,185,185,185,2019-12-04,32.66276168823242,32.86077880859375,31.67740821838379,-0.006025941184009342,0.031105874036651437
186,186,186,186,2019-12-05,32.65804672241211,33.18136978149414,32.493038177490234,-0.01577159299113373,0.005078273814240752
187,187,187,187,2019-12-06,32.625038146972656,33.030494689941406,33.40766906738281,-0.012275218605557914,-0.023426684418826116
188,188,188,188,2019-12-09,32.80419921875,32.98335266113281,32.997493743896484,-0.005431632260777586,-0.005857854740323631
189,189,189,189,2019-12-10,32.92677688598633,32.82777786254883,32.794769287109375,0.0030157089478310972,0.00402526383769497
190,190,190,190,2019-12-11,33.27566146850586,32.389312744140625,32.88434600830078,0.02736546870774781,0.0118997488989534
191,191,191,191,2019-12-12,33.90742111206055,32.66276168823242,32.86077880859375,0.03810637433871822,0.031850806384207786
192,192,192,192,2019-12-13,33.81312561035156,32.65804672241211,33.18136978149414,0.03536889078999206,0.01903947404877071
193,193,193,193,2019-12-16,33.84141159057617,32.625038146972656,33.030494689941406,0.037283433604701655,0.02455055270128037
194,194,194,194,2019-12-17,34.17143249511719,32.80419921875,32.98335266113281,0.04167860545078361,0.0360205903320554
195,195,195,195,2019-12-18,33.94513320922852,32.92677688598633,32.82777786254883,0.03092790790815636,0.034036886424603674
196,196,196,196,2019-12-19,33.992279052734375,33.27566146850586,32.389312744140625,0.021535787798140804,0.04949059343297524
197,197,197,197,2019-12-20,34.15258026123047,33.90742111206055,32.66276168823242,0.007230250521256032,0.04561214349289977
198,198,198,198,2019-12-23,34.5391731262207,33.81312561035156,32.65804672241211,0.021472357339448855,0.05760070159118369
199,199,199,199,2019-12-24,34.416595458984375,33.84141159057617,32.625038146972656,0.016996450247612538,0.05491356987663654
200,200,200,200,2019-12-26,34.699466705322266,34.17143249511719,32.80419921875,0.01545250437717316,0.057775148661119546
201,201,201,201,2019-12-27,34.62874984741211,33.94513320922852,32.92677688598633,0.020138870393288988,0.05168963143034344
202,202,202,202,2019-12-30,34.360015869140625,33.992279052734375,33.27566146850586,0.010818245397308024,0.032587012632673495
203,203,203,203,2019-12-31,34.322303771972656,34.15258026123047,33.90742111206055,0.004969566265388581,0.012235747995725355
204,204,204,204,2020-01-02,34.378875732421875,34.5391731262207,33.81312561035156,-0.004641031596588463,0.016731671853994934
205,205,205,205,2020-01-03,34.03942108154297,34.416595458984375,33.84141159057617,-0.010959084488496251,0.005851100224848027
206,206,206,206,2020-01-06,33.95927429199219,34.699466705322266,34.17143249511719,-0.021331521305961387,-0.0062086423551402925
207,207,207,207,2020-01-07,34.3883056640625,34.62874984741211,33.94513320922852,-0.006943484370908637,0.013055552090556866
208,208,208,208,2020-01-08,34.341156005859375,34.360015869140625,33.992279052734375,-0.0005488898303503964,0.010263417542076603
209,209,209,209,2020-01-09,34.416595458984375,34.322303771972656,34.15258026123047,0.0027472423657270983,0.007730461234099373
210,210,210,210,2020-01-10,34.02528381347656,34.378875732421875,34.5391731262207,-0.010285150733182591,-0.014878448620242679
211,211,211,211,2020-01-13,34.228004455566406,34.03942108154297,34.416595458984375,0.005540146337144725,-0.005479653083138913
212,212,212,212,2020-01-14,34.45431137084961,33.95927429199219,34.699466705322266,0.014577375081721078,-0.007065103811380924
213,213,213,213,2020-01-15,34.69004440307617,34.3883056640625,34.62874984741211,0.008774457862546159,0.0017700481806057766
214,214,214,214,2020-01-16,36.047847747802734,34.341156005859375,34.360015869140625,0.04969814474655898,0.04912197610996971
215,215,215,215,2020-01-17,36.3731575012207,34.416595458984375,34.322303771972656,0.0568493779278092,0.05975279931304489
216,216,216,216,2020-01-21,36.217567443847656,34.02528381347656,34.378875732421875,0.06443101672241713,0.053483183270352175
217,217,217,217,2020-01-22,36.20813751220703,34.228004455566406,34.03942108154297,0.057851256248700134,0.0637119070112504
218,218,218,218,2020-01-23,34.793758392333984,34.45431137084961,33.95927429199219,0.009852091305228239,0.024573084017245117
219,219,219,219,2020-01-24,33.98284912109375,34.69004440307617,34.3883056640625,-0.020386116367141605,-0.011790535623639964
220,220,220,220,2020-01-27,34.29401397705078,36.047847747802734,34.341156005859375,-0.04865293992090991,-0.0013727560248859572
221,221,221,221,2020-01-28,34.529747009277344,36.3731575012207,34.416595458984375,-0.05068051878315738,0.0032877031787708066
222,222,222,222,2020-01-29,33.93570709228516,36.217567443847656,34.02528381347656,-0.06300424110758762,-0.002632651697556776
223,223,223,223,2020-01-30,34.378875732421875,36.20813751220703,34.228004455566406,-0.05052073664845225,0.004407831518525196
224,224,224,224,2020-01-31,34.25629806518555,34.793758392333984,34.45431137084961,-0.015447032800769644,-0.005747127073089442
225,225,225,225,2020-02-03,34.72775650024414,33.98284912109375,34.69004440307617,0.021920097885142154,0.0010871158517347101
226,226,226,226,2020-02-04,35.26522445678711,34.29401397705078,36.047847747802734,0.028320116752336144,-0.02171068010747823
227,227,227,227,2020-02-05,35.76496887207031,34.529747009277344,36.3731575012207,0.03577268789316923,-0.01672080927068209
228,228,228,228,2020-02-06,34.416595458984375,33.93570709228516,36.217567443847656,0.014170571586779701,-0.04972647562969379
229,229,229,229,2020-02-07,34.29401397705078,34.378875732421875,36.20813751220703,-0.0024684272991237766,-0.05286445718206112
230,230,230,230,2020-02-10,34.68061065673828,34.25629806518555,34.793758392333984,0.012386411127825792,-0.003251954971919102
231,231,231,231,2020-02-11,34.52031707763672,34.72775650024414,33.98284912109375,-0.0059733033029635285,0.015815859189080017
232,232,232,232,2020-02-12,35.03892135620117,35.26522445678711,34.29401397705078,-0.006417174541544224,0.021721207078555294
233,233,233,233,2020-02-13,35.37837600708008,35.76496887207031,34.529747009277344,-0.010809260490986627,0.024576751100282568
234,234,234,234,2020-02-14,35.18035888671875,34.416595458984375,33.93570709228516,0.022191719359475393,0.036676760294072075
235,235,235,235,2020-02-18,35.095489501953125,34.29401397705078,34.378875732421875,0.023370712026847595,0.020844595824156986
236,236,236,236,2020-02-19,35.38779830932617,34.68061065673828,34.25629806518555,0.020391441765183815,0.03303042967420233
237,237,237,237,2020-02-20,34.45431137084961,34.52031707763672,34.72775650024414,-0.0019120828652489097,-0.007873964717317938
238,238,238,238,2020-02-21,33.47367477416992,35.03892135620117,35.26522445678711,-0.044671654304627495,-0.05080216304343943
239,239,239,239,2020-02-24,32.31388092041016,35.37837600708008,35.76496887207031,-0.0866205697530219,-0.09649352594167038
240,240,240,240,2020-02-25,30.95607566833496,35.18035888671875,34.416595458984375,-0.12007504619228138,-0.10054799855998109
241,241,241,241,2020-02-26,30.55061912536621,35.095489501953125,34.29401397705078,-0.12950012782508658,-0.109155925993079
242,242,242,242,2020-02-27,29.22110176086425,35.38779830932617,34.68061065673828,-0.1742605316826602,-0.15742251340125335
