,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,NKE,NKE_6m,NKE_12m,NKE_6m_ret,NKE_12m_ret
45,45,45,45,2019-04-10,80.86388397216797,80.37800598144531,78.43452453613281,0.006044912221818688,0.030973088068074084
46,46,46,46,2019-04-11,80.97818756103516,80.47327423095703,79.4348373413086,0.006274298329517869,0.01942913552016523
47,47,47,47,2019-04-12,82.15951538085938,81.24493408203125,79.1585464477539,0.011257087093020424,0.0379108645594719
48,48,48,48,2019-04-15,82.72159576416016,81.35929107666016,80.06361389160156,0.016744303809338446,0.03319837493417732
49,49,49,49,2019-04-16,83.64569854736328,80.7209701538086,80.2255630493164,0.0362325723784267,0.042631492607218435
50,50,50,50,2019-04-17,84.53169250488281,80.29225158691406,81.19729614257812,0.05280012497070996,0.04106536203434241
51,51,51,51,2019-04-18,84.9794692993164,80.86388397216797,80.37800598144531,0.050895222007453444,0.05724779137881719
52,52,52,52,2019-04-22,83.22651672363281,80.97818756103516,80.47327423095703,0.027764626874404064,0.03421312875593974
53,53,53,53,2019-04-23,83.29320526123047,82.15951538085938,81.24493408203125,0.013798643712974012,0.025211063340036866
54,54,54,54,2019-04-24,84.2077865600586,82.72159576416016,81.35929107666016,0.017966176572990378,0.035011311501159215
55,55,55,55,2019-04-25,83.41706848144531,83.64569854736328,80.7209701538086,-0.00273331527966747,0.03340022205505555
56,56,56,56,2019-04-26,84.13157653808594,84.53169250488281,80.29225158691406,-0.004733324921582072,0.04781687990174133
57,57,57,57,2019-04-29,84.08395385742188,84.9794692993164,80.86388397216797,-0.010538021115904184,0.03982086596733603
58,58,58,58,2019-04-30,83.67430114746094,83.22651672363281,80.97818756103516,0.005380309563057573,0.03329431872494881
59,59,59,59,2019-05-01,81.83560943603516,83.29320526123047,82.15951538085938,-0.017499576593599575,-0.003942403303168418
60,60,60,60,2019-05-02,81.23539733886719,84.2077865600586,82.72159576416016,-0.03529827041673206,-0.017966268802769858
61,61,61,61,2019-05-03,81.64507293701172,83.41706848144531,83.64569854736328,-0.021242601504603886,-0.023917854056998977
62,62,62,62,2019-05-06,79.61585998535156,84.13157653808594,84.53169250488281,-0.053674455401297894,-0.05815372168547672
63,63,63,63,2019-05-07,78.63459014892578,84.08395385742188,84.9794692993164,-0.06480860447804804,-0.07466367115147032
64,64,64,64,2019-05-08,78.85369110107422,83.67430114746094,83.22651672363281,-0.057611596156521894,-0.05254125481520844
65,65,65,65,2019-05-09,79.05377197265625,81.83560943603516,83.29320526123047,-0.033992995012192884,-0.05089770858593068
66,66,66,66,2019-05-10,79.97786712646484,81.23539733886719,84.2077865600586,-0.015480077079658483,-0.05023192754956085
67,67,67,67,2019-05-13,78.62506866455078,81.64507293701172,83.41706848144531,-0.03698942463791832,-0.05744627453505424
68,68,68,68,2019-05-14,79.71112060546875,79.61585998535156,84.13157653808594,0.0011965030602534288,-0.052542173991189545
69,69,69,69,2019-05-15,80.03504943847656,78.63459014892578,84.08395385742188,0.017809710547209034,-0.04815311641756159
70,70,70,70,2019-05-16,80.29225158691406,78.85369110107422,83.67430114746094,0.018243413412263765,-0.040419214910282
71,71,71,71,2019-05-17,80.56853485107422,79.05377197265625,81.83560943603516,0.019161171448490943,-0.015483169169178357
72,72,72,72,2019-05-20,78.9299087524414,79.97786712646484,81.23539733886719,-0.013103104792309028,-0.028380344799799673
73,73,73,73,2019-05-21,79.68254852294922,78.62506866455078,81.64507293701172,0.013449652589940575,-0.024037266958859438
74,74,74,74,2019-05-22,79.26336669921875,79.71112060546875,79.61585998535156,-0.0056172075219738105,-0.004427425467710466
75,75,75,75,2019-05-23,78.72984313964844,80.03504943847656,78.63459014892578,-0.016307933936261843,0.0012113370279194235
76,76,76,76,2019-05-24,78.27257537841797,80.29225158691406,78.85369110107422,-0.025154061177495413,-0.007369543702290149
77,77,77,77,2019-05-28,77.35797882080078,80.56853485107422,79.05377197265625,-0.03984875778376684,-0.02145113521518016
78,78,78,78,2019-05-29,75.13824462890625,78.9299087524414,79.97786712646484,-0.04803836952893825,-0.06051202253125798
79,79,79,79,2019-05-30,75.50978088378906,79.68254852294922,78.62506866455078,-0.052367396832925905,-0.039622067537427696
80,80,80,80,2019-05-31,73.69465637207031,79.26336669921875,79.71112060546875,-0.0702557885066889,-0.07547835468500075
81,81,81,81,2019-06-03,74.47801208496094,78.72984313964844,80.03504943847656,-0.05400532866737384,-0.06943254727152204
82,82,82,82,2019-06-04,77.97454833984375,78.27257537841797,80.29225158691406,-0.0038075537585593455,-0.0288658394958754
83,83,83,83,2019-06-05,79.02543640136719,77.35797882080078,80.56853485107422,0.021555082048214658,-0.01915261897910081
84,84,84,84,2019-06-06,78.7674560546875,75.13824462890625,78.9299087524414,0.048300455296836464,-0.0020581893520671413
85,85,85,85,2019-06-07,79.68460845947266,75.50978088378906,79.68254852294922,0.055288566948813234,2.585179015501815e-05
86,86,86,86,2019-06-10,78.89167785644531,73.69465637207031,79.26336669921875,0.07052100844512021,-0.004689289116167505
87,87,87,87,2019-06-11,79.54131317138672,74.47801208496094,78.72984313964844,0.06798383770836702,0.010307019541483387
88,88,88,88,2019-06-12,78.93944549560547,77.97454833984375,78.27257537841797,0.012374514201176412,0.008519843814559946
89,89,89,89,2019-06-13,79.87567138671875,79.02543640136719,77.35797882080078,0.010759003987440785,0.0325459972493618
90,90,90,90,2019-06-14,79.71326446533203,78.7674560546875,75.13824462890625,0.012007603876248885,0.06088803190733216
91,91,91,91,2019-06-17,78.44267272949219,79.68460845947266,75.50978088378906,-0.01558564136776941,0.03884121780484162
92,92,92,92,2019-06-18,80.53485107421875,78.89167785644531,73.69465637207031,0.020828219939287296,0.09281805545864263
93,93,93,93,2019-06-19,79.81835174560547,79.54131317138672,74.47801208496094,0.0034829519802095366,0.07170357413074524
94,94,94,94,2019-06-20,81.43286895751953,78.93944549560547,77.97454833984375,0.031586533782440585,0.044351915994473634
95,95,95,95,2019-06-21,81.92007446289062,79.87567138671875,79.02543640136719,0.025594815551206906,0.03662919426122091
96,96,96,96,2019-06-24,80.72592163085938,79.71326446533203,78.7674560546875,0.012703747266149978,0.024863892707314594
97,97,97,97,2019-06-25,78.92987823486328,78.44267272949219,79.68460845947266,0.0062109753329187,-0.00947146806893362
98,98,98,98,2019-06-26,78.8630142211914,80.53485107421875,78.89167785644531,-0.020759172342500798,-0.0003633290105208298
99,99,99,99,2019-06-27,79.9234390258789,79.81835174560547,79.54131317138672,0.0013165804351407129,0.00480411800178393
100,100,100,100,2019-06-28,80.20048522949219,81.43286895751953,78.93944549560547,-0.015133738302530286,0.01597477314376272
101,101,101,101,2019-07-01,81.59526824951172,81.92007446289062,79.87567138671875,-0.003964915992917484,0.021528418264774585
102,102,102,102,2019-07-02,81.16536712646484,80.72592163085938,79.71326446533203,0.005443672698033142,0.01821657500633833
103,103,103,103,2019-07-03,82.34999084472656,78.92987823486328,78.44267272949219,0.04333102604930428,0.04981112931616538
104,104,104,104,2019-07-05,82.94229888916016,78.8630142211914,80.53485107421875,0.051726207884057684,0.029893242277467813
105,105,105,105,2019-07-08,84.52813720703125,79.9234390258789,79.81835174560547,0.05761386443420391,0.059006298156051296
106,106,106,106,2019-07-09,84.10780334472656,80.20048522949219,81.43286895751953,0.0487193824832064,0.03284833779591434
107,107,107,107,2019-07-10,83.53460693359375,81.59526824951172,81.92007446289062,0.0237677836679413,0.019708630409442485
108,108,108,108,2019-07-11,84.34664916992188,81.16536712646484,80.72592163085938,0.03919506750336299,0.04485210532026174
109,109,109,109,2019-07-12,85.13958740234375,82.34999084472656,78.92987823486328,0.03387488606862221,0.0786737456885831
110,110,110,110,2019-07-15,85.48350524902344,82.94229888916016,78.8630142211914,0.03063824362113743,0.0839492516639444
111,111,111,111,2019-07-16,84.6427993774414,84.52813720703125,79.9234390258789,0.0013564970694825984,0.059048514541953034
112,112,112,112,2019-07-17,83.59193420410156,84.10780334472656,80.20048522949219,-0.0061334278165682266,0.04228713785090954
113,113,113,113,2019-07-18,83.53460693359375,83.53460693359375,81.59526824951172,0.0,0.0237677836679413
114,114,114,114,2019-07-19,82.6843490600586,84.34664916992188,81.16536712646484,-0.019707956702754936,0.018714656107290173
115,115,115,115,2019-07-22,82.1302719116211,85.13958740234375,82.34999084472656,-0.03534566683417839,-0.0026681112025835896
116,116,116,116,2019-07-23,82.82764434814453,85.48350524902344,82.94229888916016,-0.031068694400657404,-0.0013823410075580744
117,117,117,117,2019-07-24,82.82764434814453,84.6427993774414,84.52813720703125,-0.021444884179724344,-0.02011747703278699
118,118,118,118,2019-07-25,83.3817367553711,83.59193420410156,84.10780334472656,-0.0025145661567925748,-0.008632571063348249
119,119,119,119,2019-07-26,83.6301498413086,83.53460693359375,83.53460693359375,0.0011437524066020277,0.0011437524066020277
120,120,120,120,2019-07-29,83.7065658569336,82.6843490600586,84.34664916992188,0.012362881349316845,-0.007588722483791721
121,121,121,121,2019-07-30,83.30531311035156,82.1302719116211,85.13958740234375,0.014307041379272523,-0.021544317372880428
122,122,122,122,2019-07-31,82.18756866455078,82.82764434814453,85.48350524902344,-0.007727802578851084,-0.038556404242797604
123,123,123,123,2019-08-01,79.40754699707031,82.82764434814453,84.6427993774414,-0.04129173753510029,-0.06185112518580482
124,124,124,124,2019-08-02,77.5159912109375,83.3817367553711,83.59193420410156,-0.07034808547635285,-0.07268575671821143
125,125,125,125,2019-08-05,75.44290161132812,83.6301498413086,83.53460693359375,-0.09789828483526675,-0.09686650382754736
126,126,126,126,2019-08-06,77.6688461303711,83.7065658569336,82.6843490600586,-0.0721295834413016,-0.060658431573845206
127,127,127,127,2019-08-07,77.64972686767578,83.30531311035156,82.1302719116211,-0.06788986238109485,-0.05455412407214166
128,128,128,128,2019-08-08,79.29290771484375,82.18756866455078,82.82764434814453,-0.03522017984887249,-0.04267580783105973
129,129,129,129,2019-08-09,78.3184814453125,79.40754699707031,82.82764434814453,-0.013714887223477579,-0.05444031323502252
130,130,130,130,2019-08-12,78.0031967163086,77.5159912109375,83.3817367553711,0.006285225767742597,-0.0645050133081575
131,131,131,131,2019-08-13,79.59861755371094,75.44290161132812,83.6301498413086,0.05508425383467497,-0.04820668497243685
132,132,132,132,2019-08-14,77.410888671875,77.6688461303711,83.7065658569336,-0.003321247467267585,-0.07521127071224976
133,133,133,133,2019-08-15,75.95877838134766,77.64972686767578,83.30531311035156,-0.02177661859918323,-0.08818806934045387
134,134,134,134,2019-08-16,76.69438171386719,79.29290771484375,82.18756866455078,-0.03277122854822634,-0.06683719983376168
135,135,135,135,2019-08-19,77.50643157958984,78.3184814453125,79.40754699707031,-0.01036855989463592,-0.023941243488488695
136,136,136,136,2019-08-20,76.93323516845703,78.0031967163086,77.5159912109375,-0.013716893574796996,-0.007517881580004104
137,137,137,137,2019-08-21,79.04452514648438,79.59861755371094,75.44290161132812,-0.006961080785764628,0.04773972710794361
138,138,138,138,2019-08-22,79.58907318115234,77.410888671875,77.6688461303711,0.028137960261767736,0.02472325966524669
139,139,139,139,2019-08-23,76.8472671508789,75.95877838134766,77.64972686767578,0.011696986029325451,-0.010334353373378402
140,140,140,140,2019-08-26,78.576416015625,76.69438171386719,79.29290771484375,0.024539402492079976,-0.009036012423651152
141,141,141,141,2019-08-27,78.36622619628906,77.50643157958984,78.3184814453125,0.011093203482298364,0.000609623042932661
142,142,142,142,2019-08-28,79.75148010253906,76.93323516845703,78.0031967163086,0.036632346578316266,0.02241297100410944
143,143,143,143,2019-08-29,81.5666275024414,79.04452514648438,79.59861755371094,0.03190736298665975,0.024724172469484218
144,144,144,144,2019-08-30,80.93446350097656,79.58907318115234,77.410888671875,0.016904208907697393,0.0455178191279666
145,145,145,145,2019-09-03,81.09727478027344,76.8472671508789,75.95877838134766,0.05530460336410181,0.06764848656633449
146,146,146,146,2019-09-04,82.70640563964844,78.576416015625,76.69438171386719,0.05256016796696583,0.07838936557583875
147,147,147,147,2019-09-05,84.68904876708984,78.36622619628906,77.50643157958984,0.08068300437185272,0.09267124083921097
148,148,148,148,2019-09-06,84.94764709472656,79.75148010253906,76.93323516845703,0.06515448974121374,0.10417359816886362
149,149,149,149,2019-09-09,84.92851257324219,81.5666275024414,79.04452514648438,0.04121642850441698,0.07443889903638068
150,150,150,150,2019-09-10,83.16614532470703,80.93446350097656,79.58907318115234,0.027573937321565545,0.04494426182615463
151,151,151,151,2019-09-11,83.08952331542969,81.09727478027344,76.8472671508789,0.024566158857422637,0.0812293838933138
152,152,152,152,2019-09-12,83.97071838378906,82.70640563964844,78.576416015625,0.015286757227115366,0.06865039972160858
153,153,153,153,2019-09-13,83.6354751586914,84.68904876708984,78.36622619628906,-0.012440494063122087,0.06723877387184762
154,154,154,154,2019-09-16,83.58757019042969,84.94764709472656,79.75148010253906,-0.01601076605194529,0.04810055039678818
155,155,155,155,2019-09-17,83.89407348632812,84.92851257324219,81.5666275024414,-0.012180115435578398,0.028534292211812362
156,156,156,156,2019-09-18,84.36338806152344,83.16614532470703,80.93446350097656,0.014395794492362057,0.042366680548954205
157,157,157,157,2019-09-19,83.99944305419922,83.08952331542969,81.09727478027344,0.010951076651568137,0.035786261397672936
158,158,158,158,2019-09-20,83.02247619628906,83.97071838378906,82.70640563964844,-0.011292533942201755,0.0038215970600601334
159,159,159,159,2019-09-23,83.98987579345703,83.6354751586914,84.68904876708984,0.004237443908738259,-0.008255766050173308
160,160,160,160,2019-09-24,83.50138092041016,83.58757019042969,84.94764709472656,-0.001031125439143299,-0.01702538238291229
161,161,161,161,2019-09-25,86.97821044921875,83.89407348632812,84.92851257324219,0.036762274553198804,0.024134390369887848
162,162,162,162,2019-09-26,88.28081512451172,84.36338806152344,83.16614532470703,0.04643515573522761,0.06149942118677498
163,163,163,163,2019-09-27,88.4149169921875,83.99944305419922,83.08952331542969,0.05256551445393831,0.06409224008352066
164,164,164,164,2019-09-30,89.95697021484375,83.02247619628906,83.97071838378906,0.08352550220448185,0.07128975369359658
165,165,165,165,2019-10-01,88.38616943359375,83.98987579345703,83.6354751586914,0.05234313777231714,0.05680238279137284
166,166,166,166,2019-10-02,87.6295166015625,83.50138092041016,83.58757019042969,0.04943793306947941,0.048355830919889486
167,167,167,167,2019-10-03,88.32872009277344,86.97821044921875,83.89407348632812,0.015526988156915111,0.05286007011172256
168,168,168,168,2019-10-04,89.14283752441406,88.28081512451172,84.36338806152344,0.009764549621416041,0.056653123738998445
169,169,169,169,2019-10-07,89.23861694335938,88.4149169921875,83.99944305419922,0.009316300678591016,0.062371531270506875
170,170,170,170,2019-10-08,87.8785400390625,89.95697021484375,83.02247619628906,-0.023104715185686464,0.05849095407961946
171,171,171,171,2019-10-09,88.61605072021484,88.38616943359375,83.98987579345703,0.002600873961325023,0.055080149637728226
172,172,172,172,2019-10-10,89.0758056640625,87.6295166015625,83.50138092041016,0.016504587935547432,0.06675847371872368
173,173,173,173,2019-10-11,89.91867065429688,88.32872009277344,86.97821044921875,0.018000380395566395,0.03380686024570356
174,174,174,174,2019-10-14,90.87646484375,89.14283752441406,88.28081512451172,0.019447746644380093,0.02940219475292971
175,175,175,175,2019-10-15,90.79026794433594,89.23861694335938,88.4149169921875,0.017387663033386236,0.02686595240889411
176,176,176,176,2019-10-16,90.87646484375,87.8785400390625,89.95697021484375,0.034114412954003415,0.010221493973287643
177,177,177,177,2019-10-17,91.5277862548828,88.61605072021484,88.38616943359375,0.032857879706929216,0.03554421287200826
178,178,178,178,2019-10-18,92.04498291015624,89.0758056640625,87.6295166015625,0.033333150612093077,0.050387888463086616
179,179,179,179,2019-10-21,92.15991973876952,89.91867065429688,88.32872009277344,0.024925291579202646,0.043374336704665284
180,180,180,180,2019-10-22,91.56607818603516,90.87646484375,89.14283752441406,0.007588470166294936,0.02718379545588756
181,181,181,181,2019-10-23,88.42449188232422,90.79026794433594,89.23861694335938,-0.026057595330175598,-0.009123012983850765
182,182,182,182,2019-10-24,87.63907623291016,90.87646484375,87.8785400390625,-0.03562405972114013,-0.0027249406515618135
183,183,183,183,2019-10-25,87.08356475830078,91.5277862548828,88.61605072021484,-0.04855598150495999,-0.017293548397372627
184,184,184,184,2019-10-28,87.01651763916016,92.04498291015624,89.0758056640625,-0.05463051990464585,-0.023118376640551275
185,185,185,185,2019-10-29,85.51275634765625,92.15991973876952,89.91867065429688,-0.07212640169343554,-0.0489988817070004
186,186,186,186,2019-10-30,86.3843765258789,91.56607818603516,90.87646484375,-0.056589752043639585,-0.049430711522445825
187,187,187,187,2019-10-31,85.77136993408203,88.42449188232422,90.79026794433594,-0.030004378784250996,-0.05528013215393335
188,188,188,188,2019-11-01,85.4169921875,87.63907623291016,90.87646484375,-0.02535494600039745,-0.06007575961099321
189,189,189,189,2019-11-04,86.06829071044922,87.08356475830078,91.5277862548828,-0.011658618370405938,-0.05964850421739909
190,190,190,190,2019-11-05,86.08744812011719,87.01651763916016,92.04498291015624,-0.01067693288871463,-0.06472416639866307
191,191,191,191,2019-11-06,85.70433807373047,85.51275634765625,92.15991973876952,0.0022403876831584846,-0.0700476051122616
192,192,192,192,2019-11-07,86.58550262451172,86.3843765258789,91.56607818603516,0.00232826937834707,-0.05439323885210401
193,193,193,193,2019-11-08,86.02041625976562,85.77136993408203,88.42449188232422,0.002903606714862894,-0.02718789298510138
194,194,194,194,2019-11-11,86.25028228759766,85.4169921875,87.63907623291016,0.009755554237598218,-0.01584674331369751
195,195,195,195,2019-11-12,85.72348022460938,86.06829071044922,87.08356475830078,-0.004006242984420982,-0.015618154096772474
196,196,196,196,2019-11-13,87.43794250488281,86.08744812011719,87.01651763916016,0.015687471452066948,0.004843044483464842
197,197,197,197,2019-11-14,87.41878509521484,85.70433807373047,85.51275634765625,0.020004203521290398,0.022289408375629316
198,198,198,198,2019-11-15,89.11412048339844,86.58550262451172,86.3843765258789,0.029203709422954693,0.031599972903685325
199,199,199,199,2019-11-18,90.20600128173828,86.02041625976562,85.77136993408203,0.048658041938938856,0.0517029324711078
200,200,200,200,2019-11-19,89.6600570678711,86.25028228759766,85.4169921875,0.03953349125170047,0.0496747166074063
201,201,201,201,2019-11-20,89.12368774414062,85.72348022460938,86.06829071044922,0.03966483290951506,0.03549968296652217
202,202,202,202,2019-11-21,88.27125549316406,87.43794250488281,86.08744812011719,0.009530336195121558,0.025367314524178175
203,203,203,203,2019-11-22,89.40145874023438,87.41878509521484,85.70433807373047,0.022680178440595444,0.043138080867310524
204,204,204,204,2019-11-25,88.98002624511719,89.11412048339844,86.58550262451172,-0.001504747368361592,0.027655017849692598
205,205,205,205,2019-11-26,89.39187622070312,90.20600128173828,86.02041625976562,-0.009025176257313694,0.03919371827679052
206,206,206,206,2019-11-27,90.16769409179688,89.6600570678711,86.25028228759766,0.00566179679700074,0.045419118642844314
207,207,207,207,2019-11-29,89.77877807617188,89.12368774414062,85.72348022460938,0.007350350379484949,0.04730673370862881
208,208,208,208,2019-12-02,89.84599304199219,88.27125549316406,87.43794250488281,0.0178397547426985,0.027540109798156687
209,209,209,209,2019-12-03,88.78965759277344,89.40145874023438,87.41878509521484,-0.006843301620375053,0.015681669518347485
210,210,210,210,2019-12-04,89.9996566772461,88.98002624511719,89.11412048339844,0.01145909340732354,0.009937102998313518
211,211,211,211,2019-12-05,91.98748779296876,89.39187622070312,90.20600128173828,0.029036325021942977,0.019749090813441672
212,212,212,212,2019-12-06,93.1494598388672,90.16769409179688,89.6600570678711,0.03306911391162659,0.038918141311851784
213,213,213,213,2019-12-09,92.79412841796876,89.77877807617188,89.12368774414062,0.033586448895957854,0.04118367144283086
214,214,214,214,2019-12-10,93.1590576171875,89.84599304199219,88.27125549316406,0.036874928564113674,0.05537252298855044
215,215,215,215,2019-12-11,93.32229614257812,88.78965759277344,89.40145874023438,0.05104917253531105,0.043856526029806275
216,216,216,216,2019-12-12,93.84087371826172,89.9996566772461,88.98002624511719,0.04268035215724075,0.05462852370659155
217,217,217,217,2019-12-13,93.88887786865234,91.98748779296876,89.39187622070312,0.020670094610725,0.0503066032180195
218,218,218,218,2019-12-16,94.8875732421875,93.1494598388672,90.16769409179688,0.018659403997907775,0.05234556786586397
219,219,219,219,2019-12-17,95.69425201416016,92.79412841796876,89.77877807617188,0.03125330929483483,0.06588944586625312
220,220,220,220,2019-12-18,96.57772064208984,93.1590576171875,89.84599304199219,0.03669705461116224,0.07492518444257601
221,221,221,221,2019-12-19,97.13470458984376,93.32229614257812,88.78965759277344,0.040852064349563566,0.09398670096627937
222,222,222,222,2019-12-20,95.99193572998048,93.84087371826172,89.9996566772461,0.022922442284338596,0.06658113235057894
223,223,223,223,2019-12-23,96.06877136230467,93.88887786865234,91.98748779296876,0.023217803249304225,0.044367812049845634
224,224,224,224,2019-12-24,96.16478729248048,94.8875732421875,93.1494598388672,0.013460287861225773,0.03237085280826424
225,225,225,225,2019-12-26,96.71217346191406,95.69425201416016,92.79412841796876,0.0106372266497603,0.04222298447911932
226,226,226,226,2019-12-27,97.53803253173828,96.57772064208984,93.1590576171875,0.00994341017021183,0.04700535864741151
227,227,227,227,2019-12-30,96.79859924316406,97.13470458984376,93.32229614257812,-0.0034601983719302343,0.03725050973108113
228,228,228,228,2019-12-31,97.28833770751952,95.99193572998048,93.84087371826172,0.01350532175104524,0.03673733899375353
229,229,229,229,2020-01-02,98.14301300048828,96.06877136230467,93.88887786865234,0.02159121646680595,0.045310320331949594
230,230,230,230,2020-01-03,97.87413787841795,96.16478729248048,94.8875732421875,0.01777522348943128,0.03147477097562246
231,231,231,231,2020-01-06,97.7876968383789,96.71217346191406,95.69425201416016,0.011120868634892034,0.021876390484864006
232,232,232,232,2020-01-07,97.73969268798828,97.53803253173828,96.57772064208984,0.0020675028090646475,0.01203147100773494
233,233,233,233,2020-01-08,97.51882934570312,96.79859924316406,97.13470458984376,0.007440501290001178,0.003954557307620954
234,234,234,234,2020-01-09,97.45159912109376,97.28833770751952,95.99193572998048,0.0016781190574461924,0.015206104346298766
235,235,235,235,2020-01-10,96.89464569091795,98.14301300048828,96.06877136230467,-0.012719879606346685,0.00859669918644701
236,236,236,236,2020-01-13,98.10462188720705,97.87413787841795,96.16478729248048,0.0023549020587583236,0.020171984458579928
237,237,237,237,2020-01-14,98.83443450927734,97.7876968383789,96.71217346191406,0.010704185748729333,0.02194409422717647
238,238,238,238,2020-01-15,98.7095947265625,97.73969268798828,97.53803253173828,0.009923317865039749,0.012011337161665692
239,239,239,239,2020-01-16,99.26658630371094,97.51882934570312,96.79859924316406,0.0179222512178856,0.025496103041193097
240,240,240,240,2020-01-17,100.3805160522461,97.45159912109376,97.28833770751952,0.030055093580484415,0.03178364866324146
241,241,241,241,2020-01-21,100.42855834960938,96.89464569091795,98.14301300048828,0.036471702161584574,0.023287906894704058
242,242,242,242,2020-01-22,100.34211730957033,98.10462188720705,97.87413787841795,0.02280723761349157,0.025215848483060688
243,243,243,243,2020-01-23,98.9304656982422,98.83443450927734,97.7876968383789,0.0009716369546874937,0.011686223285860109
