,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MKC,MKC_6m,MKC_12m,MKC_6m_ret,MKC_12m_ret
62,62,62,62,2019-05-06,70.67806243896484,70.544189453125,70.3687973022461,0.0018977181094241846,0.004394918608462195
63,63,63,63,2019-05-07,70.65959167480469,70.78882598876953,71.25498962402344,-0.0018256315479132645,-0.008355877284669688
64,64,64,64,2019-05-08,71.19499206542969,71.06574249267578,70.46571350097656,0.0018187324612450873,0.01034941006370449
65,65,65,65,2019-05-09,71.50883483886719,70.38265991210938,69.82416534423828,0.01600074404923202,0.024127313034439712
66,66,66,66,2019-05-10,72.31193542480469,70.53958129882812,69.84724426269531,0.025125668360126863,0.03528687764458782
67,67,67,67,2019-05-13,71.0842056274414,70.23033142089844,69.68107604980469,0.012158197024952022,0.020136451059306726
68,68,68,68,2019-05-14,71.32421875,70.67806243896484,70.544189453125,0.009142247095315525,0.01105731461261339
69,69,69,69,2019-05-15,71.54576873779297,70.65959167480469,70.78882598876953,0.01254149708459562,0.010692969383946593
70,70,70,70,2019-05-16,71.92887115478516,71.19499206542969,71.06574249267578,0.010308015607067178,0.012145495590907718
71,71,71,71,2019-05-17,71.5688247680664,71.50883483886719,70.38265991210938,0.000838916328792072,0.01685308366347993
72,72,72,72,2019-05-20,71.50424194335938,72.31193542480469,70.53958129882812,-0.011169573552421541,0.013675451806903105
73,73,73,73,2019-05-21,70.95499420166016,71.0842056274414,70.23033142089844,-0.001817723425910689,0.010318373359492483
74,74,74,74,2019-05-22,71.81809997558594,71.32421875,70.67806243896484,0.006924453351771831,0.016130005510629042
75,75,75,75,2019-05-23,72.1273193359375,71.54576873779297,70.65959167480469,0.008128371648026489,0.020771810681948333
76,76,76,76,2019-05-24,71.62884521484375,71.92887115478516,71.19499206542969,-0.0041711476229867595,0.006093871729283107
77,77,77,77,2019-05-28,70.56266021728516,71.5688247680664,71.50883483886719,-0.014058698798561142,-0.013231576541752776
78,78,78,78,2019-05-29,70.62265014648438,71.50424194335938,72.31193542480469,-0.01232922373435319,-0.02336108511542967
79,79,79,79,2019-05-30,71.65655517578125,70.95499420166016,71.0842056274414,0.009887407955065042,0.008051711956093
80,80,80,80,2019-05-31,72.02115631103516,71.81809997558594,71.32421875,0.0028273699181438072,0.00977140126102194
81,81,81,81,2019-06-03,72.51041412353516,72.1273193359375,71.54576873779297,0.005311368717494824,0.013482913144416742
82,82,82,82,2019-06-04,70.67343139648438,71.62884521484375,71.92887115478516,-0.01333839482534871,-0.017453906034465283
83,83,83,83,2019-06-05,72.19195556640625,70.56266021728516,71.5688247680664,0.0230900499514044,0.008706735095332707
84,84,84,84,2019-06-06,72.79656982421875,70.62265014648438,71.50424194335938,0.030782187771561498,0.018073443557139912
85,85,85,85,2019-06-07,72.83350372314453,71.65655517578125,70.95499420166016,0.016424855262384463,0.026474662462031784
86,86,86,86,2019-06-10,72.43658447265625,72.02115631103516,71.81809997558594,0.005768140681149392,0.008611819266738596
87,87,87,87,2019-06-11,72.36273193359375,72.51041412353516,72.1273193359375,-0.0020367031650074807,0.0032638478710098617
88,88,88,88,2019-06-12,72.51502990722656,70.67343139648438,71.62884521484375,0.026057861835102614,0.012371896960292839
89,89,89,89,2019-06-13,72.39503479003906,72.19195556640625,70.56266021728516,0.002813045055221064,0.025968048357466023
90,90,90,90,2019-06-14,72.27965545654297,72.79656982421875,70.62265014648438,-0.007100806657840741,0.023462802749849576
91,91,91,91,2019-06-17,71.7626953125,72.83350372314453,71.65655517578125,-0.014702140579628042,0.0014812341516889926
92,92,92,92,2019-06-18,70.9134521484375,72.43658447265625,72.02115631103516,-0.02102711406545832,-0.015380260736357121
93,93,93,93,2019-06-19,71.88731384277344,72.36273193359375,72.51041412353516,-0.006569930102370836,-0.008593252269945006
94,94,94,94,2019-06-20,71.9888687133789,72.51502990722656,70.67343139648438,-0.0072558915651115274,0.018612897250096738
95,95,95,95,2019-06-21,71.26885223388672,72.39503479003906,72.19195556640625,-0.015556074521111962,-0.012786789404401255
96,96,96,96,2019-06-24,71.14883422851562,72.27965545654297,72.79656982421875,-0.01564508326561176,-0.02263479721203754
97,97,97,97,2019-06-25,70.65959167480469,71.7626953125,72.83350372314453,-0.015371546914336287,-0.02984769285030331
98,98,98,98,2019-06-26,69.52415466308594,70.9134521484375,72.43658447265625,-0.019591451879164667,-0.04020661425125194
99,99,99,99,2019-06-27,71.94271087646484,71.88731384277344,72.36273193359375,0.0007706093151924609,-0.0058043836365154755
100,100,100,100,2019-06-28,71.54576873779297,71.9888687133789,72.51502990722656,-0.0061551179162173675,-0.01336634861315833
101,101,101,101,2019-07-01,71.86422729492188,71.26885223388672,72.39503479003906,0.0083539308179299,-0.00733209807353008
102,102,102,102,2019-07-02,72.92581176757812,71.14883422851562,72.27965545654297,0.02497549760766571,0.0089396706023821
103,103,103,103,2019-07-03,74.93821716308594,70.65959167480469,71.7626953125,0.060552649496938615,0.04425031469007279
104,104,104,104,2019-07-05,74.77609252929688,69.52415466308594,70.9134521484375,0.0755411970366533,0.054469783430850516
105,105,105,105,2019-07-08,73.97014617919922,71.94271087646484,71.88731384277344,0.028181246967684537,0.02897357301430392
106,106,106,106,2019-07-09,73.21516418457031,71.54576873779297,71.9888687133789,0.023333251934093857,0.017034515100853298
107,107,107,107,2019-07-10,72.92798614501953,71.86422729492188,71.26885223388672,0.01480234172326278,0.023279930279892058
108,108,108,108,2019-07-11,72.71957397460938,72.92581176757812,71.14883422851562,-0.002828049328076787,0.022076816340361294
109,109,109,109,2019-07-12,73.41897583007812,74.93821716308594,70.65959167480469,-0.020273251626757194,0.03905179877026321
110,110,110,110,2019-07-15,74.05355072021484,74.77609252929688,69.52415466308594,-0.009662738244833324,0.06514852397815352
111,111,111,111,2019-07-16,73.97942352294922,73.97014617919922,71.94271087646484,0.00012542010837091055,0.028310201571104088
112,112,112,112,2019-07-17,74.13690185546875,73.21516418457031,71.54576873779297,0.012589436644228513,0.03621644107525057
113,113,113,113,2019-07-18,74.19248962402344,72.92798614501953,71.86422729492188,0.017339070305457227,0.03239807087254509
114,114,114,114,2019-07-19,73.5301513671875,72.71957397460938,72.92581176757812,0.011146619105072642,0.008287046588325575
115,115,115,115,2019-07-22,73.58109283447266,73.41897583007812,74.93821716308594,0.002208107680087279,-0.018109909469287366
116,116,116,116,2019-07-23,73.42823028564453,74.05355072021484,74.77609252929688,-0.008444165451739982,-0.018025309936117062
117,117,117,117,2019-07-24,73.56718444824219,73.97942352294922,73.97014617919922,-0.005572347756658935,-0.0054476265327476625
118,118,118,118,2019-07-25,74.38237762451172,74.13690185546875,73.21516418457031,0.003311114477396515,0.015942236187560077
119,119,119,119,2019-07-26,75.29948425292969,74.19248962402344,72.92798614501953,0.014920575310466644,0.032518354520229886
120,120,120,120,2019-07-29,75.2578125,73.5301513671875,72.71957397460938,0.023495955069983143,0.03490447463673085
121,121,121,121,2019-07-30,74.73440551757812,73.58109283447266,73.41897583007812,0.015674035797483388,0.017916753436392874
122,122,122,122,2019-07-31,73.43286895751953,73.42823028564453,74.05355072021484,6.317286766899244e-05,-0.008381526026217667
123,123,123,123,2019-08-01,72.92798614501953,73.56718444824219,73.97942352294922,-0.008688633498980303,-0.014212565168252755
124,124,124,124,2019-08-02,73.72931671142578,74.38237762451172,74.13690185546875,-0.0087797800223951,-0.005497736401739117
125,125,125,125,2019-08-05,71.67279052734375,75.29948425292969,74.19248962402344,-0.04816359317155394,-0.03396164638022625
126,126,126,126,2019-08-06,72.02942657470703,75.2578125,73.5301513671875,-0.04289768487880208,-0.0204096518853375
127,127,127,127,2019-08-07,73.9516372680664,74.73440551757812,73.58109283447266,-0.010474001152355528,0.005035864776122834
128,128,128,128,2019-08-08,75.13736724853516,73.43286895751953,73.42823028564453,0.02321165324483876,0.023276292459206482
129,129,129,129,2019-08-09,75.73023986816406,72.92798614501953,73.56718444824219,0.03842494317026879,0.029402449422863075
130,130,130,130,2019-08-12,76.47135162353516,73.72931671142578,74.38237762451172,0.03719056454627956,0.02808425954825955
131,131,131,131,2019-08-13,77.4115982055664,71.67279052734375,75.29948425292969,0.08006954432774949,0.028049514197762138
132,132,132,132,2019-08-14,77.18927001953125,72.02942657470703,75.2578125,0.07163521480311341,0.02566454505346205
133,133,133,133,2019-08-15,78.27774047851562,73.9516372680664,74.73440551757812,0.05849908629835432,0.04741236564869822
134,134,134,134,2019-08-16,78.713134765625,75.13736724853516,73.43286895751953,0.04758973661217225,0.07190602632126586
135,135,135,135,2019-08-19,78.07394409179688,75.73023986816406,72.92798614501953,0.030948062857226954,0.07056218358401467
136,136,136,136,2019-08-20,74.67881774902344,76.47135162353516,73.72931671142578,-0.02344059358773043,0.012878202049721565
137,137,137,137,2019-08-21,74.57691955566406,77.4115982055664,71.67279052734375,-0.03661826800649248,0.04051926828790586
138,138,138,138,2019-08-22,75.21147918701172,77.18927001953125,72.02942657470703,-0.025622613505984604,0.04417711987481043
139,139,139,139,2019-08-23,74.47966766357422,78.27774047851562,73.9516372680664,-0.048520470720329945,0.007140212374119104
140,140,140,140,2019-08-26,74.84555053710938,78.713134765625,75.13736724853516,-0.04913518233051806,-0.0038837761038462704
141,141,141,141,2019-08-27,75.51255798339844,78.07394409179688,75.73023986816406,-0.03280718219367584,-0.002874438073147245
142,142,142,142,2019-08-28,75.89698028564453,74.67881774902344,76.47135162353516,0.0163120222485984,-0.0075109348232554884
143,143,143,143,2019-08-29,75.5588607788086,74.57691955566406,77.4115982055664,0.013166824655604259,-0.02393358966492165
144,144,144,144,2019-08-30,75.43844604492188,75.21147918701172,77.18927001953125,0.0030177156514341608,-0.02268221961635808
145,145,145,145,2019-09-03,76.01278686523438,74.47966766357422,78.27774047851562,0.020584399068283687,-0.028934836384334583
146,146,146,146,2019-09-04,76.5037612915039,74.84555053710938,78.713134765625,0.022155101305218805,-0.028068675967482304
147,147,147,147,2019-09-05,75.84605407714844,75.51255798339844,78.07394409179688,0.004416432215464283,-0.028535640674550167
148,148,148,148,2019-09-06,76.4157485961914,75.89698028564453,74.67881774902344,0.006835164042026998,0.023258681638551826
149,149,149,149,2019-09-09,74.6649169921875,75.5588607788086,74.57691955566406,-0.011831091382359937,0.0011799553675284624
150,150,150,150,2019-09-10,72.25638580322266,75.43844604492188,75.21147918701172,-0.04218088267359554,-0.03929045693199684
151,151,151,151,2019-09-11,72.91870880126953,76.01278686523438,74.47966766357422,-0.040704704978787865,-0.0209581878017443
152,152,152,152,2019-09-12,73.0947265625,76.5037612915039,74.84555053710938,-0.04456035456890006,-0.02339249243335173
153,153,153,153,2019-09-13,72.775146484375,75.84605407714844,75.51255798339844,-0.04048869292066004,-0.03625107627297253
154,154,154,154,2019-09-16,73.31243896484375,76.4157485961914,75.89698028564453,-0.04061086475441955,-0.0340532826348775
155,155,155,155,2019-09-17,73.63665008544922,74.6649169921875,75.5588607788086,-0.013771754502129419,-0.025439910998479198
156,156,156,156,2019-09-18,73.76172637939453,72.25638580322266,75.43844604492188,0.020833322334601778,-0.022226328264090878
157,157,157,157,2019-09-19,74.12301635742188,72.91870880126953,76.01278686523438,0.01651575536580774,-0.024861218562647114
158,158,158,158,2019-09-20,74.1739501953125,73.0947265625,76.5037612915039,0.014764726315648735,-0.0304535496929893
159,159,159,159,2019-09-23,74.02110290527344,72.775146484375,75.84605407714844,0.017120630889639665,-0.024061253997718968
160,160,160,160,2019-09-24,74.03500366210938,73.31243896484375,76.4157485961914,0.009855963155340097,-0.03115516078580549
161,161,161,161,2019-09-25,74.36385345458984,73.63665008544922,74.6649169921875,0.0098755628928906,-0.0040321954369701984
162,162,162,162,2019-09-26,74.38702392578125,73.76172637939453,72.25638580322266,0.008477262898789695,0.02948719478387707
163,163,163,163,2019-09-27,72.62692260742188,74.12301635742188,72.91870880126953,-0.02018392968232463,-0.00400152716147073
164,164,164,164,2019-09-30,72.39534759521484,74.1739501953125,73.0947265625,-0.02397880381743589,-0.009568117977528101
165,165,165,165,2019-10-01,77.32821655273438,74.02110290527344,72.775146484375,0.04467798394861977,0.06256353011033688
166,166,166,166,2019-10-02,76.30461883544922,74.03500366210938,73.31243896484375,0.030655974350973336,0.04081408166000777
167,167,167,167,2019-10-03,77.51350402832031,74.36385345458984,73.63665008544922,0.042354590670234726,0.052648428987091656
168,168,168,168,2019-10-04,78.52668762207031,74.38702392578125,73.76172637939453,0.05565034703390426,0.06459937255490922
169,169,169,169,2019-10-07,78.18275451660156,72.62692260742188,74.12301635742188,0.07649824210797451,0.05477027728612116
170,170,170,170,2019-10-08,77.44843292236328,72.39534759521484,74.1739501953125,0.06979848146322642,0.04414599355202897
171,171,171,171,2019-10-09,77.33689880371094,77.32821655273438,74.02110290527344,0.00011227791566414957,0.04479527821519769
172,172,172,172,2019-10-10,77.00689697265625,76.30461883544922,74.03500366210938,0.009203612414623086,0.040141732471715486
173,173,173,173,2019-10-11,76.57467651367188,77.51350402832031,74.36385345458984,-0.012111792989069725,0.029729807646830197
174,174,174,174,2019-10-14,75.76133728027344,78.52668762207031,74.38702392578125,-0.035215420712838785,0.01847517593745107
175,175,175,175,2019-10-15,74.82715606689453,78.18275451660156,72.62692260742188,-0.04291993126175275,0.030295011553302498
176,176,176,176,2019-10-16,74.56224060058594,77.44843292236328,72.39534759521484,-0.03726598735277897,0.029931384782995618
177,177,177,177,2019-10-17,75.33838653564453,77.33689880371094,77.32821655273438,-0.025841639618092715,-0.025732263147862366
178,178,178,178,2019-10-18,75.10135650634766,77.00689697265625,76.30461883544922,-0.02474506234143181,-0.015769193889774824
179,179,179,179,2019-10-21,75.46852111816406,76.57467651367188,77.51350402832031,-0.014445446534930073,-0.02638227926593406
180,180,180,180,2019-10-22,74.59476470947266,75.76133728027344,78.52668762207031,-0.015397993391868647,-0.050071167289279295
181,181,181,181,2019-10-23,74.5761947631836,74.82715606689453,78.18275451660156,-0.0033538800203308794,-0.04612986298215094
182,182,182,182,2019-10-24,74.36238861083984,74.56224060058594,77.44843292236328,-0.002680337770650687,-0.03984643968996748
183,183,183,183,2019-10-25,74.0742416381836,75.33838653564453,77.33689880371094,-0.016779558941879325,-0.042187587244845504
184,184,184,184,2019-10-28,74.46466064453125,75.10135650634766,77.00689697265625,-0.008477821059897805,-0.03301309919068296
185,185,185,185,2019-10-29,75.48712921142578,75.46852111816406,76.57467651367188,0.00024656761502694913,-0.014202440699203178
186,186,186,186,2019-10-30,75.78458404541016,74.59476470947266,75.76133728027344,0.015950440229572926,0.00030684206445186213
187,187,187,187,2019-10-31,74.6830825805664,74.5761947631836,74.82715606689453,0.00143326992912729,-0.001925417106582561
188,188,188,188,2019-11-01,74.65520477294922,74.36238861083984,74.56224060058594,0.003937691722649905,0.0012467996081457766
189,189,189,189,2019-11-04,73.64665985107422,74.0742416381836,75.33838653564453,-0.005772341068274511,-0.022455042672966052
190,190,190,190,2019-11-05,73.90692901611328,74.46466064453125,75.10135650634766,-0.007489883437197031,-0.015904206605554694
191,191,191,191,2019-11-06,74.0463638305664,75.48712921142578,75.46852111816406,-0.019086238884830964,-0.018844377318205652
192,192,192,192,2019-11-07,74.56224060058594,75.78458404541016,74.59476470947266,-0.016129183266240354,-0.0004360106103075134
193,193,193,193,2019-11-08,74.21831512451172,74.6830825805664,74.5761947631836,-0.006223195936687631,-0.004798845527159479
194,194,194,194,2019-11-11,74.56689453125,74.65520477294922,74.36238861083984,-0.00118290803659038,0.0027501257588751216
195,195,195,195,2019-11-12,74.88291931152344,73.64665985107422,74.0742416381836,0.016786361566826447,0.01091712389429289
196,196,196,196,2019-11-13,76.06343078613281,73.90692901611328,74.46466064453125,0.02917861422099355,0.02147018636442244
197,197,197,197,2019-11-14,75.80779266357422,74.0463638305664,75.48712921142578,0.023788188128161636,0.004247922202079257
198,198,198,198,2019-11-15,75.46852111816406,74.56224060058594,75.78458404541016,0.012154684600116594,-0.004170543801582549
199,199,199,199,2019-11-18,76.90464782714844,74.21831512451172,74.6830825805664,0.036195010599877175,0.029746566020296017
200,200,200,200,2019-11-19,77.13239288330078,74.56689453125,74.65520477294922,0.03440532649479744,0.03318172012099496
201,201,201,201,2019-11-20,78.05726623535156,74.88291931152344,73.64665985107422,0.042390800906444426,0.05988874978439385
202,202,202,202,2019-11-21,77.35083770751953,76.06343078613281,73.90692901611328,0.016925438519944214,0.04659791358203247
203,203,203,203,2019-11-22,77.57394409179688,75.80779266357422,74.0463638305664,0.023297755628641337,0.04764015515066089
204,204,204,204,2019-11-25,77.43914031982422,75.46852111816406,74.56224060058594,0.02611180360318288,0.038583868940436306
205,205,205,205,2019-11-26,78.51272583007812,76.90464782714844,74.21831512451172,0.02091002362489225,0.057861872751515886
206,206,206,206,2019-11-27,78.7451171875,77.13239288330078,74.56689453125,0.020908521619953158,0.05603321262760863
207,207,207,207,2019-11-29,78.66146850585938,78.05726623535156,74.88291931152344,0.00774050001554083,0.05045942691706018
208,208,208,208,2019-12-02,78.64288330078125,77.35083770751953,76.06343078613281,0.016703705241657874,0.03391186129772494
209,209,209,209,2019-12-03,79.40043640136719,77.57394409179688,75.80779266357422,0.023545177842304144,0.04739148327054821
210,210,210,210,2019-12-04,79.64678192138672,77.43914031982422,75.46852111816406,0.028508085090368063,0.05536428621253342
211,211,211,211,2019-12-05,80.02320861816406,78.51272583007812,76.90464782714844,0.019238700123022312,0.040551005421999076
212,212,212,212,2019-12-06,79.9349136352539,78.7451171875,77.13239288330078,0.015109463167359172,0.036333901324612894
213,213,213,213,2019-12-09,80.28350830078125,78.66146850585938,78.05726623535156,0.020620512504175403,0.028520625597075355
214,214,214,214,2019-12-10,79.64212036132812,78.64288330078125,77.35083770751953,0.012706007442849554,0.029621950087631133
215,215,215,215,2019-12-11,79.3121337890625,79.40043640136719,77.57394409179688,-0.00111211746820028,0.02240687537053354
216,216,216,216,2019-12-12,77.36478424072266,79.64678192138672,77.43914031982422,-0.028651473739597533,-0.000960187300562354
217,217,217,217,2019-12-13,77.84812927246094,80.02320861816406,78.51272583007812,-0.027180606517312467,-0.008464825932238629
218,218,218,218,2019-12-16,77.90390014648438,79.9349136352539,78.7451171875,-0.02540834031593664,-0.010682783530724826
219,219,219,219,2019-12-17,77.62969207763672,80.28350830078125,78.66146850585938,-0.03305555872324417,-0.013116668781053886
220,220,220,220,2019-12-18,77.83419799804688,79.64212036132812,78.64288330078125,-0.022700580485287114,-0.010283006787040638
221,221,221,221,2019-12-19,78.22460174560547,79.3121337890625,79.40043640136719,-0.013712051252453006,-0.01480891930893058
222,222,222,222,2019-12-20,78.19669342041016,77.36478424072266,79.64678192138672,0.010753073092002685,-0.01820649203891045
223,223,223,223,2019-12-23,77.73192596435547,77.84812927246094,80.02320861816406,-0.001492692363855852,-0.028632726597375036
224,224,224,224,2019-12-24,78.19669342041016,77.90390014648438,79.9349136352539,0.0037583904448330596,-0.021745444334565933
225,225,225,225,2019-12-26,78.83342742919922,77.62969207763672,80.28350830078125,0.015506120394740863,-0.018062001801781302
226,226,226,226,2019-12-27,79.869873046875,77.83419799804688,79.64212036132812,0.026153992733106923,0.0028597014307703006
227,227,227,227,2019-12-30,79.47338104248047,78.22460174560547,79.3121337890625,0.01596402243038786,0.0020330716841741037
228,228,228,228,2019-12-31,79.1701889038086,78.19669342041016,77.36478424072266,0.012449317750107713,0.023336259265822612
229,229,229,229,2020-01-02,78.14400482177734,77.73192596435547,77.84812927246094,0.005301281967602822,0.003800676420635307
230,230,230,230,2020-01-03,79.3894271850586,78.19669342041016,77.90390014648438,0.015252994883503845,0.019068712038562197
231,231,231,231,2020-01-06,79.86519622802734,78.83342742919922,77.62969207763672,0.013087960684631694,0.02879702457347011
232,232,232,232,2020-01-07,78.49385070800781,79.869873046875,77.83419799804688,-0.01722830256734742,0.008475101265609464
233,233,233,233,2020-01-08,78.07403564453125,79.47338104248047,78.22460174560547,-0.01760772449332737,-0.0019247921716990524
234,234,234,234,2020-01-09,75.6764907836914,79.1701889038086,78.19669342041016,-0.04412896026258084,-0.03222901796076394
235,235,235,235,2020-01-10,76.60472106933594,78.14400482177734,77.73192596435547,-0.019698040252122295,-0.014501183150105179
236,236,236,236,2020-01-13,77.10383605957031,79.3894271850586,78.19669342041016,-0.028789616029858967,-0.013975749012356542
237,237,237,237,2020-01-14,77.84547424316406,79.86519622802734,78.83342742919922,-0.025289138201033956,-0.012532160762925626
238,238,238,238,2020-01-15,78.18130493164062,78.49385070800781,79.869873046875,-0.0039817867711681165,-0.02114148991126308
239,239,239,239,2020-01-16,77.96673583984375,78.07403564453125,79.47338104248047,-0.0013743340382202929,-0.01895785963644081
240,240,240,240,2020-01-17,78.68041229248047,75.6764907836914,79.1701889038086,0.0396942495308783,-0.006186376691903583
241,241,241,241,2020-01-21,79.83253479003906,76.60472106933594,78.14400482177734,0.04213596336682168,0.02160792721223781
242,242,242,242,2020-01-22,80.47624969482422,77.10383605957031,79.3894271850586,0.04373859729428231,0.013689763842636316
243,243,243,243,2020-01-23,80.58819580078125,77.84547424316406,79.86519622802734,0.03523289676481145,0.009052748968269464
