,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,STT,STT_6m,STT_12m,STT_6m_ret,STT_12m_ret
44,44,44,44,2019-04-09,58.71904754638672,57.99826431274414,55.38022994995117,0.01242766903774739,0.06028898037174901
45,45,45,45,2019-04-10,59.20816040039063,57.672176361083984,55.27799224853516,0.02663301675473262,0.07109824347789351
46,46,46,46,2019-04-11,59.65436172485352,58.375823974609375,56.38559722900391,0.021901836465730184,0.0579716214155519
47,47,47,47,2019-04-12,60.95008087158203,58.89925003051758,55.8232650756836,0.03481930313207471,0.09184012774866601
48,48,48,48,2019-04-15,60.169219970703125,58.83918380737305,56.4622688293457,0.02260459913387547,0.06565359873443088
49,49,49,49,2019-04-16,61.53358840942383,59.33688354492188,56.47085189819336,0.03702090054727769,0.08965220713081612
50,50,50,50,2019-04-17,59.74876022338867,58.71904754638672,57.99826431274414,0.017536263274510855,0.030181867188392664
51,51,51,51,2019-04-18,60.03192138671875,59.20816040039063,57.672176361083984,0.013912963698880398,0.040916524648913155
52,52,52,52,2019-04-22,59.98044967651367,59.65436172485352,58.375823974609375,0.005466288503163996,0.027487846725764875
53,53,53,53,2019-04-23,57.37186050415039,60.95008087158203,58.89925003051758,-0.058707393267791175,-0.025932240658001593
54,54,54,54,2019-04-24,56.74543380737305,60.169219970703125,58.83918380737305,-0.05690261839852917,-0.03558428014322035
55,55,55,55,2019-04-25,57.569217681884766,61.53358840942383,59.33688354492188,-0.06442612612093201,-0.029790338781423786
56,56,56,56,2019-04-26,57.61211395263672,59.74876022338867,58.71904754638672,-0.035760512230939345,-0.018851354713741664
57,57,57,57,2019-04-29,58.69330978393555,60.03192138671875,59.20816040039063,-0.022298330152720314,-0.008695602311800443
58,58,58,58,2019-04-30,58.05832290649414,59.98044967651367,59.65436172485352,-0.03204588795825869,-0.02675477152401473
59,59,59,59,2019-05-01,56.91706085205078,57.37186050415039,60.95008087158203,-0.007927225090891166,-0.06616923163774902
60,60,60,60,2019-05-02,57.07151794433594,56.74543380737305,60.169219970703125,0.0057464383490275495,-0.051483167438027055
61,61,61,61,2019-05-03,57.672176361083984,57.569217681884766,61.53358840942383,0.0017884328352026913,-0.06275291508512892
62,62,62,62,2019-05-06,57.131591796875,57.61211395263672,59.74876022338867,-0.008340644402612285,-0.0438028909173781
63,63,63,63,2019-05-07,55.767215728759766,58.69330978393555,60.03192138671875,-0.04985396233314243,-0.071040632374337
64,64,64,64,2019-05-08,55.338172912597656,58.05832290649414,59.98044967651367,-0.046852024959064376,-0.07739649817486738
65,65,65,65,2019-05-09,55.381080627441406,56.91706085205078,57.37186050415039,-0.02698628849795981,-0.03469958720555988
66,66,66,66,2019-05-10,55.61275863647461,57.07151794433594,56.74543380737305,-0.02556019815845989,-0.019960639912338984
67,67,67,67,2019-05-13,54.21408081054688,57.672176361083984,57.569217681884766,-0.05996124593748742,-0.05828004976335888
68,68,68,68,2019-05-14,53.87084197998047,57.131591796875,57.61211395263672,-0.05707437364055534,-0.06493898098812989
69,69,69,69,2019-05-15,53.03849792480469,55.767215728759766,58.69330978393555,-0.048930500981562375,-0.09634508396182817
70,70,70,70,2019-05-16,52.875465393066406,55.338172912597656,58.05832290649414,-0.04450287007886766,-0.08926984545824701
71,71,71,71,2019-05-17,51.82000732421875,55.381080627441406,56.91706085205078,-0.06430126069909403,-0.08955229682504551
72,72,72,72,2019-05-20,51.35664367675781,55.61275863647461,57.07151794433594,-0.07653126843676028,-0.10013531220865834
73,73,73,73,2019-05-21,51.279422760009766,54.21408081054688,57.672176361083984,-0.0541309196183255,-0.11084640817175606
74,74,74,74,2019-05-22,51.05630874633789,53.87084197998047,57.131591796875,-0.052245948461108416,-0.10633841731798932
75,75,75,75,2019-05-23,50.318355560302734,53.03849792480469,55.767215728759766,-0.0512861877868116,-0.0977072299065308
76,76,76,76,2019-05-24,50.60152816772461,52.875465393066406,55.338172912597656,-0.043005526446675546,-0.08559452716941363
77,77,77,77,2019-05-28,49.93220901489258,51.82000732421875,55.381080627441406,-0.036429912051438196,-0.09838868347846763
78,78,78,78,2019-05-29,49.52032852172852,51.35664367675781,55.61275863647461,-0.0357561363742378,-0.10955094233987983
79,79,79,79,2019-05-30,48.29326248168945,51.279422760009766,54.21408081054688,-0.05823311023401512,-0.10921181804313806
80,80,80,80,2019-05-31,47.40943145751953,51.05630874633789,53.87084197998047,-0.07142853407082506,-0.1199426310222167
81,81,81,81,2019-06-03,48.05299377441406,50.318355560302734,53.03849792480469,-0.04502058464875325,-0.09399783827699681
82,82,82,82,2019-06-04,49.45168685913086,50.60152816772461,52.875465393066406,-0.022723450263843148,-0.06475174276923734
83,83,83,83,2019-06-05,47.778419494628906,49.93220901489258,51.82000732421875,-0.04313427270204073,-0.07799280699254085
84,84,84,84,2019-06-06,48.24177551269531,49.52032852172852,51.35664367675781,-0.025818750545489766,-0.060651708154210615
85,85,85,85,2019-06-07,48.58501052856445,48.29326248168945,51.279422760009766,0.006041174935853988,-0.052543731704143726
86,86,86,86,2019-06-10,49.09987258911133,47.40943145751953,51.05630874633789,0.03565622028406912,-0.03831918533215328
87,87,87,87,2019-06-11,47.28930282592773,48.05299377441406,50.318355560302734,-0.015892681985049673,-0.06019776879919925
88,88,88,88,2019-06-12,47.10052490234375,49.45168685913086,50.60152816772461,-0.047544626000012524,-0.06918769831963134
89,89,89,89,2019-06-13,47.22065353393555,47.778419494628906,49.93220901489258,-0.011674014473334826,-0.05430473705155514
90,90,90,90,2019-06-14,47.50382995605469,48.24177551269531,49.52032852172852,-0.015296815857169799,-0.040720621729902984
91,91,91,91,2019-06-17,46.791603088378906,48.58501052856445,48.29326248168945,-0.03691277249247793,-0.031094594072618387
92,92,92,92,2019-06-18,47.41801071166992,49.09987258911133,47.40943145751953,-0.03425389494420772,0.00018096091614339116
93,93,93,93,2019-06-19,46.98896789550781,47.28930282592773,48.05299377441406,-0.00635101201481969,-0.02214275938563459
94,94,94,94,2019-06-20,47.54672622680664,47.10052490234375,49.45168685913086,0.009473383266705104,-0.0385216511976777
95,95,95,95,2019-06-21,47.64112091064453,47.22065353393555,47.778419494628906,0.008904310830997186,-0.0028736526958538233
96,96,96,96,2019-06-24,47.82131576538086,47.50382995605469,48.24177551269531,0.0066833728905622,-0.008715677291019408
97,97,97,97,2019-06-25,48.05299377441406,46.791603088378906,48.58501052856445,0.026957629206519673,-0.010950224119795182
98,98,98,98,2019-06-26,47.400856018066406,47.41801071166992,49.09987258911133,-0.0003617759021530276,-0.03460327861261514
99,99,99,99,2019-06-27,47.752662658691406,46.98896789550781,47.28930282592773,0.016252639659629642,0.009798406935059178
100,100,100,100,2019-06-28,48.51421737670898,47.54672622680664,47.10052490234375,0.02034821798849462,0.030014367722999147
101,101,101,101,2019-07-01,49.05941009521485,47.64112091064453,47.22065353393555,0.029770273189634988,0.03893966778663627
102,102,102,102,2019-07-02,48.30652618408203,47.82131576538086,47.50382995605469,0.010146320964519173,0.016897505501554555
103,103,103,103,2019-07-03,48.86903762817383,48.05299377441406,46.791603088378906,0.016982164682406653,0.044397592787558615
104,104,104,104,2019-07-05,49.15460968017578,47.400856018066406,47.41801071166992,0.03699835423733577,0.036623193222200534
105,105,105,105,2019-07-08,47.64883041381836,47.752662658691406,46.98896789550781,-0.0021743760262161738,0.014042924283374836
106,106,106,106,2019-07-09,47.657474517822266,48.51421737670898,47.54672622680664,-0.017659624440278465,0.0023292516605104563
107,107,107,107,2019-07-10,47.0949592590332,49.05941009521485,47.64112091064453,-0.04004228408717159,-0.011464080633948659
108,108,108,108,2019-07-11,47.63151550292969,48.30652618408203,47.82131576538086,-0.013973488356005426,-0.003968946889340352
109,109,109,109,2019-07-12,47.761322021484375,48.86903762817383,48.05299377441406,-0.0226670231388153,-0.006069793576211846
110,110,110,110,2019-07-15,47.98633193969727,49.15460968017578,47.400856018066406,-0.02376740956911061,0.012351589629683524
111,111,111,111,2019-07-16,47.44112777709961,47.64883041381836,47.752662658691406,-0.004359029065664433,-0.0065239269235826125
112,112,112,112,2019-07-17,47.24208450317383,47.657474517822266,48.51421737670898,-0.008716156675341535,-0.02622185706217084
113,113,113,113,2019-07-18,48.713260650634766,47.0949592590332,49.05941009521485,0.034362518134913866,-0.0070557196653664445
114,114,114,114,2019-07-19,51.993125915527344,47.63151550292969,48.30652618408203,0.09156984333890006,0.07631680484323722
115,115,115,115,2019-07-22,51.25752639770508,47.761322021484375,48.86903762817383,0.07320158295970147,0.04887529784614064
116,116,116,116,2019-07-23,51.83735275268555,47.98633193969727,49.15460968017578,0.08025245225719102,0.05457764978635815
117,117,117,117,2019-07-24,51.57772445678711,47.44112777709961,47.64883041381836,0.08719431585022908,0.0824552042274127
118,118,118,118,2019-07-25,51.47388458251953,47.24208450317383,47.657474517822266,0.08957691270082302,0.0800799896198876
119,119,119,119,2019-07-26,52.24407958984375,48.713260650634766,47.0949592590332,0.07248167936307048,0.10933485051954683
120,120,120,120,2019-07-29,51.17099380493164,51.993125915527344,47.63151550292969,-0.0158123231892503,0.07430958819238587
121,121,121,121,2019-07-30,50.95464324951172,51.25752639770508,47.761322021484375,-0.005909047304454407,0.06685998403877713
122,122,122,122,2019-07-31,50.270973205566406,51.83735275268555,47.98633193969727,-0.03021719790731392,0.04761025011747422
123,123,123,123,2019-08-01,48.10747146606445,51.57772445678711,47.44112777709961,-0.06728201034983827,0.014045696638908645
124,124,124,124,2019-08-02,48.16804885864258,51.47388458251953,47.24208450317383,-0.06422355240310751,0.019600412750765406
125,125,125,125,2019-08-05,46.55841064453125,52.24407958984375,48.713260650634766,-0.108828961864184,-0.044235388420369226
126,126,126,126,2019-08-06,46.29879379272461,51.17099380493164,51.993125915527344,-0.09521409786920088,-0.1095208649707704
127,127,127,127,2019-08-07,45.43340301513672,50.95464324951172,51.25752639770508,-0.10835597861688318,-0.11362474531796996
128,128,128,128,2019-08-08,46.22091674804688,50.270973205566406,51.83735275268555,-0.08056451266535392,-0.10834727674915257
129,129,129,129,2019-08-09,45.83148193359375,48.10747146606445,51.57772445678711,-0.047310520863192984,-0.11140938425865765
130,130,130,130,2019-08-12,44.62857055664063,48.16804885864258,51.47388458251953,-0.07348186995053829,-0.13298615562819904
131,131,131,131,2019-08-13,44.54204177856445,46.55841064453125,52.24407958984375,-0.04330836981016317,-0.14742412674787697
132,132,132,132,2019-08-14,42.949703216552734,46.29879379272461,51.17099380493164,-0.07233645418853552,-0.16066310182911814
133,133,133,133,2019-08-15,42.24008560180664,45.43340301513672,50.95464324951172,-0.07028567532716368,-0.17102578081122344
134,134,134,134,2019-08-16,43.44298553466797,46.22091674804688,50.270973205566406,-0.060101170829682804,-0.13582366195652618
135,135,135,135,2019-08-19,44.04011535644531,45.83148193359375,48.10747146606445,-0.03908594052760472,-0.08454728518600896
136,136,136,136,2019-08-20,43.71125411987305,44.62857055664063,48.16804885864258,-0.02055446601417288,-0.09252595536615493
137,137,137,137,2019-08-21,43.73722076416016,44.54204177856445,46.55841064453125,-0.0180687948344479,-0.06059463459589687
138,138,138,138,2019-08-22,44.25645065307617,42.949703216552734,46.29879379272461,0.030425063240479444,-0.04411223214133431
139,139,139,139,2019-08-23,43.23528289794922,42.24008560180664,45.43340301513672,0.023560494302123702,-0.048381146278106635
140,140,140,140,2019-08-26,43.1141357421875,43.44298553466797,46.22091674804688,-0.007569686761469074,-0.06721591055397369
141,141,141,141,2019-08-27,42.75066375732422,44.04011535644531,45.83148193359375,-0.029279024105289486,-0.06722056643800867
142,142,142,142,2019-08-28,43.10548782348633,43.71125411987305,44.62857055664063,-0.013858360016975824,-0.034127974841167585
143,143,143,143,2019-08-29,44.37762069702149,43.73722076416016,44.54204177856445,0.014641989629713636,-0.0036913683113217743
144,144,144,144,2019-08-30,44.40357208251953,44.25645065307617,42.949703216552734,0.003324293459424421,0.03385049853863675
145,145,145,145,2019-09-03,42.95835876464844,43.23528289794922,42.24008560180664,-0.006405049643237515,0.01700453852326178
146,146,146,146,2019-09-04,44.03145980834961,43.1141357421875,43.44298553466797,0.021276642807999124,0.013545898525137767
147,147,147,147,2019-09-05,45.40744400024414,42.75066375732422,44.04011535644531,0.06214594135897489,0.031047344738589944
148,148,148,148,2019-09-06,44.86222839355469,43.10548782348633,43.71125411987305,0.04075445282656531,0.02633130293002406
149,149,149,149,2019-09-09,46.73149108886719,44.37762069702149,43.73722076416016,0.053041834034236235,0.06846046164781994
150,150,150,150,2019-09-10,50.920021057128906,44.40357208251953,44.25645065307617,0.1467550620139122,0.1505672123661268
151,151,151,151,2019-09-11,51.92388153076172,42.95835876464844,43.23528289794922,0.20870263724998828,0.20096083685449018
152,152,152,152,2019-09-12,52.15754699707031,44.03145980834961,43.1141357421875,0.1845518459776292,0.20975513249205102
153,153,153,153,2019-09-13,52.91909790039063,45.40744400024414,42.75066375732422,0.1654278073900417,0.2378544155662219
154,154,154,154,2019-09-16,52.365234375,44.86222839355469,43.10548782348633,0.167245503625568,0.2148159554400968
155,155,155,155,2019-09-17,52.11427688598633,46.73149108886719,44.37762069702149,0.11518540649351294,0.1743368857421439
156,156,156,156,2019-09-18,52.33928680419922,50.920021057128906,44.40357208251953,0.027872450120906,0.1787179352807915
157,157,157,157,2019-09-19,52.87582015991211,51.92388153076172,42.95835876464844,0.01833334876142545,0.230862204247547
158,158,158,158,2019-09-20,52.019081115722656,52.15754699707031,44.03145980834961,-0.0026547621450724312,0.18140714257805213
159,159,159,159,2019-09-23,52.08831405639648,52.91909790039063,45.40744400024414,-0.0156991308800829,0.14713160371053724
160,160,160,160,2019-09-24,51.09310531616211,52.365234375,44.86222839355469,-0.02429338995654773,0.1388891534309653
161,161,161,161,2019-09-25,51.75080490112305,52.11427688598633,46.73149108886719,-0.006974518434909371,0.10740752531758191
162,162,162,162,2019-09-26,51.10175323486328,52.33928680419922,50.920021057128906,-0.023644448461163425,0.0035689729493726396
163,163,163,163,2019-09-27,51.75080490112305,52.87582015991211,51.92388153076172,-0.021276554299993533,-0.00333327602899125
164,164,164,164,2019-09-30,51.6722412109375,52.019081115722656,52.15754699707031,-0.006667551547355655,-0.009304612928979772
165,165,165,165,2019-10-01,49.64690017700195,52.08831405639648,52.91909790039063,-0.046870664248245486,-0.06183396643585881
166,166,166,166,2019-10-02,48.52946853637695,51.09310531616211,52.365234375,-0.050175787201061195,-0.0732502371927567
167,167,167,167,2019-10-03,48.69534683227539,51.75080490112305,52.11427688598633,-0.05904174968264797,-0.06560448034596633
168,168,168,168,2019-10-04,49.64690017700195,51.10175323486328,52.33928680419922,-0.02846972884031662,-0.05144102626521185
169,169,169,169,2019-10-07,49.1318359375,51.75080490112305,52.87582015991211,-0.050607308787311456,-0.07080711393391526
170,170,170,170,2019-10-08,48.14536666870117,51.6722412109375,52.019081115722656,-0.06825472361144247,-0.0744671832707684
171,171,171,171,2019-10-09,48.5905876159668,49.64690017700195,52.08831405639648,-0.02127650582955176,-0.06714992611668447
172,172,172,172,2019-10-10,49.61199188232422,48.52946853637695,51.09310531616211,0.022306515578999653,-0.02898851860095053
173,173,173,173,2019-10-11,51.24447250366211,48.69534683227539,51.75080490112305,0.05234844471211675,-0.009784048739499895
174,174,174,174,2019-10-14,51.06114959716797,49.64690017700195,51.10175323486328,0.02848615754707562,-0.000794564474308701
175,175,175,175,2019-10-15,51.83810424804688,49.1318359375,51.75080490112305,0.05508176641291174,0.0016869176641916006
176,176,176,176,2019-10-16,51.6024055480957,48.14536666870117,51.6722412109375,0.07180418633392449,-0.0013515121698846055
177,177,177,177,2019-10-17,52.117462158203125,48.5905876159668,49.64690017700195,0.07258349230329952,0.04976266337662749
178,178,178,178,2019-10-18,55.29515075683594,49.61199188232422,48.52946853637695,0.1145521205435922,0.13941389478410482
179,179,179,179,2019-10-21,57.09350204467773,51.24447250366211,48.69534683227539,0.11413971605615858,0.17246319738369786
180,180,180,180,2019-10-22,57.66094970703125,51.06114959716797,49.64690017700195,0.12925286958735716,0.16142094474090984
181,181,181,181,2019-10-23,57.54744720458984,51.83810424804688,49.1318359375,0.11013795815571448,0.17128631785295445
182,182,182,182,2019-10-24,56.92763137817383,51.6024055480957,48.14536666870117,0.10319724000298369,0.1824114201872289
183,183,183,183,2019-10-25,57.3990478515625,52.117462158203125,48.5905876159668,0.10134003987621387,0.18127914618388474
184,184,184,184,2019-10-28,58.59504318237305,55.29515075683594,49.61199188232422,0.05967779055433997,0.18106612855528814
185,185,185,185,2019-10-29,58.67361831665039,57.09350204467773,51.24447250366211,0.027675938861416505,0.14497457872080477
186,186,186,186,2019-10-30,58.245849609375,57.66094970703125,51.06114959716797,0.010143778507214263,0.1407077605750875
187,187,187,187,2019-10-31,57.67841339111328,57.54744720458984,51.83810424804688,0.0022757948942173645,0.11266440445276205
188,188,188,188,2019-11-01,59.153751373291016,56.92763137817383,51.6024055480957,0.03910438465863675,0.14633708923040656
189,189,189,189,2019-11-04,61.86001968383789,57.3990478515625,52.117462158203125,0.07771856849980763,0.18693461120691413
190,190,190,190,2019-11-05,61.336238861083984,58.59504318237305,55.29515075683594,0.04678204042241507,0.10925167978678862
191,191,191,191,2019-11-06,61.973514556884766,58.67361831665039,57.09350204467773,0.05624156707748029,0.0854740441108035
192,192,192,192,2019-11-07,63.43141555786133,58.245849609375,57.66094970703125,0.08902893482133512,0.10007580312411024
193,193,193,193,2019-11-08,63.81551361083984,57.67841339111328,57.54744720458984,0.10640202909381902,0.10891997318258229
194,194,194,194,2019-11-11,63.719486236572266,59.153751373291016,56.92763137817383,0.07718419808186106,0.11930682331185927
195,195,195,195,2019-11-12,64.08613586425781,61.86001968383789,57.3990478515625,0.03598634775413001,0.1165017236869248
196,196,196,196,2019-11-13,63.46632766723633,61.336238861083984,58.59504318237305,0.03472806363260439,0.08313475373167223
197,197,197,197,2019-11-14,63.073486328125,61.973514556884766,58.67361831665039,0.017749062306779084,0.07498886446254871
198,198,198,198,2019-11-15,63.32664108276367,63.43141555786133,58.245849609375,-0.0016517757671997702,0.08723010321701774
199,199,199,199,2019-11-18,64.07742309570312,63.81551361083984,57.67841339111328,0.004104166370272777,0.11094288709362732
200,200,200,200,2019-11-19,64.06868743896484,63.719486236572266,59.153751373291016,0.005480289045270981,0.0830874788423479
201,201,201,201,2019-11-20,63.73696517944336,64.08613586425781,61.86001968383789,-0.005448459017002305,0.03034181859621765
202,202,202,202,2019-11-21,63.73696517944336,63.46632766723633,61.336238861083984,0.004264269292939549,0.039140422740895575
203,203,203,203,2019-11-22,64.53135681152344,63.073486328125,61.973514556884766,0.0231138401929174,0.04127315148942956
204,204,204,204,2019-11-25,65.7361068725586,63.32664108276367,63.43141555786133,0.038048217126278816,0.036333594236044764
205,205,205,205,2019-11-26,64.85438537597656,64.07742309570312,63.81551361083984,0.012125367137704623,0.016279298032011225
206,206,206,206,2019-11-27,65.76228332519531,64.06868743896484,63.719486236572266,0.026434065593178735,0.03205922095854197
207,207,207,207,2019-11-29,65.5615005493164,63.73696517944336,64.08613586425781,0.028626015762380552,0.02302158907167673
208,208,208,208,2019-12-02,65.8059310913086,63.73696517944336,63.46632766723633,0.03246100447425326,0.03686369623179031
209,209,209,209,2019-12-03,64.2607421875,64.53135681152344,63.073486328125,-0.004193536869429582,0.018823374582444652
210,210,210,210,2019-12-04,65.09881591796875,65.7361068725586,63.32664108276367,-0.009694686602377378,0.027984664983083052
211,211,211,211,2019-12-05,65.78846740722656,64.85438537597656,64.07742309570312,0.0144027582072499,0.02670276407601313
212,212,212,212,2019-12-06,67.23763275146484,65.76228332519531,64.06868743896484,0.022434583345804837,0.049461686186702325
213,213,213,213,2019-12-09,67.80508422851562,65.5615005493164,63.73696517944336,0.034221054435927156,0.06382668264199576
214,214,214,214,2019-12-10,67.94477844238281,65.8059310913086,63.73696517944336,0.03250234918956574,0.06601841256628527
215,215,215,215,2019-12-11,68.259033203125,64.2607421875,64.53135681152344,0.062219807607555966,0.05776534968091518
216,216,216,216,2019-12-12,70.205810546875,65.09881591796875,65.7361068725586,0.07844988509993156,0.06799465144751782
217,217,217,217,2019-12-13,69.07963562011719,65.78846740722656,64.85438537597656,0.05002652201211033,0.0651498001198505
218,218,218,218,2019-12-16,69.50740814208984,67.23763275146484,65.76228332519531,0.033757514917500675,0.05694943404526942
219,219,219,219,2019-12-17,70.12722778320312,67.80508422851562,65.5615005493164,0.03424733677583003,0.06964037118784838
220,220,220,220,2019-12-18,69.83041381835938,67.94477844238281,65.8059310913086,0.027752469272904978,0.06115683890965151
221,221,221,221,2019-12-19,69.52487182617188,68.259033203125,64.2607421875,0.018544631584218374,0.08191828260109713
222,222,222,222,2019-12-20,69.16695404052734,70.205810546875,65.09881591796875,-0.01479730093927245,0.06249173760218407
223,223,223,223,2019-12-23,69.35900115966797,69.07963562011719,65.78846740722656,0.004044108470506069,0.054272943164035414
224,224,224,224,2019-12-24,69.52487182617188,69.50740814208984,67.23763275146484,0.0002512492488042639,0.03401724571656928
225,225,225,225,2019-12-26,69.70817565917969,70.12722778320312,67.80508422851562,-0.00597559802761527,0.028067090430126118
226,226,226,226,2019-12-27,69.94391632080078,69.83041381835938,67.94477844238281,0.0016254021168575772,0.029422980312066693
227,227,227,227,2019-12-30,69.73438262939453,69.52487182617188,68.259033203125,0.0030134655083793316,0.02161398070024223
228,228,228,228,2019-12-31,69.50592041015625,69.16695404052734,70.205810546875,0.0049006982356096795,-0.009969119810267713
229,229,229,229,2020-01-02,70.96458435058594,69.35900115966797,69.07963562011719,0.023148879944534295,0.02728660499650659
230,230,230,230,2020-01-03,69.9189224243164,69.52487182617188,69.50740814208984,0.005667764467509606,0.005920437737878759
231,231,231,231,2020-01-06,70.99095153808594,69.70817565917969,70.12722778320312,0.01840208650959463,0.012316525010128698
232,232,232,232,2020-01-07,71.97511291503906,69.94391632080078,69.83041381835938,0.02904036120771547,0.030712965589154484
233,233,233,233,2020-01-08,71.60603332519531,69.73438262939453,69.52487182617188,0.026839711276254175,0.029934057328819152
234,234,234,234,2020-01-09,72.86258697509766,69.50592041015625,69.16695404052734,0.04829324674982538,0.05343061561457385
235,235,235,235,2020-01-10,71.78177642822266,70.96458435058594,69.35900115966797,0.011515491637343445,0.03493094231529281
236,236,236,236,2020-01-13,72.12448120117188,69.9189224243164,69.52487182617188,0.031544518999743865,0.03739107037118483
237,237,237,237,2020-01-14,71.64118957519531,70.99095153808594,69.70817565917969,0.009159449521683571,0.027730089013756398
238,238,238,238,2020-01-15,71.3600082397461,71.97511291503906,69.94391632080078,-0.008546074474645837,0.020246105643417778
239,239,239,239,2020-01-16,71.29849243164062,71.60603332519531,69.73438262939453,-0.00429490196947524,0.022429535377958443
240,240,240,240,2020-01-17,72.54627227783203,72.86258697509766,69.50592041015625,-0.004341249884165288,0.0437423438138016
241,241,241,241,2020-01-21,71.4478759765625,71.78177642822266,70.96458435058594,-0.004651604742521798,0.006810321379308926
242,242,242,242,2020-01-22,70.7712631225586,72.12448120117188,69.9189224243164,-0.018762257364997037,0.012190415250818543
243,243,243,243,2020-01-23,70.70096588134766,71.64118957519531,70.99095153808594,-0.013124065909888127,-0.004084825607425624
