,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,UAL,UAL_6m,UAL_12m,UAL_6m_ret,UAL_12m_ret
26,26,26,26,2019-03-14,81.48999786376953,84.33000183105469,89.52999877929688,-0.033677266757028756,-0.08980231235506875
27,27,27,27,2019-03-15,81.69000244140625,82.61000061035156,87.5999984741211,-0.011136644015833919,-0.06746570931117979
28,28,28,28,2019-03-18,80.7300033569336,82.4000015258789,87.80999755859375,-0.020266967694422044,-0.08062856620552605
29,29,29,29,2019-03-19,81.33999633789062,82.37999725341797,86.91999816894531,-0.012624434938108609,-0.06419698514269301
30,30,30,30,2019-03-20,79.83000183105469,79.8499984741211,84.30999755859375,-0.000250427594846947,-0.053137182508225744
31,31,31,31,2019-03-21,81.0,81.20999908447266,85.05000305175781,-0.002585877192957775,-0.04761908179230934
32,32,32,32,2019-03-22,79.62999725341797,81.48999786376953,84.33000183105469,-0.02282489457738124,-0.05573348127102651
33,33,33,33,2019-03-25,78.12000274658203,81.69000244140625,82.61000061035156,-0.04370179444400035,-0.05435174713225832
34,34,34,34,2019-03-26,77.48999786376953,80.7300033569336,82.4000015258789,-0.04013384563901157,-0.05958742198041489
35,35,35,35,2019-03-27,78.52999877929688,81.33999633789062,82.37999725341797,-0.034546320200469105,-0.04673462736685585
36,36,36,36,2019-03-28,78.5999984741211,79.83000183105469,79.8499984741211,-0.01540778314820368,-0.01565435220897493
37,37,37,37,2019-03-29,79.77999877929688,81.0,81.20999908447266,-0.015061743465470734,-0.01760867283951484
38,38,38,38,2019-04-01,80.87000274658203,79.62999725341797,81.48999786376953,0.01557209011596239,-0.00760823577666514
39,39,39,39,2019-04-02,82.7699966430664,78.12000274658203,81.69000244140625,0.059523729301044215,0.013220641074589201
40,40,40,40,2019-04-03,84.19999694824219,77.48999786376953,80.7300033569336,0.08659180887150231,0.04298270094163903
41,41,41,41,2019-04-04,84.63999938964844,78.52999877929688,81.33999633789062,0.0778046696208834,0.040570484390599404
42,42,42,42,2019-04-05,84.91000366210938,78.5999984741211,79.83000183105469,0.08027996578226193,0.06363524633013995
43,43,43,43,2019-04-08,84.58000183105469,79.77999877929688,81.0,0.06016549417400374,0.04419755346981091
44,44,44,44,2019-04-09,84.25,80.87000274658203,79.62999725341797,0.041795438835456444,0.05801837129140086
45,45,45,45,2019-04-10,84.5199966430664,82.7699966430664,78.12000274658203,0.021142927038485082,0.08192516220519974
46,46,46,46,2019-04-11,85.75,84.19999694824219,77.48999786376953,0.01840858798024181,0.10659442978372358
47,47,47,47,2019-04-12,85.48999786376953,84.63999938964844,78.52999877929688,0.010042515125833651,0.0886285393182451
48,48,48,48,2019-04-15,84.5199966430664,84.91000366210938,78.5999984741211,-0.004593181041364192,0.0753180443240653
49,49,49,49,2019-04-16,85.16999816894531,84.58000183105469,79.77999877929688,0.0069756009117749596,0.06756078556179612
50,50,50,50,2019-04-17,89.23999786376953,84.25,80.87000274658203,0.059228461291032986,0.10349937965769707
51,51,51,51,2019-04-18,88.27999877929688,84.5199966430664,82.7699966430664,0.04448653910990097,0.06657004179898118
52,52,52,52,2019-04-22,87.55999755859375,85.75,84.19999694824219,0.021107843248906688,0.039904996818669325
53,53,53,53,2019-04-23,87.97000122070312,85.48999786376953,84.63999938964844,0.029009280838742546,0.039343122106188844
54,54,54,54,2019-04-24,88.02999877929688,84.5199966430664,84.91000366210938,0.04152865920065563,0.03674472950917784
55,55,55,55,2019-04-25,86.86000061035156,85.16999816894531,84.58000183105469,0.019842696697655482,0.026956712342606437
56,56,56,56,2019-04-26,87.94000244140625,89.23999786376953,84.25,-0.014567407591692283,0.04379824856268555
57,57,57,57,2019-04-29,89.61000061035156,88.27999877929688,84.5199966430664,0.015065720995077747,0.06022248189124513
58,58,58,58,2019-04-30,88.86000061035156,87.55999755859375,85.75,0.014846997350449476,0.03626822869214652
59,59,59,59,2019-05-01,87.94000244140625,87.97000122070312,85.48999786376953,-0.0003410114684619936,0.0286583768728228
60,60,60,60,2019-05-02,88.30999755859375,88.02999877929688,84.5199966430664,0.0031807200179436723,0.044841470256237415
61,61,61,61,2019-05-03,88.5,86.86000061035156,85.16999816894531,0.018880950703711985,0.03909829637954454
62,62,62,62,2019-05-06,87.79000091552734,87.94000244140625,89.23999786376953,-0.0017057257415798999,-0.016248285331154966
63,63,63,63,2019-05-07,85.68000030517578,89.61000061035156,88.27999877929688,-0.04385671552737158,-0.029451727572189723
64,64,64,64,2019-05-08,84.63999938964844,88.86000061035156,87.55999755859375,-0.047490447802354896,-0.0333485410045985
65,65,65,65,2019-05-09,84.12000274658203,87.94000244140625,87.97000122070312,-0.04343870353391743,-0.043764901906299225
66,66,66,66,2019-05-10,84.79000091552734,88.30999755859375,88.02999877929688,-0.03985954863978891,-0.03680561068610988
67,67,67,67,2019-05-13,82.06999969482422,88.5,86.86000061035156,-0.07265537067995231,-0.0551462224484085
68,68,68,68,2019-05-14,83.44999694824219,87.79000091552734,87.94000244140625,-0.04943619913458208,-0.051057600278732296
69,69,69,69,2019-05-15,82.3499984741211,85.68000030517578,89.61000061035156,-0.038865567450908745,-0.08101776684277595
70,70,70,70,2019-05-16,82.58000183105469,84.63999938964844,88.86000061035156,-0.024338345622030966,-0.07067295449202704
71,71,71,71,2019-05-17,81.5,84.12000274658203,87.94000244140625,-0.031146013564395503,-0.0732317746488258
72,72,72,72,2019-05-20,81.73999786376953,84.79000091552734,88.30999755859375,-0.035971258625134395,-0.07439700913212033
73,73,73,73,2019-05-21,82.97000122070312,82.06999969482422,88.5,0.010966266957786575,-0.06248586191295902
74,74,74,74,2019-05-22,81.87999725341797,83.44999694824219,87.79000091552734,-0.018813657905799253,-0.06731978130170035
75,75,75,75,2019-05-23,80.91000366210938,82.3499984741211,85.68000030517578,-0.017486276122570255,-0.05567222952937201
76,76,76,76,2019-05-24,80.79000091552734,82.58000183105469,84.63999938964844,-0.02167596119929127,-0.04548674978596412
77,77,77,77,2019-05-28,79.9000015258789,81.5,84.12000274658203,-0.019631883118050197,-0.050166441784556315
78,78,78,78,2019-05-29,79.25,81.73999786376953,84.79000091552734,-0.030462416550578353,-0.06533790371162529
79,79,79,79,2019-05-30,79.47000122070312,82.97000122070312,82.06999969482422,-0.04218392127884729,-0.03168025446313072
80,80,80,80,2019-05-31,77.6500015258789,81.87999725341797,83.44999694824219,-0.051660916822545255,-0.06950264391214522
81,81,81,81,2019-06-03,77.72000122070312,80.91000366210938,82.3499984741211,-0.03942655168733045,-0.05622340424053518
82,82,82,82,2019-06-04,80.5199966430664,80.79000091552734,82.58000183105469,-0.0033420506176655707,-0.024945569657442213
83,83,83,83,2019-06-05,81.8499984741211,79.9000015258789,81.5,0.024405468222808535,0.00429445980516685
84,84,84,84,2019-06-06,82.95999908447266,79.25,81.73999786376953,0.046813868573787554,0.014925388458370437
85,85,85,85,2019-06-07,83.2699966430664,79.47000122070312,82.97000122070312,0.04781672787206803,0.003615709508853371
86,86,86,86,2019-06-10,82.66999816894531,77.6500015258789,81.87999725341797,0.06464902182124699,0.009648277259735272
87,87,87,87,2019-06-11,82.7699966430664,77.72000122070312,80.91000366210938,0.0649767800186043,0.02298841795539408
88,88,88,88,2019-06-12,83.79000091552734,80.5199966430664,80.79000091552734,0.04061108306991623,0.03713330815699267
89,89,89,89,2019-06-13,87.11000061035156,81.8499984741211,79.9000015258789,0.06426392467061004,0.09023778406484007
90,90,90,90,2019-06-14,87.12000274658203,82.95999908447266,79.25,0.05014469271960231,0.09930602834803826
91,91,91,91,2019-06-17,86.7699966430664,83.2699966430664,79.47000122070312,0.04203194597212012,0.09185850396667061
92,92,92,92,2019-06-18,87.4000015258789,82.66999816894531,77.6500015258789,0.05721547673519134,0.12556342316040459
93,93,93,93,2019-06-19,88.66000366210938,82.7699966430664,77.72000122070312,0.07116113637702282,0.14076173789987068
94,94,94,94,2019-06-20,87.13999938964844,83.79000091552734,80.5199966430664,0.03998088599495753,0.08221563614722371
95,95,95,95,2019-06-21,86.72000122070312,87.11000061035156,81.8499984741211,-0.004477090884121626,0.05949911835516786
96,96,96,96,2019-06-24,86.55000305175781,87.12000274658203,82.95999908447266,-0.006542696015314098,0.04327391522304258
97,97,97,97,2019-06-25,85.05999755859375,86.7699966430664,83.2699966430664,-0.019707262309883955,0.02149634907756881
98,98,98,98,2019-06-26,85.33000183105469,87.4000015258789,82.66999816894531,-0.023684206621109705,0.03217616694115999
99,99,99,99,2019-06-27,86.43000030517578,88.66000366210938,82.7699966430664,-0.025152303911832874,0.044218965936323684
100,100,100,100,2019-06-28,87.55000305175781,87.13999938964844,83.79000091552734,0.004705114355991968,0.04487411499160987
101,101,101,101,2019-07-01,88.44999694824219,86.72000122070312,87.11000061035156,0.019949212444499542,0.015382807123197173
102,102,102,102,2019-07-02,88.87000274658203,86.55000305175781,87.12000274658203,0.02680531037574707,0.020087235363048128
103,103,103,103,2019-07-03,90.66999816894533,85.05999755859375,86.7699966430664,0.06595345369587058,0.04494642937375937
104,104,104,104,2019-07-05,90.58999633789062,85.33000183105469,87.4000015258789,0.06164296723267659,0.03649879583888982
105,105,105,105,2019-07-08,90.66999816894533,86.43000030517578,88.66000366210938,0.04905701548997499,0.022670814615530777
106,106,106,106,2019-07-09,89.45999908447266,87.55000305175781,87.13999938964844,0.021816059007852884,0.02662382041627387
107,107,107,107,2019-07-10,89.51000213623047,88.44999694824219,86.72000122070312,0.011984230916464167,0.03217251932950016
108,108,108,108,2019-07-11,89.4800033569336,88.87000274658203,86.55000305175781,0.006863965246979964,0.0338532663415807
109,109,109,109,2019-07-12,91.2300033569336,90.66999816894533,85.05999755859375,0.006176300863542705,0.07253710293242865
110,110,110,110,2019-07-15,91.31999969482422,90.58999633789062,85.33000183105469,0.008058321960967563,0.07019802807023434
111,111,111,111,2019-07-16,93.91999816894533,90.66999816894533,86.43000030517578,0.03584427115509903,0.08665969961035636
112,112,112,112,2019-07-17,94.77999877929688,89.45999908447266,87.55000305175781,0.05946791582012878,0.08258133038858761
113,113,113,113,2019-07-18,95.27999877929688,89.51000213623047,88.44999694824219,0.06446203223506486,0.07721879103117857
114,114,114,114,2019-07-19,93.83000183105467,89.4800033569336,88.87000274658203,0.04861419659059507,0.05581184799348282
115,115,115,115,2019-07-22,93.83000183105467,91.2300033569336,90.66999816894533,0.028499379353837062,0.03485170095869328
116,116,116,116,2019-07-23,94.93000030517578,91.31999969482422,90.58999633789062,0.03953132525641223,0.04790820336383961
117,117,117,117,2019-07-24,95.11000061035156,93.91999816894533,90.66999816894533,0.012670383992827938,0.04896881582740509
118,118,118,118,2019-07-25,93.93000030517578,94.77999877929688,89.45999908447266,-0.008968120754046294,0.04996647961601619
119,119,119,119,2019-07-26,93.36000061035156,95.27999877929688,89.51000213623047,-0.020151114541811954,0.04301193589808605
120,120,120,120,2019-07-29,93.44000244140624,93.83000183105467,89.4800033569336,-0.004156446573992945,0.04425568770573585
121,121,121,121,2019-07-30,93.93000030517578,93.83000183105467,91.2300033569336,0.0010657409375431914,0.029595493246652227
122,122,122,122,2019-07-31,91.91000366210938,94.93000030517578,91.31999969482422,-0.031812879314841336,0.006460840662033007
123,123,123,123,2019-08-01,90.48999786376952,95.11000061035156,93.91999816894533,-0.048575362390221866,-0.036520446891468716
124,124,124,124,2019-08-02,89.43000030517578,93.93000030517578,94.77999877929688,-0.04790801645246068,-0.05644649232987453
125,125,125,125,2019-08-05,85.58999633789062,93.36000061035156,95.27999877929688,-0.0832262662988823,-0.10170027881561816
126,126,126,126,2019-08-06,85.45999908447266,93.44000244140624,93.83000183105467,-0.08540243095496092,-0.08920390688740043
127,127,127,127,2019-08-07,86.4800033569336,93.93000030517578,93.83000183105467,-0.07931435030381528,-0.07833313791632546
128,128,128,128,2019-08-08,87.62999725341797,91.91000366210938,94.93000030517578,-0.04656736196449385,-0.07689879941314826
129,129,129,129,2019-08-09,86.9800033569336,90.48999786376952,95.11000061035156,-0.03878875665485304,-0.08547994113389923
130,130,130,130,2019-08-12,84.70999908447266,89.43000030517578,93.93000030517578,-0.052778723074989764,-0.09815821559403404
131,131,131,131,2019-08-13,84.55999755859375,85.58999633789062,93.36000061035156,-0.012034102387744716,-0.0942588152766366
132,132,132,132,2019-08-14,81.94999694824219,85.45999908447266,93.44000244140624,-0.04107187191473072,-0.12296666516430288
133,133,133,133,2019-08-15,81.62000274658203,86.4800033569336,93.93000030517578,-0.05619796972362057,-0.13105501457041346
134,134,134,134,2019-08-16,82.94000244140625,87.62999725341797,91.91000366210938,-0.053520426326714166,-0.0975954832259579
135,135,135,135,2019-08-19,83.88999938964844,86.9800033569336,90.48999786376952,-0.035525452380185896,-0.07293622090761032
136,136,136,136,2019-08-20,84.02999877929688,84.70999908447266,89.43000030517578,-0.008027391246902105,-0.060382438862257026
137,137,137,137,2019-08-21,85.29000091552734,84.55999755859375,85.58999633789062,0.008632963316108855,-0.0035050290360916225
138,138,138,138,2019-08-22,85.55999755859375,81.94999694824219,85.45999908447266,0.04405125985094993,0.0011701202339382544
139,139,139,139,2019-08-23,82.52999877929688,81.62000274658203,86.4800033569336,0.011149179148403743,-0.04567535180744209
140,140,140,140,2019-08-26,83.58000183105469,82.94000244140625,87.62999725341797,0.007716413923433141,-0.04621699816617664
141,141,141,141,2019-08-27,81.94000244140625,83.88999938964844,86.9800033569336,-0.02324468902645871,-0.05794436331354291
142,142,142,142,2019-08-28,82.44999694824219,84.02999877929688,84.70999908447266,-0.018802830584402686,-0.026679284153654614
143,143,143,143,2019-08-29,84.69000244140625,85.29000091552734,84.55999755859375,-0.0070348044047431335,0.00153742770300358
144,144,144,144,2019-08-30,84.30999755859375,85.55999755859375,81.94999694824219,-0.014609631085414243,0.028798056110265424
145,145,145,145,2019-09-03,83.1500015258789,82.52999877929688,81.62000274658203,0.00751245311707871,0.018745389951128733
146,146,146,146,2019-09-04,83.91000366210938,83.58000183105469,82.94000244140625,0.003948334814848797,0.011695215724021546
147,147,147,147,2019-09-05,85.83999633789062,81.94000244140625,83.88999938964844,0.04759572590046224,0.023244689026458598
148,148,148,148,2019-09-06,86.30000305175781,82.44999694824219,84.02999877929688,0.046695042401668774,0.027014212845855923
149,149,149,149,2019-09-09,87.33000183105469,84.69000244140625,85.29000091552734,0.03117250340705735,0.02391840653803956
150,150,150,150,2019-09-10,87.55999755859375,84.30999755859375,85.55999755859375,0.03854821603738423,0.023375409736662744
151,151,151,151,2019-09-11,88.37999725341797,83.1500015258789,82.52999877929688,0.06289832389132699,0.07088329771778201
152,152,152,152,2019-09-12,89.37999725341797,83.91000366210938,83.58000183105469,0.06518881364056761,0.06939453571785226
153,153,153,153,2019-09-13,91.3499984741211,85.83999633789062,81.94000244140625,0.06418921681382117,0.11484007508351923
154,154,154,154,2019-09-16,88.76000213623047,86.30000305175781,82.44999694824219,0.02850520275181556,0.07653129680464854
155,155,155,155,2019-09-17,89.9800033569336,87.33000183105469,84.69000244140625,0.030344686480203054,0.06246310972995062
156,156,156,156,2019-09-18,90.2300033569336,87.55999755859375,84.30999755859375,0.03049344304233359,0.07021712690983728
157,157,157,157,2019-09-19,89.41999816894531,88.37999725341797,83.1500015258789,0.011767378907528991,0.07540585120873367
158,158,158,158,2019-09-20,89.08999633789062,89.37999725341797,83.91000366210938,-0.0032445840729342645,0.06173271898116184
159,159,159,159,2019-09-23,88.20999908447266,91.3499984741211,85.83999633789062,-0.03437328343840074,0.027609539232190006
160,160,160,160,2019-09-24,88.30000305175781,88.76000213623047,86.30000305175781,-0.005182504206868277,0.023174970211768287
161,161,161,161,2019-09-25,89.16999816894531,89.9800033569336,87.33000183105469,-0.00900205776582541,0.021069464093796952
162,162,162,162,2019-09-26,88.44999694824219,90.2300033569336,87.55999755859375,-0.019727433696860475,0.010164451969666422
163,163,163,163,2019-09-27,88.13999938964844,89.41999816894531,88.37999725341797,-0.014314457677336523,-0.0027155224171524495
164,164,164,164,2019-09-30,88.41000366210938,89.08999633789062,89.37999725341797,-0.007632649048522233,-0.010852468349919264
165,165,165,165,2019-10-01,87.83999633789062,88.20999908447266,91.3499984741211,-0.004194566947310685,-0.03842366934713015
166,166,166,166,2019-10-02,83.69000244140625,88.30000305175781,88.76000213623047,-0.05220838562881325,-0.05712031965752651
167,167,167,167,2019-10-03,83.2699966430664,89.16999816894531,89.9800033569336,-0.06616576928375073,-0.07457219897236345
168,168,168,168,2019-10-04,84.29000091552734,88.44999694824219,90.2300033569336,-0.0470321783634331,-0.0658317878800101
169,169,169,169,2019-10-07,84.8499984741211,88.13999938964844,89.41999816894531,-0.03732699045053245,-0.05110713250284249
170,170,170,170,2019-10-08,84.69000244140625,88.41000366210938,89.08999633789062,-0.04207670022184873,-0.0493881925844577
171,171,171,171,2019-10-09,86.45999908447266,87.83999633789062,88.20999908447266,-0.015710351900626085,-0.01983902072512378
172,172,172,172,2019-10-10,87.33999633789062,83.69000244140625,88.30000305175781,0.04361326072418081,-0.01087210283905049
173,173,173,173,2019-10-11,87.1500015258789,83.2699966430664,89.16999816894531,0.04659547303026801,-0.02265332157167066
174,174,174,174,2019-10-14,86.97000122070312,84.29000091552734,88.44999694824219,0.031794996750107885,-0.016732569571541123
175,175,175,175,2019-10-15,87.87999725341797,84.8499984741211,88.13999938964844,0.035710062861356695,-0.0029498767645896873
176,176,176,176,2019-10-16,89.69999694824219,84.69000244140625,88.41000366210938,0.05915685868945575,0.014591033058464653
177,177,177,177,2019-10-17,89.45999908447266,86.45999908447266,87.83999633789062,0.03469812666859906,0.0184426549877168
178,178,178,178,2019-10-18,90.08999633789062,87.33999633789062,83.69000244140625,0.0314861474159116,0.07647262169654256
179,179,179,179,2019-10-21,90.77999877929688,87.1500015258789,83.2699966430664,0.041652291335187774,0.09018857258301338
180,180,180,180,2019-10-22,89.70999908447266,86.97000122070312,84.29000091552734,0.03150509170186466,0.06430179274024517
181,181,181,181,2019-10-23,89.9000015258789,87.87999725341797,84.8499984741211,0.022985939185180992,0.0595168313797676
182,182,182,182,2019-10-24,89.80999755859375,89.69999694824219,84.69000244140625,0.0012263167680488518,0.06045572050526071
183,183,183,183,2019-10-25,91.63999938964844,89.45999908447266,86.45999908447266,0.02436843647983178,0.0599121022441238
184,184,184,184,2019-10-28,92.19000244140624,90.08999633789062,87.33999633789062,0.0233100920066569,0.05553018441576851
185,185,185,185,2019-10-29,91.02999877929688,90.77999877929688,87.1500015258789,0.002753910590016506,0.04452090861141089
186,186,186,186,2019-10-30,91.66999816894533,89.70999908447266,86.97000122070312,0.021848167478266234,0.0540415877000513
187,187,187,187,2019-10-31,90.83999633789062,89.9000015258789,87.87999725341797,0.01045600440552974,0.03368228467209611
188,188,188,188,2019-11-01,91.6500015258789,89.80999755859375,89.69999694824219,0.020487740978778035,0.02173918220712867
189,189,189,189,2019-11-04,92.38999938964844,91.63999938964844,89.45999908447266,0.00818419909422996,0.032752071709827746
190,190,190,190,2019-11-05,93.12000274658205,92.19000244140624,90.08999633789062,0.010087865067222479,0.03363310613674697
191,191,191,191,2019-11-06,93.33999633789062,91.02999877929688,90.77999877929688,0.02537622310854215,0.028200017548111855
192,192,192,192,2019-11-07,93.8000030517578,91.66999816894533,89.70999908447266,0.023235572437635854,0.04559139459397299
193,193,193,193,2019-11-08,93.44000244140624,90.83999633789062,89.9000015258789,0.02862182087551579,0.03937709516621424
194,194,194,194,2019-11-11,93.52999877929688,91.6500015258789,89.80999755859375,0.020512790203141673,0.04142079191435366
195,195,195,195,2019-11-12,92.72000122070312,92.38999938964844,91.63999938964844,0.0035718349738582678,0.011785266676646033
196,196,196,196,2019-11-13,92.41999816894533,93.12000274658205,92.19000244140624,-0.007517231067332708,0.002494801187203244
197,197,197,197,2019-11-14,92.5199966430664,93.33999633789062,91.02999877929688,-0.008785083854683462,0.016368207005934776
198,198,198,198,2019-11-15,92.51000213623048,93.8000030517578,91.66999816894533,-0.013752674558182076,0.009163346613545897
199,199,199,199,2019-11-18,92.7699966430664,93.44000244140624,90.83999633789062,-0.00717043857912969,0.021246151287775294
200,200,200,200,2019-11-19,93.29000091552734,93.52999877929688,91.6500015258789,-0.0025659987907821202,0.01789415561750274
201,201,201,201,2019-11-20,91.6999969482422,92.72000122070312,92.38999938964844,-0.01100090874711046,-0.00746836720385935
202,202,202,202,2019-11-21,90.97000122070312,92.41999816894533,93.12000274658205,-0.01568921204252338,-0.023088503677668126
203,203,203,203,2019-11-22,91.77999877929688,92.5199966430664,93.33999633789062,-0.00799824784499692,-0.016713066421671585
204,204,204,204,2019-11-25,92.5199966430664,92.51000213623048,93.8000030517578,0.00010803704037543049,-0.013646123316063186
205,205,205,205,2019-11-26,92.76000213623048,92.7699966430664,93.44000244140624,-0.00010773425889387678,-0.007277400336137219
206,206,206,206,2019-11-27,93.0500030517578,93.29000091552734,93.52999877929688,-0.002572600079475351,-0.0051319975815644625
207,207,207,207,2019-11-29,92.8000030517578,91.6999969482422,92.72000122070312,0.011995704908654092,0.0008628325064863329
208,208,208,208,2019-12-02,91.62999725341795,90.97000122070312,92.41999816894533,0.00725509534856017,-0.008547943423275473
209,209,209,209,2019-12-03,88.87000274658203,91.77999877929688,92.5199966430664,-0.03170621128152884,-0.039450864990470236
210,210,210,210,2019-12-04,88.16999816894531,92.5199966430664,92.51000213623048,-0.04701684643270132,-0.046913888953262206
211,211,211,211,2019-12-05,87.86000061035156,92.76000213623048,92.7699966430664,-0.05282450854930565,-0.052926551798919474
212,212,212,212,2019-12-06,88.58000183105469,93.0500030517578,93.29000091552734,-0.04803870042021097,-0.05048771613516745
213,213,213,213,2019-12-09,87.61000061035156,92.8000030517578,91.6999969482422,-0.05592674860701885,-0.04460192447115496
214,214,214,214,2019-12-10,86.51000213623047,91.62999725341795,90.97000122070312,-0.05587684459956155,-0.04902714108634798
215,215,215,215,2019-12-11,87.0199966430664,88.87000274658203,91.77999877929688,-0.02081699163204742,-0.05186317497864468
216,216,216,216,2019-12-12,88.47000122070312,88.16999816894531,92.5199966430664,0.003402552546082349,-0.043774271177157376
217,217,217,217,2019-12-13,87.58000183105469,87.86000061035156,92.76000213623048,-0.0031868743154082058,-0.05584303779519395
218,218,218,218,2019-12-16,88.62999725341797,88.58000183105469,93.0500030517578,0.0005644098140642484,-0.04750140412011872
219,219,219,219,2019-12-17,89.36000061035156,87.61000061035156,92.8000030517578,0.019974888572175553,-0.03706899060647262
220,220,220,220,2019-12-18,88.83999633789062,86.51000213623047,91.62999725341795,0.026933234818224072,-0.030448553957838964
221,221,221,221,2019-12-19,89.22000122070312,87.0199966430664,88.87000274658203,0.025281598052233623,0.00393831960508817
222,222,222,222,2019-12-20,89.27999877929688,88.47000122070312,88.16999816894531,0.009155618259494291,0.012589323277796272
223,223,223,223,2019-12-23,89.44000244140625,87.58000183105469,87.86000061035156,0.021237732033159595,0.017983175735017287
224,224,224,224,2019-12-24,89.1500015258789,88.62999725341797,88.58000183105469,0.0058671362808926375,0.006434857564254326
225,225,225,225,2019-12-26,89.26000213623047,89.36000061035156,87.61000061035156,-0.0011190518513661818,0.0188334837847719
226,226,226,226,2019-12-27,88.37000274658203,88.83999633789062,86.51000213623047,-0.005290337805970213,0.021500411101857964
227,227,227,227,2019-12-30,87.95999908447266,89.22000122070312,87.0199966430664,-0.014122417832225787,0.010802142928847625
228,228,228,228,2019-12-31,88.08999633789062,89.27999877929688,88.47000122070312,-0.013328880574337565,-0.004295296457208275
229,229,229,229,2020-01-02,89.73999786376953,89.44000244140625,87.58000183105469,0.0033541526629521368,0.024663119291565616
230,230,230,230,2020-01-03,87.9000015258789,89.1500015258789,88.62999725341797,-0.01402131215485336,-0.008236440823210178
231,231,231,231,2020-01-06,87.69999694824219,89.26000213623047,89.36000061035156,-0.017477091089549535,-0.01857658516977534
232,232,232,232,2020-01-07,86.7699966430664,88.37000274658203,88.83999633789062,-0.018105760481913147,-0.023300312698700032
233,233,233,233,2020-01-08,87.30000305175781,87.95999908447266,89.22000122070312,-0.007503365616011615,-0.02151981778386014
234,234,234,234,2020-01-09,87.94999694824219,88.08999633789062,89.27999877929688,-0.0015892768244811784,-0.014896974117825645
235,235,235,235,2020-01-10,87.30999755859375,89.73999786376953,89.44000244140625,-0.027078230031436612,-0.023814901885852557
236,236,236,236,2020-01-13,86.88999938964844,87.9000015258789,89.1500015258789,-0.011490354023863225,-0.025350556338178287
237,237,237,237,2020-01-14,87.8499984741211,87.69999694824219,89.26000213623047,0.0017103937411473424,-0.01579659005561529
238,238,238,238,2020-01-15,88.29000091552734,86.7699966430664,88.37000274658203,0.017517625115436752,-0.000905305291028502
239,239,239,239,2020-01-16,89.54000091552734,87.30000305175781,87.95999908447266,0.025658622972114964,0.01796273132674009
240,240,240,240,2020-01-17,89.69999694824219,87.94999694824219,88.08999633789062,0.019897669820612585,0.01827677009062434
241,241,241,241,2020-01-21,85.79000091552734,87.30999755859375,89.73999786376953,-0.017409193512419208,-0.044016013397264686
242,242,242,242,2020-01-22,83.33999633789062,86.88999938964844,87.9000015258789,-0.04085629044417671,-0.05187719122673462
243,243,243,243,2020-01-23,84.87999725341797,87.8499984741211,87.69999694824219,-0.033807641118833165,-0.03215507175545851
