,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,FLT,FLT_6m,FLT_12m,FLT_6m_ret,FLT_12m_ret
31,31,31,31,2019-03-21,241.5399932861328,234.97000122070312,231.33999633789065,0.027960982386251887,0.04409093589395696
32,32,32,32,2019-03-22,237.4600067138672,236.6000061035156,230.83999633789065,0.0036348291976600056,0.0286779175229519
33,33,33,33,2019-03-25,237.6999969482422,239.2700042724609,227.5,-0.0065616554360525825,0.04483515142084471
34,34,34,34,2019-03-26,241.13999938964844,240.75,227.82000732421875,0.0016199351594949896,0.0584671742481051
35,35,35,35,2019-03-27,242.1600036621093,240.8800048828125,230.8300018310547,0.005313844044130933,0.04908374882458766
36,36,36,36,2019-03-28,243.5800018310547,238.22999572753903,231.8000030517578,0.02245731519734573,0.05081966619589107
37,37,37,37,2019-03-29,246.58999633789065,241.5399932861328,234.97000122070312,0.020907523358980606,0.0494531006376131
38,38,38,38,2019-04-01,249.0599975585937,237.4600067138672,236.6000061035156,0.04885029275141983,0.05266268441948685
39,39,39,39,2019-04-02,250.1000061035156,237.6999969482422,239.2700042724609,0.05216663573610991,0.045262680811098965
40,40,40,40,2019-04-03,249.97000122070312,241.13999938964844,240.75,0.036617740123597864,0.038296993647780386
41,41,41,41,2019-04-04,248.32000732421875,242.1600036621093,240.8800048828125,0.025437741860561802,0.030886758097774747
42,42,42,42,2019-04-05,250.3099975585937,243.5800018310547,238.22999572753903,0.027629508485704335,0.05070730826386116
43,43,43,43,2019-04-08,250.8800048828125,246.58999633789065,241.5399932861328,0.017397334071263204,0.038668592598722684
44,44,44,44,2019-04-09,250.27999877929688,249.0599975585937,237.4600067138672,0.004898423001133079,0.05398800515017843
45,45,45,45,2019-04-10,250.1499938964844,250.1000061035156,237.6999969482422,0.0001998712185080631,0.05237693356366813
46,46,46,46,2019-04-11,249.9199981689453,249.97000122070312,241.13999938964844,-0.0002000362103997677,0.03641037903923028
47,47,47,47,2019-04-12,251.3800048828125,248.32000732421875,242.1600036621093,0.012322799083194669,0.038074005125834365
48,48,48,48,2019-04-15,251.57000732421875,250.3099975585937,243.5800018310547,0.005033797203126467,0.03280238703137006
49,49,49,49,2019-04-16,252.08999633789065,250.8800048828125,246.58999633789065,0.004822988805518236,0.022304230024252858
50,50,50,50,2019-04-17,251.1699981689453,250.27999877929688,249.0599975585937,0.003556014839336985,0.008471856705351666
51,51,51,51,2019-04-18,251.4199981689453,250.1499938964844,250.1000061035156,0.005076971031174438,0.005277856990068885
52,52,52,52,2019-04-22,252.5,249.9199981689453,249.97000122070312,0.010323310859303936,0.010121209612921067
53,53,53,53,2019-04-23,256.6700134277344,251.3800048828125,248.32000732421875,0.021043871597456354,0.03362599008227907
54,54,54,54,2019-04-24,256.3399963378906,251.57000732421875,250.3099975585937,0.018960881165473786,0.024090123599179947
55,55,55,55,2019-04-25,257.2200012207031,252.08999633789065,250.8800048828125,0.020349894709571936,0.02527103082946791
56,56,56,56,2019-04-26,257.8699951171875,251.1699981689453,250.27999877929688,0.026675148294325934,0.03032602035683918
57,57,57,57,2019-04-29,260.2200012207031,251.4199981689453,250.1499938964844,0.035001205615491804,0.04025587675363229
58,58,58,58,2019-04-30,260.95001220703125,252.5,249.9199981689453,0.033465394879331756,0.04413417941300435
59,59,59,59,2019-05-01,257.57000732421875,256.6700134277344,251.3800048828125,0.00350642400514678,0.024624084339133878
60,60,60,60,2019-05-02,256.8399963378906,256.3399963378906,251.57000732421875,0.0019505344743040443,0.020948399492154213
61,61,61,61,2019-05-03,257.75,257.2200012207031,252.08999633789065,0.002060488207688449,0.022452313635337173
62,62,62,62,2019-05-06,256.6300048828125,257.8699951171875,251.1699981689453,-0.004808586721427144,0.02173829180901854
63,63,63,63,2019-05-07,248.6600036621093,260.2200012207031,251.4199981689453,-0.04442393937577971,-0.010977625196629814
64,64,64,64,2019-05-08,266.19000244140625,260.95001220703125,252.5,0.020080436824113645,0.05421783145111392
65,65,65,65,2019-05-09,266.19000244140625,257.57000732421875,256.6700134277344,0.03346661052168631,0.037090382653337306
66,66,66,66,2019-05-10,263.6300048828125,256.8399963378906,256.3399963378906,0.026436725750413004,0.028438825969680837
67,67,67,67,2019-05-13,257.0899963378906,257.75,257.2200012207031,-0.0025606349645368454,-0.0005054229149970002
68,68,68,68,2019-05-14,264.6300048828125,256.6300048828125,257.8699951171875,0.031173283902063975,0.02621479774160207
69,69,69,69,2019-05-15,264.17999267578125,248.6600036621093,260.2200012207031,0.062414496843494094,0.015217859643769316
70,70,70,70,2019-05-16,271.1300048828125,266.19000244140625,260.95001220703125,0.018558181735219836,0.03901127495523826
71,71,71,71,2019-05-17,269.260009765625,266.19000244140625,257.57000732421875,0.011533142853081157,0.04538572857472234
72,72,72,72,2019-05-20,272.0799865722656,263.6300048828125,256.8399963378906,0.03205242776978001,0.05933651476277757
73,73,73,73,2019-05-21,273.54998779296875,257.0899963378906,257.75,0.06402423933074752,0.06129966166040246
74,74,74,74,2019-05-22,274.989990234375,264.6300048828125,256.6300048828125,0.03914894441448635,0.07154262947524948
75,75,75,75,2019-05-23,266.6700134277344,264.17999267578125,248.6600036621093,0.00942547059197274,0.07242825343997783
76,76,76,76,2019-05-24,266.79998779296875,271.1300048828125,266.19000244140625,-0.015970261541931707,0.0022915411772339578
77,77,77,77,2019-05-28,267.7200012207031,269.260009765625,266.19000244140625,-0.005719410566249139,0.0057477695077359225
78,78,78,78,2019-05-29,260.0,272.0799865722656,263.6300048828125,-0.044398659101878235,-0.013769316146036159
79,79,79,79,2019-05-30,260.69000244140625,273.54998779296875,257.0899963378906,-0.04701146381075816,0.014002902309680598
80,80,80,80,2019-05-31,258.2099914550781,274.989990234375,264.6300048828125,-0.061020398469759596,-0.024260338243115687
81,81,81,81,2019-06-03,250.2700042724609,266.6700134277344,264.17999267578125,-0.06149926249476023,-0.05265345139285993
82,82,82,82,2019-06-04,253.6499938964844,266.79998779296875,271.1300048828125,-0.049287835450309236,-0.06447095736926378
83,83,83,83,2019-06-05,251.6499938964844,267.7200012207031,269.260009765625,-0.06002542675536193,-0.06540152726158288
84,84,84,84,2019-06-06,251.3300018310547,260.0,272.0799865722656,-0.03334614680363579,-0.07626428170121824
85,85,85,85,2019-06-07,258.989990234375,260.69000244140625,273.54998779296875,-0.006521202160076567,-0.05322609471148365
86,86,86,86,2019-06-10,266.2200012207031,258.2099914550781,274.989990234375,0.031021300610741598,-0.031892029983335735
87,87,87,87,2019-06-11,266.7200012207031,250.2700042724609,266.6700134277344,0.06572899935037224,0.00018745187104540761
88,88,88,88,2019-06-12,267.4599914550781,253.6499938964844,266.79998779296875,0.0544450932028393,0.002473776957671925
89,89,89,89,2019-06-13,272.8800048828125,251.6499938964844,267.7200012207031,0.08436324856443678,0.019273881811525895
90,90,90,90,2019-06-14,272.6600036621094,251.3300018310547,260.0,0.08486850624937659,0.04869232177734384
91,91,91,91,2019-06-17,268.4800109863281,258.989990234375,260.69000244140625,0.03664242291126785,0.029882268103752052
92,92,92,92,2019-06-18,273.3099975585937,266.2200012207031,258.2099914550781,0.02663209490414209,0.058479557736798915
93,93,93,93,2019-06-19,277.6300048828125,266.7200012207031,250.2700042724609,0.040904332679129185,0.10932193288559522
94,94,94,94,2019-06-20,277.7699890136719,267.4599914550781,253.6499938964844,0.03854781233822546,0.09509164477658505
95,95,95,95,2019-06-21,279.1099853515625,272.8800048828125,251.6499938964844,0.02283047624330492,0.10911977794990002
96,96,96,96,2019-06-24,279.19000244140625,272.6600036621094,251.3300018310547,0.023949236014054742,0.11085027814975779
97,97,97,97,2019-06-25,277.3299865722656,268.4800109863281,258.989990234375,0.03296325694201552,0.07081353345468555
98,98,98,98,2019-06-26,277.1199951171875,273.3099975585937,266.2200012207031,0.01394020560033482,0.040943557383008145
99,99,99,99,2019-06-27,279.2099914550781,277.6300048828125,266.7200012207031,0.005690979161033116,0.04682809754503525
100,100,100,100,2019-06-28,280.8500061035156,277.7699890136719,267.4599914550781,0.011088372436419469,0.050063617274460404
101,101,101,101,2019-07-01,283.1700134277344,279.1099853515625,272.8800048828125,0.01454633760615165,0.03770891366460094
102,102,102,102,2019-07-02,286.0199890136719,279.19000244140625,272.6600036621094,0.024463578611483516,0.048998698643452965
103,103,103,103,2019-07-03,289.6000061035156,277.3299865722656,268.4800109863281,0.044243392800412895,0.07866505606729501
104,104,104,104,2019-07-05,291.7699890136719,277.1199951171875,273.3099975585937,0.052865163664171044,0.06754232051507958
105,105,105,105,2019-07-08,290.8299865722656,279.2099914550781,277.6300048828125,0.0416174043651909,0.047545227307202786
106,106,106,106,2019-07-09,294.4599914550781,280.8500061035156,277.7699890136719,0.04845997883491626,0.06008569356491833
107,107,107,107,2019-07-10,292.2900085449219,283.1700134277344,279.1099853515625,0.03220678279734224,0.047221611139272035
108,108,108,108,2019-07-11,293.3900146484375,286.0199890136719,279.19000244140625,0.02576751946666689,0.05086146381624612
109,109,109,109,2019-07-12,292.1600036621094,289.6000061035156,277.3299865722656,0.008839770388950452,0.053474264622947354
110,110,110,110,2019-07-15,292.5299987792969,291.7699890136719,277.1199951171875,0.0026048250136836426,0.055607693178519435
111,111,111,111,2019-07-16,291.0,290.8299865722656,279.2099914550781,0.0005845801175392573,0.042226313189865694
112,112,112,112,2019-07-17,289.7300109863281,294.4599914550781,280.8500061035156,-0.016063236453199403,0.03161831828317463
113,113,113,113,2019-07-18,290.5,292.2900085449219,283.1700134277344,-0.00612408393236874,0.025885461823931033
114,114,114,114,2019-07-19,288.8299865722656,293.3900146484375,286.0199890136719,-0.015542546946037183,0.009824479639636063
115,115,115,115,2019-07-22,288.3699951171875,292.1600036621094,289.6000061035156,-0.012972373005940674,-0.00424727541576253
116,116,116,116,2019-07-23,289.9800109863281,292.5299987792969,291.7699890136719,-0.00871701296827554,-0.006134894248016276
117,117,117,117,2019-07-24,288.3399963378906,291.0,290.8299865722656,-0.009140906055358666,-0.008561669529755567
118,118,118,118,2019-07-25,285.4800109863281,289.7300109863281,294.4599914550781,-0.014668829043742226,-0.03049643662752044
119,119,119,119,2019-07-26,287.2300109863281,290.5,292.2900085449219,-0.011256416570299077,-0.017311565262813522
120,120,120,120,2019-07-29,286.7099914550781,288.8299865722656,293.3900146484375,-0.007339941196365607,-0.02276840676177716
121,121,121,121,2019-07-30,283.7099914550781,288.3699951171875,292.1600036621094,-0.016159807681155103,-0.02892254963415153
122,122,122,122,2019-07-31,284.1700134277344,289.9800109863281,292.5299987792969,-0.02003585536407082,-0.028578215521307238
123,123,123,123,2019-08-01,281.6000061035156,288.3399963378906,291.0,-0.023375148505158316,-0.03230238452400125
124,124,124,124,2019-08-02,278.1499938964844,285.4800109863281,289.7300109863281,-0.02567611324000818,-0.03996830376812499
125,125,125,125,2019-08-05,266.739990234375,287.2300109863281,290.5,-0.07133662907156468,-0.08179005082831325
126,126,126,126,2019-08-06,269.239990234375,286.7099914550781,288.8299865722656,-0.0609326557893618,-0.06782535487529506
127,127,127,127,2019-08-07,291.3299865722656,283.7099914550781,288.3699951171875,0.026858395356844644,0.010264561172098619
128,128,128,128,2019-08-08,296.3699951171875,284.1700134277344,289.9800109863281,0.042931981254086926,0.022035946923116168
129,129,129,129,2019-08-09,295.7200012207031,281.6000061035156,288.3399963378906,0.050142027028213354,0.025594801194920747
130,130,130,130,2019-08-12,289.0199890136719,278.1499938964844,285.4800109863281,0.03907961659432169,0.012400090693261534
131,131,131,131,2019-08-13,295.8699951171875,266.739990234375,287.2300109863281,0.10920749025002596,0.030080366954658544
132,132,132,132,2019-08-14,285.7699890136719,269.239990234375,286.7099914550781,0.061395035577394674,-0.0032785827819800106
133,133,133,133,2019-08-15,286.7300109863281,291.3299865722656,283.7099914550781,-0.015789571269541947,0.010644741539630242
134,134,134,134,2019-08-16,291.2699890136719,296.3699951171875,284.1700134277344,-0.01720824033316537,0.024984957069522196
135,135,135,135,2019-08-19,297.5899963378906,295.7200012207031,281.6000061035156,0.0063235327656849805,0.056782634544748856
136,136,136,136,2019-08-20,295.70001220703125,289.0199890136719,278.1499938964844,0.023112668491048094,0.06309551930847146
137,137,137,137,2019-08-21,300.9800109863281,295.8699951171875,266.739990234375,0.017271152713936644,0.12836478220557646
138,138,138,138,2019-08-22,300.45001220703125,285.7699890136719,269.239990234375,0.05137006598917937,0.11591896859559281
139,139,139,139,2019-08-23,292.9700012207031,286.7300109863281,291.3299865722656,0.021762598944246925,0.005629405567664447
140,140,140,140,2019-08-26,292.489990234375,291.2699890136719,296.3699951171875,0.004188557924674763,-0.01309176011990787
141,141,141,141,2019-08-27,292.57000732421875,297.5899963378906,295.7200012207031,-0.01686880968932858,-0.010651947394432315
142,142,142,142,2019-08-28,295.54998779296875,295.70001220703125,289.0199890136719,-0.0005073534253270395,0.022593588774193707
143,143,143,143,2019-08-29,299.3099975585937,300.9800109863281,295.8699951171875,-0.005548585842168441,0.011626736398341775
144,144,144,144,2019-08-30,298.3999938964844,300.45001220703125,285.7699890136719,-0.0068231593518267575,0.044196400491194554
145,145,145,145,2019-09-03,292.9200134277344,292.9700012207031,286.7300109863281,-0.00017062427129221902,0.02158826144536863
146,146,146,146,2019-09-04,298.1099853515625,292.489990234375,291.2699890136719,0.01921431606149726,0.02348335426197834
147,147,147,147,2019-09-05,302.5299987792969,292.57000732421875,297.5899963378906,0.034043104917588884,0.01660002857017151
148,148,148,148,2019-09-06,302.6400146484375,295.54998779296875,295.70001220703125,0.023989264585709602,0.023469740124823835
149,149,149,149,2019-09-09,290.54998779296875,299.3099975585937,300.9800109863281,-0.02926734768994832,-0.03465354114108643
150,150,150,150,2019-09-10,286.260009765625,298.3999938964844,300.45001220703125,-0.04068359376398234,-0.04722916247255249
151,151,151,151,2019-09-11,285.79998779296875,292.9200134277344,292.9700012207031,-0.024307064414778146,-0.02447354131091728
152,152,152,152,2019-09-12,288.95001220703125,298.1099853515625,292.489990234375,-0.030726824308581424,-0.012102903160915446
153,153,153,153,2019-09-13,292.1199951171875,302.5299987792969,292.57000732421875,-0.0344098228410854,-0.0015381351326712034
154,154,154,154,2019-09-16,297.8599853515625,302.6400146484375,295.54998779296875,-0.01579443915381684,0.007815928452048926
155,155,155,155,2019-09-17,297.260009765625,290.54998779296875,299.3099975585937,0.02309420841358789,-0.006849045503624973
156,156,156,156,2019-09-18,295.1400146484375,286.260009765625,298.3999938964844,0.031020766365804864,-0.010924863655251138
157,157,157,157,2019-09-19,291.8999938964844,285.79998779296875,292.9200134277344,0.02134361918844596,-0.0034822459527902305
158,158,158,158,2019-09-20,289.1000061035156,288.95001220703125,298.1099853515625,0.0005190998101667343,-0.030223674787080212
159,159,159,159,2019-09-23,287.7200012207031,292.1199951171875,302.5299987792969,-0.015062282520986847,-0.04895381488894268
160,160,160,160,2019-09-24,285.9100036621094,297.8599853515625,302.6400146484375,-0.04011945973658937,-0.05528023452471276
161,161,161,161,2019-09-25,291.57000732421875,297.260009765625,290.54998779296875,-0.0191414998805004,0.0035106507454987224
162,162,162,162,2019-09-26,292.70001220703125,295.1400146484375,286.260009765625,-0.008267270855538578,0.022497038432574
163,163,163,163,2019-09-27,288.0,291.8999938964844,285.79998779296875,-0.013360719349200911,0.007697733733372125
164,164,164,164,2019-09-30,286.7799987792969,289.1000061035156,288.95001220703125,-0.008024930042332956,-0.007509995971827665
165,165,165,165,2019-10-01,283.0199890136719,287.7200012207031,292.1199951171875,-0.01633536836886773,-0.031151602956398294
166,166,166,166,2019-10-02,279.3800048828125,285.9100036621094,297.8599853515625,-0.022839350479719744,-0.062042507814328185
167,167,167,167,2019-10-03,281.29998779296875,291.57000732421875,297.260009765625,-0.03522316861565944,-0.05369044421831226
168,168,168,168,2019-10-04,289.7200012207031,292.70001220703125,295.1400146484375,-0.010181109880584183,-0.018364210743129994
169,169,169,169,2019-10-07,284.5899963378906,288.0,291.8999938964844,-0.01184029049343538,-0.02504281504434036
170,170,170,170,2019-10-08,279.8500061035156,286.7799987792969,289.1000061035156,-0.024164839616707345,-0.03199584851163206
171,171,171,171,2019-10-09,282.6400146484375,283.0199890136719,287.7200012207031,-0.0013425707723281333,-0.017656007753068526
172,172,172,172,2019-10-10,288.44000244140625,279.3800048828125,285.9100036621094,0.03242894051202416,0.008848934094264349
173,173,173,173,2019-10-11,291.2900085449219,281.29998779296875,291.57000732421875,0.03551376176847043,-0.0009603140661361698
174,174,174,174,2019-10-14,290.6499938964844,289.7200012207031,292.70001220703125,0.0032099705642096854,-0.00700382037940217
175,175,175,175,2019-10-15,295.9200134277344,284.5899963378906,288.0,0.03981171944073436,0.02750004662407779
176,176,176,176,2019-10-16,294.8299865722656,279.8500061035156,286.7799987792969,0.0535286051171604,0.02807025534289065
177,177,177,177,2019-10-17,293.8800048828125,282.6400146484375,283.0199890136719,0.03976786601980575,0.0383719040728816
178,178,178,178,2019-10-18,291.8299865722656,288.44000244140625,279.3800048828125,0.011752822431583487,0.044562894523090035
179,179,179,179,2019-10-21,292.20001220703125,291.2900085449219,281.29998779296875,0.0031240469477655797,0.03874875537529254
180,180,180,180,2019-10-22,286.2799987792969,290.6499938964844,289.7200012207031,-0.015035249299691689,-0.011873541443159552
181,181,181,181,2019-10-23,291.42999267578125,295.9200134277344,284.5899963378906,-0.015173089173468934,0.024034563498042116
182,182,182,182,2019-10-24,296.239990234375,294.8299865722656,279.8500061035156,0.004782429624958784,0.0585670315290141
183,183,183,183,2019-10-25,298.8800048828125,293.8800048828125,282.6400146484375,0.017013746824979803,0.05745821324901623
184,184,184,184,2019-10-28,302.04998779296875,291.8299865722656,288.44000244140625,0.03502039437668403,0.04718480528486069
185,185,185,185,2019-10-29,298.5899963378906,292.20001220703125,291.2900085449219,0.021868527939457705,0.025060893195184786
186,186,186,186,2019-10-30,300.0299987792969,286.2799987792969,290.6499938964844,0.04802990100122351,0.03227251016613897
187,187,187,187,2019-10-31,294.2200012207031,291.42999267578125,295.9200134277344,0.009573512044197097,-0.005744836881221627
188,188,188,188,2019-11-01,294.3399963378906,296.239990234375,294.8299865722656,-0.006413698214684516,-0.001661941650073273
189,189,189,189,2019-11-04,293.0400085449219,298.8800048828125,293.8800048828125,-0.019539601989033817,-0.002858297005356225
190,190,190,190,2019-11-05,291.7300109863281,302.04998779296875,291.8299865722656,-0.034166453314721346,-0.0003425816075715016
191,191,191,191,2019-11-06,294.07000732421875,298.5899963378906,292.20001220703125,-0.015137777785954265,0.006399709237050244
192,192,192,192,2019-11-07,296.5799865722656,300.0299987792969,286.2799987792969,-0.01149889084780853,0.03597871956437082
193,193,193,193,2019-11-08,293.45001220703125,294.2200012207031,291.42999267578125,-0.0026170519015608074,0.006931405764736498
194,194,194,194,2019-11-11,291.0,294.3399963378906,296.239990234375,-0.011347409048875767,-0.01768832840640222
195,195,195,195,2019-11-12,290.7300109863281,293.0400085449219,298.8800048828125,-0.007882874321714417,-0.02726844808397233
196,196,196,196,2019-11-13,291.010009765625,291.7300109863281,302.04998779296875,-0.0024680396037035646,-0.036550168758526125
197,197,197,197,2019-11-14,293.4100036621094,294.07000732421875,298.5899963378906,-0.002244375984191138,-0.01734817890522855
198,198,198,198,2019-11-15,297.3399963378906,296.5799865722656,300.0299987792969,0.0025625794053363293,-0.008965778263342994
199,199,199,199,2019-11-18,298.489990234375,293.45001220703125,294.2200012207031,0.017174911629541878,0.014512912092841779
200,200,200,200,2019-11-19,301.9200134277344,291.0,294.3399963378906,0.03752581933929333,0.02575258946848047
201,201,201,201,2019-11-20,301.0,290.7300109863281,293.0400085449219,0.035324832750599056,0.027163497211876164
202,202,202,202,2019-11-21,295.2699890136719,291.010009765625,291.7300109863281,0.014638600409236036,0.012134432159979669
203,203,203,203,2019-11-22,295.17999267578125,293.4100036621094,294.07000732421875,0.0060324767103381305,0.003774561580293101
204,204,204,204,2019-11-25,299.5199890136719,297.3399963378906,296.5799865722656,0.0073316496355368965,0.009913016975236388
205,205,205,205,2019-11-26,307.4200134277344,298.489990234375,293.45001220703125,0.029917328840231905,0.047606067948796627
206,206,206,206,2019-11-27,306.8800048828125,301.9200134277344,291.0,0.016428163866206713,0.054570463514819645
207,207,207,207,2019-11-29,306.9200134277344,301.0,290.7300109863281,0.019667818696792017,0.05568741385342424
208,208,208,208,2019-12-02,308.4200134277344,295.2699890136719,291.010009765625,0.04453559421324593,0.05982613339015774
209,209,209,209,2019-12-03,305.8800048828125,295.17999267578125,293.4100036621094,0.03624911061903813,0.04250025924495593
210,210,210,210,2019-12-04,306.2099914550781,299.5199890136719,297.3399963378906,0.022335746149819924,0.029831153650475617
211,211,211,211,2019-12-05,303.17999267578125,307.4200134277344,298.489990234375,-0.013792273003559119,0.015712427869770895
212,212,212,212,2019-12-06,307.7799987792969,306.8800048828125,301.9200134277344,0.0029327225044462057,0.019409065616529997
213,213,213,213,2019-12-09,302.6199951171875,306.9200134277344,301.0,-0.01401022456151868,0.005382043578695983
214,214,214,214,2019-12-10,302.5400085449219,308.4200134277344,295.2699890136719,-0.019064926486005218,0.024621599897554747
215,215,215,215,2019-12-11,303.0599975585937,305.8800048828125,295.17999267578125,-0.009219325484512098,0.026695592785205058
216,216,216,216,2019-12-12,301.5199890136719,306.2099914550781,299.5199890136719,-0.015316294609198922,0.006677350672274152
217,217,217,217,2019-12-13,304.7200012207031,303.17999267578125,307.4200134277344,0.005079519038608593,-0.008782812078257707
218,218,218,218,2019-12-16,307.6099853515625,307.7799987792969,306.8800048828125,-0.0005523862122577272,0.002378716296712602
219,219,219,219,2019-12-17,303.6199951171875,302.6199951171875,306.9200134277344,0.0033044743114636344,-0.01075204667721641
220,220,220,220,2019-12-18,296.7900085449219,302.5400085449219,308.4200134277344,-0.019005750768815166,-0.03770833401360163
221,221,221,221,2019-12-19,288.8699951171875,303.0599975585937,305.8800048828125,-0.04682241983672786,-0.055610074192792736
222,222,222,222,2019-12-20,290.29998779296875,301.5199890136719,306.2099914550781,-0.03721146733059333,-0.05195782014331629
223,223,223,223,2019-12-23,284.5599975585937,304.7200012207031,303.17999267578125,-0.0661591086287372,-0.06141564604198557
224,224,224,224,2019-12-24,285.4700012207031,307.6099853515625,307.7799987792969,-0.07197420495162388,-0.07248683360542807
225,225,225,225,2019-12-26,283.0,303.6199951171875,302.6199951171875,-0.0679138246782095,-0.06483376985578826
226,226,226,226,2019-12-27,285.82000732421875,296.7900085449219,302.5400085449219,-0.0369621648467412,-0.05526542192260331
227,227,227,227,2019-12-30,286.260009765625,288.8699951171875,303.0599975585937,-0.009035155591371469,-0.0554345275797099
228,228,228,228,2019-12-31,287.7200012207031,290.29998779296875,301.5199890136719,-0.008887312024641103,-0.045768069434172776
229,229,229,229,2020-01-02,287.739990234375,284.5599975585937,304.7200012207031,0.011175121953416856,-0.055723322782575746
230,230,230,230,2020-01-03,290.8099975585937,285.4700012207031,307.6099853515625,0.01870598071620888,-0.054614572325304644
231,231,231,231,2020-01-06,289.19000244140625,283.0,303.6199951171875,0.021872800146311766,-0.047526490046255865
232,232,232,232,2020-01-07,291.75,285.82000732421875,296.7900085449219,0.020747297333368886,-0.016981732537532546
233,233,233,233,2020-01-08,297.0199890136719,286.260009765625,288.8699951171875,0.03758813274986128,0.02821336253070572
234,234,234,234,2020-01-09,298.510009765625,287.7200012207031,290.29998779296875,0.03750176734027311,0.028281165407803455
235,235,235,235,2020-01-10,292.3999938964844,287.739990234375,284.5599975585937,0.016195189477533622,0.027551294648420654
236,236,236,236,2020-01-13,299.3999938964844,290.8099975585937,285.4700012207031,0.0295381740999463,0.04879669533126063
237,237,237,237,2020-01-14,296.17999267578125,289.19000244140625,283.0,0.024170926295390416,0.046572412281912445
238,238,238,238,2020-01-15,303.0799865722656,291.75,285.82000732421875,0.038834572655580546,0.060387582414649144
239,239,239,239,2020-01-16,308.9700012207031,297.0199890136719,286.260009765625,0.04023302353055169,0.0793334405098074
240,240,240,240,2020-01-17,310.0400085449219,298.510009765625,287.7200012207031,0.038625166333114525,0.07757544567469132
241,241,241,241,2020-01-21,310.9800109863281,292.3999938964844,287.739990234375,0.06354315142845546,0.08076743428337241
242,242,242,242,2020-01-22,318.29998779296875,299.3999938964844,290.8099975585937,0.06312623340606649,0.09452904117863503
243,243,243,243,2020-01-23,316.70001220703125,296.17999267578125,289.19000244140625,0.06928226091798373,0.0951278036356007
244,244,244,244,2020-01-24,320.6300048828125,303.0799865722656,291.75,0.05790556647778611,0.09898887706191095
245,245,245,245,2020-01-27,313.25,308.9700012207031,297.0199890136719,0.013852473581212221,0.05464282400731313
246,246,246,246,2020-01-28,317.45001220703125,310.0400085449219,298.510009765625,0.02390015307019877,0.06344846679103644
247,247,247,247,2020-01-29,319.54998779296875,310.9800109863281,292.3999938964844,0.027557966762749242,0.09285223824627042
