,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,GD,GD_6m,GD_12m,GD_6m_ret,GD_12m_ret
28,28,28,28,2019-03-18,151.79006958007812,146.90042114257812,150.5079345703125,0.03328546235244767,0.008518720381261113
29,29,29,29,2019-03-19,150.9500732421875,149.88015747070312,149.67681884765625,0.007138475095967989,0.00850669064410825
30,30,30,30,2019-03-20,148.97830200195312,149.2259063720703,147.43980407714844,-0.001659258610899772,0.010434752911090861
31,31,31,31,2019-03-21,150.16314697265625,151.83425903320312,148.5715789794922,-0.011006159421382167,0.010712466032172685
32,32,32,32,2019-03-22,146.64402770996094,149.950927734375,147.19223022460938,-0.022053214837536417,-0.0037243984537220776
33,33,33,33,2019-03-25,147.32484436035156,150.12774658203125,147.07728576660156,-0.018670114522422065,0.0016831871247804386
34,34,34,34,2019-03-26,147.5724334716797,151.79006958007812,146.90042114257812,-0.02778598178435765,0.004574611317480937
35,35,35,35,2019-03-27,147.2718048095703,150.9500732421875,149.88015747070312,-0.02436745046632538,-0.01740292180866343
36,36,36,36,2019-03-28,148.3328399658203,148.97830200195312,149.2259063720703,-0.004332590903904587,-0.0059846606260396396
37,37,37,37,2019-03-29,149.67681884765625,150.16314697265625,151.83425903320312,-0.0032386649774232,-0.014209179135751482
38,38,38,38,2019-04-01,152.3559112548828,146.64402770996094,149.950927734375,0.03895067282398368,0.016038470430593366
39,39,39,39,2019-04-02,150.26040649414062,147.32484436035156,150.12774658203125,0.019925777940133393,0.0008836468616204574
40,40,40,40,2019-04-03,148.32398986816406,147.5724334716797,151.79006958007812,0.005092796661299248,-0.02283469347832079
41,41,41,41,2019-04-04,149.57955932617188,147.2718048095703,150.9500732421875,0.015670036227135364,-0.009079253070760296
42,42,42,42,2019-04-05,151.30372619628906,148.3328399658203,148.97830200195312,0.02002851311384135,0.015609146856200962
43,43,43,43,2019-04-08,152.34706115722656,149.67681884765625,150.16314697265625,0.017840052522015037,0.014543609591293416
44,44,44,44,2019-04-09,149.57955932617188,152.3559112548828,146.64402770996094,-0.018222804129117476,0.020018078213297263
45,45,45,45,2019-04-10,149.75643920898438,150.26040649414062,147.32484436035156,-0.003353959282520025,0.01650498840972947
46,46,46,46,2019-04-11,152.4962158203125,148.32398986816406,147.5724334716797,0.02812913781416526,0.03336519045460973
47,47,47,47,2019-04-12,155.6096649169922,149.57955932617188,147.2718048095703,0.04031370073548035,0.05661545411359037
48,48,48,48,2019-04-15,153.0032501220703,151.30372619628906,148.3328399658203,0.011232531864922013,0.03148601589052147
49,49,49,49,2019-04-16,154.55108642578125,152.34706115722656,149.67681884765625,0.014467133476766314,0.03256528041984996
50,50,50,50,2019-04-17,155.25384521484375,149.57955932617188,152.3559112548828,0.0379349017622026,0.01902081734861505
51,51,51,51,2019-04-18,157.31759643554688,149.75643920898438,150.26040649414062,0.05048969691387328,0.04696639724371732
52,52,52,52,2019-04-22,157.47772216796875,152.4962158203125,148.32398986816406,0.03266642598873393,0.06171444220143263
53,53,53,53,2019-04-23,162.22796630859375,155.6096649169922,149.57955932617188,0.04253142884879302,0.08455972887873586
54,54,54,54,2019-04-24,160.76905822753906,153.0032501220703,151.30372619628906,0.05075583753464685,0.06255848596200764
55,55,55,55,2019-04-25,157.3442840576172,154.55108642578125,152.34706115722656,0.01807297312773848,0.032801570719065865
56,56,56,56,2019-04-26,158.40283203125,155.25384521484375,149.57955932617188,0.020282826567346035,0.05898715536284049
57,57,57,57,2019-04-29,159.41696166992188,157.31759643554688,149.75643920898438,0.013344757877959967,0.06450822757248043
58,58,58,58,2019-04-30,158.9810333251953,157.47772216796875,152.4962158203125,0.00954618301897403,0.04252444868877214
59,59,59,59,2019-05-01,156.9084014892578,162.22796630859375,155.6096649169922,-0.03279067685048176,0.008346117658941221
60,60,60,60,2019-05-02,155.28945922851562,160.76905822753906,153.0032501220703,-0.034083666716937966,0.014942225767238915
61,61,61,61,2019-05-03,157.17527770996094,157.3442840576172,154.55108642578125,-0.0010741181268101307,0.01697944249288663
62,62,62,62,2019-05-06,155.9921417236328,158.40283203125,155.25384521484375,-0.015218732371789945,0.004755415286284093
63,63,63,63,2019-05-07,151.65113830566406,159.41696166992188,157.31759643554688,-0.048713909002589095,-0.03601922644555766
64,64,64,64,2019-05-08,149.7030029296875,158.9810333251953,157.47772216796875,-0.058359353952176285,-0.049370280006898914
65,65,65,65,2019-05-09,153.04774475097656,156.9084014892578,162.22796630859375,-0.024604525325851112,-0.05658840313731328
66,66,66,66,2019-05-10,153.96400451660156,155.28945922851562,160.76905822753906,-0.00853538107801377,-0.04232813071098662
67,67,67,67,2019-05-13,149.4361572265625,157.17527770996094,157.3442840576172,-0.04923878994303166,-0.05026001979302186
68,68,68,68,2019-05-14,149.8809356689453,155.9921417236328,158.40283203125,-0.03917637123999851,-0.05379888890258899
69,69,69,69,2019-05-15,149.19598388671875,151.65113830566406,159.41696166992188,-0.01618948889125227,-0.0641147446051945
70,70,70,70,2019-05-16,151.09072875976562,149.7030029296875,158.9810333251953,0.009269859674958747,-0.04963047729907555
71,71,71,71,2019-05-17,147.99508666992188,153.04774475097656,156.9084014892578,-0.03301360689290689,-0.05680584809186373
72,72,72,72,2019-05-20,150.59259033203125,153.96400451660156,155.28945922851562,-0.02189741813455348,-0.030245896404164307
73,73,73,73,2019-05-21,152.51400756835938,149.4361572265625,157.17527770996094,0.020596423241334483,-0.029656509659255148
74,74,74,74,2019-05-22,150.5836639404297,149.8809356689453,155.9921417236328,0.004688576758264729,-0.03467147590540287
75,75,75,75,2019-05-23,145.51321411132812,149.19598388671875,151.65113830566406,-0.024684107972952396,-0.04047397377238604
76,76,76,76,2019-05-24,145.9134979248047,151.09072875976562,149.7030029296875,-0.03426570827646702,-0.025313486908894345
77,77,77,77,2019-05-28,145.58436584472656,147.99508666992188,153.04774475097656,-0.016289194995858347,-0.04876503680857003
78,78,78,78,2019-05-29,144.38348388671875,150.59259033203125,153.96400451660156,-0.04123115507623898,-0.06222571736791749
79,79,79,79,2019-05-30,144.31231689453125,152.51400756835938,149.4361572265625,-0.05377663864843352,-0.03428782181719858
80,80,80,80,2019-05-31,143.05804443359375,150.5836639404297,149.8809356689453,-0.04997633415144587,-0.04552207527194696
81,81,81,81,2019-06-03,145.13067626953125,145.51321411132812,149.19598388671875,-0.0026288873085038578,-0.02724810354328433
82,82,82,82,2019-06-04,149.2493438720703,145.9134979248047,151.09072875976562,0.02286180507429636,-0.01218727914551998
83,83,83,83,2019-06-05,152.94993591308594,145.58436584472656,147.99508666992188,0.0505931390752159,0.033479822571508944
84,84,84,84,2019-06-06,152.98545837402344,144.38348388671875,150.59259033203125,0.05957727473908081,0.01588967980905509
85,85,85,85,2019-06-07,154.7556610107422,144.31231689453125,152.51400756835938,0.07236627019052921,0.01469801677972482
86,86,86,86,2019-06-10,154.23976135253906,143.05804443359375,150.5836639404297,0.07816209821137154,0.024279508921736026
87,87,87,87,2019-06-11,150.9839630126953,145.13067626953125,145.51321411132812,0.04033114771885682,0.03759623436797743
88,88,88,88,2019-06-12,151.25973510742188,149.2493438720703,145.9134979248047,0.013470017242251942,0.03663977122508788
89,89,89,89,2019-06-13,152.94993591308594,152.94993591308594,145.58436584472656,0.0,0.0505931390752159
90,90,90,90,2019-06-14,152.33607482910156,152.98545837402344,144.38348388671875,-0.004244740329072627,0.055079644349226964
91,91,91,91,2019-06-17,152.80758666992188,154.7556610107422,144.31231689453125,-0.012588065135045956,0.058867253732744595
92,92,92,92,2019-06-18,154.41766357421875,154.23976135253906,143.05804443359375,0.0011534134915642813,0.079405664921542
93,93,93,93,2019-06-19,154.44435119628906,150.9839630126953,145.13067626953125,0.022918912145012404,0.06417440589514523
94,94,94,94,2019-06-20,158.3050079345703,151.25973510742188,149.2493438720703,0.04657731829389378,0.060674732816662136
95,95,95,95,2019-06-21,157.83351135253906,152.94993591308594,152.94993591308594,0.031929241488719784,0.031929241488719784
96,96,96,96,2019-06-24,158.1804656982422,152.33607482910156,152.98545837402344,0.0383651139475476,0.03395752367207239
97,97,97,97,2019-06-25,158.0203399658203,152.80758666992188,154.7556610107422,0.034113183837910066,0.021095699722748718
98,98,98,98,2019-06-26,159.1411895751953,154.41766357421875,154.23976135253906,0.03058928552371376,0.0317779811098986
99,99,99,99,2019-06-27,158.09152221679688,154.44435119628906,150.9839630126953,0.023614790649562067,0.04707492810679459
100,100,100,100,2019-06-28,161.73870849609375,158.3050079345703,151.25973510742188,0.02169041021710849,0.06927800965160946
101,101,101,101,2019-07-01,162.37916564941406,157.83351135253906,152.94993591308594,0.0288003115303046,0.061649125120825765
102,102,102,102,2019-07-02,163.29541015625,158.1804656982422,152.33607482910156,0.03233613224888021,0.07194182559477902
103,103,103,103,2019-07-03,163.38487243652344,158.0203399658203,152.80758666992188,0.03394836684861868,0.06921963756583271
104,104,104,104,2019-07-05,163.0539093017578,159.1411895751953,154.41766357421875,0.02458646775864226,0.05592783576464466
105,105,105,105,2019-07-08,162.3292999267578,158.09152221679688,154.44435119628906,0.026805850500632777,0.05105365569795084
106,106,106,106,2019-07-09,161.7568359375,161.73870849609375,158.3050079345703,0.00011207855914530107,0.021804919806178047
107,107,107,107,2019-07-10,163.2864532470703,162.37916564941406,157.83351135253906,0.005587463108507107,0.034548695317000666
108,108,108,108,2019-07-11,164.2346649169922,163.29541015625,158.1804656982422,0.005751874837409465,0.038274000471711034
109,109,109,109,2019-07-12,166.23837280273438,163.38487243652344,158.0203399658203,0.017464899434429304,0.052006171096022236
110,110,110,110,2019-07-15,166.7393035888672,163.0539093017578,159.1411895751953,0.022602305598751204,0.04774448421526789
111,111,111,111,2019-07-16,167.17762756347656,162.3292999267578,158.09152221679688,0.029867236776763617,0.05747370396130136
112,112,112,112,2019-07-17,164.18992614746094,161.7568359375,161.73870849609375,0.015041653082909168,0.015155417488859069
113,113,113,113,2019-07-18,163.85891723632812,163.2864532470703,162.37916564941406,0.0035058878300922025,0.009112939957512278
114,114,114,114,2019-07-19,164.45831298828125,164.2346649169922,163.29541015625,0.0013617592327546113,0.007121466738829518
115,115,115,115,2019-07-22,165.14707946777344,166.23837280273438,163.38487243652344,-0.006564629553105106,0.010785619286354908
116,116,116,116,2019-07-23,166.3546905517578,166.7393035888672,163.0539093017578,-0.002306672924925479,0.02024349654746005
117,117,117,117,2019-07-24,167.8485107421875,167.17762756347656,162.3292999267578,0.004012996167541694,0.034000090051025555
118,118,118,118,2019-07-25,167.82171630859375,164.18992614746094,161.7568359375,0.02211944573183522,0.03749381184382905
119,119,119,119,2019-07-26,169.7180938720703,163.85891723632812,163.2864532470703,0.03575744753208454,0.03938869696231451
120,120,120,120,2019-07-29,169.80755615234375,164.45831298828125,164.2346649169922,0.03252643826185708,0.03393249067222337
121,121,121,121,2019-07-30,169.17242431640625,165.14707946777344,166.23837280273438,0.024374302358875832,0.017649664540169363
122,122,122,122,2019-07-31,166.32785034179688,166.3546905517578,166.7393035888672,-0.00016134327124717185,-0.002467644030017313
123,123,123,123,2019-08-01,164.08258056640625,167.8485107421875,167.17762756347656,-0.022436482511099864,-0.018513523861888426
124,124,124,124,2019-08-02,162.77658081054688,167.82171630859375,164.18992614746094,-0.030062471109339572,-0.008607990575772106
125,125,125,125,2019-08-05,158.1250457763672,169.7180938720703,163.85891723632812,-0.06830767321981412,-0.03499273372892586
126,126,126,126,2019-08-06,161.61366271972656,169.80755615234375,164.45831298828125,-0.048253997750641875,-0.0172970901675088
127,127,127,127,2019-08-07,161.7747344970703,169.17242431640625,165.14707946777344,-0.04372869780183508,-0.020420251944941015
128,128,128,128,2019-08-08,164.7445526123047,166.32785034179688,166.3546905517578,-0.00951913781269087,-0.00967894523510393
129,129,129,129,2019-08-09,164.68191528320312,164.08258056640625,167.8485107421875,0.0036526407296131325,-0.01886579419133605
130,130,130,130,2019-08-12,162.22198486328125,162.77658081054688,167.82171630859375,-0.003407099132467395,-0.033367144422570494
131,131,131,131,2019-08-13,163.79635620117188,158.1250457763672,169.7180938720703,0.03586598439835709,-0.034891610763447045
132,132,132,132,2019-08-14,161.7568359375,161.61366271972656,169.80755615234375,0.000885897982658479,-0.04741084788724603
133,133,133,133,2019-08-15,163.00021362304688,161.7747344970703,169.17242431640625,0.0075752195161151725,-0.03648473277072262
134,134,134,134,2019-08-16,164.90554809570312,164.7445526123047,166.32785034179688,0.0009772431369996504,-0.008551197187788961
135,135,135,135,2019-08-19,167.80381774902344,164.68191528320312,164.08258056640625,0.018957166367974176,0.02267905081558097
136,136,136,136,2019-08-20,167.4281005859375,162.22198486328125,162.77658081054688,0.03209254113765092,0.02857609953611484
137,137,137,137,2019-08-21,168.59994506835938,163.79635620117188,158.1250457763672,0.029326591742296237,0.06624440322253955
138,138,138,138,2019-08-22,167.76800537109375,161.7568359375,161.61366271972656,0.03716176443953412,0.03808058395434166
139,139,139,139,2019-08-23,164.18992614746094,163.00021362304688,161.7747344970703,0.007298840277383922,0.0149293501108132
140,140,140,140,2019-08-26,165.17388916015625,164.90554809570312,164.7445526123047,0.0016272409724953363,0.0026060743195674974
141,141,141,141,2019-08-27,164.01995849609375,167.80381774902344,164.68191528320312,-0.022549303726742576,-0.004019608260998231
142,142,142,142,2019-08-28,165.88059997558594,167.4281005859375,162.22198486328125,-0.009242777078255493,0.022553139855785442
143,143,143,143,2019-08-29,169.48550415039062,168.59994506835938,163.79635620117188,0.00525242805786319,0.03473305561346818
144,144,144,144,2019-08-30,171.09567260742188,167.76800537109375,161.7568359375,0.019834933537938415,0.05773379910528309
145,145,145,145,2019-09-03,169.31556701660156,164.18992614746094,163.00021362304688,0.031217754885505045,0.038744448569616674
146,146,146,146,2019-09-04,170.59471130371094,165.17388916015625,164.90554809570312,0.03281888058165494,0.03449952578130411
147,147,147,147,2019-09-05,171.99017333984375,164.01995849609375,167.80381774902344,0.04859295732561608,0.024947916245157575
148,148,148,148,2019-09-06,172.34799194335938,165.88059997558594,167.4281005859375,0.03898823592828404,0.02938509927666888
149,149,149,149,2019-09-09,168.23318481445312,169.48550415039062,168.59994506835938,-0.0073889465781467045,-0.0021753284306086362
150,150,150,150,2019-09-10,168.0542755126953,171.09567260742188,167.76800537109375,-0.01777600244574873,0.0017063452651078226
151,151,151,151,2019-09-11,168.707275390625,169.31556701660156,164.18992614746094,-0.003592650319724666,0.02751295008870991
152,152,152,152,2019-09-12,169.4318084716797,170.59471130371094,165.17388916015625,-0.006816757818247532,0.02577840440261636
153,153,153,153,2019-09-13,169.923828125,171.99017333984375,164.01995849609375,-0.012014321369167802,0.035994824550860116
154,154,154,154,2019-09-16,170.82730102539062,172.34799194335938,165.88059997558594,-0.008823374736321332,0.02982085337605933
155,155,155,155,2019-09-17,171.13140869140625,168.23318481445312,169.48550415039062,0.01722742085724427,0.009711181786703937
156,156,156,156,2019-09-18,170.2279815673828,168.0542755126953,171.09567260742188,0.012934547770689031,-0.005071379227866157
157,157,157,157,2019-09-19,168.28684997558594,168.707275390625,169.31556701660156,-0.0024920408089432744,-0.0060757380974588715
158,158,158,158,2019-09-20,167.6070098876953,169.4318084716797,170.59471130371094,-0.010770106277236513,-0.01751344688931533
159,159,159,159,2019-09-23,167.0881805419922,169.923828125,171.99017333984375,-0.016687757180951945,-0.028501586472417073
160,160,160,160,2019-09-24,165.2186279296875,170.82730102539062,172.34799194335938,-0.032832416493365324,-0.0413660985154668
161,161,161,161,2019-09-25,166.38150024414062,171.13140869140625,168.23318481445312,-0.02775591274323541,-0.01100665467609585
162,162,162,162,2019-09-26,166.38150024414062,170.2279815673828,168.0542755126953,-0.02259605787383201,-0.009953779893141279
163,163,163,163,2019-09-27,163.71580505371094,168.28684997558594,168.707275390625,-0.027162222850675155,-0.029586574291812884
164,164,164,164,2019-09-30,163.4564208984375,167.6070098876953,169.4318084716797,-0.024763815022050162,-0.035267212379669344
165,165,165,165,2019-10-01,159.86045837402344,167.0881805419922,169.923828125,-0.043256932623982336,-0.059222828616912415
166,166,166,166,2019-10-02,156.01400756835938,165.2186279296875,170.82730102539062,-0.055711758877729944,-0.08671502370004369
167,167,167,167,2019-10-03,156.43441772460938,166.38150024414062,171.13140869140625,-0.059784786799826684,-0.08588131821727307
168,168,168,168,2019-10-04,158.00877380371094,166.38150024414062,170.2279815673828,-0.050322460298434235,-0.07178142894700912
169,169,169,169,2019-10-07,158.0624542236328,163.71580505371094,168.28684997558594,-0.03453149088582741,-0.06075576168569574
170,170,170,170,2019-10-08,157.883544921875,163.4564208984375,167.6070098876953,-0.03409395572184448,-0.05801347433102888
171,171,171,171,2019-10-09,158.37554931640625,159.86045837402344,167.0881805419922,-0.009288782684101715,-0.05214391106135896
172,172,172,172,2019-10-10,158.96932983398438,156.01400756835938,165.2186279296875,0.018942672595152032,-0.03782441589069885
173,173,173,173,2019-10-11,161.61447143554688,156.43441772460938,166.38150024414062,0.03311326104755663,-0.02865119500424529
174,174,174,174,2019-10-14,161.15562438964844,158.00877380371094,166.38150024414062,0.01991566993518168,-0.03140899587288237
175,175,175,175,2019-10-15,160.5527801513672,158.0624542236328,163.71580505371094,0.01575532873993568,-0.019320217136678086
176,176,176,176,2019-10-16,160.40884399414062,157.883544921875,163.4564208984375,0.015994694529535725,-0.018644583599383147
177,177,177,177,2019-10-17,159.0323486328125,158.37554931640625,159.86045837402344,0.004147100478837595,-0.0051802037203810825
178,178,178,178,2019-10-18,156.9359893798828,158.96932983398438,156.01400756835938,-0.012790772007562956,0.005909609181210529
179,179,179,179,2019-10-21,157.85372924804688,161.61447143554688,156.43441772460938,-0.023269835640924108,0.00907288526452077
180,180,180,180,2019-10-22,161.8394317626953,161.15562438964844,158.00877380371094,0.004243149288997383,0.024243324384904508
181,181,181,181,2019-10-23,156.15321350097656,160.5527801513672,158.0624542236328,-0.02740261891598994,-0.012079027445410784
182,182,182,182,2019-10-24,157.1519012451172,160.40884399414062,157.883544921875,-0.020304009853362004,-0.004634071759155423
183,183,183,183,2019-10-25,156.13523864746094,159.0323486328125,158.37554931640625,-0.018217111237165073,-0.01414555894906211
184,184,184,184,2019-10-28,157.3858184814453,156.9359893798828,158.96932983398438,0.002866322144079003,-0.009961112336529077
185,185,185,185,2019-10-29,158.37551879882812,157.85372924804688,161.61447143554688,0.0033055256487561913,-0.020041229030721253
186,186,186,186,2019-10-30,160.36387634277344,161.8394317626953,161.15562438964844,-0.009117403613264519,-0.004912940828926238
187,187,187,187,2019-10-31,159.0683135986328,156.15321350097656,160.5527801513672,0.01866820433790184,-0.009245972267405422
188,188,188,188,2019-11-01,161.70445251464844,157.1519012451172,160.40884399414062,0.0289691135357657,0.008076914515730449
189,189,189,189,2019-11-04,160.21092224121094,156.13523864746094,159.0323486328125,0.026103547341753686,0.007410904878979219
190,190,190,190,2019-11-05,161.3175506591797,157.3858184814453,156.9359893798828,0.024981489537431845,0.027919416678164
191,191,191,191,2019-11-06,163.35992431640625,158.37551879882812,157.85372924804688,0.031472070654489315,0.03488162804001349
192,192,192,192,2019-11-07,164.6015167236328,160.36387634277344,161.8394317626953,0.026425155574323567,0.017066823152144694
193,193,193,193,2019-11-08,166.51788330078125,159.0683135986328,156.15321350097656,0.04683251826599144,0.06637500162454146
194,194,194,194,2019-11-11,165.86106872558594,161.70445251464844,157.1519012451172,0.025705020154352054,0.055418785337408405
195,195,195,195,2019-11-12,166.6978302001953,160.21092224121094,156.13523864746094,0.04048979849961665,0.06765027321336303
196,196,196,196,2019-11-13,166.19395446777344,161.3175506591797,157.3858184814453,0.03022860059967236,0.05596524560671612
197,197,197,197,2019-11-14,166.61685180664062,163.35992431640625,158.37551879882812,0.019937126586359932,0.05203665989742268
198,198,198,198,2019-11-15,168.31727600097656,164.6015167236328,160.36387634277344,0.022574271193275486,0.04959595539585826
199,199,199,199,2019-11-18,167.867431640625,166.51788330078125,159.0683135986328,0.008104524950068415,0.05531659852882109
200,200,200,200,2019-11-19,166.40090942382812,165.86106872558594,161.70445251464844,0.003254776436629303,0.029043460684882838
201,201,201,201,2019-11-20,165.84307861328125,166.6978302001953,160.21092224121094,-0.005127550765883115,0.035154634236426396
202,202,202,202,2019-11-21,164.6015167236328,166.19395446777344,161.3175506591797,-0.009581803076052386,0.02035715302540919
203,203,203,203,2019-11-22,164.5385284423828,166.61685180664062,163.35992431640625,-0.012473668429827889,0.0072147690500503625
204,204,204,204,2019-11-25,164.34059143066406,168.31727600097656,164.6015167236328,-0.02362612243255069,-0.001585193734313206
205,205,205,205,2019-11-26,163.7647705078125,167.867431640625,166.51788330078125,-0.02443988743209935,-0.016533436159501314
206,206,206,206,2019-11-27,164.0616912841797,166.40090942382812,165.86106872558594,-0.014057724490497692,-0.010848702804292731
207,207,207,207,2019-11-29,163.51284790039062,165.84307861328125,166.6978302001953,-0.014050816786417397,-0.01910632127592593
208,208,208,208,2019-12-02,160.13897705078125,164.6015167236328,166.19395446777344,-0.027111169821990133,-0.036433199007646855
209,209,209,209,2019-12-03,159.2842254638672,164.5385284423828,166.61685180664062,-0.031933572204977834,-0.04400891184334088
210,210,210,210,2019-12-04,160.21990966796875,164.34059143066406,168.31727600097656,-0.025074035129256766,-0.04810775533796563
211,211,211,211,2019-12-05,164.07965087890625,163.7647705078125,167.867431640625,0.0019227601279405704,-0.022564119345244604
212,212,212,212,2019-12-06,165.14132690429688,164.0616912841797,166.40090942382812,0.0065806685989058256,-0.0075695651177185574
213,213,213,213,2019-12-09,164.79945373535156,163.51284790039062,165.84307861328125,0.00786853052516534,-0.00629284554203946
214,214,214,214,2019-12-10,162.3792266845703,160.13897705078125,164.6015167236328,0.013989408918721136,-0.013501030144173809
215,215,215,215,2019-12-11,161.2906036376953,159.2842254638672,164.5385284423828,0.012596213893655506,-0.019739600417204684
216,216,216,216,2019-12-12,162.37022399902344,160.21990966796875,164.34059143066406,0.013421018246177363,-0.011989535966054565
217,217,217,217,2019-12-13,161.0746612548828,164.07965087890625,163.7647705078125,-0.018314212688331333,-0.016426666398322576
218,218,218,218,2019-12-16,162.4781951904297,165.14132690429688,164.0616912841797,-0.016126379530730817,-0.009651833291216882
219,219,219,219,2019-12-17,162.9370574951172,164.79945373535156,163.51284790039062,-0.011300985519194562,-0.003521377143551385
220,220,220,220,2019-12-18,160.5618133544922,162.3792266845703,160.13897705078125,-0.011192400451620177,0.0026404334004010988
221,221,221,221,2019-12-19,160.73275756835938,161.2906036376953,159.2842254638672,-0.0034586396030175104,0.009094008526417285
222,222,222,222,2019-12-20,160.44485473632812,162.37022399902344,160.21990966796875,-0.011857896203351204,0.0014039770015195074
223,223,223,223,2019-12-23,161.71340942382812,161.0746612548828,164.07965087890625,0.003965540973167592,-0.014421297475970651
224,224,224,224,2019-12-24,160.88571166992188,162.4781951904297,165.14132690429688,-0.009801213748351745,-0.025769535186314863
225,225,225,225,2019-12-26,160.31884765625,162.9370574951172,164.79945373535156,-0.016068842037027964,-0.027188233805051865
226,226,226,226,2019-12-27,159.6890869140625,160.5618133544922,162.3792266845703,-0.005435454559191255,-0.016567019226748414
227,227,227,227,2019-12-30,158.35751342773438,160.73275756835938,161.2906036376953,-0.014777598397232805,-0.01818512761319624
228,228,228,228,2019-12-31,158.6634521484375,160.44485473632812,162.37022399902344,-0.011102896324211464,-0.022829135535393674
229,229,229,229,2020-01-02,160.53480529785156,161.71340942382812,161.0746612548828,-0.007288227551294768,-0.003351588343103784
230,230,230,230,2020-01-03,162.10931396484375,160.88571166992188,162.4781951904297,0.007605413073799028,-0.0022703429537335174
231,231,231,231,2020-01-06,163.82778930664062,160.31884765625,162.9370574951172,0.02188726841347055,0.0054667233176843855
232,232,232,232,2020-01-07,161.9653778076172,159.6890869140625,160.5618133544922,0.014254517559986413,0.008741583218334625
233,233,233,233,2020-01-08,162.3792266845703,158.35751342773438,160.73275756835938,0.0253964158048694,0.010243519374143029
234,234,234,234,2020-01-09,163.39593505859375,158.6634521484375,160.44485473632812,0.02982717724891537,0.01839311286806522
235,235,235,235,2020-01-10,161.50648498535156,160.53480529785156,161.71340942382812,0.006052766474517357,-0.0012795750161586072
236,236,236,236,2020-01-13,162.96405029296875,162.10931396484375,160.88571166992188,0.0052725923466085955,0.012918105663173307
237,237,237,237,2020-01-14,162.82008361816406,163.82778930664062,160.31884765625,-0.006151005838151313,0.015601633859526842
238,238,238,238,2020-01-15,163.39593505859375,161.9653778076172,159.6890869140625,0.008832487969594238,0.023212908384441455
239,239,239,239,2020-01-16,165.0335693359375,162.3792266845703,158.35751342773438,0.01634656541703694,0.042158125394218926
240,240,240,240,2020-01-17,164.5720977783203,163.39593505859375,158.6634521484375,0.007198237332555424,0.037240117682268536
241,241,241,241,2020-01-21,165.8388214111328,161.50648498535156,160.53480529785156,0.026824535412148798,0.03303966453530327
242,242,242,242,2020-01-22,165.6669158935547,162.96405029296875,162.10931396484375,0.01658565552173541,0.021945697268711317
243,243,243,243,2020-01-23,167.04217529296875,162.82008361816406,163.82778930664062,0.025931025098267835,0.019620517373347912
