,Unnamed: 0.1,Unnamed: 0,Date,ADBE,ADBE_6m,ADBE_12m
146,146,146,2019-09-04,284.6000061035156,288.739990234375,287.45001220703125
147,147,147,2019-09-05,287.75,289.45001220703125,287.9700012207031
148,148,148,2019-09-06,284.94000244140625,282.1300048828125,285.7099914550781
149,149,149,2019-09-09,279.29998779296875,286.6300048828125,291.5299987792969
150,150,150,2019-09-10,276.1400146484375,284.510009765625,287.69000244140625
151,151,151,2019-09-11,277.7799987792969,282.45001220703125,282.44000244140625
152,152,152,2019-09-12,278.0199890136719,284.6000061035156,288.739990234375
153,153,153,2019-09-13,278.3500061035156,287.75,289.45001220703125
154,154,154,2019-09-16,282.92999267578125,284.94000244140625,282.1300048828125
155,155,155,2019-09-17,284.69000244140625,279.29998779296875,286.6300048828125
156,156,156,2019-09-18,279.7200012207031,276.1400146484375,284.510009765625
157,157,157,2019-09-19,281.260009765625,277.7799987792969,282.45001220703125
158,158,158,2019-09-20,277.9100036621094,278.0199890136719,284.6000061035156
159,159,159,2019-09-23,277.44000244140625,278.3500061035156,287.75
160,160,160,2019-09-24,272.4700012207031,282.92999267578125,284.94000244140625
161,161,161,2019-09-25,277.42999267578125,284.69000244140625,279.29998779296875
162,162,162,2019-09-26,283.8099975585937,279.7200012207031,276.1400146484375
163,163,163,2019-09-27,277.5400085449219,281.260009765625,277.7799987792969
164,164,164,2019-09-30,276.25,277.9100036621094,278.0199890136719
165,165,165,2019-10-01,272.7099914550781,277.44000244140625,278.3500061035156
166,166,166,2019-10-02,266.6600036621094,272.4700012207031,282.92999267578125
167,167,167,2019-10-03,272.3999938964844,277.42999267578125,284.69000244140625
168,168,168,2019-10-04,276.9599914550781,283.8099975585937,279.7200012207031
169,169,169,2019-10-07,276.8999938964844,277.5400085449219,281.260009765625
170,170,170,2019-10-08,270.8299865722656,276.25,277.9100036621094
171,171,171,2019-10-09,274.2699890136719,272.7099914550781,277.44000244140625
172,172,172,2019-10-10,274.9800109863281,266.6600036621094,272.4700012207031
173,173,173,2019-10-11,278.2900085449219,272.3999938964844,277.42999267578125
174,174,174,2019-10-14,277.7799987792969,276.9599914550781,283.8099975585937
175,175,175,2019-10-15,279.3900146484375,276.8999938964844,277.5400085449219
176,176,176,2019-10-16,272.70001220703125,270.8299865722656,276.25
177,177,177,2019-10-17,269.239990234375,274.2699890136719,272.7099914550781
178,178,178,2019-10-18,265.5199890136719,274.9800109863281,266.6600036621094
179,179,179,2019-10-21,266.8399963378906,278.2900085449219,272.3999938964844
180,180,180,2019-10-22,261.0899963378906,277.7799987792969,276.9599914550781
181,181,181,2019-10-23,261.32000732421875,279.3900146484375,276.8999938964844
182,182,182,2019-10-24,269.70001220703125,272.70001220703125,270.8299865722656
183,183,183,2019-10-25,270.9800109863281,269.239990234375,274.2699890136719
184,184,184,2019-10-28,271.3500061035156,265.5199890136719,274.9800109863281
185,185,185,2019-10-29,271.45001220703125,266.8399963378906,278.2900085449219
186,186,186,2019-10-30,278.4100036621094,261.0899963378906,277.7799987792969
187,187,187,2019-10-31,277.92999267578125,261.32000732421875,279.3900146484375
188,188,188,2019-11-01,277.82000732421875,269.70001220703125,272.70001220703125
189,189,189,2019-11-04,277.5,270.9800109863281,269.239990234375
190,190,190,2019-11-05,289.2900085449219,271.3500061035156,265.5199890136719
191,191,191,2019-11-06,287.3999938964844,271.45001220703125,266.8399963378906
192,192,192,2019-11-07,290.7699890136719,278.4100036621094,261.0899963378906
193,193,193,2019-11-08,292.4599914550781,277.92999267578125,261.32000732421875
194,194,194,2019-11-11,290.2699890136719,277.82000732421875,269.70001220703125
195,195,195,2019-11-12,291.7200012207031,277.5,270.9800109863281
196,196,196,2019-11-13,293.5400085449219,289.2900085449219,271.3500061035156
197,197,197,2019-11-14,294.5299987792969,287.3999938964844,271.45001220703125
198,198,198,2019-11-15,297.5,290.7699890136719,278.4100036621094
199,199,199,2019-11-18,297.1600036621094,292.4599914550781,277.92999267578125
200,200,200,2019-11-19,300.6000061035156,290.2699890136719,277.82000732421875
201,201,201,2019-11-20,300.1000061035156,291.7200012207031,277.5
202,202,202,2019-11-21,298.79998779296875,293.5400085449219,289.2900085449219
203,203,203,2019-11-22,299.29998779296875,294.5299987792969,287.3999938964844
204,204,204,2019-11-25,305.2799987792969,297.5,290.7699890136719
205,205,205,2019-11-26,307.8999938964844,297.1600036621094,292.4599914550781
206,206,206,2019-11-27,309.0599975585937,300.6000061035156,290.2699890136719
207,207,207,2019-11-29,309.5299987792969,300.1000061035156,291.7200012207031
208,208,208,2019-12-02,302.75,298.79998779296875,293.5400085449219
209,209,209,2019-12-03,303.9100036621094,299.29998779296875,294.5299987792969
210,210,210,2019-12-04,302.510009765625,305.2799987792969,297.5
211,211,211,2019-12-05,303.0299987792969,307.8999938964844,297.1600036621094
212,212,212,2019-12-06,306.2300109863281,309.0599975585937,300.6000061035156
213,213,213,2019-12-09,307.04998779296875,309.5299987792969,300.1000061035156
214,214,214,2019-12-10,304.1700134277344,302.75,298.79998779296875
215,215,215,2019-12-11,303.739990234375,303.9100036621094,299.29998779296875
216,216,216,2019-12-12,305.9599914550781,302.510009765625,305.2799987792969
217,217,217,2019-12-13,317.94000244140625,303.0299987792969,307.8999938964844
218,218,218,2019-12-16,323.79998779296875,306.2300109863281,309.0599975585937
219,219,219,2019-12-17,322.8500061035156,307.04998779296875,309.5299987792969
220,220,220,2019-12-18,324.3800048828125,304.1700134277344,302.75
221,221,221,2019-12-19,327.6300048828125,303.739990234375,303.9100036621094
222,222,222,2019-12-20,327.6099853515625,305.9599914550781,302.510009765625
223,223,223,2019-12-23,328.95001220703125,317.94000244140625,303.0299987792969
224,224,224,2019-12-24,329.6400146484375,323.79998779296875,306.2300109863281
225,225,225,2019-12-26,331.20001220703125,322.8500061035156,307.04998779296875
226,226,226,2019-12-27,330.7900085449219,324.3800048828125,304.1700134277344
227,227,227,2019-12-30,328.3399963378906,327.6300048828125,303.739990234375
228,228,228,2019-12-31,329.8099975585937,327.6099853515625,305.9599914550781
229,229,229,2020-01-02,334.42999267578125,328.95001220703125,317.94000244140625
230,230,230,2020-01-03,331.8099975585937,329.6400146484375,323.79998779296875
231,231,231,2020-01-06,333.7099914550781,331.20001220703125,322.8500061035156
232,232,232,2020-01-07,333.3900146484375,330.7900085449219,324.3800048828125
233,233,233,2020-01-08,337.8699951171875,328.3399963378906,327.6300048828125
234,234,234,2020-01-09,340.45001220703125,329.8099975585937,327.6099853515625
235,235,235,2020-01-10,339.8099975585937,334.42999267578125,328.95001220703125
236,236,236,2020-01-13,345.6300048828125,331.8099975585937,329.6400146484375
237,237,237,2020-01-14,344.6300048828125,333.7099914550781,331.20001220703125
238,238,238,2020-01-15,342.94000244140625,333.3900146484375,330.7900085449219
239,239,239,2020-01-16,345.3800048828125,337.8699951171875,328.3399963378906
240,240,240,2020-01-17,349.739990234375,340.45001220703125,329.8099975585937
241,241,241,2020-01-21,350.0,339.8099975585937,334.42999267578125
242,242,242,2020-01-22,350.0599975585937,345.6300048828125,331.8099975585937
243,243,243,2020-01-23,351.760009765625,344.6300048828125,333.7099914550781
244,244,244,2020-01-24,351.3699951171875,342.94000244140625,333.3900146484375
245,245,245,2020-01-27,346.8999938964844,345.3800048828125,337.8699951171875
246,246,246,2020-01-28,354.6300048828125,349.739990234375,340.45001220703125
247,247,247,2020-01-29,351.6600036621094,350.0,339.8099975585937
248,248,248,2020-01-30,356.739990234375,350.0599975585937,345.6300048828125
249,249,249,2020-01-31,351.1400146484375,351.760009765625,344.6300048828125
250,250,250,2020-02-03,358.0,351.3699951171875,342.94000244140625
251,251,251,2020-02-04,366.739990234375,346.8999938964844,345.3800048828125
252,252,252,2020-02-05,365.5499877929688,354.6300048828125,349.739990234375
253,253,253,2020-02-06,367.4599914550781,351.6600036621094,350.0
254,254,254,2020-02-07,366.0899963378906,356.739990234375,350.0599975585937
255,255,255,2020-02-10,370.0,351.1400146484375,351.760009765625
256,256,256,2020-02-11,369.2799987792969,358.0,351.3699951171875
257,257,257,2020-02-12,374.2900085449219,366.739990234375,346.8999938964844
258,258,258,2020-02-13,374.8399963378906,365.5499877929688,354.6300048828125
259,259,259,2020-02-14,379.6700134277344,367.4599914550781,351.6600036621094
260,260,260,2020-02-18,378.8500061035156,366.0899963378906,356.739990234375
261,261,261,2020-02-19,383.2799987792969,370.0,351.1400146484375
262,262,262,2020-02-20,378.9599914550781,369.2799987792969,358.0
263,263,263,2020-02-21,372.9500122070313,374.2900085449219,366.739990234375
264,264,264,2020-02-24,357.4100036621094,374.8399963378906,365.5499877929688
265,265,265,2020-02-25,347.79998779296875,379.6700134277344,367.4599914550781
266,266,266,2020-02-26,351.3399963378906,378.8500061035156,366.0899963378906
267,267,267,2020-02-27,337.5199890136719,383.2799987792969,370.0
268,268,268,2020-02-28,345.1199951171875,378.9599914550781,369.2799987792969
269,269,269,2020-03-02,360.2799987792969,372.9500122070313,374.2900085449219
270,270,270,2020-03-03,348.3399963378906,357.4100036621094,374.8399963378906
271,271,271,2020-03-04,363.8500061035156,347.79998779296875,379.6700134277344
272,272,272,2020-03-05,351.0299987792969,351.3399963378906,378.8500061035156
273,273,273,2020-03-06,336.7699890136719,337.5199890136719,383.2799987792969
274,274,274,2020-03-09,305.7900085449219,345.1199951171875,378.9599914550781
275,275,275,2020-03-10,332.3800048828125,360.2799987792969,372.9500122070313
276,276,276,2020-03-11,315.2300109863281,348.3399963378906,357.4100036621094
277,277,277,2020-03-12,285.0,363.8500061035156,347.79998779296875
278,278,278,2020-03-13,335.5,351.0299987792969,351.3399963378906
279,279,279,2020-03-16,286.0299987792969,336.7699890136719,337.5199890136719
280,280,280,2020-03-17,311.8099975585937,305.7900085449219,345.1199951171875
281,281,281,2020-03-18,294.6099853515625,332.3800048828125,360.2799987792969
282,282,282,2020-03-19,307.510009765625,315.2300109863281,348.3399963378906
283,283,283,2020-03-20,295.3399963378906,285.0,363.8500061035156
284,284,284,2020-03-23,307.2699890136719,335.5,351.0299987792969
285,285,285,2020-03-24,310.0,286.0299987792969,336.7699890136719
286,286,286,2020-03-25,305.9100036621094,311.8099975585937,305.7900085449219
287,287,287,2020-03-26,322.6700134277344,294.6099853515625,332.3800048828125
288,288,288,2020-03-27,305.8299865722656,307.510009765625,315.2300109863281
289,289,289,2020-03-30,318.3900146484375,295.3399963378906,285.0
290,290,290,2020-03-31,318.239990234375,307.2699890136719,335.5
291,291,291,2020-04-01,301.2099914550781,310.0,286.0299987792969
292,292,292,2020-04-02,303.9599914550781,305.9100036621094,311.8099975585937
293,293,293,2020-04-03,293.6099853515625,322.6700134277344,294.6099853515625
294,294,294,2020-04-06,319.1300048828125,305.8299865722656,307.510009765625
295,295,295,2020-04-07,308.92999267578125,318.3900146484375,295.3399963378906
296,296,296,2020-04-08,317.17999267578125,318.239990234375,307.2699890136719
297,297,297,2020-04-09,318.70001220703125,301.2099914550781,310.0
298,298,298,2020-04-13,320.6499938964844,303.9599914550781,305.9100036621094
299,299,299,2020-04-14,340.7699890136719,293.6099853515625,322.6700134277344
300,300,300,2020-04-15,332.54998779296875,319.1300048828125,305.8299865722656
301,301,301,2020-04-16,342.70001220703125,308.92999267578125,318.3900146484375
302,302,302,2020-04-17,344.1099853515625,317.17999267578125,318.239990234375
303,303,303,2020-04-20,344.8800048828125,318.70001220703125,301.2099914550781
304,304,304,2020-04-21,328.989990234375,320.6499938964844,303.9599914550781
305,305,305,2020-04-22,336.7699890136719,340.7699890136719,293.6099853515625
306,306,306,2020-04-23,335.3699951171875,332.54998779296875,319.1300048828125
307,307,307,2020-04-24,344.1000061035156,342.70001220703125,308.92999267578125
308,308,308,2020-04-27,348.5,344.1099853515625,317.17999267578125
309,309,309,2020-04-28,333.45001220703125,344.8800048828125,318.70001220703125
310,310,310,2020-04-29,349.1700134277344,328.989990234375,320.6499938964844
311,311,311,2020-04-30,353.6400146484375,336.7699890136719,340.7699890136719
312,312,312,2020-05-01,343.8399963378906,335.3699951171875,332.54998779296875
313,313,313,2020-05-04,349.1099853515625,344.1000061035156,342.70001220703125
314,314,314,2020-05-05,356.1300048828125,348.5,344.1099853515625
315,315,315,2020-05-06,362.5199890136719,333.45001220703125,344.8800048828125
316,316,316,2020-05-07,366.7799987792969,349.1700134277344,328.989990234375
317,317,317,2020-05-08,367.510009765625,353.6400146484375,336.7699890136719
318,318,318,2020-05-11,371.4200134277344,343.8399963378906,335.3699951171875
319,319,319,2020-05-12,365.1000061035156,349.1099853515625,344.1000061035156
320,320,320,2020-05-13,358.5599975585937,356.1300048828125,348.5
321,321,321,2020-05-14,355.3900146484375,362.5199890136719,333.45001220703125
322,322,322,2020-05-15,365.2999877929688,366.7799987792969,349.1700134277344
323,323,323,2020-05-18,367.9700012207031,367.510009765625,353.6400146484375
324,324,324,2020-05-19,372.2000122070313,371.4200134277344,343.8399963378906
325,325,325,2020-05-20,383.6300048828125,365.1000061035156,349.1099853515625
326,326,326,2020-05-21,382.1700134277344,358.5599975585937,356.1300048828125
327,327,327,2020-05-22,385.260009765625,355.3900146484375,362.5199890136719
328,328,328,2020-05-26,376.6300048828125,365.2999877929688,366.7799987792969
329,329,329,2020-05-27,375.1700134277344,367.9700012207031,367.510009765625
330,330,330,2020-05-28,379.8299865722656,372.2000122070313,371.4200134277344
331,331,331,2020-05-29,386.6000061035156,383.6300048828125,365.1000061035156
332,332,332,2020-06-01,389.6799926757813,382.1700134277344,358.5599975585937
333,333,333,2020-06-02,390.4400024414063,385.260009765625,355.3900146484375
334,334,334,2020-06-03,389.9200134277344,376.6300048828125,365.2999877929688
335,335,335,2020-06-04,385.7999877929688,375.1700134277344,367.9700012207031
336,336,336,2020-06-05,392.8999938964844,379.8299865722656,372.2000122070313
337,337,337,2020-06-08,397.7799987792969,386.6000061035156,383.6300048828125
338,338,338,2020-06-09,397.1600036621094,389.6799926757813,382.1700134277344
339,339,339,2020-06-10,406.8200073242188,390.4400024414063,385.260009765625
340,340,340,2020-06-11,387.6700134277344,389.9200134277344,376.6300048828125
341,341,341,2020-06-12,406.5400085449219,385.7999877929688,375.1700134277344
342,342,342,2020-06-15,401.3399963378906,392.8999938964844,379.8299865722656
343,343,343,2020-06-16,411.6700134277344,397.7799987792969,386.6000061035156
344,344,344,2020-06-17,413.489990234375,397.1600036621094,389.6799926757813
345,345,345,2020-06-18,420.4599914550781,406.8200073242188,390.4400024414063
346,346,346,2020-06-19,428.010009765625,387.6700134277344,389.9200134277344
347,347,347,2020-06-22,438.6400146484375,406.5400085449219,385.7999877929688
348,348,348,2020-06-23,440.5499877929688,401.3399963378906,392.8999938964844
349,349,349,2020-06-24,431.6799926757813,411.6700134277344,397.7799987792969
350,350,350,2020-06-25,436.9500122070313,413.489990234375,397.1600036621094
351,351,351,2020-06-26,426.9200134277344,420.4599914550781,406.8200073242188
352,352,352,2020-06-29,424.2000122070313,428.010009765625,387.6700134277344
353,353,353,2020-06-30,435.30999755859375,438.6400146484375,406.5400085449219
354,354,354,2020-07-01,439.80999755859375,440.5499877929688,401.3399963378906
355,355,355,2020-07-02,442.9500122070313,431.6799926757813,411.6700134277344
356,356,356,2020-07-06,452.5899963378906,436.9500122070313,413.489990234375
357,357,357,2020-07-07,449.3599853515625,426.9200134277344,420.4599914550781
358,358,358,2020-07-08,457.6799926757813,424.2000122070313,428.010009765625
359,359,359,2020-07-09,460.8399963378906,435.30999755859375,438.6400146484375
360,360,360,2020-07-10,466.2000122070313,439.80999755859375,440.5499877929688
361,361,361,2020-07-13,442.4700012207031,442.9500122070313,431.6799926757813
362,362,362,2020-07-14,433.7799987792969,452.5899963378906,436.9500122070313
363,363,363,2020-07-15,433.010009765625,449.3599853515625,426.9200134277344
364,364,364,2020-07-16,426.2900085449219,457.6799926757813,424.2000122070313
365,365,365,2020-07-17,432.4200134277344,460.8399963378906,435.30999755859375
366,366,366,2020-07-20,455.2699890136719,466.2000122070313,439.80999755859375
367,367,367,2020-07-21,444.2799987792969,442.4700012207031,442.9500122070313
368,368,368,2020-07-22,445.0499877929688,433.7799987792969,452.5899963378906
369,369,369,2020-07-23,431.739990234375,433.010009765625,449.3599853515625
370,370,370,2020-07-24,430.30999755859375,426.2900085449219,457.6799926757813
371,371,371,2020-07-27,437.1000061035156,432.4200134277344,460.8399963378906
372,372,372,2020-07-28,432.260009765625,455.2699890136719,466.2000122070313
373,373,373,2020-07-29,436.2999877929688,444.2799987792969,442.4700012207031
374,374,374,2020-07-30,438.8800048828125,445.0499877929688,433.7799987792969
375,375,375,2020-07-31,444.3200073242188,431.739990234375,433.010009765625
376,376,376,2020-08-03,447.9700012207031,430.30999755859375,426.2900085449219
377,377,377,2020-08-04,446.9200134277344,437.1000061035156,432.4200134277344
378,378,378,2020-08-05,449.510009765625,432.260009765625,455.2699890136719
379,379,379,2020-08-06,464.1099853515625,436.2999877929688,444.2799987792969
380,380,380,2020-08-07,449.5700073242188,438.8800048828125,445.0499877929688
381,381,381,2020-08-10,443.2900085449219,444.3200073242188,431.739990234375
382,382,382,2020-08-11,435.2300109863281,447.9700012207031,430.30999755859375
383,383,383,2020-08-12,445.3599853515625,446.9200134277344,437.1000061035156
384,384,384,2020-08-13,450.0199890136719,449.510009765625,432.260009765625
385,385,385,2020-08-14,447.6000061035156,464.1099853515625,436.2999877929688
386,386,386,2020-08-17,451.5799865722656,449.5700073242188,438.8800048828125
