,Unnamed: 0.1,Unnamed: 0,Date,HII,HII_6m,HII_12m
41,41,41,2019-04-04,188.7744598388672,182.89920043945312,184.7284545898437
42,42,42,2019-04-05,191.7571563720703,184.8275604248047,184.5031890869141
43,43,43,2019-04-08,193.0457305908203,186.7108764648437,187.2606201171875
44,44,44,2019-04-09,191.82920837402344,191.4327087402344,183.0433654785156
45,45,45,2019-04-10,191.24351501464844,189.972900390625,183.25958251953125
46,46,46,2019-04-11,196.01937866210932,187.990463256836,183.1514892578125
47,47,47,2019-04-12,197.5963592529297,188.7744598388672,182.89920043945312
48,48,48,2019-04-15,197.4972076416016,191.7571563720703,184.8275604248047
49,49,49,2019-04-16,199.1913452148437,193.0457305908203,186.7108764648437
50,50,50,2019-04-17,198.2001190185547,191.82920837402344,191.4327087402344
51,51,51,2019-04-18,199.05616760253903,191.24351501464844,189.972900390625
52,52,52,2019-04-22,197.4251251220703,196.01937866210932,187.990463256836
53,53,53,2019-04-23,203.3544921875,197.5963592529297,188.7744598388672
54,54,54,2019-04-24,203.0571136474609,197.4972076416016,191.7571563720703
55,55,55,2019-04-25,201.2368621826172,199.1913452148437,193.0457305908203
56,56,56,2019-04-26,199.6329040527344,198.2001190185547,191.82920837402344
57,57,57,2019-04-29,199.0922088623047,199.05616760253903,191.24351501464844
58,58,58,2019-04-30,200.570068359375,197.4251251220703,196.01937866210932
59,59,59,2019-05-01,201.0746612548828,203.3544921875,197.5963592529297
60,60,60,2019-05-02,187.098388671875,203.0571136474609,197.4972076416016
61,61,61,2019-05-03,191.0633087158203,201.2368621826172,199.1913452148437
62,62,62,2019-05-06,189.81076049804688,199.6329040527344,198.2001190185547
63,63,63,2019-05-07,187.9274139404297,199.0922088623047,199.05616760253903
64,64,64,2019-05-08,186.4585723876953,200.570068359375,197.4251251220703
65,65,65,2019-05-09,186.87307739257807,201.0746612548828,203.3544921875
66,66,66,2019-05-10,187.9183959960937,187.098388671875,203.0571136474609
67,67,67,2019-05-13,184.9807586669922,191.0633087158203,201.2368621826172
68,68,68,2019-05-14,185.3953094482422,189.81076049804688,199.6329040527344
69,69,69,2019-05-15,184.7374725341797,187.9274139404297,199.0922088623047
70,70,70,2019-05-16,188.089599609375,186.4585723876953,200.570068359375
71,71,71,2019-05-17,186.5306701660156,186.87307739257807,201.0746612548828
72,72,72,2019-05-20,189.18893432617188,187.9183959960937,187.098388671875
73,73,73,2019-05-21,191.01824951171875,184.9807586669922,191.0633087158203
74,74,74,2019-05-22,189.25205993652344,185.3953094482422,189.81076049804688
75,75,75,2019-05-23,184.8726959228516,184.7374725341797,187.9274139404297
76,76,76,2019-05-24,185.97657775878903,188.089599609375,186.4585723876953
77,77,77,2019-05-28,185.1170196533203,186.5306701660156,186.87307739257807
78,78,78,2019-05-29,184.93603515625,189.18893432617188,187.9183959960937
79,79,79,2019-05-30,185.36129760742188,191.01824951171875,184.9807586669922
80,80,80,2019-05-31,185.5965576171875,189.25205993652344,185.3953094482422
81,81,81,2019-06-03,188.0486297607422,184.8726959228516,184.7374725341797
82,82,82,2019-06-04,191.0074157714844,185.97657775878903,188.089599609375
83,83,83,2019-06-05,195.2690887451172,185.1170196533203,186.5306701660156
84,84,84,2019-06-06,194.2375946044922,184.93603515625,189.18893432617188
85,85,85,2019-06-07,197.43161010742188,185.36129760742188,191.01824951171875
86,86,86,2019-06-10,194.29188537597656,185.5965576171875,189.25205993652344
87,87,87,2019-06-11,189.35159301757807,188.0486297607422,184.8726959228516
88,88,88,2019-06-12,190.86265563964844,191.0074157714844,185.97657775878903
89,89,89,2019-06-13,194.4638061523437,195.2690887451172,185.1170196533203
90,90,90,2019-06-14,194.34616088867188,194.2375946044922,184.93603515625
91,91,91,2019-06-17,195.4409942626953,197.43161010742188,185.36129760742188
92,92,92,2019-06-18,198.3002319335937,194.29188537597656,185.5965576171875
93,93,93,2019-06-19,200.67086791992188,189.35159301757807,188.0486297607422
94,94,94,2019-06-20,203.36720275878903,190.86265563964844,191.0074157714844
95,95,95,2019-06-21,201.68429565429688,194.4638061523437,195.2690887451172
96,96,96,2019-06-24,201.45802307128903,194.34616088867188,194.2375946044922
97,97,97,2019-06-25,202.2090606689453,195.4409942626953,197.43161010742188
98,98,98,2019-06-26,202.0461883544922,198.3002319335937,194.29188537597656
99,99,99,2019-06-27,202.6252593994141,200.67086791992188,189.35159301757807
100,100,100,2019-06-28,203.34915161132807,203.36720275878903,190.86265563964844
101,101,101,2019-07-01,203.0777130126953,201.68429565429688,194.4638061523437
102,102,102,2019-07-02,207.466049194336,201.45802307128903,194.34616088867188
103,103,103,2019-07-03,210.57861328125,202.2090606689453,195.4409942626953
104,104,104,2019-07-05,208.5880279541016,202.0461883544922,198.3002319335937
105,105,105,2019-07-08,207.0498504638672,202.6252593994141,200.67086791992188
106,106,106,2019-07-09,209.23048400878903,203.34915161132807,203.36720275878903
107,107,107,2019-07-10,208.46131896972656,203.0777130126953,201.68429565429688
108,108,108,2019-07-11,210.56056213378903,207.466049194336,201.45802307128903
109,109,109,2019-07-12,212.333984375,210.57861328125,202.2090606689453
110,110,110,2019-07-15,212.4968414306641,208.5880279541016,202.0461883544922
111,111,111,2019-07-16,213.6731109619141,207.0498504638672,202.6252593994141
112,112,112,2019-07-17,209.3299865722656,209.23048400878903,203.34915161132807
113,113,113,2019-07-18,207.9908447265625,208.46131896972656,203.0777130126953
114,114,114,2019-07-19,208.12657165527344,210.56056213378903,207.466049194336
115,115,115,2019-07-22,207.0589141845703,212.333984375,210.57861328125
116,116,116,2019-07-23,208.37991333007807,212.4968414306641,208.5880279541016
117,117,117,2019-07-24,211.42916870117188,213.6731109619141,207.0498504638672
118,118,118,2019-07-25,211.1576995849609,209.3299865722656,209.23048400878903
119,119,119,2019-07-26,211.7006072998047,207.9908447265625,208.46131896972656
120,120,120,2019-07-29,211.59201049804688,208.12657165527344,210.56056213378903
121,121,121,2019-07-30,210.9496307373047,207.0589141845703,212.333984375
122,122,122,2019-07-31,206.57028198242188,208.37991333007807,212.4968414306641
123,123,123,2019-08-01,194.54525756835932,211.42916870117188,213.6731109619141
124,124,124,2019-08-02,186.564697265625,211.1576995849609,209.3299865722656
125,125,125,2019-08-05,182.556381225586,211.7006072998047,207.9908447265625
126,126,126,2019-08-06,186.4832763671875,211.59201049804688,208.12657165527344
127,127,127,2019-08-07,187.6324005126953,210.9496307373047,207.0589141845703
128,128,128,2019-08-08,191.9303131103516,206.57028198242188,208.37991333007807
129,129,129,2019-08-09,189.4330444335937,194.54525756835932,211.42916870117188
130,130,130,2019-08-12,184.50173950195312,186.564697265625,211.1576995849609
131,131,131,2019-08-13,184.3479766845703,182.556381225586,211.7006072998047
132,132,132,2019-08-14,181.69677734375,186.4832763671875,211.59201049804688
133,133,133,2019-08-15,184.53793334960932,187.6324005126953,210.9496307373047
134,134,134,2019-08-16,187.13478088378903,191.9303131103516,206.57028198242188
135,135,135,2019-08-19,188.4196319580078,189.4330444335937,194.54525756835932
136,136,136,2019-08-20,187.75909423828125,184.50173950195312,186.564697265625
137,137,137,2019-08-21,189.49630737304688,184.3479766845703,182.556381225586
138,138,138,2019-08-22,188.69107055664065,181.69677734375,186.4832763671875
139,139,139,2019-08-23,184.8274688720703,184.53793334960932,187.6324005126953
140,140,140,2019-08-26,185.1441192626953,187.13478088378903,191.9303131103516
141,141,141,2019-08-27,183.3254547119141,188.4196319580078,189.4330444335937
142,142,142,2019-08-28,184.41123962402344,187.75909423828125,184.50173950195312
143,143,143,2019-08-29,188.33660888671875,189.49630737304688,184.3479766845703
144,144,144,2019-08-30,189.9085998535156,188.69107055664065,181.69677734375
145,145,145,2019-09-03,189.03628540039065,184.8274688720703,184.53793334960932
146,146,146,2019-09-04,189.50880432128903,185.1441192626953,187.13478088378903
147,147,147,2019-09-05,194.66995239257807,183.3254547119141,188.4196319580078
148,148,148,2019-09-06,195.3605194091797,184.41123962402344,187.75909423828125
149,149,149,2019-09-09,195.7694091796875,188.33660888671875,189.49630737304688
150,150,150,2019-09-10,197.97743225097656,189.9085998535156,188.69107055664065
151,151,151,2019-09-11,200.2490997314453,189.03628540039065,184.8274688720703
152,152,152,2019-09-12,196.98699951171875,189.50880432128903,185.1441192626953
153,153,153,2019-09-13,198.36817932128903,194.66995239257807,183.3254547119141
154,154,154,2019-09-16,202.32083129882807,195.3605194091797,184.41123962402344
155,155,155,2019-09-17,200.88514709472656,195.7694091796875,188.33660888671875
156,156,156,2019-09-18,199.63121032714844,197.97743225097656,189.9085998535156
157,157,157,2019-09-19,198.50450134277344,200.2490997314453,189.03628540039065
158,158,158,2019-09-20,195.1969757080078,196.98699951171875,189.50880432128903
159,159,159,2019-09-23,192.94351196289065,198.36817932128903,194.66995239257807
160,160,160,2019-09-24,193.21612548828125,202.32083129882807,195.3605194091797
161,161,161,2019-09-25,194.22476196289065,200.88514709472656,195.7694091796875
162,162,162,2019-09-26,194.6881103515625,199.63121032714844,197.97743225097656
163,163,163,2019-09-27,193.8975830078125,198.50450134277344,200.2490997314453
164,164,164,2019-09-30,192.4437561035156,195.1969757080078,196.98699951171875
165,165,165,2019-10-01,187.60971069335932,192.94351196289065,198.36817932128903
166,166,166,2019-10-02,181.87612915039065,193.21612548828125,202.32083129882807
167,167,167,2019-10-03,184.39306640625,194.22476196289065,200.88514709472656
168,168,168,2019-10-04,186.25582885742188,194.6881103515625,199.63121032714844
169,169,169,2019-10-07,186.77374267578125,193.8975830078125,198.50450134277344
170,170,170,2019-10-08,184.6929473876953,192.4437561035156,195.1969757080078
171,171,171,2019-10-09,186.846420288086,187.60971069335932,192.94351196289065
172,172,172,2019-10-10,189.5360412597656,181.87612915039065,193.21612548828125
173,173,173,2019-10-11,192.39833068847656,184.39306640625,194.22476196289065
174,174,174,2019-10-14,193.0616455078125,186.25582885742188,194.6881103515625
175,175,175,2019-10-15,193.71588134765625,186.77374267578125,193.8975830078125
176,176,176,2019-10-16,195.36962890625,184.6929473876953,192.4437561035156
177,177,177,2019-10-17,192.40737915039065,186.846420288086,187.60971069335932
178,178,178,2019-10-18,190.9081268310547,189.5360412597656,181.87612915039065
179,179,179,2019-10-21,191.7349853515625,192.39833068847656,184.39306640625
180,180,180,2019-10-22,195.50592041015625,193.0616455078125,186.25582885742188
181,181,181,2019-10-23,197.3232269287109,193.71588134765625,186.77374267578125
182,182,182,2019-10-24,200.5580139160156,195.36962890625,184.6929473876953
183,183,183,2019-10-25,200.98507690429688,192.40737915039065,186.846420288086
184,184,184,2019-10-28,202.3480834960937,190.9081268310547,189.5360412597656
185,185,185,2019-10-29,202.23904418945312,191.7349853515625,192.39833068847656
186,186,186,2019-10-30,204.5288543701172,195.50592041015625,193.0616455078125
187,187,187,2019-10-31,205.0467834472656,197.3232269287109,193.71588134765625
188,188,188,2019-11-01,209.19932556152344,200.5580139160156,195.36962890625
189,189,189,2019-11-04,207.8635711669922,200.98507690429688,192.40737915039065
190,190,190,2019-11-05,209.11756896972656,202.3480834960937,190.9081268310547
191,191,191,2019-11-06,212.6158599853516,202.23904418945312,191.7349853515625
192,192,192,2019-11-07,227.57228088378903,204.5288543701172,195.50592041015625
193,193,193,2019-11-08,228.2628936767578,205.0467834472656,197.3232269287109
194,194,194,2019-11-11,228.8898468017578,209.19932556152344,200.5580139160156
195,195,195,2019-11-12,230.7617034912109,207.8635711669922,200.98507690429688
196,196,196,2019-11-13,231.25233459472656,209.11756896972656,202.3480834960937
197,197,197,2019-11-14,232.0700836181641,212.6158599853516,202.23904418945312
198,198,198,2019-11-15,233.396728515625,227.57228088378903,204.5288543701172
199,199,199,2019-11-18,234.48715209960932,228.2628936767578,205.0467834472656
200,200,200,2019-11-19,233.80567932128903,228.8898468017578,209.19932556152344
201,201,201,2019-11-20,231.0342712402344,230.7617034912109,207.8635711669922
202,202,202,2019-11-21,227.82669067382807,231.25233459472656,209.11756896972656
203,203,203,2019-11-22,226.99075317382807,232.0700836181641,212.6158599853516
204,204,204,2019-11-25,226.400131225586,233.396728515625,227.57228088378903
205,205,205,2019-11-26,226.61817932128903,234.48715209960932,228.2628936767578
206,206,206,2019-11-27,230.4321136474609,233.80567932128903,228.8898468017578
207,207,207,2019-11-29,229.62921142578125,231.0342712402344,230.7617034912109
208,208,208,2019-12-02,228.1419677734375,227.82669067382807,231.25233459472656
209,209,209,2019-12-03,227.393798828125,226.99075317382807,232.0700836181641
210,210,210,2019-12-04,232.21131896972656,226.400131225586,233.396728515625
211,211,211,2019-12-05,229.9576416015625,226.61817932128903,234.48715209960932
212,212,212,2019-12-06,231.21681213378903,230.4321136474609,233.80567932128903
213,213,213,2019-12-09,231.05258178710932,229.62921142578125,231.0342712402344
214,214,214,2019-12-10,229.72952270507807,228.1419677734375,227.82669067382807
215,215,215,2019-12-11,231.51791381835932,227.393798828125,226.99075317382807
216,216,216,2019-12-12,232.2569732666016,232.21131896972656,226.400131225586
217,217,217,2019-12-13,229.23687744140625,229.9576416015625,226.61817932128903
218,218,218,2019-12-16,230.21316528320312,231.21681213378903,230.4321136474609
219,219,219,2019-12-17,230.2952423095703,231.05258178710932,229.62921142578125
220,220,220,2019-12-18,229.6656951904297,229.72952270507807,228.1419677734375
221,221,221,2019-12-19,231.97413635253903,231.51791381835932,227.393798828125
222,222,222,2019-12-20,231.8555145263672,232.2569732666016,232.21131896972656
223,223,223,2019-12-23,233.1146697998047,229.23687744140625,229.9576416015625
224,224,224,2019-12-24,231.74598693847656,230.21316528320312,231.21681213378903
225,225,225,2019-12-26,230.47775268554688,230.2952423095703,231.05258178710932
226,226,226,2019-12-27,229.0817108154297,229.6656951904297,229.72952270507807
227,227,227,2019-12-30,229.75694274902344,231.97413635253903,231.51791381835932
228,228,228,2019-12-31,228.9084014892578,231.8555145263672,232.2569732666016
229,229,229,2020-01-02,233.44314575195312,233.1146697998047,229.23687744140625
230,230,230,2020-01-03,240.4231719970703,231.74598693847656,230.21316528320312
231,231,231,2020-01-06,241.79180908203125,230.47775268554688,230.2952423095703
232,232,232,2020-01-07,244.0363311767578,229.0817108154297,229.6656951904297
233,233,233,2020-01-08,245.40493774414065,229.75694274902344,231.97413635253903
234,234,234,2020-01-09,251.8375244140625,228.9084014892578,231.8555145263672
235,235,235,2020-01-10,247.21160888671875,233.44314575195312,233.1146697998047
236,236,236,2020-01-13,250.75181579589844,240.4231719970703,231.74598693847656
237,237,237,2020-01-14,247.62213134765625,241.79180908203125,230.47775268554688
238,238,238,2020-01-15,250.0948486328125,244.0363311767578,229.0817108154297
239,239,239,2020-01-16,252.34852600097656,245.40493774414065,229.75694274902344
240,240,240,2020-01-17,253.47987365722656,251.8375244140625,228.9084014892578
241,241,241,2020-01-21,254.1733856201172,247.21160888671875,233.44314575195312
242,242,242,2020-01-22,251.59115600585932,250.75181579589844,240.4231719970703
243,243,243,2020-01-23,252.83213806152344,247.62213134765625,241.79180908203125
244,244,244,2020-01-24,252.2572326660156,250.0948486328125,244.0363311767578
245,245,245,2020-01-27,250.10389709472656,252.34852600097656,245.40493774414065
246,246,246,2020-01-28,250.2772674560547,253.47987365722656,251.8375244140625
247,247,247,2020-01-29,241.1895904541016,254.1733856201172,247.21160888671875
248,248,248,2020-01-30,242.5308380126953,251.59115600585932,250.75181579589844
249,249,249,2020-01-31,238.14212036132807,252.83213806152344,247.62213134765625
250,250,250,2020-02-03,238.4614715576172,252.2572326660156,250.0948486328125
251,251,251,2020-02-04,241.84652709960932,250.10389709472656,252.34852600097656
252,252,252,2020-02-05,245.9524383544922,250.2772674560547,253.47987365722656
253,253,253,2020-02-06,244.6932678222656,241.1895904541016,254.1733856201172
254,254,254,2020-02-07,245.5692138671875,242.5308380126953,251.59115600585932
255,255,255,2020-02-10,245.36851501464844,238.14212036132807,252.83213806152344
256,256,256,2020-02-11,244.59292602539065,238.4614715576172,252.2572326660156
257,257,257,2020-02-12,246.4268951416016,241.84652709960932,250.10389709472656
258,258,258,2020-02-13,228.4339599609375,245.9524383544922,250.2772674560547
259,259,259,2020-02-14,224.6473693847656,244.6932678222656,241.1895904541016
260,260,260,2020-02-18,216.7001800537109,245.5692138671875,242.5308380126953
261,261,261,2020-02-19,215.05783081054688,245.36851501464844,238.14212036132807
262,262,262,2020-02-20,216.627197265625,244.59292602539065,238.4614715576172
263,263,263,2020-02-21,215.34979248046875,246.4268951416016,241.84652709960932
264,264,264,2020-02-24,214.2731475830078,228.4339599609375,245.9524383544922
265,265,265,2020-02-25,203.31497192382807,224.6473693847656,244.6932678222656
266,266,266,2020-02-26,200.5138092041016,216.7001800537109,245.5692138671875
267,267,267,2020-02-27,197.3236694335937,215.05783081054688,245.36851501464844
268,268,268,2020-02-28,188.4131317138672,216.627197265625,244.59292602539065
269,269,269,2020-03-02,192.18084716796875,215.34979248046875,246.4268951416016
270,270,270,2020-03-03,190.3107452392578,214.2731475830078,228.4339599609375
271,271,271,2020-03-04,201.2563323974609,203.31497192382807,224.6473693847656
272,272,272,2020-03-05,192.2266998291016,200.5138092041016,216.7001800537109
273,273,273,2020-03-06,187.27638244628903,197.3236694335937,215.05783081054688
274,274,274,2020-03-09,178.6226043701172,188.4131317138672,216.627197265625
275,275,275,2020-03-10,191.9608612060547,192.18084716796875,215.34979248046875
276,276,276,2020-03-11,181.4369201660156,190.3107452392578,214.2731475830078
277,277,277,2020-03-12,161.94749450683594,201.2563323974609,203.31497192382807
278,278,278,2020-03-13,163.74423217773438,192.2266998291016,200.5138092041016
279,279,279,2020-03-16,143.62228393554688,187.27638244628903,197.3236694335937
280,280,280,2020-03-17,147.68333435058594,178.6226043701172,188.4131317138672
281,281,281,2020-03-18,158.005615234375,191.9608612060547,192.18084716796875
282,282,282,2020-03-19,155.35629272460938,181.4369201660156,190.3107452392578
283,283,283,2020-03-20,146.0515899658203,161.94749450683594,201.2563323974609
284,284,284,2020-03-23,141.1471405029297,163.74423217773438,192.2266998291016
285,285,285,2020-03-24,151.60691833496094,143.62228393554688,187.27638244628903
286,286,286,2020-03-25,162.6625213623047,147.68333435058594,178.6226043701172
287,287,287,2020-03-26,179.02593994140625,158.005615234375,191.9608612060547
288,288,288,2020-03-27,170.13377380371094,155.35629272460938,181.4369201660156
289,289,289,2020-03-30,173.7548065185547,146.0515899658203,161.94749450683594
290,290,290,2020-03-31,167.03526306152344,141.1471405029297,163.74423217773438
291,291,291,2020-04-01,158.7206268310547,151.60691833496094,143.62228393554688
292,292,292,2020-04-02,165.5960235595703,162.6625213623047,147.68333435058594
293,293,293,2020-04-03,165.96273803710938,179.02593994140625,158.005615234375
294,294,294,2020-04-06,177.5775146484375,170.13377380371094,155.35629272460938
295,295,295,2020-04-07,175.77159118652344,173.7548065185547,146.0515899658203
296,296,296,2020-04-08,179.16348266601562,167.03526306152344,141.1471405029297
297,297,297,2020-04-09,176.36744689941406,158.7206268310547,151.60691833496094
298,298,298,2020-04-13,178.38426208496094,165.5960235595703,162.6625213623047
299,299,299,2020-04-14,180.6118927001953,165.96273803710938,179.02593994140625
300,300,300,2020-04-15,175.07485961914062,177.5775146484375,170.13377380371094
301,301,301,2020-04-16,176.44998168945312,175.77159118652344,173.7548065185547
302,302,302,2020-04-17,179.6401824951172,179.16348266601562,167.03526306152344
303,303,303,2020-04-20,176.248291015625,176.36744689941406,158.7206268310547
304,304,304,2020-04-21,169.08871459960938,178.38426208496094,165.5960235595703
305,305,305,2020-04-22,170.720458984375,180.6118927001953,165.96273803710938
306,306,306,2020-04-23,171.21551513671875,175.07485961914062,177.5775146484375
307,307,307,2020-04-24,169.13455200195312,176.44998168945312,175.77159118652344
308,308,308,2020-04-27,172.58140563964844,179.6401824951172,179.16348266601562
309,309,309,2020-04-28,175.3407440185547,176.248291015625,176.36744689941406
310,310,310,2020-04-29,179.2642822265625,169.08871459960938,178.38426208496094
311,311,311,2020-04-30,175.46908569335938,170.720458984375,180.6118927001953
312,312,312,2020-05-01,170.20712280273438,171.21551513671875,175.07485961914062
313,313,313,2020-05-04,164.990966796875,169.13455200195312,176.44998168945312
314,314,314,2020-05-05,167.45693969726562,172.58140563964844,179.6401824951172
315,315,315,2020-05-06,163.77174377441406,175.3407440185547,176.248291015625
316,316,316,2020-05-07,158.87648010253906,179.2642822265625,169.08871459960938
317,317,317,2020-05-08,165.54100036621094,175.46908569335938,170.720458984375
318,318,318,2020-05-11,163.2767333984375,170.20712280273438,171.21551513671875
319,319,319,2020-05-12,159.06900024414062,164.990966796875,169.13455200195312
320,320,320,2020-05-13,156.08045959472656,167.45693969726562,172.58140563964844
321,321,321,2020-05-14,157.87725830078125,163.77174377441406,175.3407440185547
322,322,322,2020-05-15,156.337158203125,158.87648010253906,179.2642822265625
323,323,323,2020-05-18,165.38516235351562,165.54100036621094,175.46908569335938
324,324,324,2020-05-19,159.0506591796875,163.2767333984375,170.20712280273438
325,325,325,2020-05-20,160.52658081054688,159.06900024414062,164.990966796875
326,326,326,2020-05-21,166.38438415527344,156.08045959472656,167.45693969726562
327,327,327,2020-05-22,167.5486602783203,157.87725830078125,163.77174377441406
328,328,328,2020-05-26,177.31167602539062,156.337158203125,158.87648010253906
329,329,329,2020-05-27,188.7706756591797,165.38516235351562,165.54100036621094
330,330,330,2020-05-28,184.89187622070312,159.0506591796875,163.2767333984375
331,331,331,2020-05-29,184.16403198242188,160.52658081054688,159.06900024414062
332,332,332,2020-06-01,180.1470642089844,166.38438415527344,156.08045959472656
333,333,333,2020-06-02,178.96774291992188,167.5486602783203,157.87725830078125
334,334,334,2020-06-03,183.9613494873047,177.31167602539062,156.337158203125
335,335,335,2020-06-04,182.9017944335937,188.7706756591797,165.38516235351562
336,336,336,2020-06-05,186.63319396972656,184.89187622070312,159.0506591796875
337,337,337,2020-06-08,189.81173706054688,184.16403198242188,160.52658081054688
338,338,338,2020-06-09,182.2015991210937,180.1470642089844,166.38438415527344
339,339,339,2020-06-10,181.5106201171875,178.96774291992188,167.5486602783203
340,340,340,2020-06-11,166.57591247558594,183.9613494873047,177.31167602539062
341,341,341,2020-06-12,167.94866943359375,182.9017944335937,188.7706756591797
342,342,342,2020-06-15,167.7552032470703,186.63319396972656,184.89187622070312
343,343,343,2020-06-16,170.97982788085938,189.81173706054688,184.16403198242188
344,344,344,2020-06-17,169.4780731201172,182.2015991210937,180.1470642089844
345,345,345,2020-06-18,167.2115936279297,181.5106201171875,178.96774291992188
346,346,346,2020-06-19,164.60423278808594,166.57591247558594,183.9613494873047
347,347,347,2020-06-22,163.9224853515625,167.94866943359375,182.9017944335937
348,348,348,2020-06-23,163.23146057128906,167.7552032470703,186.63319396972656
349,349,349,2020-06-24,154.06431579589844,170.97982788085938,189.81173706054688
350,350,350,2020-06-25,158.569580078125,169.4780731201172,182.2015991210937
351,351,351,2020-06-26,157.5100555419922,167.2115936279297,181.5106201171875
352,352,352,2020-06-29,163.45260620117188,164.60423278808594,166.57591247558594
353,353,353,2020-06-30,160.7623291015625,163.9224853515625,167.94866943359375
354,354,354,2020-07-01,160.06211853027344,163.23146057128906,167.7552032470703
355,355,355,2020-07-02,159.4908905029297,154.06431579589844,170.97982788085938
356,356,356,2020-07-06,159.6475372314453,158.569580078125,169.4780731201172
357,357,357,2020-07-07,155.07777404785156,157.5100555419922,167.2115936279297
358,358,358,2020-07-08,154.31301879882812,163.45260620117188,164.60423278808594
359,359,359,2020-07-09,149.0430145263672,160.7623291015625,163.9224853515625
360,360,360,2020-07-10,153.8984375,160.06211853027344,163.23146057128906
361,361,361,2020-07-13,156.2754669189453,159.4908905029297,154.06431579589844
362,362,362,2020-07-14,158.3024139404297,159.6475372314453,158.569580078125
363,363,363,2020-07-15,163.04722595214844,155.07777404785156,157.5100555419922
364,364,364,2020-07-16,165.2584228515625,154.31301879882812,163.45260620117188
365,365,365,2020-07-17,166.71414184570312,149.0430145263672,160.7623291015625
366,366,366,2020-07-20,162.36544799804688,153.8984375,160.06211853027344
367,367,367,2020-07-21,164.00540161132812,156.2754669189453,159.4908905029297
368,368,368,2020-07-22,165.4795379638672,158.3024139404297,159.6475372314453
369,369,369,2020-07-23,166.67726135253906,163.04722595214844,155.07777404785156
370,370,370,2020-07-24,163.13011169433594,165.2584228515625,154.31301879882812
371,371,371,2020-07-27,159.5738067626953,166.71414184570312,149.0430145263672
372,372,372,2020-07-28,161.2230224609375,162.36544799804688,153.8984375
373,373,373,2020-07-29,162.04299926757812,164.00540161132812,156.2754669189453
374,374,374,2020-07-30,161.03871154785156,165.4795379638672,158.3024139404297
375,375,375,2020-07-31,160.04368591308594,166.67726135253906,163.04722595214844
376,376,376,2020-08-03,161.54544067382812,163.13011169433594,165.2584228515625
377,377,377,2020-08-04,159.8870391845703,159.5738067626953,166.71414184570312
378,378,378,2020-08-05,164.6134796142578,161.2230224609375,162.36544799804688
379,379,379,2020-08-06,149.9920196533203,162.04299926757812,164.00540161132812
380,380,380,2020-08-07,154.6907501220703,161.03871154785156,165.4795379638672
381,381,381,2020-08-10,155.8240509033203,160.04368591308594,166.67726135253906
