,Unnamed: 0.1,Unnamed: 0,Date,FANG,FANG_6m,FANG_12m
51,51,51,2019-04-18,89.4933853149414,86.6487808227539,85.4975814819336
52,52,52,2019-04-22,92.76346588134766,83.3536605834961,83.38703918457031
53,53,53,2019-04-23,93.27235412597656,88.6592025756836,83.28692626953125
54,54,54,2019-04-24,92.63002014160156,88.39225769042969,85.46419525146484
55,55,55,2019-04-25,91.43710327148438,89.1513900756836,87.04917907714844
56,56,56,2019-04-26,89.43500518798828,90.29424285888672,85.78953552246094
57,57,57,2019-04-29,89.17642211914062,89.4933853149414,86.6487808227539
58,58,58,2019-04-30,88.75098419189453,92.76346588134766,83.3536605834961
59,59,59,2019-05-01,84.56327056884766,93.27235412597656,88.6592025756836
60,60,60,2019-05-02,82.68630981445312,92.63002014160156,88.39225769042969
61,61,61,2019-05-03,83.81249237060547,91.43710327148438,89.1513900756836
62,62,62,2019-05-06,84.00434112548828,89.43500518798828,90.29424285888672
63,63,63,2019-05-07,81.94385528564453,89.17642211914062,89.4933853149414
64,64,64,2019-05-08,88.30049896240234,88.75098419189453,92.76346588134766
65,65,65,2019-05-09,90.29424285888672,84.56327056884766,93.27235412597656
66,66,66,2019-05-10,90.00225830078125,82.68630981445312,92.63002014160156
67,67,67,2019-05-13,89.42666625976562,83.81249237060547,91.43710327148438
68,68,68,2019-05-14,91.01998901367188,84.00434112548828,89.43500518798828
69,69,69,2019-05-15,90.9782943725586,81.94385528564453,89.17642211914062
70,70,70,2019-05-16,92.28797912597656,88.30049896240234,88.75098419189453
71,71,71,2019-05-17,92.61333465576172,90.29424285888672,84.56327056884766
72,72,72,2019-05-20,91.4788055419922,90.00225830078125,82.68630981445312
73,73,73,2019-05-21,94.9324188232422,89.42666625976562,83.81249237060547
74,74,74,2019-05-22,90.82813262939452,91.01998901367188,84.00434112548828
75,75,75,2019-05-23,86.78224182128906,90.9782943725586,81.94385528564453
76,76,76,2019-05-24,87.00621032714844,92.28797912597656,88.30049896240234
77,77,77,2019-05-28,86.5131607055664,92.61333465576172,90.29424285888672
78,78,78,2019-05-29,84.66622924804688,91.4788055419922,90.00225830078125
79,79,79,2019-05-30,83.86392974853516,94.9324188232422,89.42666625976562
80,80,80,2019-05-31,81.95014190673828,90.82813262939452,91.01998901367188
81,81,81,2019-06-03,82.04205322265625,86.78224182128906,90.9782943725586
82,82,82,2019-06-04,82.8443603515625,87.00621032714844,92.28797912597656
83,83,83,2019-06-05,80.328857421875,86.5131607055664,92.61333465576172
84,84,84,2019-06-06,81.54899597167969,84.66622924804688,91.4788055419922
85,85,85,2019-06-07,81.08100891113281,83.86392974853516,94.9324188232422
86,86,86,2019-06-10,81.56570434570312,81.95014190673828,90.82813262939452
87,87,87,2019-06-11,83.37086486816406,82.04205322265625,86.78224182128906
88,88,88,2019-06-12,82.07550048828125,82.8443603515625,87.00621032714844
89,89,89,2019-06-13,83.7135009765625,80.328857421875,86.5131607055664
90,90,90,2019-06-14,82.69393157958984,81.54899597167969,84.66622924804688
91,91,91,2019-06-17,84.89186096191406,81.08100891113281,83.86392974853516
92,92,92,2019-06-18,87.36557006835938,81.56570434570312,81.95014190673828
93,93,93,2019-06-19,87.01457214355469,83.37086486816406,82.04205322265625
94,94,94,2019-06-20,89.91450500488281,82.07550048828125,82.8443603515625
95,95,95,2019-06-21,91.75306701660156,83.7135009765625,80.328857421875
96,96,96,2019-06-24,89.95629119873047,82.69393157958984,81.54899597167969
97,97,97,2019-06-25,87.9338607788086,84.89186096191406,81.08100891113281
98,98,98,2019-06-26,89.61366271972656,87.36557006835938,81.56570434570312
99,99,99,2019-06-27,89.8309326171875,87.01457214355469,83.37086486816406
100,100,100,2019-06-28,91.06779479980467,89.91450500488281,82.07550048828125
101,101,101,2019-07-01,91.3853530883789,91.75306701660156,83.7135009765625
102,102,102,2019-07-02,87.05634307861328,89.95629119873047,82.69393157958984
103,103,103,2019-07-03,87.91714477539062,87.9338607788086,84.89186096191406
104,104,104,2019-07-05,89.76407623291016,89.61366271972656,87.36557006835938
105,105,105,2019-07-08,89.38800811767578,89.8309326171875,87.01457214355469
106,106,106,2019-07-09,89.39635467529297,91.06779479980467,89.91450500488281
107,107,107,2019-07-10,91.6611328125,91.3853530883789,91.75306701660156
108,108,108,2019-07-11,91.36028289794922,87.05634307861328,89.95629119873047
109,109,109,2019-07-12,92.6222152709961,87.91714477539062,87.9338607788086
110,110,110,2019-07-15,88.92835235595703,89.76407623291016,89.61366271972656
111,111,111,2019-07-16,87.00621032714844,89.38800811767578,89.8309326171875
112,112,112,2019-07-17,85.06735229492188,89.39635467529297,91.06779479980467
113,113,113,2019-07-18,86.56328582763672,91.6611328125,91.3853530883789
114,114,114,2019-07-19,87.424072265625,91.36028289794922,87.05634307861328
115,115,115,2019-07-22,86.48806762695312,92.6222152709961,87.91714477539062
116,116,116,2019-07-23,87.28199768066406,88.92835235595703,89.76407623291016
117,117,117,2019-07-24,87.29035186767578,87.00621032714844,89.38800811767578
118,118,118,2019-07-25,84.7414321899414,85.06735229492188,89.39635467529297
119,119,119,2019-07-26,85.23448944091797,86.56328582763672,91.6611328125
120,120,120,2019-07-29,83.3458023071289,87.424072265625,91.36028289794922
121,121,121,2019-07-30,85.93649291992188,86.48806762695312,92.6222152709961
122,122,122,2019-07-31,86.43793487548828,87.28199768066406,88.92835235595703
123,123,123,2019-08-01,81.39857482910156,87.29035186767578,87.00621032714844
124,124,124,2019-08-02,81.47378540039062,84.7414321899414,85.06735229492188
125,125,125,2019-08-05,76.42607116699219,85.23448944091797,86.56328582763672
126,126,126,2019-08-06,76.10012817382812,83.3458023071289,87.424072265625
127,127,127,2019-08-07,77.50415802001953,85.93649291992188,86.48806762695312
128,128,128,2019-08-08,79.56000518798828,86.43793487548828,87.28199768066406
129,129,129,2019-08-09,80.57955932617188,81.39857482910156,87.29035186767578
130,130,130,2019-08-12,80.9639892578125,81.47378540039062,84.7414321899414
131,131,131,2019-08-13,83.52128601074219,76.42607116699219,85.23448944091797
132,132,132,2019-08-14,80.48764038085938,76.10012817382812,83.3458023071289
133,133,133,2019-08-15,80.22638702392578,77.50415802001953,85.93649291992188
134,134,134,2019-08-16,81.44054412841797,79.56000518798828,86.43793487548828
135,135,135,2019-08-19,83.70137786865234,80.57955932617188,81.39857482910156
136,136,136,2019-08-20,83.13198852539062,80.9639892578125,81.47378540039062
137,137,137,2019-08-21,83.81861114501953,83.52128601074219,76.42607116699219
138,138,138,2019-08-22,83.09013366699219,80.48764038085938,76.10012817382812
139,139,139,2019-08-23,79.21321105957031,80.22638702392578,77.50415802001953
140,140,140,2019-08-26,78.29212188720703,81.44054412841797,79.56000518798828
141,141,141,2019-08-27,77.34591674804688,83.70137786865234,80.57955932617188
142,142,142,2019-08-28,80.91301727294922,83.13198852539062,80.9639892578125
143,143,143,2019-08-29,82.54585266113281,83.81861114501953,83.52128601074219
144,144,144,2019-08-30,82.12718200683594,83.09013366699219,80.48764038085938
145,145,145,2019-09-03,81.22282409667969,79.21321105957031,80.22638702392578
146,146,146,2019-09-04,81.90946197509766,78.29212188720703,81.44054412841797
147,147,147,2019-09-05,81.76712036132812,77.34591674804688,83.70137786865234
148,148,148,2019-09-06,80.050537109375,80.91301727294922,83.13198852539062
149,149,149,2019-09-09,80.83763885498047,82.54585266113281,83.81861114501953
150,150,150,2019-09-10,83.28272247314453,82.12718200683594,83.09013366699219
151,151,151,2019-09-11,82.66307067871094,81.22282409667969,79.21321105957031
152,152,152,2019-09-12,80.52783966064453,81.90946197509766,78.29212188720703
153,153,153,2019-09-13,80.99675750732422,81.76712036132812,77.34591674804688
154,154,154,2019-09-16,87.9551010131836,80.050537109375,80.91301727294922
155,155,155,2019-09-17,84.11168670654297,80.83763885498047,82.54585266113281
156,156,156,2019-09-18,82.26951599121094,83.28272247314453,82.12718200683594
157,157,157,2019-09-19,81.49915313720703,82.66307067871094,81.22282409667969
158,158,158,2019-09-20,81.07212829589844,80.52783966064453,81.90946197509766
159,159,159,2019-09-23,82.30301666259766,80.99675750732422,81.76712036132812
160,160,160,2019-09-24,79.12110137939453,87.9551010131836,80.050537109375
161,161,161,2019-09-25,78.07440185546875,84.11168670654297,80.83763885498047
162,162,162,2019-09-26,75.4618911743164,82.26951599121094,83.28272247314453
163,163,163,2019-09-27,75.35303497314453,81.49915313720703,82.66307067871094
164,164,164,2019-09-30,75.2860336303711,81.07212829589844,80.52783966064453
165,165,165,2019-10-01,71.17464447021484,82.30301666259766,80.99675750732422
166,166,166,2019-10-02,69.60041809082031,79.12110137939453,87.9551010131836
167,167,167,2019-10-03,71.91989135742188,78.07440185546875,84.11168670654297
168,168,168,2019-10-04,71.5263442993164,75.4618911743164,82.26951599121094
169,169,169,2019-10-07,69.80976867675781,75.35303497314453,81.49915313720703
170,170,170,2019-10-08,67.67453002929688,75.2860336303711,81.07212829589844
171,171,171,2019-10-09,68.28579711914062,71.17464447021484,82.30301666259766
172,172,172,2019-10-10,69.11477661132812,69.60041809082031,79.12110137939453
173,173,173,2019-10-11,70.03585815429688,71.91989135742188,78.07440185546875
174,174,174,2019-10-14,70.30382537841797,71.5263442993164,75.4618911743164
175,175,175,2019-10-15,71.0406723022461,69.80976867675781,75.35303497314453
176,176,176,2019-10-16,69.86001586914062,67.67453002929688,75.2860336303711
177,177,177,2019-10-17,70.37079620361328,68.28579711914062,71.17464447021484
178,178,178,2019-10-18,68.63748931884766,69.11477661132812,69.60041809082031
179,179,179,2019-10-21,69.2822494506836,70.03585815429688,71.91989135742188
180,180,180,2019-10-22,71.75242614746094,70.30382537841797,71.5263442993164
181,181,181,2019-10-23,72.98332214355469,71.0406723022461,69.80976867675781
182,182,182,2019-10-24,72.77399444580078,69.86001586914062,67.67453002929688
183,183,183,2019-10-25,73.2345199584961,70.37079620361328,68.28579711914062
184,184,184,2019-10-28,72.51441192626953,68.63748931884766,69.11477661132812
185,185,185,2019-10-29,73.61972045898438,69.2822494506836,70.03585815429688
186,186,186,2019-10-30,70.6554946899414,71.75242614746094,70.30382537841797
187,187,187,2019-10-31,71.81103515625,72.98332214355469,71.0406723022461
188,188,188,2019-11-01,72.67350769042969,72.77399444580078,69.86001586914062
189,189,189,2019-11-04,75.66283416748047,73.2345199584961,70.37079620361328
190,190,190,2019-11-05,75.55399322509766,72.51441192626953,68.63748931884766
191,191,191,2019-11-06,64.6433334350586,73.61972045898438,69.2822494506836
192,192,192,2019-11-07,63.27008438110352,70.6554946899414,71.75242614746094
193,193,193,2019-11-08,63.16122055053711,71.81103515625,72.98332214355469
194,194,194,2019-11-11,64.29164123535156,72.67350769042969,72.77399444580078
195,195,195,2019-11-12,65.32160186767578,75.66283416748047,73.2345199584961
196,196,196,2019-11-13,64.48422241210938,75.55399322509766,72.51441192626953
197,197,197,2019-11-14,64.03767395019531,64.6433334350586,73.61972045898438
198,198,198,2019-11-15,64.70917510986328,63.27008438110352,70.6554946899414
199,199,199,2019-11-18,63.56761932373047,63.16122055053711,71.81103515625
200,200,200,2019-11-19,62.27493667602539,64.29164123535156,72.67350769042969
201,201,201,2019-11-20,63.198280334472656,65.32160186767578,75.66283416748047
202,202,202,2019-11-21,63.43331909179688,64.48422241210938,75.55399322509766
203,203,203,2019-11-22,63.23184585571289,64.03767395019531,64.6433334350586
204,204,204,2019-11-25,64.74276733398438,64.70917510986328,63.27008438110352
205,205,205,2019-11-26,64.71759033203125,63.56761932373047,63.16122055053711
206,206,206,2019-11-27,65.9095230102539,62.27493667602539,64.29164123535156
207,207,207,2019-11-29,64.91903686523438,63.198280334472656,65.32160186767578
208,208,208,2019-12-02,65.372314453125,63.43331909179688,64.48422241210938
209,209,209,2019-12-03,64.55811309814453,63.23184585571289,64.03767395019531
210,210,210,2019-12-04,67.62190246582031,64.74276733398438,64.70917510986328
211,211,211,2019-12-05,67.10147857666016,64.71759033203125,63.56761932373047
212,212,212,2019-12-06,69.86310577392578,65.9095230102539,62.27493667602539
213,213,213,2019-12-09,70.32476043701172,64.91903686523438,63.198280334472656
214,214,214,2019-12-10,70.05615234375,65.372314453125,63.43331909179688
215,215,215,2019-12-11,70.36673736572266,64.55811309814453,63.23184585571289
216,216,216,2019-12-12,72.41486358642578,67.62190246582031,64.74276733398438
217,217,217,2019-12-13,71.42439270019531,67.10147857666016,64.71759033203125
218,218,218,2019-12-16,73.6068115234375,69.86310577392578,65.9095230102539
219,219,219,2019-12-17,72.70025634765625,70.32476043701172,64.91903686523438
220,220,220,2019-12-18,73.09477996826172,70.05615234375,65.372314453125
221,221,221,2019-12-19,73.4305419921875,70.36673736572266,64.55811309814453
222,222,222,2019-12-20,73.88380432128906,72.41486358642578,67.62190246582031
223,223,223,2019-12-23,74.7315902709961,71.42439270019531,67.10147857666016
224,224,224,2019-12-24,75.69692993164062,73.6068115234375,69.86310577392578
225,225,225,2019-12-26,76.64543914794922,72.70025634765625,70.32476043701172
226,226,226,2019-12-27,76.19214630126953,73.09477996826172,70.05615234375
227,227,227,2019-12-30,76.44397735595703,73.4305419921875,70.36673736572266
228,228,228,2019-12-31,77.94649505615234,73.88380432128906,72.41486358642578
229,229,229,2020-01-02,77.77023315429688,74.7315902709961,71.42439270019531
230,230,230,2020-01-03,79.24755096435547,75.69692993164062,73.6068115234375
231,231,231,2020-01-06,79.65887451171875,76.64543914794922,72.70025634765625
232,232,232,2020-01-07,80.93475341796875,76.19214630126953,73.09477996826172
233,233,233,2020-01-08,78.34101104736328,76.44397735595703,73.4305419921875
234,234,234,2020-01-09,79.0293197631836,77.94649505615234,73.88380432128906
235,235,235,2020-01-10,77.44286346435547,77.77023315429688,74.7315902709961
236,236,236,2020-01-13,75.94873809814453,79.24755096435547,75.69692993164062
237,237,237,2020-01-14,76.60346984863281,79.65887451171875,76.64543914794922
238,238,238,2020-01-15,76.64543914794922,80.93475341796875,76.19214630126953
239,239,239,2020-01-16,76.1669692993164,78.34101104736328,76.44397735595703
240,240,240,2020-01-17,75.1596908569336,79.0293197631836,77.94649505615234
241,241,241,2020-01-21,74.1356201171875,77.44286346435547,77.77023315429688
242,242,242,2020-01-22,71.71818542480469,75.94873809814453,79.24755096435547
243,243,243,2020-01-23,71.0970230102539,76.60346984863281,79.65887451171875
244,244,244,2020-01-24,69.53572082519531,76.64543914794922,80.93475341796875
245,245,245,2020-01-27,66.62301635742188,76.1669692993164,78.34101104736328
246,246,246,2020-01-28,66.41316986083984,75.1596908569336,79.0293197631836
247,247,247,2020-01-29,65.11210632324219,74.1356201171875,77.44286346435547
248,248,248,2020-01-30,64.20555114746094,71.71818542480469,75.94873809814453
249,249,249,2020-01-31,62.45121383666992,71.0970230102539,76.60346984863281
250,250,250,2020-02-03,61.343204498291016,69.53572082519531,76.64543914794922
251,251,251,2020-02-04,61.460716247558594,66.62301635742188,76.1669692993164
252,252,252,2020-02-05,64.96942138671875,66.41316986083984,75.1596908569336
253,253,253,2020-02-06,63.98731231689453,65.11210632324219,74.1356201171875
254,254,254,2020-02-07,62.31689834594727,64.20555114746094,71.71818542480469
255,255,255,2020-02-10,60.4366455078125,62.45121383666992,71.0970230102539
256,256,256,2020-02-11,60.86474609375,61.343204498291016,69.53572082519531
257,257,257,2020-02-12,62.40924453735352,61.460716247558594,66.62301635742188
258,258,258,2020-02-13,62.56873321533203,64.96942138671875,66.41316986083984
259,259,259,2020-02-14,62.92966842651367,63.98731231689453,65.11210632324219
260,260,260,2020-02-18,62.58550643920898,62.31689834594727,64.20555114746094
261,261,261,2020-02-19,66.55587005615234,60.4366455078125,62.45121383666992
262,262,262,2020-02-20,65.87596130371094,60.86474609375,61.343204498291016
263,263,263,2020-02-21,64.13001251220703,62.40924453735352,61.460716247558594
264,264,264,2020-02-24,59.6644172668457,62.56873321533203,64.96942138671875
265,265,265,2020-02-25,56.37397766113281,62.92966842651367,63.98731231689453
266,266,266,2020-02-26,52.99959182739258,62.58550643920898,62.31689834594727
267,267,267,2020-02-27,49.92738723754883,66.55587005615234,60.4366455078125
268,268,268,2020-02-28,52.04267501831055,65.87596130371094,60.86474609375
269,269,269,2020-03-02,52.47759246826172,64.13001251220703,62.40924453735352
270,270,270,2020-03-03,52.15668869018555,59.6644172668457,62.56873321533203
271,271,271,2020-03-04,51.573974609375,56.37397766113281,62.92966842651367
272,272,272,2020-03-05,49.158687591552734,52.99959182739258,62.58550643920898
273,273,273,2020-03-06,41.00920486450195,49.92738723754883,66.55587005615234
274,274,274,2020-03-09,22.700319290161133,52.04267501831055,65.87596130371094
275,275,275,2020-03-10,25.0649356842041,52.47759246826172,64.13001251220703
276,276,276,2020-03-11,22.126054763793945,52.15668869018555,59.6644172668457
277,277,277,2020-03-12,21.636245727539062,51.573974609375,56.37397766113281
278,278,278,2020-03-13,22.96211624145508,49.158687591552734,52.99959182739258
279,279,279,2020-03-16,19.83744430541992,41.00920486450195,49.92738723754883
280,280,280,2020-03-17,17.08435821533203,22.700319290161133,52.04267501831055
281,281,281,2020-03-18,13.14051342010498,25.0649356842041,52.47759246826172
282,282,282,2020-03-19,15.783815383911133,22.126054763793945,52.15668869018555
283,283,283,2020-03-20,15.699368476867676,21.636245727539062,51.573974609375
284,284,284,2020-03-23,17.202587127685547,22.96211624145508,49.158687591552734
285,285,285,2020-03-24,20.36948204040528,19.83744430541992,41.00920486450195
286,286,286,2020-03-25,20.41170692443848,17.08435821533203,22.700319290161133
287,287,287,2020-03-26,21.914928436279297,13.14051342010498,25.0649356842041
288,288,288,2020-03-27,20.15835952758789,15.783815383911133,22.126054763793945
289,289,289,2020-03-30,19.92189216613769,15.699368476867676,21.636245727539062
290,290,290,2020-03-31,22.126054763793945,17.202587127685547,22.96211624145508
291,291,291,2020-04-01,21.171764373779297,20.36948204040528,19.83744430541992
292,292,292,2020-04-02,24.53289604187012,20.41170692443848,17.08435821533203
293,293,293,2020-04-03,26.677942276000977,21.914928436279297,13.14051342010498
294,294,294,2020-04-06,27.108640670776367,20.15835952758789,15.783815383911133
295,295,295,2020-04-07,27.87714195251465,19.92189216613769,15.699368476867676
296,296,296,2020-04-08,31.65208625793457,22.126054763793945,17.202587127685547
297,297,297,2020-04-09,29.4394760131836,21.171764373779297,20.36948204040528
298,298,298,2020-04-13,27.936254501342773,24.53289604187012,20.41170692443848
299,299,299,2020-04-14,26.728609085083008,26.677942276000977,21.914928436279297
300,300,300,2020-04-15,25.5294132232666,27.108640670776367,20.15835952758789
301,301,301,2020-04-16,23.6715030670166,27.87714195251465,19.92189216613769
302,302,302,2020-04-17,26.618825912475582,31.65208625793457,22.126054763793945
303,303,303,2020-04-20,26.061452865600582,29.4394760131836,21.171764373779297
304,304,304,2020-04-21,26.517486572265625,27.936254501342773,24.53289604187012
305,305,305,2020-04-22,28.91588592529297,26.728609085083008,26.677942276000977
306,306,306,2020-04-23,31.33116912841797,25.5294132232666,27.108640670776367
307,307,307,2020-04-24,30.21642303466797,23.6715030670166,27.87714195251465
308,308,308,2020-04-27,30.5880069732666,26.618825912475582,31.65208625793457
309,309,309,2020-04-28,32.09122467041016,26.061452865600582,29.4394760131836
310,310,310,2020-04-29,37.31871032714844,26.517486572265625,27.936254501342773
311,311,311,2020-04-30,36.7697868347168,28.91588592529297,26.728609085083008
312,312,312,2020-05-01,34.01669692993164,31.33116912841797,25.5294132232666
313,313,313,2020-05-04,35.90838623046875,30.21642303466797,23.6715030670166
314,314,314,2020-05-05,34.05892562866211,30.5880069732666,26.618825912475582
315,315,315,2020-05-06,32.8681640625,32.09122467041016,26.061452865600582
316,316,316,2020-05-07,34.09270095825195,37.31871032714844,26.517486572265625
317,317,317,2020-05-08,35.53681564331055,36.7697868347168,28.91588592529297
318,318,318,2020-05-11,34.64163589477539,34.01669692993164,31.33116912841797
319,319,319,2020-05-12,34.51495361328125,35.90838623046875,30.21642303466797
320,320,320,2020-05-13,32.209415435791016,34.05892562866211,30.5880069732666
321,321,321,2020-05-14,32.54182434082031,32.8681640625,32.09122467041016
322,322,322,2020-05-15,33.05321502685547,34.09270095825195,37.31871032714844
323,323,323,2020-05-18,37.02505874633789,35.53681564331055,36.7697868347168
324,324,324,2020-05-19,35.66133499145508,34.64163589477539,34.01669692993164
325,325,325,2020-05-20,37.21256637573242,34.51495361328125,35.90838623046875
326,326,326,2020-05-21,36.556278228759766,32.209415435791016,34.05892562866211
327,327,327,2020-05-22,36.5988883972168,32.54182434082031,32.8681640625
328,328,328,2020-05-26,38.26945877075195,33.05321502685547,34.09270095825195
329,329,329,2020-05-27,37.758060455322266,37.02505874633789,35.53681564331055
330,330,330,2020-05-28,36.66707992553711,35.66133499145508,34.64163589477539
331,331,331,2020-05-29,36.29206085205078,37.21256637573242,34.51495361328125
332,332,332,2020-06-01,37.27223205566406,36.556278228759766,32.209415435791016
333,333,333,2020-06-02,38.87460708618164,36.5988883972168,32.54182434082031
334,334,334,2020-06-03,40.553688049316406,38.26945877075195,33.05321502685547
335,335,335,2020-06-04,40.638919830322266,37.758060455322266,37.02505874633789
336,336,336,2020-06-05,44.499961853027344,36.66707992553711,35.66133499145508
337,337,337,2020-06-08,50.98616409301758,36.29206085205078,37.21256637573242
338,338,338,2020-06-09,45.95743942260742,37.27223205566406,36.556278228759766
339,339,339,2020-06-10,42.76121139526367,38.87460708618164,36.5988883972168
340,340,340,2020-06-11,37.80919647216797,40.553688049316406,38.26945877075195
341,341,341,2020-06-12,40.02524948120117,40.638919830322266,37.758060455322266
342,342,342,2020-06-15,41.013938903808594,44.499961853027344,36.66707992553711
343,343,343,2020-06-16,42.59074783325195,50.98616409301758,36.29206085205078
344,344,344,2020-06-17,39.67578887939453,45.95743942260742,37.27223205566406
345,345,345,2020-06-18,39.70988845825195,42.76121139526367,38.87460708618164
346,346,346,2020-06-19,39.82920837402344,37.80919647216797,40.553688049316406
347,347,347,2020-06-22,39.283721923828125,40.02524948120117,40.638919830322266
348,348,348,2020-06-23,39.47124099731445,41.013938903808594,44.499961853027344
349,349,349,2020-06-24,35.71247863769531,42.59074783325195,50.98616409301758
350,350,350,2020-06-25,37.17847442626953,39.67578887939453,45.95743942260742
351,351,351,2020-06-26,35.05617141723633,39.70988845825195,42.76121139526367
352,352,352,2020-06-29,35.3118782043457,39.82920837402344,37.80919647216797
353,353,353,2020-06-30,35.644287109375,39.283721923828125,40.02524948120117
354,354,354,2020-07-01,33.75212097167969,39.47124099731445,41.013938903808594
355,355,355,2020-07-02,35.42267608642578,35.71247863769531,42.59074783325195
356,356,356,2020-07-06,36.547760009765625,37.17847442626953,39.67578887939453
357,357,357,2020-07-07,34.195335388183594,35.05617141723633,39.70988845825195
358,358,358,2020-07-08,34.28908920288086,35.3118782043457,39.82920837402344
359,359,359,2020-07-09,31.96224021911621,35.644287109375,39.283721923828125
360,360,360,2020-07-10,33.18106842041016,33.75212097167969,39.47124099731445
361,361,361,2020-07-13,31.621307373046875,35.42267608642578,35.71247863769531
362,362,362,2020-07-14,33.47938537597656,36.547760009765625,37.17847442626953
363,363,363,2020-07-15,34.0078239440918,34.195335388183594,35.05617141723633
364,364,364,2020-07-16,33.675411224365234,34.28908920288086,35.3118782043457
365,365,365,2020-07-17,33.25777816772461,31.96224021911621,35.644287109375
366,366,366,2020-07-20,32.88275146484375,33.18106842041016,33.75212097167969
367,367,367,2020-07-21,35.89146423339844,31.621307373046875,35.42267608642578
368,368,368,2020-07-22,35.54201126098633,33.47938537597656,36.547760009765625
369,369,369,2020-07-23,35.005035400390625,34.0078239440918,34.195335388183594
370,370,370,2020-07-24,34.71524810791016,33.675411224365234,34.28908920288086
371,371,371,2020-07-27,34.13566589355469,33.25777816772461,31.96224021911621
372,372,372,2020-07-28,33.13845443725586,32.88275146484375,33.18106842041016
373,373,373,2020-07-29,34.740814208984375,35.89146423339844,31.621307373046875
374,374,374,2020-07-30,33.675411224365234,35.54201126098633,33.47938537597656
375,375,375,2020-07-31,33.97372817993164,35.005035400390625,34.0078239440918
376,376,376,2020-08-03,34.10157012939453,34.71524810791016,33.675411224365234
377,377,377,2020-08-04,35.005035400390625,34.13566589355469,33.25777816772461
378,378,378,2020-08-05,35.48235321044922,33.13845443725586,32.88275146484375
379,379,379,2020-08-06,34.71524810791016,34.740814208984375,35.89146423339844
