,Unnamed: 0.1,Unnamed: 0,Date,ABNB,ABNB_6m,ABNB_12m
35,35,35,2021-02-02,179.1699981689453,177.52999877929688,180.5
36,36,36,2021-02-03,185.72000122070312,192.7400054931641,169.27000427246094
37,37,37,2021-02-04,195.8000030517578,201.25,173.69000244140625
38,38,38,2021-02-05,195.3099975585937,187.3699951171875,161.8300018310547
39,39,39,2021-02-08,200.42999267578125,183.6300048828125,180.3999938964844
40,40,40,2021-02-09,199.8800048828125,180.44000244140625,181.8699951171875
41,41,41,2021-02-10,211.66000366210932,179.1699981689453,177.52999877929688
42,42,42,2021-02-11,216.83999633789065,185.72000122070312,192.7400054931641
43,43,43,2021-02-12,212.67999267578125,195.8000030517578,201.25
44,44,44,2021-02-16,209.8600006103516,195.3099975585937,187.3699951171875
45,45,45,2021-02-17,201.9600067138672,200.42999267578125,183.6300048828125
46,46,46,2021-02-18,198.0399932861328,199.8800048828125,180.44000244140625
47,47,47,2021-02-19,201.07000732421875,211.66000366210932,179.1699981689453
48,48,48,2021-02-22,195.33999633789065,216.83999633789065,185.72000122070312
49,49,49,2021-02-23,187.58999633789065,212.67999267578125,195.8000030517578
50,50,50,2021-02-24,200.1999969482422,209.8600006103516,195.3099975585937
51,51,51,2021-02-25,182.0599975585937,201.9600067138672,200.42999267578125
52,52,52,2021-02-26,206.3500061035156,198.0399932861328,199.8800048828125
53,53,53,2021-03-01,196.4199981689453,201.07000732421875,211.66000366210932
54,54,54,2021-03-02,189.8999938964844,195.33999633789065,216.83999633789065
55,55,55,2021-03-03,180.3999938964844,187.58999633789065,212.67999267578125
56,56,56,2021-03-04,180.22999572753903,200.1999969482422,209.8600006103516
57,57,57,2021-03-05,179.80999755859375,182.0599975585937,201.9600067138672
58,58,58,2021-03-08,180.8099975585937,206.3500061035156,198.0399932861328
59,59,59,2021-03-09,183.1100006103516,196.4199981689453,201.07000732421875
60,60,60,2021-03-10,183.7899932861328,189.8999938964844,195.33999633789065
61,61,61,2021-03-11,197.8699951171875,180.3999938964844,187.58999633789065
62,62,62,2021-03-12,206.7400054931641,180.22999572753903,200.1999969482422
63,63,63,2021-03-15,209.9900054931641,179.80999755859375,182.0599975585937
64,64,64,2021-03-16,200.009994506836,180.8099975585937,206.3500061035156
65,65,65,2021-03-17,201.3600006103516,183.1100006103516,196.4199981689453
66,66,66,2021-03-18,191.4499969482422,183.7899932861328,189.8999938964844
67,67,67,2021-03-19,194.38999938964844,197.8699951171875,180.3999938964844
68,68,68,2021-03-22,195.0,206.7400054931641,180.22999572753903
69,69,69,2021-03-23,187.13999938964844,209.9900054931641,179.80999755859375
70,70,70,2021-03-24,178.85000610351562,200.009994506836,180.8099975585937
71,71,71,2021-03-25,176.16000366210938,201.3600006103516,183.1100006103516
72,72,72,2021-03-26,174.39999389648438,191.4499969482422,183.7899932861328
73,73,73,2021-03-29,182.5,194.38999938964844,197.8699951171875
74,74,74,2021-03-30,183.1000061035156,195.0,206.7400054931641
75,75,75,2021-03-31,187.94000244140625,187.13999938964844,209.9900054931641
76,76,76,2021-04-01,188.2400054931641,178.85000610351562,200.009994506836
77,77,77,2021-04-05,186.69000244140625,176.16000366210938,201.3600006103516
78,78,78,2021-04-06,190.02999877929688,174.39999389648438,191.4499969482422
79,79,79,2021-04-07,179.94000244140625,182.5,194.38999938964844
80,80,80,2021-04-08,180.17999267578125,183.1000061035156,195.0
81,81,81,2021-04-09,179.5,187.94000244140625,187.13999938964844
82,82,82,2021-04-12,176.49000549316406,188.2400054931641,178.85000610351562
83,83,83,2021-04-13,177.9499969482422,186.69000244140625,176.16000366210938
84,84,84,2021-04-14,176.42999267578125,190.02999877929688,174.39999389648438
85,85,85,2021-04-15,175.35000610351562,179.94000244140625,182.5
86,86,86,2021-04-16,178.69000244140625,180.17999267578125,183.1000061035156
87,87,87,2021-04-19,174.5800018310547,179.5,187.94000244140625
88,88,88,2021-04-20,169.57000732421875,176.49000549316406,188.2400054931641
89,89,89,2021-04-21,167.07000732421875,177.9499969482422,186.69000244140625
90,90,90,2021-04-22,170.7100067138672,176.42999267578125,190.02999877929688
91,91,91,2021-04-23,174.25,175.35000610351562,179.94000244140625
92,92,92,2021-04-26,174.8800048828125,178.69000244140625,180.17999267578125
93,93,93,2021-04-27,177.94000244140625,174.5800018310547,179.5
94,94,94,2021-04-28,180.0,169.57000732421875,176.49000549316406
95,95,95,2021-04-29,177.67999267578125,167.07000732421875,177.9499969482422
96,96,96,2021-04-30,172.7100067138672,170.7100067138672,176.42999267578125
97,97,97,2021-05-03,168.11000061035156,174.25,175.35000610351562
98,98,98,2021-05-04,168.89999389648438,174.8800048828125,178.69000244140625
99,99,99,2021-05-05,162.3300018310547,177.94000244140625,174.5800018310547
100,100,100,2021-05-06,153.63999938964844,180.0,169.57000732421875
101,101,101,2021-05-07,151.2100067138672,177.67999267578125,167.07000732421875
102,102,102,2021-05-10,146.72999572753906,172.7100067138672,170.7100067138672
103,103,103,2021-05-11,142.72999572753906,168.11000061035156,174.25
104,104,104,2021-05-12,140.25,168.89999389648438,174.8800048828125
105,105,105,2021-05-13,135.75,162.3300018310547,177.94000244140625
106,106,106,2021-05-14,141.1999969482422,153.63999938964844,180.0
107,107,107,2021-05-17,132.5,151.2100067138672,177.67999267578125
108,108,108,2021-05-18,135.02000427246094,146.72999572753906,172.7100067138672
109,109,109,2021-05-19,138.19000244140625,142.72999572753906,168.11000061035156
110,110,110,2021-05-20,136.1999969482422,140.25,168.89999389648438
111,111,111,2021-05-21,134.7100067138672,135.75,162.3300018310547
112,112,112,2021-05-24,135.91000366210938,141.1999969482422,153.63999938964844
113,113,113,2021-05-25,133.99000549316406,132.5,151.2100067138672
114,114,114,2021-05-26,134.75,135.02000427246094,146.72999572753906
115,115,115,2021-05-27,143.1699981689453,138.19000244140625,142.72999572753906
116,116,116,2021-05-28,140.39999389648438,136.1999969482422,140.25
117,117,117,2021-06-01,144.30999755859375,134.7100067138672,135.75
118,118,118,2021-06-02,151.0,135.91000366210938,141.1999969482422
119,119,119,2021-06-03,144.19000244140625,133.99000549316406,132.5
120,120,120,2021-06-04,150.72999572753906,134.75,135.02000427246094
121,121,121,2021-06-07,148.97000122070312,143.1699981689453,138.19000244140625
122,122,122,2021-06-08,147.00999450683594,140.39999389648438,136.1999969482422
123,123,123,2021-06-09,144.85000610351562,144.30999755859375,134.7100067138672
124,124,124,2021-06-10,146.1199951171875,151.0,135.91000366210938
125,125,125,2021-06-11,148.44000244140625,144.19000244140625,133.99000549316406
126,126,126,2021-06-14,149.2100067138672,150.72999572753906,134.75
127,127,127,2021-06-15,151.77999877929688,148.97000122070312,143.1699981689453
128,128,128,2021-06-16,149.14999389648438,147.00999450683594,140.39999389648438
129,129,129,2021-06-17,150.6999969482422,144.85000610351562,144.30999755859375
130,130,130,2021-06-18,152.52000427246094,146.1199951171875,151.0
131,131,131,2021-06-21,149.6999969482422,148.44000244140625,144.19000244140625
132,132,132,2021-06-22,149.67999267578125,149.2100067138672,150.72999572753906
133,133,133,2021-06-23,151.5800018310547,151.77999877929688,148.97000122070312
134,134,134,2021-06-24,150.72999572753906,149.14999389648438,147.00999450683594
135,135,135,2021-06-25,149.6699981689453,150.6999969482422,144.85000610351562
136,136,136,2021-06-28,149.94000244140625,152.52000427246094,146.1199951171875
137,137,137,2021-06-29,146.0800018310547,149.6999969482422,148.44000244140625
138,138,138,2021-06-30,153.13999938964844,149.67999267578125,149.2100067138672
139,139,139,2021-07-01,153.0800018310547,151.5800018310547,151.77999877929688
140,140,140,2021-07-02,150.22999572753906,150.72999572753906,149.14999389648438
141,141,141,2021-07-06,148.3699951171875,149.6699981689453,150.6999969482422
142,142,142,2021-07-07,143.72000122070312,149.94000244140625,152.52000427246094
143,143,143,2021-07-08,142.52999877929688,146.0800018310547,149.6999969482422
144,144,144,2021-07-09,149.63999938964844,153.13999938964844,149.67999267578125
145,145,145,2021-07-12,146.69000244140625,153.0800018310547,151.5800018310547
146,146,146,2021-07-13,143.41000366210938,150.22999572753906,150.72999572753906
147,147,147,2021-07-14,139.08999633789062,148.3699951171875,149.6699981689453
148,148,148,2021-07-15,137.5,143.72000122070312,149.94000244140625
149,149,149,2021-07-16,134.30999755859375,142.52999877929688,146.0800018310547
150,150,150,2021-07-19,131.8800048828125,149.63999938964844,153.13999938964844
151,151,151,2021-07-20,136.08999633789062,146.69000244140625,153.0800018310547
152,152,152,2021-07-21,139.25,143.41000366210938,150.22999572753906
153,153,153,2021-07-22,139.47000122070312,139.08999633789062,148.3699951171875
154,154,154,2021-07-23,138.72999572753906,137.5,143.72000122070312
155,155,155,2021-07-26,142.0,134.30999755859375,142.52999877929688
156,156,156,2021-07-27,141.5800018310547,131.8800048828125,149.63999938964844
157,157,157,2021-07-28,143.3000030517578,136.08999633789062,146.69000244140625
158,158,158,2021-07-29,143.47000122070312,139.25,143.41000366210938
159,159,159,2021-07-30,144.00999450683594,139.47000122070312,139.08999633789062
160,160,160,2021-08-02,145.49000549316406,138.72999572753906,137.5
161,161,161,2021-08-03,145.64999389648438,142.0,134.30999755859375
162,162,162,2021-08-04,147.39999389648438,141.5800018310547,131.8800048828125
163,163,163,2021-08-05,150.32000732421875,143.3000030517578,136.08999633789062
164,164,164,2021-08-06,149.99000549316406,143.47000122070312,139.25
165,165,165,2021-08-09,149.44000244140625,144.00999450683594,139.47000122070312
166,166,166,2021-08-10,147.9499969482422,145.49000549316406,138.72999572753906
167,167,167,2021-08-11,148.16000366210938,145.64999389648438,142.0
168,168,168,2021-08-12,151.14999389648438,147.39999389648438,141.5800018310547
169,169,169,2021-08-13,152.75999450683594,150.32000732421875,143.3000030517578
170,170,170,2021-08-16,148.57000732421875,149.99000549316406,143.47000122070312
171,171,171,2021-08-17,143.89999389648438,149.44000244140625,144.00999450683594
172,172,172,2021-08-18,146.74000549316406,147.9499969482422,145.49000549316406
173,173,173,2021-08-19,142.64999389648438,148.16000366210938,145.64999389648438
174,174,174,2021-08-20,143.6999969482422,151.14999389648438,147.39999389648438
175,175,175,2021-08-23,146.7899932861328,152.75999450683594,150.32000732421875
176,176,176,2021-08-24,161.4199981689453,148.57000732421875,149.99000549316406
177,177,177,2021-08-25,160.35000610351562,143.89999389648438,149.44000244140625
178,178,178,2021-08-26,152.72999572753906,146.74000549316406,147.9499969482422
179,179,179,2021-08-27,154.17999267578125,142.64999389648438,148.16000366210938
180,180,180,2021-08-30,156.02000427246094,143.6999969482422,151.14999389648438
181,181,181,2021-08-31,154.99000549316406,146.7899932861328,152.75999450683594
182,182,182,2021-09-01,156.58999633789062,161.4199981689453,148.57000732421875
183,183,183,2021-09-02,157.1999969482422,160.35000610351562,143.89999389648438
184,184,184,2021-09-03,158.0,152.72999572753906,146.74000549316406
185,185,185,2021-09-07,165.0,154.17999267578125,142.64999389648438
186,186,186,2021-09-08,163.92999267578125,156.02000427246094,143.6999969482422
187,187,187,2021-09-09,166.0,154.99000549316406,146.7899932861328
188,188,188,2021-09-10,165.1999969482422,156.58999633789062,161.4199981689453
189,189,189,2021-09-13,160.32000732421875,157.1999969482422,160.35000610351562
190,190,190,2021-09-14,163.3000030517578,158.0,152.72999572753906
191,191,191,2021-09-15,166.3699951171875,165.0,154.17999267578125
192,192,192,2021-09-16,168.14999389648438,163.92999267578125,156.02000427246094
193,193,193,2021-09-17,166.58999633789062,166.0,154.99000549316406
194,194,194,2021-09-20,161.63999938964844,165.1999969482422,156.58999633789062
195,195,195,2021-09-21,169.2899932861328,160.32000732421875,157.1999969482422
196,196,196,2021-09-22,169.9600067138672,163.3000030517578,158.0
197,197,197,2021-09-23,175.1300048828125,166.3699951171875,165.0
198,198,198,2021-09-24,175.8800048828125,168.14999389648438,163.92999267578125
199,199,199,2021-09-27,174.25999450683594,166.58999633789062,166.0
200,200,200,2021-09-28,168.5800018310547,161.63999938964844,165.1999969482422
201,201,201,2021-09-29,168.07000732421875,169.2899932861328,160.32000732421875
202,202,202,2021-09-30,167.75,169.9600067138672,163.3000030517578
203,203,203,2021-10-01,173.00999450683594,175.1300048828125,166.3699951171875
204,204,204,2021-10-04,164.5,175.8800048828125,168.14999389648438
205,205,205,2021-10-05,164.74000549316406,174.25999450683594,166.58999633789062
206,206,206,2021-10-06,167.25,168.5800018310547,161.63999938964844
207,207,207,2021-10-07,169.60000610351562,168.07000732421875,169.2899932861328
208,208,208,2021-10-08,169.97000122070312,167.75,169.9600067138672
209,209,209,2021-10-11,166.6699981689453,173.00999450683594,175.1300048828125
210,210,210,2021-10-12,172.75,164.5,175.8800048828125
211,211,211,2021-10-13,173.5800018310547,164.74000549316406,174.25999450683594
212,212,212,2021-10-14,170.5,167.25,168.5800018310547
213,213,213,2021-10-15,169.17999267578125,169.60000610351562,168.07000732421875
214,214,214,2021-10-18,172.32000732421875,169.97000122070312,167.75
215,215,215,2021-10-19,170.74000549316406,166.6699981689453,173.00999450683594
216,216,216,2021-10-20,169.75999450683594,172.75,164.5
217,217,217,2021-10-21,170.5,173.5800018310547,164.74000549316406
218,218,218,2021-10-22,166.63999938964844,170.5,167.25
219,219,219,2021-10-25,169.24000549316406,169.17999267578125,169.60000610351562
220,220,220,2021-10-26,171.13999938964844,172.32000732421875,169.97000122070312
221,221,221,2021-10-27,169.10000610351562,170.74000549316406,166.6699981689453
222,222,222,2021-10-28,171.6999969482422,169.75999450683594,172.75
223,223,223,2021-10-29,170.66000366210938,170.5,173.5800018310547
224,224,224,2021-11-01,174.60000610351562,166.63999938964844,170.5
225,225,225,2021-11-02,172.8699951171875,169.24000549316406,169.17999267578125
226,226,226,2021-11-03,172.8699951171875,171.13999938964844,172.32000732421875
227,227,227,2021-11-04,178.4499969482422,169.10000610351562,170.74000549316406
228,228,228,2021-11-05,201.6199951171875,171.6999969482422,169.75999450683594
229,229,229,2021-11-08,200.32000732421875,170.66000366210938,170.5
230,230,230,2021-11-09,194.67999267578125,174.60000610351562,166.63999938964844
231,231,231,2021-11-10,192.22000122070312,172.8699951171875,169.24000549316406
232,232,232,2021-11-11,191.6100006103516,172.8699951171875,171.13999938964844
233,233,233,2021-11-12,206.5399932861328,178.4499969482422,169.10000610351562
234,234,234,2021-11-15,207.2100067138672,201.6199951171875,171.6999969482422
235,235,235,2021-11-16,207.0399932861328,200.32000732421875,170.66000366210938
236,236,236,2021-11-17,199.1100006103516,194.67999267578125,174.60000610351562
237,237,237,2021-11-18,204.3300018310547,192.22000122070312,172.8699951171875
238,238,238,2021-11-19,196.4199981689453,191.6100006103516,172.8699951171875
239,239,239,2021-11-22,181.72999572753903,206.5399932861328,178.4499969482422
240,240,240,2021-11-23,178.27000427246094,207.2100067138672,201.6199951171875
241,241,241,2021-11-24,179.88999938964844,207.0399932861328,200.32000732421875
242,242,242,2021-11-26,173.86000061035156,199.1100006103516,194.67999267578125
243,243,243,2021-11-29,180.0800018310547,204.3300018310547,192.22000122070312
244,244,244,2021-11-30,172.5399932861328,196.4199981689453,191.6100006103516
245,245,245,2021-12-01,163.0800018310547,181.72999572753903,206.5399932861328
246,246,246,2021-12-02,169.60000610351562,178.27000427246094,207.2100067138672
247,247,247,2021-12-03,166.75,179.88999938964844,207.0399932861328
248,248,248,2021-12-06,180.8500061035156,173.86000061035156,199.1100006103516
249,249,249,2021-12-07,183.13999938964844,180.0800018310547,204.3300018310547
250,250,250,2021-12-08,186.4900054931641,172.5399932861328,196.4199981689453
251,251,251,2021-12-09,181.4600067138672,163.0800018310547,181.72999572753903
252,252,252,2021-12-10,180.4199981689453,169.60000610351562,178.27000427246094
253,253,253,2021-12-13,171.0399932861328,166.75,179.88999938964844
254,254,254,2021-12-14,167.9600067138672,180.8500061035156,173.86000061035156
255,255,255,2021-12-15,168.13999938964844,183.13999938964844,180.0800018310547
256,256,256,2021-12-16,156.3800048828125,186.4900054931641,172.5399932861328
257,257,257,2021-12-17,157.91000366210938,181.4600067138672,163.0800018310547
258,258,258,2021-12-20,157.22999572753906,180.4199981689453,169.60000610351562
259,259,259,2021-12-21,165.66000366210938,171.0399932861328,166.75
260,260,260,2021-12-22,169.2899932861328,167.9600067138672,180.8500061035156
261,261,261,2021-12-23,171.30999755859375,168.13999938964844,183.13999938964844
262,262,262,2021-12-27,171.67999267578125,156.3800048828125,186.4900054931641
263,263,263,2021-12-28,169.7100067138672,157.91000366210938,181.4600067138672
264,264,264,2021-12-29,167.44000244140625,157.22999572753906,180.4199981689453
265,265,265,2021-12-30,168.77999877929688,165.66000366210938,171.0399932861328
266,266,266,2021-12-31,166.49000549316406,169.2899932861328,167.9600067138672
267,267,267,2022-01-03,172.67999267578125,171.30999755859375,168.13999938964844
268,268,268,2022-01-04,170.8000030517578,171.67999267578125,156.3800048828125
269,269,269,2022-01-05,162.25,169.7100067138672,157.91000366210938
270,270,270,2022-01-06,159.75,167.44000244140625,157.22999572753906
271,271,271,2022-01-07,166.0500030517578,168.77999877929688,165.66000366210938
272,272,272,2022-01-10,160.7100067138672,166.49000549316406,169.2899932861328
273,273,273,2022-01-11,168.61000061035156,172.67999267578125,171.30999755859375
274,274,274,2022-01-12,169.5399932861328,170.8000030517578,171.67999267578125
275,275,275,2022-01-13,166.0,162.25,169.7100067138672
276,276,276,2022-01-14,163.99000549316406,159.75,167.44000244140625
277,277,277,2022-01-18,154.69000244140625,166.0500030517578,168.77999877929688
278,278,278,2022-01-19,154.5800018310547,160.7100067138672,166.49000549316406
279,279,279,2022-01-20,158.0,168.61000061035156,172.67999267578125
280,280,280,2022-01-21,156.72999572753906,169.5399932861328,170.8000030517578
281,281,281,2022-01-24,147.89999389648438,166.0,162.25
282,282,282,2022-01-25,144.55999755859375,163.99000549316406,159.75
283,283,283,2022-01-26,142.13999938964844,154.69000244140625,166.0500030517578
284,284,284,2022-01-27,138.41000366210938,154.5800018310547,160.7100067138672
285,285,285,2022-01-28,142.77000427246094,158.0,168.61000061035156
286,286,286,2022-01-31,153.97000122070312,156.72999572753906,169.5399932861328
287,287,287,2022-02-01,156.94000244140625,147.89999389648438,166.0
288,288,288,2022-02-02,151.75999450683594,144.55999755859375,163.99000549316406
289,289,289,2022-02-03,149.57000732421875,142.13999938964844,154.69000244140625
290,290,290,2022-02-04,155.55999755859375,138.41000366210938,154.5800018310547
291,291,291,2022-02-07,157.91000366210938,142.77000427246094,158.0
292,292,292,2022-02-08,162.25999450683594,153.97000122070312,156.72999572753906
293,293,293,2022-02-09,169.52999877929688,156.94000244140625,147.89999389648438
294,294,294,2022-02-10,171.9499969482422,151.75999450683594,144.55999755859375
295,295,295,2022-02-11,166.52999877929688,149.57000732421875,142.13999938964844
296,296,296,2022-02-14,169.66000366210938,155.55999755859375,138.41000366210938
297,297,297,2022-02-15,180.07000732421875,157.91000366210938,142.77000427246094
298,298,298,2022-02-16,186.63999938964844,162.25999450683594,153.97000122070312
299,299,299,2022-02-17,183.6000061035156,169.52999877929688,156.94000244140625
300,300,300,2022-02-18,174.89999389648438,171.9499969482422,151.75999450683594
301,301,301,2022-02-22,165.24000549316406,166.52999877929688,149.57000732421875
302,302,302,2022-02-23,150.0399932861328,169.66000366210938,155.55999755859375
303,303,303,2022-02-24,158.25999450683594,180.07000732421875,157.91000366210938
304,304,304,2022-02-25,155.08999633789062,186.63999938964844,162.25999450683594
305,305,305,2022-02-28,151.49000549316406,183.6000061035156,169.52999877929688
306,306,306,2022-03-01,151.00999450683594,174.89999389648438,171.9499969482422
307,307,307,2022-03-02,157.52999877929688,165.24000549316406,166.52999877929688
308,308,308,2022-03-03,151.69000244140625,150.0399932861328,169.66000366210938
309,309,309,2022-03-04,142.6999969482422,158.25999450683594,180.07000732421875
310,310,310,2022-03-07,131.58999633789062,155.08999633789062,186.63999938964844
311,311,311,2022-03-08,142.1300048828125,151.49000549316406,183.6000061035156
312,312,312,2022-03-09,148.30999755859375,151.00999450683594,174.89999389648438
313,313,313,2022-03-10,151.8000030517578,157.52999877929688,165.24000549316406
314,314,314,2022-03-11,145.13999938964844,151.69000244140625,150.0399932861328
315,315,315,2022-03-14,138.5,142.6999969482422,158.25999450683594
316,316,316,2022-03-15,143.9499969482422,131.58999633789062,155.08999633789062
317,317,317,2022-03-16,155.75,142.1300048828125,151.49000549316406
318,318,318,2022-03-17,157.5500030517578,148.30999755859375,151.00999450683594
319,319,319,2022-03-18,167.0,151.8000030517578,157.52999877929688
320,320,320,2022-03-21,161.8000030517578,145.13999938964844,151.69000244140625
321,321,321,2022-03-22,166.44000244140625,138.5,142.6999969482422
322,322,322,2022-03-23,164.16000366210938,143.9499969482422,131.58999633789062
323,323,323,2022-03-24,170.8300018310547,155.75,142.1300048828125
324,324,324,2022-03-25,167.22000122070312,157.5500030517578,148.30999755859375
325,325,325,2022-03-28,167.64999389648438,167.0,151.8000030517578
326,326,326,2022-03-29,175.52000427246094,161.8000030517578,145.13999938964844
327,327,327,2022-03-30,173.6300048828125,166.44000244140625,138.5
328,328,328,2022-03-31,171.75999450683594,164.16000366210938,143.9499969482422
329,329,329,2022-04-01,173.07000732421875,170.8300018310547,155.75
330,330,330,2022-04-04,177.02000427246094,167.22000122070312,157.5500030517578
331,331,331,2022-04-05,171.2100067138672,167.64999389648438,167.0
332,332,332,2022-04-06,164.66000366210938,175.52000427246094,161.8000030517578
333,333,333,2022-04-07,165.91000366210938,173.6300048828125,166.44000244140625
334,334,334,2022-04-08,162.55999755859375,171.75999450683594,164.16000366210938
335,335,335,2022-04-11,160.25,173.07000732421875,170.8300018310547
336,336,336,2022-04-12,160.11000061035156,177.02000427246094,167.22000122070312
337,337,337,2022-04-13,171.85000610351562,171.2100067138672,167.64999389648438
338,338,338,2022-04-14,170.6999969482422,164.66000366210938,175.52000427246094
339,339,339,2022-04-18,165.74000549316406,165.91000366210938,173.6300048828125
340,340,340,2022-04-19,170.1199951171875,162.55999755859375,171.75999450683594
341,341,341,2022-04-20,164.5500030517578,160.25,173.07000732421875
342,342,342,2022-04-21,157.91000366210938,160.11000061035156,177.02000427246094
343,343,343,2022-04-22,156.08999633789062,171.85000610351562,171.2100067138672
344,344,344,2022-04-25,158.38999938964844,170.6999969482422,164.66000366210938
345,345,345,2022-04-26,153.0399932861328,165.74000549316406,165.91000366210938
346,346,346,2022-04-27,152.22999572753906,170.1199951171875,162.55999755859375
347,347,347,2022-04-28,159.74000549316406,164.5500030517578,160.25
348,348,348,2022-04-29,153.2100067138672,157.91000366210938,160.11000061035156
349,349,349,2022-05-02,152.77999877929688,156.08999633789062,171.85000610351562
350,350,350,2022-05-03,145.0,158.38999938964844,170.6999969482422
351,351,351,2022-05-04,156.17999267578125,153.0399932861328,165.74000549316406
352,352,352,2022-05-05,143.08999633789062,152.22999572753906,170.1199951171875
353,353,353,2022-05-06,135.83999633789062,159.74000549316406,164.5500030517578
354,354,354,2022-05-09,119.37000274658205,153.2100067138672,157.91000366210938
355,355,355,2022-05-10,116.12999725341795,152.77999877929688,156.08999633789062
356,356,356,2022-05-11,116.1500015258789,145.0,158.38999938964844
357,357,357,2022-05-12,115.94000244140624,156.17999267578125,153.0399932861328
358,358,358,2022-05-13,121.4499969482422,143.08999633789062,152.22999572753906
359,359,359,2022-05-16,114.44000244140624,135.83999633789062,159.74000549316406
360,360,360,2022-05-17,117.5,119.37000274658205,153.2100067138672
361,361,361,2022-05-18,108.02999877929688,116.12999725341795,152.77999877929688
362,362,362,2022-05-19,114.16999816894533,116.1500015258789,145.0
363,363,363,2022-05-20,112.5500030517578,115.94000244140624,156.17999267578125
364,364,364,2022-05-23,113.27999877929688,121.4499969482422,143.08999633789062
365,365,365,2022-05-24,106.23999786376952,114.44000244140624,135.83999633789062
366,366,366,2022-05-25,110.4000015258789,117.5,119.37000274658205
367,367,367,2022-05-26,114.3000030517578,108.02999877929688,116.12999725341795
368,368,368,2022-05-27,120.5,114.16999816894533,116.1500015258789
369,369,369,2022-05-31,120.87000274658205,112.5500030517578,115.94000244140624
370,370,370,2022-06-01,116.72000122070312,113.27999877929688,121.4499969482422
371,371,371,2022-06-02,121.26000213623048,106.23999786376952,114.44000244140624
372,372,372,2022-06-03,119.83000183105467,110.4000015258789,117.5
373,373,373,2022-06-06,122.0199966430664,114.3000030517578,108.02999877929688
374,374,374,2022-06-07,122.9000015258789,120.5,114.16999816894533
375,375,375,2022-06-08,123.7699966430664,120.87000274658205,112.5500030517578
376,376,376,2022-06-09,115.72000122070312,116.72000122070312,113.27999877929688
377,377,377,2022-06-10,108.91000366210938,121.26000213623048,106.23999786376952
378,378,378,2022-06-13,98.93000030517578,119.83000183105467,110.4000015258789
379,379,379,2022-06-14,98.87000274658205,122.0199966430664,114.3000030517578
380,380,380,2022-06-15,101.47000122070312,122.9000015258789,120.5
381,381,381,2022-06-16,93.26000213623048,123.7699966430664,120.87000274658205
382,382,382,2022-06-17,99.48999786376952,115.72000122070312,116.72000122070312
383,383,383,2022-06-21,102.2699966430664,108.91000366210938,121.26000213623048
384,384,384,2022-06-22,99.52999877929688,98.93000030517578,119.83000183105467
385,385,385,2022-06-23,95.72000122070312,98.87000274658205,122.0199966430664
386,386,386,2022-06-24,103.51000213623048,101.47000122070312,122.9000015258789
387,387,387,2022-06-27,101.5,93.26000213623048,123.7699966430664
388,388,388,2022-06-28,97.52999877929688,99.48999786376952,115.72000122070312
389,389,389,2022-06-29,93.93000030517578,102.2699966430664,108.91000366210938
390,390,390,2022-06-30,89.08000183105469,99.52999877929688,98.93000030517578
391,391,391,2022-07-01,91.41000366210938,95.72000122070312,98.87000274658205
