,Unnamed: 0.1,Unnamed: 0,Date,V,V_6m,V_12m
59,59,59,2019-05-01,157.60667419433594,156.51266479492188,154.55699157714844
60,60,60,2019-05-02,155.98983764648438,156.34808349609375,155.33152770996094
61,61,61,2019-05-03,156.88055419921875,155.89303588867188,155.12818908691406
62,62,62,2019-05-06,157.1129150390625,157.74221801757812,155.33152770996094
63,63,63,2019-05-07,155.10887145996094,158.92335510253906,155.0604248046875
64,64,64,2019-05-08,155.6413116455078,159.19447326660156,155.2928009033203
65,65,65,2019-05-09,154.7216033935547,157.60667419433594,156.51266479492188
66,66,66,2019-05-10,155.59291076660156,155.98983764648438,156.34808349609375
67,67,67,2019-05-13,152.32054138183594,156.88055419921875,155.89303588867188
68,68,68,2019-05-14,155.10887145996094,157.1129150390625,157.74221801757812
69,69,69,2019-05-15,157.60667419433594,155.10887145996094,158.92335510253906
70,70,70,2019-05-16,159.865966796875,155.6413116455078,159.19447326660156
71,71,71,2019-05-17,159.10963439941406,154.7216033935547,157.60667419433594
72,72,72,2019-05-20,158.5084686279297,155.59291076660156,155.98983764648438
73,73,73,2019-05-21,158.88662719726562,152.32054138183594,156.88055419921875
74,74,74,2019-05-22,159.25509643554688,155.10887145996094,157.1129150390625
75,75,75,2019-05-23,156.6079559326172,157.60667419433594,155.10887145996094
76,76,76,2019-05-24,157.70361328125,159.865966796875,155.6413116455078
77,77,77,2019-05-28,158.7412109375,159.10963439941406,154.7216033935547
78,78,78,2019-05-29,157.79090881347656,158.5084686279297,155.59291076660156
79,79,79,2019-05-30,157.82000732421875,158.88662719726562,152.32054138183594
80,80,80,2019-05-31,156.43341064453125,159.25509643554688,155.10887145996094
81,81,81,2019-06-03,153.78623962402344,156.6079559326172,157.60667419433594
82,82,82,2019-06-04,157.40306091308594,157.70361328125,159.865966796875
83,83,83,2019-06-05,160.37020874023438,158.7412109375,159.10963439941406
84,84,84,2019-06-06,161.85372924804688,157.79090881347656,158.5084686279297
85,85,85,2019-06-07,164.8887481689453,157.82000732421875,158.88662719726562
86,86,86,2019-06-10,165.63540649414062,156.43341064453125,159.25509643554688
87,87,87,2019-06-11,165.14085388183594,153.78623962402344,156.6079559326172
88,88,88,2019-06-12,166.38201904296875,157.40306091308594,157.70361328125
89,89,89,2019-06-13,164.20999145507812,160.37020874023438,158.7412109375
90,90,90,2019-06-14,164.51058959960938,161.85372924804688,157.79090881347656
91,91,91,2019-06-17,164.4136199951172,164.8887481689453,157.82000732421875
92,92,92,2019-06-18,164.14210510253906,165.63540649414062,156.43341064453125
93,93,93,2019-06-19,165.5093231201172,165.14085388183594,153.78623962402344
94,94,94,2019-06-20,168.46673583984375,166.38201904296875,157.40306091308594
95,95,95,2019-06-21,168.1758575439453,164.20999145507812,160.37020874023438
96,96,96,2019-06-24,168.57342529296875,164.51058959960938,161.85372924804688
97,97,97,2019-06-25,166.08139038085938,164.4136199951172,164.8887481689453
98,98,98,2019-06-26,165.86807250976562,164.14210510253906,165.63540649414062
99,99,99,2019-06-27,166.032958984375,165.5093231201172,165.14085388183594
100,100,100,2019-06-28,168.28250122070312,168.46673583984375,166.38201904296875
101,101,101,2019-07-01,168.66067504882812,168.1758575439453,164.20999145507812
102,102,102,2019-07-02,169.9600067138672,168.57342529296875,164.51058959960938
103,103,103,2019-07-03,171.50173950195312,166.08139038085938,164.4136199951172
104,104,104,2019-07-05,171.29812622070312,165.86807250976562,164.14210510253906
105,105,105,2019-07-08,170.84239196777344,166.032958984375,165.5093231201172
106,106,106,2019-07-09,172.33566284179688,168.28250122070312,168.46673583984375
107,107,107,2019-07-10,173.86766052246094,168.66067504882812,168.1758575439453
108,108,108,2019-07-11,175.25428771972656,169.9600067138672,168.57342529296875
109,109,109,2019-07-12,174.8567352294922,171.50173950195312,166.08139038085938
110,110,110,2019-07-15,175.08949279785156,171.29812622070312,165.86807250976562
111,111,111,2019-07-16,173.86766052246094,170.84239196777344,166.032958984375
112,112,112,2019-07-17,173.71253967285156,172.33566284179688,168.28250122070312
113,113,113,2019-07-18,175.05067443847656,173.86766052246094,168.66067504882812
114,114,114,2019-07-19,173.79978942871094,175.25428771972656,169.9600067138672
115,115,115,2019-07-22,175.08949279785156,174.8567352294922,171.50173950195312
116,116,116,2019-07-23,175.40943908691406,175.08949279785156,171.29812622070312
117,117,117,2019-07-24,177.7657012939453,173.86766052246094,170.84239196777344
118,118,118,2019-07-25,176.0784912109375,173.71253967285156,172.33566284179688
119,119,119,2019-07-26,178.11474609375,175.05067443847656,173.86766052246094
120,120,120,2019-07-29,177.6493377685547,173.79978942871094,175.25428771972656
121,121,121,2019-07-30,176.0203094482422,175.08949279785156,174.8567352294922
122,122,122,2019-07-31,172.59744262695312,175.40943908691406,175.08949279785156
123,123,123,2019-08-01,173.73194885253906,177.7657012939453,173.86766052246094
124,124,124,2019-08-02,172.03504943847656,176.0784912109375,173.71253967285156
125,125,125,2019-08-05,163.73489379882812,178.11474609375,175.05067443847656
126,126,126,2019-08-06,167.2449951171875,177.6493377685547,173.79978942871094
127,127,127,2019-08-07,169.99880981445312,176.0203094482422,175.08949279785156
128,128,128,2019-08-08,174.43978881835938,172.59744262695312,175.40943908691406
129,129,129,2019-08-09,173.6156005859375,173.73194885253906,177.7657012939453
130,130,130,2019-08-12,170.9878387451172,172.03504943847656,176.0784912109375
131,131,131,2019-08-13,173.1889190673828,163.73489379882812,178.11474609375
132,132,132,2019-08-14,168.2437286376953,167.2449951171875,177.6493377685547
133,133,133,2019-08-15,171.1665802001953,169.99880981445312,176.0203094482422
134,134,134,2019-08-16,173.06982421875,174.43978881835938,172.59744262695312
135,135,135,2019-08-19,174.53610229492188,173.6156005859375,173.73194885253906
136,136,136,2019-08-20,174.05056762695312,170.9878387451172,172.03504943847656
137,137,137,2019-08-21,175.7013702392578,173.1889190673828,163.73489379882812
138,138,138,2019-08-22,174.87594604492188,168.2437286376953,167.2449951171875
139,139,139,2019-08-23,170.1566925048828,171.1665802001953,169.99880981445312
140,140,140,2019-08-26,172.44834899902344,173.06982421875,174.43978881835938
141,141,141,2019-08-27,173.2154998779297,174.53610229492188,173.6156005859375
142,142,142,2019-08-28,173.49708557128906,174.05056762695312,170.9878387451172
143,143,143,2019-08-29,175.92469787597656,175.7013702392578,173.1889190673828
144,144,144,2019-08-30,175.58485412597656,174.87594604492188,168.2437286376953
145,145,145,2019-09-03,174.0117645263672,170.1566925048828,171.1665802001953
146,146,146,2019-09-04,176.50735473632812,172.44834899902344,173.06982421875
147,147,147,2019-09-05,179.38160705566406,173.2154998779297,174.53610229492188
148,148,148,2019-09-06,180.36236572265625,173.49708557128906,174.05056762695312
149,149,149,2019-09-09,176.29373168945312,175.92469787597656,175.7013702392578
150,150,150,2019-09-10,171.2442626953125,175.58485412597656,174.87594604492188
151,151,151,2019-09-11,169.91392517089844,174.0117645263672,170.1566925048828
152,152,152,2019-09-12,172.82704162597656,176.50735473632812,172.44834899902344
153,153,153,2019-09-13,172.1376190185547,179.38160705566406,173.2154998779297
154,154,154,2019-09-16,171.01121520996094,180.36236572265625,173.49708557128906
155,155,155,2019-09-17,171.3413848876953,176.29373168945312,175.92469787597656
156,156,156,2019-09-18,170.21498107910156,171.2442626953125,175.58485412597656
157,157,157,2019-09-19,170.86557006835938,169.91392517089844,174.0117645263672
158,158,158,2019-09-20,169.0205841064453,172.82704162597656,176.50735473632812
159,159,159,2019-09-23,169.845947265625,172.1376190185547,179.38160705566406
160,160,160,2019-09-24,169.42840576171875,171.01121520996094,180.36236572265625
161,161,161,2019-09-25,170.2052459716797,171.3413848876953,176.29373168945312
162,162,162,2019-09-26,170.56451416015625,170.21498107910156,171.2442626953125
163,163,163,2019-09-27,168.9622802734375,170.86557006835938,169.91392517089844
164,164,164,2019-09-30,167.02992248535156,169.0205841064453,172.82704162597656
165,165,165,2019-10-01,169.24391174316406,169.845947265625,172.1376190185547
166,166,166,2019-10-02,164.91302490234375,169.42840576171875,171.01121520996094
167,167,167,2019-10-03,167.86500549316406,170.2052459716797,171.3413848876953
168,168,168,2019-10-04,170.8849639892578,170.56451416015625,170.21498107910156
169,169,169,2019-10-07,169.8362274169922,168.9622802734375,170.86557006835938
170,170,170,2019-10-08,167.42803955078125,167.02992248535156,169.0205841064453
171,171,171,2019-10-09,169.8168487548828,169.24391174316406,169.845947265625
172,172,172,2019-10-10,169.8168487548828,164.91302490234375,169.42840576171875
173,173,173,2019-10-11,171.9337158203125,167.86500549316406,170.2052459716797
174,174,174,2019-10-14,172.2250213623047,170.8849639892578,170.56451416015625
175,175,175,2019-10-15,173.5747833251953,169.8362274169922,168.9622802734375
176,176,176,2019-10-16,172.72027587890625,167.42803955078125,167.02992248535156
177,177,177,2019-10-17,172.78823852539062,169.8168487548828,169.24391174316406
178,178,178,2019-10-18,170.62281799316406,169.8168487548828,164.91302490234375
179,179,179,2019-10-21,171.32199096679688,171.9337158203125,167.86500549316406
180,180,180,2019-10-22,165.91319274902344,172.2250213623047,170.8849639892578
181,181,181,2019-10-23,166.35989379882812,173.5747833251953,169.8362274169922
182,182,182,2019-10-24,171.05978393554688,172.72027587890625,167.42803955078125
183,183,183,2019-10-25,172.70083618164062,172.78823852539062,169.8168487548828
184,184,184,2019-10-28,174.63323974609375,170.62281799316406,169.8168487548828
185,185,185,2019-10-29,172.48721313476562,171.32199096679688,171.9337158203125
186,186,186,2019-10-30,174.06028747558594,165.91319274902344,172.2250213623047
187,187,187,2019-10-31,173.6815948486328,166.35989379882812,173.5747833251953
188,188,188,2019-11-01,175.69166564941406,171.05978393554688,172.72027587890625
189,189,189,2019-11-04,173.76901245117188,172.70083618164062,172.78823852539062
190,190,190,2019-11-05,171.263671875,174.63323974609375,170.62281799316406
191,191,191,2019-11-06,171.6521453857422,172.48721313476562,171.32199096679688
192,192,192,2019-11-07,173.2640380859375,174.06028747558594,165.91319274902344
193,193,193,2019-11-08,173.78842163085938,173.6815948486328,166.35989379882812
194,194,194,2019-11-11,174.34185791015625,175.69166564941406,171.05978393554688
195,195,195,2019-11-12,174.53610229492188,173.76901245117188,172.70083618164062
196,196,196,2019-11-13,174.21566772460938,171.263671875,174.63323974609375
197,197,197,2019-11-14,174.83819580078125,171.6521453857422,172.48721313476562
198,198,198,2019-11-15,174.85765075683594,173.2640380859375,174.06028747558594
199,199,199,2019-11-18,174.7506561279297,173.78842163085938,173.6815948486328
200,200,200,2019-11-19,177.77565002441406,174.34185791015625,175.69166564941406
201,201,201,2019-11-20,176.69598388671875,174.53610229492188,173.76901245117188
202,202,202,2019-11-21,174.974365234375,174.21566772460938,171.263671875
203,203,203,2019-11-22,174.56585693359375,174.83819580078125,171.6521453857422
204,204,204,2019-11-25,176.02484130859375,174.85765075683594,173.2640380859375
205,205,205,2019-11-26,177.56166076660156,174.7506561279297,173.78842163085938
206,206,206,2019-11-27,179.3319549560547,177.77565002441406,174.34185791015625
207,207,207,2019-11-29,179.46807861328125,176.69598388671875,174.53610229492188
208,208,208,2019-12-02,176.82244873046875,174.974365234375,174.21566772460938
209,209,209,2019-12-03,176.92942810058594,174.56585693359375,174.83819580078125
210,210,210,2019-12-04,175.66497802734375,176.02484130859375,174.85765075683594
211,211,211,2019-12-05,176.91970825195312,177.56166076660156,174.7506561279297
212,212,212,2019-12-06,177.19204711914062,179.3319549560547,177.77565002441406
213,213,213,2019-12-09,177.9215850830078,179.46807861328125,176.69598388671875
214,214,214,2019-12-10,177.27960205078125,176.82244873046875,174.974365234375
215,215,215,2019-12-11,177.03640747070312,176.92942810058594,174.56585693359375
216,216,216,2019-12-12,177.64920043945312,175.66497802734375,176.02484130859375
217,217,217,2019-12-13,180.08090209960938,176.91970825195312,177.56166076660156
218,218,218,2019-12-16,181.15084838867188,177.19204711914062,179.3319549560547
219,219,219,2019-12-17,180.45050048828125,177.9215850830078,179.46807861328125
220,220,220,2019-12-18,179.8474578857422,177.27960205078125,176.82244873046875
221,221,221,2019-12-19,181.442626953125,177.03640747070312,176.92942810058594
222,222,222,2019-12-20,182.86276245117188,177.64920043945312,175.66497802734375
223,223,223,2019-12-23,181.9678497314453,180.08090209960938,176.91970825195312
224,224,224,2019-12-24,182.4445037841797,181.15084838867188,177.19204711914062
225,225,225,2019-12-26,183.9910430908203,180.45050048828125,177.9215850830078
226,226,226,2019-12-27,184.2147521972656,179.8474578857422,177.27960205078125
227,227,227,2019-12-30,182.6973876953125,181.442626953125,177.03640747070312
228,228,228,2019-12-31,182.76547241210932,182.86276245117188,177.64920043945312
229,229,229,2020-01-02,185.89747619628903,181.9678497314453,180.08090209960938
230,230,230,2020-01-03,184.4190216064453,182.4445037841797,181.15084838867188
231,231,231,2020-01-06,184.02023315429688,183.9910430908203,180.45050048828125
232,232,232,2020-01-07,183.5338897705078,184.2147521972656,179.8474578857422
233,233,233,2020-01-08,186.6756134033203,182.6973876953125,181.442626953125
234,234,234,2020-01-09,187.96929931640625,182.76547241210932,182.86276245117188
235,235,235,2020-01-10,188.47506713867188,185.89747619628903,181.9678497314453
236,236,236,2020-01-13,189.9924468994141,184.4190216064453,182.4445037841797
237,237,237,2020-01-14,190.6927795410156,184.02023315429688,183.9910430908203
238,238,238,2020-01-15,194.3403167724609,183.5338897705078,184.2147521972656
239,239,239,2020-01-16,195.4588928222656,186.6756134033203,182.6973876953125
240,240,240,2020-01-17,199.1063842773437,187.96929931640625,182.76547241210932
241,241,241,2020-01-21,201.6256256103516,188.47506713867188,185.89747619628903
242,242,242,2020-01-22,202.21896362304688,189.9924468994141,184.4190216064453
243,243,243,2020-01-23,200.87664794921875,190.6927795410156,184.02023315429688
244,244,244,2020-01-24,199.39825439453125,194.3403167724609,183.5338897705078
245,245,245,2020-01-27,196.1786499023437,195.4588928222656,186.6756134033203
246,246,246,2020-01-28,197.30694580078125,199.1063842773437,187.96929931640625
247,247,247,2020-01-29,199.2620391845703,201.6256256103516,188.47506713867188
248,248,248,2020-01-30,202.52052307128903,202.21896362304688,189.9924468994141
249,249,249,2020-01-31,193.5329742431641,200.87664794921875,190.6927795410156
250,250,250,2020-02-03,195.3226623535156,199.39825439453125,194.3403167724609
251,251,251,2020-02-04,197.99755859375,196.1786499023437,195.4588928222656
252,252,252,2020-02-05,197.26806640625,197.30694580078125,199.1063842773437
253,253,253,2020-02-06,197.49176025390625,199.2620391845703,201.6256256103516
254,254,254,2020-02-07,197.1999664306641,202.52052307128903,202.21896362304688
255,255,255,2020-02-10,200.3611602783203,193.5329742431641,200.87664794921875
256,256,256,2020-02-11,198.36715698242188,195.3226623535156,199.39825439453125
257,257,257,2020-02-12,201.7715606689453,197.99755859375,196.1786499023437
258,258,258,2020-02-13,202.02479553222656,197.26806640625,197.30694580078125
259,259,259,2020-02-14,204.8398895263672,197.49176025390625,199.2620391845703
260,260,260,2020-02-18,205.72628784179688,197.1999664306641,202.52052307128903
261,261,261,2020-02-19,207.7816162109375,200.3611602783203,193.5329742431641
262,262,262,2020-02-20,205.9698181152344,198.36715698242188,195.3226623535156
263,263,263,2020-02-21,203.3982391357422,201.7715606689453,197.99755859375
264,264,264,2020-02-24,193.63790893554688,202.02479553222656,197.26806640625
265,265,265,2020-02-25,183.51719665527344,204.8398895263672,197.49176025390625
266,266,266,2020-02-26,182.35809326171875,205.72628784179688,197.1999664306641
267,267,267,2020-02-27,175.34461975097656,207.7816162109375,200.3611602783203
268,268,268,2020-02-28,177.04931640625,205.9698181152344,198.36715698242188
269,269,269,2020-03-02,187.3453521728516,203.3982391357422,201.7715606689453
270,270,270,2020-03-03,180.9164123535156,193.63790893554688,202.02479553222656
271,271,271,2020-03-04,189.25457763671875,183.51719665527344,204.8398895263672
272,272,272,2020-03-05,182.11453247070312,182.35809326171875,205.72628784179688
273,273,273,2020-03-06,179.58193969726562,175.34461975097656,207.7816162109375
274,274,274,2020-03-09,166.6947784423828,177.04931640625,205.9698181152344
275,275,275,2020-03-10,177.86753845214844,187.3453521728516,203.3982391357422
276,276,276,2020-03-11,168.46762084960938,180.9164123535156,193.63790893554688
277,277,277,2020-03-12,155.9311981201172,189.25457763671875,183.51719665527344
278,278,278,2020-03-13,171.2729949951172,182.11453247070312,182.35809326171875
279,279,279,2020-03-16,148.07034301757812,179.58193969726562,175.34461975097656
280,280,280,2020-03-17,153.7979736328125,166.6947784423828,177.04931640625
281,281,281,2020-03-18,144.6318359375,177.86753845214844,187.3453521728516
282,282,282,2020-03-19,148.3040771484375,168.46762084960938,180.9164123535156
283,283,283,2020-03-20,143.0246124267578,155.9311981201172,189.25457763671875
284,284,284,2020-03-23,132.2220001220703,171.2729949951172,182.11453247070312
285,285,285,2020-03-24,150.5250244140625,148.07034301757812,179.58193969726562
286,286,286,2020-03-25,157.58714294433594,153.7979736328125,166.6947784423828
287,287,287,2020-03-26,164.5031280517578,144.6318359375,177.86753845214844
288,288,288,2020-03-27,157.3728485107422,148.3040771484375,168.46762084960938
289,289,289,2020-03-30,161.27890014648438,143.0246124267578,155.9311981201172
290,290,290,2020-03-31,156.94424438476562,132.2220001220703,171.2729949951172
291,291,291,2020-04-01,149.14181518554688,150.5250244140625,148.07034301757812
292,292,292,2020-04-02,153.31088256835938,157.58714294433594,153.7979736328125
293,293,293,2020-04-03,147.9145050048828,164.5031280517578,144.6318359375
294,294,294,2020-04-06,165.04859924316406,157.3728485107422,148.3040771484375
295,295,295,2020-04-07,164.2206268310547,161.27890014648438,143.0246124267578
296,296,296,2020-04-08,170.40603637695312,156.94424438476562,132.2220001220703
297,297,297,2020-04-09,169.18846130371094,149.14181518554688,150.5250244140625
298,298,298,2020-04-13,164.6102752685547,153.31088256835938,157.58714294433594
299,299,299,2020-04-14,170.09437561035156,147.9145050048828,164.5031280517578
300,300,300,2020-04-15,161.6588134765625,165.04859924316406,157.3728485107422
301,301,301,2020-04-16,158.2105255126953,164.2206268310547,161.27890014648438
302,302,302,2020-04-17,165.14601135253906,170.40603637695312,156.94424438476562
303,303,303,2020-04-20,159.96389770507812,169.18846130371094,149.14181518554688
304,304,304,2020-04-21,156.36953735351562,164.6102752685547,153.31088256835938
305,305,305,2020-04-22,162.2724609375,170.09437561035156,147.9145050048828
306,306,306,2020-04-23,162.06793212890625,161.6588134765625,165.04859924316406
307,307,307,2020-04-24,162.98355102539062,158.2105255126953,164.2206268310547
308,308,308,2020-04-27,167.30844116210938,165.14601135253906,170.40603637695312
309,309,309,2020-04-28,166.8116912841797,159.96389770507812,169.18846130371094
310,310,310,2020-04-29,177.07850646972656,156.36953735351562,164.6102752685547
311,311,311,2020-04-30,174.08807373046875,162.2724609375,170.09437561035156
312,312,312,2020-05-01,171.01974487304688,162.06793212890625,161.6588134765625
313,313,313,2020-05-04,171.58468627929688,162.98355102539062,158.2105255126953
314,314,314,2020-05-05,173.81536865234375,167.30844116210938,165.14601135253906
315,315,315,2020-05-06,174.14654541015625,166.8116912841797,159.96389770507812
316,316,316,2020-05-07,177.9844207763672,177.07850646972656,156.36953735351562
317,317,317,2020-05-08,180.2929534912109,174.08807373046875,162.2724609375
318,318,318,2020-05-11,178.80264282226562,171.01974487304688,162.06793212890625
319,319,319,2020-05-12,174.8186798095703,171.58468627929688,162.98355102539062
320,320,320,2020-05-13,172.78916931152344,173.81536865234375,167.30844116210938
321,321,321,2020-05-14,176.50665283203125,174.14654541015625,166.8116912841797
322,322,322,2020-05-15,179.0337371826172,177.9844207763672,177.07850646972656
323,323,323,2020-05-18,186.73214721679688,180.2929534912109,174.08807373046875
324,324,324,2020-05-19,184.7612152099609,178.80264282226562,171.01974487304688
325,325,325,2020-05-20,189.1519317626953,174.8186798095703,171.58468627929688
326,326,326,2020-05-21,185.99058532714844,172.78916931152344,173.81536865234375
327,327,327,2020-05-22,186.2247314453125,176.50665283203125,174.14654541015625
328,328,328,2020-05-26,188.5274353027344,179.0337371826172,177.9844207763672
329,329,329,2020-05-27,188.13717651367188,186.73214721679688,180.2929534912109
330,330,330,2020-05-28,189.54217529296875,184.7612152099609,178.80264282226562
331,331,331,2020-05-29,190.49839782714844,189.1519317626953,174.8186798095703
332,332,332,2020-06-01,189.62998962402344,185.99058532714844,172.78916931152344
333,333,333,2020-06-02,191.5911865234375,186.2247314453125,176.50665283203125
334,334,334,2020-06-03,192.0887908935547,188.5274353027344,179.0337371826172
335,335,335,2020-06-04,188.937240600586,188.13717651367188,186.73214721679688
336,336,336,2020-06-05,194.76223754882807,189.54217529296875,184.7612152099609
337,337,337,2020-06-08,194.7524871826172,190.49839782714844,189.1519317626953
338,338,338,2020-06-09,194.24513244628903,189.62998962402344,185.99058532714844
339,339,339,2020-06-10,195.6110992431641,191.5911865234375,186.2247314453125
340,340,340,2020-06-11,184.29283142089844,192.0887908935547,188.5274353027344
341,341,341,2020-06-12,187.5907592773437,188.937240600586,188.13717651367188
342,342,342,2020-06-15,187.1028594970703,194.76223754882807,189.54217529296875
343,343,343,2020-06-16,188.1956787109375,194.7524871826172,190.49839782714844
344,344,344,2020-06-17,188.85916137695312,194.24513244628903,189.62998962402344
345,345,345,2020-06-18,189.2006683349609,195.6110992431641,191.5911865234375
346,346,346,2020-06-19,187.53219604492188,184.29283142089844,192.0887908935547
347,347,347,2020-06-22,190.2251739501953,187.5907592773437,188.937240600586
348,348,348,2020-06-23,193.16207885742188,187.1028594970703,194.76223754882807
349,349,349,2020-06-24,186.7613983154297,188.1956787109375,194.7524871826172
350,350,350,2020-06-25,189.2689666748047,188.85916137695312,194.24513244628903
351,351,351,2020-06-26,184.6733856201172,189.2006683349609,195.6110992431641
352,352,352,2020-06-29,186.73214721679688,187.53219604492188,184.29283142089844
353,353,353,2020-06-30,188.47866821289065,190.2251739501953,187.5907592773437
354,354,354,2020-07-01,189.0738220214844,193.16207885742188,187.1028594970703
355,355,355,2020-07-02,190.9179229736328,186.7613983154297,188.1956787109375
356,356,356,2020-07-06,192.9571685791016,189.2689666748047,188.85916137695312
357,357,357,2020-07-07,189.483627319336,184.6733856201172,189.2006683349609
358,358,358,2020-07-08,190.33251953125,186.73214721679688,187.53219604492188
359,359,359,2020-07-09,187.5419921875,188.47866821289065,190.2251739501953
360,360,360,2020-07-10,187.87371826171875,189.0738220214844,193.16207885742188
361,361,361,2020-07-13,184.4294586181641,190.9179229736328,186.7613983154297
362,362,362,2020-07-14,188.63479614257807,192.9571685791016,189.2689666748047
363,363,363,2020-07-15,191.776596069336,189.483627319336,184.6733856201172
364,364,364,2020-07-16,188.80062866210932,190.33251953125,186.73214721679688
365,365,365,2020-07-17,190.3520355224609,187.5419921875,188.47866821289065
366,366,366,2020-07-20,193.6499481201172,187.87371826171875,189.0738220214844
367,367,367,2020-07-21,191.7082672119141,184.4294586181641,190.9179229736328
368,368,368,2020-07-22,194.0304412841797,188.63479614257807,192.9571685791016
369,369,369,2020-07-23,192.6351776123047,191.776596069336,189.483627319336
370,370,370,2020-07-24,190.4105834960937,188.80062866210932,190.33251953125
371,371,371,2020-07-27,192.1278076171875,190.3520355224609,187.5419921875
372,372,372,2020-07-28,191.9619598388672,193.6499481201172,187.87371826171875
373,373,373,2020-07-29,193.7572631835937,191.7082672119141,184.4294586181641
374,374,374,2020-07-30,189.3470458984375,194.0304412841797,188.63479614257807
375,375,375,2020-07-31,185.77590942382807,192.6351776123047,191.776596069336
376,376,376,2020-08-03,186.05889892578125,190.4105834960937,188.80062866210932
377,377,377,2020-08-04,187.6200408935547,192.1278076171875,190.3520355224609
378,378,378,2020-08-05,191.33750915527344,191.9619598388672,193.6499481201172
379,379,379,2020-08-06,193.94265747070312,193.7572631835937,191.7082672119141
380,380,380,2020-08-07,191.5911865234375,189.3470458984375,194.0304412841797
