,Unnamed: 0.1,Unnamed: 0,Date,LKQ,LKQ_6m,LKQ_12m
53,53,53,2019-04-23,29.93315696716309,29.436498641967773,28.4240837097168
54,54,54,2019-04-24,30.02866744995117,29.63707160949707,28.701061248779297
55,55,55,2019-04-25,28.32857322692871,29.71347999572754,28.825225830078125
56,56,56,2019-04-26,28.69151496887207,29.723033905029297,28.71061515808105
57,57,57,2019-04-29,28.729719161987305,29.398292541503903,28.968494415283203
58,58,58,2019-04-30,28.748817443847656,29.23592758178711,29.025802612304688
59,59,59,2019-05-01,28.30946922302246,29.93315696716309,29.436498641967773
60,60,60,2019-05-02,27.745954513549805,30.02866744995117,29.63707160949707
61,61,61,2019-05-03,27.49762535095215,28.32857322692871,29.71347999572754
62,62,62,2019-05-06,27.22064018249512,28.69151496887207,29.723033905029297
63,63,63,2019-05-07,26.723987579345703,28.729719161987305,29.398292541503903
64,64,64,2019-05-08,26.580718994140625,28.748817443847656,29.23592758178711
65,65,65,2019-05-09,26.18912506103516,28.30946922302246,29.93315696716309
66,66,66,2019-05-10,26.09361267089844,27.745954513549805,30.02866744995117
67,67,67,2019-05-13,25.577852249145508,27.49762535095215,28.32857322692871
68,68,68,2019-05-14,25.807079315185547,27.22064018249512,28.69151496887207
69,69,69,2019-05-15,25.8643856048584,26.723987579345703,28.729719161987305
70,70,70,2019-05-16,26.20822525024414,26.580718994140625,28.748817443847656
71,71,71,2019-05-17,25.88348960876465,26.18912506103516,28.30946922302246
72,72,72,2019-05-20,25.66381454467773,26.09361267089844,27.745954513549805
73,73,73,2019-05-21,25.9407958984375,25.577852249145508,27.49762535095215
74,74,74,2019-05-22,25.787973403930664,25.807079315185547,27.22064018249512
75,75,75,2019-05-23,25.29132080078125,25.8643856048584,26.723987579345703
76,76,76,2019-05-24,25.3486270904541,26.20822525024414,26.580718994140625
77,77,77,2019-05-28,25.13850212097168,25.88348960876465,26.18912506103516
78,78,78,2019-05-29,24.8806209564209,25.66381454467773,26.09361267089844
79,79,79,2019-05-30,24.680049896240234,25.9407958984375,25.577852249145508
80,80,80,2019-05-31,24.498579025268555,25.787973403930664,25.807079315185547
81,81,81,2019-06-03,24.479475021362305,25.29132080078125,25.8643856048584
82,82,82,2019-06-04,25.205360412597656,25.3486270904541,26.20822525024414
83,83,83,2019-06-05,25.1958122253418,25.13850212097168,25.88348960876465
84,84,84,2019-06-06,24.775564193725582,24.8806209564209,25.66381454467773
85,85,85,2019-06-07,25.36772918701172,24.680049896240234,25.9407958984375
86,86,86,2019-06-10,25.5492000579834,24.498579025268555,25.787973403930664
87,87,87,2019-06-11,25.53009605407715,24.479475021362305,25.29132080078125
88,88,88,2019-06-12,25.01434135437012,25.205360412597656,25.3486270904541
89,89,89,2019-06-13,25.186256408691406,25.1958122253418,25.13850212097168
90,90,90,2019-06-14,25.062095642089844,24.775564193725582,24.8806209564209
91,91,91,2019-06-17,24.995237350463867,25.36772918701172,24.680049896240234
92,92,92,2019-06-18,25.14805030822754,25.5492000579834,24.498579025268555
93,93,93,2019-06-19,25.32952308654785,25.53009605407715,24.479475021362305
94,94,94,2019-06-20,25.47279167175293,25.01434135437012,25.205360412597656
95,95,95,2019-06-21,25.444137573242188,25.186256408691406,25.1958122253418
96,96,96,2019-06-24,25.0429916381836,25.062095642089844,24.775564193725582
97,97,97,2019-06-25,25.09074783325196,24.995237350463867,25.36772918701172
98,98,98,2019-06-26,25.00478744506836,25.14805030822754,25.5492000579834
99,99,99,2019-06-27,25.081195831298828,25.32952308654785,25.53009605407715
100,100,100,2019-06-28,25.41548538208008,25.47279167175293,25.01434135437012
101,101,101,2019-07-01,25.83573341369629,25.444137573242188,25.186256408691406
102,102,102,2019-07-02,25.3581771850586,25.0429916381836,25.062095642089844
103,103,103,2019-07-03,25.49189567565918,25.09074783325196,24.995237350463867
104,104,104,2019-07-05,25.444137573242188,25.00478744506836,25.14805030822754
105,105,105,2019-07-08,24.95703125,25.081195831298828,25.32952308654785
106,106,106,2019-07-09,24.861522674560547,25.41548538208008,25.47279167175293
107,107,107,2019-07-10,24.985685348510746,25.83573341369629,25.444137573242188
108,108,108,2019-07-11,25.062095642089844,25.3581771850586,25.0429916381836
109,109,109,2019-07-12,25.616056442260746,25.49189567565918,25.09074783325196
110,110,110,2019-07-15,25.692466735839844,25.444137573242188,25.00478744506836
111,111,111,2019-07-16,25.778425216674805,24.95703125,25.081195831298828
112,112,112,2019-07-17,24.85196685791016,24.861522674560547,25.41548538208008
113,113,113,2019-07-18,24.52723503112793,24.985685348510746,25.83573341369629
114,114,114,2019-07-19,23.82044982910156,25.062095642089844,25.3581771850586
115,115,115,2019-07-22,23.90641212463379,25.616056442260746,25.49189567565918
116,116,116,2019-07-23,24.68960189819336,25.692466735839844,25.444137573242188
117,117,117,2019-07-24,25.062095642089844,25.778425216674805,24.95703125
118,118,118,2019-07-25,26.341941833496094,24.85196685791016,24.861522674560547
119,119,119,2019-07-26,26.485206604003903,24.52723503112793,24.985685348510746
120,120,120,2019-07-29,26.122264862060547,23.82044982910156,25.062095642089844
121,121,121,2019-07-30,25.692466735839844,23.90641212463379,25.616056442260746
122,122,122,2019-07-31,25.72111892700196,24.68960189819336,25.692466735839844
123,123,123,2019-08-01,24.976133346557617,25.062095642089844,25.778425216674805
124,124,124,2019-08-02,24.40306663513184,26.341941833496094,24.85196685791016
125,125,125,2019-08-05,23.963716506958008,26.485206604003903,24.52723503112793
126,126,126,2019-08-06,24.40306663513184,26.122264862060547,23.82044982910156
127,127,127,2019-08-07,24.42216682434082,25.692466735839844,23.90641212463379
128,128,128,2019-08-08,24.775564193725582,25.72111892700196,24.68960189819336
129,129,129,2019-08-09,24.298004150390625,24.976133346557617,25.062095642089844
130,130,130,2019-08-12,23.91596031188965,24.40306663513184,26.341941833496094
131,131,131,2019-08-13,24.212045669555664,23.963716506958008,26.485206604003903
132,132,132,2019-08-14,23.63898277282715,24.40306663513184,26.122264862060547
133,133,133,2019-08-15,23.486162185668945,24.42216682434082,25.692466735839844
134,134,134,2019-08-16,24.42216682434082,24.775564193725582,25.72111892700196
135,135,135,2019-08-19,25.128952026367188,24.298004150390625,24.976133346557617
136,136,136,2019-08-20,24.89972496032715,23.91596031188965,24.40306663513184
137,137,137,2019-08-21,24.832868576049805,24.212045669555664,23.963716506958008
138,138,138,2019-08-22,24.766008377075195,23.63898277282715,24.40306663513184
139,139,139,2019-08-23,24.317108154296875,23.486162185668945,24.42216682434082
140,140,140,2019-08-26,24.25979995727539,24.42216682434082,24.775564193725582
141,141,141,2019-08-27,23.90641212463379,25.128952026367188,24.298004150390625
142,142,142,2019-08-28,24.498579025268555,24.89972496032715,23.91596031188965
143,143,143,2019-08-29,25.01434135437012,24.832868576049805,24.212045669555664
144,144,144,2019-08-30,25.09074783325196,24.766008377075195,23.63898277282715
145,145,145,2019-09-03,24.832868576049805,24.317108154296875,23.486162185668945
146,146,146,2019-09-04,25.224464416503903,24.25979995727539,24.42216682434082
147,147,147,2019-09-05,25.702016830444336,23.90641212463379,25.128952026367188
148,148,148,2019-09-06,25.692466735839844,24.498579025268555,24.89972496032715
149,149,149,2019-09-09,26.170021057128903,25.01434135437012,24.832868576049805
150,150,150,2019-09-10,27.37346076965332,25.09074783325196,24.766008377075195
151,151,151,2019-09-11,27.774608612060547,24.832868576049805,24.317108154296875
152,152,152,2019-09-12,31.08884048461914,25.224464416503903,24.25979995727539
153,153,153,2019-09-13,31.27031517028809,25.702016830444336,23.90641212463379
154,154,154,2019-09-16,30.62083625793457,25.692466735839844,24.498579025268555
155,155,155,2019-09-17,30.783206939697266,26.170021057128903,25.01434135437012
156,156,156,2019-09-18,30.506221771240234,27.37346076965332,25.09074783325196
157,157,157,2019-09-19,30.45846366882324,27.774608612060547,24.832868576049805
158,158,158,2019-09-20,30.36295890808105,31.08884048461914,25.224464416503903
159,159,159,2019-09-23,30.45846366882324,31.27031517028809,25.702016830444336
160,160,160,2019-09-24,30.20058822631836,30.62083625793457,25.692466735839844
161,161,161,2019-09-25,30.191036224365234,30.783206939697266,26.170021057128903
162,162,162,2019-09-26,30.019115447998047,30.506221771240234,27.37346076965332
163,163,163,2019-09-27,29.923603057861328,30.45846366882324,27.774608612060547
164,164,164,2019-09-30,30.038217544555664,30.36295890808105,31.08884048461914
165,165,165,2019-10-01,29.436498641967773,30.45846366882324,31.27031517028809
166,166,166,2019-10-02,28.77747344970703,30.20058822631836,30.62083625793457
167,167,167,2019-10-03,28.978046417236328,30.191036224365234,30.783206939697266
168,168,168,2019-10-04,29.14041328430176,30.019115447998047,30.506221771240234
169,169,169,2019-10-07,28.93029022216797,29.923603057861328,30.45846366882324
170,170,170,2019-10-08,28.54824447631836,30.038217544555664,30.36295890808105
171,171,171,2019-10-09,28.28081512451172,29.436498641967773,30.45846366882324
172,172,172,2019-10-10,28.853878021240234,28.77747344970703,30.20058822631836
173,173,173,2019-10-11,29.436498641967773,28.978046417236328,30.191036224365234
174,174,174,2019-10-14,29.369644165039062,29.14041328430176,30.019115447998047
175,175,175,2019-10-15,29.63707160949707,28.93029022216797,29.923603057861328
176,176,176,2019-10-16,29.78033828735352,28.54824447631836,30.038217544555664
177,177,177,2019-10-17,29.828096389770508,28.28081512451172,29.436498641967773
178,178,178,2019-10-18,29.847192764282227,28.853878021240234,28.77747344970703
179,179,179,2019-10-21,30.229236602783203,29.436498641967773,28.978046417236328
180,180,180,2019-10-22,30.45846366882324,29.369644165039062,29.14041328430176
181,181,181,2019-10-23,30.487117767333984,29.63707160949707,28.93029022216797
182,182,182,2019-10-24,30.36295890808105,29.78033828735352,28.54824447631836
183,183,183,2019-10-25,30.21013641357422,29.828096389770508,28.28081512451172
184,184,184,2019-10-28,30.248340606689453,29.847192764282227,28.853878021240234
185,185,185,2019-10-29,30.191036224365234,30.229236602783203,29.436498641967773
186,186,186,2019-10-30,30.066871643066406,30.45846366882324,29.369644165039062
187,187,187,2019-10-31,32.46419906616211,30.487117767333984,29.63707160949707
188,188,188,2019-11-01,33.56257629394531,30.36295890808105,29.78033828735352
189,189,189,2019-11-04,34.23114776611328,30.21013641357422,29.828096389770508
190,190,190,2019-11-05,34.08788299560547,30.248340606689453,29.847192764282227
191,191,191,2019-11-06,33.82045364379883,30.191036224365234,30.229236602783203
192,192,192,2019-11-07,33.52436447143555,30.066871643066406,30.45846366882324
193,193,193,2019-11-08,33.619876861572266,32.46419906616211,30.487117767333984
194,194,194,2019-11-11,33.66763687133789,33.56257629394531,30.36295890808105
195,195,195,2019-11-12,34.55588912963867,34.23114776611328,30.21013641357422
196,196,196,2019-11-13,33.62942886352539,34.08788299560547,30.248340606689453
197,197,197,2019-11-14,33.59122467041016,33.82045364379883,30.191036224365234
198,198,198,2019-11-15,33.95416641235352,33.52436447143555,30.066871643066406
199,199,199,2019-11-18,34.25979995727539,33.619876861572266,32.46419906616211
200,200,200,2019-11-19,33.62942886352539,33.66763687133789,33.56257629394531
201,201,201,2019-11-20,33.57212448120117,34.55588912963867,34.23114776611328
202,202,202,2019-11-21,33.32379531860352,33.62942886352539,34.08788299560547
203,203,203,2019-11-22,33.42885971069336,33.59122467041016,33.82045364379883
204,204,204,2019-11-25,33.80134963989258,33.95416641235352,33.52436447143555
205,205,205,2019-11-26,34.00191879272461,34.25979995727539,33.619876861572266
206,206,206,2019-11-27,34.05923080444336,33.62942886352539,33.66763687133789
207,207,207,2019-11-29,33.696285247802734,33.57212448120117,34.55588912963867
208,208,208,2019-12-02,33.7344970703125,33.32379531860352,33.62942886352539
209,209,209,2019-12-03,32.874900817871094,33.42885971069336,33.59122467041016
210,210,210,2019-12-04,33.43840789794922,33.80134963989258,33.95416641235352
211,211,211,2019-12-05,33.944618225097656,34.00191879272461,34.25979995727539
212,212,212,2019-12-06,34.14519500732422,34.05923080444336,33.62942886352539
213,213,213,2019-12-09,34.021026611328125,33.696285247802734,33.57212448120117
214,214,214,2019-12-10,33.887306213378906,33.7344970703125,33.32379531860352
215,215,215,2019-12-11,34.16429138183594,32.874900817871094,33.42885971069336
216,216,216,2019-12-12,34.39352035522461,33.43840789794922,33.80134963989258
217,217,217,2019-12-13,34.48903274536133,33.944618225097656,34.00191879272461
218,218,218,2019-12-16,34.326663970947266,34.14519500732422,34.05923080444336
219,219,219,2019-12-17,34.44127655029297,34.021026611328125,33.696285247802734
220,220,220,2019-12-18,34.69916534423828,33.887306213378906,33.7344970703125
221,221,221,2019-12-19,34.14519500732422,34.16429138183594,32.874900817871094
222,222,222,2019-12-20,34.317108154296875,34.39352035522461,33.43840789794922
223,223,223,2019-12-23,34.18339157104492,34.48903274536133,33.944618225097656
224,224,224,2019-12-24,34.27891540527344,34.326663970947266,34.14519500732422
225,225,225,2019-12-26,34.27891540527344,34.44127655029297,34.021026611328125
226,226,226,2019-12-27,34.25979995727539,34.69916534423828,33.887306213378906
227,227,227,2019-12-30,34.09743881225586,34.14519500732422,34.16429138183594
228,228,228,2019-12-31,34.09743881225586,34.317108154296875,34.39352035522461
229,229,229,2020-01-02,34.19294738769531,34.18339157104492,34.48903274536133
230,230,230,2020-01-03,33.80134963989258,34.27891540527344,34.326663970947266
231,231,231,2020-01-06,33.295143127441406,34.27891540527344,34.44127655029297
232,232,232,2020-01-07,33.113670349121094,34.25979995727539,34.69916534423828
233,233,233,2020-01-08,33.037261962890625,34.09743881225586,34.14519500732422
234,234,234,2020-01-09,33.094573974609375,34.09743881225586,34.317108154296875
235,235,235,2020-01-10,32.55970764160156,34.19294738769531,34.18339157104492
236,236,236,2020-01-13,32.5979118347168,33.80134963989258,34.27891540527344
237,237,237,2020-01-14,32.798492431640625,33.295143127441406,34.27891540527344
238,238,238,2020-01-15,32.397342681884766,33.113670349121094,34.25979995727539
239,239,239,2020-01-16,33.180538177490234,33.037261962890625,34.09743881225586
240,240,240,2020-01-17,33.05636215209961,33.094573974609375,34.09743881225586
241,241,241,2020-01-21,32.69342803955078,32.55970764160156,34.19294738769531
242,242,242,2020-01-22,32.397342681884766,32.5979118347168,33.80134963989258
243,243,243,2020-01-23,32.80803298950195,32.798492431640625,33.295143127441406
244,244,244,2020-01-24,32.101261138916016,32.397342681884766,33.113670349121094
245,245,245,2020-01-27,31.57594871520996,33.180538177490234,33.037261962890625
246,246,246,2020-01-28,31.93889045715332,33.05636215209961,33.094573974609375
247,247,247,2020-01-29,31.98664283752441,32.69342803955078,32.55970764160156
248,248,248,2020-01-30,32.101261138916016,32.397342681884766,32.5979118347168
249,249,249,2020-01-31,31.222551345825195,32.80803298950195,32.798492431640625
250,250,250,2020-02-03,31.117490768432617,32.101261138916016,32.397342681884766
251,251,251,2020-02-04,31.766969680786133,31.57594871520996,33.180538177490234
252,252,252,2020-02-05,32.54060745239258,31.93889045715332,33.05636215209961
253,253,253,2020-02-06,31.7287654876709,31.98664283752441,32.69342803955078
254,254,254,2020-02-07,31.451784133911133,32.101261138916016,32.397342681884766
255,255,255,2020-02-10,31.70010566711425,31.222551345825195,32.80803298950195
256,256,256,2020-02-11,32.07260513305664,31.117490768432617,32.101261138916016
257,257,257,2020-02-12,32.22542190551758,31.766969680786133,31.57594871520996
258,258,258,2020-02-13,32.33048248291016,32.54060745239258,31.93889045715332
259,259,259,2020-02-14,31.70966148376465,31.7287654876709,31.98664283752441
260,260,260,2020-02-18,31.75742149353028,31.451784133911133,32.101261138916016
261,261,261,2020-02-19,32.473751068115234,31.70010566711425,31.222551345825195
262,262,262,2020-02-20,32.49285125732422,32.07260513305664,31.117490768432617
263,263,263,2020-02-21,31.55684471130371,32.22542190551758,31.766969680786133
264,264,264,2020-02-24,30.878721237182617,32.33048248291016,32.54060745239258
265,265,265,2020-02-25,29.91405487060547,31.70966148376465,31.7287654876709
266,266,266,2020-02-26,29.169069290161133,31.75742149353028,31.451784133911133
267,267,267,2020-02-27,28.38587760925293,32.473751068115234,31.70010566711425
268,268,268,2020-02-28,28.252161026000977,32.49285125732422,32.07260513305664
269,269,269,2020-03-02,28.55780029296875,31.55684471130371,32.22542190551758
270,270,270,2020-03-03,27.44031524658203,30.878721237182617,32.33048248291016
271,271,271,2020-03-04,28.31901931762696,29.91405487060547,31.70966148376465
272,272,272,2020-03-05,26.9627628326416,29.169069290161133,31.75742149353028
273,273,273,2020-03-06,26.28463363647461,28.38587760925293,32.473751068115234
274,274,274,2020-03-09,24.73736000061035,28.252161026000977,32.49285125732422
275,275,275,2020-03-10,26.341941833496094,28.55780029296875,31.55684471130371
276,276,276,2020-03-11,25.606502532958984,27.44031524658203,30.878721237182617
277,277,277,2020-03-12,22.7602767944336,28.31901931762696,29.91405487060547
278,278,278,2020-03-13,23.782245635986328,26.9627628326416,29.169069290161133
279,279,279,2020-03-16,19.44604682922364,26.28463363647461,28.38587760925293
280,280,280,2020-03-17,18.80611991882324,24.73736000061035,28.252161026000977
281,281,281,2020-03-18,15.18625259399414,26.341941833496094,28.55780029296875
282,282,282,2020-03-19,16.599815368652344,25.606502532958984,27.44031524658203
283,283,283,2020-03-20,15.568297386169434,22.7602767944336,28.31901931762696
284,284,284,2020-03-23,13.27603244781494,23.782245635986328,26.9627628326416
285,285,285,2020-03-24,16.198671340942383,19.44604682922364,26.28463363647461
286,286,286,2020-03-25,19.10220527648925,18.80611991882324,24.73736000061035
287,287,287,2020-03-26,21.251203536987305,15.18625259399414,26.341941833496094
288,288,288,2020-03-27,20.40115547180176,16.599815368652344,25.606502532958984
289,289,289,2020-03-30,20.057315826416016,15.568297386169434,22.7602767944336
290,290,290,2020-03-31,19.589311599731445,13.27603244781494,23.782245635986328
291,291,291,2020-04-01,18.271259307861328,16.198671340942383,19.44604682922364
292,292,292,2020-04-02,17.67909049987793,19.10220527648925,18.80611991882324
293,293,293,2020-04-03,16.571163177490234,21.251203536987305,15.18625259399414
294,294,294,2020-04-06,19.159513473510746,20.40115547180176,16.599815368652344
295,295,295,2020-04-07,20.000009536743164,20.057315826416016,15.568297386169434
296,296,296,2020-04-08,21.012426376342773,19.589311599731445,13.27603244781494
297,297,297,2020-04-09,21.51863479614257,18.271259307861328,16.198671340942383
298,298,298,2020-04-13,20.382057189941406,17.67909049987793,19.10220527648925
299,299,299,2020-04-14,20.477563858032227,16.571163177490234,21.251203536987305
300,300,300,2020-04-15,19.474699020385746,19.159513473510746,20.40115547180176
301,301,301,2020-04-16,18.949386596679688,20.000009536743164,20.057315826416016
302,302,302,2020-04-17,20.000009536743164,21.012426376342773,19.589311599731445
303,303,303,2020-04-20,19.426944732666016,21.51863479614257,18.271259307861328
304,304,304,2020-04-21,19.03534698486328,20.382057189941406,17.67909049987793
305,305,305,2020-04-22,19.245473861694336,20.477563858032227,16.571163177490234
306,306,306,2020-04-23,19.55110549926757,19.474699020385746,19.159513473510746
307,307,307,2020-04-24,20.372501373291016,18.949386596679688,20.000009536743164
308,308,308,2020-04-27,21.747861862182617,20.000009536743164,21.012426376342773
309,309,309,2020-04-28,22.913095474243164,19.426944732666016,21.51863479614257
310,310,310,2020-04-29,24.164287567138672,19.03534698486328,20.382057189941406
311,311,311,2020-04-30,24.976133346557617,19.245473861694336,20.477563858032227
312,312,312,2020-05-01,23.69628524780273,19.55110549926757,19.474699020385746
313,313,313,2020-05-04,23.51481437683105,20.372501373291016,18.949386596679688
314,314,314,2020-05-05,23.8586540222168,21.747861862182617,20.000009536743164
315,315,315,2020-05-06,22.92264747619629,22.913095474243164,19.426944732666016
316,316,316,2020-05-07,24.06877899169922,24.164287567138672,19.03534698486328
317,317,317,2020-05-08,25.10029983520508,24.976133346557617,19.245473861694336
318,318,318,2020-05-11,24.250247955322266,23.69628524780273,19.55110549926757
319,319,319,2020-05-12,23.161422729492188,23.51481437683105,20.372501373291016
320,320,320,2020-05-13,21.66189956665039,23.8586540222168,21.747861862182617
321,321,321,2020-05-14,22.48329734802246,22.92264747619629,22.913095474243164
322,322,322,2020-05-15,22.54060173034668,24.06877899169922,24.164287567138672
323,323,323,2020-05-18,24.622743606567383,25.10029983520508,24.976133346557617
324,324,324,2020-05-19,23.801347732543945,24.250247955322266,23.69628524780273
325,325,325,2020-05-20,24.374412536621094,23.161422729492188,23.51481437683105
326,326,326,2020-05-21,24.374412536621094,21.66189956665039,23.8586540222168
327,327,327,2020-05-22,24.20249366760254,22.48329734802246,22.92264747619629
328,328,328,2020-05-26,25.826181411743164,22.54060173034668,24.06877899169922
329,329,329,2020-05-27,27.096479415893555,24.622743606567383,25.10029983520508
330,330,330,2020-05-28,26.46610641479492,23.801347732543945,24.250247955322266
331,331,331,2020-05-29,26.227331161499023,24.374412536621094,23.161422729492188
332,332,332,2020-06-01,26.790843963623047,24.374412536621094,21.66189956665039
333,333,333,2020-06-02,26.943662643432617,24.20249366760254,22.48329734802246
334,334,334,2020-06-03,28.81567573547364,25.826181411743164,22.54060173034668
335,335,335,2020-06-04,29.08310508728028,27.096479415893555,24.622743606567383
336,336,336,2020-06-05,28.92074012756348,26.46610641479492,23.801347732543945
337,337,337,2020-06-08,28.31901931762696,26.227331161499023,24.374412536621094
338,338,338,2020-06-09,27.22064018249512,26.790843963623047,24.374412536621094
339,339,339,2020-06-10,26.227331161499023,26.943662643432617,24.20249366760254
340,340,340,2020-06-11,25.119400024414062,28.81567573547364,25.826181411743164
341,341,341,2020-06-12,24.727802276611328,29.08310508728028,27.096479415893555
342,342,342,2020-06-15,25.93124389648437,28.92074012756348,26.46610641479492
343,343,343,2020-06-16,26.66667938232422,28.31901931762696,26.227331161499023
344,344,344,2020-06-17,25.692466735839844,27.22064018249512,26.790843963623047
345,345,345,2020-06-18,24.813764572143555,26.227331161499023,26.943662643432617
346,346,346,2020-06-19,24.766008377075195,25.119400024414062,28.81567573547364
347,347,347,2020-06-22,24.985685348510746,24.727802276611328,29.08310508728028
348,348,348,2020-06-23,25.28177070617676,25.93124389648437,28.92074012756348
349,349,349,2020-06-24,23.66763496398925,26.66667938232422,28.31901931762696
350,350,350,2020-06-25,24.059232711791992,25.692466735839844,27.22064018249512
351,351,351,2020-06-26,23.65808486938477,24.813764572143555,26.227331161499023
352,352,352,2020-06-29,24.670499801635746,24.766008377075195,25.119400024414062
353,353,353,2020-06-30,25.023889541625977,24.985685348510746,24.727802276611328
354,354,354,2020-07-01,23.954164505004883,25.28177070617676,25.93124389648437
355,355,355,2020-07-02,24.73736000061035,23.66763496398925,26.66667938232422
356,356,356,2020-07-06,24.775564193725582,24.059232711791992,25.692466735839844
357,357,357,2020-07-07,24.431716918945312,23.65808486938477,24.813764572143555
358,358,358,2020-07-08,24.53678321838379,24.670499801635746,24.766008377075195
359,359,359,2020-07-09,24.307558059692383,25.023889541625977,24.985685348510746
360,360,360,2020-07-10,24.50812721252441,23.954164505004883,25.28177070617676
361,361,361,2020-07-13,24.54633140563965,24.73736000061035,23.66763496398925
362,362,362,2020-07-14,24.832868576049805,24.775564193725582,24.059232711791992
363,363,363,2020-07-15,27.191987991333008,24.431716918945312,23.65808486938477
364,364,364,2020-07-16,27.172887802124023,24.53678321838379,24.670499801635746
365,365,365,2020-07-17,27.211090087890625,24.307558059692383,25.023889541625977
366,366,366,2020-07-20,26.39925003051757,24.50812721252441,23.954164505004883
367,367,367,2020-07-21,26.6953353881836,24.54633140563965,24.73736000061035
368,368,368,2020-07-22,27.23019218444824,24.832868576049805,24.775564193725582
369,369,369,2020-07-23,26.89590644836425,27.191987991333008,24.431716918945312
370,370,370,2020-07-24,26.70488166809082,27.172887802124023,24.53678321838379
371,371,371,2020-07-27,26.485206604003903,27.211090087890625,24.307558059692383
372,372,372,2020-07-28,26.17957305908203,26.39925003051757,24.50812721252441
373,373,373,2020-07-29,27.106029510498047,26.6953353881836,24.54633140563965
374,374,374,2020-07-30,27.898771286010746,27.23019218444824,24.832868576049805
375,375,375,2020-07-31,26.924560546875,26.89590644836425,27.191987991333008
376,376,376,2020-08-03,27.37346076965332,26.70488166809082,27.172887802124023
377,377,377,2020-08-04,27.50717544555664,26.485206604003903,27.211090087890625
378,378,378,2020-08-05,28.66285896301269,26.17957305908203,26.39925003051757
