,Unnamed: 0.1,Unnamed: 0,Date,ALB,ALB_6m,ALB_12m
69,69,69,2019-05-15,65.7847900390625,71.71278381347656,71.58039855957031
70,70,70,2019-05-16,65.62406158447266,68.62114715576172,70.96588134765625
71,71,71,2019-05-17,64.06405639648438,68.64950561523438,70.02987670898438
72,72,72,2019-05-20,64.08296203613281,68.66841125488281,71.93968963623047
73,73,73,2019-05-21,64.76367950439453,64.81095886230469,72.84732818603516
74,74,74,2019-05-22,64.25313568115234,66.3898696899414,72.84732818603516
75,75,75,2019-05-23,62.72149658203125,65.7847900390625,71.71278381347656
76,76,76,2019-05-24,63.15643310546875,65.62406158447266,68.62114715576172
77,77,77,2019-05-28,63.75205612182617,64.06405639648438,68.64950561523438
78,78,78,2019-05-29,62.21096420288086,64.08296203613281,68.66841125488281
79,79,79,2019-05-30,61.99349594116211,64.76367950439453,64.81095886230469
80,80,80,2019-05-31,59.84732818603516,64.25313568115234,66.3898696899414
81,81,81,2019-06-03,61.50187301635742,62.72149658203125,65.7847900390625
82,82,82,2019-06-04,63.856056213378906,63.15643310546875,65.62406158447266
83,83,83,2019-06-05,63.69532012939453,63.75205612182617,64.06405639648438
84,84,84,2019-06-06,64.72586822509766,62.21096420288086,64.08296203613281
85,85,85,2019-06-07,65.31206512451172,61.99349594116211,64.76367950439453
86,86,86,2019-06-10,67.06114959716797,59.84732818603516,64.25313568115234
87,87,87,2019-06-11,69.4247817993164,61.50187301635742,62.72149658203125
88,88,88,2019-06-12,68.24295806884766,63.856056213378906,63.15643310546875
89,89,89,2019-06-13,69.14386749267578,63.69532012939453,63.75205612182617
90,90,90,2019-06-14,67.35726165771484,64.72586822509766,62.21096420288086
91,91,91,2019-06-17,67.69937896728516,65.31206512451172,61.99349594116211
92,92,92,2019-06-18,67.25273895263672,67.06114959716797,59.84732818603516
93,93,93,2019-06-19,65.51371765136719,69.4247817993164,61.50187301635742
94,94,94,2019-06-20,66.03636169433594,68.24295806884766,63.856056213378906
95,95,95,2019-06-21,64.94353485107422,69.14386749267578,63.69532012939453
96,96,96,2019-06-24,64.62992095947266,67.35726165771484,64.72586822509766
97,97,97,2019-06-25,64.42084503173828,67.69937896728516,65.31206512451172
98,98,98,2019-06-26,65.72274780273438,67.25273895263672,67.06114959716797
99,99,99,2019-06-27,66.06487274169922,65.51371765136719,69.4247817993164
100,100,100,2019-06-28,66.91065979003906,66.03636169433594,68.24295806884766
101,101,101,2019-07-01,66.8346176147461,64.94353485107422,69.14386749267578
102,102,102,2019-07-02,66.39746856689453,64.62992095947266,67.35726165771484
103,103,103,2019-07-03,67.98448944091797,64.42084503173828,67.69937896728516
104,104,104,2019-07-05,67.00568389892578,65.72274780273438,67.25273895263672
105,105,105,2019-07-08,66.70157623291016,66.06487274169922,65.51371765136719
106,106,106,2019-07-09,67.1102066040039,66.91065979003906,66.03636169433594
107,107,107,2019-07-10,66.98665618896484,66.8346176147461,64.94353485107422
108,108,108,2019-07-11,67.0721664428711,66.39746856689453,64.62992095947266
109,109,109,2019-07-12,69.02030944824219,67.98448944091797,64.42084503173828
110,110,110,2019-07-15,68.82073974609375,67.00568389892578,65.72274780273438
111,111,111,2019-07-16,69.41944122314453,66.70157623291016,66.06487274169922
112,112,112,2019-07-17,69.0298080444336,67.1102066040039,66.91065979003906
113,113,113,2019-07-18,69.37191772460938,66.98665618896484,66.8346176147461
114,114,114,2019-07-19,70.76886749267578,67.0721664428711,66.39746856689453
115,115,115,2019-07-22,69.54298400878906,69.02030944824219,67.98448944091797
116,116,116,2019-07-23,70.87340545654297,68.82073974609375,67.00568389892578
117,117,117,2019-07-24,71.77617645263672,69.41944122314453,66.70157623291016
118,118,118,2019-07-25,70.90190124511719,69.0298080444336,67.1102066040039
119,119,119,2019-07-26,70.87340545654297,69.37191772460938,66.98665618896484
120,120,120,2019-07-29,69.45745086669922,70.76886749267578,67.0721664428711
121,121,121,2019-07-30,69.94210052490234,69.54298400878906,69.02030944824219
122,122,122,2019-07-31,69.33390808105469,70.87340545654297,68.82073974609375
123,123,123,2019-08-01,66.13139343261719,71.77617645263672,69.41944122314453
124,124,124,2019-08-02,65.2666244506836,70.90190124511719,69.0298080444336
125,125,125,2019-08-05,62.15914535522461,70.87340545654297,69.37191772460938
126,126,126,2019-08-06,62.197147369384766,69.45745086669922,70.76886749267578
127,127,127,2019-08-07,64.23078155517578,69.94210052490234,69.54298400878906
128,128,128,2019-08-08,69.83757019042969,69.33390808105469,70.87340545654297
129,129,129,2019-08-09,66.75859069824219,66.13139343261719,71.77617645263672
130,130,130,2019-08-12,64.03123474121094,65.2666244506836,70.90190124511719
131,131,131,2019-08-13,65.04804992675781,62.15914535522461,70.87340545654297
132,132,132,2019-08-14,61.09480285644531,62.197147369384766,69.45745086669922
133,133,133,2019-08-15,58.595516204833984,64.23078155517578,69.94210052490234
134,134,134,2019-08-16,59.95444488525391,69.83757019042969,69.33390808105469
135,135,135,2019-08-19,61.6934814453125,66.75859069824219,66.13139343261719
136,136,136,2019-08-20,60.980770111083984,64.03123474121094,65.2666244506836
137,137,137,2019-08-21,62.63428115844727,65.04804992675781,62.15914535522461
138,138,138,2019-08-22,60.07798385620117,61.09480285644531,62.197147369384766
139,139,139,2019-08-23,56.97050476074219,58.595516204833984,64.23078155517578
140,140,140,2019-08-26,57.78776168823242,59.95444488525391,69.83757019042969
141,141,141,2019-08-27,56.35280990600586,61.6934814453125,66.75859069824219
142,142,142,2019-08-28,56.37180709838867,60.980770111083984,64.03123474121094
143,143,143,2019-08-29,57.483673095703125,62.63428115844727,65.04804992675781
144,144,144,2019-08-30,58.66203689575195,60.07798385620117,61.09480285644531
145,145,145,2019-09-03,57.2365837097168,56.97050476074219,58.595516204833984
146,146,146,2019-09-04,58.26290512084961,57.78776168823242,59.95444488525391
147,147,147,2019-09-05,59.84040451049805,56.35280990600586,61.6934814453125
148,148,148,2019-09-06,60.08748245239258,56.37180709838867,60.980770111083984
149,149,149,2019-09-09,62.111629486083984,57.483673095703125,62.63428115844727
150,150,150,2019-09-10,64.88651275634766,58.66203689575195,60.07798385620117
151,151,151,2019-09-11,65.80829620361328,57.2365837097168,56.97050476074219
152,152,152,2019-09-12,66.18852996826172,58.26290512084961,57.78776168823242
153,153,153,2019-09-13,66.18852996826172,59.84040451049805,56.35280990600586
154,154,154,2019-09-16,65.76815795898438,60.08748245239258,56.37180709838867
155,155,155,2019-09-17,64.73635864257812,62.111629486083984,57.483673095703125
156,156,156,2019-09-18,64.3924331665039,64.88651275634766,58.66203689575195
157,157,157,2019-09-19,65.24271392822266,65.80829620361328,57.2365837097168
158,158,158,2019-09-20,65.78726959228516,66.18852996826172,58.26290512084961
159,159,159,2019-09-23,65.17582702636719,66.18852996826172,59.84040451049805
160,160,160,2019-09-24,64.86056518554688,65.76815795898438,60.08748245239258
161,161,161,2019-09-25,65.25228118896484,64.73635864257812,62.111629486083984
162,162,162,2019-09-26,64.19178009033203,64.3924331665039,64.88651275634766
163,163,163,2019-09-27,65.09938049316406,65.24271392822266,65.80829620361328
164,164,164,2019-09-30,66.41780853271484,65.78726959228516,66.18852996826172
165,165,165,2019-10-01,65.26181030273438,65.17582702636719,66.18852996826172
166,166,166,2019-10-02,63.599456787109375,64.86056518554688,65.76815795898438
167,167,167,2019-10-03,64.23003387451172,65.25228118896484,64.73635864257812
168,168,168,2019-10-04,63.360618591308594,64.19178009033203,64.3924331665039
169,169,169,2019-10-07,62.74916076660156,65.09938049316406,65.24271392822266
170,170,170,2019-10-08,60.857521057128906,66.41780853271484,65.78726959228516
171,171,171,2019-10-09,60.76198196411133,65.26181030273438,65.17582702636719
172,172,172,2019-10-10,62.53898620605469,63.599456787109375,64.86056518554688
173,173,173,2019-10-11,65.83504486083984,64.23003387451172,65.25228118896484
174,174,174,2019-10-14,64.54528045654297,63.360618591308594,64.19178009033203
175,175,175,2019-10-15,64.84146118164062,62.74916076660156,65.09938049316406
176,176,176,2019-10-16,64.56439971923828,60.857521057128906,66.41780853271484
177,177,177,2019-10-17,65.17582702636719,60.76198196411133,65.26181030273438
178,178,178,2019-10-18,64.13445281982422,62.53898620605469,63.599456787109375
179,179,179,2019-10-21,64.23955535888672,65.83504486083984,64.23003387451172
180,180,180,2019-10-22,63.80963897705078,64.54528045654297,63.360618591308594
181,181,181,2019-10-23,64.4497299194336,64.84146118164062,62.74916076660156
182,182,182,2019-10-24,66.35094451904297,64.56439971923828,60.857521057128906
183,183,183,2019-10-25,60.7524299621582,65.17582702636719,60.76198196411133
184,184,184,2019-10-28,60.89574432373047,64.13445281982422,62.53898620605469
185,185,185,2019-10-29,60.21742248535156,64.23955535888672,65.83504486083984
186,186,186,2019-10-30,59.87348937988281,63.80963897705078,64.54528045654297
187,187,187,2019-10-31,58.02961730957031,64.4497299194336,64.84146118164062
188,188,188,2019-11-01,61.61227416992188,66.35094451904297,64.56439971923828
189,189,189,2019-11-04,64.67903137207031,60.7524299621582,65.17582702636719
190,190,190,2019-11-05,64.36376190185547,60.89574432373047,64.13445281982422
191,191,191,2019-11-06,63.742774963378906,60.21742248535156,64.23955535888672
192,192,192,2019-11-07,68.20438385009766,59.87348937988281,63.80963897705078
193,193,193,2019-11-08,64.94654846191406,58.02961730957031,64.4497299194336
194,194,194,2019-11-11,64.70770263671875,61.61227416992188,66.35094451904297
195,195,195,2019-11-12,62.39568328857422,64.67903137207031,60.7524299621582
196,196,196,2019-11-13,62.2714958190918,64.36376190185547,60.89574432373047
197,197,197,2019-11-14,62.615421295166016,63.742774963378906,60.21742248535156
198,198,198,2019-11-15,63.18863677978516,68.20438385009766,59.87348937988281
199,199,199,2019-11-18,64.1058120727539,64.94654846191406,58.02961730957031
200,200,200,2019-11-19,63.49435806274414,64.70770263671875,61.61227416992188
201,201,201,2019-11-20,62.14728546142578,62.39568328857422,64.67903137207031
202,202,202,2019-11-21,62.22370529174805,62.2714958190918,64.36376190185547
203,203,203,2019-11-22,62.00397491455078,62.615421295166016,63.742774963378906
204,204,204,2019-11-25,62.23326873779297,63.18863677978516,68.20438385009766
205,205,205,2019-11-26,62.6631965637207,64.1058120727539,64.94654846191406
206,206,206,2019-11-27,62.57721328735352,63.49435806274414,64.70770263671875
207,207,207,2019-11-29,62.46255493164063,62.14728546142578,62.39568328857422
208,208,208,2019-12-02,62.13773727416992,62.22370529174805,62.2714958190918
209,209,209,2019-12-03,60.809757232666016,62.00397491455078,62.615421295166016
210,210,210,2019-12-04,60.11233139038086,62.23326873779297,63.18863677978516
211,211,211,2019-12-05,60.838417053222656,62.6631965637207,64.1058120727539
212,212,212,2019-12-06,61.43075942993164,62.57721328735352,63.49435806274414
213,213,213,2019-12-09,61.832008361816406,62.46255493164063,62.14728546142578
214,214,214,2019-12-10,62.38614273071289,62.13773727416992,62.22370529174805
215,215,215,2019-12-11,62.739627838134766,60.809757232666016,62.00397491455078
216,216,216,2019-12-12,65.3509750366211,60.11233139038086,62.23326873779297
217,217,217,2019-12-13,64.01551818847656,60.838417053222656,62.6631965637207
218,218,218,2019-12-16,63.60238265991211,61.43075942993164,62.57721328735352
219,219,219,2019-12-17,66.07154083251953,61.832008361816406,62.46255493164063
220,220,220,2019-12-18,66.19644165039062,62.38614273071289,62.13773727416992
221,221,221,2019-12-19,66.72486877441406,62.739627838134766,60.809757232666016
222,222,222,2019-12-20,67.59915161132812,65.3509750366211,60.11233139038086
223,223,223,2019-12-23,69.5879135131836,64.01551818847656,60.838417053222656
224,224,224,2019-12-24,69.48223876953125,63.60238265991211,61.43075942993164
225,225,225,2019-12-26,69.64557647705078,66.07154083251953,61.832008361816406
226,226,226,2019-12-27,69.18440246582031,66.19644165039062,62.38614273071289
227,227,227,2019-12-30,69.1075439453125,66.72486877441406,62.739627838134766
228,228,228,2019-12-31,70.17398071289062,67.59915161132812,65.3509750366211
229,229,229,2020-01-02,69.7608642578125,69.5879135131836,64.01551818847656
230,230,230,2020-01-03,68.76167297363281,69.48223876953125,63.60238265991211
231,231,231,2020-01-06,68.68480682373047,69.64557647705078,66.07154083251953
232,232,232,2020-01-07,69.5879135131836,69.18440246582031,66.19644165039062
233,233,233,2020-01-08,68.38697814941406,69.1075439453125,66.72486877441406
234,234,234,2020-01-09,69.8857650756836,70.17398071289062,67.59915161132812
235,235,235,2020-01-10,69.27088928222656,69.7608642578125,69.5879135131836
236,236,236,2020-01-13,72.88333892822266,68.76167297363281,69.48223876953125
237,237,237,2020-01-14,75.11231231689453,68.68480682373047,69.64557647705078
238,238,238,2020-01-15,76.97618103027344,69.5879135131836,69.18440246582031
239,239,239,2020-01-16,77.26439666748047,68.38697814941406,69.1075439453125
240,240,240,2020-01-17,77.7255630493164,69.8857650756836,70.17398071289062
241,241,241,2020-01-21,78.12908172607422,69.27088928222656,69.7608642578125
242,242,242,2020-01-22,78.18673706054688,72.88333892822266,68.76167297363281
243,243,243,2020-01-23,78.68634033203125,75.11231231689453,68.68480682373047
244,244,244,2020-01-24,77.99457550048828,76.97618103027344,69.5879135131836
245,245,245,2020-01-27,75.84249114990234,77.26439666748047,68.38697814941406
246,246,246,2020-01-28,77.05303192138672,77.7255630493164,69.8857650756836
247,247,247,2020-01-29,77.562255859375,78.12908172607422,69.27088928222656
248,248,248,2020-01-30,77.61027526855469,78.18673706054688,72.88333892822266
249,249,249,2020-01-31,77.12989807128906,78.68634033203125,75.11231231689453
250,250,250,2020-02-03,77.6198959350586,77.99457550048828,76.97618103027344
251,251,251,2020-02-04,86.8816146850586,75.84249114990234,77.26439666748047
252,252,252,2020-02-05,84.1434555053711,77.05303192138672,77.7255630493164
253,253,253,2020-02-06,83.53817749023438,77.562255859375,78.12908172607422
254,254,254,2020-02-07,79.30122375488281,77.61027526855469,78.18673706054688
255,255,255,2020-02-10,79.98336029052734,77.12989807128906,78.68634033203125
256,256,256,2020-02-11,81.38607788085938,77.6198959350586,77.99457550048828
257,257,257,2020-02-12,83.42288970947266,86.8816146850586,75.84249114990234
258,258,258,2020-02-13,84.47972106933594,84.1434555053711,77.05303192138672
259,259,259,2020-02-14,86.12261962890625,83.53817749023438,77.562255859375
260,260,260,2020-02-18,85.21949768066406,79.30122375488281,77.61027526855469
261,261,261,2020-02-19,85.83438110351562,79.98336029052734,77.12989807128906
262,262,262,2020-02-20,90.609375,81.38607788085938,77.6198959350586
263,263,263,2020-02-21,88.80314636230469,83.42288970947266,86.8816146850586
264,264,264,2020-02-24,86.09380340576172,84.47972106933594,84.1434555053711
265,265,265,2020-02-25,82.46212768554688,86.12261962890625,83.53817749023438
266,266,266,2020-02-26,82.28917694091797,85.21949768066406,79.30122375488281
267,267,267,2020-02-27,77.62952423095703,85.83438110351562,79.98336029052734
268,268,268,2020-02-28,78.63829803466797,90.609375,81.38607788085938
269,269,269,2020-03-02,80.9921646118164,88.80314636230469,83.42288970947266
270,270,270,2020-03-03,79.54143524169922,86.09380340576172,84.47972106933594
271,271,271,2020-03-04,82.88485717773438,82.46212768554688,86.12261962890625
272,272,272,2020-03-05,81.44371032714844,82.28917694091797,85.21949768066406
273,273,273,2020-03-06,79.3588638305664,77.62952423095703,85.83438110351562
274,274,274,2020-03-09,70.09712982177734,78.63829803466797,90.609375
275,275,275,2020-03-10,72.23961639404297,80.9921646118164,88.80314636230469
276,276,276,2020-03-11,67.32054138183594,79.54143524169922,86.09380340576172
277,277,277,2020-03-12,62.59162139892578,82.88485717773438,82.46212768554688
278,278,278,2020-03-13,65.70233917236328,81.44371032714844,82.28917694091797
279,279,279,2020-03-16,56.959434509277344,79.3588638305664,77.62952423095703
280,280,280,2020-03-17,64.78460693359375,70.09712982177734,78.63829803466797
281,281,281,2020-03-18,66.31099700927734,72.23961639404297,80.9921646118164
282,282,282,2020-03-19,59.838321685791016,67.32054138183594,79.54143524169922
283,283,283,2020-03-20,51.63639068603516,62.59162139892578,82.88485717773438
284,284,284,2020-03-23,49.17291641235352,65.70233917236328,81.44371032714844
285,285,285,2020-03-24,54.12885665893555,56.959434509277344,79.3588638305664
286,286,286,2020-03-25,57.98347091674805,64.78460693359375,70.09712982177734
287,287,287,2020-03-26,58.408538818359375,66.31099700927734,72.23961639404297
288,288,288,2020-03-27,53.15312957763672,59.838321685791016,67.32054138183594
289,289,289,2020-03-30,53.71344757080078,51.63639068603516,62.59162139892578
290,290,290,2020-03-31,54.45730972290039,49.17291641235352,65.70233917236328
291,291,291,2020-04-01,52.9792366027832,54.12885665893555,56.959434509277344
292,292,292,2020-04-02,51.83927154541016,57.98347091674805,64.78460693359375
293,293,293,2020-04-03,50.91183853149414,58.408538818359375,66.31099700927734
294,294,294,2020-04-06,54.99831771850586,53.15312957763672,59.838321685791016
295,295,295,2020-04-07,55.06594467163086,53.71344757080078,51.63639068603516
296,296,296,2020-04-08,59.72239685058594,54.45730972290039,49.17291641235352
297,297,297,2020-04-09,64.74594116210938,52.9792366027832,54.12885665893555
298,298,298,2020-04-13,61.161842346191406,51.83927154541016,57.98347091674805
299,299,299,2020-04-14,61.51928329467773,50.91183853149414,58.408538818359375
300,300,300,2020-04-15,56.273529052734375,54.99831771850586,53.15312957763672
301,301,301,2020-04-16,56.58266830444336,55.06594467163086,53.71344757080078
302,302,302,2020-04-17,59.38428115844727,59.72239685058594,54.45730972290039
303,303,303,2020-04-20,57.96415328979492,64.74594116210938,52.9792366027832
304,304,304,2020-04-21,55.89676284790039,61.161842346191406,51.83927154541016
305,305,305,2020-04-22,57.432804107666016,61.51928329467773,50.91183853149414
306,306,306,2020-04-23,58.60176086425781,56.273529052734375,54.99831771850586
307,307,307,2020-04-24,59.44222640991211,56.58266830444336,55.06594467163086
308,308,308,2020-04-27,60.1378059387207,59.38428115844727,59.72239685058594
309,309,309,2020-04-28,62.12790298461914,57.96415328979492,64.74594116210938
310,310,310,2020-04-29,62.4756965637207,55.89676284790039,61.161842346191406
311,311,311,2020-04-30,59.34563064575195,57.432804107666016,61.51928329467773
312,312,312,2020-05-01,55.491004943847656,58.60176086425781,56.273529052734375
313,313,313,2020-05-04,55.3171272277832,59.44222640991211,56.58266830444336
314,314,314,2020-05-05,56.486061096191406,60.1378059387207,59.38428115844727
315,315,315,2020-05-06,55.96438217163086,62.12790298461914,57.96415328979492
316,316,316,2020-05-07,57.71297073364258,62.4756965637207,55.89676284790039
317,317,317,2020-05-08,62.069950103759766,59.34563064575195,57.432804107666016
318,318,318,2020-05-11,62.22452163696289,55.491004943847656,58.60176086425781
319,319,319,2020-05-12,57.24925994873047,55.3171272277832,59.44222640991211
320,320,320,2020-05-13,57.88685989379883,56.486061096191406,60.1378059387207
321,321,321,2020-05-14,57.683990478515625,55.96438217163086,62.12790298461914
322,322,322,2020-05-15,59.268333435058594,57.71297073364258,62.4756965637207
323,323,323,2020-05-18,61.76080322265625,62.069950103759766,59.34563064575195
324,324,324,2020-05-19,61.35504913330078,62.22452163696289,55.491004943847656
325,325,325,2020-05-20,65.82795715332031,57.24925994873047,55.3171272277832
326,326,326,2020-05-21,65.66372680664062,57.88685989379883,56.486061096191406
327,327,327,2020-05-22,65.79898071289062,57.683990478515625,55.96438217163086
328,328,328,2020-05-26,72.38755798339844,59.268333435058594,57.71297073364258
329,329,329,2020-05-27,72.49383544921875,61.76080322265625,62.069950103759766
330,330,330,2020-05-28,73.35364532470703,61.35504913330078,62.22452163696289
331,331,331,2020-05-29,73.9236068725586,65.82795715332031,57.24925994873047
332,332,332,2020-06-01,74.7930679321289,65.66372680664062,57.88685989379883
333,333,333,2020-06-02,75.92337799072266,65.79898071289062,57.683990478515625
334,334,334,2020-06-03,76.26148986816406,72.38755798339844,59.268333435058594
335,335,335,2020-06-04,77.25656127929688,72.49383544921875,61.76080322265625
336,336,336,2020-06-05,81.44927978515625,73.35364532470703,61.35504913330078
337,337,337,2020-06-08,83.79682922363281,73.9236068725586,65.82795715332031
338,338,338,2020-06-09,82.11587524414062,74.7930679321289,65.66372680664062
339,339,339,2020-06-10,81.01456451416016,75.92337799072266,65.79898071289062
340,340,340,2020-06-11,72.3235092163086,76.26148986816406,72.38755798339844
341,341,341,2020-06-12,75.04097747802734,77.25656127929688,72.49383544921875
342,342,342,2020-06-15,74.15782165527344,81.44927978515625,73.35364532470703
343,343,343,2020-06-16,76.89469909667969,83.79682922363281,73.9236068725586
344,344,344,2020-06-17,76.8364486694336,82.11587524414062,74.7930679321289
345,345,345,2020-06-18,76.48706817626953,81.01456451416016,75.92337799072266
346,346,346,2020-06-19,76.04061126708984,72.3235092163086,76.26148986816406
347,347,347,2020-06-22,73.5463638305664,75.04097747802734,77.25656127929688
348,348,348,2020-06-23,73.87635803222656,74.15782165527344,81.44927978515625
349,349,349,2020-06-24,71.15888977050781,76.89469909667969,83.79682922363281
350,350,350,2020-06-25,71.7702865600586,76.8364486694336,82.11587524414062
351,351,351,2020-06-26,72.43995666503906,76.48706817626953,81.01456451416016
352,352,352,2020-06-29,74.08016204833984,76.04061126708984,72.3235092163086
353,353,353,2020-06-30,74.93421936035156,73.5463638305664,75.04097747802734
354,354,354,2020-07-01,73.818115234375,73.87635803222656,74.15782165527344
355,355,355,2020-07-02,76.24442291259766,71.15888977050781,76.89469909667969
356,356,356,2020-07-06,78.82601165771484,71.7702865600586,76.8364486694336
357,357,357,2020-07-07,75.70094299316406,72.43995666503906,76.48706817626953
358,358,358,2020-07-08,75.65240478515625,74.08016204833984,76.04061126708984
359,359,359,2020-07-09,73.51724243164062,74.93421936035156,73.5463638305664
360,360,360,2020-07-10,76.564697265625,73.818115234375,73.87635803222656
361,361,361,2020-07-13,79.15599822998047,76.24442291259766,71.15888977050781
362,362,362,2020-07-14,81.66964721679688,78.82601165771484,71.7702865600586
363,363,363,2020-07-15,84.04744720458984,75.70094299316406,72.43995666503906
364,364,364,2020-07-16,83.90186309814453,75.65240478515625,74.08016204833984
365,365,365,2020-07-17,85.85262298583984,73.51724243164062,74.93421936035156
366,366,366,2020-07-20,84.47447967529297,76.564697265625,73.818115234375
367,367,367,2020-07-21,84.6103515625,79.15599822998047,76.24442291259766
368,368,368,2020-07-22,85.10533905029297,81.66964721679688,78.82601165771484
369,369,369,2020-07-23,85.33824157714844,84.04744720458984,75.70094299316406
370,370,370,2020-07-24,84.47447967529297,83.90186309814453,75.65240478515625
371,371,371,2020-07-27,83.2516098022461,85.85262298583984,73.51724243164062
372,372,372,2020-07-28,81.23291778564453,84.47447967529297,76.564697265625
373,373,373,2020-07-29,81.35910034179688,84.6103515625,79.15599822998047
374,374,374,2020-07-30,80.55355072021484,85.10533905029297,81.66964721679688
375,375,375,2020-07-31,80.02948760986328,85.33824157714844,84.04744720458984
376,376,376,2020-08-03,80.87384033203125,84.47447967529297,83.90186309814453
377,377,377,2020-08-04,82.81488800048828,83.2516098022461,85.85262298583984
378,378,378,2020-08-05,85.98849487304688,81.23291778564453,84.47447967529297
379,379,379,2020-08-06,80.88352966308594,81.35910034179688,84.6103515625
