,Unnamed: 0.1,Unnamed: 0,Date,APH,APH_6m,APH_12m
63,63,63,2019-05-07,45.88437271118164,47.14743041992188,49.84035110473633
64,64,64,2019-05-08,45.07413482666016,47.45246505737305,49.52577209472656
65,65,65,2019-05-09,44.92637252807617,47.6240463256836,50.22640609741211
66,66,66,2019-05-10,45.1456184387207,47.25228500366211,48.8632698059082
67,67,67,2019-05-13,43.92547225952149,47.66695022583008,47.96245193481445
68,68,68,2019-05-14,43.9921989440918,46.89481735229492,47.64788436889648
69,69,69,2019-05-15,44.44498825073242,45.88437271118164,47.14743041992188
70,70,70,2019-05-16,44.363956451416016,45.07413482666016,47.45246505737305
71,71,71,2019-05-17,43.668094635009766,44.92637252807617,47.6240463256836
72,72,72,2019-05-20,42.75775146484375,45.1456184387207,47.25228500366211
73,73,73,2019-05-21,43.50126647949219,43.92547225952149,47.66695022583008
74,74,74,2019-05-22,43.17240524291992,43.9921989440918,46.89481735229492
75,75,75,2019-05-23,42.65288162231445,44.44498825073242,45.88437271118164
76,76,76,2019-05-24,42.66242218017578,44.363956451416016,45.07413482666016
77,77,77,2019-05-28,42.3001823425293,43.668094635009766,44.92637252807617
78,78,78,2019-05-29,41.75684356689453,42.75775146484375,45.1456184387207
79,79,79,2019-05-30,42.18104553222656,43.50126647949219,43.92547225952149
80,80,80,2019-05-31,41.46610641479492,43.17240524291992,43.9921989440918
81,81,81,2019-06-03,41.53282928466797,42.65288162231445,44.44498825073242
82,82,82,2019-06-04,42.69102096557617,42.66242218017578,44.363956451416016
83,83,83,2019-06-05,43.272499084472656,42.3001823425293,43.668094635009766
84,84,84,2019-06-06,43.81585693359375,41.75684356689453,42.75775146484375
85,85,85,2019-06-07,44.41638946533203,42.18104553222656,43.50126647949219
86,86,86,2019-06-10,44.87393569946289,41.46610641479492,43.17240524291992
87,87,87,2019-06-11,45.53644943237305,41.53282928466797,42.65288162231445
88,88,88,2019-06-12,45.49831771850586,42.69102096557617,42.66242218017578
89,89,89,2019-06-13,46.17988586425781,43.272499084472656,42.3001823425293
90,90,90,2019-06-14,44.94544219970703,43.81585693359375,41.75684356689453
91,91,91,2019-06-17,44.56414031982422,44.41638946533203,42.18104553222656
92,92,92,2019-06-18,44.96070098876953,44.87393569946289,41.46610641479492
93,93,93,2019-06-19,45.118385314941406,45.53644943237305,41.53282928466797
94,94,94,2019-06-20,45.81119155883789,45.49831771850586,42.69102096557617
95,95,95,2019-06-21,45.63441848754883,46.17988586425781,43.272499084472656
96,96,96,2019-06-24,45.68696975708008,44.94544219970703,43.81585693359375
97,97,97,2019-06-25,45.2903938293457,44.56414031982422,44.41638946533203
98,98,98,2019-06-26,45.59618377685547,44.96070098876953,44.87393569946289
99,99,99,2019-06-27,45.7012939453125,45.118385314941406,45.53644943237305
100,100,100,2019-06-28,45.8398551940918,45.81119155883789,45.49831771850586
101,101,101,2019-07-01,46.76200866699219,45.63441848754883,46.17988586425781
102,102,102,2019-07-02,47.01046371459961,45.68696975708008,44.94544219970703
103,103,103,2019-07-03,47.35446166992188,45.2903938293457,44.56414031982422
104,104,104,2019-07-05,46.97702026367188,45.59618377685547,44.96070098876953
105,105,105,2019-07-08,46.61388397216797,45.7012939453125,45.118385314941406
106,106,106,2019-07-09,46.62344741821289,45.8398551940918,45.81119155883789
107,107,107,2019-07-10,46.59477615356445,46.76200866699219,45.63441848754883
108,108,108,2019-07-11,46.29854202270508,47.01046371459961,45.68696975708008
109,109,109,2019-07-12,47.3258056640625,47.35446166992188,45.2903938293457
110,110,110,2019-07-15,47.30669403076172,46.97702026367188,45.59618377685547
111,111,111,2019-07-16,46.75244140625,46.61388397216797,45.7012939453125
112,112,112,2019-07-17,46.34154510498047,46.62344741821289,45.8398551940918
113,113,113,2019-07-18,46.08831024169922,46.59477615356445,46.76200866699219
114,114,114,2019-07-19,46.17430877685547,46.29854202270508,47.01046371459961
115,115,115,2019-07-22,46.4179916381836,47.3258056640625,47.35446166992188
116,116,116,2019-07-23,46.99612808227539,47.30669403076172,46.97702026367188
117,117,117,2019-07-24,44.1389045715332,46.75244140625,46.61388397216797
118,118,118,2019-07-25,44.846038818359375,46.34154510498047,46.62344741821289
119,119,119,2019-07-26,45.52450942993164,46.08831024169922,46.59477615356445
120,120,120,2019-07-29,45.81596755981445,46.17430877685547,46.29854202270508
121,121,121,2019-07-30,45.27606201171875,46.4179916381836,47.3258056640625
122,122,122,2019-07-31,44.58803939819336,46.99612808227539,47.30669403076172
123,123,123,2019-08-01,43.38397979736328,44.1389045715332,46.75244140625
124,124,124,2019-08-02,42.56695556640625,44.846038818359375,46.34154510498047
125,125,125,2019-08-05,41.19088745117188,45.52450942993164,46.08831024169922
126,126,126,2019-08-06,41.697357177734375,45.81596755981445,46.17430877685547
127,127,127,2019-08-07,41.94103240966797,45.27606201171875,46.4179916381836
128,128,128,2019-08-08,42.39972305297852,44.58803939819336,46.99612808227539
129,129,129,2019-08-09,41.52534866333008,43.38397979736328,44.1389045715332
130,130,130,2019-08-12,41.124000549316406,42.56695556640625,44.846038818359375
131,131,131,2019-08-13,42.050926208496094,41.19088745117188,45.52450942993164
132,132,132,2019-08-14,40.74174880981445,41.697357177734375,45.81596755981445
133,133,133,2019-08-15,40.32130432128906,41.94103240966797,45.27606201171875
134,134,134,2019-08-16,41.38201141357422,42.39972305297852,44.58803939819336
135,135,135,2019-08-19,42.1417121887207,41.52534866333008,43.38397979736328
136,136,136,2019-08-20,41.44412612915039,41.124000549316406,42.56695556640625
137,137,137,2019-08-21,42.12260055541992,42.050926208496094,41.19088745117188
138,138,138,2019-08-22,41.97447204589844,40.74174880981445,41.697357177734375
139,139,139,2019-08-23,40.80387115478516,40.32130432128906,41.94103240966797
140,140,140,2019-08-26,40.73699188232422,41.38201141357422,42.39972305297852
141,141,141,2019-08-27,40.631866455078125,42.1417121887207,41.52534866333008
142,142,142,2019-08-28,40.70353698730469,41.44412612915039,41.124000549316406
143,143,143,2019-08-29,41.86458587646485,42.12260055541992,42.050926208496094
144,144,144,2019-08-30,41.82637023925781,41.97447204589844,40.74174880981445
145,145,145,2019-09-03,40.94244003295898,40.80387115478516,40.32130432128906
146,146,146,2019-09-04,41.42501068115234,40.73699188232422,41.38201141357422
147,147,147,2019-09-05,42.90140914916992,40.631866455078125,42.1417121887207
148,148,148,2019-09-06,42.67684555053711,40.70353698730469,41.44412612915039
149,149,149,2019-09-09,42.50960540771485,41.86458587646485,42.12260055541992
150,150,150,2019-09-10,42.81063079833984,41.82637023925781,41.97447204589844
151,151,151,2019-09-11,43.71844100952149,40.94244003295898,40.80387115478516
152,152,152,2019-09-12,44.889041900634766,41.42501068115234,40.73699188232422
153,153,153,2019-09-13,45.252174377441406,42.90140914916992,40.631866455078125
154,154,154,2019-09-16,45.53480911254883,42.67684555053711,40.70353698730469
155,155,155,2019-09-17,45.54919052124024,42.50960540771485,41.86458587646485
156,156,156,2019-09-18,45.16593170166016,42.81063079833984,41.82637023925781
157,157,157,2019-09-19,45.14677047729492,43.71844100952149,40.94244003295898
158,158,158,2019-09-20,44.94557189941406,44.889041900634766,41.42501068115234
159,159,159,2019-09-23,44.859336853027344,45.252174377441406,42.90140914916992
160,160,160,2019-09-24,44.95035934448242,45.53480911254883,42.67684555053711
161,161,161,2019-09-25,46.03303146362305,45.54919052124024,42.50960540771485
162,162,162,2019-09-26,46.181549072265625,45.16593170166016,42.81063079833984
163,163,163,2019-09-27,45.860572814941406,45.14677047729492,43.71844100952149
164,164,164,2019-09-30,46.229454040527344,44.94557189941406,44.889041900634766
165,165,165,2019-10-01,45.644996643066406,44.859336853027344,45.252174377441406
166,166,166,2019-10-02,44.73957443237305,44.95035934448242,45.53480911254883
167,167,167,2019-10-03,45.32882308959961,46.03303146362305,45.54919052124024
168,168,168,2019-10-04,46.05699157714844,46.181549072265625,45.16593170166016
169,169,169,2019-10-07,45.688114166259766,45.860572814941406,45.14677047729492
170,170,170,2019-10-08,44.638973236083984,46.229454040527344,44.94557189941406
171,171,171,2019-10-09,45.486915588378906,45.644996643066406,44.859336853027344
172,172,172,2019-10-10,45.75519561767578,44.73957443237305,44.95035934448242
173,173,173,2019-10-11,46.45940017700195,45.32882308959961,46.03303146362305
174,174,174,2019-10-14,46.42586898803711,46.05699157714844,46.181549072265625
175,175,175,2019-10-15,47.14925384521485,45.688114166259766,45.860572814941406
176,176,176,2019-10-16,47.32171630859375,44.638973236083984,46.229454040527344
177,177,177,2019-10-17,47.25464630126953,45.486915588378906,45.644996643066406
178,178,178,2019-10-18,47.42710876464844,45.75519561767578,44.73957443237305
179,179,179,2019-10-21,48.10258483886719,46.45940017700195,45.32882308959961
180,180,180,2019-10-22,47.47022247314453,46.42586898803711,46.05699157714844
181,181,181,2019-10-23,48.66788101196289,47.14925384521485,45.688114166259766
182,182,182,2019-10-24,48.76368713378906,47.32171630859375,44.638973236083984
183,183,183,2019-10-25,48.0163459777832,47.25464630126953,45.486915588378906
184,184,184,2019-10-28,48.47625350952149,47.42710876464844,45.75519561767578
185,185,185,2019-10-29,48.37564468383789,48.10258483886719,46.45940017700195
186,186,186,2019-10-30,48.29900741577149,47.47022247314453,46.42586898803711
187,187,187,2019-10-31,48.06426239013672,48.66788101196289,47.14925384521485
188,188,188,2019-11-01,49.23795318603516,48.76368713378906,47.32171630859375
189,189,189,2019-11-04,49.9182243347168,48.0163459777832,47.25464630126953
190,190,190,2019-11-05,50.018836975097656,48.47625350952149,47.42710876464844
191,191,191,2019-11-06,49.29065704345703,48.37564468383789,48.10258483886719
192,192,192,2019-11-07,49.11819839477539,48.29900741577149,47.47022247314453
193,193,193,2019-11-08,49.19963455200195,48.06426239013672,48.66788101196289
194,194,194,2019-11-11,48.94573593139648,49.23795318603516,48.76368713378906
195,195,195,2019-11-12,48.62955093383789,49.9182243347168,48.0163459777832
196,196,196,2019-11-13,48.70620727539063,50.018836975097656,48.47625350952149
197,197,197,2019-11-14,48.43313980102539,49.29065704345703,48.37564468383789
198,198,198,2019-11-15,48.98406219482422,49.11819839477539,48.29900741577149
199,199,199,2019-11-18,49.07987594604492,49.19963455200195,48.06426239013672
200,200,200,2019-11-19,49.467918395996094,48.94573593139648,49.23795318603516
201,201,201,2019-11-20,48.96969985961914,48.62955093383789,49.9182243347168
202,202,202,2019-11-21,48.7588996887207,48.70620727539063,50.018836975097656
203,203,203,2019-11-22,48.73973846435547,48.43313980102539,49.29065704345703
204,204,204,2019-11-25,49.4631233215332,48.98406219482422,49.11819839477539
205,205,205,2019-11-26,49.357723236083984,49.07987594604492,49.19963455200195
206,206,206,2019-11-27,49.71223068237305,49.467918395996094,48.94573593139648
207,207,207,2019-11-29,49.82241439819336,48.96969985961914,48.62955093383789
208,208,208,2019-12-02,49.19963455200195,48.7588996887207,48.70620727539063
209,209,209,2019-12-03,48.7588996887207,48.73973846435547,48.43313980102539
210,210,210,2019-12-04,49.33856201171875,49.4631233215332,48.98406219482422
211,211,211,2019-12-05,49.33378219604492,49.357723236083984,49.07987594604492
212,212,212,2019-12-06,49.836795806884766,49.71223068237305,49.467918395996094
213,213,213,2019-12-09,50.04278564453125,49.82241439819336,48.96969985961914
214,214,214,2019-12-10,50.35896682739258,49.19963455200195,48.7588996887207
215,215,215,2019-12-11,50.74700546264648,48.7588996887207,48.73973846435547
216,216,216,2019-12-12,51.74823760986328,49.33856201171875,49.4631233215332
217,217,217,2019-12-13,51.3266716003418,49.33378219604492,49.357723236083984
218,218,218,2019-12-16,51.75883483886719,49.836795806884766,49.71223068237305
219,219,219,2019-12-17,51.33147048950195,50.04278564453125,49.82241439819336
220,220,220,2019-12-18,51.00495529174805,50.35896682739258,49.19963455200195
221,221,221,2019-12-19,51.40349578857422,50.74700546264648,48.7588996887207
222,222,222,2019-12-20,51.4515266418457,51.74823760986328,49.33856201171875
223,223,223,2019-12-23,51.504337310791016,51.3266716003418,49.33378219604492
224,224,224,2019-12-24,51.48993682861328,51.75883483886719,49.836795806884766
225,225,225,2019-12-26,51.85486602783203,51.33147048950195,50.04278564453125
226,226,226,2019-12-27,51.888484954833984,51.00495529174805,50.35896682739258
227,227,227,2019-12-30,51.9941291809082,51.40349578857422,50.74700546264648
228,228,228,2019-12-31,51.97011947631836,51.4515266418457,51.74823760986328
229,229,229,2020-01-02,52.45029830932617,51.504337310791016,51.3266716003418
230,230,230,2020-01-03,51.90288543701172,51.48993682861328,51.75883483886719
231,231,231,2020-01-06,51.63399505615234,51.85486602783203,51.33147048950195
232,232,232,2020-01-07,51.91249465942383,51.888484954833984,51.00495529174805
233,233,233,2020-01-08,52.0373420715332,51.9941291809082,51.40349578857422
234,234,234,2020-01-09,52.21980667114258,51.97011947631836,51.4515266418457
235,235,235,2020-01-10,52.01333618164063,52.45029830932617,51.504337310791016
236,236,236,2020-01-13,52.392677307128906,51.90288543701172,51.48993682861328
237,237,237,2020-01-14,52.5799446105957,51.63399505615234,51.85486602783203
238,238,238,2020-01-15,52.20059585571289,51.91249465942383,51.888484954833984
239,239,239,2020-01-16,52.719200134277344,52.0373420715332,51.9941291809082
240,240,240,2020-01-17,52.55593490600586,52.21980667114258,51.97011947631836
241,241,241,2020-01-21,51.98451232910156,52.01333618164063,52.45029830932617
242,242,242,2020-01-22,51.20182037353516,52.392677307128906,51.90288543701172
243,243,243,2020-01-23,51.06257629394531,52.5799446105957,51.63399505615234
244,244,244,2020-01-24,50.59198760986328,52.20059585571289,51.91249465942383
245,245,245,2020-01-27,49.281097412109375,52.719200134277344,52.0373420715332
246,246,246,2020-01-28,49.655643463134766,52.55593490600586,52.21980667114258
247,247,247,2020-01-29,49.66044235229492,51.98451232910156,52.01333618164063
248,248,248,2020-01-30,48.91615676879883,51.20182037353516,52.392677307128906
249,249,249,2020-01-31,47.76371765136719,51.06257629394531,52.5799446105957
250,250,250,2020-02-03,47.99420166015625,50.59198760986328,52.20059585571289
251,251,251,2020-02-04,49.86211395263672,49.281097412109375,52.719200134277344
252,252,252,2020-02-05,50.241458892822266,49.655643463134766,52.55593490600586
253,253,253,2020-02-06,49.91975021362305,49.66044235229492,51.98451232910156
254,254,254,2020-02-07,49.63163375854492,48.91615676879883,51.20182037353516
255,255,255,2020-02-10,49.36272430419922,47.76371765136719,51.06257629394531
256,256,256,2020-02-11,49.27629089355469,47.99420166015625,50.59198760986328
257,257,257,2020-02-12,49.72286224365234,49.86211395263672,49.281097412109375
258,258,258,2020-02-13,50.11661529541016,50.241458892822266,49.655643463134766
259,259,259,2020-02-14,49.97256088256836,49.91975021362305,49.66044235229492
260,260,260,2020-02-18,48.685672760009766,49.63163375854492,48.91615676879883
261,261,261,2020-02-19,49.5115852355957,49.36272430419922,47.76371765136719
262,262,262,2020-02-20,49.7996940612793,49.27629089355469,47.99420166015625
263,263,263,2020-02-21,48.8585319519043,49.72286224365234,49.86211395263672
264,264,264,2020-02-24,46.89938735961914,50.11661529541016,50.241458892822266
265,265,265,2020-02-25,45.84298324584961,49.97256088256836,49.91975021362305
266,266,266,2020-02-26,45.93902969360352,48.685672760009766,49.63163375854492
267,267,267,2020-02-27,44.455265045166016,49.5115852355957,49.36272430419922
268,268,268,2020-02-28,44.02309799194336,49.7996940612793,49.27629089355469
269,269,269,2020-03-02,45.58369445800781,48.8585319519043,49.72286224365234
270,270,270,2020-03-03,44.64253234863281,46.89938735961914,50.11661529541016
271,271,271,2020-03-04,46.57767105102539,45.84298324584961,49.97256088256836
272,272,272,2020-03-05,44.858619689941406,45.93902969360352,48.685672760009766
273,273,273,2020-03-06,44.44566345214844,44.455265045166016,49.5115852355957
274,274,274,2020-03-09,41.06998062133789,44.02309799194336,49.7996940612793
275,275,275,2020-03-10,43.4516830444336,45.58369445800781,48.8585319519043
276,276,276,2020-03-11,40.46495056152344,44.64253234863281,46.89938735961914
277,277,277,2020-03-12,36.071285247802734,46.57767105102539,45.84298324584961
278,278,278,2020-03-13,38.22249603271485,44.858619689941406,45.93902969360352
279,279,279,2020-03-16,32.919036865234375,44.44566345214844,44.455265045166016
280,280,280,2020-03-17,34.35930252075195,41.06998062133789,44.02309799194336
281,281,281,2020-03-18,32.95276641845703,43.4516830444336,45.58369445800781
282,282,282,2020-03-19,33.12135314941406,40.46495056152344,44.64253234863281
283,283,283,2020-03-20,33.7379150390625,36.071285247802734,46.57767105102539
284,284,284,2020-03-23,33.23695755004883,38.22249603271485,44.858619689941406
285,285,285,2020-03-24,35.717681884765625,32.919036865234375,44.44566345214844
286,286,286,2020-03-25,36.08858489990234,34.35930252075195,41.06998062133789
287,287,287,2020-03-26,38.13578414916992,32.95276641845703,43.4516830444336
288,288,288,2020-03-27,35.77548599243164,33.12135314941406,40.46495056152344
289,289,289,2020-03-30,36.52693557739258,33.7379150390625,36.071285247802734
290,290,290,2020-03-31,35.105934143066406,33.23695755004883,38.22249603271485
291,291,291,2020-04-01,33.4874267578125,35.717681884765625,32.919036865234375
292,292,292,2020-04-02,33.12135314941406,36.08858489990234,34.35930252075195
293,293,293,2020-04-03,32.95756530761719,38.13578414916992,32.95276641845703
294,294,294,2020-04-06,36.290897369384766,35.77548599243164,33.12135314941406
295,295,295,2020-04-07,36.46913528442383,36.52693557739258,33.7379150390625
296,296,296,2020-04-08,38.35256576538086,35.105934143066406,33.23695755004883
297,297,297,2020-04-09,39.45564270019531,33.4874267578125,35.717681884765625
298,298,298,2020-04-13,38.85352325439453,33.12135314941406,36.08858489990234
299,299,299,2020-04-14,39.725379943847656,32.95756530761719,38.13578414916992
300,300,300,2020-04-15,38.71383285522461,36.290897369384766,35.77548599243164
301,301,301,2020-04-16,38.94985580444336,36.46913528442383,36.52693557739258
302,302,302,2020-04-17,40.56835174560547,38.35256576538086,35.105934143066406
303,303,303,2020-04-20,39.13772201538086,39.45564270019531,33.4874267578125
304,304,304,2020-04-21,37.051979064941406,38.85352325439453,33.12135314941406
305,305,305,2020-04-22,39.34003448486328,39.725379943847656,32.95756530761719
306,306,306,2020-04-23,40.45275115966797,38.71383285522461,36.290897369384766
307,307,307,2020-04-24,41.507659912109375,38.94985580444336,36.46913528442383
308,308,308,2020-04-27,42.16276168823242,40.56835174560547,38.35256576538086
309,309,309,2020-04-28,42.55293655395508,39.13772201538086,39.45564270019531
310,310,310,2020-04-29,44.39301681518555,37.051979064941406,38.85352325439453
311,311,311,2020-04-30,42.51440048217773,39.34003448486328,39.725379943847656
312,312,312,2020-05-01,41.1849250793457,40.45275115966797,38.71383285522461
313,313,313,2020-05-04,40.4238510131836,41.507659912109375,38.94985580444336
314,314,314,2020-05-05,41.54619216918945,42.16276168823242,40.56835174560547
315,315,315,2020-05-06,41.464317321777344,42.55293655395508,39.13772201538086
316,316,316,2020-05-07,42.023075103759766,44.39301681518555,37.051979064941406
317,317,317,2020-05-08,43.140602111816406,42.51440048217773,39.34003448486328
318,318,318,2020-05-11,41.95563507080078,41.1849250793457,40.45275115966797
319,319,319,2020-05-12,40.59243392944336,40.4238510131836,41.507659912109375
320,320,320,2020-05-13,39.41228103637695,41.54619216918945,42.16276168823242
321,321,321,2020-05-14,40.11556243896485,41.464317321777344,42.55293655395508
322,322,322,2020-05-15,39.6483154296875,42.023075103759766,44.39301681518555
323,323,323,2020-05-18,42.601104736328125,43.140602111816406,42.51440048217773
324,324,324,2020-05-19,42.928653717041016,41.95563507080078,41.1849250793457
325,325,325,2020-05-20,43.81497573852539,40.59243392944336,40.4238510131836
326,326,326,2020-05-21,43.453704833984375,39.41228103637695,41.54619216918945
327,327,327,2020-05-22,43.7379035949707,40.11556243896485,41.464317321777344
328,328,328,2020-05-26,45.274513244628906,39.6483154296875,42.023075103759766
329,329,329,2020-05-27,46.01632308959961,42.601104736328125,43.140602111816406
330,330,330,2020-05-28,45.92962265014648,42.928653717041016,41.95563507080078
331,331,331,2020-05-29,46.512474060058594,43.81497573852539,40.59243392944336
332,332,332,2020-06-01,47.076053619384766,43.453704833984375,39.41228103637695
333,333,333,2020-06-02,47.65890884399414,43.7379035949707,40.11556243896485
334,334,334,2020-06-03,49.70611572265625,45.274513244628906,39.6483154296875
335,335,335,2020-06-04,48.92575073242188,46.01632308959961,42.601104736328125
336,336,336,2020-06-05,51.54136276245117,45.92962265014648,42.928653717041016
337,337,337,2020-06-08,50.13481903076172,46.512474060058594,43.81497573852539
338,338,338,2020-06-09,48.99802780151367,47.076053619384766,43.453704833984375
339,339,339,2020-06-10,48.33327865600586,47.65890884399414,43.7379035949707
340,340,340,2020-06-11,45.525001525878906,49.70611572265625,45.274513244628906
341,341,341,2020-06-12,45.765846252441406,48.92575073242188,46.01632308959961
342,342,342,2020-06-15,46.59654998779297,51.54136276245117,45.92962265014648
343,343,343,2020-06-16,47.60593795776367,50.13481903076172,46.512474060058594
344,344,344,2020-06-17,47.55765151977539,48.99802780151367,47.076053619384766
345,345,345,2020-06-18,47.311336517333984,48.33327865600586,47.65890884399414
346,346,346,2020-06-19,46.86217498779297,45.525001525878906,49.70611572265625
347,347,347,2020-06-22,47.11813735961914,45.765846252441406,48.92575073242188
348,348,348,2020-06-23,46.92013168334961,46.59654998779297,51.54136276245117
349,349,349,2020-06-24,45.693389892578125,47.60593795776367,50.13481903076172
350,350,350,2020-06-25,45.97834777832031,47.55765151977539,48.99802780151367
351,351,351,2020-06-26,45.38429641723633,47.311336517333984,48.33327865600586
352,352,352,2020-06-29,45.99283599853516,46.86217498779297,45.525001525878906
353,353,353,2020-06-30,46.27294921875,47.11813735961914,45.765846252441406
354,354,354,2020-07-01,45.9203987121582,46.92013168334961,46.59654998779297
355,355,355,2020-07-02,46.30193328857422,45.693389892578125,47.60593795776367
356,356,356,2020-07-06,47.39827346801758,45.97834777832031,47.55765151977539
357,357,357,2020-07-07,46.47097396850586,45.38429641723633,47.311336517333984
358,358,358,2020-07-08,45.90590286254883,45.99283599853516,46.86217498779297
359,359,359,2020-07-09,45.63543701171875,46.27294921875,47.11813735961914
360,360,360,2020-07-10,45.84794235229492,45.9203987121582,46.92013168334961
361,361,361,2020-07-13,45.62095260620117,46.30193328857422,45.693389892578125
362,362,362,2020-07-14,47.04087448120117,47.39827346801758,45.97834777832031
363,363,363,2020-07-15,48.509090423583984,46.47097396850586,45.38429641723633
364,364,364,2020-07-16,48.736083984375,45.90590286254883,45.99283599853516
365,365,365,2020-07-17,49.27217102050781,45.63543701171875,46.27294921875
366,366,366,2020-07-20,49.01137161254883,45.84794235229492,45.9203987121582
367,367,367,2020-07-21,49.310813903808594,45.62095260620117,46.30193328857422
368,368,368,2020-07-22,49.87587356567383,47.04087448120117,47.39827346801758
369,369,369,2020-07-23,51.00119018554688,48.509090423583984,46.47097396850586
370,370,370,2020-07-24,50.41679763793945,48.736083984375,45.90590286254883
371,371,371,2020-07-27,51.27648162841797,49.27217102050781,45.63543701171875
372,372,372,2020-07-28,50.32986068725586,49.01137161254883,45.84794235229492
373,373,373,2020-07-29,51.11227798461914,49.310813903808594,45.62095260620117
374,374,374,2020-07-30,50.79351043701172,49.87587356567383,47.04087448120117
375,375,375,2020-07-31,51.07846450805664,51.00119018554688,48.509090423583984
376,376,376,2020-08-03,51.86570739746094,50.41679763793945,48.736083984375
377,377,377,2020-08-04,52.36315155029297,51.27648162841797,49.27217102050781
378,378,378,2020-08-05,52.4742431640625,50.32986068725586,49.01137161254883
379,379,379,2020-08-06,52.329345703125,51.11227798461914,49.310813903808594
