,Unnamed: 0,Date,KVUE
173,173,2024-01-11,21.93000030517578
174,174,2024-01-12,21.51000022888184
175,175,2024-01-16,21.229999542236328
176,176,2024-01-17,20.979999542236328
177,177,2024-01-18,20.940000534057617
178,178,2024-01-19,20.709999084472656
179,179,2024-01-22,20.440000534057617
180,180,2024-01-23,20.90999984741211
181,181,2024-01-24,20.43000030517578
182,182,2024-01-25,20.75
183,183,2024-01-26,20.84000015258789
184,184,2024-01-29,21.040000915527344
185,185,2024-01-30,20.8700008392334
186,186,2024-01-31,20.76000022888184
187,187,2024-02-01,20.88999938964844
188,188,2024-02-02,20.82999992370605
189,189,2024-02-05,20.280000686645508
