,Unnamed: 0.1,Unnamed: 0,Date,GPN,GPN_6m,GPN_12m
40,40,40,2019-04-03,133.962646484375,130.9392852783203,130.307373046875
41,41,41,2019-04-04,131.9114227294922,130.25875854492188,130.60870361328125
42,42,42,2019-04-05,133.0876922607422,131.38644409179688,129.6463165283203
43,43,43,2019-04-08,132.8252716064453,132.71827697753906,132.35858154296875
44,44,44,2019-04-09,132.87380981445312,134.7987060546875,130.2685089111328
45,45,45,2019-04-10,133.23353576660156,134.93482971191406,129.19908142089844
46,46,46,2019-04-11,133.25299072265625,133.962646484375,130.9392852783203
47,47,47,2019-04-12,135.2653350830078,131.9114227294922,130.25875854492188
48,48,48,2019-04-15,134.4584503173828,133.0876922607422,131.38644409179688
49,49,49,2019-04-16,134.95425415039062,132.8252716064453,132.71827697753906
50,50,50,2019-04-17,134.77926635742188,132.87380981445312,134.7987060546875
51,51,51,2019-04-18,135.7805633544922,133.23353576660156,134.93482971191406
52,52,52,2019-04-22,136.6652374267578,133.25299072265625,133.962646484375
53,53,53,2019-04-23,139.70806884765625,135.2653350830078,131.9114227294922
54,54,54,2019-04-24,138.91091918945312,134.4584503173828,133.0876922607422
55,55,55,2019-04-25,139.43589782714844,134.95425415039062,132.8252716064453
56,56,56,2019-04-26,140.85519409179688,134.77926635742188,132.87380981445312
57,57,57,2019-04-29,141.33160400390625,135.7805633544922,133.23353576660156
58,58,58,2019-04-30,142.0023651123047,136.6652374267578,133.25299072265625
59,59,59,2019-05-01,140.06776428222656,139.70806884765625,135.2653350830078
60,60,60,2019-05-02,140.310791015625,138.91091918945312,134.4584503173828
61,61,61,2019-05-03,141.83709716796875,139.43589782714844,134.95425415039062
62,62,62,2019-05-06,143.21759033203125,140.85519409179688,134.77926635742188
63,63,63,2019-05-07,140.18447875976562,141.33160400390625,135.7805633544922
64,64,64,2019-05-08,141.04965209960938,142.0023651123047,136.6652374267578
65,65,65,2019-05-09,142.0023651123047,140.06776428222656,139.70806884765625
66,66,66,2019-05-10,142.79953002929688,140.310791015625,138.91091918945312
67,67,67,2019-05-13,139.60113525390625,141.83709716796875,139.43589782714844
68,68,68,2019-05-14,142.70233154296875,143.21759033203125,140.85519409179688
69,69,69,2019-05-15,144.09246826171875,140.18447875976562,141.33160400390625
70,70,70,2019-05-16,147.18392944335938,141.04965209960938,142.0023651123047
71,71,71,2019-05-17,145.63821411132812,142.0023651123047,140.06776428222656
72,72,72,2019-05-20,144.40357971191406,142.79953002929688,140.310791015625
73,73,73,2019-05-21,146.2992401123047,139.60113525390625,141.83709716796875
74,74,74,2019-05-22,146.42564392089844,142.70233154296875,143.21759033203125
75,75,75,2019-05-23,143.83975219726562,144.09246826171875,140.18447875976562
76,76,76,2019-05-24,149.16712951660156,147.18392944335938,141.04965209960938
77,77,77,2019-05-28,144.7244415283203,145.63821411132812,142.0023651123047
78,78,78,2019-05-29,143.55775451660156,144.40357971191406,142.79953002929688
79,79,79,2019-05-30,148.67132568359375,146.2992401123047,139.60113525390625
80,80,80,2019-05-31,149.75039672851562,146.42564392089844,142.70233154296875
81,81,81,2019-06-03,144.7244415283203,143.83975219726562,144.09246826171875
82,82,82,2019-06-04,148.91436767578125,149.16712951660156,147.18392944335938
83,83,83,2019-06-05,152.7057647705078,144.7244415283203,145.63821411132812
84,84,84,2019-06-06,153.40574645996094,143.55775451660156,144.40357971191406
85,85,85,2019-06-07,156.4291229248047,148.67132568359375,146.2992401123047
86,86,86,2019-06-10,155.98193359375,149.75039672851562,146.42564392089844
87,87,87,2019-06-11,154.5139923095703,144.7244415283203,143.83975219726562
88,88,88,2019-06-12,154.28065490722656,148.91436767578125,149.16712951660156
89,89,89,2019-06-13,153.77508544921875,152.7057647705078,144.7244415283203
90,90,90,2019-06-14,154.39730834960938,153.40574645996094,143.55775451660156
91,91,91,2019-06-17,155.3792724609375,156.4291229248047,148.67132568359375
92,92,92,2019-06-18,154.3778533935547,155.98193359375,149.75039672851562
93,93,93,2019-06-19,156.4292449951172,154.5139923095703,144.7244415283203
94,94,94,2019-06-20,157.26531982421875,154.28065490722656,148.91436767578125
95,95,95,2019-06-21,156.5653533935547,153.77508544921875,152.7057647705078
96,96,96,2019-06-24,155.72927856445312,154.39730834960938,153.40574645996094
97,97,97,2019-06-25,153.43484497070312,155.3792724609375,156.4291229248047
98,98,98,2019-06-26,154.23207092285156,154.3778533935547,155.98193359375
99,99,99,2019-06-27,155.29176330566406,156.4292449951172,154.5139923095703
100,100,100,2019-06-28,155.68064880371094,157.26531982421875,154.28065490722656
101,101,101,2019-07-01,158.1305694580078,156.5653533935547,153.77508544921875
102,102,102,2019-07-02,157.5278778076172,155.72927856445312,154.39730834960938
103,103,103,2019-07-03,158.46116638183594,153.43484497070312,155.3792724609375
104,104,104,2019-07-05,157.97508239746094,154.23207092285156,154.3778533935547
105,105,105,2019-07-08,158.4709014892578,155.29176330566406,156.4292449951172
106,106,106,2019-07-09,160.20140075683594,155.68064880371094,157.26531982421875
107,107,107,2019-07-10,159.32647705078125,158.1305694580078,156.5653533935547
108,108,108,2019-07-11,159.56947326660156,157.5278778076172,155.72927856445312
109,109,109,2019-07-12,159.65699768066406,158.46116638183594,153.43484497070312
110,110,110,2019-07-15,161.32920837402344,157.97508239746094,154.23207092285156
111,111,111,2019-07-16,160.15284729003906,158.4709014892578,155.29176330566406
112,112,112,2019-07-17,160.51255798339844,160.20140075683594,155.68064880371094
113,113,113,2019-07-18,162.6708526611328,159.32647705078125,158.1305694580078
114,114,114,2019-07-19,160.15284729003906,159.56947326660156,157.5278778076172
115,115,115,2019-07-22,158.6750946044922,159.65699768066406,158.46116638183594
116,116,116,2019-07-23,160.11395263671875,161.32920837402344,157.97508239746094
117,117,117,2019-07-24,157.39170837402344,160.15284729003906,158.4709014892578
118,118,118,2019-07-25,160.73617553710938,160.51255798339844,160.20140075683594
119,119,119,2019-07-26,164.92636108398438,162.6708526611328,159.32647705078125
120,120,120,2019-07-29,166.68609619140625,160.15284729003906,159.56947326660156
121,121,121,2019-07-30,162.70973205566406,158.6750946044922,159.65699768066406
122,122,122,2019-07-31,163.25418090820312,160.11395263671875,161.32920837402344
123,123,123,2019-08-01,160.31808471679688,157.39170837402344,160.15284729003906
124,124,124,2019-08-02,156.99313354492188,160.73617553710938,160.51255798339844
125,125,125,2019-08-05,149.3126220703125,164.92636108398438,162.6708526611328
126,126,126,2019-08-06,150.1195831298828,166.68609619140625,160.15284729003906
127,127,127,2019-08-07,153.4833984375,162.70973205566406,158.6750946044922
128,128,128,2019-08-08,155.9236602783203,163.25418090820312,160.11395263671875
129,129,129,2019-08-09,155.62229919433594,160.31808471679688,157.39170837402344
130,130,130,2019-08-12,151.801513671875,156.99313354492188,160.73617553710938
131,131,131,2019-08-13,154.3778533935547,149.3126220703125,164.92636108398438
132,132,132,2019-08-14,149.67233276367188,150.1195831298828,166.68609619140625
133,133,133,2019-08-15,151.9862518310547,153.4833984375,162.70973205566406
134,134,134,2019-08-16,153.3667449951172,155.9236602783203,163.25418090820312
135,135,135,2019-08-19,155.04872131347656,155.62229919433594,160.31808471679688
136,136,136,2019-08-20,156.68202209472656,151.801513671875,156.99313354492188
137,137,137,2019-08-21,158.07229614257812,154.3778533935547,149.3126220703125
138,138,138,2019-08-22,157.76121520996094,149.67233276367188,150.1195831298828
139,139,139,2019-08-23,153.6195526123047,151.9862518310547,153.4833984375
140,140,140,2019-08-26,155.5736846923828,153.3667449951172,155.9236602783203
141,141,141,2019-08-27,157.71255493164062,155.04872131347656,155.62229919433594
142,142,142,2019-08-28,158.88894653320312,156.68202209472656,151.801513671875
143,143,143,2019-08-29,160.9986572265625,158.07229614257812,154.3778533935547
144,144,144,2019-08-30,161.3680877685547,157.76121520996094,149.67233276367188
145,145,145,2019-09-03,162.60284423828125,153.6195526123047,151.9862518310547
146,146,146,2019-09-04,165.13058471679688,155.5736846923828,153.3667449951172
147,147,147,2019-09-05,169.9818878173828,157.71255493164062,155.04872131347656
148,148,148,2019-09-06,169.52500915527344,158.88894653320312,156.68202209472656
149,149,149,2019-09-09,166.05418395996094,160.9986572265625,158.07229614257812
150,150,150,2019-09-10,160.66807556152344,161.3680877685547,157.76121520996094
151,151,151,2019-09-11,161.04727172851562,162.60284423828125,153.6195526123047
152,152,152,2019-09-12,163.37100219726562,165.13058471679688,155.5736846923828
153,153,153,2019-09-13,162.87515258789062,169.9818878173828,157.71255493164062
154,154,154,2019-09-16,161.47508239746094,169.52500915527344,158.88894653320312
155,155,155,2019-09-17,159.199951171875,166.05418395996094,160.9986572265625
156,156,156,2019-09-18,159.79302978515625,160.66807556152344,161.3680877685547
157,157,157,2019-09-19,158.16929626464844,161.04727172851562,162.60284423828125
158,158,158,2019-09-20,157.13870239257812,163.37100219726562,165.13058471679688
159,159,159,2019-09-23,155.23306274414062,162.87515258789062,169.9818878173828
160,160,160,2019-09-24,156.1275634765625,161.47508239746094,169.52500915527344
161,161,161,2019-09-25,156.13729858398438,159.199951171875,166.05418395996094
162,162,162,2019-09-26,155.5830841064453,159.79302978515625,160.66807556152344
163,163,163,2019-09-27,152.49124145507812,158.16929626464844,161.04727172851562
164,164,164,2019-09-30,154.5913848876953,157.13870239257812,163.37100219726562
165,165,165,2019-10-01,153.73577880859375,155.23306274414062,162.87515258789062
166,166,166,2019-10-02,152.42318725585938,156.1275634765625,161.47508239746094
167,167,167,2019-10-03,154.16358947753906,156.13729858398438,159.199951171875
168,168,168,2019-10-04,156.38037109375,155.5830841064453,159.79302978515625
169,169,169,2019-10-07,155.75808715820312,152.49124145507812,158.16929626464844
170,170,170,2019-10-08,153.1524200439453,154.5913848876953,157.13870239257812
171,171,171,2019-10-09,156.6234130859375,153.73577880859375,155.23306274414062
172,172,172,2019-10-10,156.67201232910156,152.42318725585938,156.1275634765625
173,173,173,2019-10-11,158.40269470214844,154.16358947753906,156.13729858398438
174,174,174,2019-10-14,159.58885192871094,156.38037109375,155.5830841064453
175,175,175,2019-10-15,160.2888946533203,155.75808715820312,152.49124145507812
176,176,176,2019-10-16,160.20138549804688,153.1524200439453,154.5913848876953
177,177,177,2019-10-17,158.71383666992188,156.6234130859375,153.73577880859375
178,178,178,2019-10-18,155.69003295898438,156.67201232910156,152.42318725585938
179,179,179,2019-10-21,156.87619018554688,158.40269470214844,154.16358947753906
180,180,180,2019-10-22,150.8286590576172,159.58885192871094,156.38037109375
181,181,181,2019-10-23,151.9370880126953,160.2888946533203,155.75808715820312
182,182,182,2019-10-24,156.76925659179688,160.20138549804688,153.1524200439453
183,183,183,2019-10-25,156.86651611328125,158.71383666992188,156.6234130859375
184,184,184,2019-10-28,157.70263671875,155.69003295898438,156.67201232910156
185,185,185,2019-10-29,158.67489624023438,156.87619018554688,158.40269470214844
186,186,186,2019-10-30,160.95004272460938,150.8286590576172,159.58885192871094
187,187,187,2019-10-31,164.48912048339844,151.9370880126953,160.2888946533203
188,188,188,2019-11-01,167.5712127685547,156.76925659179688,160.20138549804688
189,189,189,2019-11-04,164.5765838623047,156.86651611328125,158.71383666992188
190,190,190,2019-11-05,161.91256713867188,157.70263671875,155.69003295898438
191,191,191,2019-11-06,162.42788696289062,158.67489624023438,156.87619018554688
192,192,192,2019-11-07,164.30438232421875,160.95004272460938,150.8286590576172
193,193,193,2019-11-08,165.53916931152344,164.48912048339844,151.9370880126953
194,194,194,2019-11-11,167.22117614746094,167.5712127685547,156.76925659179688
195,195,195,2019-11-12,167.09481811523438,164.5765838623047,156.86651611328125
196,196,196,2019-11-13,168.7671356201172,161.91256713867188,157.70263671875
197,197,197,2019-11-14,172.5784149169922,162.42788696289062,158.67489624023438
198,198,198,2019-11-15,174.2604217529297,164.30438232421875,160.95004272460938
199,199,199,2019-11-18,174.6493682861328,165.53916931152344,164.48912048339844
200,200,200,2019-11-19,176.6814422607422,167.22117614746094,167.5712127685547
201,201,201,2019-11-20,175.50494384765625,167.09481811523438,164.5765838623047
202,202,202,2019-11-21,173.4437713623047,168.7671356201172,161.91256713867188
203,203,203,2019-11-22,173.69651794433594,172.5784149169922,162.42788696289062
204,204,204,2019-11-25,174.66880798339844,174.2604217529297,164.30438232421875
205,205,205,2019-11-26,175.51466369628906,174.6493682861328,165.53916931152344
206,206,206,2019-11-27,176.03970336914062,176.6814422607422,167.22117614746094
207,207,207,2019-11-29,176.07858276367188,175.50494384765625,167.09481811523438
208,208,208,2019-12-02,173.1326141357422,173.4437713623047,168.7671356201172
209,209,209,2019-12-03,172.50064086914062,173.69651794433594,172.5784149169922
210,210,210,2019-12-04,171.09083557128906,174.66880798339844,174.2604217529297
211,211,211,2019-12-05,172.01451110839844,175.51466369628906,174.6493682861328
212,212,212,2019-12-06,171.76171875,176.03970336914062,176.6814422607422
213,213,213,2019-12-09,170.32273864746094,176.07858276367188,175.50494384765625
214,214,214,2019-12-10,169.15602111816406,173.1326141357422,173.4437713623047
215,215,215,2019-12-11,170.13800048828125,172.50064086914062,173.69651794433594
216,216,216,2019-12-12,170.4056854248047,171.09083557128906,174.66880798339844
217,217,217,2019-12-13,174.16282653808594,172.01451110839844,175.51466369628906
218,218,218,2019-12-16,174.5230255126953,171.76171875,176.03970336914062
219,219,219,2019-12-17,175.66180419921875,170.32273864746094,176.07858276367188
220,220,220,2019-12-18,176.44049072265625,169.15602111816406,173.1326141357422
221,221,221,2019-12-19,178.50399780273438,170.13800048828125,172.50064086914062
222,222,222,2019-12-20,178.56243896484375,170.4056854248047,171.09083557128906
223,223,223,2019-12-23,177.40414428710938,174.16282653808594,172.01451110839844
224,224,224,2019-12-24,177.96868896484375,174.5230255126953,171.76171875
225,225,225,2019-12-26,178.6013641357422,175.66180419921875,170.32273864746094
226,226,226,2019-12-27,178.01734924316406,176.44049072265625,169.15602111816406
227,227,227,2019-12-30,176.5183563232422,178.50399780273438,170.13800048828125
228,228,228,2019-12-31,177.69610595703125,178.56243896484375,170.4056854248047
229,229,229,2020-01-02,180.7232360839844,177.40414428710938,174.16282653808594
230,230,230,2020-01-03,179.4871063232422,177.96868896484375,174.5230255126953
231,231,231,2020-01-06,182.9619903564453,178.6013641357422,175.66180419921875
232,232,232,2020-01-07,182.3779754638672,178.01734924316406,176.44049072265625
233,233,233,2020-01-08,183.8282928466797,176.5183563232422,178.50399780273438
234,234,234,2020-01-09,186.2714233398437,177.69610595703125,178.56243896484375
235,235,235,2020-01-10,185.36622619628903,180.7232360839844,177.40414428710938
236,236,236,2020-01-13,188.15000915527344,179.4871063232422,177.96868896484375
237,237,237,2020-01-14,186.2129821777344,182.9619903564453,178.6013641357422
238,238,238,2020-01-15,189.20123291015625,182.3779754638672,178.01734924316406
239,239,239,2020-01-16,190.72938537597656,183.8282928466797,176.5183563232422
240,240,240,2020-01-17,193.3282470703125,186.2714233398437,177.69610595703125
241,241,241,2020-01-21,193.4937286376953,185.36622619628903,180.7232360839844
242,242,242,2020-01-22,194.7298583984375,188.15000915527344,179.4871063232422
243,243,243,2020-01-23,194.45733642578125,186.2129821777344,182.9619903564453
244,244,244,2020-01-24,193.4742584228516,189.20123291015625,182.3779754638672
245,245,245,2020-01-27,190.2913818359375,190.72938537597656,183.8282928466797
246,246,246,2020-01-28,192.7539825439453,193.3282470703125,186.2714233398437
247,247,247,2020-01-29,193.9609222412109,193.4937286376953,185.36622619628903
248,248,248,2020-01-30,194.71041870117188,194.7298583984375,188.15000915527344
249,249,249,2020-01-31,190.24270629882807,194.45733642578125,186.2129821777344
250,250,250,2020-02-03,192.7831878662109,193.4742584228516,189.20123291015625
251,251,251,2020-02-04,197.5331573486328,190.2913818359375,190.72938537597656
252,252,252,2020-02-05,195.3041534423828,192.7539825439453,193.3282470703125
253,253,253,2020-02-06,196.2969665527344,193.9609222412109,193.4937286376953
254,254,254,2020-02-07,195.44044494628903,194.71041870117188,194.7298583984375
255,255,255,2020-02-10,199.18783569335932,190.24270629882807,194.45733642578125
256,256,256,2020-02-11,197.76678466796875,192.7831878662109,193.4742584228516
257,257,257,2020-02-12,196.27752685546875,197.5331573486328,190.2913818359375
258,258,258,2020-02-13,197.32876586914065,195.3041534423828,192.7539825439453
259,259,259,2020-02-14,200.87176513671875,196.2969665527344,193.9609222412109
260,260,260,2020-02-18,201.5531463623047,195.44044494628903,194.71041870117188
261,261,261,2020-02-19,201.46551513671875,199.18783569335932,190.24270629882807
262,262,262,2020-02-20,202.9158477783203,197.76678466796875,192.7831878662109
263,263,263,2020-02-21,198.9445343017578,196.27752685546875,197.5331573486328
264,264,264,2020-02-24,195.080307006836,197.32876586914065,195.3041534423828
265,265,265,2020-02-25,186.10592651367188,200.87176513671875,196.2969665527344
266,266,266,2020-02-26,184.5972442626953,201.5531463623047,195.44044494628903
267,267,267,2020-02-27,178.85443115234375,201.46551513671875,199.18783569335932
268,268,268,2020-02-28,179.068603515625,202.9158477783203,197.76678466796875
269,269,269,2020-03-02,187.2642364501953,198.9445343017578,196.27752685546875
270,270,270,2020-03-03,182.5823974609375,195.080307006836,197.32876586914065
271,271,271,2020-03-04,188.7534942626953,186.10592651367188,200.87176513671875
272,272,272,2020-03-05,180.7816467285156,184.5972442626953,201.5531463623047
273,273,273,2020-03-06,174.77603149414062,178.85443115234375,201.46551513671875
274,274,274,2020-03-09,160.36061096191406,179.068603515625,202.9158477783203
275,275,275,2020-03-10,176.92715454101562,187.2642364501953,198.9445343017578
276,276,276,2020-03-11,167.56349182128906,182.5823974609375,195.080307006836
277,277,277,2020-03-12,153.09759521484375,188.7534942626953,186.10592651367188
278,278,278,2020-03-13,168.57205200195312,180.7816467285156,184.5972442626953
279,279,279,2020-03-16,136.2589111328125,174.77603149414062,178.85443115234375
280,280,280,2020-03-17,144.0350799560547,160.36061096191406,179.068603515625
281,281,281,2020-03-18,131.1234893798828,176.92715454101562,187.2642364501953
282,282,282,2020-03-19,127.18669891357422,167.56349182128906,182.5823974609375
283,283,283,2020-03-20,115.96088409423828,153.09759521484375,188.7534942626953
284,284,284,2020-03-23,113.10570526123048,168.57205200195312,180.7816467285156
285,285,285,2020-03-24,137.62318420410156,136.2589111328125,174.77603149414062
286,286,286,2020-03-25,142.95346069335938,144.0350799560547,160.36061096191406
287,287,287,2020-03-26,148.96588134765625,131.1234893798828,176.92715454101562
288,288,288,2020-03-27,141.25791931152344,127.18669891357422,167.56349182128906
289,289,289,2020-03-30,147.36773681640625,115.96088409423828,153.09759521484375
290,290,290,2020-03-31,140.5465545654297,113.10570526123048,168.57205200195312
291,291,291,2020-04-01,129.7105255126953,137.62318420410156,136.2589111328125
292,292,292,2020-04-02,127.35234832763672,142.95346069335938,144.0350799560547
293,293,293,2020-04-03,123.0744400024414,148.96588134765625,131.1234893798828
294,294,294,2020-04-06,140.06906127929688,141.25791931152344,127.18669891357422
295,295,295,2020-04-07,137.46725463867188,147.36773681640625,115.96088409423828
296,296,296,2020-04-08,145.47732543945312,140.5465545654297,113.10570526123048
297,297,297,2020-04-09,147.1728973388672,129.7105255126953,137.62318420410156
298,298,298,2020-04-13,139.99110412597656,127.35234832763672,142.95346069335938
299,299,299,2020-04-14,142.5539093017578,123.0744400024414,148.96588134765625
300,300,300,2020-04-15,137.1846466064453,140.06906127929688,141.25791931152344
301,301,301,2020-04-16,137.39901733398438,137.46725463867188,147.36773681640625
302,302,302,2020-04-17,150.924560546875,145.47732543945312,140.5465545654297
303,303,303,2020-04-20,144.4248809814453,147.1728973388672,129.7105255126953
304,304,304,2020-04-21,137.68161010742188,139.99110412597656,127.35234832763672
305,305,305,2020-04-22,143.84999084472656,142.5539093017578,123.0744400024414
306,306,306,2020-04-23,143.49917602539062,137.1846466064453,140.06906127929688
307,307,307,2020-04-24,149.10231018066406,137.39901733398438,137.46725463867188
308,308,308,2020-04-27,154.773681640625,150.924560546875,145.47732543945312
309,309,309,2020-04-28,158.71046447753906,144.4248809814453,147.1728973388672
310,310,310,2020-04-29,165.48304748535156,137.68161010742188,139.99110412597656
311,311,311,2020-04-30,161.78005981445312,143.84999084472656,142.5539093017578
312,312,312,2020-05-01,157.5119171142578,143.49917602539062,137.1846466064453
313,313,313,2020-05-04,158.2622528076172,149.10231018066406,137.39901733398438
314,314,314,2020-05-05,162.68630981445312,154.773681640625,150.924560546875
315,315,315,2020-05-06,165.755859375,158.71046447753906,144.4248809814453
316,316,316,2020-05-07,170.29684448242188,165.48304748535156,137.68161010742188
317,317,317,2020-05-08,170.56971740722656,161.78005981445312,143.84999084472656
318,318,318,2020-05-11,168.2797088623047,157.5119171142578,143.49917602539062
319,319,319,2020-05-12,163.04685974121094,158.2622528076172,149.10231018066406
320,320,320,2020-05-13,158.79818725585938,162.68630981445312,154.773681640625
321,321,321,2020-05-14,160.1137237548828,165.755859375,158.71046447753906
322,322,322,2020-05-15,165.53172302246094,170.29684448242188,165.48304748535156
323,323,323,2020-05-18,175.50047302246094,170.56971740722656,161.78005981445312
324,324,324,2020-05-19,175.31532287597656,168.2797088623047,157.5119171142578
325,325,325,2020-05-20,175.86102294921875,163.04685974121094,158.2622528076172
326,326,326,2020-05-21,171.9047088623047,158.79818725585938,162.68630981445312
327,327,327,2020-05-22,172.23602294921875,160.1137237548828,165.755859375
328,328,328,2020-05-26,172.89866638183594,165.53172302246094,170.29684448242188
329,329,329,2020-05-27,173.21047973632812,175.50047302246094,170.56971740722656
330,330,330,2020-05-28,173.39566040039062,175.31532287597656,168.2797088623047
331,331,331,2020-05-29,174.9060516357422,175.86102294921875,163.04685974121094
332,332,332,2020-06-01,177.0401153564453,171.9047088623047,158.79818725585938
333,333,333,2020-06-02,176.7477569580078,172.23602294921875,160.1137237548828
334,334,334,2020-06-03,184.2803649902344,172.89866638183594,165.53172302246094
335,335,335,2020-06-04,178.82337951660156,173.21047973632812,175.50047302246094
336,336,336,2020-06-05,184.56295776367188,173.39566040039062,175.31532287597656
337,337,337,2020-06-08,184.93325805664065,174.9060516357422,175.86102294921875
338,338,338,2020-06-09,180.71383666992188,177.0401153564453,171.9047088623047
339,339,339,2020-06-10,184.19268798828125,176.7477569580078,172.23602294921875
340,340,340,2020-06-11,171.11651611328125,184.2803649902344,172.89866638183594
341,341,341,2020-06-12,174.1990203857422,178.82337951660156,173.21047973632812
342,342,342,2020-06-15,175.60366821289062,184.56295776367188,173.39566040039062
343,343,343,2020-06-16,181.36866760253903,184.93325805664065,174.9060516357422
344,344,344,2020-06-17,176.53038024902344,180.71383666992188,177.0401153564453
345,345,345,2020-06-18,176.0133819580078,184.19268798828125,176.7477569580078
346,346,346,2020-06-19,171.7603302001953,171.11651611328125,184.2803649902344
347,347,347,2020-06-22,172.93087768554688,174.1990203857422,178.82337951660156
348,348,348,2020-06-23,172.8626251220703,175.60366821289062,184.56295776367188
349,349,349,2020-06-24,162.8153076171875,181.36866760253903,184.93325805664065
350,350,350,2020-06-25,163.4493408203125,176.53038024902344,180.71383666992188
351,351,351,2020-06-26,158.9231719970703,176.0133819580078,184.19268798828125
352,352,352,2020-06-29,162.48362731933594,171.7603302001953,171.11651611328125
353,353,353,2020-06-30,165.4588165283203,172.93087768554688,174.1990203857422
354,354,354,2020-07-01,167.28292846679688,172.8626251220703,175.60366821289062
355,355,355,2020-07-02,167.25367736816406,162.8153076171875,181.36866760253903
356,356,356,2020-07-06,166.87326049804688,163.4493408203125,176.53038024902344
357,357,357,2020-07-07,163.4493408203125,158.9231719970703,176.0133819580078
358,358,358,2020-07-08,164.2882537841797,162.48362731933594,171.7603302001953
359,359,359,2020-07-09,160.1327667236328,165.4588165283203,172.93087768554688
360,360,360,2020-07-10,160.50340270996094,167.28292846679688,172.8626251220703
361,361,361,2020-07-13,156.82589721679688,167.25367736816406,162.8153076171875
362,362,362,2020-07-14,159.04998779296875,166.87326049804688,163.4493408203125
363,363,363,2020-07-15,165.06861877441406,163.4493408203125,158.9231719970703
364,364,364,2020-07-16,162.4641571044922,164.2882537841797,162.48362731933594
365,365,365,2020-07-17,167.6633758544922,160.1327667236328,165.4588165283203
366,366,366,2020-07-20,169.8289031982422,160.50340270996094,167.28292846679688
367,367,367,2020-07-21,169.78012084960938,156.82589721679688,167.25367736816406
368,368,368,2020-07-22,173.4381561279297,159.04998779296875,166.87326049804688
369,369,369,2020-07-23,170.6970672607422,165.06861877441406,163.4493408203125
370,370,370,2020-07-24,168.39495849609375,162.4641571044922,164.2882537841797
371,371,371,2020-07-27,170.01425170898438,167.6633758544922,160.1327667236328
372,372,372,2020-07-28,167.6536102294922,169.8289031982422,160.50340270996094
373,373,373,2020-07-29,173.00894165039062,169.78012084960938,156.82589721679688
374,374,374,2020-07-30,171.7603302001953,173.4381561279297,159.04998779296875
375,375,375,2020-07-31,173.65274047851562,170.6970672607422,165.06861877441406
376,376,376,2020-08-03,174.647705078125,168.39495849609375,162.4641571044922
377,377,377,2020-08-04,169.95571899414062,170.01425170898438,167.6633758544922
378,378,378,2020-08-05,170.06304931640625,167.6536102294922,169.8289031982422
379,379,379,2020-08-06,172.1700439453125,173.00894165039062,169.78012084960938
380,380,380,2020-08-07,170.54098510742188,171.7603302001953,173.4381561279297
