,Unnamed: 0.1,Unnamed: 0,Date,DPZ,DPZ_6m,DPZ_12m
317,317,317,2020-05-08,354.5050354003906,347.6091003417969,368.5657958984375
318,318,318,2020-05-11,362.5534362792969,343.1623229980469,355.0140686035156
319,319,319,2020-05-12,362.985595703125,344.89111328125,352.7570495605469
320,320,320,2020-05-13,369.7279052734375,356.76202392578125,347.7051696777344
321,321,321,2020-05-14,361.1320495605469,357.5687866210937,341.9233093261719
322,322,322,2020-05-15,361.1608276367188,352.64178466796875,347.6859741210937
323,323,323,2020-05-18,350.0774230957031,354.5050354003906,347.6091003417969
324,324,324,2020-05-19,355.3694152832031,362.5534362792969,343.1623229980469
325,325,325,2020-05-20,362.3133544921875,362.985595703125,344.89111328125
326,326,326,2020-05-21,360.3924865722656,369.7279052734375,356.76202392578125
327,327,327,2020-05-22,357.376708984375,361.1320495605469,357.5687866210937
328,328,328,2020-05-26,345.9090881347656,361.1608276367188,352.64178466796875
329,329,329,2020-05-27,359.1727294921875,350.0774230957031,354.5050354003906
330,330,330,2020-05-28,351.0858764648437,355.3694152832031,362.5534362792969
331,331,331,2020-05-29,370.5730590820313,362.3133544921875,362.985595703125
332,332,332,2020-06-01,368.40240478515625,360.3924865722656,369.7279052734375
333,333,333,2020-06-02,369.6318664550781,357.376708984375,361.1320495605469
334,334,334,2020-06-03,374.7029724121094,345.9090881347656,361.1608276367188
335,335,335,2020-06-04,367.6340942382813,359.1727294921875,350.0774230957031
336,336,336,2020-06-05,361.5162048339844,351.0858764648437,355.3694152832031
337,337,337,2020-06-08,360.9495239257813,370.5730590820313,362.3133544921875
338,338,338,2020-06-09,367.0962524414063,368.40240478515625,360.3924865722656
339,339,339,2020-06-10,376.796630859375,369.6318664550781,357.376708984375
340,340,340,2020-06-11,367.6437072753906,374.7029724121094,345.9090881347656
341,341,341,2020-06-12,363.9288330078125,367.6340942382813,359.1727294921875
342,342,342,2020-06-15,363.7075500488281,361.5162048339844,351.0858764648437
343,343,343,2020-06-16,360.7626037597656,360.9495239257813,370.5730590820313
344,344,344,2020-06-17,366.3541564941406,367.0962524414063,368.40240478515625
345,345,345,2020-06-18,361.4266662597656,376.796630859375,369.6318664550781
346,346,346,2020-06-19,364.17913818359375,367.6437072753906,374.7029724121094
347,347,347,2020-06-22,370.1652221679688,363.9288330078125,367.6340942382813
348,348,348,2020-06-23,363.3514404296875,363.7075500488281,361.5162048339844
349,349,349,2020-06-24,361.3592224121094,360.7626037597656,360.9495239257813
350,350,350,2020-06-25,359.646240234375,366.3541564941406,367.0962524414063
351,351,351,2020-06-26,352.0529479980469,361.4266662597656,376.796630859375
352,352,352,2020-06-29,355.28662109375,364.17913818359375,367.6437072753906
353,353,353,2020-06-30,355.54638671875,370.1652221679688,363.9288330078125
354,354,354,2020-07-01,361.5805969238281,363.3514404296875,363.7075500488281
355,355,355,2020-07-02,360.02154541015625,361.3592224121094,360.7626037597656
356,356,356,2020-07-06,370.5213012695313,359.646240234375,366.3541564941406
357,357,357,2020-07-07,366.8064270019531,352.0529479980469,361.4266662597656
358,358,358,2020-07-08,369.6936340332031,355.28662109375,364.17913818359375
359,359,359,2020-07-09,371.0025024414063,355.54638671875,370.1652221679688
360,360,360,2020-07-10,383.3307189941406,361.5805969238281,363.3514404296875
361,361,361,2020-07-13,386.2852478027344,360.02154541015625,361.3592224121094
362,362,362,2020-07-14,387.1706848144531,370.5213012695313,359.646240234375
363,363,363,2020-07-15,398.1227416992188,366.8064270019531,352.0529479980469
364,364,364,2020-07-16,392.1943359375,369.6936340332031,355.28662109375
365,365,365,2020-07-17,375.544921875,371.0025024414063,355.54638671875
366,366,366,2020-07-20,376.70947265625,383.3307189941406,361.5805969238281
367,367,367,2020-07-21,373.2255859375,386.2852478027344,360.02154541015625
368,368,368,2020-07-22,374.4862976074219,387.1706848144531,370.5213012695313
369,369,369,2020-07-23,366.9796752929688,398.1227416992188,366.8064270019531
370,370,370,2020-07-24,372.3594055175781,392.1943359375,369.6936340332031
371,371,371,2020-07-27,374.9578552246094,375.544921875,371.0025024414063
372,372,372,2020-07-28,370.9254760742188,376.70947265625,383.3307189941406
373,373,373,2020-07-29,370.6656188964844,373.2255859375,386.2852478027344
374,374,374,2020-07-30,370.0689697265625,374.4862976074219,387.1706848144531
375,375,375,2020-07-31,372.0707092285156,366.9796752929688,398.1227416992188
376,376,376,2020-08-03,372.4749145507813,372.3594055175781,392.1943359375
377,377,377,2020-08-04,377.1231994628906,374.9578552246094,375.544921875
378,378,378,2020-08-05,378.6438293457031,370.9254760742188,376.70947265625
379,379,379,2020-08-06,377.7872924804688,370.6656188964844,373.2255859375
380,380,380,2020-08-07,374.4862976074219,370.0689697265625,374.4862976074219
381,381,381,2020-08-10,371.4163208007813,372.0707092285156,366.9796752929688
382,382,382,2020-08-11,374.0340576171875,372.4749145507813,372.3594055175781
