,Unnamed: 0.1,Unnamed: 0,Date,CPT,CPT_6m,CPT_12m
46,46,46,2019-04-11,87.97358703613281,87.59552764892578,86.50434875488281
47,47,47,2019-04-12,88.17118072509766,87.44947052001953,86.50434875488281
48,48,48,2019-04-15,88.11103820800781,87.38932037353516,87.36354064941406
49,49,49,2019-04-16,85.8513412475586,87.38932037353516,87.20886993408203
50,50,50,2019-04-17,84.1329574584961,87.20030212402344,86.90815734863281
51,51,51,2019-04-18,84.74296569824219,88.06807708740234,87.75877380371094
52,52,52,2019-04-22,84.02124786376953,87.97358703613281,87.59552764892578
53,53,53,2019-04-23,85.12104797363281,88.17118072509766,87.44947052001953
54,54,54,2019-04-24,85.92008972167969,88.11103820800781,87.38932037353516
55,55,55,2019-04-25,85.65373992919922,85.8513412475586,87.38932037353516
56,56,56,2019-04-26,86.49575805664062,84.1329574584961,87.20030212402344
57,57,57,2019-04-29,85.24990844726562,84.74296569824219,88.06807708740234
58,58,58,2019-04-30,86.47856903076172,84.02124786376953,87.97358703613281
59,59,59,2019-05-01,86.25517272949219,85.12104797363281,88.17118072509766
60,60,60,2019-05-02,85.90290832519531,85.92008972167969,88.11103820800781
61,61,61,2019-05-03,86.63321685791016,85.65373992919922,85.8513412475586
62,62,62,2019-05-06,86.68478393554688,86.49575805664062,84.1329574584961
63,63,63,2019-05-07,85.12104797363281,85.24990844726562,84.74296569824219
64,64,64,2019-05-08,84.84608459472656,86.47856903076172,84.02124786376953
65,65,65,2019-05-09,85.79120635986328,86.25517272949219,85.12104797363281
66,66,66,2019-05-10,86.7620849609375,85.90290832519531,85.92008972167969
67,67,67,2019-05-13,86.61603546142578,86.63321685791016,85.65373992919922
68,68,68,2019-05-14,86.95111846923828,86.68478393554688,86.49575805664062
69,69,69,2019-05-15,87.26043701171875,85.12104797363281,85.24990844726562
70,70,70,2019-05-16,87.64707946777344,84.84608459472656,86.47856903076172
71,71,71,2019-05-17,88.44613647460938,85.79120635986328,86.25517272949219
72,72,72,2019-05-20,87.37214660644531,86.7620849609375,85.90290832519531
73,73,73,2019-05-21,88.23991394042969,86.61603546142578,86.63321685791016
74,74,74,2019-05-22,88.67811584472656,86.95111846923828,86.68478393554688
75,75,75,2019-05-23,89.2537841796875,87.26043701171875,85.12104797363281
76,76,76,2019-05-24,89.61465454101562,87.64707946777344,84.84608459472656
77,77,77,2019-05-28,89.32252502441406,88.44613647460938,85.79120635986328
78,78,78,2019-05-29,87.99935913085938,87.37214660644531,86.7620849609375
79,79,79,2019-05-30,87.8103256225586,88.23991394042969,86.61603546142578
80,80,80,2019-05-31,88.8069839477539,88.67811584472656,86.95111846923828
81,81,81,2019-06-03,88.961669921875,89.2537841796875,87.26043701171875
82,82,82,2019-06-04,88.11103820800781,89.61465454101562,87.64707946777344
83,83,83,2019-06-05,90.48243713378906,89.32252502441406,88.44613647460938
84,84,84,2019-06-06,91.0752944946289,87.99935913085938,87.37214660644531
85,85,85,2019-06-07,91.2557144165039,87.8103256225586,88.23991394042969
86,86,86,2019-06-10,90.62850952148438,88.8069839477539,88.67811584472656
87,87,87,2019-06-11,90.46525573730467,88.961669921875,89.2537841796875
88,88,88,2019-06-12,91.3502426147461,88.11103820800781,89.61465454101562
89,89,89,2019-06-13,91.31587982177734,90.48243713378906,89.32252502441406
90,90,90,2019-06-14,91.21276092529295,91.0752944946289,87.99935913085938
91,91,91,2019-06-17,92.3125457763672,91.2557144165039,87.8103256225586
92,92,92,2019-06-18,91.65953826904295,90.62850952148438,88.8069839477539
93,93,93,2019-06-19,91.96887969970705,90.46525573730467,88.961669921875
94,94,94,2019-06-20,92.51014709472656,91.3502426147461,88.11103820800781
95,95,95,2019-06-21,91.22134399414062,91.31587982177734,90.48243713378906
96,96,96,2019-06-24,91.01515197753906,91.21276092529295,91.0752944946289
97,97,97,2019-06-25,90.91204071044922,92.3125457763672,91.2557144165039
98,98,98,2019-06-26,89.58885955810547,91.65953826904295,90.62850952148438
99,99,99,2019-06-27,89.7447280883789,91.96887969970705,90.46525573730467
100,100,100,2019-06-28,90.3854522705078,92.51014709472656,91.3502426147461
101,101,101,2019-07-01,90.72310638427734,91.22134399414062,91.31587982177734
102,102,102,2019-07-02,92.1950454711914,91.01515197753906,91.21276092529295
103,103,103,2019-07-03,93.26870727539062,90.91204071044922,92.3125457763672
104,104,104,2019-07-05,93.01760864257812,89.58885955810547,91.65953826904295
105,105,105,2019-07-08,93.77088928222656,89.7447280883789,91.96887969970705
106,106,106,2019-07-09,94.35100555419922,90.3854522705078,92.51014709472656
107,107,107,2019-07-10,95.35538482666016,90.72310638427734,91.22134399414062
108,108,108,2019-07-11,94.41162872314452,92.1950454711914,91.01515197753906
109,109,109,2019-07-12,94.12589263916016,93.26870727539062,90.91204071044922
110,110,110,2019-07-15,94.32503509521484,93.01760864257812,89.58885955810547
111,111,111,2019-07-16,93.95272827148438,93.77088928222656,89.7447280883789
112,112,112,2019-07-17,93.62369537353516,94.35100555419922,90.3854522705078
113,113,113,2019-07-18,93.75357818603516,95.35538482666016,90.72310638427734
114,114,114,2019-07-19,91.86602783203124,94.41162872314452,92.1950454711914
115,115,115,2019-07-22,91.4244613647461,94.12589263916016,93.26870727539062
116,116,116,2019-07-23,92.74053955078124,94.32503509521484,93.01760864257812
117,117,117,2019-07-24,92.67994689941406,93.95272827148438,93.77088928222656
118,118,118,2019-07-25,93.1734619140625,93.62369537353516,94.35100555419922
119,119,119,2019-07-26,91.70154571533205,93.75357818603516,95.35538482666016
120,120,120,2019-07-29,91.96993255615234,91.86602783203124,94.41162872314452
121,121,121,2019-07-30,91.8573760986328,91.4244613647461,94.12589263916016
122,122,122,2019-07-31,89.79666900634766,92.74053955078124,94.32503509521484
123,123,123,2019-08-01,89.69276428222656,92.67994689941406,93.95272827148438
124,124,124,2019-08-02,89.99581909179688,93.1734619140625,93.62369537353516
125,125,125,2019-08-05,88.09097290039062,91.70154571533205,93.75357818603516
126,126,126,2019-08-06,89.8139877319336,91.96993255615234,91.86602783203124
127,127,127,2019-08-07,89.978515625,91.8573760986328,91.4244613647461
128,128,128,2019-08-08,91.1300811767578,89.79666900634766,92.74053955078124
129,129,129,2019-08-09,91.58898162841795,89.69276428222656,92.67994689941406
130,130,130,2019-08-12,91.4244613647461,89.99581909179688,93.1734619140625
131,131,131,2019-08-13,91.33787536621094,88.09097290039062,91.70154571533205
132,132,132,2019-08-14,89.19923400878906,89.8139877319336,91.96993255615234
133,133,133,2019-08-15,90.9742202758789,89.978515625,91.8573760986328
134,134,134,2019-08-16,91.935302734375,91.1300811767578,89.79666900634766
135,135,135,2019-08-19,92.74053955078124,91.58898162841795,89.69276428222656
136,136,136,2019-08-20,92.5846939086914,91.4244613647461,89.99581909179688
137,137,137,2019-08-21,93.15613555908205,91.33787536621094,88.09097290039062
138,138,138,2019-08-22,93.27735900878906,89.19923400878906,89.8139877319336
139,139,139,2019-08-23,92.0998077392578,90.9742202758789,89.978515625
140,140,140,2019-08-26,92.9050521850586,91.935302734375,91.1300811767578
141,141,141,2019-08-27,92.91370391845705,92.74053955078124,91.58898162841795
142,142,142,2019-08-28,93.48516845703124,92.5846939086914,91.4244613647461
143,143,143,2019-08-29,93.77088928222656,93.15613555908205,91.33787536621094
144,144,144,2019-08-30,93.72760009765624,93.27735900878906,89.19923400878906
145,145,145,2019-09-03,94.2557601928711,92.0998077392578,90.9742202758789
146,146,146,2019-09-04,95.20819854736328,92.9050521850586,91.935302734375
147,147,147,2019-09-05,94.80989837646484,92.91370391845705,92.74053955078124
148,148,148,2019-09-06,96.06537628173828,93.48516845703124,92.5846939086914
149,149,149,2019-09-09,95.53722381591795,93.77088928222656,93.15613555908205
150,150,150,2019-09-10,95.138916015625,93.72760009765624,93.27735900878906
151,151,151,2019-09-11,94.58479309082033,94.2557601928711,92.0998077392578
152,152,152,2019-09-12,94.35100555419922,95.20819854736328,92.9050521850586
153,153,153,2019-09-13,93.32066345214844,94.80989837646484,92.91370391845705
154,154,154,2019-09-16,94.79258728027344,96.06537628173828,93.48516845703124
155,155,155,2019-09-17,95.8662567138672,95.53722381591795,93.77088928222656
156,156,156,2019-09-18,95.89221954345705,95.138916015625,93.72760009765624
157,157,157,2019-09-19,95.56320190429688,94.58479309082033,94.2557601928711
158,158,158,2019-09-20,95.24284362792967,94.35100555419922,95.20819854736328
159,159,159,2019-09-23,95.9095230102539,93.32066345214844,94.80989837646484
160,160,160,2019-09-24,95.58916473388672,94.79258728027344,96.06537628173828
161,161,161,2019-09-25,95.92684936523438,95.8662567138672,95.53722381591795
162,162,162,2019-09-26,96.78402709960938,95.89221954345705,95.138916015625
163,163,163,2019-09-27,96.66194152832033,95.56320190429688,94.58479309082033
164,164,164,2019-09-30,96.81018829345705,95.24284362792967,94.35100555419922
165,165,165,2019-10-01,96.42646026611328,95.9095230102539,93.32066345214844
166,166,166,2019-10-02,96.6968231201172,95.58916473388672,94.79258728027344
167,167,167,2019-10-03,97.5950698852539,95.92684936523438,95.8662567138672
168,168,168,2019-10-04,98.3537826538086,96.78402709960938,95.89221954345705
169,169,169,2019-10-07,98.14450073242188,96.66194152832033,95.56320190429688
170,170,170,2019-10-08,98.33634185791016,96.81018829345705,95.24284362792967
171,171,171,2019-10-09,98.667724609375,96.42646026611328,95.9095230102539
172,172,172,2019-10-10,99.10379028320312,96.6968231201172,95.58916473388672
173,173,173,2019-10-11,98.38866424560548,97.5950698852539,95.92684936523438
174,174,174,2019-10-14,98.29273986816406,98.3537826538086,96.78402709960938
175,175,175,2019-10-15,97.62123107910156,98.14450073242188,96.66194152832033
176,176,176,2019-10-16,98.93807220458984,98.33634185791016,96.81018829345705
177,177,177,2019-10-17,99.49622344970705,98.667724609375,96.42646026611328
178,178,178,2019-10-18,100.05436706542967,99.10379028320312,96.6968231201172
179,179,179,2019-10-21,100.25493621826172,98.38866424560548,97.5950698852539
180,180,180,2019-10-22,99.67935943603516,98.29273986816406,98.3537826538086
181,181,181,2019-10-23,99.8101577758789,97.62123107910156,98.14450073242188
182,182,182,2019-10-24,99.56598663330078,98.93807220458984,98.33634185791016
183,183,183,2019-10-25,99.26947784423828,99.49622344970705,98.667724609375
184,184,184,2019-10-28,98.78111267089844,100.05436706542967,99.10379028320312
185,185,185,2019-10-29,98.93807220458984,100.25493621826172,98.38866424560548
186,186,186,2019-10-30,99.94099426269533,99.67935943603516,98.29273986816406
187,187,187,2019-10-31,99.74040222167967,99.8101577758789,97.62123107910156
188,188,188,2019-11-01,99.72296905517578,99.56598663330078,98.93807220458984
189,189,189,2019-11-04,98.981689453125,99.26947784423828,99.49622344970705
190,190,190,2019-11-05,97.75204467773438,98.78111267089844,100.05436706542967
191,191,191,2019-11-06,97.90031433105467,98.93807220458984,100.25493621826172
192,192,192,2019-11-07,96.16484832763672,99.94099426269533,99.67935943603516
193,193,193,2019-11-08,96.03404235839844,99.74040222167967,99.8101577758789
194,194,194,2019-11-11,96.27821350097656,99.72296905517578,99.56598663330078
195,195,195,2019-11-12,95.36253356933594,98.981689453125,99.26947784423828
196,196,196,2019-11-13,96.5660171508789,97.75204467773438,98.78111267089844
197,197,197,2019-11-14,97.20262908935548,97.90031433105467,98.93807220458984
198,198,198,2019-11-15,97.92644500732422,96.16484832763672,99.94099426269533
199,199,199,2019-11-18,98.18810272216795,96.03404235839844,99.74040222167967
200,200,200,2019-11-19,98.36251831054688,96.27821350097656,99.72296905517578
201,201,201,2019-11-20,98.25786590576172,95.36253356933594,98.981689453125
202,202,202,2019-11-21,96.1735610961914,96.5660171508789,97.75204467773438
203,203,203,2019-11-22,95.44974517822266,97.20262908935548,97.90031433105467
204,204,204,2019-11-25,95.57183837890624,97.92644500732422,96.16484832763672
205,205,205,2019-11-26,97.75204467773438,98.18810272216795,96.03404235839844
206,206,206,2019-11-27,97.8654327392578,98.36251831054688,96.27821350097656
207,207,207,2019-11-29,97.28113555908205,98.25786590576172,95.36253356933594
208,208,208,2019-12-02,95.36253356933594,96.1735610961914,96.5660171508789
209,209,209,2019-12-03,96.1561508178711,95.44974517822266,97.20262908935548
210,210,210,2019-12-04,96.45264434814452,95.57183837890624,97.92644500732422
211,211,211,2019-12-05,96.53112030029295,97.75204467773438,98.18810272216795
212,212,212,2019-12-06,96.34799194335938,97.8654327392578,98.36251831054688
213,213,213,2019-12-09,96.3567123413086,97.28113555908205,98.25786590576172
214,214,214,2019-12-10,95.9381103515625,95.36253356933594,96.1735610961914
215,215,215,2019-12-11,94.35963439941406,96.1561508178711,95.44974517822266
216,216,216,2019-12-12,93.4526596069336,96.45264434814452,95.57183837890624
217,217,217,2019-12-13,92.47738647460938,96.53112030029295,97.75204467773438
218,218,218,2019-12-16,92.81124114990234,96.34799194335938,97.8654327392578
219,219,219,2019-12-17,91.84474182128906,96.3567123413086,97.28113555908205
220,220,220,2019-12-18,92.22257232666016,95.9381103515625,95.36253356933594
221,221,221,2019-12-19,92.62674713134766,94.35963439941406,96.1561508178711
222,222,222,2019-12-20,92.93425750732422,93.4526596069336,96.45264434814452
223,223,223,2019-12-23,92.17863464355467,92.47738647460938,96.53112030029295
224,224,224,2019-12-24,92.41586303710938,92.81124114990234,96.34799194335938
225,225,225,2019-12-26,92.3104248046875,91.84474182128906,96.3567123413086
226,226,226,2019-12-27,92.41586303710938,92.22257232666016,95.9381103515625
227,227,227,2019-12-30,92.53009033203124,92.62674713134766,94.35963439941406
228,228,228,2019-12-31,93.2242202758789,92.93425750732422,93.4526596069336
229,229,229,2020-01-02,92.3104248046875,92.17863464355467,92.47738647460938
230,230,230,2020-01-03,93.04849243164062,92.41586303710938,92.81124114990234
231,231,231,2020-01-06,93.48782348632812,92.3104248046875,91.84474182128906
232,232,232,2020-01-07,92.33677673339844,92.41586303710938,92.22257232666016
233,233,233,2020-01-08,92.53009033203124,92.53009033203124,92.62674713134766
234,234,234,2020-01-09,92.67066955566406,93.2242202758789,92.93425750732422
235,235,235,2020-01-10,93.32965850830078,92.3104248046875,92.17863464355467
236,236,236,2020-01-13,94.01500701904295,93.04849243164062,92.41586303710938
237,237,237,2020-01-14,94.13799285888672,93.48782348632812,92.3104248046875
238,238,238,2020-01-15,94.84970092773438,92.33677673339844,92.41586303710938
239,239,239,2020-01-16,95.83380126953124,92.53009033203124,92.53009033203124
240,240,240,2020-01-17,96.62457275390624,92.67066955566406,93.2242202758789
241,241,241,2020-01-21,97.89860534667967,93.32965850830078,92.3104248046875
242,242,242,2020-01-22,96.85302734375,94.01500701904295,93.04849243164062
243,243,243,2020-01-23,97.68773651123048,94.13799285888672,93.48782348632812
244,244,244,2020-01-24,97.56472778320312,94.84970092773438,92.33677673339844
245,245,245,2020-01-27,97.1517562866211,95.83380126953124,92.53009033203124
246,246,246,2020-01-28,97.49443817138672,96.62457275390624,92.67066955566406
247,247,247,2020-01-29,97.03752899169922,97.89860534667967,93.32965850830078
248,248,248,2020-01-30,97.39778900146484,96.85302734375,94.01500701904295
249,249,249,2020-01-31,98.78605651855467,97.68773651123048,94.13799285888672
250,250,250,2020-02-03,98.05677032470705,97.56472778320312,94.84970092773438
251,251,251,2020-02-04,98.63668060302734,97.1517562866211,95.83380126953124
252,252,252,2020-02-05,98.4873046875,97.49443817138672,96.62457275390624
253,253,253,2020-02-06,99.286865234375,97.03752899169922,97.89860534667967
254,254,254,2020-02-07,99.16384887695312,97.39778900146484,96.85302734375
255,255,255,2020-02-10,100.1742935180664,98.78605651855467,97.68773651123048
256,256,256,2020-02-11,100.7717742919922,98.05677032470705,97.56472778320312
257,257,257,2020-02-12,101.91402435302734,98.63668060302734,97.1517562866211
258,258,258,2020-02-13,103.30227661132812,98.4873046875,97.49443817138672
259,259,259,2020-02-14,104.46208953857422,99.286865234375,97.03752899169922
260,260,260,2020-02-18,104.3039321899414,99.16384887695312,97.39778900146484
261,261,261,2020-02-19,103.51315307617188,100.1742935180664,98.78605651855467
262,262,262,2020-02-20,105.17378997802734,100.7717742919922,98.05677032470705
263,263,263,2020-02-21,105.8064193725586,101.91402435302734,98.63668060302734
264,264,264,2020-02-24,104.76083374023438,103.30227661132812,98.4873046875
265,265,265,2020-02-25,102.40607452392578,104.46208953857422,99.286865234375
266,266,266,2020-02-26,102.29183959960938,104.3039321899414,99.16384887695312
267,267,267,2020-02-27,97.31871795654295,103.51315307617188,100.1742935180664
268,268,268,2020-02-28,93.11878204345705,105.17378997802734,100.7717742919922
269,269,269,2020-03-02,96.90574645996094,105.8064193725586,101.91402435302734
270,270,270,2020-03-03,96.22040557861328,104.76083374023438,103.30227661132812
271,271,271,2020-03-04,101.06172943115234,102.40607452392578,104.46208953857422
272,272,272,2020-03-05,100.86842346191406,102.29183959960938,104.3039321899414
273,273,273,2020-03-06,100.12156677246094,97.31871795654295,103.51315307617188
274,274,274,2020-03-09,89.9468765258789,93.11878204345705,105.17378997802734
275,275,275,2020-03-10,89.99081420898438,96.90574645996094,105.8064193725586
276,276,276,2020-03-11,83.78756713867188,96.22040557861328,104.76083374023438
277,277,277,2020-03-12,76.88142395019531,101.06172943115234,102.40607452392578
278,278,278,2020-03-13,84.32354736328125,100.86842346191406,102.29183959960938
279,279,279,2020-03-16,69.2372055053711,100.12156677246094,97.31871795654295
280,280,280,2020-03-17,75.73918914794922,89.9468765258789,93.11878204345705
281,281,281,2020-03-18,67.77865600585938,89.99081420898438,96.90574645996094
282,282,282,2020-03-19,68.22676849365234,83.78756713867188,96.22040557861328
283,283,283,2020-03-20,62.418941497802734,76.88142395019531,101.06172943115234
284,284,284,2020-03-23,59.13280487060547,84.32354736328125,100.86842346191406
285,285,285,2020-03-24,61.70723342895508,69.2372055053711,100.12156677246094
286,286,286,2020-03-25,65.2393798828125,75.73918914794922,89.9468765258789
287,287,287,2020-03-26,71.75015258789062,67.77865600585938,89.99081420898438
288,288,288,2020-03-27,75.29109191894531,68.22676849365234,83.78756713867188
289,289,289,2020-03-30,73.94246673583984,62.418941497802734,76.88142395019531
290,290,290,2020-03-31,70.30477905273438,59.13280487060547,84.32354736328125
291,291,291,2020-04-01,66.51628112792969,61.70723342895508,69.2372055053711
292,292,292,2020-04-02,64.1562271118164,65.2393798828125,75.73918914794922
293,293,293,2020-04-03,63.83681869506836,71.75015258789062,67.77865600585938
294,294,294,2020-04-06,70.92585754394531,75.29109191894531,68.22676849365234
295,295,295,2020-04-07,71.4138412475586,73.94246673583984,62.418941497802734
296,296,296,2020-04-08,76.0363540649414,70.30477905273438,59.13280487060547
297,297,297,2020-04-09,79.0440902709961,66.51628112792969,61.70723342895508
298,298,298,2020-04-13,75.57498931884766,64.1562271118164,65.2393798828125
299,299,299,2020-04-14,77.19863891601562,63.83681869506836,71.75015258789062
300,300,300,2020-04-15,75.68145751953125,70.92585754394531,75.29109191894531
301,301,301,2020-04-16,74.36833953857422,71.4138412475586,73.94246673583984
302,302,302,2020-04-17,77.91731262207031,76.0363540649414,70.30477905273438
303,303,303,2020-04-20,73.94246673583984,79.0440902709961,66.51628112792969
304,304,304,2020-04-21,72.62049865722656,75.57498931884766,64.1562271118164
305,305,305,2020-04-22,74.75873565673828,77.19863891601562,63.83681869506836
306,306,306,2020-04-23,73.67630004882812,75.68145751953125,70.92585754394531
307,307,307,2020-04-24,74.25300598144531,74.36833953857422,71.4138412475586
308,308,308,2020-04-27,76.60419464111328,77.91731262207031,76.0363540649414
309,309,309,2020-04-28,76.6751708984375,73.94246673583984,79.0440902709961
310,310,310,2020-04-29,78.8577880859375,72.62049865722656,75.57498931884766
311,311,311,2020-04-30,78.13910675048828,74.75873565673828,77.19863891601562
312,312,312,2020-05-01,75.53063201904297,73.67630004882812,75.68145751953125
313,313,313,2020-05-04,76.17831420898438,74.25300598144531,74.36833953857422
314,314,314,2020-05-05,76.31139373779297,76.60419464111328,77.91731262207031
315,315,315,2020-05-06,74.60789489746094,76.6751708984375,73.94246673583984
316,316,316,2020-05-07,77.42045593261719,78.8577880859375,72.62049865722656
317,317,317,2020-05-08,78.4851303100586,78.13910675048828,74.75873565673828
318,318,318,2020-05-11,77.42931365966797,75.53063201904297,73.67630004882812
319,319,319,2020-05-12,74.6877670288086,76.17831420898438,74.25300598144531
320,320,320,2020-05-13,74.43045043945312,76.31139373779297,76.60419464111328
321,321,321,2020-05-14,73.83601379394531,74.60789489746094,76.6751708984375
322,322,322,2020-05-15,74.35061645507812,77.42045593261719,78.8577880859375
323,323,323,2020-05-18,80.66773986816406,78.4851303100586,78.13910675048828
324,324,324,2020-05-19,78.86665344238281,77.42931365966797,75.53063201904297
325,325,325,2020-05-20,79.34574890136719,74.6877670288086,76.17831420898438
326,326,326,2020-05-21,78.76903533935547,74.43045043945312,76.31139373779297
327,327,327,2020-05-22,78.59161376953125,73.83601379394531,74.60789489746094
328,328,328,2020-05-26,81.75904083251953,74.35061645507812,77.42045593261719
329,329,329,2020-05-27,81.12910461425781,80.66773986816406,78.4851303100586
330,330,330,2020-05-28,82.11394500732422,78.86665344238281,77.42931365966797
331,331,331,2020-05-29,81.24446105957031,79.34574890136719,74.6877670288086
332,332,332,2020-06-01,82.7882308959961,78.76903533935547,74.43045043945312
333,333,333,2020-06-02,82.25589752197266,78.59161376953125,73.83601379394531
334,334,334,2020-06-03,85.9201889038086,81.75904083251953,74.35061645507812
335,335,335,2020-06-04,84.8377685546875,81.12910461425781,80.66773986816406
336,336,336,2020-06-05,86.62110137939453,82.11394500732422,78.86665344238281
337,337,337,2020-06-08,90.10794830322266,81.24446105957031,79.34574890136719
338,338,338,2020-06-09,88.5464096069336,82.7882308959961,78.76903533935547
339,339,339,2020-06-10,85.89358520507812,82.25589752197266,78.59161376953125
340,340,340,2020-06-11,82.49544525146484,85.9201889038086,81.75904083251953
341,341,341,2020-06-12,84.5627212524414,84.8377685546875,81.12910461425781
342,342,342,2020-06-15,83.214111328125,86.62110137939453,82.11394500732422
343,343,343,2020-06-16,85.93795013427734,90.10794830322266,81.24446105957031
344,344,344,2020-06-17,84.00374603271484,88.5464096069336,82.7882308959961
345,345,345,2020-06-18,83.6843490600586,85.89358520507812,82.25589752197266
346,346,346,2020-06-19,82.96568298339844,82.49544525146484,85.9201889038086
347,347,347,2020-06-22,82.18492126464844,84.5627212524414,84.8377685546875
348,348,348,2020-06-23,80.44593048095703,83.214111328125,86.62110137939453
349,349,349,2020-06-24,78.98199462890625,85.93795013427734,90.10794830322266
350,350,350,2020-06-25,79.59417724609375,84.00374603271484,88.5464096069336
351,351,351,2020-06-26,78.689208984375,83.6843490600586,85.89358520507812
352,352,352,2020-06-29,80.50732421875,82.96568298339844,82.49544525146484
353,353,353,2020-06-30,81.698486328125,82.18492126464844,84.5627212524414
354,354,354,2020-07-01,84.01815032958984,80.44593048095703,83.214111328125
355,355,355,2020-07-02,83.8031997680664,78.98199462890625,85.93795013427734
356,356,356,2020-07-06,82.37020874023438,79.59417724609375,84.00374603271484
357,357,357,2020-07-07,80.3460922241211,78.689208984375,83.6843490600586
358,358,358,2020-07-08,80.1401138305664,80.50732421875,82.96568298339844
359,359,359,2020-07-09,79.38778686523438,81.698486328125,82.18492126464844
360,360,360,2020-07-10,80.04159545898438,84.01815032958984,80.44593048095703
361,361,361,2020-07-13,80.4177474975586,83.8031997680664,78.98199462890625
362,362,362,2020-07-14,81.2327651977539,82.37020874023438,79.59417724609375
363,363,363,2020-07-15,81.89552307128906,80.3460922241211,78.689208984375
364,364,364,2020-07-16,80.57896423339844,80.1401138305664,80.50732421875
365,365,365,2020-07-17,81.2417221069336,79.38778686523438,81.698486328125
366,366,366,2020-07-20,79.57586669921875,80.04159545898438,84.01815032958984
367,367,367,2020-07-21,78.93999481201172,80.4177474975586,83.8031997680664
368,368,368,2020-07-22,81.1163330078125,81.2327651977539,82.37020874023438
369,369,369,2020-07-23,80.54315185546875,81.89552307128906,80.3460922241211
370,370,370,2020-07-24,80.18488311767578,80.57896423339844,80.1401138305664
371,371,371,2020-07-27,79.93411254882812,81.2417221069336,79.38778686523438
372,372,372,2020-07-28,81.13424682617188,79.57586669921875,80.04159545898438
373,373,373,2020-07-29,81.76118469238281,78.93999481201172,80.4177474975586
374,374,374,2020-07-30,83.26583099365234,81.1163330078125,81.2327651977539
375,375,375,2020-07-31,81.33126831054688,80.54315185546875,81.89552307128906
376,376,376,2020-08-03,79.90723419189453,80.18488311767578,80.57896423339844
377,377,377,2020-08-04,80.03262329101562,79.93411254882812,81.2417221069336
378,378,378,2020-08-05,79.66542053222656,81.13424682617188,79.57586669921875
379,379,379,2020-08-06,80.2923583984375,81.76118469238281,78.93999481201172
