,Unnamed: 0.1,Unnamed: 0,Date,SYK,SYK_6m,SYK_12m
37,37,37,2019-03-29,187.27842712402344,187.23599243164065,181.4108123779297
38,38,38,2019-04-01,185.9320526123047,183.86947631835932,182.83871459960932
39,39,39,2019-04-02,185.0502471923828,184.559799194336,183.49122619628903
40,40,40,2019-04-03,184.73736572265625,185.42030334472656,183.0562286376953
41,41,41,2019-04-04,183.6659698486328,185.5338287353516,185.45816040039065
42,42,42,2019-04-05,185.1166229248047,185.95101928710932,186.42269897460932
43,43,43,2019-04-08,185.59071350097656,187.27842712402344,187.23599243164065
44,44,44,2019-04-09,185.8087921142578,185.9320526123047,183.86947631835932
45,45,45,2019-04-10,185.96994018554688,185.0502471923828,184.559799194336
46,46,46,2019-04-11,185.20196533203125,184.73736572265625,185.42030334472656
47,47,47,2019-04-12,182.6798553466797,183.6659698486328,185.5338287353516
48,48,48,2019-04-15,183.3909912109375,185.1166229248047,185.95101928710932
49,49,49,2019-04-16,179.23812866210938,185.59071350097656,187.27842712402344
50,50,50,2019-04-17,170.89439392089844,185.8087921142578,185.9320526123047
51,51,51,2019-04-18,170.9133758544922,185.96994018554688,185.0502471923828
52,52,52,2019-04-22,172.71487426757812,185.20196533203125,184.73736572265625
53,53,53,2019-04-23,177.2659912109375,182.6798553466797,183.6659698486328
54,54,54,2019-04-24,175.4455108642578,183.3909912109375,185.1166229248047
55,55,55,2019-04-25,177.46507263183594,179.23812866210938,185.59071350097656
56,56,56,2019-04-26,178.51751708984375,170.89439392089844,185.8087921142578
57,57,57,2019-04-29,177.57884216308594,170.9133758544922,185.96994018554688
58,58,58,2019-04-30,179.11483764648438,172.71487426757812,185.20196533203125
59,59,59,2019-05-01,177.01942443847656,177.2659912109375,182.6798553466797
60,60,60,2019-05-02,179.05796813964844,175.4455108642578,183.3909912109375
61,61,61,2019-05-03,180.821533203125,177.46507263183594,179.23812866210938
62,62,62,2019-05-06,181.1154327392578,178.51751708984375,170.89439392089844
63,63,63,2019-05-07,177.8064422607422,177.57884216308594,170.9133758544922
64,64,64,2019-05-08,178.29946899414062,179.11483764648438,172.71487426757812
65,65,65,2019-05-09,178.26148986816406,177.01942443847656,177.2659912109375
66,66,66,2019-05-10,177.58837890625,179.05796813964844,175.4455108642578
67,67,67,2019-05-13,174.64906311035156,180.821533203125,177.46507263183594
68,68,68,2019-05-14,174.63011169433594,181.1154327392578,178.51751708984375
69,69,69,2019-05-15,176.04286193847656,177.8064422607422,177.57884216308594
70,70,70,2019-05-16,176.0049285888672,178.29946899414062,179.11483764648438
71,71,71,2019-05-17,174.59219360351562,178.26148986816406,177.01942443847656
72,72,72,2019-05-20,174.7533416748047,177.58837890625,179.05796813964844
73,73,73,2019-05-21,175.8342742919922,174.64906311035156,180.821533203125
74,74,74,2019-05-22,176.30833435058594,174.63011169433594,181.1154327392578
75,75,75,2019-05-23,174.93348693847656,176.04286193847656,177.8064422607422
76,76,76,2019-05-24,175.18951416015625,176.0049285888672,178.29946899414062
77,77,77,2019-05-28,172.54420471191406,174.59219360351562,178.26148986816406
78,78,78,2019-05-29,171.9752960205078,174.7533416748047,177.58837890625
79,79,79,2019-05-30,174.2223663330078,175.8342742919922,174.64906311035156
80,80,80,2019-05-31,173.73887634277344,176.30833435058594,174.63011169433594
81,81,81,2019-06-03,173.53025817871094,174.93348693847656,176.04286193847656
82,82,82,2019-06-04,176.78240966796875,175.18951416015625,176.0049285888672
83,83,83,2019-06-05,179.33290100097656,172.54420471191406,174.59219360351562
84,84,84,2019-06-06,181.8739776611328,171.9752960205078,174.7533416748047
85,85,85,2019-06-07,184.2253875732422,174.2223663330078,175.8342742919922
86,86,86,2019-06-10,185.95101928710932,173.73887634277344,176.30833435058594
87,87,87,2019-06-11,184.7089080810547,173.53025817871094,174.93348693847656
88,88,88,2019-06-12,186.92759704589844,176.78240966796875,175.18951416015625
89,89,89,2019-06-13,186.5767974853516,179.33290100097656,172.54420471191406
90,90,90,2019-06-14,185.334701538086,181.8739776611328,171.9752960205078
91,91,91,2019-06-17,186.20700073242188,184.2253875732422,174.2223663330078
92,92,92,2019-06-18,187.90415954589844,185.95101928710932,173.73887634277344
93,93,93,2019-06-19,190.0944061279297,184.7089080810547,173.53025817871094
94,94,94,2019-06-20,192.73974609375,186.92759704589844,176.78240966796875
95,95,95,2019-06-21,192.20883178710932,186.5767974853516,179.33290100097656
96,96,96,2019-06-24,193.8775177001953,185.334701538086,181.8739776611328
97,97,97,2019-06-25,193.23280334472656,186.20700073242188,184.2253875732422
98,98,98,2019-06-26,191.8768920898437,187.90415954589844,185.95101928710932
99,99,99,2019-06-27,192.5328521728516,190.0944061279297,184.7089080810547
100,100,100,2019-06-28,195.4226531982422,192.73974609375,186.92759704589844
101,101,101,2019-07-01,196.335189819336,192.20883178710932,186.5767974853516
102,102,102,2019-07-02,195.63180541992188,193.8775177001953,185.334701538086
103,103,103,2019-07-03,197.8656311035156,193.23280334472656,186.20700073242188
104,104,104,2019-07-05,198.25543212890625,191.8768920898437,187.90415954589844
105,105,105,2019-07-08,197.78961181640625,192.5328521728516,190.0944061279297
106,106,106,2019-07-09,198.6451416015625,195.4226531982422,192.73974609375
107,107,107,2019-07-10,198.730697631836,196.335189819336,192.20883178710932
108,108,108,2019-07-11,200.42274475097656,195.63180541992188,193.8775177001953
109,109,109,2019-07-12,196.2021331787109,197.8656311035156,193.23280334472656
110,110,110,2019-07-15,195.3371124267578,198.25543212890625,191.8768920898437
111,111,111,2019-07-16,195.2515563964844,197.78961181640625,192.5328521728516
112,112,112,2019-07-17,197.67550659179688,198.6451416015625,195.4226531982422
113,113,113,2019-07-18,200.05203247070312,198.730697631836,196.335189819336
114,114,114,2019-07-19,197.74208068847656,200.42274475097656,195.63180541992188
115,115,115,2019-07-22,198.1888885498047,196.2021331787109,197.8656311035156
116,116,116,2019-07-23,199.025390625,195.3371124267578,198.25543212890625
117,117,117,2019-07-24,203.0178680419922,195.2515563964844,197.78961181640625
118,118,118,2019-07-25,202.15280151367188,197.67550659179688,198.6451416015625
119,119,119,2019-07-26,203.8544006347656,200.05203247070312,198.730697631836
120,120,120,2019-07-29,204.6814422607422,197.74208068847656,200.42274475097656
121,121,121,2019-07-30,203.05587768554688,198.1888885498047,196.2021331787109
122,122,122,2019-07-31,199.41510009765625,199.025390625,195.3371124267578
123,123,123,2019-08-01,202.40000915527344,203.0178680419922,195.2515563964844
124,124,124,2019-08-02,201.16424560546875,202.15280151367188,197.67550659179688
125,125,125,2019-08-05,195.49871826171875,203.8544006347656,200.05203247070312
126,126,126,2019-08-06,200.7745056152344,204.6814422607422,197.74208068847656
127,127,127,2019-08-07,201.2782745361328,203.05587768554688,198.1888885498047
128,128,128,2019-08-08,207.02935791015625,199.41510009765625,199.025390625
129,129,129,2019-08-09,207.93243408203125,202.40000915527344,203.0178680419922
130,130,130,2019-08-12,206.45904541015625,201.16424560546875,202.15280151367188
131,131,131,2019-08-13,208.2841644287109,195.49871826171875,203.8544006347656
132,132,132,2019-08-14,201.5824737548828,200.7745056152344,204.6814422607422
133,133,133,2019-08-15,204.66241455078125,201.2782745361328,203.05587768554688
134,134,134,2019-08-16,206.2784118652344,207.02935791015625,199.41510009765625
135,135,135,2019-08-19,207.8373565673828,207.93243408203125,202.40000915527344
136,136,136,2019-08-20,207.17198181152344,206.45904541015625,201.16424560546875
137,137,137,2019-08-21,208.1986389160156,208.2841644287109,195.49871826171875
138,138,138,2019-08-22,207.4856719970703,201.5824737548828,200.7745056152344
139,139,139,2019-08-23,203.52169799804688,204.66241455078125,201.2782745361328
140,140,140,2019-08-26,206.4114990234375,206.2784118652344,207.02935791015625
141,141,141,2019-08-27,207.7137756347656,207.8373565673828,207.93243408203125
142,142,142,2019-08-28,208.64537048339844,207.17198181152344,206.45904541015625
143,143,143,2019-08-29,210.8602752685547,208.1986389160156,208.2841644287109
144,144,144,2019-08-30,209.7575836181641,207.4856719970703,201.5824737548828
145,145,145,2019-09-03,207.34304809570312,203.52169799804688,204.66241455078125
146,146,146,2019-09-04,208.1795959472656,206.4114990234375,206.2784118652344
147,147,147,2019-09-05,209.3393096923828,207.7137756347656,207.8373565673828
148,148,148,2019-09-06,210.4610137939453,208.64537048339844,207.17198181152344
149,149,149,2019-09-09,206.44949340820312,210.8602752685547,208.1986389160156
150,150,150,2019-09-10,203.13198852539065,209.7575836181641,207.4856719970703
151,151,151,2019-09-11,207.18148803710932,207.34304809570312,203.52169799804688
152,152,152,2019-09-12,209.16818237304688,208.1795959472656,206.4114990234375
153,153,153,2019-09-13,207.40008544921875,209.3393096923828,207.7137756347656
154,154,154,2019-09-16,204.6529083251953,210.4610137939453,208.64537048339844
155,155,155,2019-09-17,207.60922241210932,206.44949340820312,210.8602752685547
156,156,156,2019-09-18,209.58645629882807,203.13198852539065,209.7575836181641
157,157,157,2019-09-19,210.1282958984375,207.18148803710932,207.34304809570312
158,158,158,2019-09-20,210.27088928222656,209.16818237304688,208.1795959472656
159,159,159,2019-09-23,209.310791015625,207.40008544921875,209.3393096923828
160,160,160,2019-09-24,207.2194976806641,204.6529083251953,210.4610137939453
161,161,161,2019-09-25,207.18148803710932,207.60922241210932,206.44949340820312
162,162,162,2019-09-26,205.6985321044922,209.58645629882807,203.13198852539065
163,163,163,2019-09-27,203.5449981689453,210.1282958984375,207.18148803710932
164,164,164,2019-09-30,206.1082763671875,210.27088928222656,209.16818237304688
165,165,165,2019-10-01,202.6969757080078,209.310791015625,207.40008544921875
166,166,166,2019-10-02,199.24755859375,207.2194976806641,204.6529083251953
167,167,167,2019-10-03,203.08767700195312,207.18148803710932,207.60922241210932
168,168,168,2019-10-04,205.33644104003903,205.6985321044922,209.58645629882807
169,169,169,2019-10-07,202.9066162109375,203.5449981689453,210.1282958984375
170,170,170,2019-10-08,198.0850524902344,206.1082763671875,210.27088928222656
171,171,171,2019-10-09,200.9341278076172,202.6969757080078,209.310791015625
172,172,172,2019-10-10,201.33436584472656,199.24755859375,207.2194976806641
173,173,173,2019-10-11,203.735595703125,203.08767700195312,207.18148803710932
174,174,174,2019-10-14,202.63980102539065,205.33644104003903,205.6985321044922
175,175,175,2019-10-15,204.8218994140625,202.9066162109375,203.5449981689453
176,176,176,2019-10-16,205.58416748046875,198.0850524902344,206.1082763671875
177,177,177,2019-10-17,205.4031524658203,200.9341278076172,202.6969757080078
178,178,178,2019-10-18,205.17449951171875,201.33436584472656,199.24755859375
179,179,179,2019-10-21,204.93624877929688,203.735595703125,203.08767700195312
180,180,180,2019-10-22,199.87646484375,202.63980102539065,205.33644104003903
181,181,181,2019-10-23,200.5434417724609,204.8218994140625,202.9066162109375
182,182,182,2019-10-24,201.44869995117188,205.58416748046875,198.0850524902344
183,183,183,2019-10-25,201.6488037109375,205.4031524658203,200.9341278076172
184,184,184,2019-10-28,203.6498870849609,205.17449951171875,201.33436584472656
185,185,185,2019-10-29,210.13897705078125,204.93624877929688,203.735595703125
186,186,186,2019-10-30,206.861068725586,199.87646484375,202.63980102539065
187,187,187,2019-10-31,206.0797271728516,200.5434417724609,204.8218994140625
188,188,188,2019-11-01,202.7446136474609,201.44869995117188,205.58416748046875
189,189,189,2019-11-04,195.5027008056641,201.6488037109375,205.4031524658203
190,190,190,2019-11-05,189.02313232421875,203.6498870849609,205.17449951171875
191,191,191,2019-11-06,191.5387420654297,210.13897705078125,204.93624877929688
192,192,192,2019-11-07,191.319564819336,206.861068725586,199.87646484375
193,193,193,2019-11-08,190.3666839599609,206.0797271728516,200.5434417724609
194,194,194,2019-11-11,189.0707855224609,202.7446136474609,201.44869995117188
195,195,195,2019-11-12,190.747802734375,195.5027008056641,201.6488037109375
196,196,196,2019-11-13,192.2248077392578,189.02313232421875,203.6498870849609
197,197,197,2019-11-14,193.5874481201172,191.5387420654297,210.13897705078125
198,198,198,2019-11-15,196.5318145751953,191.319564819336,206.861068725586
199,199,199,2019-11-18,195.39791870117188,190.3666839599609,206.0797271728516
200,200,200,2019-11-19,197.3608245849609,189.0707855224609,202.7446136474609
201,201,201,2019-11-20,194.67372131347656,190.747802734375,195.5027008056641
202,202,202,2019-11-21,191.79600524902344,192.2248077392578,189.02313232421875
203,203,203,2019-11-22,192.0914001464844,193.5874481201172,191.5387420654297
204,204,204,2019-11-25,193.5302581787109,196.5318145751953,191.319564819336
205,205,205,2019-11-26,192.92041015625,195.39791870117188,190.3666839599609
206,206,206,2019-11-27,195.28353881835932,197.3608245849609,189.0707855224609
207,207,207,2019-11-29,195.20733642578125,194.67372131347656,190.747802734375
208,208,208,2019-12-02,192.7965545654297,191.79600524902344,192.2248077392578
209,209,209,2019-12-03,193.50164794921875,192.0914001464844,193.5874481201172
210,210,210,2019-12-04,194.7404327392578,193.5302581787109,196.5318145751953
211,211,211,2019-12-05,193.63510131835932,192.92041015625,195.39791870117188
212,212,212,2019-12-06,194.3783264160156,195.28353881835932,197.3608245849609
213,213,213,2019-12-09,190.9574737548828,195.20733642578125,194.67372131347656
214,214,214,2019-12-10,188.7944183349609,192.7965545654297,191.79600524902344
215,215,215,2019-12-11,188.65147399902344,193.50164794921875,192.0914001464844
216,216,216,2019-12-12,190.35714721679688,194.7404327392578,193.5302581787109
217,217,217,2019-12-13,193.3682403564453,193.63510131835932,192.92041015625
218,218,218,2019-12-16,194.62600708007807,194.3783264160156,195.28353881835932
219,219,219,2019-12-17,193.873275756836,190.9574737548828,195.20733642578125
220,220,220,2019-12-18,198.6948699951172,188.7944183349609,192.7965545654297
221,221,221,2019-12-19,198.27560424804688,188.65147399902344,193.50164794921875
222,222,222,2019-12-20,200.10513305664065,190.35714721679688,194.7404327392578
223,223,223,2019-12-23,202.5254669189453,193.3682403564453,193.63510131835932
224,224,224,2019-12-24,201.61070251464844,194.62600708007807,194.3783264160156
225,225,225,2019-12-26,199.86691284179688,193.873275756836,190.9574737548828
226,226,226,2019-12-27,200.62921142578125,198.6948699951172,188.7944183349609
227,227,227,2019-12-30,199.4396209716797,198.27560424804688,188.65147399902344
228,228,228,2019-12-31,200.59580993652344,200.10513305664065,190.35714721679688
229,229,229,2020-01-02,201.0830841064453,202.5254669189453,193.3682403564453
230,230,230,2020-01-03,200.2613677978516,201.61070251464844,194.62600708007807
231,231,231,2020-01-06,202.77430725097656,199.86691284179688,193.873275756836
232,232,232,2020-01-07,200.2900238037109,200.62921142578125,198.6948699951172
233,233,233,2020-01-08,201.3124237060547,199.4396209716797,198.27560424804688
234,234,234,2020-01-09,202.2105865478516,200.59580993652344,200.10513305664065
235,235,235,2020-01-10,200.31871032714844,201.0830841064453,202.5254669189453
236,236,236,2020-01-13,197.68153381347656,200.2613677978516,201.61070251464844
237,237,237,2020-01-14,198.7039031982422,202.77430725097656,199.86691284179688
238,238,238,2020-01-15,197.5477600097656,200.2900238037109,200.62921142578125
239,239,239,2020-01-16,200.1371459960937,201.3124237060547,199.4396209716797
240,240,240,2020-01-17,202.72653198242188,202.2105865478516,200.59580993652344
241,241,241,2020-01-21,205.0961151123047,200.31871032714844,201.0830841064453
242,242,242,2020-01-22,207.408432006836,197.68153381347656,200.2613677978516
243,243,243,2020-01-23,206.5962829589844,198.7039031982422,202.77430725097656
244,244,244,2020-01-24,204.69483947753903,197.5477600097656,200.2900238037109
245,245,245,2020-01-27,205.04835510253903,200.1371459960937,201.3124237060547
246,246,246,2020-01-28,204.6661834716797,202.72653198242188,202.2105865478516
247,247,247,2020-01-29,201.30284118652344,205.0961151123047,200.31871032714844
248,248,248,2020-01-30,204.31265258789065,207.408432006836,197.68153381347656
249,249,249,2020-01-31,201.3219451904297,206.5962829589844,198.7039031982422
250,250,250,2020-02-03,202.2200927734375,204.69483947753903,197.5477600097656
251,251,251,2020-02-04,206.7205047607422,205.04835510253903,200.1371459960937
252,252,252,2020-02-05,208.0390167236328,204.6661834716797,202.72653198242188
253,253,253,2020-02-06,208.52638244628903,201.30284118652344,205.0961151123047
254,254,254,2020-02-07,205.24899291992188,204.31265258789065,207.408432006836
255,255,255,2020-02-10,207.5612945556641,201.3219451904297,206.5962829589844
256,256,256,2020-02-11,208.4308319091797,202.2200927734375,204.69483947753903
257,257,257,2020-02-12,206.4624786376953,206.7205047607422,205.04835510253903
258,258,258,2020-02-13,207.73329162597656,208.0390167236328,204.6661834716797
259,259,259,2020-02-14,211.67947387695312,208.52638244628903,201.30284118652344
260,260,260,2020-02-18,212.05210876464844,205.24899291992188,204.31265258789065
261,261,261,2020-02-19,215.0810089111328,207.5612945556641,201.3219451904297
262,262,262,2020-02-20,214.47906494140625,208.4308319091797,202.2200927734375
263,263,263,2020-02-21,214.31661987304688,206.4624786376953,206.7205047607422
264,264,264,2020-02-24,205.9561004638672,207.73329162597656,208.0390167236328
265,265,265,2020-02-25,197.1273498535156,211.67947387695312,208.52638244628903
266,266,266,2020-02-26,192.684310913086,212.05210876464844,205.24899291992188
267,267,267,2020-02-27,186.17742919921875,215.0810089111328,207.5612945556641
268,268,268,2020-02-28,182.10704040527344,214.47906494140625,208.4308319091797
269,269,269,2020-03-02,188.44192504882807,214.31661987304688,206.4624786376953
270,270,270,2020-03-03,180.4253845214844,205.9561004638672,207.73329162597656
271,271,271,2020-03-04,189.5694274902344,197.1273498535156,211.67947387695312
272,272,272,2020-03-05,181.16110229492188,192.684310913086,212.05210876464844
273,273,273,2020-03-06,177.60667419433594,186.17742919921875,215.0810089111328
274,274,274,2020-03-09,164.9464111328125,182.10704040527344,214.47906494140625
275,275,275,2020-03-10,175.3899383544922,188.44192504882807,214.31661987304688
276,276,276,2020-03-11,167.80331420898438,180.4253845214844,205.9561004638672
277,277,277,2020-03-12,147.3844757080078,189.5694274902344,197.1273498535156
278,278,278,2020-03-13,156.9871826171875,181.16110229492188,192.684310913086
279,279,279,2020-03-16,137.42825317382812,177.60667419433594,186.17742919921875
280,280,280,2020-03-17,133.92160034179688,164.9464111328125,182.10704040527344
281,281,281,2020-03-18,132.81326293945312,175.3899383544922,188.44192504882807
282,282,282,2020-03-19,142.84588623046875,167.80331420898438,180.4253845214844
283,283,283,2020-03-20,133.17633056640625,147.3844757080078,189.5694274902344
284,284,284,2020-03-23,120.86959075927734,156.9871826171875,181.16110229492188
285,285,285,2020-03-24,137.05564880371094,137.42825317382812,177.60667419433594
286,286,286,2020-03-25,146.23789978027344,133.92160034179688,164.9464111328125
287,287,287,2020-03-26,156.06033325195312,132.81326293945312,175.3899383544922
288,288,288,2020-03-27,152.13327026367188,142.84588623046875,167.80331420898438
289,289,289,2020-03-30,156.27113342285156,133.17633056640625,147.3844757080078
290,290,290,2020-03-31,159.65623474121094,120.86959075927734,156.9871826171875
291,291,291,2020-04-01,138.73191833496094,137.05564880371094,137.42825317382812
292,292,292,2020-04-02,143.4403533935547,146.23789978027344,133.92160034179688
293,293,293,2020-04-03,141.99232482910156,156.06033325195312,132.81326293945312
294,294,294,2020-04-06,158.86033630371094,152.13327026367188,142.84588623046875
295,295,295,2020-04-07,158.9849853515625,156.27113342285156,133.17633056640625
296,296,296,2020-04-08,169.18824768066406,159.65623474121094,120.86959075927734
297,297,297,2020-04-09,175.2200927734375,138.73191833496094,137.05564880371094
298,298,298,2020-04-13,165.01681518554688,143.4403533935547,146.23789978027344
299,299,299,2020-04-14,168.1909637451172,141.99232482910156,156.06033325195312
300,300,300,2020-04-15,165.45794677734375,158.86033630371094,152.13327026367188
301,301,301,2020-04-16,167.63479614257812,158.9849853515625,156.27113342285156
302,302,302,2020-04-17,181.73141479492188,169.18824768066406,159.65623474121094
303,303,303,2020-04-20,177.1379852294922,175.2200927734375,138.73191833496094
304,304,304,2020-04-21,171.56646728515625,165.01681518554688,143.4403533935547
305,305,305,2020-04-22,174.45289611816406,168.1909637451172,141.99232482910156
306,306,306,2020-04-23,174.98992919921875,165.45794677734375,158.86033630371094
307,307,307,2020-04-24,180.3984375,167.63479614257812,158.9849853515625
308,308,308,2020-04-27,184.0808563232422,181.73141479492188,169.18824768066406
309,309,309,2020-04-28,177.41612243652344,177.1379852294922,175.2200927734375
310,310,310,2020-04-29,184.7712554931641,171.56646728515625,165.01681518554688
311,311,311,2020-04-30,178.77783203125,174.45289611816406,168.1909637451172
312,312,312,2020-05-01,173.20626831054688,174.98992919921875,165.45794677734375
313,313,313,2020-05-04,171.24041748046875,180.3984375,167.63479614257812
314,314,314,2020-05-05,180.21627807617188,184.0808563232422,181.73141479492188
315,315,315,2020-05-06,178.2120361328125,177.41612243652344,177.1379852294922
316,316,316,2020-05-07,184.3014068603516,184.7712554931641,171.56646728515625
317,317,317,2020-05-08,184.19590759277344,178.77783203125,174.45289611816406
318,318,318,2020-05-11,185.69186401367188,173.20626831054688,174.98992919921875
319,319,319,2020-05-12,180.44639587402344,171.24041748046875,180.3984375
320,320,320,2020-05-13,173.7049560546875,180.21627807617188,184.0808563232422
321,321,321,2020-05-14,172.01718139648438,178.2120361328125,177.41612243652344
322,322,322,2020-05-15,172.87063598632812,184.3014068603516,184.7712554931641
323,323,323,2020-05-18,184.04248046875,184.19590759277344,178.77783203125
324,324,324,2020-05-19,180.53268432617188,185.69186401367188,173.20626831054688
325,325,325,2020-05-20,183.1410522460937,180.44639587402344,171.24041748046875
326,326,326,2020-05-21,177.4927978515625,173.7049560546875,180.21627807617188
327,327,327,2020-05-22,176.581787109375,172.01718139648438,178.2120361328125
328,328,328,2020-05-26,178.6531219482422,172.87063598632812,184.3014068603516
329,329,329,2020-05-27,183.7547607421875,184.04248046875,184.19590759277344
330,330,330,2020-05-28,187.3316650390625,180.53268432617188,185.69186401367188
331,331,331,2020-05-29,187.696044921875,183.1410522460937,180.44639587402344
332,332,332,2020-06-01,189.15367126464844,177.4927978515625,173.7049560546875
333,333,333,2020-06-02,190.2469024658203,176.581787109375,172.01718139648438
334,334,334,2020-06-03,192.4620819091797,178.6531219482422,172.87063598632812
335,335,335,2020-06-04,189.94960021972656,183.7547607421875,184.04248046875
336,336,336,2020-06-05,198.53224182128903,187.3316650390625,180.53268432617188
337,337,337,2020-06-08,197.5445251464844,187.696044921875,183.1410522460937
338,338,338,2020-06-09,192.4620819091797,189.15367126464844,177.4927978515625
339,339,339,2020-06-10,192.89361572265625,190.2469024658203,176.581787109375
340,340,340,2020-06-11,176.0064239501953,192.4620819091797,178.6531219482422
341,341,341,2020-06-12,180.08201599121094,189.94960021972656,183.7547607421875
342,342,342,2020-06-15,180.74366760253903,198.53224182128903,187.3316650390625
343,343,343,2020-06-16,183.6109313964844,197.5445251464844,187.696044921875
344,344,344,2020-06-17,181.77932739257807,192.4620819091797,189.15367126464844
345,345,345,2020-06-18,182.220458984375,192.89361572265625,190.2469024658203
346,346,346,2020-06-19,179.4298858642578,176.0064239501953,192.4620819091797
347,347,347,2020-06-22,177.4927978515625,180.08201599121094,189.94960021972656
348,348,348,2020-06-23,179.13262939453125,180.74366760253903,198.53224182128903
349,349,349,2020-06-24,169.06362915039062,183.6109313964844,197.5445251464844
350,350,350,2020-06-25,168.40191650390625,181.77932739257807,192.4620819091797
351,351,351,2020-06-26,166.62783813476562,182.220458984375,192.89361572265625
352,352,352,2020-06-29,170.79872131347656,179.4298858642578,176.0064239501953
353,353,353,2020-06-30,173.36767578125,177.4927978515625,180.08201599121094
354,354,354,2020-07-01,176.8794403076172,179.13262939453125,180.74366760253903
355,355,355,2020-07-02,176.97564697265625,169.06362915039062,183.6109313964844
356,356,356,2020-07-06,176.93714904785156,168.40191650390625,181.77932739257807
357,357,357,2020-07-07,173.51194763183594,166.62783813476562,182.220458984375
358,358,358,2020-07-08,174.8878631591797,170.79872131347656,179.4298858642578
359,359,359,2020-07-09,171.0392608642578,173.36767578125,177.4927978515625
360,360,360,2020-07-10,171.15472412109375,176.8794403076172,179.13262939453125
361,361,361,2020-07-13,171.12582397460938,176.97564697265625,169.06362915039062
362,362,362,2020-07-14,175.792236328125,176.93714904785156,168.40191650390625
363,363,363,2020-07-15,181.4784545898437,173.51194763183594,166.62783813476562
364,364,364,2020-07-16,179.52532958984375,174.8878631591797,170.79872131347656
365,365,365,2020-07-17,185.74073791503903,171.0392608642578,173.36767578125
366,366,366,2020-07-20,183.4604949951172,171.15472412109375,176.8794403076172
367,367,367,2020-07-21,185.2211761474609,171.12582397460938,176.97564697265625
368,368,368,2020-07-22,187.4918365478516,175.792236328125,176.93714904785156
369,369,369,2020-07-23,187.7708740234375,181.4784545898437,173.51194763183594
370,370,370,2020-07-24,191.30191040039065,179.52532958984375,174.8878631591797
371,371,371,2020-07-27,189.86831665039065,185.74073791503903,171.0392608642578
372,372,372,2020-07-28,186.9241485595703,183.4604949951172,171.15472412109375
373,373,373,2020-07-29,193.78421020507807,185.2211761474609,171.12582397460938
374,374,374,2020-07-30,192.62001037597656,187.4918365478516,175.792236328125
375,375,375,2020-07-31,185.98126220703125,187.7708740234375,181.4784545898437
376,376,376,2020-08-03,184.3456420898437,191.30191040039065,179.52532958984375
377,377,377,2020-08-04,182.13270568847656,189.86831665039065,185.74073791503903
378,378,378,2020-08-05,180.84347534179688,186.9241485595703,183.4604949951172
379,379,379,2020-08-06,181.4495849609375,193.78421020507807,185.2211761474609
380,380,380,2020-08-07,184.2878875732422,192.62001037597656,187.4918365478516
